unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date,road_ramp
58925197,2023-09-25T11:33:14.000,2023-09-25T13:41:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11207,148 COZINE AVENUE,COZINE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-25T13:41:39.000,05 BROOKLYN,3044147501,BROOKLYN,1015786,177769,PHONE,Unspecified,BROOKLYN,40.65455537122461,-73.88634437158368,"{'latitude': '40.65455537122461', 'longitude': '-73.88634437158368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,NEW JERSEY AVENUE,VERMONT STREET,NEW JERSEY AVENUE,VERMONT STREET,COZINE AVENUE,,,,,,
58922159,2023-09-25T11:33:12.000,2023-09-27T14:02:58.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Sidewalk,11101,2-15 BORDEN AVENUE,BORDEN AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T12:32:15.000,02 QUEENS,4000150006,QUEENS,995839,209645,ONLINE,Unspecified,QUEENS,40.74209611392194,-73.95817841850368,"{'latitude': '40.74209611392194', 'longitude': '-73.95817841850368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,QUEENS MIDTOWN TUNNEL,5 STREET,QUEENS MIDTOWN TUNNEL,5 STREET,BORDEN AVENUE,,,,,,
58923988,2023-09-25T11:33:10.000,2023-10-04T08:35:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10024,125 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,07 MANHATTAN,1012460001,MANHATTAN,989523,226738,PHONE,Unspecified,MANHATTAN,40.789017998398954,-73.98095775209778,"{'latitude': '40.789017998398954', 'longitude': '-73.98095775209778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58924626,2023-09-25T11:33:09.000,2023-09-27T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10025,2508 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-09-28T05:28:34.000,07 MANHATTAN,1012410023,MANHATTAN,991733,228189,UNKNOWN,Unspecified,MANHATTAN,40.79299900769216,-73.97297522035835,"{'latitude': '40.79299900769216', 'longitude': '-73.97297522035835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,N/A,,,,2023-10-25T11:33:09.000,
58920401,2023-09-25T11:33:03.000,2023-10-14T14:28:27.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11210,3103 FOSTER AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,17 BROOKLYN,3049640047,BROOKLYN,998848,171965,PHONE,Unspecified,BROOKLYN,40.63866877017848,-73.94740139848233,"{'latitude': '40.63866877017848', 'longitude': '-73.94740139848233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58922759,2023-09-25T11:33:02.000,2023-09-29T08:57:52.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11355,42-35 MAIN STREET,MAIN STREET,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,07 QUEENS,4051357502,QUEENS,1031936,214181,PHONE,Unspecified,QUEENS,40.75442529810218,-73.82788210691295,"{'latitude': '40.75442529810218', 'longitude': '-73.82788210691295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58925130,2023-09-25T11:33:02.000,2023-09-29T08:57:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11355,42-35 MAIN STREET,MAIN STREET,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,07 QUEENS,4051357502,QUEENS,1031936,214181,PHONE,Unspecified,QUEENS,40.75442529810218,-73.82788210691295,"{'latitude': '40.75442529810218', 'longitude': '-73.82788210691295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58918218,2023-09-25T11:33:01.000,2023-09-28T13:41:30.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,1555 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,17 BROOKLYN,3049010057,BROOKLYN,998321,175473,ONLINE,Unspecified,BROOKLYN,40.64829832686724,-73.94929293476895,"{'latitude': '40.64829832686724', 'longitude': '-73.94929293476895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58917109,2023-09-25T11:33:01.000,2023-09-28T13:41:30.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,11226,1555 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,17 BROOKLYN,3049010057,BROOKLYN,998321,175473,ONLINE,Unspecified,BROOKLYN,40.64829832686724,-73.94929293476895,"{'latitude': '40.64829832686724', 'longitude': '-73.94929293476895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58921535,2023-09-25T11:33:01.000,2023-09-28T13:41:30.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11226,1555 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,17 BROOKLYN,3049010057,BROOKLYN,998321,175473,ONLINE,Unspecified,BROOKLYN,40.64829832686724,-73.94929293476895,"{'latitude': '40.64829832686724', 'longitude': '-73.94929293476895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58923817,2023-09-25T11:33:01.000,2023-09-28T13:41:30.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11226,1555 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,17 BROOKLYN,3049010057,BROOKLYN,998321,175473,ONLINE,Unspecified,BROOKLYN,40.64829832686724,-73.94929293476895,"{'latitude': '40.64829832686724', 'longitude': '-73.94929293476895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58921596,2023-09-25T11:33:01.000,2023-09-28T13:41:30.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,1555 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,17 BROOKLYN,3049010057,BROOKLYN,998321,175473,ONLINE,Unspecified,BROOKLYN,40.64829832686724,-73.94929293476895,"{'latitude': '40.64829832686724', 'longitude': '-73.94929293476895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58924014,2023-09-25T11:33:01.000,2023-09-28T13:41:31.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11226,1555 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,17 BROOKLYN,3049010057,BROOKLYN,998321,175473,ONLINE,Unspecified,BROOKLYN,40.64829832686724,-73.94929293476895,"{'latitude': '40.64829832686724', 'longitude': '-73.94929293476895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58925372,2023-09-25T11:33:00.000,2023-09-26T11:36:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10304,7 HOLLY STREET,HOLLY STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-26T11:36:00.000,02 STATEN ISLAND,5008480115,STATEN ISLAND,958104,158228,PHONE,Unspecified,STATEN ISLAND,40.60093702572907,-74.09415440724075,"{'latitude': '40.60093702572907', 'longitude': '-74.09415440724075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,MEADOW AVENUE,SPARKILL AVENUE,,,,,,,
58923670,2023-09-25T11:32:55.000,2023-09-25T12:11:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10035,402 EAST  118 STREET,EAST  118 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T12:11:57.000,11 MANHATTAN,1017110044,MANHATTAN,1002499,229705,PHONE,Unspecified,MANHATTAN,40.79714434131313,-73.93408980987411,"{'latitude': '40.79714434131313', 'longitude': '-73.93408980987411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,1 AVENUE,PLEASANT AVENUE,1 AVENUE,PLEASANT AVENUE,EAST  118 STREET,,,,,,
58924899,2023-09-25T11:32:52.000,2023-09-29T11:41:02.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11206,601 MARCY AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,03 BROOKLYN,3017590005,BROOKLYN,998393,192263,PHONE,Unspecified,BROOKLYN,40.694382993483686,-73.94899824340898,"{'latitude': '40.694382993483686', 'longitude': '-73.94899824340898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58921628,2023-09-25T11:32:52.000,2023-09-29T11:41:02.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11206,601 MARCY AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,03 BROOKLYN,3017590005,BROOKLYN,998393,192263,PHONE,Unspecified,BROOKLYN,40.694382993483686,-73.94899824340898,"{'latitude': '40.694382993483686', 'longitude': '-73.94899824340898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58920308,2023-09-25T11:32:52.000,2023-09-29T11:41:02.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11206,601 MARCY AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,03 BROOKLYN,3017590005,BROOKLYN,998393,192263,PHONE,Unspecified,BROOKLYN,40.694382993483686,-73.94899824340898,"{'latitude': '40.694382993483686', 'longitude': '-73.94899824340898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58923886,2023-09-25T11:32:52.000,2023-09-29T11:41:02.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11206,601 MARCY AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,03 BROOKLYN,3017590005,BROOKLYN,998393,192263,PHONE,Unspecified,BROOKLYN,40.694382993483686,-73.94899824340898,"{'latitude': '40.694382993483686', 'longitude': '-73.94899824340898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58919233,2023-09-25T11:32:49.000,2023-10-12T19:51:42.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11216,1273 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,08 BROOKLYN,3012000052,BROOKLYN,997939,186190,PHONE,Unspecified,BROOKLYN,40.67771471482097,-73.95064777294688,"{'latitude': '40.67771471482097', 'longitude': '-73.95064777294688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58919403,2023-09-25T11:32:49.000,2023-10-12T19:51:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11216,1273 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,08 BROOKLYN,3012000052,BROOKLYN,997939,186190,PHONE,Unspecified,BROOKLYN,40.67771471482097,-73.95064777294688,"{'latitude': '40.67771471482097', 'longitude': '-73.95064777294688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58923984,2023-09-25T11:32:49.000,2023-10-12T13:56:45.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11216,1273 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,08 BROOKLYN,3012000052,BROOKLYN,997939,186190,PHONE,Unspecified,BROOKLYN,40.67771471482097,-73.95064777294688,"{'latitude': '40.67771471482097', 'longitude': '-73.95064777294688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58919249,2023-09-25T11:32:49.000,2023-10-12T19:51:42.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,RESIDENTIAL BUILDING,11216,1273 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,08 BROOKLYN,3012000052,BROOKLYN,997939,186190,PHONE,Unspecified,BROOKLYN,40.67771471482097,-73.95064777294688,"{'latitude': '40.67771471482097', 'longitude': '-73.95064777294688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58921562,2023-09-25T11:32:49.000,2023-10-12T19:51:42.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11216,1273 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,08 BROOKLYN,3012000052,BROOKLYN,997939,186190,PHONE,Unspecified,BROOKLYN,40.67771471482097,-73.95064777294688,"{'latitude': '40.67771471482097', 'longitude': '-73.95064777294688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58922839,2023-09-25T11:32:49.000,2023-10-12T19:51:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11216,1273 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,08 BROOKLYN,3012000052,BROOKLYN,997939,186190,PHONE,Unspecified,BROOKLYN,40.67771471482097,-73.95064777294688,"{'latitude': '40.67771471482097', 'longitude': '-73.95064777294688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58918060,2023-09-25T11:32:22.000,2023-09-25T11:50:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10026,131 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T11:50:56.000,10 MANHATTAN,1019220041,MANHATTAN,997339,232197,MOBILE,Unspecified,MANHATTAN,40.803993349077885,-73.95272139805937,"{'latitude': '40.803993349077885', 'longitude': '-73.95272139805937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,WEST  116 STREET,WEST  117 STREET,WEST  116 STREET,WEST  117 STREET,ST NICHOLAS AVENUE,,,,,,
58917316,2023-09-25T11:32:20.000,2023-10-10T13:18:37.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,,10003,EAST   11 STREET,EAST   11 STREET,INTERSECTION,,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-10-10T13:18:40.000,02 MANHATTAN,,MANHATTAN,985622,206705,MOBILE,Unspecified,MANHATTAN,40.73403402896983,-73.9950494205494,"{'latitude': '40.73403402896983', 'longitude': '-73.9950494205494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,FIFTH AVENUE,EAST   11 STREET,FIFTH AVENUE,EAST   11 STREET,,,"FIFTH AVENUE AND EAST   11 STREET, MANHATTAN, NY, 10003",,,,
58920894,2023-09-25T11:32:04.000,2023-09-26T11:25:28.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11203,EAST   53 STREET,EAST   53 STREET,BLOCKFACE,,Closed,The Department of Sanitation cleaned the location.,2023-09-26T10:44:18.000,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,,,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,,,,,,,
58920164,2023-09-25T11:32:00.000,2023-09-30T07:27:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10314,,,INTERSECTION,STATEN ISLAND,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-30T07:27:00.000,02 STATEN ISLAND,,STATEN ISLAND,943319,160458,UNKNOWN,Unspecified,STATEN ISLAND,40.607001960269784,-74.14741012853858,"{'latitude': '40.607001960269784', 'longitude': '-74.14741012853858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,DREYER AVENUE,WILLOW BROOK ROAD,,,,,,,,,
58917756,2023-09-25T11:32:00.000,2023-09-25T12:15:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10024,303 WEST   86 STREET,WEST   86 STREET,ADDRESS,NEW YORK,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-25T12:15:00.000,07 MANHATTAN,1012480027,MANHATTAN,990319,226727,PHONE,Unspecified,MANHATTAN,40.78898729556099,-73.97808318802969,"{'latitude': '40.78898729556099', 'longitude': '-73.97808318802969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,WEST END AVE,RIVERSIDE DR,,,,,,,
58921816,2023-09-25T11:31:45.000,2023-09-25T12:06:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11206,47 STAGG STREET,STAGG STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T12:06:47.000,01 BROOKLYN,3030220025,BROOKLYN,998424,197585,MOBILE,Unspecified,BROOKLYN,40.70899058459472,-73.9488752517719,"{'latitude': '40.70899058459472', 'longitude': '-73.9488752517719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,STAGG STREET,,,,,,
58918344,2023-09-25T11:31:32.000,2023-10-06T10:46:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10031,640 WEST  139 STREET,WEST  139 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,09 MANHATTAN,1020870050,MANHATTAN,996803,239206,PHONE,Unspecified,MANHATTAN,40.82323187324842,-73.95464436758002,"{'latitude': '40.82323187324842', 'longitude': '-73.95464436758002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58918451,2023-09-25T11:31:31.000,2023-09-25T12:10:32.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10310,700 POST AVENUE,POST AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T12:10:37.000,01 STATEN ISLAND,5002270074,STATEN ISLAND,949528,169434,ONLINE,Unspecified,STATEN ISLAND,40.63166569218205,-74.12509504760722,"{'latitude': '40.63166569218205', 'longitude': '-74.12509504760722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,CARY AVENUE,GREENLEAF AVENUE,CARY AVENUE,GREENLEAF AVENUE,POST AVENUE,,,,,,
58923651,2023-09-25T11:31:16.000,2023-09-25T12:23:33.000,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11234,1853 EAST   38 STREET,EAST   38 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T12:23:37.000,18 BROOKLYN,3084820018,BROOKLYN,1002991,162632,ONLINE,Unspecified,BROOKLYN,40.61304385439106,-73.932499518044,"{'latitude': '40.61304385439106', 'longitude': '-73.932499518044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,EAST   38 STREET,,,,,,
58917934,2023-09-25T11:31:15.000,2023-09-25T13:12:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11411,120-53 227 STREET,227 STREET,ADDRESS,CAMBRIA HEIGHTS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T13:12:28.000,13 QUEENS,4128120060,QUEENS,1057184,189858,PHONE,Unspecified,QUEENS,40.68749262322572,-73.73701597165675,"{'latitude': '40.68749262322572', 'longitude': '-73.73701597165675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,120 AVENUE,FRANCIS LEWIS BOULEVARD,120 AVENUE,FRANCIS LEWIS BOULEVARD,227 STREET,,,,,,
58921353,2023-09-25T11:30:58.000,2023-09-25T11:30:58.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11420,133-11 122 PLACE,122 PLACE,ADDRESS,SOUTH OZONE PARK,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,10 QUEENS,4117440031,QUEENS,1035096,183942,UNKNOWN,Unspecified,QUEENS,40.67140903098991,-73.8167048146334,"{'latitude': '40.67140903098991', 'longitude': '-73.8167048146334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58918982,2023-09-25T11:30:57.000,2023-11-17T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10451,621 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-17T00:00:00.000,04 BRONX,2023530039,BRONX,1004257,238235,UNKNOWN,Unspecified,BRONX,40.820553015391994,-73.92771499474335,"{'latitude': '40.820553015391994', 'longitude': '-73.92771499474335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,N/A,,,,,
58924923,2023-09-25T11:30:52.000,2023-10-16T16:50:36.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11226,180 LENOX ROAD,LENOX ROAD,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,17 BROOKLYN,3050840042,BROOKLYN,997068,177517,PHONE,Unspecified,BROOKLYN,40.65391056381976,-73.95380443229466,"{'latitude': '40.65391056381976', 'longitude': '-73.95380443229466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58925304,2023-09-25T11:30:35.000,2023-09-25T11:30:35.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Mixed Use Building,11221,73 WEIRFIELD STREET,WEIRFIELD STREET,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-25T11:30:35.000,04 BROOKLYN,3033950058,BROOKLYN,1008060,189955,PHONE,Unspecified,BROOKLYN,40.6880273403207,-73.91414578215469,"{'latitude': '40.6880273403207', 'longitude': '-73.91414578215469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,WEIRFIELD STREET,,,,,,
