unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
59449980,2023-09-29T13:19:53.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,10460,871 EAST  179 STREET,EAST  179 STREET,MOHEGAN AVENUE,HONEYWELL AVENUE,MOHEGAN AVENUE,HONEYWELL AVENUE,ADDRESS,BRONX,EAST  179 STREET,Closed,2023-10-05T00:00:00.000,06 BRONX,2031230077,BRONX,1016316,246874,PHONE,Unspecified,BRONX,40.844229020892264,-73.88410474554894,"{'latitude': '40.844229020892264', 'longitude': '-73.88410474554894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59436481,2023-09-29T13:19:53.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,10460,871 EAST  179 STREET,EAST  179 STREET,MOHEGAN AVENUE,HONEYWELL AVENUE,MOHEGAN AVENUE,HONEYWELL AVENUE,ADDRESS,BRONX,EAST  179 STREET,Closed,2023-10-05T00:00:00.000,06 BRONX,2031230077,BRONX,1016316,246874,PHONE,Unspecified,BRONX,40.844229020892264,-73.88410474554894,"{'latitude': '40.844229020892264', 'longitude': '-73.88410474554894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59442348,2023-09-29T13:19:52.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,10460,871 EAST  179 STREET,EAST  179 STREET,MOHEGAN AVENUE,HONEYWELL AVENUE,MOHEGAN AVENUE,HONEYWELL AVENUE,ADDRESS,BRONX,EAST  179 STREET,Closed,2023-10-05T00:00:00.000,06 BRONX,2031230077,BRONX,1016316,246874,PHONE,Unspecified,BRONX,40.844229020892264,-73.88410474554894,"{'latitude': '40.844229020892264', 'longitude': '-73.88410474554894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959729,2023-09-29T13:19:51.000,2023-10-04T12:41:38.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10030,148 WEST  143 STREET,WEST  143 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,10 MANHATTAN,1020110057,MANHATTAN,1001146,237988,PHONE,Unspecified,MANHATTAN,40.81988156860035,-73.93895561123449,"{'latitude': '40.81988156860035', 'longitude': '-73.93895561123449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,,,,,,,
58966119,2023-09-29T13:19:51.000,2023-10-04T12:41:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10030,148 WEST  143 STREET,WEST  143 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,10 MANHATTAN,1020110057,MANHATTAN,1001146,237988,PHONE,Unspecified,MANHATTAN,40.81988156860035,-73.93895561123449,"{'latitude': '40.81988156860035', 'longitude': '-73.93895561123449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58965941,2023-09-29T13:19:51.000,2023-10-04T12:41:38.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10030,148 WEST  143 STREET,WEST  143 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,10 MANHATTAN,1020110057,MANHATTAN,1001146,237988,PHONE,Unspecified,MANHATTAN,40.81988156860035,-73.93895561123449,"{'latitude': '40.81988156860035', 'longitude': '-73.93895561123449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58964360,2023-09-29T13:19:51.000,2023-10-04T12:41:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10030,148 WEST  143 STREET,WEST  143 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,10 MANHATTAN,1020110057,MANHATTAN,1001146,237988,PHONE,Unspecified,MANHATTAN,40.81988156860035,-73.93895561123449,"{'latitude': '40.81988156860035', 'longitude': '-73.93895561123449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58964614,2023-09-29T13:19:50.000,2023-10-04T11:52:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10039,232 WEST  149 STREET,WEST  149 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,10 MANHATTAN,1020340052,MANHATTAN,1001310,239727,ONLINE,Unspecified,MANHATTAN,40.82465431514079,-73.93835866654024,"{'latitude': '40.82465431514079', 'longitude': '-73.93835866654024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,,,,,,,
58967877,2023-09-29T13:19:50.000,2023-10-04T11:52:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10039,232 WEST  149 STREET,WEST  149 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,10 MANHATTAN,1020340052,MANHATTAN,1001310,239727,ONLINE,Unspecified,MANHATTAN,40.82465431514079,-73.93835866654024,"{'latitude': '40.82465431514079', 'longitude': '-73.93835866654024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,,,,,,,
59439665,2023-09-29T13:19:49.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,10460,871 EAST  179 STREET,EAST  179 STREET,MOHEGAN AVENUE,HONEYWELL AVENUE,MOHEGAN AVENUE,HONEYWELL AVENUE,ADDRESS,BRONX,EAST  179 STREET,Closed,2023-10-05T00:00:00.000,06 BRONX,2031230077,BRONX,1016316,246874,PHONE,Unspecified,BRONX,40.844229020892264,-73.88410474554894,"{'latitude': '40.844229020892264', 'longitude': '-73.88410474554894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59454207,2023-09-29T13:19:45.000,,DOB,Department of Buildings,Water Drainage,Drain/Pipe Clogged,Street,11385,613 SENECA AVENUE,SENECA AVENUE,GROVE STREET,LINDEN STREET,GROVE STREET,LINDEN STREET,ADDRESS,RIDGEWOOD,SENECA AVENUE,In Progress,2023-10-17T00:00:00.000,05 QUEENS,4034390002,QUEENS,1009296,195772,PHONE,Unspecified,QUEENS,40.70399023432106,-73.90966738027102,"{'latitude': '40.70399023432106', 'longitude': '-73.90966738027102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967723,2023-09-29T13:19:42.000,2023-10-05T10:39:52.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10306,280 MALDEN PLACE,MALDEN PLACE,,,,,ADDRESS,STATEN ISLAND,,Closed,2023-10-05T00:00:00.000,03 STATEN ISLAND,5040000039,STATEN ISLAND,952002,144050,PHONE,Unspecified,STATEN ISLAND,40.562001151595815,-74.11606066061526,"{'latitude': '40.562001151595815', 'longitude': '-74.11606066061526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58957074,2023-09-29T13:19:42.000,2023-10-05T10:39:52.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10306,280 MALDEN PLACE,MALDEN PLACE,,,,,ADDRESS,STATEN ISLAND,,Closed,2023-10-05T00:00:00.000,03 STATEN ISLAND,5040000039,STATEN ISLAND,952002,144050,PHONE,Unspecified,STATEN ISLAND,40.562001151595815,-74.11606066061526,"{'latitude': '40.562001151595815', 'longitude': '-74.11606066061526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58964428,2023-09-29T13:19:41.000,2023-10-14T14:22:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10035,1429 5 AVENUE,5 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,2023-10-14T00:00:00.000,11 MANHATTAN,1016220073,MANHATTAN,999144,231107,ONLINE,Unspecified,MANHATTAN,40.8009987401566,-73.94620400115934,"{'latitude': '40.8009987401566', 'longitude': '-73.94620400115934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58964480,2023-09-29T13:19:37.000,2023-10-04T16:53:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,384 EAST  194 STREET,EAST  194 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-04T00:00:00.000,07 BRONX,2032760005,BRONX,1014700,253831,ONLINE,Unspecified,BRONX,40.86332962016092,-73.88991380335999,"{'latitude': '40.86332962016092', 'longitude': '-73.88991380335999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58959981,2023-09-29T13:19:37.000,2023-10-04T16:53:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10458,384 EAST  194 STREET,EAST  194 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-04T00:00:00.000,07 BRONX,2032760005,BRONX,1014700,253831,ONLINE,Unspecified,BRONX,40.86332962016092,-73.88991380335999,"{'latitude': '40.86332962016092', 'longitude': '-73.88991380335999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58967536,2023-09-29T13:19:37.000,2023-10-04T16:53:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10458,384 EAST  194 STREET,EAST  194 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-04T00:00:00.000,07 BRONX,2032760005,BRONX,1014700,253831,ONLINE,Unspecified,BRONX,40.86332962016092,-73.88991380335999,"{'latitude': '40.86332962016092', 'longitude': '-73.88991380335999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58964750,2023-09-29T13:19:37.000,2023-10-04T16:53:35.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10458,384 EAST  194 STREET,EAST  194 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-04T00:00:00.000,07 BRONX,2032760005,BRONX,1014700,253831,ONLINE,Unspecified,BRONX,40.86332962016092,-73.88991380335999,"{'latitude': '40.86332962016092', 'longitude': '-73.88991380335999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58964239,2023-09-29T13:19:37.000,2023-10-04T16:53:36.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10458,384 EAST  194 STREET,EAST  194 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-04T00:00:00.000,07 BRONX,2032760005,BRONX,1014700,253831,ONLINE,Unspecified,BRONX,40.86332962016092,-73.88991380335999,"{'latitude': '40.86332962016092', 'longitude': '-73.88991380335999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58958178,2023-09-29T13:19:37.000,2023-10-04T16:53:36.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10458,384 EAST  194 STREET,EAST  194 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-04T00:00:00.000,07 BRONX,2032760005,BRONX,1014700,253831,ONLINE,Unspecified,BRONX,40.86332962016092,-73.88991380335999,"{'latitude': '40.86332962016092', 'longitude': '-73.88991380335999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58964744,2023-09-29T13:19:37.000,2023-10-04T16:53:36.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10458,384 EAST  194 STREET,EAST  194 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-04T00:00:00.000,07 BRONX,2032760005,BRONX,1014700,253831,ONLINE,Unspecified,BRONX,40.86332962016092,-73.88991380335999,"{'latitude': '40.86332962016092', 'longitude': '-73.88991380335999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58962668,2023-09-29T13:19:37.000,2023-10-04T16:53:35.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10458,384 EAST  194 STREET,EAST  194 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-04T00:00:00.000,07 BRONX,2032760005,BRONX,1014700,253831,ONLINE,Unspecified,BRONX,40.86332962016092,-73.88991380335999,"{'latitude': '40.86332962016092', 'longitude': '-73.88991380335999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58956939,2023-09-29T13:19:35.000,2023-10-03T08:33:48.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10302,185 TRANTOR PLACE,TRANTOR PLACE,,,,,ADDRESS,STATEN ISLAND,,Closed,2023-10-03T00:00:00.000,01 STATEN ISLAND,5011330085,STATEN ISLAND,944172,168531,PHONE,Unspecified,STATEN ISLAND,40.629164537848595,-74.14438603746748,"{'latitude': '40.629164537848595', 'longitude': '-74.14438603746748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58964333,2023-09-29T13:19:35.000,2023-10-03T08:33:49.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10302,185 TRANTOR PLACE,TRANTOR PLACE,,,,,ADDRESS,STATEN ISLAND,,Closed,2023-10-03T00:00:00.000,01 STATEN ISLAND,5011330085,STATEN ISLAND,944172,168531,PHONE,Unspecified,STATEN ISLAND,40.629164537848595,-74.14438603746748,"{'latitude': '40.629164537848595', 'longitude': '-74.14438603746748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58959958,2023-09-29T13:19:35.000,2023-10-02T20:34:10.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11103,25-90 35 STREET,35 STREET,,,,,ADDRESS,ASTORIA,,Closed,2023-10-02T00:00:00.000,01 QUEENS,4006320070,QUEENS,1007726,219465,ONLINE,Unspecified,QUEENS,40.7690259358455,-73.91524716819194,"{'latitude': '40.7690259358455', 'longitude': '-73.91524716819194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58964351,2023-09-29T13:19:34.000,2023-10-01T20:02:03.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10466,654 EAST  224 STREET,EAST  224 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-01T00:00:00.000,12 BRONX,2048250068,BRONX,1022296,262678,ONLINE,Unspecified,BRONX,40.887582408318465,-73.86240170581544,"{'latitude': '40.887582408318465', 'longitude': '-73.86240170581544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,,,,,,,
58958145,2023-09-29T13:19:34.000,2023-10-01T20:02:02.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10466,654 EAST  224 STREET,EAST  224 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-01T00:00:00.000,12 BRONX,2048250068,BRONX,1022296,262678,ONLINE,Unspecified,BRONX,40.887582408318465,-73.86240170581544,"{'latitude': '40.887582408318465', 'longitude': '-73.86240170581544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58958373,2023-09-29T13:19:34.000,2023-10-01T20:02:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10466,654 EAST  224 STREET,EAST  224 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-01T00:00:00.000,12 BRONX,2048250068,BRONX,1022296,262678,ONLINE,Unspecified,BRONX,40.887582408318465,-73.86240170581544,"{'latitude': '40.887582408318465', 'longitude': '-73.86240170581544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58957081,2023-09-29T13:19:34.000,2023-10-01T20:02:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10466,654 EAST  224 STREET,EAST  224 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-01T00:00:00.000,12 BRONX,2048250068,BRONX,1022296,262678,ONLINE,Unspecified,BRONX,40.887582408318465,-73.86240170581544,"{'latitude': '40.887582408318465', 'longitude': '-73.86240170581544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58958616,2023-09-29T13:19:33.000,2023-10-01T20:02:01.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10466,654 EAST  224 STREET,EAST  224 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-01T00:00:00.000,12 BRONX,2048250068,BRONX,1022296,262678,ONLINE,Unspecified,BRONX,40.887582408318465,-73.86240170581544,"{'latitude': '40.887582408318465', 'longitude': '-73.86240170581544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58962772,2023-09-29T13:19:33.000,2023-10-01T20:02:01.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10466,654 EAST  224 STREET,EAST  224 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-01T00:00:00.000,12 BRONX,2048250068,BRONX,1022296,262678,ONLINE,Unspecified,BRONX,40.887582408318465,-73.86240170581544,"{'latitude': '40.887582408318465', 'longitude': '-73.86240170581544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
59446359,2023-09-29T13:19:33.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10039,232 WEST  149 STREET,WEST  149 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  149 STREET,Closed,2023-10-04T00:00:00.000,10 MANHATTAN,,MANHATTAN,1001310,239727,ONLINE,Unspecified,MANHATTAN,40.82465431514079,-73.93835866654024,"{'latitude': '40.82465431514079', 'longitude': '-73.93835866654024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456018,2023-09-29T13:19:33.000,2023-09-29T19:29:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11214,61 BAY   35 STREET,BAY   35 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY   35 STREET,Closed,2023-09-29T19:29:00.000,11 BROOKLYN,3068630015,BROOKLYN,986665,157352,ONLINE,Unspecified,BROOKLYN,40.598570822911796,-73.9913036490459,"{'latitude': '40.598570822911796', 'longitude': '-73.9913036490459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956652,2023-09-29T13:19:33.000,2023-10-01T17:50:22.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11201,120 NASSAU STREET,NASSAU STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-01T00:00:00.000,02 BROOKLYN,3001077501,BROOKLYN,987949,193754,PHONE,Unspecified,BROOKLYN,40.69848596973355,-73.98666003690991,"{'latitude': '40.69848596973355', 'longitude': '-73.98666003690991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,,,,,,
58966031,2023-09-29T13:19:33.000,2023-10-01T20:02:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10466,654 EAST  224 STREET,EAST  224 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-01T00:00:00.000,12 BRONX,2048250068,BRONX,1022296,262678,ONLINE,Unspecified,BRONX,40.887582408318465,-73.86240170581544,"{'latitude': '40.887582408318465', 'longitude': '-73.86240170581544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58961451,2023-09-29T13:19:33.000,2023-10-01T20:02:01.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10466,654 EAST  224 STREET,EAST  224 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-01T00:00:00.000,12 BRONX,2048250068,BRONX,1022296,262678,ONLINE,Unspecified,BRONX,40.887582408318465,-73.86240170581544,"{'latitude': '40.887582408318465', 'longitude': '-73.86240170581544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58964401,2023-09-29T13:19:33.000,2023-10-01T20:02:02.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10466,654 EAST  224 STREET,EAST  224 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-01T00:00:00.000,12 BRONX,2048250068,BRONX,1022296,262678,ONLINE,Unspecified,BRONX,40.887582408318465,-73.86240170581544,"{'latitude': '40.887582408318465', 'longitude': '-73.86240170581544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
59439250,2023-09-29T13:19:32.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10039,232 WEST  149 STREET,WEST  149 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  149 STREET,Closed,2023-10-04T00:00:00.000,10 MANHATTAN,,MANHATTAN,1001310,239727,ONLINE,Unspecified,MANHATTAN,40.82465431514079,-73.93835866654024,"{'latitude': '40.82465431514079', 'longitude': '-73.93835866654024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959605,2023-09-29T13:19:31.000,2023-09-29T17:40:48.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,70 WEST  182 STREET,WEST  182 STREET,GRAND AVENUE,AQUEDUCT AVENUE EAST,GRAND AVENUE,AQUEDUCT AVENUE EAST,ADDRESS,BRONX,WEST  182 STREET,Closed,2023-09-29T17:40:52.000,05 BRONX,2032070040,BRONX,1009941,251851,ONLINE,Unspecified,BRONX,40.857910251854385,-73.90712664014586,"{'latitude': '40.857910251854385', 'longitude': '-73.90712664014586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,
58956149,2023-09-29T13:19:26.000,2023-09-29T13:29:57.000,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,10075,180 EAST   78 STREET,EAST   78 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   78 STREET,Closed,2023-09-29T13:30:03.000,08 MANHATTAN,,MANHATTAN,995769,221215,ONLINE,Unspecified,MANHATTAN,40.7738528954041,-73.95841120642312,"{'latitude': '40.7738528954041', 'longitude': '-73.95841120642312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,
