unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_company_borough,due_date
58917065,2023-09-25T20:03:56.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10458,2600 BRIGGS AVENUE,BRIGGS AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,07 BRONX,2032930039,BRONX,1013761,254129,PHONE,Unspecified,BRONX,40.86415072840221,-73.89330726404104,"{'latitude': '40.86415072840221', 'longitude': '-73.89330726404104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925088,2023-09-25T20:03:56.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,2600 BRIGGS AVENUE,BRIGGS AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,07 BRONX,2032930039,BRONX,1013761,254129,PHONE,Unspecified,BRONX,40.86415072840221,-73.89330726404104,"{'latitude': '40.86415072840221', 'longitude': '-73.89330726404104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58919386,2023-09-25T20:03:32.000,2023-10-16T07:59:46.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11204,303 AVENUE P,AVENUE P,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,11 BROOKLYN,3066040049,BROOKLYN,990766,160947,PHONE,Unspecified,BROOKLYN,40.608436299378326,-73.97653258917279,"{'latitude': '40.608436299378326', 'longitude': '-73.97653258917279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58917890,2023-09-25T20:03:19.000,2023-10-10T14:45:23.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10465,3188 RAWLINS AVENUE,RAWLINS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,10 BRONX,2054060114,BRONX,1033411,244998,PHONE,Unspecified,BRONX,40.8390013331645,-73.82233265331614,"{'latitude': '40.8390013331645', 'longitude': '-73.82233265331614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58924668,2023-09-25T20:03:17.000,2023-09-25T21:24:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10302,62 INNIS STREET,INNIS STREET,TRANTOR PLACE,JOHN STREET,TRANTOR PLACE,JOHN STREET,ADDRESS,STATEN ISLAND,INNIS STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T21:24:37.000,01 STATEN ISLAND,5011270160,STATEN ISLAND,944490,170254,ONLINE,Unspecified,STATEN ISLAND,40.63389523507842,-74.14325055553556,"{'latitude': '40.63389523507842', 'longitude': '-74.14325055553556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58919113,2023-09-25T20:03:17.000,2023-09-25T20:16:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10024,27 WEST   85 STREET,WEST   85 STREET,CENTRAL PARK ENTRANCE W   85 ST,COLUMBUS AVENUE,CENTRAL PARK ENTRANCE W   85 ST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   85 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T20:16:44.000,07 MANHATTAN,1011990023,MANHATTAN,992341,225282,MOBILE,Unspecified,MANHATTAN,40.78501953738256,-73.97078293628685,"{'latitude': '40.78501953738256', 'longitude': '-73.97078293628685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58922058,2023-09-25T20:03:12.000,2023-09-25T20:08:39.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,860 8 AVENUE,8 AVENUE,WEST   51 STREET,WEST   52 STREET,WEST   51 STREET,WEST   52 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-25T20:08:44.000,05 MANHATTAN,1010230061,MANHATTAN,988304,217363,ONLINE,Unspecified,MANHATTAN,40.76328673196673,-73.98536555114094,"{'latitude': '40.76328673196673', 'longitude': '-73.98536555114094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58924936,2023-09-25T20:03:09.000,2023-09-26T20:38:14.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11238,340 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,08 BROOKLYN,3011760009,BROOKLYN,993681,184917,ONLINE,Unspecified,BROOKLYN,40.67422617759579,-73.96600069437835,"{'latitude': '40.67422617759579', 'longitude': '-73.96600069437835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58924013,2023-09-25T20:03:08.000,2023-10-04T18:52:05.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11385,1864 LINDEN STREET,LINDEN STREET,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,05 QUEENS,4034670018,QUEENS,1009798,196127,PHONE,Unspecified,QUEENS,40.70496319012808,-73.90785548716458,"{'latitude': '40.70496319012808', 'longitude': '-73.90785548716458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58921897,2023-09-25T20:03:07.000,2023-09-26T10:47:12.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11358,43 ROAD,43 ROAD,43 ROAD,189 STREET,43 ROAD,189 STREET,INTERSECTION,,,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-26T10:47:16.000,11 QUEENS,,QUEENS,1041902,215122,ONLINE,Unspecified,QUEENS,40.75694873237701,-73.79190287218113,"{'latitude': '40.75694873237701', 'longitude': '-73.79190287218113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58919191,2023-09-25T20:03:00.000,2023-09-25T20:12:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10016,30 EAST   30 STREET,EAST   30 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   30 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T20:12:16.000,05 MANHATTAN,1008590026,MANHATTAN,988536,210746,MOBILE,Unspecified,MANHATTAN,40.74512463850905,-73.98453227710138,"{'latitude': '40.74512463850905', 'longitude': '-73.98453227710138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925369,2023-09-25T20:02:46.000,2023-09-28T09:14:46.000,TLC,Taxi and Limousine Commission,Lost Property,Other,Taxi,10019,AVENUE OF AMERICAS,AVENUE OF AMERICAS,AVENUE OF AMERICAS,WEST   52 STREET,AVENUE OF AMERICAS,WEST   52 STREET,INTERSECTION,,,Closed,See notes for information.,2023-09-28T09:14:49.000,05 MANHATTAN,,MANHATTAN,989925,216584,PHONE,Unspecified,MANHATTAN,40.76114768546093,-73.97951459534153,"{'latitude': '40.76114768546093', 'longitude': '-73.97951459534153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"AVENUE OF AMERICAS AND WEST   52 STREET, MANHATTAN, NY, 1001",,,,,,
58920973,2023-09-25T20:02:38.000,2023-09-26T13:18:55.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,10310,25 NORTH BURGHER AVENUE,NORTH BURGHER AVENUE,RICHMOND TERRACE,SKINNER LANE,RICHMOND TERRACE,SKINNER LANE,ADDRESS,STATEN ISLAND,NORTH BURGHER AVENUE,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-26T11:05:08.000,01 STATEN ISLAND,5001580064,STATEN ISLAND,952153,172792,ONLINE,Unspecified,STATEN ISLAND,40.64089257953954,-74.1156537858762,"{'latitude': '40.64089257953954', 'longitude': '-74.1156537858762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58917573,2023-09-25T20:02:36.000,2023-09-26T22:10:42.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10019,140 WEST   57 STREET,WEST   57 STREET,AVENUE OF THE AMERICAS,6 1/2 AVENUE,AVENUE OF THE AMERICAS,6 1/2 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T22:10:44.000,05 MANHATTAN,1010090050,MANHATTAN,990145,217970,MOBILE,Unspecified,MANHATTAN,40.76495175445932,-73.97871923207154,"{'latitude': '40.76495175445932', 'longitude': '-73.97871923207154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916736,2023-09-25T20:02:24.000,2023-09-25T22:35:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,275 WEST  230 STREET,WEST  230 STREET,KINGSBRIDGE AVENUE,CORLEAR AVENUE,KINGSBRIDGE AVENUE,CORLEAR AVENUE,ADDRESS,BRONX,WEST  230 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T22:35:06.000,08 BRONX,2057090009,BRONX,1009479,259466,ONLINE,Unspecified,BRONX,40.878812426849414,-73.90876810546528,"{'latitude': '40.878812426849414', 'longitude': '-73.90876810546528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58921388,2023-09-25T20:02:08.000,2023-09-25T21:31:35.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11365,65-96 160 STREET,160 STREET,65 AVENUE,161 STREET,65 AVENUE,161 STREET,ADDRESS,FRESH MEADOWS,160 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T21:31:38.000,08 QUEENS,4067900001,QUEENS,1037377,206744,MOBILE,Unspecified,QUEENS,40.733981623834374,-73.8083021593204,"{'latitude': '40.733981623834374', 'longitude': '-73.8083021593204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916847,2023-09-25T20:02:00.000,2023-10-05T07:46:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11218,1305 ALBEMARLE ROAD,ALBEMARLE ROAD,13 ST E,14 ST E,ALBEMARLE ROAD,EAST 13 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-05T07:46:00.000,14 BROOKLYN,3050940001,BROOKLYN,993315,174813,UNKNOWN,Unspecified,BROOKLYN,40.64649330873756,-73.96733372921959,"{'latitude': '40.64649330873756', 'longitude': '-73.96733372921959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58918807,2023-09-25T20:02:00.000,2023-09-26T17:03:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10001,107 WEST   25 STREET,WEST   25 STREET,AVENUE OF THE AMERICAS,7 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T17:03:00.000,04 MANHATTAN,1008010030,MANHATTAN,986353,210491,ONLINE,Unspecified,MANHATTAN,40.744425515906904,-73.99241057401285,"{'latitude': '40.744425515906904', 'longitude': '-73.99241057401285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58921062,2023-09-25T20:02:00.000,2023-09-27T18:22:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11201,25 HANOVER PLACE,HANOVER PLACE,GROVE PL,LIVINGSTON ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T18:22:00.000,02 BROOKLYN,3001610003,BROOKLYN,989075,190155,ONLINE,Unspecified,BROOKLYN,40.68860700551082,-73.98260184213804,"{'latitude': '40.68860700551082', 'longitude': '-73.98260184213804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58920040,2023-09-25T20:01:53.000,2023-09-25T20:53:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11372,84-10 34 AVENUE,34 AVENUE,84 STREET,85 STREET,84 STREET,85 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T20:53:12.000,03 QUEENS,4014450001,QUEENS,1016674,213979,ONLINE,Unspecified,QUEENS,40.753939997619135,-73.88296967711675,"{'latitude': '40.753939997619135', 'longitude': '-73.88296967711675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58918980,2023-09-25T20:01:45.000,2023-09-25T20:41:41.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11385,ONDERDONK AVENUE,ONDERDONK AVENUE,ONDERDONK AVENUE,WOODBINE STREET,ONDERDONK AVENUE,WOODBINE STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T20:41:47.000,05 QUEENS,,QUEENS,1010307,195513,ONLINE,Unspecified,QUEENS,40.703276421218206,-73.90602204331202,"{'latitude': '40.703276421218206', 'longitude': '-73.90602204331202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58920715,2023-09-25T20:01:31.000,2023-10-18T16:28:50.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11238,475 CARLTON AVENUE,CARLTON AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,CARLTON AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-25T20:01:31.000,02 BROOKLYN,3020070014,BROOKLYN,992316,188287,MOBILE,Unspecified,BROOKLYN,40.68347741301757,-73.97091756517588,"{'latitude': '40.68347741301757', 'longitude': '-73.97091756517588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58921975,2023-09-25T20:00:51.000,2023-09-26T10:55:28.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,10075,7601 FDR DRIVE,FDR DRIVE,FDR DRIVE SB ENTRANCE E   78 ST,EAST   78 STREET PEDESTRIAN OVPS,FDR DRIVE SB ENTRANCE E   78 ST,EAST   78 STREET PEDESTRIAN OVPS,ADDRESS,NEW YORK,FRANKLIN D ROOSEVELT DRIVE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-26T10:55:32.000,08 MANHATTAN,1014880017,MANHATTAN,998291,219229,UNKNOWN,Unspecified,MANHATTAN,40.768398198054975,-73.94930979828442,"{'latitude': '40.768398198054975', 'longitude': '-73.94930979828442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58920528,2023-09-25T20:00:43.000,2023-10-03T09:16:09.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10027,2 WEST  120 STREET,WEST  120 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,10 MANHATTAN,1017180037,MANHATTAN,999518,231954,PHONE,Unspecified,MANHATTAN,40.803322884284654,-73.94485121581603,"{'latitude': '40.803322884284654', 'longitude': '-73.94485121581603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58922737,2023-09-25T20:00:43.000,2023-10-03T09:16:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10027,2 WEST  120 STREET,WEST  120 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,10 MANHATTAN,1017180037,MANHATTAN,999518,231954,PHONE,Unspecified,MANHATTAN,40.803322884284654,-73.94485121581603,"{'latitude': '40.803322884284654', 'longitude': '-73.94485121581603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58921164,2023-09-25T20:00:38.000,2023-09-25T20:05:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T20:05:58.000,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58919299,2023-09-25T20:00:14.000,2023-09-30T15:40:58.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10025,526 WEST  111 STREET,WEST  111 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,09 MANHATTAN,1018820047,MANHATTAN,993970,232291,PHONE,Unspecified,MANHATTAN,40.80425570176485,-73.96489038030855,"{'latitude': '40.80425570176485', 'longitude': '-73.96489038030855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58924986,2023-09-25T20:00:14.000,2023-09-30T02:03:10.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10025,526 WEST  111 STREET,WEST  111 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-30T00:00:00.000,09 MANHATTAN,1018820047,MANHATTAN,993970,232291,PHONE,Unspecified,MANHATTAN,40.80425570176485,-73.96489038030855,"{'latitude': '40.80425570176485', 'longitude': '-73.96489038030855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58918350,2023-09-25T20:00:09.000,2023-09-28T13:12:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11208,341 LOGAN STREET,LOGAN STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,05 BROOKLYN,3041540008,BROOKLYN,1018365,186364,PHONE,Unspecified,BROOKLYN,40.67813715207717,-73.87700618343813,"{'latitude': '40.67813715207717', 'longitude': '-73.87700618343813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58917229,2023-09-25T20:00:08.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11238,925 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,02 BROOKLYN,3019770030,BROOKLYN,993621,188240,ONLINE,Unspecified,BROOKLYN,40.683347123333384,-73.96621237713741,"{'latitude': '40.683347123333384', 'longitude': '-73.96621237713741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58917259,2023-09-25T20:00:07.000,2023-09-25T20:15:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10002,175 RIVINGTON STREET,RIVINGTON STREET,CLINTON STREET,ATTORNEY STREET,CLINTON STREET,ATTORNEY STREET,ADDRESS,NEW YORK,RIVINGTON STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T20:15:54.000,03 MANHATTAN,1003480053,MANHATTAN,988538,201195,MOBILE,Unspecified,MANHATTAN,40.71890948673392,-73.98453114613707,"{'latitude': '40.71890948673392', 'longitude': '-73.98453114613707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930849,2023-09-25T19:59:47.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,10466,3649 BOLLER AVENUE,BOLLER AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-04T00:00:00.000,12 BRONX,2049210134,BRONX,1029263,261500,UNKNOWN,Unspecified,BRONX,40.884316385766105,-73.83721261744589,"{'latitude': '40.884316385766105', 'longitude': '-73.83721261744589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925563,2023-09-25T19:59:23.000,2023-09-25T22:40:17.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10463,210 WEST  230 STREET,WEST  230 STREET,EXTERIOR STREET,GODWIN TERRACE,EXTERIOR STREET,GODWIN TERRACE,ADDRESS,BRONX,WEST  230 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T22:40:21.000,08 BRONX,2057020001,BRONX,1009923,258947,ONLINE,Unspecified,BRONX,40.8773866529647,-73.90716452425653,"{'latitude': '40.8773866529647', 'longitude': '-73.90716452425653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58922049,2023-09-25T19:59:17.000,2023-09-25T20:36:28.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10009,424 EAST   14 STREET,EAST   14 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   14 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-25T20:36:32.000,03 MANHATTAN,1004410019,MANHATTAN,989410,205553,ONLINE,Unspecified,MANHATTAN,40.730870673147855,-73.98138208638649,"{'latitude': '40.730870673147855', 'longitude': '-73.98138208638649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58924286,2023-09-25T19:59:17.000,2023-09-28T09:48:11.000,DHS,Department of Homeless Services,Encampment,N/A,Residential Building/House,10009,424 EAST   14 STREET,EAST   14 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   14 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-28T09:48:20.000,03 MANHATTAN,1004410019,MANHATTAN,989410,205553,ONLINE,Unspecified,MANHATTAN,40.730870673147855,-73.98138208638649,"{'latitude': '40.730870673147855', 'longitude': '-73.98138208638649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58923762,2023-09-25T19:59:05.000,2023-09-25T20:08:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10468,2565 GRAND CONCOURSE,GRAND CONCOURSE,EAST FORDHAM ROAD,EAST  192 STREET,EAST FORDHAM ROAD,EAST  192 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T20:08:33.000,07 BRONX,2031670055,BRONX,1012979,253995,ONLINE,Unspecified,BRONX,40.86378551881625,-73.89613504324691,"{'latitude': '40.86378551881625', 'longitude': '-73.89613504324691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58923336,2023-09-25T19:59:00.000,2023-10-02T08:50:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10027,5 ST NICHOLAS TERRACE,ST NICHOLAS TERRACE,W 127 ST,W 128 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include enough dog owner location information to respond to the complaint.  If the excessive dog barking continues, please file a new Service Request. You must include an NYC address for the dog's owner so DEP can send them a letter.",2023-10-02T08:50:00.000,09 MANHATTAN,1019540009,MANHATTAN,997520,235317,ONLINE,Unspecified,MANHATTAN,40.81255661453725,-73.95206144303492,"{'latitude': '40.81255661453725', 'longitude': '-73.95206144303492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58922261,2023-09-25T19:59:00.000,2023-09-27T03:05:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11104,48-30 40 STREET,40 STREET,GREENPOINT AVE,50 AVE,,,ADDRESS,SUNNYSIDE,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-27T03:05:00.000,02 QUEENS,4002050024,QUEENS,1004989,208636,ONLINE,Unspecified,QUEENS,40.73930993698853,-73.9251616548579,"{'latitude': '40.73930993698853', 'longitude': '-73.9251616548579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
