unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58847182,2023-09-18T15:30:59.000,2023-10-06T07:21:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10457,1510 SHERIDAN AVENUE,SHERIDAN AVENUE,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,04 BRONX,2028190005,BRONX,1008793,245691,PHONE,Unspecified,BRONX,40.841006147648265,-73.91129922391039,"{'latitude': '40.841006147648265', 'longitude': '-73.91129922391039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58847158,2023-09-18T15:30:57.000,2023-09-28T10:44:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11435,85-15 139 STREET,139 STREET,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,08 QUEENS,4097100002,QUEENS,1034989,197495,PHONE,Unspecified,QUEENS,40.7086094282564,-73.8169884642595,"{'latitude': '40.7086094282564', 'longitude': '-73.8169884642595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58852950,2023-09-18T15:30:38.000,2023-09-18T15:35:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11231,191 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T15:35:11.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,UNION STREET,,,,,,
58847353,2023-09-18T15:30:35.000,2023-10-26T15:50:36.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,11209,244 73 STREET,73 STREET,ADDRESS,BROOKLYN,,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-10-26T15:50:50.000,10 BROOKLYN,3059170026,BROOKLYN,976286,169961,ONLINE,Unspecified,BROOKLYN,40.63317666629288,-74.02869302445015,"{'latitude': '40.63317666629288', 'longitude': '-74.02869302445015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,73 STREET,,,,,,
58845524,2023-09-18T15:30:19.000,2023-09-18T19:40:03.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11419,107-22 113 STREET,113 STREET,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T19:40:06.000,10 QUEENS,4095500016,QUEENS,1031935,188018,PHONE,Unspecified,QUEENS,40.68261429955696,-73.82807106123776,"{'latitude': '40.68261429955696', 'longitude': '-73.82807106123776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,113 STREET,,,,,,
58850674,2023-09-18T15:30:00.000,2023-09-28T08:08:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Dayburning,10312,,,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T08:08:00.000,02 STATEN ISLAND,,STATEN ISLAND,937062,143743,UNKNOWN,Unspecified,STATEN ISLAND,40.56109157965003,-74.16982751543821,"{'latitude': '40.56109157965003', 'longitude': '-74.16982751543821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,ARTHUR KILL ROAD,RICHMOND AVENUE,,,,,,,
58851278,2023-09-18T15:29:58.000,2023-09-20T13:40:57.000,DOT,Department of Transportation,Street Sign - Damaged,Stop,10302,MORNING STAR ROAD,MORNING STAR ROAD,INTERSECTION,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-20T13:41:01.000,01 STATEN ISLAND,,STATEN ISLAND,943542,169548,MOBILE,Unspecified,STATEN ISLAND,40.63195311145742,-74.14666182184295,"{'latitude': '40.63195311145742', 'longitude': '-74.14666182184295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HOOKER PLACE,MORNING STAR ROAD,HOOKER PLACE,MORNING STAR ROAD,,,,,,,
58854521,2023-09-18T15:29:37.000,2023-09-18T16:11:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10460,932 EAST  173 STREET,EAST  173 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T16:11:21.000,03 BRONX,2029820027,BRONX,1015192,243694,MOBILE,Unspecified,BRONX,40.835504863783285,-73.88818185441696,"{'latitude': '40.835504863783285', 'longitude': '-73.88818185441696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SOUTHERN BOULEVARD,HOE AVENUE,SOUTHERN BOULEVARD,HOE AVENUE,EAST  173 STREET,,,,,,
58850214,2023-09-18T15:29:33.000,2023-09-19T09:25:12.000,DSNY,Department of Sanitation,Obstruction,Cone,11237,592 JOHNSON AVENUE,JOHNSON AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-19T09:25:16.000,01 BROOKLYN,3029950016,BROOKLYN,1005119,197581,PHONE,Unspecified,BROOKLYN,40.708966347636824,-73.92472681998196,"{'latitude': '40.708966347636824', 'longitude': '-73.92472681998196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,STEWART AVENUE,GARDNER AVENUE,STEWART AVENUE,GARDNER AVENUE,JOHNSON AVENUE,,,,,,
58854202,2023-09-18T15:29:26.000,2023-09-18T19:01:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11378,52-54 65 PLACE,65 PLACE,ADDRESS,MASPETH,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T19:01:14.000,05 QUEENS,4023760101,QUEENS,1011931,206114,ONLINE,Unspecified,QUEENS,40.73236867071064,-73.90012128678444,"{'latitude': '40.73236867071064', 'longitude': '-73.90012128678444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,62 STREET,53 AVENUE,62 STREET,53 AVENUE,65 PLACE,,,,,,
58846555,2023-09-18T15:29:00.000,2023-10-19T12:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Lamp,11204,,,INTERSECTION,BROOKLYN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-19T12:20:00.000,12 BROOKLYN,,BROOKLYN,987787,168568,UNKNOWN,Unspecified,BROOKLYN,40.62935604981196,-73.98725748164718,"{'latitude': '40.62935604981196', 'longitude': '-73.98725748164718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,16 AVENUE,52 STREET,,,,,,,
58854142,2023-09-18T15:29:00.000,2023-09-18T15:29:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),11229,11 IVAN COURT,IVAN COURT,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T15:29:00.000,15 BROOKLYN,3088561516,BROOKLYN,1005337,153118,PHONE,Unspecified,BROOKLYN,40.58692458960572,-73.92407950514776,"{'latitude': '40.58692458960572', 'longitude': '-73.92407950514776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,DEAD END,SEBA AVE,,,,,,,,,
58852871,2023-09-18T15:29:00.000,2023-09-18T17:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11207,2588 ATLANTIC AVENUE,ATLANTIC AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-18T17:10:00.000,05 BROOKLYN,3036840025,BROOKLYN,1012272,185436,PHONE,Unspecified,BROOKLYN,40.675611388085905,-73.8989769358779,"{'latitude': '40.675611388085905', 'longitude': '-73.8989769358779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,ALABAMA AVE,GEORGIA AVE,,,,,,,,,
58846110,2023-09-18T15:28:57.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,11379,82-09 60 AVENUE,60 AVENUE,ADDRESS,MIDDLE VILLAGE,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-19T09:11:29.000,05 QUEENS,4029120030,QUEENS,1017957,204203,PHONE,Unspecified,QUEENS,40.727102536445244,-73.87838784372391,"{'latitude': '40.727102536445244', 'longitude': '-73.87838784372391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,82 STREET,83 STREET,82 STREET,83 STREET,60 AVENUE,,,,,,
58854898,2023-09-18T15:28:53.000,2023-09-18T15:28:53.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10028,228 EAST   84 STREET,EAST   84 STREET,ADDRESS,NEW YORK,,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-18T15:28:53.000,08 MANHATTAN,1015290034,MANHATTAN,996944,222423,PHONE,Unspecified,MANHATTAN,40.77716692841494,-73.95416664434724,"{'latitude': '40.77716692841494', 'longitude': '-73.95416664434724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Mixed Use Building,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,EAST   84 STREET,,,,,,
58853949,2023-09-18T15:28:52.000,2023-09-19T13:38:55.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,10310,1096 CASTLETON AVENUE,CASTLETON AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-19T13:38:58.000,01 STATEN ISLAND,5002080045,STATEN ISLAND,951198,170422,PHONE,Unspecified,STATEN ISLAND,40.63438392882777,-74.11908328425605,"{'latitude': '40.63438392882777', 'longitude': '-74.11908328425605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,WEST STREET,CAROLINE STREET,WEST STREET,CAROLINE STREET,CASTLETON AVENUE,,,,,,
58848916,2023-09-18T15:28:41.000,2023-09-18T20:22:53.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,10458,2408 CAMBRELENG AVENUE,CAMBRELENG AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T20:22:55.000,06 BRONX,2030900004,BRONX,1016016,250719,MOBILE,Unspecified,BRONX,40.85478348439393,-73.88517080889534,"{'latitude': '40.85478348439393', 'longitude': '-73.88517080889534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  187 STREET,EAST  188 STREET,EAST  187 STREET,EAST  188 STREET,CAMBRELENG AVENUE,,,,,,
58849208,2023-09-18T15:28:34.000,2023-09-18T15:59:53.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,10308,LINDENWOOD ROAD,LINDENWOOD ROAD,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T15:59:57.000,03 STATEN ISLAND,,STATEN ISLAND,942144,138767,PHONE,Unspecified,STATEN ISLAND,40.54745901886313,-74.15150668787619,"{'latitude': '40.54745901886313', 'longitude': '-74.15150668787619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,LINDENWOOD ROAD,PARK TERRACE,LINDENWOOD ROAD,PARK TERRACE,,,,,,,
58848754,2023-09-18T15:28:30.000,2023-09-27T09:48:05.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,11101,43-22 QUEENS STREET,QUEENS STREET,ADDRESS,LONG ISLAND CITY,,Closed,This request required re-assignment to a new DOT unit.,2023-09-27T09:48:14.000,02 QUEENS,4002660003,QUEENS,1001112,211460,ONLINE,Unspecified,QUEENS,40.74706935172671,-73.9391450357791,"{'latitude': '40.74706935172671', 'longitude': '-73.9391450357791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,JACKSON AVENUE,DEAD END,JACKSON AVENUE,DEAD END,QUEENS STREET,,,,,,
58852753,2023-09-18T15:28:29.000,2023-09-19T04:43:05.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11417,100-06 133 AVENUE,133 AVENUE,ADDRESS,OZONE PARK,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T04:43:13.000,10 QUEENS,4115010014,QUEENS,1029278,185914,PHONE,Unspecified,QUEENS,40.67685322153264,-73.83766494790807,"{'latitude': '40.67685322153264', 'longitude': '-73.83766494790807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,100 STREET,101 STREET,100 STREET,101 STREET,133 AVENUE,,,,,,
58846006,2023-09-18T15:28:24.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,10030,127 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-31T00:00:00.000,10 MANHATTAN,1020100011,MANHATTAN,1001181,237384,UNKNOWN,Unspecified,MANHATTAN,40.818223692018165,-73.93883068190463,"{'latitude': '40.818223692018165', 'longitude': '-73.93883068190463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58845513,2023-09-18T15:28:17.000,2023-09-18T16:22:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11218,329 WESTMINSTER ROAD,WESTMINSTER ROAD,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T16:22:32.000,14 BROOKLYN,3051430094,BROOKLYN,993354,172771,ONLINE,Unspecified,BROOKLYN,40.64088841849345,-73.96719594604892,"{'latitude': '40.64088841849345', 'longitude': '-73.96719594604892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SLOCUM PLACE,CORTELYOU ROAD,SLOCUM PLACE,CORTELYOU ROAD,WESTMINSTER ROAD,,,,,,
58846377,2023-09-18T15:28:15.000,2023-09-23T13:22:07.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,11212,980 LINDEN BOULEVARD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-23T11:21:21.000,17 BROOKLYN,3046870030,BROOKLYN,1006040,177691,PHONE,Unspecified,BROOKLYN,40.65437062355799,-73.9214691488508,"{'latitude': '40.65437062355799', 'longitude': '-73.9214691488508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WILLMOHR STREET,EAST   91 STREET,WILLMOHR STREET,EAST   91 STREET,LINDEN BOULEVARD,,,,,,
58855198,2023-09-18T15:28:10.000,,DSNY,Department of Sanitation,Lot Condition,Trash,11420,131-19 135 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,,In Progress,,,10 QUEENS,,QUEENS,1037594,182599,PHONE,Unspecified,QUEENS,40.66770810543591,-73.80771040866578,"{'latitude': '40.66770810543591', 'longitude': '-73.80771040866578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Lot,131 STREET,132 STREET,131 STREET,132 STREET,135 AVENUE,,,,,,
58849629,2023-09-18T15:28:09.000,2023-09-25T21:36:12.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11239,1445 GENEVA LOOP,GENEVA LOOP,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,05 BROOKLYN,3044520200,BROOKLYN,1017647,174763,PHONE,Unspecified,BROOKLYN,40.64629773891037,-73.8796522266468,"{'latitude': '40.64629773891037', 'longitude': '-73.8796522266468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58847137,2023-09-18T15:28:09.000,2023-09-26T12:19:27.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11239,1445 GENEVA LOOP,GENEVA LOOP,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,05 BROOKLYN,3044520200,BROOKLYN,1017647,174763,PHONE,Unspecified,BROOKLYN,40.64629773891037,-73.8796522266468,"{'latitude': '40.64629773891037', 'longitude': '-73.8796522266468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58854717,2023-09-18T15:28:04.000,2023-10-04T20:35:48.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,10468,2928 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,07 BRONX,2033190072,BRONX,1014676,257028,PHONE,Unspecified,BRONX,40.872104487619374,-73.88998605476839,"{'latitude': '40.872104487619374', 'longitude': '-73.88998605476839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58846967,2023-09-18T15:28:01.000,2023-09-18T16:12:02.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11206,198 MAUJER STREET,MAUJER STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T16:12:06.000,01 BROOKLYN,3030270001,BROOKLYN,1000391,198349,ONLINE,Unspecified,BROOKLYN,40.711084213221675,-73.9417785738626,"{'latitude': '40.711084213221675', 'longitude': '-73.9417785738626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HUMBOLDT STREET,BUSHWICK AVENUE,HUMBOLDT STREET,BUSHWICK AVENUE,MAUJER STREET,,,,,,
58848227,2023-09-18T15:27:39.000,2023-09-18T16:15:59.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),11375,67-25 AUSTIN STREET,AUSTIN STREET,ADDRESS,FOREST HILLS,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T16:16:02.000,06 QUEENS,4031680001,QUEENS,1024525,203007,ONLINE,Unspecified,QUEENS,40.723792345220026,-73.85469822331824,"{'latitude': '40.723792345220026', 'longitude': '-73.85469822331824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,67 AVENUE,67 ROAD,67 AVENUE,67 ROAD,AUSTIN STREET,,,,,,
58849244,2023-09-18T15:27:36.000,2023-09-18T16:18:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11436,115-46 147 STREET,147 STREET,ADDRESS,JAMAICA,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T16:18:26.000,12 QUEENS,4119910215,QUEENS,1041119,188086,MOBILE,Unspecified,QUEENS,40.682746702870354,-73.79495755724993,"{'latitude': '40.682746702870354', 'longitude': '-73.79495755724993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,147 STREET,,,,,,
58847581,2023-09-18T15:27:27.000,2023-09-19T14:03:24.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11209,7009 RIDGE BOULEVARD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T06:40:16.000,10 BROOKLYN,3058860003,BROOKLYN,976154,170720,PHONE,Unspecified,BROOKLYN,40.63525984037243,-74.02916951000186,"{'latitude': '40.63525984037243', 'longitude': '-74.02916951000186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,OVINGTON AVENUE,71 STREET,OVINGTON AVENUE,71 STREET,RIDGE BOULEVARD,,,,,,
58848064,2023-09-18T15:27:22.000,2023-09-18T20:11:40.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11373,83-01 PETTIT AVENUE,PETTIT AVENUE,ADDRESS,ELMHURST,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T20:11:43.000,04 QUEENS,4015060027,QUEENS,1016806,210841,PHONE,Unspecified,QUEENS,40.74532650167474,-73.88250843190482,"{'latitude': '40.74532650167474', 'longitude': '-73.88250843190482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,JUDGE STREET,ITHACA STREET,JUDGE STREET,ITHACA STREET,PETTIT AVENUE,,,,,,
58845645,2023-09-18T15:27:14.000,2023-09-18T15:45:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11226,218 LINDEN BOULEVARD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T15:45:30.000,17 BROOKLYN,3050880027,BROOKLYN,997867,177030,ONLINE,Unspecified,BROOKLYN,40.65257266265609,-73.95092585158108,"{'latitude': '40.65257266265609', 'longitude': '-73.95092585158108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,LINDEN BOULEVARD,,,,,,
58846181,2023-09-18T15:27:00.000,2023-09-26T09:27:45.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,11233,338 HOWARD AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-26T09:27:50.000,16 BROOKLYN,3014380024,BROOKLYN,1006627,185554,PHONE,Unspecified,BROOKLYN,40.67595134052661,-73.91932751240661,"{'latitude': '40.67595134052661', 'longitude': '-73.91932751240661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,HOWARD AVENUE,,,,,,
58848169,2023-09-18T15:26:04.000,2023-09-18T20:13:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11419,103-49 118 STREET,118 STREET,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T20:13:45.000,10 QUEENS,4095560040,QUEENS,1032657,189575,ONLINE,Unspecified,QUEENS,40.68688398143955,-73.82545670108718,"{'latitude': '40.68688398143955', 'longitude': '-73.82545670108718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,118 STREET,,,,,,
58854531,2023-09-18T15:26:01.000,2023-09-19T00:52:06.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),11364,225-17 59 AVENUE,59 AVENUE,ADDRESS,OAKLAND GARDENS,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T00:52:12.000,11 QUEENS,4075240048,QUEENS,1052825,213126,PHONE,Unspecified,QUEENS,40.75139227126268,-73.7524964300504,"{'latitude': '40.75139227126268', 'longitude': '-73.7524964300504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,225 STREET,226 STREET,225 STREET,226 STREET,59 AVENUE,,,,,,
58846486,2023-09-18T15:26:00.000,2023-09-18T17:15:00.000,DEP,Department of Environmental Protection,Plant,Plants- Odor Related Problems (PO1),11694,106-21 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,ADDRESS,FAR ROCKAWAY,N/A,Closed,The Department of Environmental Protection performed an odor survey and found no odors.,2023-09-18T17:15:00.000,14 QUEENS,4161620003,QUEENS,1031629,152122,ONLINE,Unspecified,QUEENS,40.58408923379334,-73.82942636529339,"{'latitude': '40.58408923379334', 'longitude': '-73.82942636529339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BEACH 104 ST,BEACH 108 ST,,,,,,,,,
58850714,2023-09-18T15:25:43.000,2023-09-18T16:06:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10029,1309 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T16:06:57.000,11 MANHATTAN,1016160001,MANHATTAN,998398,229762,ONLINE,Unspecified,MANHATTAN,40.797308308526034,-73.94890132984646,"{'latitude': '40.797308308526034', 'longitude': '-73.94890132984646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,FRAWLEY CIRCLE,EAST  111 STREET,FRAWLEY CIRCLE,EAST  111 STREET,5 AVENUE,,,,,,
58853816,2023-09-18T15:25:42.000,2023-09-27T09:47:47.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,11101,43-22 QUEENS STREET,QUEENS STREET,ADDRESS,LONG ISLAND CITY,,Closed,"The Department of Transportation inspected the condition and issued a summons to the responsible party. A re-inspection will be done within 10 days. If the condition still exists, a second summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-27T09:47:51.000,02 QUEENS,4002660003,QUEENS,1001112,211460,ONLINE,Unspecified,QUEENS,40.74706935172671,-73.9391450357791,"{'latitude': '40.74706935172671', 'longitude': '-73.9391450357791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,JACKSON AVENUE,DEAD END,JACKSON AVENUE,DEAD END,QUEENS STREET,,,,,,
