unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,vehicle_type,taxi_company_borough,taxi_pick_up_location
58912597,2023-09-24T14:16:12.000,2023-09-24T16:20:24.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11377,41-14 57 STREET,57 STREET,ROOSEVELT AVENUE,43 AVENUE,ROOSEVELT AVENUE,43 AVENUE,ADDRESS,WOODSIDE,57 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T16:20:30.000,02 QUEENS,4013270050,QUEENS,1009821,210706,PHONE,Unspecified,QUEENS,40.74497891700784,-73.9077171376052,"{'latitude': '40.74497891700784', 'longitude': '-73.9077171376052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58912439,2023-09-24T14:16:07.000,2023-09-24T14:58:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2448 STUART STREET,STUART STREET,WHITNEY AVENUE,AVENUE X,WHITNEY AVENUE,AVENUE X,ADDRESS,BROOKLYN,STUART STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T14:58:25.000,15 BROOKLYN,3088280025,BROOKLYN,1003781,157188,PHONE,Unspecified,BROOKLYN,40.59809948443108,-73.9296698759929,"{'latitude': '40.59809948443108', 'longitude': '-73.9296698759929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910663,2023-09-24T14:15:31.000,2023-09-27T08:00:27.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T10:31:57.000,Unspecified MANHATTAN,,MANHATTAN,987690,214615,ONLINE,Unspecified,MANHATTAN,40.75574443605485,-73.98758342283777,"{'latitude': '40.75574443605485', 'longitude': '-73.98758342283777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,1,,Passageway,,,,
58913031,2023-09-24T14:15:28.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11379,66-29 79 PLACE,79 PLACE,JUNIPER VALLEY ROAD,METROPOLITAN AVENUE,JUNIPER VALLEY ROAD,METROPOLITAN AVENUE,ADDRESS,MIDDLE VILLAGE,79 PLACE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-26T08:33:22.000,05 QUEENS,4030700022,QUEENS,1019443,199786,UNKNOWN,Unspecified,QUEENS,40.71497316253103,-73.87304957761411,"{'latitude': '40.71497316253103', 'longitude': '-73.87304957761411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58911340,2023-09-24T14:15:27.000,2023-09-25T13:55:54.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11378,55-07 69 PLACE,69 PLACE,55 AVENUE,GRAND AVENUE,55 AVENUE,GRAND AVENUE,ADDRESS,MASPETH,69 PLACE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-25T13:55:59.000,05 QUEENS,4025010109,QUEENS,1013492,204389,PHONE,Unspecified,QUEENS,40.72762894807756,-73.89449638108483,"{'latitude': '40.72762894807756', 'longitude': '-73.89449638108483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910554,2023-09-24T14:15:27.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,3232 SHORE PARKWAY,SHORE PARKWAY,HOMECREST AVENUE,EAST   13 STREET,HOMECREST AVENUE,EAST   13 STREET,ADDRESS,BROOKLYN,SHORE PARKWAY,In Progress,,,15 BROOKLYN,3087650019,BROOKLYN,996399,152362,UNKNOWN,Unspecified,BROOKLYN,40.58486627676468,-73.95626074893555,"{'latitude': '40.58486627676468', 'longitude': '-73.95626074893555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914004,2023-09-24T14:15:22.000,2023-09-26T13:49:21.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,10023,130 WEST END AVENUE,WEST END AVENUE,WEST   65 STREET,WEST   66 STREET,WEST   65 STREET,WEST   66 STREET,ADDRESS,NEW YORK,WEST END AVENUE,Closed,A Litter Basket was placed at the location.,2023-09-26T13:28:33.000,07 MANHATTAN,1011570001,MANHATTAN,987731,221898,ONLINE,Unspecified,MANHATTAN,40.775734371157334,-73.98743166283019,"{'latitude': '40.775734371157334', 'longitude': '-73.98743166283019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58916533,2023-09-24T14:15:07.000,2023-09-25T08:30:51.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,11230,1359 EAST   17 STREET,EAST   17 STREET,CEDAR STREET,AVENUE N,CEDAR STREET,AVENUE N,ADDRESS,BROOKLYN,EAST   17 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-25T08:30:55.000,14 BROOKLYN,3067460074,BROOKLYN,995939,164052,ONLINE,Unspecified,BROOKLYN,40.61695356961603,-73.95789662774799,"{'latitude': '40.61695356961603', 'longitude': '-73.95789662774799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58912718,2023-09-24T14:14:47.000,2023-09-24T16:14:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,70-26 QUEENS BOULEVARD,QUEENS BOULEVARD,70 STREET,72 STREET,70 STREET,72 STREET,ADDRESS,WOODSIDE,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T16:14:45.000,02 QUEENS,4024447501,QUEENS,1013652,208857,PHONE,Unspecified,QUEENS,40.7398919693975,-73.89389958454835,"{'latitude': '40.7398919693975', 'longitude': '-73.89389958454835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58913109,2023-09-24T14:14:37.000,2023-09-25T08:00:37.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11221,19 LINDEN STREET,LINDEN STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,LINDEN STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-24T17:48:19.000,04 BROOKLYN,3033210049,BROOKLYN,1005803,190846,PHONE,Unspecified,BROOKLYN,40.69047871339018,-73.92228122915797,"{'latitude': '40.69047871339018', 'longitude': '-73.92228122915797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910275,2023-09-24T14:14:21.000,2023-09-24T14:23:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-09 159 STREET,159 STREET,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T14:23:33.000,12 QUEENS,4101480001,QUEENS,1041408,192609,ONLINE,Unspecified,QUEENS,40.69515940246868,-73.79387719182293,"{'latitude': '40.69515940246868', 'longitude': '-73.79387719182293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58915077,2023-09-24T14:14:02.000,2023-09-24T14:37:53.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11101,PLACELLA PARK,PLACELLA PARK,37 AVENUE,21 STREET,37 AVENUE,21 STREET,ADDRESS,LONG ISLAND CITY,SIXTEEN OAKS GROVE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T14:38:00.000,01 QUEENS,4201099999,QUEENS,1001330,215636,ONLINE,Unspecified,QUEENS,40.75853099218921,-73.9383476666168,"{'latitude': '40.75853099218921', 'longitude': '-73.9383476666168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914872,2023-09-24T14:14:00.000,2023-09-25T06:40:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11234,,,,,EAST 63 STREET,AVENUE T,INTERSECTION,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-09-25T06:40:00.000,18 BROOKLYN,,BROOKLYN,1007868,164282,PHONE,Unspecified,BROOKLYN,40.617561103574744,-73.91492799945173,"{'latitude': '40.617561103574744', 'longitude': '-73.91492799945173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58912408,2023-09-24T14:14:00.000,2023-09-25T05:35:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11225,521 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,BROOKLYN AVE,KINGSTON AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-25T05:35:00.000,09 BROOKLYN,3013320001,BROOKLYN,999495,180437,ONLINE,Unspecified,BROOKLYN,40.66192147537053,-73.94505102055118,"{'latitude': '40.66192147537053', 'longitude': '-73.94505102055118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58912397,2023-09-24T14:14:00.000,2023-09-26T16:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11203,,,,,SNYDER AVENUE,EAST 40 STREET,INTERSECTION,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-26T16:30:00.000,17 BROOKLYN,,BROOKLYN,1000946,175917,ONLINE,Unspecified,BROOKLYN,40.64951245053694,-73.93983223746486,"{'latitude': '40.64951245053694', 'longitude': '-73.93983223746486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58912981,2023-09-24T14:13:43.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10453,10 RICHMOND PLAZA,RICHMOND PLAZA,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-06T00:00:00.000,05 BRONX,2028820229,BRONX,1005583,249550,UNKNOWN,Unspecified,BRONX,40.851606301604434,-73.92288819061721,"{'latitude': '40.851606301604434', 'longitude': '-73.92288819061721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914722,2023-09-24T14:13:40.000,2023-09-26T09:00:37.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11224,STILLWELL AVENUE,STILLWELL AVENUE,STILLWELL AVENUE,SURF AVENUE,STILLWELL AVENUE,SURF AVENUE,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-26T09:00:42.000,13 BROOKLYN,,BROOKLYN,989468,148972,PHONE,Unspecified,BROOKLYN,40.575568185976934,-73.98121659125884,"{'latitude': '40.575568185976934', 'longitude': '-73.98121659125884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58913375,2023-09-24T14:13:22.000,2023-09-24T14:19:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11694,160 BEACH  117 STREET,BEACH  117 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH  117 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T14:19:33.000,14 QUEENS,4162260062,QUEENS,1029358,150151,MOBILE,Unspecified,QUEENS,40.578691085047836,-73.83761554298714,"{'latitude': '40.578691085047836', 'longitude': '-73.83761554298714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910560,2023-09-24T14:13:13.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11212,558 POWELL STREET,POWELL STREET,RIVERDALE AVENUE,NEWPORT STREET,RIVERDALE AVENUE,NEWPORT STREET,ADDRESS,BROOKLYN,POWELL STREET,In Progress,,,16 BROOKLYN,3038300054,BROOKLYN,1011537,179995,ONLINE,Unspecified,BROOKLYN,40.66067936132093,-73.90164873075152,"{'latitude': '40.66067936132093', 'longitude': '-73.90164873075152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910728,2023-09-24T14:12:59.000,2023-09-25T11:41:06.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11235,2911 AVENUE Z,AVENUE Z,EAST   29 STREET,NOSTRAND AVENUE,EAST   29 STREET,NOSTRAND AVENUE,ADDRESS,BROOKLYN,AVENUE Z,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T04:28:12.000,15 BROOKLYN,3074450001,BROOKLYN,1000800,154055,ONLINE,Unspecified,BROOKLYN,40.58950609910886,-73.94041197411137,"{'latitude': '40.58950609910886', 'longitude': '-73.94041197411137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58915098,2023-09-24T14:12:00.000,2023-09-24T16:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11232,,,,,3 AVENUE,25 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T16:15:00.000,07 BROOKLYN,,BROOKLYN,984244,180344,UNKNOWN,Unspecified,BROOKLYN,40.661679335143994,-74.00002162628128,"{'latitude': '40.661679335143994', 'longitude': '-74.00002162628128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58913004,2023-09-24T14:11:21.000,2023-09-25T13:37:10.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10308,12 FENWAY CIRCLE,FENWAY CIRCLE,BARLOW AVENUE,BARLOW AVENUE,BARLOW AVENUE,BARLOW AVENUE,ADDRESS,STATEN ISLAND,FENWAY CIRCLE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-24T16:42:47.000,03 STATEN ISLAND,5054910083,STATEN ISLAND,938825,142475,ONLINE,Unspecified,STATEN ISLAND,40.55762037610219,-74.16347405543284,"{'latitude': '40.55762037610219', 'longitude': '-74.16347405543284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58915514,2023-09-24T14:11:11.000,2023-10-02T12:24:23.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11226,341 LENOX ROAD,LENOX ROAD,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,LENOX ROAD,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-24T14:11:11.000,17 BROOKLYN,3048370075,BROOKLYN,998617,177649,ONLINE,Unspecified,BROOKLYN,40.654270497278326,-73.94822161726887,"{'latitude': '40.654270497278326', 'longitude': '-73.94822161726887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914938,2023-09-24T14:11:01.000,2023-09-24T17:24:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,61-16 65 STREET,65 STREET,ELIOT AVENUE,62 AVENUE,ELIOT AVENUE,62 AVENUE,ADDRESS,MIDDLE VILLAGE,65 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T17:24:28.000,05 QUEENS,4027660037,QUEENS,1012646,200012,MOBILE,Unspecified,QUEENS,40.71561790455511,-73.8975671689055,"{'latitude': '40.71561790455511', 'longitude': '-73.8975671689055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910775,2023-09-24T14:11:00.000,2023-10-01T14:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,11233,282 MAC DOUGAL STREET,MAC DOUGAL STREET,ROCKAWAY AVE,MOTHER GASTON BLVD,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-01T14:00:00.000,16 BROOKLYN,3015340028,BROOKLYN,1009409,187199,ONLINE,Unspecified,BROOKLYN,40.6804590215501,-73.90929184506753,"{'latitude': '40.6804590215501', 'longitude': '-73.90929184506753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58916377,2023-09-24T14:10:59.000,2023-10-02T16:04:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11691,249 BEACH   15 STREET,BEACH   15 STREET,HEYSON ROAD,NEW HAVEN AVENUE,HEYSON ROAD,NEW HAVEN AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   15 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-24T14:10:59.000,14 QUEENS,4156290062,QUEENS,1053933,156887,PHONE,Unspecified,QUEENS,40.597020881541596,-73.74907884692875,"{'latitude': '40.597020881541596', 'longitude': '-73.74907884692875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910488,2023-09-24T14:10:27.000,2023-09-24T18:15:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11419,121-20 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-24T00:00:00.000,10 QUEENS,4095750010,QUEENS,1033602,189638,MOBILE,Unspecified,QUEENS,40.6870516828661,-73.82204881986134,"{'latitude': '40.6870516828661', 'longitude': '-73.82204881986134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58912961,2023-09-24T14:10:26.000,2023-09-24T18:15:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11419,121-20 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-24T00:00:00.000,10 QUEENS,4095750010,QUEENS,1033602,189638,MOBILE,Unspecified,QUEENS,40.6870516828661,-73.82204881986134,"{'latitude': '40.6870516828661', 'longitude': '-73.82204881986134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914604,2023-09-24T14:10:25.000,2023-09-24T18:15:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11419,121-20 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-24T00:00:00.000,10 QUEENS,4095750010,QUEENS,1033602,189638,MOBILE,Unspecified,QUEENS,40.6870516828661,-73.82204881986134,"{'latitude': '40.6870516828661', 'longitude': '-73.82204881986134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58913677,2023-09-24T14:09:58.000,2023-09-24T14:17:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11354,135-21 37 AVENUE,37 AVENUE,PRINCE STREET,MAIN STREET,PRINCE STREET,MAIN STREET,ADDRESS,FLUSHING,37 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T14:17:43.000,07 QUEENS,4049710069,QUEENS,1030740,216634,MOBILE,Unspecified,QUEENS,40.76116451345362,-73.83218197760708,"{'latitude': '40.76116451345362', 'longitude': '-73.83218197760708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910030,2023-09-24T14:09:55.000,2023-09-24T14:51:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10467,347 EAST GUN HILL ROAD,EAST GUN HILL ROAD,HULL AVENUE,DECATUR AVENUE,HULL AVENUE,DECATUR AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-24T14:51:34.000,07 BRONX,2033560164,BRONX,1019413,259470,MOBILE,Unspecified,BRONX,40.878789417804484,-73.87284527551716,"{'latitude': '40.878789417804484', 'longitude': '-73.87284527551716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58915330,2023-09-24T14:09:49.000,2023-10-10T11:28:50.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11208,760 ELDERT LANE,ELDERT LANE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1022145,184032,ONLINE,Unspecified,BROOKLYN,40.67172097003817,-73.86339139199588,"{'latitude': '40.67172097003817', 'longitude': '-73.86339139199588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58912924,2023-09-24T14:09:49.000,2023-10-10T11:28:50.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11208,760 ELDERT LANE,ELDERT LANE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1022145,184032,ONLINE,Unspecified,BROOKLYN,40.67172097003817,-73.86339139199588,"{'latitude': '40.67172097003817', 'longitude': '-73.86339139199588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914437,2023-09-24T14:09:42.000,2023-09-24T16:02:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,825 GERARD AVENUE,GERARD AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T16:02:35.000,04 BRONX,2024830015,BRONX,1004754,240171,ONLINE,Unspecified,BRONX,40.825865645198235,-73.92591342579004,"{'latitude': '40.825865645198235', 'longitude': '-73.92591342579004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58915879,2023-09-24T14:09:41.000,2023-09-24T14:14:08.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,10023,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   62 STREET,AMSTERDAM AVENUE,WEST   62 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T14:14:13.000,07 MANHATTAN,,MANHATTAN,988062,220647,PHONE,Unspecified,MANHATTAN,40.772300567437476,-73.98623727925035,"{'latitude': '40.772300567437476', 'longitude': '-73.98623727925035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58916516,2023-09-24T14:09:29.000,2023-09-24T16:01:34.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11224,STILLWELL AVENUE,STILLWELL AVENUE,STILLWELL AVENUE,SURF AVENUE,STILLWELL AVENUE,SURF AVENUE,INTERSECTION,,,Closed,N/A,2023-09-24T16:01:37.000,13 BROOKLYN,,BROOKLYN,989468,148972,PHONE,Unspecified,BROOKLYN,40.575568185976934,-73.98121659125884,"{'latitude': '40.575568185976934', 'longitude': '-73.98121659125884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910924,2023-09-24T14:09:24.000,2023-09-24T16:55:43.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,158 BRADFORD STREET,BRADFORD STREET,ATLANTIC AVENUE,LIBERTY AVENUE,ATLANTIC AVENUE,LIBERTY AVENUE,ADDRESS,BROOKLYN,BRADFORD STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-24T16:55:51.000,05 BROOKLYN,3036900020,BROOKLYN,1013951,185402,MOBILE,Unspecified,BROOKLYN,40.675512591785825,-73.89292407163146,"{'latitude': '40.675512591785825', 'longitude': '-73.89292407163146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910692,2023-09-24T14:09:13.000,2023-09-27T15:00:14.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11692,317 BEACH   67 STREET,BEACH   67 STREET,ROCKAWAY FREEWAY,BEACH CHANNEL DRIVE,ROCKAWAY FREEWAY,BEACH CHANNEL DRIVE,ADDRESS,ARVERNE,BEACH   67 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-27T14:20:34.000,14 QUEENS,4159150071,QUEENS,1040898,154874,ONLINE,Unspecified,QUEENS,40.5915885175395,-73.79603319965193,"{'latitude': '40.5915885175395', 'longitude': '-73.79603319965193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
