unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough
58884967,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11368,39-24 108 STREET,108 STREET,ADDRESS,CORONA,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,03 QUEENS,4017760039,QUEENS,1023301,213014,PHONE,Unspecified,QUEENS,40.751264535962086,-73.85905600164244,"{'latitude': '40.751264535962086', 'longitude': '-73.85905600164244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,39 AVENUE,ROOSEVELT AVENUE,,,,,,,,,,
58887560,2023-09-21T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11373,76-05 51 AVENUE,51 AVENUE,ADDRESS,ELMHURST,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,04 QUEENS,4024510021,QUEENS,1015444,207729,PHONE,Unspecified,QUEENS,40.73678975235428,-73.88743818900694,"{'latitude': '40.73678975235428', 'longitude': '-73.88743818900694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,JACOBUS STREET,IRELAND STREET,,,,,,,,,,
58884965,2023-09-21T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11366,160-29 75 AVENUE,75 AVENUE,ADDRESS,FRESH MEADOWS,Closed,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. When DSNY returned, the vehicle wasn't in the same exact location. This indicated that the vehicle wasn't abandoned. DSNY closed your Service Request. No further action will be taken.",2023-09-25T12:00:00.000,08 QUEENS,4068330008,QUEENS,1037356,204111,PHONE,Unspecified,QUEENS,40.7267548266684,-73.80839871395321,"{'latitude': '40.7267548266684', 'longitude': '-73.80839871395321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,160 STREET,162 STREET,,,,,,,,,,
58882370,2023-09-21T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11232,459 37 STREET,37 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-21T12:00:00.000,07 BROOKLYN,3006970056,BROOKLYN,983224,177172,PHONE,Unspecified,BROOKLYN,40.65297283166544,-74.00369761149061,"{'latitude': '40.65297283166544', 'longitude': '-74.00369761149061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,4 AVENUE,5 AVENUE,,,,,,,,,,
58891488,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11385,57-02 79 AVENUE,79 AVENUE,ADDRESS,RIDGEWOOD,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,05 QUEENS,4035590045,QUEENS,1012171,192268,PHONE,Unspecified,QUEENS,40.69436397378367,-73.89931274321812,"{'latitude': '40.69436397378367', 'longitude': '-73.89931274321812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,ST FELIX AVENUE,CYPRESS AVENUE,,,,,,,,,,
58883639,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11234,1910 BERGEN AVENUE,BERGEN AVENUE,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,18 BROOKLYN,3083747504,BROOKLYN,1009592,167149,PHONE,Unspecified,BROOKLYN,40.62542565292023,-73.9087073958053,"{'latitude': '40.62542565292023', 'longitude': '-73.9087073958053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,ROYCE PLACE,COVE LANE,,,,,,,,,,
58887564,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11214,2058 CROPSEY AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,11 BROOKLYN,3064690001,BROOKLYN,983898,157554,PHONE,Unspecified,BROOKLYN,40.599125594090374,-74.00126755319464,"{'latitude': '40.599125594090374', 'longitude': '-74.00126755319464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,BAY 26 STREET,21 AVENUE,,,,,,,,,,
58875719,2023-09-21T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11203,1392 UTICA AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,17 BROOKLYN,3047840025,BROOKLYN,1003958,171940,PHONE,Unspecified,BROOKLYN,40.63859025453598,-73.92898944579737,"{'latitude': '40.63859025453598', 'longitude': '-73.92898944579737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,FOSTER AVENUE,FARRAGUT ROAD,,,,,,,,,,
58890200,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11234,2176 EAST   34 STREET,EAST   34 STREET,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,18 BROOKLYN,3085330081,BROOKLYN,1003811,160021,PHONE,Unspecified,BROOKLYN,40.60587542519547,-73.92955364347485,"{'latitude': '40.60587542519547', 'longitude': '-73.92955364347485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,AVENUE T,AVENUE U,,,,,,,,,,
58884962,2023-09-21T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11421,85-31 90 STREET,90 STREET,ADDRESS,WOODHAVEN,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-21T12:00:00.000,09 QUEENS,4088730037,QUEENS,1024388,192639,PHONE,Unspecified,QUEENS,40.69533530507937,-73.85525429104614,"{'latitude': '40.69533530507937', 'longitude': '-73.85525429104614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,85 ROAD,86 ROAD,,,,,,,,,,
58887573,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10305,109 ZOE STREET,ZOE STREET,ADDRESS,STATEN ISLAND,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-22T12:00:00.000,02 STATEN ISLAND,5035400014,STATEN ISLAND,956652,152742,PHONE,Unspecified,STATEN ISLAND,40.585874664700384,-74.09936079401295,"{'latitude': '40.585874664700384', 'longitude': '-74.09936079401295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,NAUGHTON AVENUE,SEAVER AVENUE,,,,,,,,,,
58890195,2023-09-21T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11420,133-06 122 STREET,122 STREET,ADDRESS,SOUTH OZONE PARK,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-21T12:00:00.000,10 QUEENS,4117420043,QUEENS,1034836,184004,PHONE,Unspecified,QUEENS,40.67158069619481,-73.81764162288148,"{'latitude': '40.67158069619481', 'longitude': '-73.81764162288148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,133 AVENUE,135 AVENUE,,,,,,,,,,
58891481,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11101,40-20 22 STREET,22 STREET,ADDRESS,LONG ISLAND CITY,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,01 QUEENS,4004100030,QUEENS,1000708,214114,PHONE,Unspecified,QUEENS,40.75435467076818,-73.94059657603111,"{'latitude': '40.75435467076818', 'longitude': '-73.94059657603111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,40 AVENUE,41 AVENUE,,,,,,,,,,
58882368,2023-09-21T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10459,1225 VYSE AVENUE,VYSE AVENUE,ADDRESS,BRONX,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-21T12:00:00.000,03 BRONX,2029860127,BRONX,1014708,241337,PHONE,Unspecified,BRONX,40.8290372641309,-73.88994163269481,"{'latitude': '40.8290372641309', 'longitude': '-73.88994163269481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,HOME STREET,FREEMAN STREET,,,,,,,,,,
58886251,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11231,727 HICKS STREET,HICKS STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-22T12:00:00.000,06 BROOKLYN,3005210001,BROOKLYN,983116,186324,PHONE,Unspecified,BROOKLYN,40.67809302625097,-74.00408837314728,"{'latitude': '40.67809302625097', 'longitude': '-74.00408837314728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,LUQUER STREET,NELSON STREET,,,,,,,,,,
58887581,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11221,581 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,03 BROOKLYN,3016190073,BROOKLYN,1001378,190357,PHONE,Unspecified,BROOKLYN,40.68914619099409,-73.93823873983833,"{'latitude': '40.68914619099409', 'longitude': '-73.93823873983833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,,,,,,,,,,
58888950,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11377,32-50 55 STREET,55 STREET,ADDRESS,WOODSIDE,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-23T12:00:00.000,01 QUEENS,4011560035,QUEENS,1010291,214166,PHONE,Unspecified,QUEENS,40.75447436734974,-73.90600756340258,"{'latitude': '40.75447436734974', 'longitude': '-73.90600756340258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,32 AVENUE,AMTRAK-NY/CONN RAIL LINE,,,,,,,,,,
58888939,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10026,1400 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-23T12:00:00.000,10 MANHATTAN,1015997501,MANHATTAN,998968,230801,PHONE,Unspecified,MANHATTAN,40.80015914885864,-73.94684037039517,"{'latitude': '40.80015914885864', 'longitude': '-73.94684037039517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,EAST 115 STREET,EAST 116 STREET,,,,,,,,,,
58888940,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10031,675 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,09 MANHATTAN,1021010055,MANHATTAN,997467,240493,PHONE,Unspecified,MANHATTAN,40.826763353357194,-73.952242713918,"{'latitude': '40.826763353357194', 'longitude': '-73.952242713918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,WEST 144 STREET,WEST 145 STREET,,,,,,,,,,
58878322,2023-09-21T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10473,324 TORRY AVENUE,TORRY AVENUE,ADDRESS,BRONX,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-21T12:00:00.000,09 BRONX,2034830071,BRONX,1026034,236014,PHONE,Unspecified,BRONX,40.81438083609286,-73.84904894797404,"{'latitude': '40.81438083609286', 'longitude': '-73.84904894797404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,BARRETT AVENUE,NORTON AVENUE,,,,,,,,,,
58888945,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11412,104-43 198 STREET,198 STREET,ADDRESS,SAINT ALBANS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-23T12:00:00.000,12 QUEENS,4108940034,QUEENS,1050678,197365,PHONE,Unspecified,QUEENS,40.70814873296881,-73.76040102108519,"{'latitude': '40.70814873296881', 'longitude': '-73.76040102108519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,104 AVENUE,109 AVENUE,,,,,,,,,,
58882382,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11434,160-23 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,ADDRESS,JAMAICA,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-22T12:00:00.000,13 QUEENS,4132780048,QUEENS,1046022,181207,PHONE,Unspecified,QUEENS,40.66383259500606,-73.77734279827767,"{'latitude': '40.66383259500606', 'longitude': '-73.77734279827767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,144 DRIVE,144 TERRACE,,,,,,,,,,
58882384,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10029,220 EAST  102 STREET,EAST  102 STREET,ADDRESS,NEW YORK,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,11 MANHATTAN,1016490001,MANHATTAN,999268,226609,PHONE,Unspecified,MANHATTAN,40.78865274077147,-73.94576618128099,"{'latitude': '40.78865274077147', 'longitude': '-73.94576618128099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,PEDESTRIAN PATH,2 AVENUE,,,,,,,,,,
58888948,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11230,31 LAWRENCE AVENUE,LAWRENCE AVENUE,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,12 BROOKLYN,3054407503,BROOKLYN,990537,168386,PHONE,Unspecified,BROOKLYN,40.628854973334846,-73.97735040655482,"{'latitude': '40.628854973334846', 'longitude': '-73.97735040655482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,47 STREET,MCDONALD AVENUE,,,,,,,,,,
58883652,2023-09-21T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11235,1534 SHORE BOULEVARD,SHORE BOULEVARD,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-25T12:00:00.000,15 BROOKLYN,3087560006,BROOKLYN,1000982,150891,PHONE,Unspecified,BROOKLYN,40.58082120825313,-73.93976451962057,"{'latitude': '40.58082120825313', 'longitude': '-73.93976451962057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,MACKENZIE STREET,NORFOLK STREET,,,,,,,,,,
58891486,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11421,86-27 77 STREET,77 STREET,ADDRESS,WOODHAVEN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,09 QUEENS,4088410108,QUEENS,1021675,191564,PHONE,Unspecified,QUEENS,40.6923965713152,-73.86504387176636,"{'latitude': '40.6923965713152', 'longitude': '-73.86504387176636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,DEAD END,JAMAICA AVENUE,,,,,,,,,,
58884964,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11377,49-01 70 STREET,70 STREET,ADDRESS,WOODSIDE,Closed,"The Department of Sanitation (DSNY) will only remove abandoned motor vehicles (no boats) without license plates from private property.Â  If a motor vehicle is left abandoned on your property, you may ask the DSNY to remove it. Vehicles owned by the property owner are not eligible for this service. The property owner must complete a waiver and email it to customerservice@dsny.nyc.gov.Â  Access to the property is required and there will be a fee for removal.",2023-09-22T12:00:00.000,02 QUEENS,4024360060,QUEENS,1013589,208004,PHONE,Unspecified,QUEENS,40.737550906813965,-73.89413064711685,"{'latitude': '40.737550906813965', 'longitude': '-73.89413064711685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,49 AVENUE,GARFIELD AVENUE,,,,,,,,,,
58891470,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11237,871 HART STREET,HART STREET,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,04 BROOKLYN,3032200039,BROOKLYN,1005863,195280,PHONE,Unspecified,BROOKLYN,40.70264886147597,-73.92205064528231,"{'latitude': '40.70264886147597', 'longitude': '-73.92205064528231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,KNICKERBOCKER AVENUE,IRVING AVENUE,,,,,,,,,,
58890211,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11203,418 EAST   52 STREET,EAST   52 STREET,ADDRESS,BROOKLYN,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-22T12:00:00.000,17 BROOKLYN,3046990034,BROOKLYN,1004139,176354,PHONE,Unspecified,BROOKLYN,40.65070532484759,-73.92832426542383,"{'latitude': '40.65070532484759', 'longitude': '-73.92832426542383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,CHURCH AVENUE,SNYDER AVENUE,,,,,,,,,,
58883650,2023-09-21T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10026,45 WEST  118 STREET,WEST  118 STREET,ADDRESS,NEW YORK,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-27T12:00:00.000,10 MANHATTAN,1017170012,MANHATTAN,998869,231724,PHONE,Unspecified,MANHATTAN,40.802692695142525,-73.94719593668222,"{'latitude': '40.802692695142525', 'longitude': '-73.94719593668222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,5 AVENUE,LENOX AVENUE,,,,,,,,,,
58883634,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10301,88 DUNCAN ROAD,DUNCAN ROAD,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,01 STATEN ISLAND,5005930075,STATEN ISLAND,959023,166501,PHONE,Unspecified,STATEN ISLAND,40.623647357835125,-74.09087590410294,"{'latitude': '40.623647357835125', 'longitude': '-74.09087590410294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,ADA PLACE,GRYMES HILL ROAD,,,,,,,,,,
58883647,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,,,INTERSECTION,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-23T12:00:00.000,03 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,DSNY Garage,Street,,,THROOP AVENUE,THROOP AVENUE,,,,,,,,
58890208,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,,,INTERSECTION,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,13 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,Street,,,94 ROAD,94 ROAD,,,,,,,,
58888925,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,,,INTERSECTION,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,04 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,Street,,,WILSON AVENUE,WILSON AVENUE,,,,,,,,
58888937,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10455,508 JACKSON AVENUE,JACKSON AVENUE,ADDRESS,BRONX,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-22T12:00:00.000,01 BRONX,2025790008,BRONX,1009309,235158,PHONE,Unspecified,BRONX,40.812094630188454,-73.909473691473,"{'latitude': '40.812094630188454', 'longitude': '-73.909473691473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,EAST 147 STREET,EAST 149 STREET,,,,,,,,,,
58886267,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11417,77-17 SUTTER AVENUE,SUTTER AVENUE,ADDRESS,OZONE PARK,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-22T12:00:00.000,10 QUEENS,4091360220,QUEENS,1023346,185094,PHONE,Unspecified,QUEENS,40.67463069547556,-73.85905572526396,"{'latitude': '40.67463069547556', 'longitude': '-73.85905572526396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,77 STREET,78 STREET,,,,,,,,,,
58884975,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11207,96 SUNNYSIDE AVENUE,SUNNYSIDE AVENUE,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,05 BROOKLYN,3038960008,BROOKLYN,1013911,187462,PHONE,Unspecified,BROOKLYN,40.68116695563077,-73.89305921011368,"{'latitude': '40.68116695563077', 'longitude': '-73.89305921011368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,MILLER AVENUE,HENDRIX STREET,,,,,,,,,,
58886260,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11101,40-17 22 STREET,22 STREET,ADDRESS,LONG ISLAND CITY,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,01 QUEENS,4004090018,QUEENS,1000722,214124,PHONE,Unspecified,QUEENS,40.75438209215168,-73.94054602001805,"{'latitude': '40.75438209215168', 'longitude': '-73.94054602001805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,40 AVENUE,41 AVENUE,,,,,,,,,,
58890212,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,,,INTERSECTION,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,12 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,Street,,,EDWARD MORGAN PLACE,EDWARD MORGAN PLACE,,,,,,,,
58888944,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11206,295 MAUJER STREET,MAUJER STREET,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,01 BROOKLYN,3030190084,BROOKLYN,1001570,198664,PHONE,Unspecified,BROOKLYN,40.71194658369311,-73.93752505060105,"{'latitude': '40.71194658369311', 'longitude': '-73.93752505060105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,WATERBURY STREET,MORGAN AVENUE,,,,,,,,,,
58888938,2023-09-21T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10473,448 EFFINGHAM AVENUE,EFFINGHAM AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. The owner then claimed the vehicle. DSNY closed your Service Request. No further action will be taken.,2023-09-25T12:00:00.000,09 BRONX,2035120065,BRONX,1027079,236711,PHONE,Unspecified,BRONX,40.816288898608676,-73.84526928657588,"{'latitude': '40.816288898608676', 'longitude': '-73.84526928657588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,ZEREGA AVENUE,LACOMBE AVENUE,,,,,,,,,,
