unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,due_date,vehicle_type,taxi_company_borough
58807560,2023-09-13T10:26:15.000,2023-09-13T11:19:14.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10012,185 SULLIVAN STREET,SULLIVAN STREET,WEST HOUSTON STREET,BLEECKER STREET,WEST HOUSTON STREET,BLEECKER STREET,ADDRESS,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-13T11:19:18.000,02 MANHATTAN,MANHATTAN,984036,204644,MOBILE,Unspecified,MANHATTAN,40.728377192876884,-74.00077210938035,"{'latitude': '40.728377192876884', 'longitude': '-74.00077210938035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,SULLIVAN STREET,1005250007,,,,,,,,,
58810239,2023-09-13T10:26:15.000,2023-09-14T08:11:30.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10012,185 SULLIVAN STREET,SULLIVAN STREET,WEST HOUSTON STREET,BLEECKER STREET,WEST HOUSTON STREET,BLEECKER STREET,ADDRESS,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-14T08:11:38.000,02 MANHATTAN,MANHATTAN,984036,204644,MOBILE,Unspecified,MANHATTAN,40.728377192876884,-74.00077210938035,"{'latitude': '40.728377192876884', 'longitude': '-74.00077210938035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,SULLIVAN STREET,1005250007,,,,,,,,,
58806607,2023-09-13T10:26:11.000,2023-09-13T11:23:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,130-20 58 AVENUE,58 AVENUE,COLLEGE POINT BOULEVARD,LAWRENCE STREET,COLLEGE POINT BOULEVARD,LAWRENCE STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T11:23:25.000,07 QUEENS,QUEENS,1030106,211159,ONLINE,Unspecified,QUEENS,40.74614036574669,-73.83450790165163,"{'latitude': '40.74614036574669', 'longitude': '-73.83450790165163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,58 AVENUE,4063530013,,,,,,,,,
58803453,2023-09-13T10:26:08.000,2023-09-19T09:01:12.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10306,227 PRINCETON AVENUE,PRINCETON AVENUE,CLAWSON STREET,HYLAN BOULEVARD,CLAWSON STREET,HYLAN BOULEVARD,ADDRESS,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-19T09:01:15.000,02 STATEN ISLAND,STATEN ISLAND,952300,145607,UNKNOWN,Unspecified,STATEN ISLAND,40.5662758903308,-74.11499551517846,"{'latitude': '40.5662758903308', 'longitude': '-74.11499551517846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,PRINCETON AVENUE,5042480012,,,,,,,,,
58809409,2023-09-13T10:26:03.000,2023-09-13T11:39:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11374,65-68 FITCHETT STREET,FITCHETT STREET,65 DRIVE,66 AVENUE,65 DRIVE,66 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T11:39:50.000,06 QUEENS,QUEENS,1022465,201481,PHONE,Unspecified,QUEENS,40.719612987991596,-73.86213882203235,"{'latitude': '40.719612987991596', 'longitude': '-73.86213882203235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",REGO PARK,FITCHETT STREET,4031390039,,,,,,,,,
58809146,2023-09-13T10:26:00.000,2023-09-13T16:00:00.000,DEP,Department of Environmental Protection,Hazardous Materials,"Oil Spill On Street, Small (HQS)",,11378,58-25 57 STREET,57 STREET,DEAD END,GRAND AVE,,,ADDRESS,Closed,The Department of Environmental Protection investigated this complaint and determined that no further action is required.,2023-09-13T16:00:00.000,05 QUEENS,QUEENS,1008495,201622,PHONE,Unspecified,QUEENS,40.720049315129565,-73.91253525270992,"{'latitude': '40.720049315129565', 'longitude': '-73.91253525270992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MASPETH,,4025990094,N/A,,,,,,,,
58803992,2023-09-13T10:26:00.000,2023-09-19T15:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10306,,,,,WEST CEDARVIEW AVENUE,MCKINLEY AVENUE,INTERSECTION,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T15:45:00.000,03 STATEN ISLAND,STATEN ISLAND,945112,146625,ONLINE,Unspecified,STATEN ISLAND,40.56904128473064,-74.1408726585808,"{'latitude': '40.56904128473064', 'longitude': '-74.1408726585808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,,N/A,,,,,,,,
58803956,2023-09-13T10:26:00.000,2023-09-13T18:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10461,1821 MAHAN AVENUE,MAHAN AVENUE,BUHRE AVE,WILLOW LN,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-13T18:00:00.000,10 BRONX,BRONX,1031181,248641,ONLINE,Unspecified,BRONX,40.84901241451358,-73.8303663339637,"{'latitude': '40.84901241451358', 'longitude': '-73.8303663339637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2041960018,N/A,,,,,,,,
58801383,2023-09-13T10:26:00.000,2023-09-28T21:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11414,164-55 96 STREET,96 STREET,164 AVE,165 AVE,,,ADDRESS,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-28T21:30:00.000,10 QUEENS,QUEENS,1030107,176250,ONLINE,Unspecified,QUEENS,40.65032347300098,-73.83474197136256,"{'latitude': '40.65032347300098', 'longitude': '-73.83474197136256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOWARD BEACH,,4142100034,,,,,,,,,
58805277,2023-09-13T10:26:00.000,2023-09-15T09:10:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10016,165 EAST   35 STREET,EAST   35 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T09:10:00.000,06 MANHATTAN,MANHATTAN,990206,211345,ONLINE,Unspecified,MANHATTAN,40.74676777620221,-73.97850489261972,"{'latitude': '40.74676777620221', 'longitude': '-73.97850489261972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1008910039,N/A,,,,,,,,
58805108,2023-09-13T10:25:58.000,2023-09-18T11:04:12.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11203,577 MAPLE STREET,MAPLE STREET,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T13:09:52.000,09 BROOKLYN,BROOKLYN,1000480,180249,ONLINE,Unspecified,BROOKLYN,40.661403706254916,-73.94150114647182,"{'latitude': '40.661403706254916', 'longitude': '-73.94150114647182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,MAPLE STREET,3047940021,,,,,,,,,
58804760,2023-09-13T10:25:44.000,2023-09-13T14:44:24.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11004,82-68 260 STREET,260 STREET,82 AVENUE,83 AVENUE,82 AVENUE,83 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T14:44:29.000,13 QUEENS,QUEENS,1064814,208970,PHONE,Unspecified,QUEENS,40.739884050974275,-73.70927533987725,"{'latitude': '40.739884050974275', 'longitude': '-73.70927533987725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GLEN OAKS,260 STREET,4087530075,,,,,,,,,
58803498,2023-09-13T10:25:35.000,2023-10-16T08:28:54.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,10312,82 SPERRY PLACE,SPERRY PLACE,BALLARD AVENUE,ANACONDA STREET,BALLARD AVENUE,ANACONDA STREET,ADDRESS,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-10-16T08:28:58.000,03 STATEN ISLAND,STATEN ISLAND,929953,138168,ONLINE,Unspecified,STATEN ISLAND,40.54574862786848,-74.19536766231855,"{'latitude': '40.54574862786848', 'longitude': '-74.19536766231855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,SPERRY PLACE,5060440041,,,,,,,,,
58801162,2023-09-13T10:25:25.000,2023-10-10T09:07:09.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10012,185 SULLIVAN STREET,SULLIVAN STREET,WEST HOUSTON STREET,BLEECKER STREET,WEST HOUSTON STREET,BLEECKER STREET,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T20:34:05.000,02 MANHATTAN,MANHATTAN,984036,204644,MOBILE,Unspecified,MANHATTAN,40.728377192876884,-74.00077210938035,"{'latitude': '40.728377192876884', 'longitude': '-74.00077210938035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,SULLIVAN STREET,1005250007,,,,,,,,,
58802252,2023-09-13T10:25:11.000,2023-09-13T11:47:31.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10473,2025 SEWARD AVENUE,SEWARD AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,ADDRESS,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-13T10:25:11.000,09 BRONX,BRONX,1024755,238220,PHONE,Unspecified,BRONX,40.82044163511422,-73.85365620697301,"{'latitude': '40.82044163511422', 'longitude': '-73.85365620697301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,SEWARD AVENUE,2036070002,,,,,,,,,
58802968,2023-09-13T10:25:04.000,2023-11-14T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11436,120-29 INWOOD STREET,INWOOD STREET,,,,,ADDRESS,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-14T00:00:00.000,12 QUEENS,QUEENS,1041411,185837,UNKNOWN,Unspecified,QUEENS,40.676571843905904,-73.79392382494282,"{'latitude': '40.676571843905904', 'longitude': '-73.79392382494282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,4120430097,,,,,,,,,
58803196,2023-09-13T10:24:56.000,2023-09-27T05:02:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10468,2610 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,07 BRONX,BRONX,1011401,255270,PHONE,Unspecified,BRONX,40.86728999922283,-73.9018348711717,"{'latitude': '40.86728999922283', 'longitude': '-73.9018348711717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2032150008,,,,,,,,,
58804541,2023-09-13T10:24:56.000,2023-09-27T05:02:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10468,2610 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,07 BRONX,BRONX,1011401,255270,PHONE,Unspecified,BRONX,40.86728999922283,-73.9018348711717,"{'latitude': '40.86728999922283', 'longitude': '-73.9018348711717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2032150008,,,,,,,,,
58809730,2023-09-13T10:24:56.000,2023-09-27T05:02:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10468,2610 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,07 BRONX,BRONX,1011401,255270,PHONE,Unspecified,BRONX,40.86728999922283,-73.9018348711717,"{'latitude': '40.86728999922283', 'longitude': '-73.9018348711717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2032150008,,,,,,,,,
58810280,2023-09-13T10:24:51.000,2023-09-14T04:34:32.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10469,3575 BOSTON ROAD,BOSTON ROAD,TIEMANN AVENUE,GUNTHER AVENUE,TIEMANN AVENUE,GUNTHER AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T04:34:35.000,12 BRONX,BRONX,1027407,259409,ONLINE,Unspecified,BRONX,40.87858652239207,-73.84393821135596,"{'latitude': '40.87858652239207', 'longitude': '-73.84393821135596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,BOSTON ROAD,2047290001,,,,,,,,,
58808334,2023-09-13T10:24:45.000,2023-09-13T10:35:15.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,306 WEST   54 STREET,WEST   54 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-13T10:35:19.000,04 MANHATTAN,MANHATTAN,988451,217993,ONLINE,Unspecified,MANHATTAN,40.76501585078629,-73.98483450522959,"{'latitude': '40.76501585078629', 'longitude': '-73.98483450522959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   54 STREET,1010440038,,,,,,,,,
58801987,2023-09-13T10:24:41.000,2023-09-26T10:03:04.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11373,42-43 ITHACA STREET,ITHACA STREET,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,04 QUEENS,QUEENS,1018036,210379,PHONE,Unspecified,QUEENS,40.74405381479087,-73.87807180299853,"{'latitude': '40.74405381479087', 'longitude': '-73.87807180299853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELMHURST,,4015570033,,,,,,,,,
58801186,2023-09-13T10:24:18.000,2023-09-16T11:43:29.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11232,213 34 STREET,34 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,Closed,The Department of Sanitation collected the requested items.,2023-09-15T11:15:14.000,07 BROOKLYN,BROOKLYN,983662,177821,ONLINE,Unspecified,BROOKLYN,40.65475423489537,-74.00211915556744,"{'latitude': '40.65475423489537', 'longitude': '-74.00211915556744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,34 STREET,3006850056,,,,,,,,,
58801022,2023-09-13T10:24:12.000,2023-09-21T11:52:31.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11235,130 NORFOLK STREET,NORFOLK STREET,SHORE BOULEVARD,ORIENTAL BOULEVARD,SHORE BOULEVARD,ORIENTAL BOULEVARD,ADDRESS,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-09-21T11:52:39.000,15 BROOKLYN,BROOKLYN,1001207,150578,PHONE,Unspecified,BROOKLYN,40.579961657753906,-73.93895530135788,"{'latitude': '40.579961657753906', 'longitude': '-73.93895530135788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,NORFOLK STREET,3087560012,,,,,,,,,
58805324,2023-09-13T10:24:07.000,2023-09-13T11:10:29.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11233,123 MAC DOUGAL STREET,MAC DOUGAL STREET,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T11:10:32.000,03 BROOKLYN,BROOKLYN,1007227,186875,ONLINE,Unspecified,BROOKLYN,40.67957564828652,-73.9171599186726,"{'latitude': '40.67957564828652', 'longitude': '-73.9171599186726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,MAC DOUGAL STREET,3015250042,,,,,,,,,
58806796,2023-09-13T10:23:50.000,2023-09-13T10:33:57.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11357,149-39 20 AVENUE,20 AVENUE,149 STREET,150 STREET,149 STREET,150 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T10:34:02.000,07 QUEENS,QUEENS,1035265,224025,ONLINE,Unspecified,QUEENS,40.781425883253554,-73.81579172751465,"{'latitude': '40.781425883253554', 'longitude': '-73.81579172751465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WHITESTONE,20 AVENUE,,,,,,,,,,
58804774,2023-09-13T10:23:41.000,2023-09-15T14:42:16.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Broken Glass,Bus Stop Shelter,10472,1595 EAST  174 STREET,EAST  174 STREET,EAST  173 STREET,STRATFORD AVENUE,EAST  173 STREET,STRATFORD AVENUE,ADDRESS,Closed,The contractor has reported that the requested work has been completed.,2023-09-15T14:42:20.000,09 BRONX,BRONX,1018348,243100,PHONE,Unspecified,BRONX,40.83386288548516,-73.87677974102274,"{'latitude': '40.83386288548516', 'longitude': '-73.87677974102274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  174 STREET,2038860002,,,,,,,,,
58805494,2023-09-13T10:23:28.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11221,365A MONROE STREET,MONROE STREET,,,,,ADDRESS,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,03 BROOKLYN,BROOKLYN,1000005,189329,UNKNOWN,Unspecified,BROOKLYN,40.686327117996505,-73.9431919953201,"{'latitude': '40.686327117996505', 'longitude': '-73.9431919953201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3018150065,N/A,,,,,,2023-11-14T07:29:10.000,,
58803012,2023-09-13T10:23:05.000,2023-09-13T10:49:59.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11209,8715 5 AVENUE,5 AVENUE,87 STREET,88 STREET,87 STREET,88 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T10:50:02.000,10 BROOKLYN,BROOKLYN,976789,165420,ONLINE,Unspecified,BROOKLYN,40.62071301423867,-74.0268757760472,"{'latitude': '40.62071301423867', 'longitude': '-74.0268757760472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,5 AVENUE,3060510001,,,,,,,,,
58802452,2023-09-13T10:23:02.000,2023-10-04T08:01:03.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-03T22:51:59.000,Unspecified BROOKLYN,BROOKLYN,1000653,186995,MOBILE,Unspecified,BROOKLYN,40.67991964408074,-73.94086117578834,"{'latitude': '40.67991964408074', 'longitude': '-73.94086117578834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,C,,Platform,,,,,
58807834,2023-09-13T10:23:00.000,2023-09-14T16:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11206,256 BOERUM STREET,BOERUM STREET,BUSHWICK PL,WHITE ST,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T16:30:00.000,01 BROOKLYN,BROOKLYN,1001588,196646,ONLINE,Unspecified,BROOKLYN,40.706407617993186,-73.93746531933157,"{'latitude': '40.706407617993186', 'longitude': '-73.93746531933157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3030820031,N/A,,,,,,,,
58804187,2023-09-13T10:22:45.000,2023-09-27T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11230,829 EAST   15 STREET,EAST   15 STREET,,,,,ADDRESS,Closed,"The City inspected the property for cleaning, but no graffiti was found.",2023-09-27T08:33:25.000,14 BROOKLYN,BROOKLYN,994747,168579,UNKNOWN,Unspecified,BROOKLYN,40.62938072934324,-73.96218313025285,"{'latitude': '40.62938072934324', 'longitude': '-73.96218313025285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3066990076,N/A,,,,,,2023-10-13T10:22:45.000,,
58801540,2023-09-13T10:22:32.000,2023-09-13T11:02:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10011,359 WEST   24 STREET,WEST   24 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T11:02:17.000,04 MANHATTAN,MANHATTAN,984132,211367,ONLINE,Unspecified,MANHATTAN,40.74683016564044,-74.00042586048032,"{'latitude': '40.74683016564044', 'longitude': '-74.00042586048032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   24 STREET,1007480005,,,,,,,,,
58803839,2023-09-13T10:22:31.000,2023-09-16T12:10:57.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,10024,WEST   87 STREET,WEST   87 STREET,WEST   87 STREET,WEST END AVENUE,WEST   87 STREET,WEST END AVENUE,INTERSECTION,Closed,The Department of Sanitation removed the items.,2023-09-16T06:18:56.000,07 MANHATTAN,MANHATTAN,990519,226935,ONLINE,Unspecified,MANHATTAN,40.78955806009915,-73.97736073945754,"{'latitude': '40.78955806009915', 'longitude': '-73.97736073945754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58801221,2023-09-13T10:22:30.000,2023-09-13T10:46:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11236,295 CONKLIN AVENUE,CONKLIN AVENUE,EAST   99 STREET,EAST  100 STREET,EAST   99 STREET,EAST  100 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T10:46:45.000,18 BROOKLYN,BROOKLYN,1012212,174535,MOBILE,Unspecified,BROOKLYN,40.64569075619513,-73.89923844930283,"{'latitude': '40.64569075619513', 'longitude': '-73.89923844930283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,CONKLIN AVENUE,3081870055,,,,,,,,,
58804278,2023-09-13T10:22:03.000,2023-11-14T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11436,120-29 INWOOD STREET,INWOOD STREET,,,,,ADDRESS,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-14T00:00:00.000,12 QUEENS,QUEENS,1041411,185837,UNKNOWN,Unspecified,QUEENS,40.676571843905904,-73.79392382494282,"{'latitude': '40.676571843905904', 'longitude': '-73.79392382494282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,4120430097,,,,,,,,,
58805100,2023-09-13T10:22:01.000,2023-09-16T11:41:35.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11231,179 RICHARD STREET,RICHARD STREET,WOLCOTT STREET,DIKEMAN STREET,WOLCOTT STREET,DIKEMAN STREET,ADDRESS,Closed,The Department of Sanitation collected the requested items.,2023-09-15T10:49:41.000,06 BROOKLYN,BROOKLYN,980962,185540,PHONE,Unspecified,BROOKLYN,40.675940585289574,-74.0118537364144,"{'latitude': '40.675940585289574', 'longitude': '-74.0118537364144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RICHARDS STREET,3005770003,,,,,,,,,
58802210,2023-09-13T10:21:41.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,3+ Family Apartment Building,11237,1431 GREENE AVENUE,GREENE AVENUE,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,In Progress,,,04 BROOKLYN,BROOKLYN,1007530,194903,PHONE,Unspecified,BROOKLYN,40.701609856729725,-73.91603975689068,"{'latitude': '40.701609856729725', 'longitude': '-73.91603975689068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,GREENE AVENUE,3032900039,,,,,,,,,
