unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58963850,2023-09-30T00:30:04.000,2023-09-30T00:45:04.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11236,548 EAST   87 STREET,EAST   87 STREET,FOSTER AVENUE,BEDELL LANE,FOSTER AVENUE,BEDELL LANE,ADDRESS,BROOKLYN,EAST   87 STREET,Closed,2023-09-30T00:45:09.000,18 BROOKLYN,3079657501,BROOKLYN,1008357,173646,PHONE,Unspecified,BROOKLYN,40.643261976189834,-73.91313317546638,"{'latitude': '40.643261976189834', 'longitude': '-73.91313317546638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58957218,2023-09-30T00:29:55.000,2023-09-30T02:47:57.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11422,259-28 CRAFT AVENUE,CRAFT AVENUE,259 STREET,DEAD END,259 STREET,DEAD END,ADDRESS,ROSEDALE,CRAFT AVENUE,Closed,2023-09-30T02:48:02.000,13 QUEENS,4136990011,QUEENS,1059326,176676,MOBILE,Unspecified,QUEENS,40.651293239828824,-73.72943924663542,"{'latitude': '40.651293239828824', 'longitude': '-73.72943924663542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58967221,2023-09-30T00:29:49.000,2023-09-30T00:39:15.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10024,573 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   87 STREET,WEST   88 STREET,WEST   87 STREET,WEST   88 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,Closed,2023-09-30T00:39:21.000,07 MANHATTAN,1012010063,MANHATTAN,992176,226208,MOBILE,Unspecified,MANHATTAN,40.78756130936823,-73.97137766808318,"{'latitude': '40.78756130936823', 'longitude': '-73.97137766808318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58959543,2023-09-30T00:29:36.000,2023-09-30T01:17:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10454,627 EAST  141 STREET,EAST  141 STREET,BEEKMAN AVENUE,CYPRESS AVENUE,BEEKMAN AVENUE,CYPRESS AVENUE,ADDRESS,BRONX,EAST  141 STREET,Closed,2023-09-30T01:17:27.000,01 BRONX,2025540002,BRONX,1008072,233612,ONLINE,Unspecified,BRONX,40.807854713308025,-73.91394787060055,"{'latitude': '40.807854713308025', 'longitude': '-73.91394787060055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,,,,,
58967330,2023-09-30T00:29:32.000,2023-09-30T00:36:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1158 GERARD AVENUE,GERARD AVENUE,MCCLELLAN STREET,EAST  167 STREET,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,2023-09-30T00:36:46.000,04 BRONX,2024790001,BRONX,1006131,243252,MOBILE,Unspecified,BRONX,40.834318800045416,-73.92092790077417,"{'latitude': '40.834318800045416', 'longitude': '-73.92092790077417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58964130,2023-09-30T00:29:13.000,2023-09-30T00:42:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,621 LEFFERTS AVENUE,LEFFERTS AVENUE,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,LEFFERTS AVENUE,Closed,2023-09-30T00:42:09.000,09 BROOKLYN,3013260045,BROOKLYN,1000628,180820,ONLINE,Unspecified,BROOKLYN,40.66297070221315,-73.94096631353185,"{'latitude': '40.66297070221315', 'longitude': '-73.94096631353185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58964171,2023-09-30T00:29:05.000,2023-09-30T00:40:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,1925 7 AVENUE,7 AVENUE,WEST  116 STREET,WEST  117 STREET,WEST  116 STREET,WEST  117 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,2023-09-30T00:40:56.000,10 MANHATTAN,1019010001,MANHATTAN,997439,231993,ONLINE,Unspecified,MANHATTAN,40.803433276488676,-73.95236059020847,"{'latitude': '40.803433276488676', 'longitude': '-73.95236059020847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58976815,2023-09-30T00:29:00.000,2023-09-30T11:05:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11211,109 DEVOE STREET,DEVOE STREET,LEONARD ST,MANHATTAN AVE,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T11:05:00.000,01 BROOKLYN,3027630032,BROOKLYN,999072,199260,PHONE,Unspecified,BROOKLYN,40.713586998806065,-73.94653426854725,"{'latitude': '40.713586998806065', 'longitude': '-73.94653426854725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,,,,,,
58975623,2023-09-30T00:29:00.000,2023-09-30T02:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10305,14 LANSING STREET,LANSING STREET,OLYMPIA BLVD,BEND,,,ADDRESS,STATEN ISLAND,,Closed,2023-09-30T02:15:00.000,02 STATEN ISLAND,5034010013,STATEN ISLAND,965106,155133,ONLINE,Unspecified,STATEN ISLAND,40.5924597693836,-74.06893073448272,"{'latitude': '40.5924597693836', 'longitude': '-74.06893073448272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,,,,,,
58975636,2023-09-30T00:29:00.000,2023-10-01T10:55:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11224,2925 WEST   27 STREET,WEST   27 STREET,DEAD END,SURF AVE,,,ADDRESS,BROOKLYN,,Closed,2023-10-01T10:55:00.000,13 BROOKLYN,3070530014,BROOKLYN,986222,148384,ONLINE,Unspecified,BROOKLYN,40.573955557542476,-73.99290149721854,"{'latitude': '40.573955557542476', 'longitude': '-73.99290149721854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,,,,,,
58965781,2023-09-30T00:28:26.000,2023-09-30T00:49:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1365 COLLEGE AVENUE,COLLEGE AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,2023-09-30T00:49:19.000,04 BRONX,2027850050,BRONX,1008862,244138,ONLINE,Unspecified,BRONX,40.83674342413384,-73.91105555041887,"{'latitude': '40.83674342413384', 'longitude': '-73.91105555041887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58961073,2023-09-30T00:28:10.000,2023-09-30T00:50:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,534 WEST  156 STREET,WEST  156 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  156 STREET,Closed,2023-09-30T00:50:49.000,12 MANHATTAN,,MANHATTAN,999802,242687,ONLINE,Unspecified,MANHATTAN,40.832781451046884,-73.94380052145857,"{'latitude': '40.832781451046884', 'longitude': '-73.94380052145857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
59439489,2023-09-30T00:28:10.000,2023-09-30T11:05:00.000,DEP,Department of Environmental Protection,Water Maintenance,Leak,N/A,11211,109 DEVOE STREET,DEVOE STREET,LEONARD STREET,MANHATTAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,DEVOE STREET,Closed,2023-09-30T11:05:00.000,01 BROOKLYN,3027630032,BROOKLYN,999072,199260,PHONE,Unspecified,BROOKLYN,40.713586998806065,-73.94653426854725,"{'latitude': '40.713586998806065', 'longitude': '-73.94653426854725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58956472,2023-09-30T00:27:59.000,2023-09-30T00:47:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,130 EAST  115 STREET,EAST  115 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST  115 STREET,Closed,2023-09-30T00:47:31.000,11 MANHATTAN,1016400001,MANHATTAN,1000073,230102,ONLINE,Unspecified,MANHATTAN,40.798238675221924,-73.94285089274292,"{'latitude': '40.798238675221924', 'longitude': '-73.94285089274292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58959249,2023-09-30T00:27:40.000,2023-09-30T00:58:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11232,705 41 STREET,41 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,41 STREET,Closed,2023-09-30T00:58:15.000,07 BROOKLYN,3009190001,BROOKLYN,984177,175089,MOBILE,Unspecified,BROOKLYN,40.64725550811075,-74.00026306287403,"{'latitude': '40.64725550811075', 'longitude': '-74.00026306287403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58968123,2023-09-30T00:27:35.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,2023-10-13T10:40:13.000,Unspecified MANHATTAN,,MANHATTAN,981184,196664,MOBILE,Unspecified,MANHATTAN,40.706473479081474,-74.0110584556802,"{'latitude': '40.706473479081474', 'longitude': '-74.0110584556802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The mobile outreach response team went to the location provided but could not find the individual that you reported.,,J,Platform,,,
58960166,2023-09-30T00:27:25.000,2023-09-30T07:33:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1333 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,COMMONWEALTH AVENUE,Closed,2023-09-30T07:33:55.000,09 BRONX,2038740061,BRONX,1020591,242967,ONLINE,Unspecified,BRONX,40.83348889439976,-73.8686749234278,"{'latitude': '40.83348889439976', 'longitude': '-73.8686749234278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58963188,2023-09-30T00:27:13.000,2023-09-30T09:28:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11417,107-59 100 STREET,100 STREET,ROCKAWAY BOULEVARD,133 AVENUE,ROCKAWAY BOULEVARD,133 AVENUE,ADDRESS,OZONE PARK,100 STREET,Closed,2023-09-30T09:28:54.000,10 QUEENS,,QUEENS,1028830,186872,PHONE,Unspecified,QUEENS,40.679484977887206,-73.83927373781606,"{'latitude': '40.679484977887206', 'longitude': '-73.83927373781606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58959288,2023-09-30T00:27:10.000,2023-09-30T01:16:10.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10312,825 WOODROW ROAD,WOODROW ROAD,DELMAR AVENUE,DELMAR AVENUE,DELMAR AVENUE,DELMAR AVENUE,ADDRESS,STATEN ISLAND,WOODROW ROAD,Closed,2023-09-30T01:16:15.000,03 STATEN ISLAND,5060450010,STATEN ISLAND,930606,138260,PHONE,Unspecified,STATEN ISLAND,40.54600512329414,-74.19301882052027,"{'latitude': '40.54600512329414', 'longitude': '-74.19301882052027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,
58977568,2023-09-30T00:26:42.000,2023-10-07T09:56:29.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11225,1720 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-07T00:00:00.000,09 BROOKLYN,3013020001,BROOKLYN,996120,181470,ONLINE,Unspecified,BROOKLYN,40.664761999167816,-73.95721402789722,"{'latitude': '40.664761999167816', 'longitude': '-73.95721402789722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,
59446170,2023-09-30T00:26:19.000,2023-10-07T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11225,1720 BEDFORD AVENUE,BEDFORD AVENUE,MONTGOMERY STREET,SULLIVAN PLACE,MONTGOMERY STREET,SULLIVAN PLACE,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,2023-10-07T00:00:00.000,09 BROOKLYN,3013020001,BROOKLYN,996120,181470,ONLINE,Unspecified,BROOKLYN,40.664761999167816,-73.95721402789722,"{'latitude': '40.664761999167816', 'longitude': '-73.95721402789722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58960775,2023-09-30T00:26:17.000,2023-09-30T01:19:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,1726 TROY AVENUE,TROY AVENUE,AVENUE H,AVENUE I,AVENUE H,AVENUE I,ADDRESS,BROOKLYN,TROY AVENUE,Closed,2023-09-30T01:19:07.000,18 BROOKLYN,3077470001,BROOKLYN,1002594,168885,MOBILE,Unspecified,BROOKLYN,40.630207860655524,-73.93391242254289,"{'latitude': '40.630207860655524', 'longitude': '-73.93391242254289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
59459413,2023-09-30T00:26:07.000,2023-09-30T02:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10305,14 LANSING STREET,LANSING STREET,OLYMPIA BOULEVARD,BEND,OLYMPIA BOULEVARD,BEND,ADDRESS,STATEN ISLAND,LANSING STREET,Closed,2023-09-30T02:15:00.000,02 STATEN ISLAND,5034010013,STATEN ISLAND,965106,155133,ONLINE,Unspecified,STATEN ISLAND,40.5924597693836,-74.06893073448272,"{'latitude': '40.5924597693836', 'longitude': '-74.06893073448272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58957971,2023-09-30T00:26:05.000,2023-09-30T01:11:01.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,263 NORTH    6 STREET,NORTH    6 STREET,HAVEMEYER STREET,MEEKER AVENUE,HAVEMEYER STREET,MEEKER AVENUE,ADDRESS,BROOKLYN,NORTH    6 STREET,Closed,2023-09-30T01:11:05.000,01 BROOKLYN,3023310054,BROOKLYN,996922,199694,ONLINE,Unspecified,BROOKLYN,40.71478156566325,-73.95428890296328,"{'latitude': '40.71478156566325', 'longitude': '-73.95428890296328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
59459594,2023-09-30T00:25:59.000,2023-10-01T10:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11224,2925 WEST   27 STREET,WEST   27 STREET,DEAD END,SURF AVENUE,DEAD END,SURF AVENUE,ADDRESS,BROOKLYN,WEST   27 STREET,Closed,2023-10-01T10:55:00.000,13 BROOKLYN,3070530014,BROOKLYN,986222,148384,ONLINE,Unspecified,BROOKLYN,40.573955557542476,-73.99290149721854,"{'latitude': '40.573955557542476', 'longitude': '-73.99290149721854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58956394,2023-09-30T00:25:56.000,2023-09-30T01:20:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10465,3478 EAST TREMONT AVENUE,EAST TREMONT AVENUE,GREENE PLACE,BARKLEY AVENUE,GREENE PLACE,BARKLEY AVENUE,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,2023-09-30T01:20:02.000,10 BRONX,2055310030,BRONX,1032135,242263,MOBILE,Unspecified,BRONX,40.83150157421242,-73.82696361697704,"{'latitude': '40.83150157421242', 'longitude': '-73.82696361697704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58975153,2023-09-30T00:25:50.000,2023-10-16T07:59:49.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11106,31-35 CRESCENT STREET,CRESCENT STREET,,,,,ADDRESS,ASTORIA,,Closed,2023-10-16T00:00:00.000,01 QUEENS,4005790036,QUEENS,1004421,217880,ONLINE,Unspecified,QUEENS,40.76468368198577,-73.92718359841146,"{'latitude': '40.76468368198577', 'longitude': '-73.92718359841146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,
58965713,2023-09-30T00:25:41.000,2023-09-30T01:06:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,330 LENOX ROAD,LENOX ROAD,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,LENOX ROAD,Closed,2023-09-30T01:06:52.000,17 BROOKLYN,3048530035,BROOKLYN,998539,177636,MOBILE,Unspecified,BROOKLYN,40.65423494133014,-73.94850275519867,"{'latitude': '40.65423494133014', 'longitude': '-73.94850275519867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58961676,2023-09-30T00:25:38.000,2023-09-30T02:08:51.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,Closed,2023-09-30T02:08:57.000,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,40.72238703289527,-73.8095260418184,"{'latitude': '40.72238703289527', 'longitude': '-73.8095260418184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58961139,2023-09-30T00:25:23.000,2023-09-30T01:17:57.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11237,457 SUYDAM STREET,SUYDAM STREET,ST NICHOLAS AVENUE,CYPRESS AVENUE,ST NICHOLAS AVENUE,CYPRESS AVENUE,ADDRESS,BROOKLYN,SUYDAM STREET,Closed,2023-09-30T01:18:02.000,04 BROOKLYN,3032120035,BROOKLYN,1006713,196830,MOBILE,Unspecified,BROOKLYN,40.70690112792944,-73.91897987009074,"{'latitude': '40.70690112792944', 'longitude': '-73.91897987009074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58962304,2023-09-30T00:25:22.000,2023-09-30T01:08:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1927 WEST    3 STREET,WEST    3 STREET,APPLEGATE COURT,AVENUE T,APPLEGATE COURT,AVENUE T,ADDRESS,BROOKLYN,WEST    3 STREET,Closed,2023-09-30T01:08:09.000,11 BROOKLYN,3070850159,BROOKLYN,991092,158061,ONLINE,Unspecified,BROOKLYN,40.60051457225173,-73.97536142190816,"{'latitude': '40.60051457225173', 'longitude': '-73.97536142190816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,
58958015,2023-09-30T00:25:18.000,2023-09-30T00:39:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,52 LUDLOW STREET,LUDLOW STREET,HESTER STREET,GRAND STREET,HESTER STREET,GRAND STREET,ADDRESS,NEW YORK,LUDLOW STREET,Closed,2023-09-30T00:40:04.000,03 MANHATTAN,1003100009,MANHATTAN,986983,200344,MOBILE,Unspecified,MANHATTAN,40.71657431307641,-73.9901411156044,"{'latitude': '40.71657431307641', 'longitude': '-73.9901411156044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58962355,2023-09-30T00:24:52.000,2023-09-30T01:19:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11222,80 DUPONT STREET,DUPONT STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,DUPONT STREET,Closed,2023-09-30T01:19:10.000,01 BROOKLYN,3024950023,BROOKLYN,996179,207312,PHONE,Unspecified,BROOKLYN,40.73569215619628,-73.95695558731497,"{'latitude': '40.73569215619628', 'longitude': '-73.95695558731497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58959589,2023-09-30T00:24:42.000,2023-09-30T00:39:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10024,573 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   87 STREET,WEST   88 STREET,WEST   87 STREET,WEST   88 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,Closed,2023-09-30T00:39:54.000,07 MANHATTAN,1012010063,MANHATTAN,992176,226208,MOBILE,Unspecified,MANHATTAN,40.78756130936823,-73.97137766808318,"{'latitude': '40.78756130936823', 'longitude': '-73.97137766808318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58960258,2023-09-30T00:24:40.000,2023-09-30T10:07:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11417,107-59 100 STREET,100 STREET,ROCKAWAY BOULEVARD,133 AVENUE,ROCKAWAY BOULEVARD,133 AVENUE,ADDRESS,OZONE PARK,100 STREET,Closed,2023-09-30T10:07:50.000,10 QUEENS,,QUEENS,1028830,186872,PHONE,Unspecified,QUEENS,40.679484977887206,-73.83927373781606,"{'latitude': '40.679484977887206', 'longitude': '-73.83927373781606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58965500,2023-09-30T00:24:24.000,2023-09-30T00:39:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11210,EAST   23 STREET,EAST   23 STREET,EAST   23 STREET,KINGS HIGHWAY,EAST   23 STREET,KINGS HIGHWAY,INTERSECTION,,,Closed,2023-09-30T00:39:34.000,14 BROOKLYN,,BROOKLYN,997919,162099,MOBILE,Unspecified,BROOKLYN,40.611590155441185,-73.95076869147076,"{'latitude': '40.611590155441185', 'longitude': '-73.95076869147076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58959576,2023-09-30T00:24:23.000,2023-09-30T00:50:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11201,170 TILLARY STREET,TILLARY STREET,DUFFIELD STREET,GOLD STREET,DUFFIELD STREET,GOLD STREET,ADDRESS,BROOKLYN,TILLARY STREET,Closed,2023-09-30T00:50:16.000,02 BROOKLYN,3001330017,BROOKLYN,988867,192844,ONLINE,Unspecified,BROOKLYN,40.695987800204485,-73.98335001299294,"{'latitude': '40.695987800204485', 'longitude': '-73.98335001299294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58967278,2023-09-30T00:24:21.000,2023-09-30T01:22:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,159-01 110 AVENUE,110 AVENUE,LIRR ATLANTIC LINE,159 STREET,LIRR ATLANTIC LINE,159 STREET,ADDRESS,JAMAICA,110 AVENUE,Closed,2023-09-30T01:22:56.000,12 QUEENS,4121480100,QUEENS,1041992,191527,ONLINE,Unspecified,QUEENS,40.69218578018528,-73.79178045755434,"{'latitude': '40.69218578018528', 'longitude': '-73.79178045755434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58968115,2023-09-30T00:24:17.000,2023-09-30T01:14:44.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,2023-09-30T01:14:47.000,Unspecified QUEENS,,QUEENS,1012386,212417,MOBILE,Unspecified,QUEENS,40.74966739007307,-73.89845319094752,"{'latitude': '40.74966739007307', 'longitude': '-73.89845319094752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department visited the location and no Encampment was found.,,R,Mezzanine,,,
58960137,2023-09-30T00:24:03.000,2023-09-30T01:17:22.000,NYPD,New York City Police Department,Drug Activity,Use Indoor,Other,11249,1 SOUTH    1 STREET,SOUTH    1 STREET,GRAND STREET,KENT AVENUE,GRAND STREET,KENT AVENUE,ADDRESS,BROOKLYN,SOUTH    1 STREET,Closed,2023-09-30T01:17:25.000,01 BROOKLYN,3024147501,BROOKLYN,993601,200090,ONLINE,Unspecified,BROOKLYN,40.71587262425871,-73.96626803530393,"{'latitude': '40.71587262425871', 'longitude': '-73.96626803530393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
