unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,facility_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_pick_up_location,due_date
58897842,2023-09-23T01:37:14.000,2023-09-23T01:49:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,2103 VYSE AVENUE,VYSE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:49:47.000,06 BRONX,2031280029,BRONX,1017360,246817,ONLINE,Unspecified,BRONX,40.844068719873185,-73.8803317313638,"{'latitude': '40.844068719873185', 'longitude': '-73.8803317313638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  180 STREET,EAST  181 STREET,,EAST  180 STREET,EAST  181 STREET,VYSE AVENUE,,,,,
58896056,2023-09-23T01:36:49.000,2023-09-23T01:38:28.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,345 ADAMS STREET,ADAMS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T01:38:32.000,02 BROOKLYN,3001407503,BROOKLYN,987324,191901,ONLINE,Unspecified,BROOKLYN,40.69340015431026,-73.98891486387227,"{'latitude': '40.69340015431026', 'longitude': '-73.98891486387227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHNSON STREET,WILLOUGHBY STREET,,JOHNSON STREET,WILLOUGHBY STREET,ADAMS STREET,,,,,
58894025,2023-09-23T01:36:47.000,2023-09-23T02:56:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,2435 FENTON AVENUE,FENTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T02:56:49.000,11 BRONX,2044730045,BRONX,1027265,253239,PHONE,Unspecified,BRONX,40.86165247820974,-73.84449131130988,"{'latitude': '40.86165247820974', 'longitude': '-73.84449131130988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WARING AVENUE,MACE AVENUE,,WARING AVENUE,MACE AVENUE,FENTON AVENUE,,,,,
58897674,2023-09-23T01:36:38.000,2023-09-23T01:51:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,2832 WEST   23 STREET,WEST   23 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:51:59.000,13 BROOKLYN,3070150015,BROOKLYN,986923,149719,ONLINE,Unspecified,BROOKLYN,40.577619686746154,-73.99037761720334,"{'latitude': '40.577619686746154', 'longitude': '-73.99037761720334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,MERMAID AVENUE,,NEPTUNE AVENUE,MERMAID AVENUE,WEST   23 STREET,,,,,
58902520,2023-09-23T01:36:38.000,2023-09-23T04:05:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,1729 67 STREET,67 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-23T04:05:14.000,11 BROOKLYN,3055600073,BROOKLYN,986181,164684,ONLINE,Unspecified,BROOKLYN,40.61869577853208,-73.99304442374901,"{'latitude': '40.61869577853208', 'longitude': '-73.99304442374901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17 AVENUE,18 AVENUE,,17 AVENUE,18 AVENUE,67 STREET,,,,,
58892299,2023-09-23T01:36:22.000,2023-09-23T01:59:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,420 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:59:10.000,03 BROOKLYN,3019490023,BROOKLYN,995847,190330,MOBILE,Unspecified,BROOKLYN,40.689081057712364,-73.95818282331197,"{'latitude': '40.689081057712364', 'longitude': '-73.95818282331197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLASSON AVENUE,FRANKLIN AVENUE,,CLASSON AVENUE,FRANKLIN AVENUE,LAFAYETTE AVENUE,,,,,
58895492,2023-09-23T01:36:05.000,2023-09-23T05:04:14.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11357,147-27 24 AVENUE,24 AVENUE,ADDRESS,WHITESTONE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T05:04:21.000,07 QUEENS,4046580044,QUEENS,1034322,222599,MOBILE,Unspecified,QUEENS,40.777517291065855,-73.81920739058586,"{'latitude': '40.777517291065855', 'longitude': '-73.81920739058586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",147 STREET,149 STREET,,147 STREET,149 STREET,24 AVENUE,,,,,
58896235,2023-09-23T01:36:05.000,2023-09-23T01:53:44.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,28-49 STEINWAY STREET,STEINWAY STREET,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:53:48.000,01 QUEENS,4006630001,QUEENS,1008094,218068,ONLINE,Unspecified,QUEENS,40.765190549845876,-73.91392357481611,"{'latitude': '40.765190549845876', 'longitude': '-73.91392357481611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28 AVENUE,30 AVENUE,,28 AVENUE,30 AVENUE,STEINWAY STREET,,,,,
58900571,2023-09-23T01:36:01.000,2023-09-23T02:02:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10016,3 AVENUE,3 AVENUE,BLOCKFACE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T02:02:48.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,EAST   27 STREET,EAST   28 STREET,,EAST   27 STREET,EAST   28 STREET,,,,,,
58897446,2023-09-23T01:36:00.000,2023-09-23T01:38:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,345 ADAMS STREET,ADAMS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T01:38:17.000,02 BROOKLYN,3001407503,BROOKLYN,987324,191901,ONLINE,Unspecified,BROOKLYN,40.69340015431026,-73.98891486387227,"{'latitude': '40.69340015431026', 'longitude': '-73.98891486387227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHNSON STREET,WILLOUGHBY STREET,,JOHNSON STREET,WILLOUGHBY STREET,ADAMS STREET,,,,,
58901028,2023-09-23T01:35:55.000,2023-09-27T13:37:51.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,10003,64 UNIVERSITY PLACE,UNIVERSITY PLACE,ADDRESS,NEW YORK,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-23T01:35:55.000,02 MANHATTAN,1005680021,MANHATTAN,986014,206311,MOBILE,Unspecified,MANHATTAN,40.73295252637639,-73.99363507258246,"{'latitude': '40.73295252637639', 'longitude': '-73.99363507258246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST 10 STREET,EAST 11 STREET,,EAST   10 STREET,EAST   11 STREET,UNIVERSITY PLACE,,,,,
58896057,2023-09-23T01:35:25.000,2023-09-23T01:37:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,343 ADAMS STREET,ADAMS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T01:37:52.000,02 BROOKLYN,,BROOKLYN,987324,191913,ONLINE,Unspecified,BROOKLYN,40.69343309153355,-73.9889148583962,"{'latitude': '40.69343309153355', 'longitude': '-73.9889148583962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHNSON STREET,WILLOUGHBY STREET,,JOHNSON STREET,WILLOUGHBY STREET,ADAMS STREET,,,,,
58899247,2023-09-23T01:35:09.000,2023-09-23T01:37:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10280,380 RECTOR PLACE,RECTOR PLACE,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T01:37:02.000,01 MANHATTAN,1000167505,MANHATTAN,979325,197698,ONLINE,Unspecified,MANHATTAN,40.70931072507047,-74.01776425721219,"{'latitude': '40.70931072507047', 'longitude': '-74.01776425721219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH END AVENUE,BEND,,SOUTH END AVENUE,BEND,RECTOR PLACE,,,,,
58902650,2023-09-23T01:34:50.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10013,60 LAFAYETTE STREET,LAFAYETTE STREET,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-23T11:36:45.000,01 MANHATTAN,1001710031,MANHATTAN,983605,200302,MOBILE,Unspecified,MANHATTAN,40.716459431762694,-74.0023267359905,"{'latitude': '40.716459431762694', 'longitude': '-74.0023267359905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEONARD STREET,FRANKLIN STREET,,LEONARD STREET,FRANKLIN STREET,LAFAYETTE STREET,,,,,
58901642,2023-09-23T01:34:50.000,2023-09-23T01:38:02.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,343 ADAMS STREET,ADAMS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T01:38:05.000,02 BROOKLYN,,BROOKLYN,987324,191913,ONLINE,Unspecified,BROOKLYN,40.69343309153355,-73.9889148583962,"{'latitude': '40.69343309153355', 'longitude': '-73.9889148583962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHNSON STREET,WILLOUGHBY STREET,,JOHNSON STREET,WILLOUGHBY STREET,ADAMS STREET,,,,,
58893709,2023-09-23T01:34:48.000,2023-09-23T01:43:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,1747 CLAY AVENUE,CLAY AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T01:43:37.000,05 BRONX,2027990050,BRONX,1010586,247260,ONLINE,Unspecified,BRONX,40.84530742568718,-73.9048129915654,"{'latitude': '40.84530742568718', 'longitude': '-73.9048129915654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CROSS BRONX EXPRESSWAY,PROSPECT PLACE,,CROSS BRONX EXPRESSWAY,PROSPECT PLACE,CLAY AVENUE,,,,,
58901115,2023-09-23T01:34:45.000,2023-09-23T02:13:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11102,3-04 27 AVENUE,27 AVENUE,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T02:13:16.000,01 QUEENS,4004900101,QUEENS,1002470,221625,ONLINE,Unspecified,QUEENS,40.77496696541085,-73.93421646508578,"{'latitude': '40.77496696541085', 'longitude': '-73.93421646508578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 STREET,4 STREET,,3 STREET,4 STREET,27 AVENUE,,,,,
58896451,2023-09-23T01:34:43.000,2023-09-23T01:40:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014,140 7 AVENUE SOUTH,7 AVENUE SOUTH,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T01:41:02.000,02 MANHATTAN,1006110014,MANHATTAN,983647,206960,ONLINE,Unspecified,MANHATTAN,40.73473402702779,-74.00217582417487,"{'latitude': '40.73473402702779', 'longitude': '-74.00217582417487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   10 STREET,CHARLES STREET,,WEST   10 STREET,CHARLES STREET,7 AVENUE SOUTH,,,,,
58897447,2023-09-23T01:34:14.000,2023-09-23T01:37:07.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,343 ADAMS STREET,ADAMS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T01:37:10.000,02 BROOKLYN,,BROOKLYN,987324,191913,ONLINE,Unspecified,BROOKLYN,40.69343309153355,-73.9889148583962,"{'latitude': '40.69343309153355', 'longitude': '-73.9889148583962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHNSON STREET,WILLOUGHBY STREET,,JOHNSON STREET,WILLOUGHBY STREET,ADAMS STREET,,,,,
58894186,2023-09-23T01:34:13.000,2023-09-23T04:02:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,1655 MONROE AVENUE,MONROE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-23T04:02:44.000,04 BRONX,2027920018,BRONX,1010034,246478,ONLINE,Unspecified,BRONX,40.843162695231854,-73.90681110731357,"{'latitude': '40.843162695231854', 'longitude': '-73.90681110731357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST MOUNT EDEN AVENUE,EAST  173 STREET,,EAST MOUNT EDEN AVENUE,EAST  173 STREET,MONROE AVENUE,,,,,
58901086,2023-09-23T01:34:08.000,2023-09-23T12:01:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,4046 WICKHAM AVENUE,WICKHAM AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T12:01:46.000,12 BRONX,,BRONX,1026354,263946,ONLINE,Unspecified,BRONX,40.89104423471583,-73.84771747828985,"{'latitude': '40.89104423471583', 'longitude': '-73.84771747828985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  233 STREET,EDENWALD AVENUE,,EAST  233 STREET,EDENWALD AVENUE,WICKHAM AVENUE,,,,,
58901645,2023-09-23T01:33:38.000,2023-09-23T01:34:17.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,343 ADAMS STREET,ADAMS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T01:34:20.000,02 BROOKLYN,,BROOKLYN,987324,191913,ONLINE,Unspecified,BROOKLYN,40.69343309153355,-73.9889148583962,"{'latitude': '40.69343309153355', 'longitude': '-73.9889148583962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHNSON STREET,WILLOUGHBY STREET,,JOHNSON STREET,WILLOUGHBY STREET,ADAMS STREET,,,,,
58892188,2023-09-23T01:33:35.000,2023-09-23T02:07:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11224,2926 WEST   25 STREET,WEST   25 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T02:07:28.000,13 BROOKLYN,3070530014,BROOKLYN,986455,148782,MOBILE,Unspecified,BROOKLYN,40.575047934626944,-73.99206264978619,"{'latitude': '40.575047934626944', 'longitude': '-73.99206264978619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MERMAID AVENUE,SURF AVENUE,,MERMAID AVENUE,SURF AVENUE,WEST   25 STREET,,,,,
58897851,2023-09-23T01:33:14.000,2023-09-23T01:40:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10025,BROADWAY,BROADWAY,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:40:25.000,07 MANHATTAN,,MANHATTAN,992454,229500,ONLINE,Unspecified,MANHATTAN,40.7965967075252,-73.97036973473399,"{'latitude': '40.7965967075252', 'longitude': '-73.97036973473399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,WEST   99 STREET,,BROADWAY,WEST   99 STREET,,,,,,
58893658,2023-09-23T01:33:09.000,2023-09-23T01:44:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11222,538 STEWART AVENUE,STEWART AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:44:07.000,01 BROOKLYN,3028070005,BROOKLYN,1002747,203667,MOBILE,Unspecified,BROOKLYN,40.72567622937842,-73.93326574879474,"{'latitude': '40.72567622937842', 'longitude': '-73.93326574879474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PEDESTRIAN AND BIKE PATH LINK,THOMAS STREET,,PEDESTRIAN AND BIKE PATH LINK,THOMAS STREET,STEWART AVENUE,,,,,
58899630,2023-09-23T01:33:07.000,2023-09-25T07:57:18.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10030,117 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-23T01:33:07.000,10 MANHATTAN,1020100018,MANHATTAN,1001210,237368,ONLINE,Unspecified,MANHATTAN,40.81817972089657,-73.93872594945869,"{'latitude': '40.81817972089657', 'longitude': '-73.93872594945869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  141 STREET,,,,,
58896058,2023-09-23T01:33:02.000,2023-09-23T01:34:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,343 ADAMS STREET,ADAMS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T01:34:08.000,02 BROOKLYN,,BROOKLYN,987324,191913,ONLINE,Unspecified,BROOKLYN,40.69343309153355,-73.9889148583962,"{'latitude': '40.69343309153355', 'longitude': '-73.9889148583962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHNSON STREET,WILLOUGHBY STREET,,JOHNSON STREET,WILLOUGHBY STREET,ADAMS STREET,,,,,
58896243,2023-09-23T01:33:00.000,2023-09-23T02:02:10.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10016,411 3 AVENUE,3 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T02:02:13.000,06 MANHATTAN,1009090054,MANHATTAN,989652,209769,ONLINE,Unspecified,MANHATTAN,40.74244240641559,-73.9805055353544,"{'latitude': '40.74244240641559', 'longitude': '-73.9805055353544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   28 STREET,EAST   29 STREET,,EAST   28 STREET,EAST   29 STREET,3 AVENUE,,,,,
58894199,2023-09-23T01:32:46.000,2023-09-23T02:14:38.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11211,223 METROPOLITAN AVENUE,METROPOLITAN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T02:14:43.000,01 BROOKLYN,,BROOKLYN,995429,199799,ONLINE,Unspecified,BROOKLYN,40.71507177799449,-73.95967435498743,"{'latitude': '40.71507177799449', 'longitude': '-73.95967435498743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,NORTH    3 STREET,,BEDFORD AVENUE,NORTH    3 STREET,METROPOLITAN AVENUE,,,,,
58893334,2023-09-23T01:32:26.000,2023-09-23T01:33:55.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,343 ADAMS STREET,ADAMS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T01:34:00.000,02 BROOKLYN,,BROOKLYN,987324,191913,ONLINE,Unspecified,BROOKLYN,40.69343309153355,-73.9889148583962,"{'latitude': '40.69343309153355', 'longitude': '-73.9889148583962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHNSON STREET,WILLOUGHBY STREET,,JOHNSON STREET,WILLOUGHBY STREET,ADAMS STREET,,,,,
58895519,2023-09-23T01:32:24.000,2023-09-23T02:13:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,196 AVENUE A,AVENUE A,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T02:13:18.000,03 MANHATTAN,1004060002,MANHATTAN,989471,204977,ONLINE,Unspecified,MANHATTAN,40.72928965830165,-73.98116243783143,"{'latitude': '40.72928965830165', 'longitude': '-73.98116243783143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   12 STREET,EAST   13 STREET,,EAST   12 STREET,EAST   13 STREET,AVENUE A,,,,,
58895725,2023-09-23T01:32:07.000,2023-09-23T11:57:25.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Noise,Street,11694,205 BEACH  147 STREET,BEACH  147 STREET,ADDRESS,FAR ROCKAWAY,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-23T10:14:10.000,14 QUEENS,4163120024,QUEENS,1022420,147071,ONLINE,Unspecified,QUEENS,40.57026968638425,-73.8626090206898,"{'latitude': '40.57026968638425', 'longitude': '-73.8626090206898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY BEACH BOULEVARD,NEPONSIT AVENUE,,ROCKAWAY BEACH BOULEVARD,NEPONSIT AVENUE,BEACH  147 STREET,,,,,
58897648,2023-09-23T01:31:59.000,2023-09-23T01:33:19.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10029,2226 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:33:22.000,11 MANHATTAN,1017080003,MANHATTAN,1001896,228852,ONLINE,Unspecified,MANHATTAN,40.794804313097934,-73.93626991472516,"{'latitude': '40.794804313097934', 'longitude': '-73.93626991472516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  114 STREET,EAST  115 STREET,,EAST  114 STREET,EAST  115 STREET,1 AVENUE,,,,,
58896348,2023-09-23T01:31:58.000,2023-09-23T01:36:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,185 EAST BROADWAY,EAST BROADWAY,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:36:42.000,03 MANHATTAN,1002840018,MANHATTAN,987294,199462,ONLINE,Unspecified,MANHATTAN,40.71415333251284,-73.98901962895042,"{'latitude': '40.71415333251284', 'longitude': '-73.98901962895042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CANAL STREET,JEFFERSON STREET,,CANAL STREET,JEFFERSON STREET,EAST BROADWAY,,,,,
58893335,2023-09-23T01:31:51.000,2023-09-23T01:33:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,341 ADAMS STREET,ADAMS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T01:33:47.000,02 BROOKLYN,,BROOKLYN,987325,191925,ONLINE,Unspecified,BROOKLYN,40.69346602840928,-73.98891124682156,"{'latitude': '40.69346602840928', 'longitude': '-73.98891124682156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHNSON STREET,WILLOUGHBY STREET,,JOHNSON STREET,WILLOUGHBY STREET,ADAMS STREET,,,,,
58892793,2023-09-23T01:31:48.000,2023-09-23T07:22:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1349 STRATFORD AVENUE,STRATFORD AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T07:22:57.000,09 BRONX,2038660049,BRONX,1018456,242776,ONLINE,Unspecified,BRONX,40.83297318206956,-73.87639111311755,"{'latitude': '40.83297318206956', 'longitude': '-73.87639111311755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  172 STREET,EAST  174 STREET,,EAST  172 STREET,EAST  174 STREET,STRATFORD AVENUE,,,,,
58901830,2023-09-23T01:31:17.000,2023-09-23T01:48:43.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10014,575 HUDSON STREET,HUDSON STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T01:48:47.000,02 MANHATTAN,1006340063,MANHATTAN,982612,207479,ONLINE,Unspecified,MANHATTAN,40.73615842287837,-74.0059105741119,"{'latitude': '40.73615842287837', 'longitude': '-74.0059105741119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   11 STREET,BANK STREET,,WEST   11 STREET,BANK STREET,HUDSON STREET,,,,,
58893336,2023-09-23T01:31:15.000,2023-09-23T01:33:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,341 ADAMS STREET,ADAMS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T01:33:35.000,02 BROOKLYN,,BROOKLYN,987325,191925,ONLINE,Unspecified,BROOKLYN,40.69346602840928,-73.98891124682156,"{'latitude': '40.69346602840928', 'longitude': '-73.98891124682156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHNSON STREET,WILLOUGHBY STREET,,JOHNSON STREET,WILLOUGHBY STREET,ADAMS STREET,,,,,
