unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58950575,2023-09-28T14:34:00.000,2023-10-02T11:38:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10305,103 HICKORY AVENUE,HICKORY AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-10-02T11:38:00.000,02 STATEN ISLAND,5032750027,STATEN ISLAND,963917,156040,PHONE,Unspecified,STATEN ISLAND,40.59494665338617,-74.07321462819434,"{'latitude': '40.59494665338617', 'longitude': '-74.07321462819434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MC CLEAN AVENUE,FOCH AVENUE,,,,,,,,,,
58952865,2023-09-28T14:33:55.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,1-2 Family Dwelling,11434,153-17 118 AVENUE,118 AVENUE,ADDRESS,JAMAICA,In Progress,,,12 QUEENS,,QUEENS,1042794,187451,ONLINE,Unspecified,QUEENS,40.68099285732877,-73.78892384741901,"{'latitude': '40.68099285732877', 'longitude': '-73.78892384741901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",153 STREET,155 STREET,153 STREET,155 STREET,118 AVENUE,,,,,,,
58946853,2023-09-28T14:33:30.000,2023-10-04T12:04:11.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11427,87-76 219 STREET,219 STREET,ADDRESS,QUEENS VILLAGE,Closed,The request submitted did not have sufficient information for the Department of Transportation to respond.,2023-10-04T12:04:19.000,13 QUEENS,,QUEENS,1054718,205232,ONLINE,Unspecified,QUEENS,40.729710412188034,-73.74574687490741,"{'latitude': '40.729710412188034', 'longitude': '-73.74574687490741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SPENCER AVENUE,HILLSIDE AVENUE,SPENCER AVENUE,HILLSIDE AVENUE,219 STREET,,,,,,,
58946093,2023-09-28T14:33:28.000,2023-09-28T17:34:23.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10462,1823 WHITEPLAINS ROAD,WHITEPLAINS ROAD,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T17:34:26.000,11 BRONX,2040490054,BRONX,1021218,247497,PHONE,Unspecified,BRONX,40.84591980939663,-73.86638417396482,"{'latitude': '40.84591980939663', 'longitude': '-73.86638417396482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,WHITE PLAINS ROAD,,,,,,,
58947345,2023-09-28T14:33:25.000,2023-09-28T14:49:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10029,5 EAST   98 STREET,EAST   98 STREET,ADDRESS,NEW YORK,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T14:49:36.000,11 MANHATTAN,1016040006,MANHATTAN,996856,226761,MOBILE,Unspecified,MANHATTAN,40.78907370959415,-73.95447623993229,"{'latitude': '40.78907370959415', 'longitude': '-73.95447623993229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,EAST   98 STREET,,,,,,,
58953344,2023-09-28T14:33:20.000,2023-09-30T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,11230,1314 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-30T00:00:00.000,12 BROOKLYN,3065680015,BROOKLYN,992855,163852,UNKNOWN,Unspecified,BROOKLYN,40.616408143014276,-73.96900534250072,"{'latitude': '40.616408143014276', 'longitude': '-73.96900534250072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,,,
58948068,2023-09-28T14:33:03.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Smoke/Odor,Mobile Food Vendor,10473,914 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,ADDRESS,BRONX,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-29T10:05:13.000,09 BRONX,,BRONX,1020729,239278,ONLINE,Unspecified,BRONX,40.82336308616189,-73.86819629348322,"{'latitude': '40.82336308616189', 'longitude': '-73.86819629348322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STORY AVENUE,NOBLE AVENUE,STORY AVENUE,NOBLE AVENUE,SOUNDVIEW AVENUE,,,,,,,
58953161,2023-09-28T14:33:00.000,2023-09-28T19:01:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11377,72-06 CALAMUS AVENUE,CALAMUS AVENUE,ADDRESS,WOODSIDE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T19:01:59.000,05 QUEENS,,QUEENS,1014226,206884,ONLINE,Unspecified,QUEENS,40.734474649626954,-73.89183703458409,"{'latitude': '40.734474649626954', 'longitude': '-73.89183703458409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",72 STREET,72 STREET,72 STREET,72 STREET,CALAMUS AVENUE,,,,,,,
58951312,2023-09-28T14:32:32.000,2023-09-28T14:49:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11374,98-05 63 ROAD,63 ROAD,ADDRESS,REGO PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T14:49:03.000,06 QUEENS,,QUEENS,1023390,206012,PHONE,Unspecified,QUEENS,40.732045421474524,-73.85877552408331,"{'latitude': '40.732045421474524', 'longitude': '-73.85877552408331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",98 STREET,98 PLACE,98 STREET,98 PLACE,63 ROAD,,,,,,,
58952001,2023-09-28T14:32:32.000,2023-09-29T15:02:08.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Mattress or Box Spring Uncovered,Sidewalk,11237,225 STOCKHOLM STREET,STOCKHOLM STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-29T15:02:13.000,04 BROOKLYN,,BROOKLYN,1006089,194712,ONLINE,Unspecified,BROOKLYN,40.70108928032447,-73.92123739701135,"{'latitude': '40.70108928032447', 'longitude': '-73.92123739701135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,STOCKHOLM STREET,,,,,,,
58955701,2023-09-28T14:32:24.000,2023-09-29T07:13:34.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,11207,699 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T07:13:34.000,05 BROOKLYN,3042990053,BROOKLYN,1014195,179933,ONLINE,Unspecified,BROOKLYN,40.66050059488218,-73.89206871434942,"{'latitude': '40.66050059488218', 'longitude': '-73.89206871434942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW LOTS AVENUE,HEGEMAN AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,PENNSYLVANIA AVENUE,,,,,,,
58953828,2023-09-28T14:32:23.000,2023-10-14T05:03:19.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11385,1814 LINDEN STREET,LINDEN STREET,ADDRESS,RIDGEWOOD,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-14T00:00:00.000,05 QUEENS,4034540016,QUEENS,1009524,195774,PHONE,Unspecified,QUEENS,40.70399507556226,-73.90884505293333,"{'latitude': '40.70399507556226', 'longitude': '-73.90884505293333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58947338,2023-09-28T14:32:23.000,2023-09-28T15:02:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10002,149 SUFFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T15:02:38.000,03 MANHATTAN,1003540080,MANHATTAN,988305,201742,MOBILE,Unspecified,MANHATTAN,40.72041097988616,-73.98537135831666,"{'latitude': '40.72041097988616', 'longitude': '-73.98537135831666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,SUFFOLK STREET,,,,,,,
58948955,2023-09-28T14:32:23.000,2023-10-14T05:03:19.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11385,1814 LINDEN STREET,LINDEN STREET,ADDRESS,RIDGEWOOD,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-14T00:00:00.000,05 QUEENS,4034540016,QUEENS,1009524,195774,PHONE,Unspecified,QUEENS,40.70399507556226,-73.90884505293333,"{'latitude': '40.70399507556226', 'longitude': '-73.90884505293333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58952192,2023-09-28T14:32:21.000,2023-09-28T15:15:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11691,18-18 CORNAGA AVENUE,CORNAGA AVENUE,ADDRESS,FAR ROCKAWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T15:15:32.000,14 QUEENS,4155600034,QUEENS,1053564,158862,PHONE,Unspecified,QUEENS,40.60244472804559,-73.75038730462026,"{'latitude': '40.60244472804559', 'longitude': '-73.75038730462026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MOTT AVENUE,MORSE COURT,MOTT AVENUE,MORSE COURT,CORNAGA AVENUE,,,,,,,
58946419,2023-09-28T14:32:11.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10302,37 JOHN STREET,JOHN STREET,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,01 STATEN ISLAND,5011160013,STATEN ISLAND,944688,171793,PHONE,Unspecified,STATEN ISLAND,40.63812034345495,-74.14254620937757,"{'latitude': '40.63812034345495', 'longitude': '-74.14254620937757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58947735,2023-09-28T14:32:11.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10302,37 JOHN STREET,JOHN STREET,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,01 STATEN ISLAND,5011160013,STATEN ISLAND,944688,171793,PHONE,Unspecified,STATEN ISLAND,40.63812034345495,-74.14254620937757,"{'latitude': '40.63812034345495', 'longitude': '-74.14254620937757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58946442,2023-09-28T14:32:11.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10302,37 JOHN STREET,JOHN STREET,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,01 STATEN ISLAND,5011160013,STATEN ISLAND,944688,171793,PHONE,Unspecified,STATEN ISLAND,40.63812034345495,-74.14254620937757,"{'latitude': '40.63812034345495', 'longitude': '-74.14254620937757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58953959,2023-09-28T14:32:11.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10302,37 JOHN STREET,JOHN STREET,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,01 STATEN ISLAND,5011160013,STATEN ISLAND,944688,171793,PHONE,Unspecified,STATEN ISLAND,40.63812034345495,-74.14254620937757,"{'latitude': '40.63812034345495', 'longitude': '-74.14254620937757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58955184,2023-09-28T14:32:10.000,2023-10-02T08:10:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11367,147-41 75 ROAD,75 ROAD,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-10-02T00:00:00.000,08 QUEENS,,QUEENS,1034778,203120,ONLINE,Unspecified,QUEENS,40.72404987986838,-73.81770730040877,"{'latitude': '40.72404987986838', 'longitude': '-73.81770730040877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58946616,2023-09-28T14:32:10.000,2023-10-02T08:10:53.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,11367,147-41 75 ROAD,75 ROAD,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-10-02T00:00:00.000,08 QUEENS,,QUEENS,1034778,203120,ONLINE,Unspecified,QUEENS,40.72404987986838,-73.81770730040877,"{'latitude': '40.72404987986838', 'longitude': '-73.81770730040877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58949036,2023-09-28T14:32:09.000,2023-10-02T13:49:53.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11427,87-01 219 STREET,219 STREET,ADDRESS,QUEENS VILLAGE,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,13 QUEENS,4106890035,QUEENS,1054610,205378,PHONE,Unspecified,QUEENS,40.73011200454217,-73.74613501709862,"{'latitude': '40.73011200454217', 'longitude': '-73.74613501709862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58951575,2023-09-28T14:32:00.000,2023-10-01T20:25:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,11432,87-84 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,JAMAICA,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-10-01T20:25:00.000,12 QUEENS,4097630037,QUEENS,1039017,196968,PHONE,Unspecified,QUEENS,40.70713892629085,-73.80246412270063,"{'latitude': '40.70713892629085', 'longitude': '-73.80246412270063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HILLSIDE AVE,88 AVE,,,,,,,,,,
58945918,2023-09-28T14:32:00.000,2023-10-03T10:20:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10075,1487 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T10:20:00.000,08 MANHATTAN,1014520027,MANHATTAN,997156,220314,ONLINE,Unspecified,MANHATTAN,40.77137797005714,-73.95340524110169,"{'latitude': '40.77137797005714', 'longitude': '-73.95340524110169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 77 ST,E 78 ST,,,,,N/A,,,,,
58949733,2023-09-28T14:31:58.000,2023-09-28T14:38:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T14:38:49.000,02 BROOKLYN,,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,CLASSON AVENUE,,,,,,,
58953080,2023-09-28T14:31:47.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-17T23:03:36.000,Unspecified BROOKLYN,,BROOKLYN,1002212,193213,MOBILE,Unspecified,BROOKLYN,40.69698359512457,-73.93522383388691,"{'latitude': '40.69698359512457', 'longitude': '-73.93522383388691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,J,,Myrtle Av & Broadway,Entrance
58954506,2023-09-28T14:30:57.000,2023-09-29T13:26:14.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11429,216-10 113 DRIVE,113 DRIVE,ADDRESS,QUEENS VILLAGE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T13:26:17.000,13 QUEENS,,QUEENS,1056295,195378,PHONE,Unspecified,QUEENS,40.70265095719474,-73.74016245169587,"{'latitude': '40.70265095719474', 'longitude': '-73.74016245169587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SPRINGFIELD BOULEVARD,219 STREET,SPRINGFIELD BOULEVARD,219 STREET,113 DRIVE,,,,,,,
58950375,2023-09-28T14:30:47.000,2023-09-28T17:50:56.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11228,981 79 STREET,79 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T17:51:02.000,10 BROOKLYN,,BROOKLYN,979493,166057,PHONE,Unspecified,BROOKLYN,40.62246331080178,-74.01713596274814,"{'latitude': '40.62246331080178', 'longitude': '-74.01713596274814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,10 AVENUE,7 AVENUE,10 AVENUE,79 STREET,,,,,,,
58949218,2023-09-28T14:30:45.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11364,58-03 217 STREET,217 STREET,ADDRESS,OAKLAND GARDENS,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-27T11:12:29.000,11 QUEENS,4074680001,QUEENS,1050385,212425,PHONE,Unspecified,QUEENS,40.74948679644202,-73.76130982309716,"{'latitude': '40.74948679644202', 'longitude': '-73.76130982309716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",58 AVENUE,HORACE HARDING EXPRESSWAY,58 AVENUE,HORACE HARDING EXPRESSWAY,217 STREET,,,,,,,
58953008,2023-09-28T14:30:35.000,2023-09-29T10:09:55.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Street,11427,87-76 219 STREET,219 STREET,ADDRESS,QUEENS VILLAGE,Closed,NYC Parks does not perform tree work for phone or cable service. Please contact the appropriate service provider.,2023-09-29T06:09:52.000,13 QUEENS,,QUEENS,1054718,205232,ONLINE,Unspecified,QUEENS,40.729710412188034,-73.74574687490741,"{'latitude': '40.729710412188034', 'longitude': '-73.74574687490741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SPENCER AVENUE,HILLSIDE AVENUE,SPENCER AVENUE,HILLSIDE AVENUE,219 STREET,,,,,,,
58951725,2023-09-28T14:30:34.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11232,128 33 STREET,33 STREET,ADDRESS,BROOKLYN,In Progress,,,07 BROOKLYN,3006840017,BROOKLYN,983180,178527,MOBILE,Unspecified,BROOKLYN,40.65669200522837,-74.00385639850646,"{'latitude': '40.65669200522837', 'longitude': '-74.00385639850646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,33 STREET,,,,,,,
58952009,2023-09-28T14:30:34.000,2023-09-28T23:06:29.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11436,126-36 149 STREET,149 STREET,ADDRESS,JAMAICA,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T23:06:34.000,12 QUEENS,,QUEENS,1042753,184490,ONLINE,Unspecified,QUEENS,40.67286587547081,-73.78909737250548,"{'latitude': '40.67286587547081', 'longitude': '-73.78909737250548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY BOULEVARD,SUTTER AVENUE,ROCKAWAY BOULEVARD,SUTTER AVENUE,149 STREET,,,,,,,
58953114,2023-09-28T14:30:34.000,2023-09-30T13:09:55.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10304,185 PARK HILL AVENUE,PARK HILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-29T10:29:16.000,01 STATEN ISLAND,5029220150,STATEN ISLAND,961374,163026,PHONE,Unspecified,STATEN ISLAND,40.61411559192989,-74.08239506383015,"{'latitude': '40.61411559192989', 'longitude': '-74.08239506383015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OSGOOD AVENUE,SOBEL COURT,OSGOOD AVENUE,SOBEL COURT,PARK HILL AVENUE,,,,,,,
58951937,2023-09-28T14:30:28.000,2023-09-30T13:10:55.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10303,123 VAN NAME AVENUE,VAN NAME AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation cleaned the location.,2023-09-29T12:51:17.000,01 STATEN ISLAND,,STATEN ISLAND,941694,170212,MOBILE,Unspecified,STATEN ISLAND,40.63376696266015,-74.15332392654201,"{'latitude': '40.63376696266015', 'longitude': '-74.15332392654201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND RAILWAY LINE,HEUSDEN STREET,STATEN ISLAND RAILWAY LINE,HEUSDEN STREET,VAN NAME AVENUE,,,,,,,
58953113,2023-09-28T14:30:28.000,2023-10-03T11:25:00.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11236,9212 DITMAS AVENUE,DITMAS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-03T11:24:54.000,17 BROOKLYN,,BROOKLYN,1008371,175796,MOBILE,Unspecified,BROOKLYN,40.64916322090039,-73.91307504027628,"{'latitude': '40.64916322090039', 'longitude': '-73.91307504027628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   92 STREET,EAST   93 STREET,EAST   92 STREET,EAST   93 STREET,DITMAS AVENUE,,,,,,,
58953733,2023-09-28T14:30:27.000,2023-09-28T15:04:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-16 159 STREET,159 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T15:04:28.000,12 QUEENS,,QUEENS,1041432,192553,ONLINE,Unspecified,QUEENS,40.695005540843916,-73.79379111889207,"{'latitude': '40.695005540843916', 'longitude': '-73.79379111889207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,159 STREET,,,,,,,
58949849,2023-09-28T14:30:19.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10019,1 COLUMBUS PLACE,COLUMBUS PLACE,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-29T00:00:00.000,04 MANHATTAN,1010680003,MANHATTAN,988405,219414,UNKNOWN,Unspecified,MANHATTAN,40.768916149255325,-73.98499968553296,"{'latitude': '40.768916149255325', 'longitude': '-73.98499968553296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58951708,2023-09-28T14:30:03.000,2023-09-29T10:17:32.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Dust from Construction,3+ Family Apartment Building,10026,56 WEST  119 STREET,WEST  119 STREET,ADDRESS,NEW YORK,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-29T10:17:32.000,10 MANHATTAN,1017170058,MANHATTAN,998925,231985,PHONE,Unspecified,MANHATTAN,40.80340897556502,-73.94699309336086,"{'latitude': '40.80340897556502', 'longitude': '-73.94699309336086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,WEST  119 STREET,,,,,,,
