unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date
58952802,2023-09-28T07:38:13.000,2023-09-28T10:04:21.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10305,34 ARTHUR AVENUE,ARTHUR AVENUE,MC CLEAN AVENUE,CEDAR AVENUE,MC CLEAN AVENUE,CEDAR AVENUE,ADDRESS,STATEN ISLAND,ARTHUR AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T10:04:12.000,02 STATEN ISLAND,STATEN ISLAND,965045,156503,PHONE,Unspecified,STATEN ISLAND,40.59622001071901,-74.06915426799308,"{'latitude': '40.59622001071901', 'longitude': '-74.06915426799308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58948237,2023-09-28T07:38:08.000,2023-10-07T11:28:14.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11222,575 MEEKER AVENUE,MEEKER AVENUE,NORTH HENRY STREET,MONITOR STREET,NORTH HENRY STREET,MONITOR STREET,ADDRESS,BROOKLYN,MEEKER AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-10-03T05:09:09.000,01 BROOKLYN,BROOKLYN,1000177,202077,PHONE,Unspecified,BROOKLYN,40.72131706601745,-73.94254166231141,"{'latitude': '40.72131706601745', 'longitude': '-73.94254166231141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58949669,2023-09-28T07:38:00.000,2023-09-28T07:45:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11368,108-16 43 AVENUE,43 AVENUE,108 ST,111 ST,,,ADDRESS,CORONA,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T07:45:00.000,04 QUEENS,QUEENS,1023801,212124,PHONE,Unspecified,QUEENS,40.74881949149976,-73.85725662479246,"{'latitude': '40.74881949149976', 'longitude': '-73.85725662479246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4019990001,,,,,,,
58954739,2023-09-28T07:37:58.000,2023-09-28T09:22:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11366,160-24 75 ROAD,75 ROAD,160 STREET,162 STREET,160 STREET,162 STREET,ADDRESS,FRESH MEADOWS,75 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T09:22:54.000,08 QUEENS,QUEENS,1037391,203858,MOBILE,Unspecified,QUEENS,40.72606019468162,-73.80827443561498,"{'latitude': '40.72606019468162', 'longitude': '-73.80827443561498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58954352,2023-09-28T07:37:57.000,2023-09-28T08:03:19.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10012,251 MERCER STREET,MERCER STREET,WEST    3 STREET,WEST    4 STREET,WEST    3 STREET,WEST    4 STREET,ADDRESS,NEW YORK,MERCER STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-28T08:03:24.000,02 MANHATTAN,MANHATTAN,985521,204657,ONLINE,Unspecified,MANHATTAN,40.72841278597895,-73.99541424510747,"{'latitude': '40.72841278597895', 'longitude': '-73.99541424510747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58950636,2023-09-28T07:37:57.000,2023-10-02T12:57:01.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10012,251 MERCER STREET,MERCER STREET,WEST    3 STREET,WEST    4 STREET,WEST    3 STREET,WEST    4 STREET,ADDRESS,NEW YORK,MERCER STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-10-02T12:57:05.000,02 MANHATTAN,MANHATTAN,985521,204657,ONLINE,Unspecified,MANHATTAN,40.72841278597895,-73.99541424510747,"{'latitude': '40.72841278597895', 'longitude': '-73.99541424510747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58946140,2023-09-28T07:37:54.000,2023-09-28T16:20:32.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11420,LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,LINDEN BOULEVARD,LEFFERTS BOULEVARD,LINDEN BOULEVARD,INTERSECTION,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-28T16:20:39.000,10 QUEENS,QUEENS,1034038,186614,PHONE,Unspecified,QUEENS,40.678749067245,-73.8204990590482,"{'latitude': '40.678749067245', 'longitude': '-73.8204990590482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58949830,2023-09-28T07:37:27.000,2023-09-28T13:20:40.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10306,ELLA PLACE,ELLA PLACE,ELLA PLACE,TYSENS LANE,ELLA PLACE,TYSENS LANE,INTERSECTION,,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-28T13:20:45.000,02 STATEN ISLAND,STATEN ISLAND,951054,145428,ONLINE,Unspecified,STATEN ISLAND,40.565779993233896,-74.1194792761016,"{'latitude': '40.565779993233896', 'longitude': '-74.1194792761016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58954509,2023-09-28T07:37:13.000,2023-10-17T09:48:12.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Street,10018,18 WEST   39 STREET,WEST   39 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   39 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T11:11:44.000,05 MANHATTAN,MANHATTAN,988922,213226,ONLINE,Unspecified,MANHATTAN,40.751931418556694,-73.98313752087326,"{'latitude': '40.751931418556694', 'longitude': '-73.98313752087326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008400058,,,,,,,
58953571,2023-09-28T07:37:07.000,2023-09-28T09:54:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11364,56-39 226 STREET,226 STREET,56 ROAD,57 AVENUE,56 ROAD,57 AVENUE,ADDRESS,OAKLAND GARDENS,226 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T09:54:31.000,11 QUEENS,QUEENS,1052435,213978,ONLINE,Unspecified,QUEENS,40.75373380212036,-73.75389538646576,"{'latitude': '40.75373380212036', 'longitude': '-73.75389538646576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4075320022,,,,,,,
58946696,2023-09-28T07:36:53.000,2023-09-29T05:09:07.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11422,259-80 148 ROAD,148 ROAD,259 STREET,HOOK CREEK BOULEVARD,259 STREET,HOOK CREEK BOULEVARD,ADDRESS,ROSEDALE,148 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T05:09:16.000,13 QUEENS,QUEENS,1059869,177747,MOBILE,Unspecified,QUEENS,40.654228267083404,-73.72747037420933,"{'latitude': '40.654228267083404', 'longitude': '-73.72747037420933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4136880105,,,,,,,
58951601,2023-09-28T07:36:49.000,2023-09-28T08:04:06.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T08:04:14.000,08 QUEENS,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,40.72238703289527,-73.8095260418184,"{'latitude': '40.72238703289527', 'longitude': '-73.8095260418184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068280015,,,,,,,
58955422,2023-09-28T07:36:29.000,2023-10-02T07:36:18.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,10453,1996 GRAND AVENUE,GRAND AVENUE,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,ADDRESS,BRONX,GRAND AVENUE,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-10-02T07:36:24.000,05 BRONX,BRONX,1009007,249980,PHONE,Unspecified,BRONX,40.85277758646434,-73.91050997194807,"{'latitude': '40.85277758646434', 'longitude': '-73.91050997194807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953147,2023-09-28T07:36:01.000,2023-09-28T12:50:21.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,10312,839 HUGUENOT AVENUE,HUGUENOT AVENUE,DRUMGOOLE ROAD EAST,WEST TERRACE,DRUMGOOLE ROAD EAST,WEST TERRACE,ADDRESS,STATEN ISLAND,HUGUENOT AVENUE,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-28T12:50:21.000,03 STATEN ISLAND,STATEN ISLAND,930649,133880,ONLINE,Unspecified,STATEN ISLAND,40.53398313581327,-74.19282940840446,"{'latitude': '40.53398313581327', 'longitude': '-74.19282940840446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58946242,2023-09-28T07:36:00.000,2023-09-28T07:36:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10075,,,,,5 AVENUE,EAST 80 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T18:15:00.000,08 MANHATTAN,MANHATTAN,994434,222608,UNKNOWN,Unspecified,MANHATTAN,40.777677952928265,-73.96322904770176,"{'latitude': '40.777677952928265', 'longitude': '-73.96322904770176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953212,2023-09-28T07:35:17.000,2023-09-30T10:19:36.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Alley,10309,35 WOODROSE LANE,WOODROSE LANE,RAMONA AVENUE,DEAD END,RAMONA AVENUE,DEAD END,ADDRESS,STATEN ISLAND,WOODROSE LANE,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-30T10:19:00.000,03 STATEN ISLAND,STATEN ISLAND,924412,134392,ONLINE,Unspecified,STATEN ISLAND,40.535348598177976,-74.21527143480294,"{'latitude': '40.535348598177976', 'longitude': '-74.21527143480294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58946982,2023-09-28T07:35:01.000,2023-10-13T12:01:07.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11229,1675 EAST   16 STREET,EAST   16 STREET,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,ADDRESS,BROOKLYN,EAST   16 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-13T11:34:50.000,15 BROOKLYN,BROOKLYN,996097,161082,ONLINE,Unspecified,BROOKLYN,40.60880132301579,-73.95733272807432,"{'latitude': '40.60880132301579', 'longitude': '-73.95733272807432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58947160,2023-09-28T07:35:00.000,2023-10-03T07:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11229,,,,,AVENUE S,HOMECREST AVENUE,INTERSECTION,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T07:00:00.000,15 BROOKLYN,BROOKLYN,995339,159030,ONLINE,Unspecified,BROOKLYN,40.60316998370703,-73.96006605308284,"{'latitude': '40.60316998370703', 'longitude': '-73.96006605308284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58949444,2023-09-28T07:34:51.000,2023-10-05T08:01:04.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-05T00:03:36.000,Unspecified QUEENS,QUEENS,1018274,207814,MOBILE,Unspecified,QUEENS,40.73701262197117,-73.87722587461296,"{'latitude': '40.73701262197117', 'longitude': '-73.87722587461296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,R,,Passageway,,
58954400,2023-09-28T07:34:50.000,2023-10-01T08:06:12.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10460,932 EAST  173 STREET,EAST  173 STREET,SOUTHERN BOULEVARD,HOE AVENUE,SOUTHERN BOULEVARD,HOE AVENUE,ADDRESS,BRONX,EAST  173 STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-10-01T08:06:17.000,03 BRONX,BRONX,1015192,243694,MOBILE,Unspecified,BRONX,40.835504863783285,-73.88818185441696,"{'latitude': '40.835504863783285', 'longitude': '-73.88818185441696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58955672,2023-09-28T07:34:27.000,2023-09-28T07:59:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11358,43-04 158 STREET,158 STREET,43 AVENUE,45 AVENUE,43 AVENUE,45 AVENUE,ADDRESS,FLUSHING,158 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T07:59:12.000,07 QUEENS,QUEENS,1037441,215745,ONLINE,Unspecified,QUEENS,40.75868666647614,-73.80800004189864,"{'latitude': '40.75868666647614', 'longitude': '-73.80800004189864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58946295,2023-09-28T07:34:08.000,2023-09-28T08:05:15.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,5 WEST  123 STREET,WEST  123 STREET,MOUNT MORRIS PARK WEST,LENOX AVENUE,MOUNT MORRIS PARK WEST,LENOX AVENUE,ADDRESS,NEW YORK,WEST  123 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T08:05:18.000,10 MANHATTAN,MANHATTAN,999461,232888,ONLINE,Unspecified,MANHATTAN,40.805886555178425,-73.94505498651843,"{'latitude': '40.805886555178425', 'longitude': '-73.94505498651843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58951910,2023-09-28T07:33:31.000,2023-09-28T11:08:26.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11229,2978 QUENTIN ROAD,QUENTIN ROAD,BURNETT STREET,MADISON PLACE,BURNETT STREET,MADISON PLACE,ADDRESS,BROOKLYN,QUENTIN ROAD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T11:08:31.000,18 BROOKLYN,BROOKLYN,1000307,161943,MOBILE,Unspecified,BROOKLYN,40.61115796205466,-73.94216826256219,"{'latitude': '40.61115796205466', 'longitude': '-73.94216826256219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3077110038,,,,,,,
58955322,2023-09-28T07:33:31.000,2023-09-28T08:57:54.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10302,11 KRAMER PLACE,KRAMER PLACE,JEWETT AVENUE,DERBY COURT,JEWETT AVENUE,DERBY COURT,ADDRESS,STATEN ISLAND,KRAMER PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T08:57:57.000,01 STATEN ISLAND,STATEN ISLAND,947944,168645,MOBILE,Unspecified,STATEN ISLAND,40.62949370575129,-74.13079756737937,"{'latitude': '40.62949370575129', 'longitude': '-74.13079756737937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58947019,2023-09-28T07:33:20.000,2023-09-28T11:13:21.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10018,273 WEST   38 STREET,WEST   38 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   38 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T11:13:27.000,05 MANHATTAN,MANHATTAN,986835,214094,ONLINE,Unspecified,MANHATTAN,40.754314714864584,-73.99066972005268,"{'latitude': '40.754314714864584', 'longitude': '-73.99066972005268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58955713,2023-09-28T07:33:17.000,2023-09-28T09:01:33.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10075,EAST   77 STREET,EAST   77 STREET,EAST   77 STREET,LEXINGTON AVENUE,EAST   77 STREET,LEXINGTON AVENUE,INTERSECTION,,,Closed,N/A,2023-09-28T09:01:37.000,08 MANHATTAN,MANHATTAN,995369,221138,PHONE,Unspecified,MANHATTAN,40.77364206279381,-73.9598555143181,"{'latitude': '40.77364206279381', 'longitude': '-73.9598555143181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58949776,2023-09-28T07:33:15.000,2023-09-28T12:08:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10459,830 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,LONGWOOD AVENUE,INTERVALE AVENUE,LONGWOOD AVENUE,INTERVALE AVENUE,ADDRESS,BRONX,SOUTHERN BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T12:08:54.000,02 BRONX,BRONX,1013155,236924,MOBILE,Unspecified,BRONX,40.81693005688337,-73.89557232028892,"{'latitude': '40.81693005688337', 'longitude': '-73.89557232028892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2027320012,,,,,,,
58946014,2023-09-28T07:33:14.000,2023-09-28T08:20:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10036,235 WEST   45 STREET,WEST   45 STREET,SHUBERT ALLEY,8 AVENUE,SHUBERT ALLEY,8 AVENUE,ADDRESS,NEW YORK,WEST   45 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T08:20:58.000,05 MANHATTAN,MANHATTAN,987829,215667,ONLINE,Unspecified,MANHATTAN,40.75863185241004,-73.98708114649413,"{'latitude': '40.75863185241004', 'longitude': '-73.98708114649413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58947026,2023-09-28T07:33:00.000,2023-09-28T12:44:08.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Gutter,10312,877 HUGUENOT AVENUE,HUGUENOT AVENUE,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,ADDRESS,STATEN ISLAND,HUGUENOT AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T12:44:11.000,03 STATEN ISLAND,STATEN ISLAND,930813,133453,ONLINE,Unspecified,STATEN ISLAND,40.53281209270412,-74.1922360497773,"{'latitude': '40.53281209270412', 'longitude': '-74.1922360497773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5063320046,,,,,,,
58952404,2023-09-28T07:33:00.000,2023-09-28T07:33:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10075,,,,,5 AVENUE,EAST 80 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T17:35:00.000,08 MANHATTAN,MANHATTAN,994434,222608,UNKNOWN,Unspecified,MANHATTAN,40.777677952928265,-73.96322904770176,"{'latitude': '40.777677952928265', 'longitude': '-73.96322904770176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953879,2023-09-28T07:32:59.000,2023-09-29T09:13:13.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11211,370 SOUTH    2 STREET,SOUTH    2 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,01 BROOKLYN,BROOKLYN,997309,197917,MOBILE,Unspecified,BROOKLYN,40.70990356167353,-73.95289634360928,"{'latitude': '40.70990356167353', 'longitude': '-73.95289634360928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3024240016,,,,,,,
58951257,2023-09-28T07:32:49.000,2023-09-28T08:05:32.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,5 WEST  123 STREET,WEST  123 STREET,MOUNT MORRIS PARK WEST,LENOX AVENUE,MOUNT MORRIS PARK WEST,LENOX AVENUE,ADDRESS,NEW YORK,WEST  123 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T08:05:38.000,10 MANHATTAN,MANHATTAN,999461,232888,ONLINE,Unspecified,MANHATTAN,40.805886555178425,-73.94505498651843,"{'latitude': '40.805886555178425', 'longitude': '-73.94505498651843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017210050,,,,,,,
58946034,2023-09-28T07:32:27.000,2023-09-28T08:21:52.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11206,211 THROOP AVENUE,THROOP AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,THROOP AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T08:21:50.000,03 BROOKLYN,BROOKLYN,999875,193120,PHONE,Unspecified,BROOKLYN,40.6967327666226,-73.94365194492447,"{'latitude': '40.6967327666226', 'longitude': '-73.94365194492447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3017490001,,,,,,,
58952237,2023-09-28T07:32:12.000,2023-09-28T08:58:28.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10455,366 EAST  156 STREET,EAST  156 STREET,COURTLANDT AVENUE,MELROSE AVENUE,COURTLANDT AVENUE,MELROSE AVENUE,ADDRESS,BRONX,EAST  156 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T08:58:32.000,01 BRONX,BRONX,1007265,238446,MOBILE,Unspecified,BRONX,40.82112482549109,-73.91684641613855,"{'latitude': '40.82112482549109', 'longitude': '-73.91684641613855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58946975,2023-09-28T07:32:02.000,2023-09-30T13:02:49.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10309,39 WOODROSE LANE,WOODROSE LANE,RAMONA AVENUE,DEAD END,RAMONA AVENUE,DEAD END,ADDRESS,STATEN ISLAND,WOODROSE LANE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-30T10:18:33.000,03 STATEN ISLAND,STATEN ISLAND,924410,134417,ONLINE,Unspecified,STATEN ISLAND,40.53541720480494,-74.21527885094955,"{'latitude': '40.53541720480494', 'longitude': '-74.21527885094955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953518,2023-09-28T07:32:00.000,2023-10-03T07:40:00.000,DEP,Department of Environmental Protection,Noise,Noise:  lawn care equipment (NCL),,11205,220 CLERMONT AVENUE,CLERMONT AVENUE,WILLOUGHBY AVE,DE KALB AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-03T07:40:00.000,02 BROOKLYN,BROOKLYN,992447,191028,ONLINE,Unspecified,BROOKLYN,40.69100070887545,-73.97044190226485,"{'latitude': '40.69100070887545', 'longitude': '-73.97044190226485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3020910003,,N/A,,,,,
58947321,2023-09-28T07:31:55.000,2023-09-28T08:58:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10455,366 EAST  156 STREET,EAST  156 STREET,COURTLANDT AVENUE,MELROSE AVENUE,COURTLANDT AVENUE,MELROSE AVENUE,ADDRESS,BRONX,EAST  156 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T08:58:27.000,01 BRONX,BRONX,1007265,238446,MOBILE,Unspecified,BRONX,40.82112482549109,-73.91684641613855,"{'latitude': '40.82112482549109', 'longitude': '-73.91684641613855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024020011,,,,,,,
58950480,2023-09-28T07:31:51.000,2023-10-10T16:46:16.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11432,177-05 JAMAICA AVENUE,JAMAICA AVENUE,177 STREET,178 STREET,177 STREET,178 STREET,ADDRESS,JAMAICA,JAMAICA AVENUE,Closed,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2023-10-10T16:46:22.000,12 QUEENS,QUEENS,1044210,197272,PHONE,Unspecified,QUEENS,40.707939665619854,-73.7837311615692,"{'latitude': '40.707939665619854', 'longitude': '-73.7837311615692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953513,2023-09-28T07:31:47.000,2023-09-28T08:38:46.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,140 MENAHAN STREET,MENAHAN STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,MENAHAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T08:38:49.000,04 BROOKLYN,BROOKLYN,1006670,192866,ONLINE,Unspecified,BROOKLYN,40.69602098995657,-73.91914815999966,"{'latitude': '40.69602098995657', 'longitude': '-73.91914815999966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
