unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58881279,2023-09-21T19:59:00.000,2023-09-26T19:30:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,10458,386 EAST MOSHOLU PARKWAY SOUTH,EAST MOSHOLU PARKWAY SOUTH,DECATUR AVE,WEBSTER AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T19:30:00.000,07 BRONX,2032810068,BRONX,1016980,255980,ONLINE,Unspecified,BRONX,40.869219808069296,-73.88166040976276,"{'latitude': '40.869219808069296', 'longitude': '-73.88166040976276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,
58888087,2023-09-21T19:58:46.000,2023-09-21T20:34:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10314,11 CHURCH AVENUE,CHURCH AVENUE,VICTORY BOULEVARD,TEMPLE COURT,VICTORY BOULEVARD,TEMPLE COURT,ADDRESS,STATEN ISLAND,CHURCH AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T20:34:47.000,02 STATEN ISLAND,5026200069,STATEN ISLAND,932452,155625,ONLINE,Unspecified,STATEN ISLAND,40.59367952734193,-74.18650970199032,"{'latitude': '40.59367952734193', 'longitude': '-74.18650970199032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58889026,2023-09-21T19:58:43.000,2023-09-23T14:03:23.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11421,86-04 88 AVENUE,88 AVENUE,86 STREET,87 STREET,86 STREET,87 STREET,ADDRESS,WOODHAVEN,88 AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-23T12:03:36.000,09 QUEENS,4089210002,QUEENS,1023808,191006,PHONE,Unspecified,QUEENS,40.69085571522952,-73.85735547369248,"{'latitude': '40.69085571522952', 'longitude': '-73.85735547369248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58883024,2023-09-21T19:58:42.000,2023-09-21T20:54:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,560 WINTHROP STREET,WINTHROP STREET,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,WINTHROP STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T20:54:16.000,09 BROOKLYN,3048290005,BROOKLYN,1000476,178880,MOBILE,Unspecified,BROOKLYN,40.65764611074324,-73.9415188581885,"{'latitude': '40.65764611074324', 'longitude': '-73.9415188581885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58885596,2023-09-21T19:58:30.000,2023-09-21T21:26:09.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10457,4178 PARK AVENUE,PARK AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,ADDRESS,BRONX,PARK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T21:26:13.000,06 BRONX,2029090001,BRONX,1011962,247785,ONLINE,Unspecified,BRONX,40.846744184247626,-73.89983750729425,"{'latitude': '40.846744184247626', 'longitude': '-73.89983750729425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58889693,2023-09-21T19:58:30.000,2023-09-21T20:18:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,165 SHERMAN AVENUE,SHERMAN AVENUE,ACADEMY STREET,WEST  204 STREET,ACADEMY STREET,WEST  204 STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T20:19:03.000,12 MANHATTAN,1022210011,MANHATTAN,1005613,254344,ONLINE,Unspecified,MANHATTAN,40.86476431663921,-73.92276447154296,"{'latitude': '40.86476431663921', 'longitude': '-73.92276447154296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58889587,2023-09-21T19:58:17.000,2023-09-21T20:01:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,234 SANDS STREET,SANDS STREET,BIKE PATH,NAVY STREET,BIKE PATH,NAVY STREET,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T20:01:44.000,02 BROOKLYN,3000900001,BROOKLYN,989518,194201,ONLINE,Unspecified,BROOKLYN,40.699712085471425,-73.9810012927035,"{'latitude': '40.699712085471425', 'longitude': '-73.9810012927035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882921,2023-09-21T19:57:56.000,2023-09-21T20:32:34.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,2030 EASTCHESTER ROAD,EASTCHESTER ROAD,STILLWELL AVENUE,SEMINOLE STREET,STILLWELL AVENUE,SEMINOLE STREET,ADDRESS,BRONX,EASTCHESTER ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T20:32:37.000,11 BRONX,2042180009,BRONX,1027547,250478,PHONE,Unspecified,BRONX,40.85407299408393,-73.84348965561855,"{'latitude': '40.85407299408393', 'longitude': '-73.84348965561855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58883092,2023-09-21T19:57:35.000,2023-09-21T20:22:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,168 DELANCEY STREET,DELANCEY STREET,CLINTON STREET,ATTORNEY STREET,CLINTON STREET,ATTORNEY STREET,ADDRESS,NEW YORK,DELANCEY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T20:22:57.000,03 MANHATTAN,1003480075,MANHATTAN,988250,200743,MOBILE,Unspecified,MANHATTAN,40.71766899024975,-73.9855703675894,"{'latitude': '40.71766899024975', 'longitude': '-73.9855703675894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58889652,2023-09-21T19:57:13.000,2023-09-21T20:18:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,240 OCEAN AVENUE,OCEAN AVENUE,EAST LAKE DRIVE,EAST DRIVE,EAST LAKE DRIVE,EAST DRIVE,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T20:18:28.000,55 BROOKLYN,,BROOKLYN,994743,178494,ONLINE,Unspecified,BROOKLYN,40.65659527506205,-73.9621821195341,"{'latitude': '40.65659527506205', 'longitude': '-73.9621821195341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884852,2023-09-21T19:57:08.000,2023-10-19T09:10:34.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,10465,412 CALHOUN AVENUE,CALHOUN AVENUE,SAMPSON AVENUE,DEWEY AVENUE,SAMPSON AVENUE,DEWEY AVENUE,ADDRESS,BRONX,CALHOUN AVENUE,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-10-19T09:10:39.000,10 BRONX,2055770047,BRONX,1034038,238190,PHONE,Unspecified,BRONX,40.8203118493364,-73.8201172129737,"{'latitude': '40.8203118493364', 'longitude': '-73.8201172129737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58890938,2023-09-21T19:57:07.000,2023-09-21T20:15:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11355,136-25 MAPLE AVENUE,MAPLE AVENUE,MAIN STREET,KISSENA BOULEVARD,MAIN STREET,KISSENA BOULEVARD,ADDRESS,FLUSHING,MAPLE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T20:15:42.000,07 QUEENS,4051347502,QUEENS,1031932,214591,MOBILE,Unspecified,QUEENS,40.75555066324067,-73.82789363694437,"{'latitude': '40.75555066324067', 'longitude': '-73.82789363694437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58888250,2023-09-21T19:57:02.000,2023-09-21T20:34:51.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10469,3600 BOSTON ROAD,BOSTON ROAD,EAST  222 STREET,EAST  223 STREET,EAST  222 STREET,EAST  223 STREET,ADDRESS,BRONX,BOSTON ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T20:34:56.000,12 BRONX,2048830001,BRONX,1027622,259615,ONLINE,Unspecified,BRONX,40.87915087367988,-73.8431594089731,"{'latitude': '40.87915087367988', 'longitude': '-73.8431594089731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58883030,2023-09-21T19:56:59.000,2023-09-21T20:19:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11423,81-25 190 STREET,190 STREET,81 AVENUE,ABERDEEN ROAD,81 AVENUE,ABERDEEN ROAD,ADDRESS,HOLLIS,190 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T20:19:13.000,08 QUEENS,4072730048,QUEENS,1045705,204372,ONLINE,Unspecified,QUEENS,40.72741714171165,-73.77827406987531,"{'latitude': '40.72741714171165', 'longitude': '-73.77827406987531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881842,2023-09-21T19:56:53.000,2023-09-25T20:16:34.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 MANHATTAN,1022420026,MANHATTAN,1006040,255774,ONLINE,Unspecified,MANHATTAN,40.868688186686455,-73.92121605195722,"{'latitude': '40.868688186686455', 'longitude': '-73.92121605195722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881856,2023-09-21T19:56:53.000,2023-09-25T20:16:34.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 MANHATTAN,1022420026,MANHATTAN,1006040,255774,ONLINE,Unspecified,MANHATTAN,40.868688186686455,-73.92121605195722,"{'latitude': '40.868688186686455', 'longitude': '-73.92121605195722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884653,2023-09-21T19:56:53.000,2023-09-25T20:16:35.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 MANHATTAN,1022420026,MANHATTAN,1006040,255774,ONLINE,Unspecified,MANHATTAN,40.868688186686455,-73.92121605195722,"{'latitude': '40.868688186686455', 'longitude': '-73.92121605195722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884641,2023-09-21T19:56:53.000,2023-09-25T20:16:35.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 MANHATTAN,1022420026,MANHATTAN,1006040,255774,ONLINE,Unspecified,MANHATTAN,40.868688186686455,-73.92121605195722,"{'latitude': '40.868688186686455', 'longitude': '-73.92121605195722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884425,2023-09-21T19:56:53.000,2023-09-25T20:16:35.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 MANHATTAN,1022420026,MANHATTAN,1006040,255774,ONLINE,Unspecified,MANHATTAN,40.868688186686455,-73.92121605195722,"{'latitude': '40.868688186686455', 'longitude': '-73.92121605195722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58890876,2023-09-21T19:56:24.000,2023-09-21T22:30:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,612 EAST   14 STREET,EAST   14 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,EAST   14 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:30:28.000,03 MANHATTAN,1003960010,MANHATTAN,990531,204920,MOBILE,Unspecified,MANHATTAN,40.72913251805134,-73.97733797177156,"{'latitude': '40.72913251805134', 'longitude': '-73.97733797177156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58885580,2023-09-21T19:56:22.000,2023-09-21T20:19:24.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11105,45-01 19 AVENUE,19 AVENUE,45 STREET,46 STREET,45 STREET,46 STREET,ADDRESS,ASTORIA,19 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T20:19:27.000,80 QUEENS,,QUEENS,1012930,222075,MOBILE,Unspecified,QUEENS,40.77617434694599,-73.8964486140877,"{'latitude': '40.77617434694599', 'longitude': '-73.8964486140877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58886182,2023-09-21T19:56:21.000,2023-09-22T07:33:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10473,2001 GILDERSLEEVE AVENUE,GILDERSLEEVE AVENUE,HUSSON AVENUE,BETTS AVENUE,HUSSON AVENUE,BETTS AVENUE,ADDRESS,BRONX,GILDERSLEEVE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T07:33:31.000,09 BRONX,2034600008,BRONX,1025492,234391,PHONE,Unspecified,BRONX,40.80992870632767,-73.85101697376057,"{'latitude': '40.80992870632767', 'longitude': '-73.85101697376057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58883927,2023-09-21T19:56:00.000,2023-09-22T23:37:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11205,340 MYRTLE AVENUE,MYRTLE AVENUE,CARLTON AVE,ADELPHI ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-22T23:37:00.000,02 BROOKLYN,3020730021,BROOKLYN,991817,191842,PHONE,Unspecified,BROOKLYN,40.69323551186245,-73.97271274590774,"{'latitude': '40.69323551186245', 'longitude': '-73.97271274590774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,
58884201,2023-09-21T19:55:47.000,2023-09-22T00:14:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1283 ROSEDALE AVENUE,ROSEDALE AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,ROSEDALE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T00:14:40.000,09 BRONX,2037830029,BRONX,1020418,242422,ONLINE,Unspecified,BRONX,40.83199373806956,-73.86930302919255,"{'latitude': '40.83199373806956', 'longitude': '-73.86930302919255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58887530,2023-09-21T19:55:40.000,2023-09-22T06:47:03.000,DOT,Department of Transportation,Street Sign - Missing,Other/Unknown,Street,11217,HANOVER PLACE,HANOVER PLACE,HANOVER PLACE,LIVINGSTON STREET,HANOVER PLACE,LIVINGSTON STREET,INTERSECTION,,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-22T06:47:07.000,02 BROOKLYN,,BROOKLYN,989044,190101,PHONE,Unspecified,BROOKLYN,40.68845880476236,-73.98271366147061,"{'latitude': '40.68845880476236', 'longitude': '-73.98271366147061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881629,2023-09-21T19:55:23.000,2023-09-21T20:09:33.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10457,1841 CARTER AVENUE,CARTER AVENUE,EAST  175 STREET,EAST  176 STREET,EAST  175 STREET,EAST  176 STREET,ADDRESS,BRONX,CARTER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T20:09:37.000,05 BRONX,2028920049,BRONX,1011282,247748,MOBILE,Unspecified,BRONX,40.84664473813887,-73.9022954522807,"{'latitude': '40.84664473813887', 'longitude': '-73.9022954522807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58888387,2023-09-21T19:55:21.000,2023-09-21T20:12:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10466,1138 EAST  229 STREET,EAST  229 STREET,229 DRIVE NORTH,229 DRIVE SOUTH,229 DRIVE NORTH,229 DRIVE SOUTH,ADDRESS,BRONX,EAST  229 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T20:12:30.000,12 BRONX,2049050003,BRONX,1026927,262254,ONLINE,Unspecified,BRONX,40.88639748222129,-73.8456558282842,"{'latitude': '40.88639748222129', 'longitude': '-73.8456558282842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58883050,2023-09-21T19:55:21.000,2023-09-21T22:05:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,319 BRINSMADE AVENUE,BRINSMADE AVENUE,MILES AVENUE,SAMPSON AVENUE,MILES AVENUE,SAMPSON AVENUE,ADDRESS,BRONX,BRINSMADE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:05:52.000,10 BRONX,2055810094,BRONX,1033597,237260,PHONE,Unspecified,BRONX,40.817761741030665,-73.82171736900027,"{'latitude': '40.817761741030665', 'longitude': '-73.82171736900027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881468,2023-09-21T19:55:15.000,2023-09-21T20:23:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11369,22-45 95 STREET,95 STREET,DITMARS BOULEVARD,23 AVENUE,DITMARS BOULEVARD,23 AVENUE,ADDRESS,EAST ELMHURST,95 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T20:23:52.000,03 QUEENS,4010720051,QUEENS,1018769,219613,ONLINE,Unspecified,QUEENS,40.76939593361693,-73.8753791197256,"{'latitude': '40.76939593361693', 'longitude': '-73.8753791197256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58886057,2023-09-21T19:55:07.000,2023-09-21T21:12:11.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11366,172-01 73 AVENUE,73 AVENUE,172 STREET,173 STREET,172 STREET,173 STREET,ADDRESS,FRESH MEADOWS,73 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T21:12:16.000,08 QUEENS,4069600009,QUEENS,1040326,204953,PHONE,Unspecified,QUEENS,40.72904757593042,-73.7976762632053,"{'latitude': '40.72904757593042', 'longitude': '-73.7976762632053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58888328,2023-09-21T19:55:00.000,2023-09-21T20:09:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11104,45-01 QUEENS BOULEVARD,QUEENS BOULEVARD,45 STREET,46 STREET,45 STREET,46 STREET,ADDRESS,SUNNYSIDE,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T20:10:00.000,02 QUEENS,4001600005,QUEENS,1006560,210075,ONLINE,Unspecified,QUEENS,40.743255808651206,-73.91948780566948,"{'latitude': '40.743255808651206', 'longitude': '-73.91948780566948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58888778,2023-09-21T19:54:44.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11222,92 MILTON STREET,MILTON STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MILTON STREET,In Progress,,,01 BROOKLYN,3025660011,BROOKLYN,996284,204964,ONLINE,Unspecified,BROOKLYN,40.72924733128856,-73.956580906592,"{'latitude': '40.72924733128856', 'longitude': '-73.956580906592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58887411,2023-09-21T19:54:43.000,2023-09-21T19:54:43.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10453,1978 DR MARTIN LUTHER KING JR BLVD,DR MARTIN LUTHER KING JR BLVD,WEST BURNSIDE AVENUE,WEST 179 STREET,WEST BURNSIDE AVENUE,WEST  179 STREET,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-21T19:54:43.000,05 BRONX,2028680127,BRONX,1008682,250583,MOBILE,Unspecified,BRONX,40.854433546491066,-73.91168256285728,"{'latitude': '40.854433546491066', 'longitude': '-73.91168256285728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58889962,2023-09-21T19:54:41.000,2023-09-21T21:53:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11201,357 ADAMS STREET,ADAMS STREET,JOHNSON STREET,WILLOUGHBY STREET,JOHNSON STREET,WILLOUGHBY STREET,ADDRESS,BROOKLYN,ADAMS STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T21:53:39.000,02 BROOKLYN,,BROOKLYN,987322,191830,ONLINE,Unspecified,BROOKLYN,40.69320527643084,-73.98892210844116,"{'latitude': '40.69320527643084', 'longitude': '-73.98892210844116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58890937,2023-09-21T19:54:39.000,2023-09-21T22:53:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,234 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:53:26.000,10 MANHATTAN,1018290050,MANHATTAN,996831,231602,MOBILE,Unspecified,MANHATTAN,40.802360975539656,-73.95455745266254,"{'latitude': '40.802360975539656', 'longitude': '-73.95455745266254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58885014,2023-09-21T19:54:36.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,11369,32-60 106 STREET,106 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,106 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-22T02:32:35.000,03 QUEENS,4017007501,QUEENS,1022212,215688,MOBILE,Unspecified,QUEENS,40.75860871933603,-73.86297134822482,"{'latitude': '40.75860871933603', 'longitude': '-73.86297134822482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58889711,2023-09-21T19:54:27.000,2023-09-21T20:18:53.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11105,45-01 19 AVENUE,19 AVENUE,45 STREET,46 STREET,45 STREET,46 STREET,ADDRESS,ASTORIA,19 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T20:18:57.000,80 QUEENS,,QUEENS,1012930,222075,MOBILE,Unspecified,QUEENS,40.77617434694599,-73.8964486140877,"{'latitude': '40.77617434694599', 'longitude': '-73.8964486140877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882758,2023-09-21T19:54:07.000,2023-09-21T20:39:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10453,137 WEST TREMONT AVENUE,WEST TREMONT AVENUE,HARRISON AVENUE,UNIVERSITY AVENUE,HARRISON AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,WEST TREMONT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T20:39:26.000,05 BRONX,2028680081,BRONX,1007950,248976,MOBILE,Unspecified,BRONX,40.85002480608151,-73.91433429495969,"{'latitude': '40.85002480608151', 'longitude': '-73.91433429495969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58891205,2023-09-21T19:53:59.000,2023-09-21T22:12:00.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11237,398 HARMAN STREET,HARMAN STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,HARMAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:12:05.000,04 BROOKLYN,3032900023,BROOKLYN,1007289,195005,PHONE,Unspecified,BROOKLYN,40.701890453448335,-73.91690858347816,"{'latitude': '40.701890453448335', 'longitude': '-73.91690858347816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
