unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58809636,2023-09-13T21:57:22.000,2023-09-13T21:59:47.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,100-01 67 ROAD,67 ROAD,BOOTH STREET,QUEENS BOULEVARD,BOOTH STREET,QUEENS BOULEVARD,ADDRESS,FOREST HILLS,67 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T21:59:51.000,06 QUEENS,,QUEENS,1024876,203636,ONLINE,Unspecified,QUEENS,40.725517190186196,-73.85342811146505,"{'latitude': '40.725517190186196', 'longitude': '-73.85342811146505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805627,2023-09-13T21:57:16.000,2023-09-13T22:24:22.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10459,1272 UNION AVENUE,UNION AVENUE,FREEMAN STREET,,FREEMAN STREET,,ADDRESS,BRONX,UNION AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T22:24:26.000,03 BRONX,2029680029,BRONX,1012312,241837,MOBILE,Unspecified,BRONX,40.830417557629545,-73.89859735206635,"{'latitude': '40.830417557629545', 'longitude': '-73.89859735206635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802536,2023-09-13T21:57:11.000,2023-09-13T22:04:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10451,891 BROOK AVENUE,BROOK AVENUE,3 AVENUE,EAST  161 STREET,3 AVENUE,EAST  161 STREET,ADDRESS,BRONX,BROOK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T22:04:16.000,03 BRONX,,BRONX,1009028,239157,PHONE,Unspecified,BRONX,40.8230715489424,-73.91047404621315,"{'latitude': '40.8230715489424', 'longitude': '-73.91047404621315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808276,2023-09-13T21:57:09.000,2023-09-13T22:13:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T22:13:06.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806402,2023-09-13T21:57:05.000,2023-10-02T09:41:34.000,DSNY,Department of Sanitation,Dead Animal,Dog,Sidewalk,10462,METROPOLITAN AVENUE,METROPOLITAN AVENUE,RED OAK DRIVE,LINDEN DRIVE,RED OAK DRIVE,LINDEN DRIVE,BLOCKFACE,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T04:45:40.000,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,
58800834,2023-09-13T21:57:03.000,2023-09-13T22:39:51.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10030,269 WEST  134 STREET,WEST  134 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  134 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T22:39:55.000,10 MANHATTAN,1019400007,MANHATTAN,999192,236359,PHONE,Unspecified,MANHATTAN,40.81541394334261,-73.946018938847,"{'latitude': '40.81541394334261', 'longitude': '-73.946018938847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809600,2023-09-13T21:57:02.000,2023-09-13T22:11:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,181 WEST TREMONT AVENUE,WEST TREMONT AVENUE,ANDREWS AVENUE SOUTH,,ANDREWS AVENUE SOUTH,,ADDRESS,BRONX,WEST TREMONT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T22:11:22.000,05 BRONX,2028790050,BRONX,1007570,249578,MOBILE,Unspecified,BRONX,40.85167812876717,-73.91570574312267,"{'latitude': '40.85167812876717', 'longitude': '-73.91570574312267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804380,2023-09-13T21:56:59.000,2023-09-13T22:12:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11224,2940 WEST   21 STREET,WEST   21 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,WEST   21 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T22:13:01.000,13 BROOKLYN,3070580013,BROOKLYN,987632,148962,ONLINE,Unspecified,BROOKLYN,40.575541628437065,-73.98782570662668,"{'latitude': '40.575541628437065', 'longitude': '-73.98782570662668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808185,2023-09-13T21:56:56.000,2023-09-13T22:07:42.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10019,1633 BROADWAY,BROADWAY,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T22:07:44.000,05 MANHATTAN,1010220043,MANHATTAN,988693,216739,ONLINE,Unspecified,MANHATTAN,40.76157382560385,-73.98396172072285,"{'latitude': '40.76157382560385', 'longitude': '-73.98396172072285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801830,2023-09-13T21:56:49.000,2023-09-13T22:07:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11377,40-52 72 STREET,72 STREET,ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,WOODSIDE,72 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T22:07:11.000,04 QUEENS,,QUEENS,1013782,210997,ONLINE,Unspecified,QUEENS,40.74576529793688,-73.89342106960484,"{'latitude': '40.74576529793688', 'longitude': '-73.89342106960484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806079,2023-09-13T21:56:33.000,2023-09-14T09:40:51.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11436,117-33 140 STREET,140 STREET,FOCH BOULEVARD,120 AVENUE,FOCH BOULEVARD,120 AVENUE,ADDRESS,JAMAICA,140 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-14T09:40:56.000,12 QUEENS,4120120021,QUEENS,1039349,186296,ONLINE,Unspecified,QUEENS,40.67784476656982,-73.8013539449186,"{'latitude': '40.67784476656982', 'longitude': '-73.8013539449186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808681,2023-09-13T21:56:30.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11206,701 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,In Progress,,,03 BROOKLYN,3017610045,BROOKLYN,1000605,192424,ONLINE,Unspecified,BROOKLYN,40.69482108965932,-73.94102105452257,"{'latitude': '40.69482108965932', 'longitude': '-73.94102105452257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808090,2023-09-13T21:56:21.000,2023-09-14T00:48:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,54-27 73 PLACE,73 PLACE,DEAD END,57 AVENUE,DEAD END,57 AVENUE,ADDRESS,MASPETH,73 PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T00:48:12.000,05 QUEENS,4028030082,QUEENS,1015017,204960,ONLINE,Unspecified,QUEENS,40.72919102963967,-73.88899165522024,"{'latitude': '40.72919102963967', 'longitude': '-73.88899165522024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801666,2023-09-13T21:56:13.000,2023-09-13T21:56:13.000,DOT,Department of Transportation,Street Condition,Pothole,,11378,,,,,53 DRIVE,65 PLACE,INTERSECTION,QUEENS,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T21:56:13.000,05 QUEENS,,QUEENS,1011899,204893,UNKNOWN,Unspecified,QUEENS,40.729017426962,-73.90024176647529,"{'latitude': '40.729017426962', 'longitude': '-73.90024176647529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58802401,2023-09-13T21:56:08.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10036,219 WEST   43 STREET,WEST   43 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   43 STREET,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-11-27T11:12:24.000,05 MANHATTAN,1010157501,MANHATTAN,987784,215091,ONLINE,Unspecified,MANHATTAN,40.75705089765811,-73.98724388245766,"{'latitude': '40.75705089765811', 'longitude': '-73.98724388245766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"219 WEST   43 STREET, MANHATTAN (NEW YORK), NY, 10036",,,,,
58802743,2023-09-13T21:56:04.000,2023-09-14T00:07:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,1857 77 STREET,77 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,77 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T00:07:03.000,11 BROOKLYN,3062380047,BROOKLYN,985341,162084,ONLINE,Unspecified,BROOKLYN,40.611559459444216,-73.99607057355341,"{'latitude': '40.611559459444216', 'longitude': '-73.99607057355341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804612,2023-09-13T21:56:02.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10465,3233 PHILIP AVENUE,PHILIP AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,10 BRONX,2054770137,BRONX,1034891,242123,PHONE,Unspecified,BRONX,40.831101942754245,-73.81700566950443,"{'latitude': '40.831101942754245', 'longitude': '-73.81700566950443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802699,2023-09-13T21:56:00.000,2023-09-14T10:20:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10304,618 ELBE AVENUE,ELBE AVENUE,MANTON PL,STEUBEN ST,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-14T10:20:00.000,01 STATEN ISLAND,5028940045,STATEN ISLAND,961701,161198,MOBILE,Unspecified,STATEN ISLAND,40.609098948502044,-74.08121116769418,"{'latitude': '40.609098948502044', 'longitude': '-74.08121116769418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807955,2023-09-13T21:55:53.000,2023-09-14T00:27:36.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11435,145-04 111 AVENUE,111 AVENUE,145 STREET,INWOOD STREET,145 STREET,INWOOD STREET,ADDRESS,JAMAICA,111 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:27:42.000,12 QUEENS,4119610044,QUEENS,1039795,189603,PHONE,Unspecified,QUEENS,40.68691891786992,-73.79971874627284,"{'latitude': '40.68691891786992', 'longitude': '-73.79971874627284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808210,2023-09-13T21:55:53.000,2023-09-13T21:56:59.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,599 JOHNSON AVENUE,JOHNSON AVENUE,GARDNER AVENUE,SCOTT AVENUE,GARDNER AVENUE,SCOTT AVENUE,ADDRESS,BROOKLYN,JOHNSON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T21:57:04.000,01 BROOKLYN,3029890042,BROOKLYN,1005537,197676,MOBILE,Unspecified,BROOKLYN,40.70922610426098,-73.92321882049573,"{'latitude': '40.70922610426098', 'longitude': '-73.92321882049573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809740,2023-09-13T21:55:51.000,2023-09-20T11:56:40.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10302,137 HEBERTON AVENUE,HEBERTON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,01 STATEN ISLAND,5010150001,STATEN ISLAND,947807,171320,PHONE,Unspecified,STATEN ISLAND,40.6368354428596,-74.13130557443678,"{'latitude': '40.6368354428596', 'longitude': '-74.13130557443678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800553,2023-09-13T21:55:51.000,2023-09-20T11:56:40.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10302,137 HEBERTON AVENUE,HEBERTON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,01 STATEN ISLAND,5010150001,STATEN ISLAND,947807,171320,PHONE,Unspecified,STATEN ISLAND,40.6368354428596,-74.13130557443678,"{'latitude': '40.6368354428596', 'longitude': '-74.13130557443678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800740,2023-09-13T21:55:51.000,2023-09-20T11:56:40.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,10302,137 HEBERTON AVENUE,HEBERTON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,01 STATEN ISLAND,5010150001,STATEN ISLAND,947807,171320,PHONE,Unspecified,STATEN ISLAND,40.6368354428596,-74.13130557443678,"{'latitude': '40.6368354428596', 'longitude': '-74.13130557443678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805803,2023-09-13T21:55:43.000,2023-09-20T12:05:24.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10023,62 WEST   71 STREET,WEST   71 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,07 MANHATTAN,1011230060,MANHATTAN,990222,222125,PHONE,Unspecified,MANHATTAN,40.776356094489564,-73.97843757229006,"{'latitude': '40.776356094489564', 'longitude': '-73.97843757229006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800577,2023-09-13T21:55:42.000,2023-10-08T05:03:12.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11214,1863 76 STREET,76 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-08T00:00:00.000,11 BROOKLYN,3062270046,BROOKLYN,985526,162270,PHONE,Unspecified,BROOKLYN,40.61206996644438,-73.9954042286987,"{'latitude': '40.61206996644438', 'longitude': '-73.9954042286987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805651,2023-09-13T21:55:25.000,2023-09-13T22:26:07.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10128,410 EAST   89 STREET,EAST   89 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   89 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-13T22:26:10.000,08 MANHATTAN,1015680043,MANHATTAN,998796,222943,MOBILE,Unspecified,MANHATTAN,40.77859133735318,-73.94747863067401,"{'latitude': '40.77859133735318', 'longitude': '-73.94747863067401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808203,2023-09-13T21:55:24.000,2023-09-13T22:34:23.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11249,96 WYTHE AVENUE,WYTHE AVENUE,NORTH   11 STREET,NORTH   10 STREET,NORTH   11 STREET,NORTH   10 STREET,ADDRESS,BROOKLYN,WYTHE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T22:34:26.000,01 BROOKLYN,3022950021,BROOKLYN,995800,202137,MOBILE,Unspecified,BROOKLYN,40.72148854900699,-73.95833204713233,"{'latitude': '40.72148854900699', 'longitude': '-73.95833204713233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806990,2023-09-13T21:55:20.000,2023-09-13T22:07:26.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10019,250 WEST   50 STREET,WEST   50 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST   50 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T22:07:31.000,05 MANHATTAN,1010210001,MANHATTAN,988396,216832,ONLINE,Unspecified,MANHATTAN,40.76182923096574,-73.98503376979151,"{'latitude': '40.76182923096574', 'longitude': '-73.98503376979151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803013,2023-09-13T21:55:16.000,2023-09-13T22:41:38.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11220,LEIF ERICSON PARK,LEIF ERICSON PARK,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,UNRECOGNIZED,BROOKLYN,LEIF ERICSON PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T22:41:41.000,10 BROOKLYN,3058440001,BROOKLYN,979061,170650,ONLINE,Leif Ericson Park,BROOKLYN,40.63506988524358,-74.0186956713075,"{'latitude': '40.63506988524358', 'longitude': '-74.0186956713075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809518,2023-09-13T21:55:06.000,2023-09-13T22:09:13.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11225,227 ROGERS AVENUE,ROGERS AVENUE,UNION STREET,PRESIDENT STREET,UNION STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,ROGERS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T22:09:16.000,09 BROOKLYN,3012750007,BROOKLYN,997181,182894,MOBILE,Unspecified,BROOKLYN,40.66866907588705,-73.95338687293571,"{'latitude': '40.66866907588705', 'longitude': '-73.95338687293571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803634,2023-09-13T21:55:03.000,2023-10-03T14:53:02.000,DOT,Department of Transportation,Outdoor Dining,Sidewalk Zone Blocked,Sidewalk,11106,25-07 BROADWAY,BROADWAY,CRESCENT STREET,29 STREET,CRESCENT STREET,29 STREET,ADDRESS,ASTORIA,BROADWAY,Closed,The Department of Transportation inspected this location and determined that the establishment has 24 hours to come into compliance.,2023-10-03T14:53:05.000,01 QUEENS,4005790016,QUEENS,1004139,217383,ONLINE,Unspecified,QUEENS,40.7633201845432,-73.92820307578113,"{'latitude': '40.7633201845432', 'longitude': '-73.92820307578113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807243,2023-09-13T21:54:52.000,2023-09-13T22:22:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10024,CENTRAL PARK WEST,CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   77 STREET,CENTRAL PARK WEST,WEST   77 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T22:22:32.000,07 MANHATTAN,,MANHATTAN,991569,223263,MOBILE,Unspecified,MANHATTAN,40.779478591619075,-73.9735728717903,"{'latitude': '40.779478591619075', 'longitude': '-73.9735728717903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800309,2023-09-13T21:54:51.000,2023-09-13T22:42:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,106 MILLER AVENUE,MILLER AVENUE,ARLINGTON AVENUE,FULTON STREET,ARLINGTON AVENUE,FULTON STREET,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T22:42:08.000,05 BROOKLYN,3036640035,BROOKLYN,1013979,186596,MOBILE,Unspecified,BROOKLYN,40.67878975568773,-73.8928178612052,"{'latitude': '40.67878975568773', 'longitude': '-73.8928178612052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803448,2023-09-13T21:54:25.000,,DOE,Department of Education,School Maintenance,Other School Condition,School,11423,191-02 90 AVENUE,90 AVENUE,191 STREET,192 STREET,191 STREET,192 STREET,ADDRESS,HOLLIS,90 AVENUE,In Progress,,,12 QUEENS,4104470007,QUEENS,1048167,199402,ONLINE,P.S. 035 Nathaniel Woodhull,QUEENS,40.7137582898432,-73.7694385593686,"{'latitude': '40.7137582898432', 'longitude': '-73.7694385593686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806870,2023-09-13T21:54:13.000,2023-09-13T21:55:25.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,1277 FLUSHING AVENUE,FLUSHING AVENUE,SCOTT AVENUE,CYPRESS AVENUE,SCOTT AVENUE,CYPRESS AVENUE,ADDRESS,BROOKLYN,FLUSHING AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T21:55:29.000,01 BROOKLYN,3029960046,BROOKLYN,1005798,197619,MOBILE,Unspecified,BROOKLYN,40.709069021050105,-73.92227758902884,"{'latitude': '40.709069021050105', 'longitude': '-73.92227758902884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806888,2023-09-13T21:54:01.000,2023-09-13T22:24:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11223,1684 WEST   10 STREET,WEST   10 STREET,AVENUE P,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST   10 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T22:24:26.000,11 BROOKLYN,3066210042,BROOKLYN,988921,160073,ONLINE,Unspecified,BROOKLYN,40.60603851285432,-73.98317797138695,"{'latitude': '40.60603851285432', 'longitude': '-73.98317797138695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807481,2023-09-13T21:53:55.000,2023-09-14T15:05:34.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11206,239 HART STREET,HART STREET,THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,HART STREET,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-14T15:05:38.000,03 BROOKLYN,3017690160,BROOKLYN,1000461,192129,ONLINE,Unspecified,BROOKLYN,40.69401164814333,-73.941541053109,"{'latitude': '40.69401164814333', 'longitude': '-73.941541053109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805761,2023-09-13T21:53:50.000,2023-09-13T22:18:18.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,10016,274 EAST   36 STREET,EAST   36 STREET,QUEENS MIDTOWN TUNNEL EXIT,2 AVENUE,QUEENS MIDTOWN TUNNEL EXIT,2 AVENUE,ADDRESS,NEW YORK,EAST   36 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T22:18:21.000,06 MANHATTAN,,MANHATTAN,991057,211164,ONLINE,Unspecified,MANHATTAN,40.74627036252975,-73.97543383076953,"{'latitude': '40.74627036252975', 'longitude': '-73.97543383076953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803723,2023-09-13T21:53:47.000,2023-10-14T00:02:17.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Mobile Food Vendor,Business,10001,WEST   33 STREET,WEST   33 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,BLOCKFACE,,,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-14T00:02:29.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
