unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_company_borough
58879757,2023-09-20T10:21:18.000,2023-09-21T09:38:11.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10036,4 WEST   43 STREET,WEST   43 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   43 STREET,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-21T09:38:11.000,05 MANHATTAN,1012580042,MANHATTAN,989533,214115,ONLINE,Unspecified,MANHATTAN,40.75437115413887,-73.98093156246755,"{'latitude': '40.75437115413887', 'longitude': '-73.98093156246755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879366,2023-09-20T10:21:12.000,2023-09-20T10:24:57.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T10:25:02.000,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,ONLINE,Unspecified,BROOKLYN,40.655078823851085,-73.87248959993701,"{'latitude': '40.655078823851085', 'longitude': '-73.87248959993701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879903,2023-09-20T10:20:51.000,2023-09-20T11:23:51.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10025,825 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST  100 STREET,WEST  103 STREET,WEST  100 STREET,WEST  103 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T11:23:55.000,07 MANHATTAN,1018360001,MANHATTAN,993820,229174,MOBILE,Unspecified,MANHATTAN,40.79570055226163,-73.96543663781749,"{'latitude': '40.79570055226163', 'longitude': '-73.96543663781749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873127,2023-09-20T10:20:49.000,2023-09-21T04:37:51.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10455,701 ELTON AVENUE,ELTON AVENUE,EAST  154 STREET,EAST  155 STREET,EAST  154 STREET,EAST  155 STREET,ADDRESS,BRONX,ELTON AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-21T04:37:58.000,01 BRONX,2023760023,BRONX,1007922,237786,MOBILE,Unspecified,BRONX,40.81931157625939,-73.91447499370537,"{'latitude': '40.81931157625939', 'longitude': '-73.91447499370537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875207,2023-09-20T10:20:46.000,2023-10-08T05:03:12.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11238,230 ST MARKS AVENUE,ST MARKS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-08T00:00:00.000,08 BROOKLYN,3011520012,BROOKLYN,993094,186454,PHONE,Unspecified,BROOKLYN,40.678445501501656,-73.96811484655714,"{'latitude': '40.678445501501656', 'longitude': '-73.96811484655714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876629,2023-09-20T10:20:44.000,2023-09-27T19:30:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11434,163-15 130 AVENUE,130 AVENUE,,,,,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,12 QUEENS,4124950002,QUEENS,1045859,185847,PHONE,Unspecified,QUEENS,40.676569452491314,-73.7778879217062,"{'latitude': '40.676569452491314', 'longitude': '-73.7778879217062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871212,2023-09-20T10:20:44.000,2023-09-27T19:30:25.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11434,163-15 130 AVENUE,130 AVENUE,,,,,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,12 QUEENS,4124950002,QUEENS,1045859,185847,PHONE,Unspecified,QUEENS,40.676569452491314,-73.7778879217062,"{'latitude': '40.676569452491314', 'longitude': '-73.7778879217062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871357,2023-09-20T10:20:32.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11230,820 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,14 BROOKLYN,3065120012,BROOKLYN,993407,168451,PHONE,Unspecified,BROOKLYN,40.62903088285389,-73.96701083562357,"{'latitude': '40.62903088285389', 'longitude': '-73.96701083562357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879089,2023-09-20T10:20:29.000,2023-10-09T09:57:24.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10467,2856 BRONX PARK EAST,BRONX PARK EAST,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,11 BRONX,2045060040,BRONX,1020078,255306,PHONE,Unspecified,BRONX,40.86735785461471,-73.87046280541475,"{'latitude': '40.86735785461471', 'longitude': '-73.87046280541475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877891,2023-09-20T10:20:29.000,2023-10-04T20:24:31.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10467,2856 BRONX PARK EAST,BRONX PARK EAST,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,11 BRONX,2045060040,BRONX,1020078,255306,PHONE,Unspecified,BRONX,40.86735785461471,-73.87046280541475,"{'latitude': '40.86735785461471', 'longitude': '-73.87046280541475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879196,2023-09-20T10:20:29.000,2023-09-22T13:18:54.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10467,2856 BRONX PARK EAST,BRONX PARK EAST,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-22T00:00:00.000,11 BRONX,2045060040,BRONX,1020078,255306,PHONE,Unspecified,BRONX,40.86735785461471,-73.87046280541475,"{'latitude': '40.86735785461471', 'longitude': '-73.87046280541475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875962,2023-09-20T10:20:29.000,2023-09-20T11:14:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11222,21 COMMERCIAL STREET,COMMERCIAL STREET,DUPONT STREET,BLUE SLIP,DUPONT STREET,BLUE SLIP,ADDRESS,BROOKLYN,COMMERCIAL STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T11:14:30.000,01 BROOKLYN,3024727501,BROOKLYN,995489,207348,MOBILE,Unspecified,BROOKLYN,40.73579187102002,-73.95944531176498,"{'latitude': '40.73579187102002', 'longitude': '-73.95944531176498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878468,2023-09-20T10:20:27.000,2023-09-20T12:01:56.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10006,73 BROADWAY,BROADWAY,EXCHANGE ALLEY,RECTOR STREET,EXCHANGE ALLEY,RECTOR STREET,ADDRESS,NEW YORK,BROADWAY,Closed,N/A,2023-09-20T12:02:00.000,01 MANHATTAN,1000210006,MANHATTAN,980912,196984,ONLINE,Unspecified,MANHATTAN,40.707351705083084,-74.01203966451274,"{'latitude': '40.707351705083084', 'longitude': '-74.01203966451274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876544,2023-09-20T10:20:17.000,2023-09-29T15:12:58.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11236,1130 EAST   98 STREET,EAST   98 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,18 BROOKLYN,3082050049,BROOKLYN,1012154,173885,PHONE,Unspecified,BROOKLYN,40.64390683037971,-73.89945014175126,"{'latitude': '40.64390683037971', 'longitude': '-73.89945014175126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877852,2023-09-20T10:20:17.000,2023-09-21T19:01:09.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11236,1130 EAST   98 STREET,EAST   98 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-21T00:00:00.000,18 BROOKLYN,3082050049,BROOKLYN,1012154,173885,PHONE,Unspecified,BROOKLYN,40.64390683037971,-73.89945014175126,"{'latitude': '40.64390683037971', 'longitude': '-73.89945014175126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872129,2023-09-20T10:20:17.000,2023-09-20T10:41:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,5-85 46 ROAD,46 ROAD,5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,ADDRESS,LONG ISLAND CITY,46 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T10:41:47.000,02 QUEENS,,QUEENS,996748,211276,ONLINE,Unspecified,QUEENS,40.746571562516756,-73.95489505205023,"{'latitude': '40.746571562516756', 'longitude': '-73.95489505205023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871493,2023-09-20T10:20:02.000,2023-09-20T10:23:58.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T10:24:02.000,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,ONLINE,Unspecified,BROOKLYN,40.655078823851085,-73.87248959993701,"{'latitude': '40.655078823851085', 'longitude': '-73.87248959993701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878292,2023-09-20T10:19:37.000,2023-09-21T16:09:13.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11225,287 LINCOLN ROAD,LINCOLN ROAD,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,LINCOLN ROAD,Closed,The Department of Transportation inspected the condition and sent notice to responsible party. Temporary repairs were made to make the area safe.,2023-09-21T16:09:17.000,09 BROOKLYN,3013290077,BROOKLYN,997317,180261,PHONE,Unspecified,BROOKLYN,40.66144187645087,-73.95290172911493,"{'latitude': '40.66144187645087', 'longitude': '-73.95290172911493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876869,2023-09-20T10:19:37.000,2023-09-22T08:55:33.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10467,690 MACE AVENUE,MACE AVENUE,OLINVILLE AVENUE,WHITE PLAINS ROAD,OLINVILLE AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,MACE AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-20T10:19:37.000,11 BRONX,2044260032,BRONX,1020814,253796,PHONE,Unspecified,BRONX,40.86321034930407,-73.86781001828952,"{'latitude': '40.86321034930407', 'longitude': '-73.86781001828952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875671,2023-09-20T10:19:31.000,2023-09-26T10:36:47.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10302,137 HARRISON AVENUE,HARRISON AVENUE,TREADWELL AVENUE,NICHOLAS AVENUE,TREADWELL AVENUE,NICHOLAS AVENUE,ADDRESS,STATEN ISLAND,HARRISON AVENUE,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-26T10:36:53.000,01 STATEN ISLAND,5010870008,STATEN ISLAND,945651,171328,PHONE,Unspecified,STATEN ISLAND,40.636848268194214,-74.1390737610238,"{'latitude': '40.636848268194214', 'longitude': '-74.1390737610238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875912,2023-09-20T10:19:26.000,2023-09-21T05:35:32.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,10309,71 CYPRESS LOOP,CYPRESS LOOP,BEND,HAMPTON PLACE,BEND,HAMPTON PLACE,ADDRESS,STATEN ISLAND,CYPRESS LOOP,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T05:35:36.000,03 STATEN ISLAND,5070557501,STATEN ISLAND,924822,139456,PHONE,Unspecified,STATEN ISLAND,40.549251038327554,-74.21384091033134,"{'latitude': '40.549251038327554', 'longitude': '-74.21384091033134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871583,2023-09-20T10:19:25.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11219,5523 12 AVENUE,12 AVENUE,55 STREET,56 STREET,55 STREET,56 STREET,ADDRESS,BROOKLYN,12 AVENUE,In Progress,,,12 BROOKLYN,3056830001,BROOKLYN,984809,169829,ONLINE,Unspecified,BROOKLYN,40.63281791673898,-73.99798602283285,"{'latitude': '40.63281791673898', 'longitude': '-73.99798602283285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873649,2023-09-20T10:19:25.000,2023-09-20T10:19:25.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11224,2908 WEST   23 STREET,WEST   23 STREET,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings has reviewed this complaint and determnined that it would be best addressed by its Quality of Life Unit.,2023-09-20T00:00:00.000,13 BROOKLYN,3070560012,BROOKLYN,987013,149080,UNKNOWN,Unspecified,BROOKLYN,40.57586572978995,-73.99005389243777,"{'latitude': '40.57586572978995', 'longitude': '-73.99005389243777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876059,2023-09-20T10:19:24.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Adult Establishment,,10011,135 WEST   24 STREET,WEST   24 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-25T00:00:00.000,04 MANHATTAN,1008000020,MANHATTAN,986071,210352,UNKNOWN,Unspecified,MANHATTAN,40.74404405823165,-73.99342830927787,"{'latitude': '40.74404405823165', 'longitude': '-73.99342830927787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875727,2023-09-20T10:19:01.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10314,2485 RICHMOND AVENUE,RICHMOND AVENUE,RICHMOND HILL ROAD,RING ROAD,RICHMOND HILL ROAD,RING ROAD,ADDRESS,STATEN ISLAND,RICHMOND AVENUE,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-20T11:45:21.000,02 STATEN ISLAND,5024000025,STATEN ISLAND,937546,153368,PHONE,Unspecified,STATEN ISLAND,40.58751283172037,-74.1681521201919,"{'latitude': '40.58751283172037', 'longitude': '-74.1681521201919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878059,2023-09-20T10:19:01.000,2023-09-20T10:33:27.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T10:33:29.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872746,2023-09-20T10:18:59.000,2023-09-20T10:30:26.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T10:30:29.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875900,2023-09-20T10:18:57.000,2023-09-21T04:27:09.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,10468,2683 MORRIS AVENUE,MORRIS AVENUE,EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T04:27:13.000,07 BRONX,2033170053,BRONX,1013047,255384,ONLINE,Unspecified,BRONX,40.86759767804488,-73.89588323198846,"{'latitude': '40.86759767804488', 'longitude': '-73.89588323198846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875045,2023-09-20T10:18:57.000,2023-09-20T12:04:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,130 LENOX ROAD,LENOX ROAD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LENOX ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T12:04:29.000,17 BROOKLYN,3050840029,BROOKLYN,996737,177491,ONLINE,Unspecified,BROOKLYN,40.653839672440746,-73.95499739119894,"{'latitude': '40.653839672440746', 'longitude': '-73.95499739119894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872906,2023-09-20T10:18:56.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10467,651 EAST  222 STREET,EAST  222 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  222 STREET,In Progress,,,12 BRONX,2048240029,BRONX,1022022,262196,ONLINE,Unspecified,BRONX,40.88626064836841,-73.86339537922274,"{'latitude': '40.88626064836841', 'longitude': '-73.86339537922274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870950,2023-09-20T10:18:50.000,2023-09-20T11:13:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11201,85 ADAMS STREET,ADAMS STREET,FRONT STREET,YORK STREET,FRONT STREET,YORK STREET,ADDRESS,BROOKLYN,ADAMS STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T11:13:20.000,02 BROOKLYN,3000527501,BROOKLYN,987412,194967,PHONE,Unspecified,BROOKLYN,40.70181557936636,-73.98859608814186,"{'latitude': '40.70181557936636', 'longitude': '-73.98859608814186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876735,2023-09-20T10:18:49.000,2023-09-20T10:29:58.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T10:30:02.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881040,2023-09-20T10:18:41.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11101,11-14 38 AVENUE,38 AVENUE,11 STREET,12 STREET,11 STREET,12 STREET,ADDRESS,LONG ISLAND CITY,38 AVENUE,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-20T13:27:02.000,01 QUEENS,4004730012,QUEENS,1000466,215558,ONLINE,Unspecified,QUEENS,40.75831852903446,-73.9414665666819,"{'latitude': '40.75831852903446', 'longitude': '-73.9414665666819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879675,2023-09-20T10:18:41.000,2023-09-20T11:44:09.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11101,11-14 38 AVENUE,38 AVENUE,11 STREET,12 STREET,11 STREET,12 STREET,ADDRESS,LONG ISLAND CITY,38 AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-20T11:44:14.000,01 QUEENS,4004730012,QUEENS,1000466,215558,ONLINE,Unspecified,QUEENS,40.75831852903446,-73.9414665666819,"{'latitude': '40.75831852903446', 'longitude': '-73.9414665666819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877407,2023-09-20T10:18:38.000,2023-09-20T10:42:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,5-61 46 ROAD,46 ROAD,5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,ADDRESS,LONG ISLAND CITY,46 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T10:42:08.000,02 QUEENS,,QUEENS,996746,211277,ONLINE,Unspecified,QUEENS,40.74657431009181,-73.95490226813749,"{'latitude': '40.74657431009181', 'longitude': '-73.95490226813749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880704,2023-09-20T10:18:38.000,2023-09-20T10:29:46.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T10:29:52.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874328,2023-09-20T10:18:29.000,2023-10-03T16:39:38.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11421,86-06 90 STREET,90 STREET,86 ROAD,JAMAICA AVENUE,86 ROAD,JAMAICA AVENUE,ADDRESS,WOODHAVEN,90 STREET,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-03T16:39:41.000,09 QUEENS,4088680008,QUEENS,1024456,192208,MOBILE,Unspecified,QUEENS,40.694152002947376,-73.85501164238742,"{'latitude': '40.694152002947376', 'longitude': '-73.85501164238742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874538,2023-09-20T10:18:26.000,2023-09-20T23:41:45.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11432,181-41 KRUGER ROAD,KRUGER ROAD,RADNOR STREET,AVON STREET,RADNOR STREET,AVON STREET,ADDRESS,JAMAICA,KRUGER ROAD,Closed,The Department of Sanitation removed the items.,2023-09-20T23:41:51.000,08 QUEENS,4099470124,QUEENS,1044529,200630,ONLINE,Unspecified,QUEENS,40.71715438002448,-73.78255050358254,"{'latitude': '40.71715438002448', 'longitude': '-73.78255050358254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871701,2023-09-20T10:18:23.000,2023-09-22T13:23:01.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,10128,1 AVENUE,1 AVENUE,1 AVENUE,EAST   95 STREET,1 AVENUE,EAST   95 STREET,INTERSECTION,,,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-22T13:23:08.000,08 MANHATTAN,,MANHATTAN,999423,224393,PHONE,Unspecified,MANHATTAN,40.78257014859958,-73.94521144226012,"{'latitude': '40.78257014859958', 'longitude': '-73.94521144226012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
