unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date,vehicle_type
58939133,2023-09-27T15:49:17.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Protection,Restaurant/Bar/Deli/Bakery,11369,103-02 ASTORIA BOULEVARD,ASTORIA BOULEVARD,31 AVENUE,HUMPHREYS STREET,31 AVENUE,HUMPHREYS STREET,ADDRESS,EAST ELMHURST,ASTORIA BOULEVARD,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-28T08:55:02.000,03 QUEENS,4016900001,QUEENS,1021445,216693,ONLINE,Unspecified,QUEENS,40.76137044344883,-73.86573436722847,"{'latitude': '40.76137044344883', 'longitude': '-73.86573436722847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936720,2023-09-27T15:49:13.000,2023-09-27T16:03:17.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10003,219 FIRST AVENUE,FIRST AVENUE,EAST   13 STREET,EAST   14 STREET,EAST   13 STREET,EAST   14 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-27T16:03:19.000,03 MANHATTAN,,MANHATTAN,988961,205513,MOBILE,Unspecified,MANHATTAN,40.730761133483746,-73.98300216148367,"{'latitude': '40.730761133483746', 'longitude': '-73.98300216148367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940497,2023-09-27T15:49:04.000,2023-09-28T07:25:13.000,DOT,Department of Transportation,Street Sign - Missing,Bus Stop,Street,11420,129-16 131 STREET,131 STREET,SUTTER AVENUE,131 AVENUE,SUTTER AVENUE,131 AVENUE,ADDRESS,SOUTH OZONE PARK,131 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-28T07:25:19.000,10 QUEENS,4117680097,QUEENS,1037654,184114,MOBILE,Unspecified,QUEENS,40.67186607020647,-73.80748212457391,"{'latitude': '40.67186607020647', 'longitude': '-73.80748212457391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940868,2023-09-27T15:48:56.000,2023-09-27T16:41:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10019,829 9 AVENUE,9 AVENUE,WEST   54 STREET,WEST   55 STREET,WEST   54 STREET,WEST   55 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T16:41:59.000,04 MANHATTAN,1010640032,MANHATTAN,987863,218435,MOBILE,Unspecified,MANHATTAN,40.766229286340646,-73.98695693148424,"{'latitude': '40.766229286340646', 'longitude': '-73.98695693148424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935967,2023-09-27T15:48:52.000,2023-09-27T18:02:49.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10466,1918 PITMAN AVENUE,PITMAN AVENUE,ELY AVENUE,GRACE AVENUE,ELY AVENUE,GRACE AVENUE,ADDRESS,BRONX,PITMAN AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T18:02:57.000,12 BRONX,,BRONX,1026532,265843,PHONE,Unspecified,BRONX,40.89625003836019,-73.84706170695152,"{'latitude': '40.89625003836019', 'longitude': '-73.84706170695152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940484,2023-09-27T15:48:44.000,2023-09-28T14:06:55.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11228,8511 13 AVENUE,13 AVENUE,85 STREET,86 STREET,85 STREET,86 STREET,ADDRESS,BROOKLYN,13 AVENUE,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-28T14:06:58.000,10 BROOKLYN,3063390006,BROOKLYN,980525,163165,PHONE,Unspecified,BROOKLYN,40.614525865698454,-74.0134168322727,"{'latitude': '40.614525865698454', 'longitude': '-74.0134168322727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942471,2023-09-27T15:48:31.000,2023-09-27T16:28:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1515 MACOMBS ROAD,MACOMBS ROAD,CROMWELL AVENUE,GOBLE PLACE,CROMWELL AVENUE,GOBLE PLACE,ADDRESS,BRONX,MACOMBS ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T16:28:50.000,04 BRONX,,BRONX,1007089,246792,ONLINE,Unspecified,BRONX,40.84403264095015,-73.91745389128857,"{'latitude': '40.84403264095015', 'longitude': '-73.91745389128857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936948,2023-09-27T15:48:24.000,2023-09-27T22:04:09.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11235,760 ORIENTAL BOULEVARD,ORIENTAL BOULEVARD,HASTINGS STREET,MANHATTAN BEACH PROMENADE,HASTINGS STREET,MANHATTAN BEACH PROMENADE,ADDRESS,BROOKLYN,ORIENTAL BOULEVARD,Closed,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,2023-09-27T22:04:13.000,15 BROOKLYN,,BROOKLYN,999793,149806,PHONE,Unspecified,BROOKLYN,40.57784526230184,-73.94404743329734,"{'latitude': '40.57784526230184', 'longitude': '-73.94404743329734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935823,2023-09-27T15:48:18.000,2023-09-27T16:16:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10002,156 DELANCEY STREET,DELANCEY STREET,SUFFOLK STREET,CLINTON STREET,SUFFOLK STREET,CLINTON STREET,ADDRESS,NEW YORK,DELANCEY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T16:16:40.000,03 MANHATTAN,,MANHATTAN,988049,200832,ONLINE,Unspecified,MANHATTAN,40.71791336247671,-73.98629540637614,"{'latitude': '40.71791336247671', 'longitude': '-73.98629540637614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58937692,2023-09-27T15:48:10.000,2023-11-02T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460,1710 VYSE AVENUE,VYSE AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-11-02T00:00:00.000,03 BRONX,2029970024,BRONX,1015672,243853,UNKNOWN,Unspecified,BRONX,40.835939577655196,-73.88644648832965,"{'latitude': '40.835939577655196', 'longitude': '-73.88644648832965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936144,2023-09-27T15:48:02.000,2023-09-27T16:21:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T16:21:09.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944666,2023-09-27T15:47:49.000,2023-09-30T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11102,14-14 30 ROAD,30 ROAD,,,,,ADDRESS,ASTORIA,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-30T00:00:00.000,01 QUEENS,4005350031,QUEENS,1003569,219775,UNKNOWN,Unspecified,QUEENS,40.769886866924004,-73.93025383191957,"{'latitude': '40.769886866924004', 'longitude': '-73.93025383191957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942308,2023-09-27T15:47:49.000,2023-10-12T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10452,1265 GERARD AVENUE,GERARD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-12T00:00:00.000,04 BRONX,2024890054,BRONX,1006494,244079,UNKNOWN,Unspecified,BRONX,40.836587768244534,-73.91961337374968,"{'latitude': '40.836587768244534', 'longitude': '-73.91961337374968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940785,2023-09-27T15:47:38.000,2023-09-29T10:29:48.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Supermarket or Grocery Store,Business,10455,760 EAST  156 STREET,EAST  156 STREET,FOREST AVENUE,WESTCHESTER AVENUE,FOREST AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,EAST  156 STREET,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-29T10:29:51.000,01 BRONX,,BRONX,1010317,237329,PHONE,Unspecified,BRONX,40.81805049778869,-73.90582383541177,"{'latitude': '40.81805049778869', 'longitude': '-73.90582383541177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942661,2023-09-27T15:47:22.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11210,1408 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,17 BROOKLYN,3049950030,BROOKLYN,999423,171827,PHONE,Unspecified,BROOKLYN,40.63828902338627,-73.94532990526294,"{'latitude': '40.63828902338627', 'longitude': '-73.94532990526294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943069,2023-09-27T15:47:20.000,2023-10-06T11:44:04.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10017,ED KOCH BRIDGE,ED KOCH BRIDGE,ROOSEVELT ISLAND SHORELINE,ED KOCH QUEENSBORO BRIDGE,ROOSEVELT ISLAND SHORELINE,ED KOCH QUEENSBORO BRIDGE,UNRECOGNIZED,NEW YORK,ED KOCH QUEENSBORO BRIDGE,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-10-06T11:44:07.000,06 MANHATTAN,,MANHATTAN,995869,215582,PHONE,Unspecified,MANHATTAN,40.758391639040816,-73.95805989864488,"{'latitude': '40.758391639040816', 'longitude': '-73.95805989864488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","ED KOCH QUEENSBORO BRIDGE, MANHATTAN (NEW YORK) ,NY, 10017",,,,,,,
58942646,2023-09-27T15:47:07.000,2023-09-29T09:07:38.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11249,105 SOUTH    5 STREET,SOUTH    5 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,01 BROOKLYN,3024437501,BROOKLYN,994161,198490,ONLINE,Unspecified,BROOKLYN,40.71148039671297,-73.96425029690327,"{'latitude': '40.71148039671297', 'longitude': '-73.96425029690327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945753,2023-09-27T15:47:06.000,2023-09-27T18:28:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10457,420 EAST  180 STREET,EAST  180 STREET,WEBSTER AVENUE,PARK AVENUE,WEBSTER AVENUE,PARK AVENUE,ADDRESS,BRONX,EAST  180 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T18:28:55.000,06 BRONX,,BRONX,1012596,249741,PHONE,Unspecified,BRONX,40.852110809860974,-73.8975377047654,"{'latitude': '40.852110809860974', 'longitude': '-73.8975377047654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941451,2023-09-27T15:47:06.000,2023-10-08T10:39:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11231,92 COFFEY STREET,COFFEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,06 BROOKLYN,3005870145,BROOKLYN,980539,185463,PHONE,Unspecified,BROOKLYN,40.675729070429064,-74.01337867285842,"{'latitude': '40.675729070429064', 'longitude': '-74.01337867285842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941432,2023-09-27T15:47:06.000,2023-10-08T10:39:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11231,92 COFFEY STREET,COFFEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,06 BROOKLYN,3005870145,BROOKLYN,980539,185463,PHONE,Unspecified,BROOKLYN,40.675729070429064,-74.01337867285842,"{'latitude': '40.675729070429064', 'longitude': '-74.01337867285842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945111,2023-09-27T15:47:06.000,2023-10-08T10:39:19.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11231,92 COFFEY STREET,COFFEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,06 BROOKLYN,3005870145,BROOKLYN,980539,185463,PHONE,Unspecified,BROOKLYN,40.675729070429064,-74.01337867285842,"{'latitude': '40.675729070429064', 'longitude': '-74.01337867285842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943999,2023-09-27T15:47:06.000,2023-10-08T10:39:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11231,92 COFFEY STREET,COFFEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,06 BROOKLYN,3005870145,BROOKLYN,980539,185463,PHONE,Unspecified,BROOKLYN,40.675729070429064,-74.01337867285842,"{'latitude': '40.675729070429064', 'longitude': '-74.01337867285842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941470,2023-09-27T15:47:06.000,2023-10-08T10:39:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11231,92 COFFEY STREET,COFFEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,06 BROOKLYN,3005870145,BROOKLYN,980539,185463,PHONE,Unspecified,BROOKLYN,40.675729070429064,-74.01337867285842,"{'latitude': '40.675729070429064', 'longitude': '-74.01337867285842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940147,2023-09-27T15:47:06.000,2023-10-08T10:39:18.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11231,92 COFFEY STREET,COFFEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,06 BROOKLYN,3005870145,BROOKLYN,980539,185463,PHONE,Unspecified,BROOKLYN,40.675729070429064,-74.01337867285842,"{'latitude': '40.675729070429064', 'longitude': '-74.01337867285842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940719,2023-09-27T15:47:04.000,2023-10-03T07:06:32.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11365,FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,BLOCKFACE,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T12:19:48.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,
58943393,2023-09-27T15:47:00.000,2023-09-28T09:05:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10018,218 WEST   37 STREET,WEST   37 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-28T09:05:00.000,05 MANHATTAN,1007860060,MANHATTAN,987010,213696,ONLINE,Unspecified,MANHATTAN,40.75322225299473,-73.99003823971427,"{'latitude': '40.75322225299473', 'longitude': '-73.99003823971427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938098,2023-09-27T15:46:49.000,2023-09-30T13:10:45.000,DSNY,Department of Sanitation,Dirty Condition,Dirt or Gravel,Street,10314,COLLEGE AVENUE,COLLEGE AVENUE,COLLEGE AVENUE,LOCKWOOD PLACE,COLLEGE AVENUE,LOCKWOOD PLACE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T12:49:56.000,01 STATEN ISLAND,,STATEN ISLAND,947054,165611,PHONE,Unspecified,STATEN ISLAND,40.62116232941439,-74.13398719600144,"{'latitude': '40.62116232941439', 'longitude': '-74.13398719600144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944104,2023-09-27T15:46:39.000,2023-09-27T16:05:10.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11434,140-32 170 STREET,170 STREET,140 AVENUE,143 ROAD,140 AVENUE,143 ROAD,ADDRESS,JAMAICA,170 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T16:05:14.000,12 QUEENS,,QUEENS,1048049,183499,PHONE,Unspecified,QUEENS,40.67010922946836,-73.77001481847637,"{'latitude': '40.67010922946836', 'longitude': '-73.77001481847637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943713,2023-09-27T15:46:36.000,2023-09-27T17:36:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11106,23-35 BROADWAY,BROADWAY,23 STREET,CRESCENT STREET,23 STREET,CRESCENT STREET,ADDRESS,ASTORIA,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T17:36:44.000,01 QUEENS,4005670007,QUEENS,1003634,217744,ONLINE,Unspecified,QUEENS,40.76431215780196,-73.93002502392218,"{'latitude': '40.76431215780196', 'longitude': '-73.93002502392218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936438,2023-09-27T15:46:35.000,2023-09-27T16:28:36.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10002,113 ELDRIDGE STREET,ELDRIDGE STREET,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T16:28:35.000,03 MANHATTAN,,MANHATTAN,986485,200948,PHONE,Unspecified,MANHATTAN,40.718232287978466,-73.99193737477364,"{'latitude': '40.718232287978466', 'longitude': '-73.99193737477364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58937749,2023-09-27T15:46:23.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11379,60-68 74 STREET,74 STREET,60 AVENUE,ELIOT AVENUE,60 AVENUE,ELIOT AVENUE,ADDRESS,MIDDLE VILLAGE,74 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T09:08:00.000,05 QUEENS,4028430038,QUEENS,1015802,202586,ONLINE,Unspecified,QUEENS,40.72267221691345,-73.8861704831512,"{'latitude': '40.72267221691345', 'longitude': '-73.8861704831512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944157,2023-09-27T15:46:03.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2749 BRIGHTON    7 STREET,BRIGHTON    7 STREET,SHORE PARKWAY,BANNER AVENUE,SHORE PARKWAY,BANNER AVENUE,ADDRESS,BROOKLYN,BRIGHTON    7 STREET,In Progress,,,13 BROOKLYN,3072450038,BROOKLYN,994715,151925,MOBILE,Unspecified,BROOKLYN,40.58366894665158,-73.96232422000126,"{'latitude': '40.58366894665158', 'longitude': '-73.96232422000126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935778,2023-09-27T15:46:00.000,2023-09-27T16:27:12.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10018,555 WEST   39 STREET,WEST   39 STREET,LINCOLN TUNNEL EXIT WEST   39 ST,11 AVENUE,LINCOLN TUNNEL EXIT WEST   39 ST,11 AVENUE,ADDRESS,NEW YORK,WEST   39 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T16:27:15.000,04 MANHATTAN,,MANHATTAN,984610,215622,MOBILE,Unspecified,MANHATTAN,40.75850905596989,-73.99870053683391,"{'latitude': '40.75850905596989', 'longitude': '-73.99870053683391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942476,2023-09-27T15:45:53.000,2023-09-27T16:51:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10040,165 BENNETT AVENUE,BENNETT AVENUE,WEST  189 STREET,WEST  190 STREET,WEST  189 STREET,WEST  190 STREET,ADDRESS,NEW YORK,BENNETT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T16:51:18.000,12 MANHATTAN,1021800483,MANHATTAN,1002458,251075,ONLINE,Unspecified,MANHATTAN,40.85579896898619,-73.9341798957315,"{'latitude': '40.85579896898619', 'longitude': '-73.9341798957315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944149,2023-09-27T15:45:49.000,,EDC,Economic Development Corporation,Noise - Helicopter,News Gathering,Above Address,10471,5700 ARLINGTON AVENUE,ARLINGTON AVENUE,WEST  259 STREET,INDEPENDENCE AVENUE,WEST  259 STREET,INDEPENDENCE AVENUE,ADDRESS,BRONX,ARLINGTON AVENUE,In Progress,,,08 BRONX,2059530038,BRONX,1010005,269611,ONLINE,Unspecified,BRONX,40.90665570023825,-73.90682699003065,"{'latitude': '40.90665570023825', 'longitude': '-73.90682699003065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940403,2023-09-27T15:45:39.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10469,2425 KINGSLAND AVENUE,KINGSLAND AVENUE,WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,ADDRESS,BRONX,KINGSLAND AVENUE,In Progress,,,11 BRONX,,BRONX,1028785,253157,PHONE,Unspecified,BRONX,40.861419876134384,-73.83899673393017,"{'latitude': '40.861419876134384', 'longitude': '-73.83899673393017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938107,2023-09-27T15:45:31.000,2023-09-29T15:39:37.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Sidewalk,11101,2-15 BORDEN AVENUE,BORDEN AVENUE,QUEENS MIDTOWN TUNNEL,5 STREET,QUEENS MIDTOWN TUNNEL,5 STREET,ADDRESS,LONG ISLAND CITY,BORDEN AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T09:28:10.000,02 QUEENS,4000150006,QUEENS,995839,209645,ONLINE,Unspecified,QUEENS,40.74209611392194,-73.95817841850368,"{'latitude': '40.74209611392194', 'longitude': '-73.95817841850368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942904,2023-09-27T15:45:16.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2737 BRIGHTON    7 STREET,BRIGHTON    7 STREET,SHORE PARKWAY,BANNER AVENUE,SHORE PARKWAY,BANNER AVENUE,ADDRESS,BROOKLYN,BRIGHTON    7 STREET,In Progress,,,13 BROOKLYN,3072450042,BROOKLYN,994711,151956,MOBILE,Unspecified,BROOKLYN,40.583754040216,-73.96233857269644,"{'latitude': '40.583754040216', 'longitude': '-73.96233857269644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939388,2023-09-27T15:45:15.000,2023-10-12T09:40:05.000,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,10469,3419 BOSTON ROAD,BOSTON ROAD,WILSON AVENUE,FISH AVENUE,WILSON AVENUE,FISH AVENUE,ADDRESS,BRONX,BOSTON ROAD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T03:45:44.000,12 BRONX,,BRONX,1025729,258399,PHONE,Unspecified,BRONX,40.87582243444289,-73.85001233714299,"{'latitude': '40.87582243444289', 'longitude': '-73.85001233714299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
