unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,taxi_company_borough,bridge_highway_name,bridge_highway_segment
58817349,2023-09-14T10:56:05.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,10465,737 REVERE AVENUE,REVERE AVENUE,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-04T00:00:00.000,10 BRONX,2055440099,BRONX,1032946,240498,UNKNOWN,Unspecified,BRONX,40.82665272958478,-73.8240458208844,"{'latitude': '40.82665272958478', 'longitude': '-73.8240458208844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,
58818250,2023-09-14T10:56:01.000,2023-09-18T10:58:31.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11216,802 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T07:24:20.000,08 BROOKLYN,3012540040,BROOKLYN,998014,183833,PHONE,Unspecified,BROOKLYN,40.67124516478674,-73.95038219276184,"{'latitude': '40.67124516478674', 'longitude': '-73.95038219276184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST JOHNS PLACE,LINCOLN PLACE,ST JOHNS PLACE,LINCOLN PLACE,NOSTRAND AVENUE,,,,,,
58817333,2023-09-14T10:56:00.000,2023-09-18T10:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11372,37-63 76 STREET,76 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Department of Environmental Protection investigated this complaint and resolved the leak.,2023-09-18T10:00:00.000,03 QUEENS,4012870043,QUEENS,1014832,211589,ONLINE,Unspecified,QUEENS,40.74738661924126,-73.88962900476895,"{'latitude': '40.74738661924126', 'longitude': '-73.88962900476895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 RD,ROOSEVELT AVE,,,,,,,,,
58811645,2023-09-14T10:56:00.000,2023-09-14T17:10:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11207,1526 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-14T17:10:00.000,04 BROOKLYN,3034660038,BROOKLYN,1010361,187942,MOBILE,Unspecified,BROOKLYN,40.68249562947907,-73.90585663178965,"{'latitude': '40.68249562947907', 'longitude': '-73.90585663178965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FURMAN AVE,ABERDEEN ST,,,,,,,,,
58818424,2023-09-14T10:56:00.000,2023-09-15T09:49:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11375,111-39 76 ROAD,76 ROAD,ADDRESS,FOREST HILLS,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-15T09:49:00.000,06 QUEENS,4033400036,QUEENS,1029784,200397,ONLINE,Unspecified,QUEENS,40.716603029969725,-73.83574281097168,"{'latitude': '40.716603029969725', 'longitude': '-73.83574281097168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUSTIN ST,QUEENS BLVD,,,,N/A,,,,,
58815088,2023-09-14T10:55:47.000,2023-09-14T11:34:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11354,37-22 UNION STREET,UNION STREET,ADDRESS,FLUSHING,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T11:34:06.000,07 QUEENS,4049780046,QUEENS,1032061,217007,MOBILE,Unspecified,QUEENS,40.76218125564436,-73.82741083602468,"{'latitude': '40.76218125564436', 'longitude': '-73.82741083602468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,UNION STREET,,,,,,
58819148,2023-09-14T10:55:14.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11237,315 BLEECKER STREET,BLEECKER STREET,ADDRESS,BROOKLYN,In Progress,,,04 BROOKLYN,3033010060,BROOKLYN,1007579,194534,MOBILE,Unspecified,BROOKLYN,40.7005969095202,-73.91586431477981,"{'latitude': '40.7005969095202', 'longitude': '-73.91586431477981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,BLEECKER STREET,,,,,,
58817213,2023-09-14T10:55:11.000,2023-09-16T12:55:42.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10312,70 HUGUENOT AVENUE,HUGUENOT AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T09:55:21.000,03 STATEN ISLAND,,STATEN ISLAND,928191,140596,ONLINE,Unspecified,STATEN ISLAND,40.55240204733827,-74.2017276639403,"{'latitude': '40.55240204733827', 'longitude': '-74.2017276639403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RAILY COURT,SUSSEX GREEN,RAILY COURT,SUSSEX GREEN,HUGUENOT AVENUE,,,,,,
58810605,2023-09-14T10:55:08.000,2023-09-14T11:06:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10032,780 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T11:06:10.000,12 MANHATTAN,1021340022,MANHATTAN,998612,243206,MOBILE,Unspecified,MANHATTAN,40.83420797158663,-73.94809965222906,"{'latitude': '40.83420797158663', 'longitude': '-73.94809965222906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  155 STREET,DEAD END,WEST  155 STREET,DEAD END,RIVERSIDE DRIVE,,,,,,
58817381,2023-09-14T10:54:52.000,2023-09-14T11:01:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10029,1170 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-14T11:01:48.000,11 MANHATTAN,1016040001,MANHATTAN,996868,226791,PHONE,Unspecified,MANHATTAN,40.78915603440696,-73.95443284825755,"{'latitude': '40.78915603440696', 'longitude': '-73.95443284825755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,5 AVENUE,,,,,,
58812805,2023-09-14T10:54:45.000,2023-09-14T11:09:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11231,68 CARROLL STREET,CARROLL STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T11:09:40.000,06 BROOKLYN,3003530012,BROOKLYN,983358,188081,ONLINE,Unspecified,BROOKLYN,40.68291562016256,-74.00321613102477,"{'latitude': '40.68291562016256', 'longitude': '-74.00321613102477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLUMBIA STREET,HICKS STREET,COLUMBIA STREET,HICKS STREET,CARROLL STREET,,,,,,
58812601,2023-09-14T10:54:43.000,2023-09-14T11:15:23.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11361,47-16 201 STREET,201 STREET,ADDRESS,BAYSIDE,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-14T11:15:23.000,11 QUEENS,4073520010,QUEENS,1045387,213735,ONLINE,Unspecified,QUEENS,40.753118371620396,-73.7793362928819,"{'latitude': '40.753118371620396', 'longitude': '-73.7793362928819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEEKS LANE,48 AVENUE,WEEKS LANE,48 AVENUE,201 STREET,,,,,,
58811976,2023-09-14T10:54:40.000,2023-09-26T12:18:56.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10452,1386 OGDEN AVENUE,OGDEN AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,04 BRONX,2025220053,BRONX,1005201,246142,PHONE,Unspecified,BRONX,40.84225326318137,-73.92427964339073,"{'latitude': '40.84225326318137', 'longitude': '-73.92427964339073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58818911,2023-09-14T10:54:40.000,2023-09-26T12:18:55.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10452,1386 OGDEN AVENUE,OGDEN AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,04 BRONX,2025220053,BRONX,1005201,246142,PHONE,Unspecified,BRONX,40.84225326318137,-73.92427964339073,"{'latitude': '40.84225326318137', 'longitude': '-73.92427964339073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58815459,2023-09-14T10:54:40.000,2023-09-26T12:18:56.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10452,1386 OGDEN AVENUE,OGDEN AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,04 BRONX,2025220053,BRONX,1005201,246142,PHONE,Unspecified,BRONX,40.84225326318137,-73.92427964339073,"{'latitude': '40.84225326318137', 'longitude': '-73.92427964339073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58813459,2023-09-14T10:54:40.000,2023-11-06T16:35:05.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,11377,53-31 SKILLMAN AVENUE,SKILLMAN AVENUE,ADDRESS,WOODSIDE,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-06T16:35:09.000,02 QUEENS,4012380045,QUEENS,1009115,210952,MOBILE,Unspecified,QUEENS,40.7456561382992,-73.91026410091489,"{'latitude': '40.7456561382992', 'longitude': '-73.91026410091489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",54 STREET,54 STREET,54 STREET,54 STREET,SKILLMAN AVENUE,,"53-31 SKILLMAN AVENUE, QUEENS (WOODSIDE), NY, 11377",,,,
58817781,2023-09-14T10:54:40.000,2023-09-26T12:18:56.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10452,1386 OGDEN AVENUE,OGDEN AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,04 BRONX,2025220053,BRONX,1005201,246142,PHONE,Unspecified,BRONX,40.84225326318137,-73.92427964339073,"{'latitude': '40.84225326318137', 'longitude': '-73.92427964339073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58816704,2023-09-14T10:54:40.000,2023-09-26T12:18:56.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10452,1386 OGDEN AVENUE,OGDEN AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,04 BRONX,2025220053,BRONX,1005201,246142,PHONE,Unspecified,BRONX,40.84225326318137,-73.92427964339073,"{'latitude': '40.84225326318137', 'longitude': '-73.92427964339073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58813058,2023-09-14T10:54:37.000,2023-09-14T11:43:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,461 ST JOHNS PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T11:43:05.000,08 BROOKLYN,3011740063,BROOKLYN,994671,184648,MOBILE,Unspecified,BROOKLYN,40.673486723082746,-73.96243210289688,"{'latitude': '40.673486723082746', 'longitude': '-73.96243210289688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WASHINGTON AVENUE,CLASSON AVENUE,WASHINGTON AVENUE,CLASSON AVENUE,ST JOHNS PLACE,,,,,,
58813395,2023-09-14T10:54:36.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11237,317 BLEECKER STREET,BLEECKER STREET,ADDRESS,BROOKLYN,In Progress,,,04 BROOKLYN,3033010059,BROOKLYN,1007588,194546,MOBILE,Unspecified,BROOKLYN,40.700629822967024,-73.9158318148524,"{'latitude': '40.700629822967024', 'longitude': '-73.9158318148524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,BLEECKER STREET,,,,,,
58811016,2023-09-14T10:54:33.000,2023-09-25T14:37:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10472,1248 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,09 BRONX,2037630028,BRONX,1021019,242110,PHONE,Unspecified,BRONX,40.831134907020925,-73.86713296424642,"{'latitude': '40.831134907020925', 'longitude': '-73.86713296424642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58815230,2023-09-14T10:54:29.000,2023-09-19T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10002,57 ORCHARD STREET,ORCHARD STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:01.000,03 MANHATTAN,1003080019,MANHATTAN,986760,200409,UNKNOWN,Unspecified,MANHATTAN,40.7167527885759,-73.99094553015429,"{'latitude': '40.7167527885759', 'longitude': '-73.99094553015429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,2023-10-14T10:54:29.000,,,
58814695,2023-09-14T10:54:18.000,2023-09-22T10:19:09.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10024,172 WEST   82 STREET,WEST   82 STREET,ADDRESS,NEW YORK,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-22T10:19:12.000,07 MANHATTAN,1012120159,MANHATTAN,990909,225161,ONLINE,Unspecified,MANHATTAN,40.784688619596565,-73.97595408983506,"{'latitude': '40.784688619596565', 'longitude': '-73.97595408983506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST   82 STREET,,,,,,
58811692,2023-09-14T10:54:13.000,2023-09-14T12:07:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11358,170-16 39 AVENUE,39 AVENUE,ADDRESS,FLUSHING,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T12:08:01.000,07 QUEENS,4053230005,QUEENS,1040890,216800,ONLINE,Unspecified,QUEENS,40.761560941035825,-73.79554157499989,"{'latitude': '40.761560941035825', 'longitude': '-73.79554157499989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",170 STREET,171 STREET,170 STREET,171 STREET,39 AVENUE,,,,,,
58816806,2023-09-14T10:54:09.000,2023-09-14T11:22:10.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11104,45-54 41 STREET,41 STREET,ADDRESS,SUNNYSIDE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T11:22:13.000,02 QUEENS,4001930055,QUEENS,1005426,209816,PHONE,Unspecified,QUEENS,40.74254770664578,-73.92358099134702,"{'latitude': '40.74254770664578', 'longitude': '-73.92358099134702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS BOULEVARD,47 AVENUE,QUEENS BOULEVARD,47 AVENUE,41 STREET,,,,,,
58811302,2023-09-14T10:53:54.000,2023-09-20T11:44:30.000,DOT,Department of Transportation,Sidewalk Condition,Cellar Door Defective,Sidewalk,11372,37-20 82 STREET,82 STREET,ADDRESS,JACKSON HEIGHTS,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-20T11:44:34.000,03 QUEENS,4012920012,QUEENS,1016318,212329,PHONE,Unspecified,QUEENS,40.74941246727638,-73.88426248117388,"{'latitude': '40.74941246727638', 'longitude': '-73.88426248117388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,82 STREET,,,,,,
58813950,2023-09-14T10:53:51.000,2023-09-14T14:36:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,11-50 44 ROAD,44 ROAD,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:36:59.000,02 QUEENS,4004470040,QUEENS,998364,212242,MOBILE,Unspecified,QUEENS,40.74922055756718,-73.94906092516675,"{'latitude': '40.74922055756718', 'longitude': '-73.94906092516675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11 STREET,21 STREET,11 STREET,21 STREET,44 ROAD,,,,,,
58814652,2023-09-14T10:53:44.000,2023-11-09T14:16:16.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11365,KISSENA CORRIDOR PARK EAST,KISSENA CORRIDOR PARK EAST,UNRECOGNIZED,FRESH MEADOWS,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-09T14:16:24.000,11 QUEENS,4056610002,QUEENS,1043405,210558,ONLINE,Unspecified,QUEENS,40.74441181443794,-73.78651790499485,"{'latitude': '40.74441181443794', 'longitude': '-73.78651790499485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",189 STREET,190 STREET,189 STREET,190 STREET,KISSENA CORRIDOR PARK EAST,,,,,,
58811149,2023-09-14T10:53:41.000,2023-09-15T02:39:55.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10465,240 GRAFF AVENUE,GRAFF AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T02:39:58.000,10 BRONX,2055960015,BRONX,1033158,236261,PHONE,Unspecified,BRONX,40.81502221306734,-73.8233106798266,"{'latitude': '40.81502221306734', 'longitude': '-73.8233106798266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HARDING AVENUE,MILES AVENUE,HARDING AVENUE,MILES AVENUE,GRAFF AVENUE,,,,,,
58815668,2023-09-14T10:53:33.000,2023-10-30T14:44:15.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11208,910 GLENMORE AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-30T14:44:25.000,05 BROOKLYN,3042090012,BROOKLYN,1018543,185610,PHONE,Unspecified,BROOKLYN,40.67606690662993,-73.8763682826863,"{'latitude': '40.67606690662993', 'longitude': '-73.8763682826863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LOGAN STREET,FOUNTAIN AVENUE,LOGAN STREET,FOUNTAIN AVENUE,GLENMORE AVENUE,,,,,,
58816288,2023-09-14T10:53:20.000,2023-09-14T11:34:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11354,38-08 UNION STREET,UNION STREET,ADDRESS,FLUSHING,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T11:34:26.000,07 QUEENS,4049787502,QUEENS,1032150,216771,MOBILE,Unspecified,QUEENS,40.761533015823204,-73.82709124437086,"{'latitude': '40.761533015823204', 'longitude': '-73.82709124437086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38 AVENUE,39 AVENUE,38 AVENUE,39 AVENUE,UNION STREET,,,,,,
58812995,2023-09-14T10:53:04.000,2023-09-14T10:53:04.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,11237,254 HIMROD STREET,HIMROD STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-14T00:00:00.000,04 BROOKLYN,3032790013,BROOKLYN,1006549,194449,UNKNOWN,Unspecified,BROOKLYN,40.70036625994235,-73.91957927348317,"{'latitude': '40.70036625994235', 'longitude': '-73.91957927348317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,
58815008,2023-09-14T10:53:00.000,2023-09-15T09:49:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11221,158 CENTRAL AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-15T09:49:00.000,04 BROOKLYN,3032070133,BROOKLYN,1004362,194091,ONLINE,Unspecified,BROOKLYN,40.69938887468542,-73.92746769374187,"{'latitude': '40.69938887468542', 'longitude': '-73.92746769374187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILLOUGHBY AVE,SUYDAM ST,,,,N/A,,,,,
58817326,2023-09-14T10:53:00.000,2023-09-15T11:55:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10474,800 BARRETTO STREET,BARRETTO STREET,ADDRESS,BRONX,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-15T11:55:00.000,02 BRONX,2027400100,BRONX,1014730,236811,MOBILE,Unspecified,BRONX,40.8166146099013,-73.88988269590837,"{'latitude': '40.8166146099013', 'longitude': '-73.88988269590837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAFAYETTE AVE,BEND,,,,,,,,,
58810751,2023-09-14T10:53:00.000,2023-10-17T11:02:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11377,41-29 60 STREET,60 STREET,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-17T11:02:00.000,02 QUEENS,4013350079,QUEENS,1010775,209915,UNKNOWN,Unspecified,QUEENS,40.742805010985386,-73.90427738103688,"{'latitude': '40.742805010985386', 'longitude': '-73.90427738103688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41 DR,43 AVE,60 STREET,43 AVENUE,,,,,,,
58812937,2023-09-14T10:52:55.000,2023-09-14T10:52:55.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11370,32-43 82 STREET,82 STREET,ADDRESS,EAST ELMHURST,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-14T00:00:00.000,03 QUEENS,4014120056,QUEENS,1015953,214994,UNKNOWN,Unspecified,QUEENS,40.75672852649825,-73.88556724650515,"{'latitude': '40.75672852649825', 'longitude': '-73.88556724650515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58814058,2023-09-14T10:52:55.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,,11209,8115 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T00:00:00.000,10 BROOKLYN,3059990006,BROOKLYN,977445,166932,UNKNOWN,Unspecified,BROOKLYN,40.62486366626982,-74.02451427812473,"{'latitude': '40.62486366626982', 'longitude': '-74.02451427812473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,
58819056,2023-09-14T10:52:55.000,2023-11-02T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-02T00:00:00.000,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,UNKNOWN,Unspecified,BROOKLYN,40.655078823851085,-73.87248959993701,"{'latitude': '40.655078823851085', 'longitude': '-73.87248959993701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58814064,2023-09-14T10:52:53.000,2023-09-14T14:44:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,39-17 50 STREET,50 STREET,ADDRESS,WOODSIDE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T14:44:45.000,02 QUEENS,4001290028,QUEENS,1008119,211924,PHONE,Unspecified,QUEENS,40.748326777326454,-73.91385513729395,"{'latitude': '40.748326777326454', 'longitude': '-73.91385513729395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39 AVENUE,SKILLMAN AVENUE,39 AVENUE,SKILLMAN AVENUE,50 STREET,,,,,,
