unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date,vehicle_type,taxi_company_borough
58824422,2023-09-15T14:38:55.000,2023-10-22T15:23:35.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,11226,255 EAST   25 STREET,EAST   25 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-22T00:00:00.000,17 BROOKLYN,3051690045,BROOKLYN,997120,173787,PHONE,Unspecified,BROOKLYN,40.643672448256204,-73.9536241432679,"{'latitude': '40.643672448256204', 'longitude': '-73.9536241432679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58822713,2023-09-15T14:38:55.000,2023-10-22T15:23:36.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,11226,255 EAST   25 STREET,EAST   25 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-22T00:00:00.000,17 BROOKLYN,3051690045,BROOKLYN,997120,173787,PHONE,Unspecified,BROOKLYN,40.643672448256204,-73.9536241432679,"{'latitude': '40.643672448256204', 'longitude': '-73.9536241432679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58864793,2023-09-15T14:38:38.000,2023-09-22T09:34:27.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,11207,ALABAMA AVENUE,ALABAMA AVENUE,INTERSECTION,,Closed,A Litter Basket was placed at the location.,2023-09-20T16:49:09.000,05 BROOKLYN,,BROOKLYN,1012540,183012,PHONE,Unspecified,BROOKLYN,40.66895720373705,-73.89802093443858,"{'latitude': '40.66895720373705', 'longitude': '-73.89802093443858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,ALABAMA AVENUE,SUTTER AVENUE,ALABAMA AVENUE,SUTTER AVENUE,,,,,,,,,,
58855767,2023-09-15T14:38:29.000,2023-09-15T17:08:02.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T17:08:07.000,0 Unspecified,,Unspecified,984207,157768,PHONE,Unspecified,Unspecified,40.59971298764823,-74.00015484450816,"{'latitude': '40.59971298764823', 'longitude': '-74.00015484450816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58823181,2023-09-15T14:38:27.000,2023-09-15T14:38:27.000,DOT,Department of Transportation,Street Condition,Pothole,10453,,,INTERSECTION,BRONX,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-15T14:38:27.000,05 BRONX,,BRONX,1009833,248173,UNKNOWN,Unspecified,BRONX,40.84781555438027,-73.90753109698773,"{'latitude': '40.84781555438027', 'longitude': '-73.90753109698773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,EAST 176 STREET,GRAND CONCOURSE,,,,N/A,,,,,,,,
58865737,2023-09-15T14:38:27.000,2023-09-15T14:59:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T14:59:35.000,0 Unspecified,,Unspecified,998581,225007,MOBILE,Unspecified,Unspecified,40.78425682038725,-73.9482505301859,"{'latitude': '40.78425682038725', 'longitude': '-73.9482505301859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58862184,2023-09-15T14:38:23.000,2023-09-15T15:14:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T15:14:21.000,0 Unspecified,,Unspecified,989016,184758,ONLINE,Unspecified,Unspecified,40.67379349899644,-73.98281840352843,"{'latitude': '40.67379349899644', 'longitude': '-73.98281840352843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58869017,2023-09-15T14:38:21.000,2023-09-15T14:50:51.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T14:50:56.000,0 Unspecified,,Unspecified,,255595,ONLINE,Unspecified,Unspecified,,,,Street/Sidewalk,,,,,,,,,,,,,,
58868513,2023-09-15T14:38:19.000,2023-09-21T22:55:17.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11211,381 SOUTH THIRD STREET,SOUTH THIRD STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T22:55:23.000,01 BROOKLYN,3024250043,BROOKLYN,997494,197502,MOBILE,Unspecified,BROOKLYN,40.70876421021247,-73.95222986727623,"{'latitude': '40.70876421021247', 'longitude': '-73.95222986727623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,HOOPER STREET,HEWES STREET,HOOPER STREET,HEWES STREET,SOUTH    3 STREET,,,,,,,,,
58865087,2023-09-15T14:38:08.000,2023-09-15T16:47:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T16:47:39.000,0 Unspecified,,Unspecified,1026541,260669,MOBILE,Unspecified,Unspecified,40.88204901776104,-73.84706182784866,"{'latitude': '40.88204901776104', 'longitude': '-73.84706182784866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58826149,2023-09-15T14:38:04.000,2023-10-30T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,11231,158 SACKETT STREET,SACKETT STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-30T00:00:00.000,06 BROOKLYN,3003367501,BROOKLYN,983758,188767,UNKNOWN,Unspecified,BROOKLYN,40.68479856496009,-74.00177396989321,"{'latitude': '40.68479856496009', 'longitude': '-74.00177396989321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,,
58825732,2023-09-15T14:38:00.000,2023-09-16T12:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,,INTERSECTION,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T12:05:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,FRANCIS LEWIS BLVD,35 AVE,,,,N/A,,,,,,,,
58823008,2023-09-15T14:38:00.000,2023-09-19T18:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",10462,,,INTERSECTION,BRONX,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T18:00:00.000,11 BRONX,,BRONX,1021371,249849,ONLINE,Unspecified,BRONX,40.85237470500174,-73.86581815522422,"{'latitude': '40.85237470500174', 'longitude': '-73.86581815522422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BRADY AVENUE,HOLLAND AVENUE,,,,N/A,,,,,,,,
58823908,2023-09-15T14:38:00.000,2023-09-15T16:25:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),11421,85-91 87 STREET,87 STREET,ADDRESS,WOODHAVEN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T16:25:00.000,09 QUEENS,4088620097,QUEENS,1023653,192473,MOBILE,Unspecified,QUEENS,40.69488297722112,-73.8579058153846,"{'latitude': '40.69488297722112', 'longitude': '-73.8579058153846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,85 RD,JAMAICA AVE,,,,,,,,,,
58822362,2023-09-15T14:37:52.000,2023-09-16T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,11432,80-38 167 STREET,167 STREET,ADDRESS,JAMAICA,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-16T00:00:00.000,08 QUEENS,4070170021,QUEENS,1039460,202413,UNKNOWN,Unspecified,QUEENS,40.72208135871936,-73.80082164188872,"{'latitude': '40.72208135871936', 'longitude': '-73.80082164188872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,,
58824875,2023-09-15T14:37:27.000,2023-09-15T14:37:27.000,DOT,Department of Transportation,Street Condition,Pothole,10453,,,INTERSECTION,BRONX,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-15T14:37:27.000,05 BRONX,,BRONX,1009495,247828,UNKNOWN,Unspecified,BRONX,40.846869604369374,-73.90875408479297,"{'latitude': '40.846869604369374', 'longitude': '-73.90875408479297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,EAST 175 STREET,GRAND CONCOURSE,,,,N/A,,,,,,,,
58855539,2023-09-15T14:37:24.000,2023-09-15T14:45:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T14:45:21.000,0 Unspecified,,Unspecified,958720,159013,ONLINE,Unspecified,Unspecified,40.60309348600783,-74.09193909717152,"{'latitude': '40.60309348600783', 'longitude': '-74.09193909717152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58867063,2023-09-15T14:37:00.000,2023-09-15T14:44:06.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T14:44:10.000,0 Unspecified,,Unspecified,1031326,209230,PHONE,Unspecified,Unspecified,40.74083934207211,-73.83011849231062,"{'latitude': '40.74083934207211', 'longitude': '-73.83011849231062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58823189,2023-09-15T14:37:00.000,2023-09-16T12:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,11361,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T12:35:00.000,11 QUEENS,,QUEENS,1047821,217225,UNKNOWN,Unspecified,QUEENS,40.76268033303106,-73.770518219515,"{'latitude': '40.76268033303106', 'longitude': '-73.770518219515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BELL BOULEVARD,42 AVENUE,,,,N/A,,,,,,,,
58845439,2023-09-15T14:36:55.000,2023-09-18T10:26:24.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,,,,,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-18T10:26:31.000,0 Unspecified,,Unspecified,,261278,PHONE,Unspecified,Unspecified,,,,Sidewalk,,,,,,,,,,,,,,
58846138,2023-09-15T14:36:53.000,,DOHMH,Department of Health and Mental Hygiene,Tattooing,Tattoo Artist Unlicensed,,,,,,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. The facility will receive an inspection from the Bureau of Food Safety and Community Sanitation. Inspection results are not published.,2023-09-18T10:08:26.000,0 Unspecified,,Unspecified,983959,205976,ONLINE,Unspecified,Unspecified,40.73203320475361,-74.00104998204283,"{'latitude': '40.73203320475361', 'longitude': '-74.00104998204283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Tattoo Parlor,,,,,,,,,,,,,,
58823776,2023-09-15T14:36:36.000,2023-10-14T13:05:53.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,10016,206 EAST   38 STREET,EAST   38 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation cleaned the location.,2023-09-15T22:19:59.000,06 MANHATTAN,1009180053,MANHATTAN,990910,211830,PHONE,Unspecified,MANHATTAN,40.748098477083325,-73.97596368787033,"{'latitude': '40.748098477083325', 'longitude': '-73.97596368787033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,3 AVENUE,QUEENS MIDTOWN TUNNEL EXIT,3 AVENUE,QUEENS MIDTOWN TUNNEL EXIT,EAST   38 STREET,,,,,,,,,
58835446,2023-09-15T14:36:34.000,2023-09-16T15:07:59.000,DSNY,Department of Sanitation,Dirty Condition,Trash,,,,,,Closed,The Department of Sanitation cleaned the location.,2023-09-16T15:08:03.000,0 Unspecified,,Unspecified,1010407,250319,MOBILE,Unspecified,Unspecified,40.85370400348562,-73.90544802218534,"{'latitude': '40.85370400348562', 'longitude': '-73.90544802218534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,,,,,,,,,,,,,,
58819791,2023-09-15T14:36:00.000,2023-09-16T12:55:00.000,DOT,Department of Transportation,Traffic Signal Condition,Support Bracket,11364,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T12:55:00.000,11 QUEENS,,QUEENS,1048757,214669,UNKNOWN,Unspecified,QUEENS,40.75565801221405,-73.76716394061657,"{'latitude': '40.75565801221405', 'longitude': '-73.76716394061657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BELL BOULEVARD,48 AVENUE,,,,N/A,,,,,,,,
58835509,2023-09-15T14:36:00.000,2023-09-16T13:32:43.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,,,,,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-16T13:32:46.000,0 Unspecified,,Unspecified,983594,207469,ONLINE,Unspecified,Unspecified,40.736131102699154,-74.00236711539996,"{'latitude': '40.736131102699154', 'longitude': '-74.00236711539996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,,,,,,,,,,,,,,
58823177,2023-09-15T14:36:00.000,2023-09-16T00:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,In Post Base,11432,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T00:50:00.000,12 QUEENS,,QUEENS,1040491,197074,UNKNOWN,Unspecified,QUEENS,40.7074206242736,-73.79714677201945,"{'latitude': '40.7074206242736', 'longitude': '-73.79714677201945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,89 AVENUE,164 STREET,,,,N/A,,,,,,,,
58820622,2023-09-15T14:36:00.000,2023-09-16T00:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,11432,,,INTERSECTION,QUEENS,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-16T00:20:00.000,12 QUEENS,,QUEENS,1041377,197514,UNKNOWN,Unspecified,QUEENS,40.708622640929526,-73.79394737558414,"{'latitude': '40.708622640929526', 'longitude': '-73.79394737558414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,89 AVENUE,168 STREET,,,,N/A,,,,,,,,
58825226,2023-09-15T14:35:59.000,2023-09-20T18:24:00.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11213,1616 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,09 BROOKLYN,3014070041,BROOKLYN,1002397,182357,ONLINE,Unspecified,BROOKLYN,40.66718597604843,-73.93458590618614,"{'latitude': '40.66718597604843', 'longitude': '-73.93458590618614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58825963,2023-09-15T14:35:59.000,2023-09-20T18:24:01.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,11213,1616 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,09 BROOKLYN,3014070041,BROOKLYN,1002397,182357,ONLINE,Unspecified,BROOKLYN,40.66718597604843,-73.93458590618614,"{'latitude': '40.66718597604843', 'longitude': '-73.93458590618614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58821041,2023-09-15T14:35:59.000,2023-09-20T18:24:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11213,1616 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,09 BROOKLYN,3014070041,BROOKLYN,1002397,182357,ONLINE,Unspecified,BROOKLYN,40.66718597604843,-73.93458590618614,"{'latitude': '40.66718597604843', 'longitude': '-73.93458590618614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58820990,2023-09-15T14:35:59.000,2023-09-20T18:24:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11213,1616 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,09 BROOKLYN,3014070041,BROOKLYN,1002397,182357,ONLINE,Unspecified,BROOKLYN,40.66718597604843,-73.93458590618614,"{'latitude': '40.66718597604843', 'longitude': '-73.93458590618614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58820966,2023-09-15T14:35:59.000,2023-09-20T18:24:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,11213,1616 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,09 BROOKLYN,3014070041,BROOKLYN,1002397,182357,ONLINE,Unspecified,BROOKLYN,40.66718597604843,-73.93458590618614,"{'latitude': '40.66718597604843', 'longitude': '-73.93458590618614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58825323,2023-09-15T14:35:59.000,2023-09-20T18:24:01.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,11213,1616 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,09 BROOKLYN,3014070041,BROOKLYN,1002397,182357,ONLINE,Unspecified,BROOKLYN,40.66718597604843,-73.93458590618614,"{'latitude': '40.66718597604843', 'longitude': '-73.93458590618614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58820885,2023-09-15T14:35:59.000,2023-09-20T18:24:01.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,11213,1616 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,09 BROOKLYN,3014070041,BROOKLYN,1002397,182357,ONLINE,Unspecified,BROOKLYN,40.66718597604843,-73.93458590618614,"{'latitude': '40.66718597604843', 'longitude': '-73.93458590618614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58823494,2023-09-15T14:35:59.000,2023-09-20T18:24:00.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,11213,1616 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,09 BROOKLYN,3014070041,BROOKLYN,1002397,182357,ONLINE,Unspecified,BROOKLYN,40.66718597604843,-73.93458590618614,"{'latitude': '40.66718597604843', 'longitude': '-73.93458590618614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58824475,2023-09-15T14:35:47.000,2023-09-19T08:40:56.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,10306,115 SPRATT AVENUE,SPRATT AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,03 STATEN ISLAND,5049770001,STATEN ISLAND,947404,142174,PHONE,Unspecified,STATEN ISLAND,40.55683398483698,-74.1325986341035,"{'latitude': '40.55683398483698', 'longitude': '-74.1325986341035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58821902,2023-09-15T14:35:41.000,2023-10-23T08:34:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11238,459 ST MARKS AVENUE,ST MARKS AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-23T00:00:00.000,08 BROOKLYN,3011490095,BROOKLYN,995656,185756,ONLINE,Unspecified,BROOKLYN,40.67652671900751,-73.95887928516821,"{'latitude': '40.67652671900751', 'longitude': '-73.95887928516821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58825179,2023-09-15T14:35:40.000,2023-09-25T19:24:10.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,10454,215F BROWN PLACE,BROWN PLACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,01 BRONX,2022820045,BRONX,1006283,233453,PHONE,Unspecified,BRONX,40.80742294500843,-73.92041078734978,"{'latitude': '40.80742294500843', 'longitude': '-73.92041078734978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58822758,2023-09-15T14:35:40.000,2023-09-25T19:24:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10454,215F BROWN PLACE,BROWN PLACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,01 BRONX,2022820045,BRONX,1006283,233453,PHONE,Unspecified,BRONX,40.80742294500843,-73.92041078734978,"{'latitude': '40.80742294500843', 'longitude': '-73.92041078734978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58821831,2023-09-15T14:35:40.000,2023-09-25T19:24:10.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10454,215F BROWN PLACE,BROWN PLACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,01 BRONX,2022820045,BRONX,1006283,233453,PHONE,Unspecified,BRONX,40.80742294500843,-73.92041078734978,"{'latitude': '40.80742294500843', 'longitude': '-73.92041078734978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58824461,2023-09-15T14:35:40.000,2023-09-25T19:24:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10454,215F BROWN PLACE,BROWN PLACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,01 BRONX,2022820045,BRONX,1006283,233453,PHONE,Unspecified,BRONX,40.80742294500843,-73.92041078734978,"{'latitude': '40.80742294500843', 'longitude': '-73.92041078734978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58825275,2023-09-15T14:35:40.000,2023-09-25T19:24:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10454,215F BROWN PLACE,BROWN PLACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,01 BRONX,2022820045,BRONX,1006283,233453,PHONE,Unspecified,BRONX,40.80742294500843,-73.92041078734978,"{'latitude': '40.80742294500843', 'longitude': '-73.92041078734978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58823480,2023-09-15T14:35:40.000,2023-09-25T19:24:10.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10454,215F BROWN PLACE,BROWN PLACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,01 BRONX,2022820045,BRONX,1006283,233453,PHONE,Unspecified,BRONX,40.80742294500843,-73.92041078734978,"{'latitude': '40.80742294500843', 'longitude': '-73.92041078734978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58820109,2023-09-15T14:35:40.000,2023-09-25T19:24:11.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10454,215F BROWN PLACE,BROWN PLACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,01 BRONX,2022820045,BRONX,1006283,233453,PHONE,Unspecified,BRONX,40.80742294500843,-73.92041078734978,"{'latitude': '40.80742294500843', 'longitude': '-73.92041078734978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
