unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date
58902370,2023-09-22T14:13:26.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10303,11 ORINOCO PLACE,ORINOCO PLACE,DE HART AVENUE,ERASTINA PLACE,DE HART AVENUE,ERASTINA PLACE,ADDRESS,STATEN ISLAND,ORINOCO PLACE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-28T08:55:07.000,01 STATEN ISLAND,5012110070,STATEN ISLAND,940822,171040,PHONE,Unspecified,STATEN ISLAND,40.63603541082228,-74.15647095519002,"{'latitude': '40.63603541082228', 'longitude': '-74.15647095519002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T08:55:04.000,,,,,,,
58902742,2023-09-22T14:13:11.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Noise,Street,10023,15 WEST   72 STREET,WEST   72 STREET,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   72 STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-23T05:50:18.000,07 MANHATTAN,1011250024,MANHATTAN,990592,222254,ONLINE,Unspecified,MANHATTAN,40.77670990781583,-73.97710153327209,"{'latitude': '40.77670990781583', 'longitude': '-73.97710153327209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T14:03:07.000,,,,,,,
58892812,2023-09-22T14:13:01.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11203,585 SCHENECTADY AVENUE,SCHENECTADY AVENUE,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,SCHENECTADY AVENUE,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-03T11:41:35.000,09 BROOKLYN,3046020005,BROOKLYN,1002531,179492,MOBILE,Unspecified,BROOKLYN,40.65932191161629,-73.93411064761935,"{'latitude': '40.65932191161629', 'longitude': '-73.93411064761935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T11:41:33.000,,,,,,,
58894429,2023-09-22T14:13:00.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11433,106 AVENUE,106 AVENUE,106 AVENUE,169 STREET,106 AVENUE,169 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T10:46:26.000,12 QUEENS,,QUEENS,1043084,194575,PHONE,Unspecified,QUEENS,40.70054461534834,-73.78781606151416,"{'latitude': '40.70054461534834', 'longitude': '-73.78781606151416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T10:46:23.000,,,,,,,
58895636,2023-09-22T14:12:47.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-08T16:21:24.000,Unspecified QUEENS,,QUEENS,1002880,213579,MOBILE,Unspecified,QUEENS,40.752881922380496,-73.9327584551492,"{'latitude': '40.752881922380496', 'longitude': '-73.9327584551492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N,,Mezzanine,,
58899252,2023-09-22T14:12:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10035,2079 FIFTH AVENUE,FIFTH AVENUE,EAST  128 STREET,EAST  129 STREET,EAST  128 STREET,EAST  129 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T14:52:27.000,11 MANHATTAN,1017537503,MANHATTAN,1000655,233834,MOBILE,Unspecified,MANHATTAN,40.808480927005604,-73.9407397218839,"{'latitude': '40.808480927005604', 'longitude': '-73.9407397218839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:52:23.000,,,,,,,
58893725,2023-09-22T14:12:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,50 MANHATTAN AVENUE,MANHATTAN AVENUE,WEST  102 STREET,WEST  103 STREET,WEST  102 STREET,WEST  103 STREET,ADDRESS,NEW YORK,MANHATTAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T15:30:45.000,07 MANHATTAN,1018380021,MANHATTAN,994403,229319,ONLINE,Unspecified,MANHATTAN,40.79609788727609,-73.96333083470218,"{'latitude': '40.79609788727609', 'longitude': '-73.96333083470218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T15:30:53.000,,,,,,,
58895134,2023-09-22T14:12:29.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10457,1893 BELMONT AVENUE,BELMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2029470040,BRONX,1013882,247075,PHONE,Unspecified,BRONX,40.84478920984318,-73.8929009869132,"{'latitude': '40.84478920984318', 'longitude': '-73.8929009869132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T21:01:05.000,,,,,,,
58900841,2023-09-22T14:12:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10457,1893 BELMONT AVENUE,BELMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2029470040,BRONX,1013882,247075,PHONE,Unspecified,BRONX,40.84478920984318,-73.8929009869132,"{'latitude': '40.84478920984318', 'longitude': '-73.8929009869132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T21:01:05.000,,,,,,,
58898714,2023-09-22T14:12:25.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10025,660 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-30T11:52:56.000,07 MANHATTAN,1012400029,MANHATTAN,991973,227710,UNKNOWN,Unspecified,MANHATTAN,40.79168407547911,-73.97210901361882,"{'latitude': '40.79168407547911', 'longitude': '-73.97210901361882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T00:00:00.000,,N/A,,,,,2023-10-22T14:12:25.000
58892829,2023-09-22T14:12:24.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10314,293 RICHMOND HILL ROAD,RICHMOND HILL ROAD,NORTHPORT LANE,WESTPORT LANE,NORTHPORT LANE,WESTPORT LANE,ADDRESS,STATEN ISLAND,RICHMOND HILL ROAD,Closed,This request required re-assignment to a new DOT unit.,2023-09-27T09:57:49.000,02 STATEN ISLAND,5023970226,STATEN ISLAND,939985,152188,PHONE,Unspecified,STATEN ISLAND,40.58428648717421,-74.15936308564132,"{'latitude': '40.58428648717421', 'longitude': '-74.15936308564132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T09:57:41.000,,,,,,,
58900721,2023-09-22T14:12:14.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11210,1409 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,17 BROOKLYN,3049810001,BROOKLYN,999429,171826,PHONE,Unspecified,BROOKLYN,40.63828626832008,-73.94530828881597,"{'latitude': '40.63828626832008', 'longitude': '-73.94530828881597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T19:35:09.000,,,,,,,
58902156,2023-09-22T14:12:14.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11210,1409 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,17 BROOKLYN,3049810001,BROOKLYN,999429,171826,PHONE,Unspecified,BROOKLYN,40.63828626832008,-73.94530828881597,"{'latitude': '40.63828626832008', 'longitude': '-73.94530828881597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T19:35:09.000,,,,,,,
58900867,2023-09-22T14:12:14.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11210,1409 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,17 BROOKLYN,3049810001,BROOKLYN,999429,171826,PHONE,Unspecified,BROOKLYN,40.63828626832008,-73.94530828881597,"{'latitude': '40.63828626832008', 'longitude': '-73.94530828881597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T19:35:08.000,,,,,,,
58902286,2023-09-22T14:12:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10025,72 WEST  106 STREET,WEST  106 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,MANHATTAN AVENUE,COLUMBUS AVENUE,ADDRESS,NEW YORK,DUKE ELLINGTON BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T15:30:32.000,07 MANHATTAN,1018410061,MANHATTAN,994727,230351,MOBILE,Unspecified,MANHATTAN,40.79893006812714,-73.9621590474826,"{'latitude': '40.79893006812714', 'longitude': '-73.9621590474826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T15:30:29.000,,,,,,,
58895562,2023-09-22T14:12:03.000,DOT,Department of Transportation,Outdoor Dining,Sidewalk Zone Blocked,Sidewalk,11222,123 GREENPOINT AVENUE,GREENPOINT AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,GREENPOINT AVENUE,Closed,The Department of Transportation inspected this location and determined that the establishment has 24 hours to come into compliance.,2023-11-03T09:58:10.000,01 BROOKLYN,3025580058,BROOKLYN,996638,205277,ONLINE,Unspecified,BROOKLYN,40.730105950956066,-73.95530308617568,"{'latitude': '40.730105950956066', 'longitude': '-73.95530308617568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-03T09:58:05.000,,,,,,,
58895302,2023-09-22T14:11:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10002,157 CLINTON STREET,CLINTON STREET,BROOME STREET,GRAND STREET,BROOME STREET,GRAND STREET,ADDRESS,NEW YORK,CLINTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T14:28:43.000,03 MANHATTAN,,MANHATTAN,987981,200245,MOBILE,Unspecified,MANHATTAN,40.71630221720785,-73.98654103637658,"{'latitude': '40.71630221720785', 'longitude': '-73.98654103637658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:28:40.000,,,,,,,
58902073,2023-09-22T14:11:54.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10034,165 SHERMAN AVENUE,SHERMAN AVENUE,ACADEMY STREET,WEST  204 STREET,ACADEMY STREET,WEST  204 STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T14:34:31.000,12 MANHATTAN,1022210011,MANHATTAN,1005613,254344,PHONE,Unspecified,MANHATTAN,40.86476431663921,-73.92276447154296,"{'latitude': '40.86476431663921', 'longitude': '-73.92276447154296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:34:28.000,,,,,,,
58894673,2023-09-22T14:11:42.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11238,833 BERGEN STREET,BERGEN STREET,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,BERGEN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T14:27:10.000,08 BROOKLYN,3011410061,BROOKLYN,995275,186205,MOBILE,Unspecified,BROOKLYN,40.677759605189124,-73.96025212510801,"{'latitude': '40.677759605189124', 'longitude': '-73.96025212510801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:27:12.000,,,,,,,
58895742,2023-09-22T14:11:29.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11412,191-58 115 ROAD,115 ROAD,FARMERS BOULEVARD,194 STREET,FARMERS BOULEVARD,194 STREET,ADDRESS,SAINT ALBANS,115 ROAD,Closed,The Department of Sanitation collected the requested items.,2023-09-23T12:13:11.000,12 QUEENS,4110330035,QUEENS,1050431,192668,ONLINE,Unspecified,QUEENS,40.695258467155504,-73.761338078218,"{'latitude': '40.695258467155504', 'longitude': '-73.761338078218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T11:00:00.000,,,,,,,
58895767,2023-09-22T14:11:26.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,10035,59 EAST  117 STREET,EAST  117 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST  117 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T05:14:10.000,11 MANHATTAN,1016230029,MANHATTAN,999814,230901,ONLINE,Unspecified,MANHATTAN,40.80043217182172,-73.94378449010223,"{'latitude': '40.80043217182172', 'longitude': '-73.94378449010223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T10:39:41.000,,,,,,,
58894640,2023-09-22T14:11:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T15:00:19.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T15:00:15.000,,,,,,,
58900913,2023-09-22T14:11:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10025,142 MANHATTAN AVENUE,MANHATTAN AVENUE,WEST  106 STREET,WEST  107 STREET,WEST  106 STREET,WEST  107 STREET,ADDRESS,NEW YORK,MANHATTAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T15:30:09.000,07 MANHATTAN,1018420018,MANHATTAN,994930,230270,MOBILE,Unspecified,MANHATTAN,40.79870750219773,-73.96142597860478,"{'latitude': '40.79870750219773', 'longitude': '-73.96142597860478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T15:30:04.000,,,,,,,
58900883,2023-09-22T14:11:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,11385,69-39 CENTRAL AVENUE,CENTRAL AVENUE,69 PL,70 ST,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-23T20:10:00.000,05 QUEENS,4036600059,QUEENS,1016792,195882,PHONE,Unspecified,QUEENS,40.704267765903985,-73.88263129011196,"{'latitude': '40.704267765903985', 'longitude': '-73.88263129011196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T20:10:00.000,,,,,,,
58900078,2023-09-22T14:11:00.000,DEP,Department of Environmental Protection,Industrial Waste,Concrete In Catch Basin (IEA),,10012,50 EAST HOUSTON STREET,EAST HOUSTON STREET,MULBERRY ST,MOTT ST,,,ADDRESS,NEW YORK,,Open,,,02 MANHATTAN,1005210001,MANHATTAN,985763,203352,ONLINE,Unspecified,MANHATTAN,40.72483084046365,-73.99454140500941,"{'latitude': '40.72483084046365', 'longitude': '-73.99454140500941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58897313,2023-09-22T14:11:00.000,DEP,Department of Environmental Protection,Industrial Waste,Oil Spill Into Basin/Sewer - Large (IABL),,10453,1920 LORING PLACE SOUTH,LORING PLACE SOUTH,W BURNSIDE AVE,W 179 ST,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and resolved the issue during a field inspection.,2023-09-22T16:07:00.000,05 BRONX,2032210013,BRONX,1007937,250676,PHONE,Unspecified,BRONX,40.85469083383183,-73.91437527812961,"{'latitude': '40.85469083383183', 'longitude': '-73.91437527812961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T16:07:00.000,,N/A,,,,,
58892082,2023-09-22T14:11:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Lamp Missing,,,FDR DR,FDR DR,NONAME ST,,,,BLOCKFACE,,,Open,,,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,
58898203,2023-09-22T14:10:59.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10012,50 EAST HOUSTON STREET,EAST HOUSTON STREET,MULBERRY STREET,MOTT STREET,MULBERRY STREET,MOTT STREET,ADDRESS,NEW YORK,EAST HOUSTON STREET,In Progress,,,02 MANHATTAN,1005210001,MANHATTAN,985763,203352,ONLINE,Unspecified,MANHATTAN,40.72483084046365,-73.99454140500941,"{'latitude': '40.72483084046365', 'longitude': '-73.99454140500941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58902331,2023-09-22T14:10:55.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11434,167-03 144 TERRACE,144 TERRACE,167 STREET,175 STREET,167 STREET,175 STREET,ADDRESS,JAMAICA,144 TERRACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T05:13:01.000,13 QUEENS,4132830150,QUEENS,1046626,181466,ONLINE,Unspecified,QUEENS,40.664539255712356,-73.77516329333496,"{'latitude': '40.664539255712356', 'longitude': '-73.77516329333496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T05:12:58.000,,,,,,,
58897042,2023-09-22T14:10:51.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11203,691 ALBANY AVENUE,ALBANY AVENUE,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T09:44:19.000,09 BROOKLYN,3048330001,BROOKLYN,1000998,178727,MOBILE,Unspecified,BROOKLYN,40.657225187489814,-73.9396378659029,"{'latitude': '40.657225187489814', 'longitude': '-73.9396378659029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T09:44:15.000,,,,,,,
58902708,2023-09-22T14:10:50.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11219,1049 42 STREET,42 STREET,NEW UTRECHT AVENUE,FORT HAMILTON PARKWAY,NEW UTRECHT AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,42 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-25T10:15:44.000,12 BROOKLYN,3055910047,BROOKLYN,986045,173273,ONLINE,Unspecified,BROOKLYN,40.642270797851836,-73.9935320193958,"{'latitude': '40.642270797851836', 'longitude': '-73.9935320193958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T12:17:37.000,,,,,,,
58893432,2023-09-22T14:10:48.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,1460 EAST   64 STREET,EAST   64 STREET,MILL LANE,AVENUE T,MILL LANE,AVENUE T,ADDRESS,BROOKLYN,EAST   64 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T14:55:22.000,18 BROOKLYN,3083850075,BROOKLYN,1007828,164726,MOBILE,Unspecified,BROOKLYN,40.61877989734326,-73.91507052872049,"{'latitude': '40.61877989734326', 'longitude': '-73.91507052872049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:55:19.000,,,,,,,
58901968,2023-09-22T14:10:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11207,50 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,PENNSYLVANIA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T14:49:02.000,05 BROOKLYN,3036697501,BROOKLYN,1012785,185857,ONLINE,Unspecified,BROOKLYN,40.67676529859904,-73.89712572137644,"{'latitude': '40.67676529859904', 'longitude': '-73.89712572137644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:49:05.000,,,,,,,
58895993,2023-09-22T14:10:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11238,835 BERGEN STREET,BERGEN STREET,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,BERGEN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T14:31:59.000,08 BROOKLYN,3011410059,BROOKLYN,995292,186201,MOBILE,Unspecified,BROOKLYN,40.67774860490527,-73.96019084242997,"{'latitude': '40.67774860490527', 'longitude': '-73.96019084242997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:32:00.000,,,,,,,
58902432,2023-09-22T14:10:13.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11236,931 RALPH AVENUE,RALPH AVENUE,CHURCH AVENUE,EAST   88 STREET,CHURCH AVENUE,EAST   88 STREET,ADDRESS,BROOKLYN,RALPH AVENUE,Closed,NYC Parks inspected and determined that the site is ineligible for the Trees and Sidewalks Program because of one or more of the following reasons:  - The property adjacent to the sidewalk is not in Tax Class 1 - The property adjacent to the sidewalk is not owner-occupied - The property adjacent to the sidewalk contains a place of business  You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.,2023-10-11T15:15:55.000,17 BROOKLYN,3047090032,BROOKLYN,1006256,176784,PHONE,Unspecified,BROOKLYN,40.65188057323365,-73.92069364776412,"{'latitude': '40.65188057323365', 'longitude': '-73.92069364776412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-11T15:15:48.000,,,,,,,
58895784,2023-09-22T14:10:09.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11201,FULTON STREET,FULTON STREET,FULTON STREET,SMITH STREET,FULTON STREET,SMITH STREET,INTERSECTION,,,Closed,N/A,2023-09-22T16:01:50.000,02 BROOKLYN,,BROOKLYN,987759,191193,PHONE,Unspecified,BROOKLYN,40.69145669611528,-73.98734658135137,"{'latitude': '40.69145669611528', 'longitude': '-73.98734658135137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T16:01:46.000,,,,,,,
58899893,2023-09-22T14:10:03.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11203,1236 ALBANY AVENUE,ALBANY AVENUE,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T09:00:09.000,17 BROOKLYN,3049570015,BROOKLYN,1001407,173574,ONLINE,Unspecified,BROOKLYN,40.64308054201775,-73.93817688076244,"{'latitude': '40.64308054201775', 'longitude': '-73.93817688076244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T10:02:17.000,,,,,,,
58892893,2023-09-22T14:09:58.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10001,125 WEST   31 STREET,WEST   31 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   31 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-22T14:48:56.000,05 MANHATTAN,1008077501,MANHATTAN,987001,211899,MOBILE,Unspecified,MANHATTAN,40.7482899447875,-73.99007145885507,"{'latitude': '40.7482899447875', 'longitude': '-73.99007145885507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:48:58.000,,,,,,,
58892923,2023-09-22T14:09:58.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10001,125 WEST   31 STREET,WEST   31 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   31 STREET,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-22T15:05:09.000,05 MANHATTAN,1008077501,MANHATTAN,987001,211899,MOBILE,Unspecified,MANHATTAN,40.7482899447875,-73.99007145885507,"{'latitude': '40.7482899447875', 'longitude': '-73.99007145885507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T15:05:09.000,,,,,,,
58900198,2023-09-22T14:09:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,2005 63 STREET,63 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,63 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:27:29.000,11 BROOKLYN,3055350001,BROOKLYN,988565,164277,PHONE,Unspecified,BROOKLYN,40.61757780773107,-73.98445737494922,"{'latitude': '40.61757780773107', 'longitude': '-73.98445737494922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T20:27:24.000,,,,,,,
