unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,taxi_company_borough,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58968948,2023-09-30T06:53:54.000,2023-10-01T13:49:00.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10466,4225 CARPENTER AVENUE,CARPENTER AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,12 BRONX,2049930086,BRONX,1023015,265453,MOBILE,Unspecified,BRONX,40.89519576653701,-73.85978528885113,"{'latitude': '40.89519576653701', 'longitude': '-73.85978528885113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972593,2023-09-30T06:53:45.000,2023-10-28T17:21:27.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11375,99-15 67 ROAD,67 ROAD,,,,,ADDRESS,FOREST HILLS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-28T00:00:00.000,06 QUEENS,4031680067,QUEENS,1024636,203133,PHONE,Unspecified,QUEENS,40.72413767814166,-73.85429700867543,"{'latitude': '40.72413767814166', 'longitude': '-73.85429700867543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973585,2023-09-30T06:53:15.000,2023-09-30T07:00:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10037,2155 MADISON AVENUE,MADISON AVENUE,EAST  132 STREET,EAST  135 STREET,EAST  132 STREET,EAST  135 STREET,ADDRESS,NEW YORK,MADISON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T07:00:35.000,11 MANHATTAN,1017570020,MANHATTAN,1001931,235089,ONLINE,Unspecified,MANHATTAN,40.81192309131884,-73.93612708437672,"{'latitude': '40.81192309131884', 'longitude': '-73.93612708437672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975711,2023-09-30T06:52:40.000,2023-09-30T06:59:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10458,270 EAST  202 STREET,EAST  202 STREET,VALENTINE AVENUE,BRIGGS AVENUE,VALENTINE AVENUE,BRIGGS AVENUE,ADDRESS,BRONX,EAST  202 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T06:59:49.000,07 BRONX,2033070027,BRONX,1016279,257230,ONLINE,Unspecified,BRONX,40.87265324394267,-73.88418898863101,"{'latitude': '40.87265324394267', 'longitude': '-73.88418898863101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446542,2023-09-30T06:52:35.000,2023-10-28T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Public Area,11375,99-15 67 ROAD,67 ROAD,AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,ADDRESS,FOREST HILLS,67 ROAD,Closed,,2023-10-28T00:00:00.000,06 QUEENS,4031680067,QUEENS,1024636,203133,PHONE,Unspecified,QUEENS,40.72413767814166,-73.85429700867543,"{'latitude': '40.72413767814166', 'longitude': '-73.85429700867543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973243,2023-09-30T06:51:44.000,2023-09-30T07:03:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10458,2791 POND PLACE,POND PLACE,EAST  197 STREET,EAST  198 STREET,EAST  197 STREET,EAST  198 STREET,ADDRESS,BRONX,POND PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T07:03:16.000,07 BRONX,2032900052,BRONX,1015123,255269,PHONE,Unspecified,BRONX,40.867275021636985,-73.88837790410831,"{'latitude': '40.867275021636985', 'longitude': '-73.88837790410831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975293,2023-09-30T06:51:41.000,2023-09-30T06:51:41.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,10029,424 EAST  116 STREET,EAST  116 STREET,1 AVENUE,PLEASANT AVENUE,1 AVENUE,PLEASANT AVENUE,ADDRESS,NEW YORK,EAST  116 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-30T06:51:41.000,11 MANHATTAN,1017090038,MANHATTAN,1002421,229127,ONLINE,Unspecified,MANHATTAN,40.7955580494095,-73.93437308753764,"{'latitude': '40.7955580494095', 'longitude': '-73.93437308753764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59436725,2023-09-30T06:50:56.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10466,4225 CARPENTER AVENUE,CARPENTER AVENUE,EAST  234 STREET,EAST  235 STREET,EAST  234 STREET,EAST  235 STREET,ADDRESS,BRONX,CARPENTER AVENUE,Closed,,2023-10-01T00:00:00.000,12 BRONX,2049930086,BRONX,1023015,265453,MOBILE,Unspecified,BRONX,40.89519576653701,-73.85978528885113,"{'latitude': '40.89519576653701', 'longitude': '-73.85978528885113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973757,2023-09-30T06:50:47.000,2023-11-16T05:03:17.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11375,99-15 67 ROAD,67 ROAD,,,,,ADDRESS,FOREST HILLS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-16T00:00:00.000,06 QUEENS,4031680067,QUEENS,1024636,203133,PHONE,Unspecified,QUEENS,40.72413767814166,-73.85429700867543,"{'latitude': '40.72413767814166', 'longitude': '-73.85429700867543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973966,2023-09-30T06:50:47.000,2023-11-16T05:03:17.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,11375,99-15 67 ROAD,67 ROAD,,,,,ADDRESS,FOREST HILLS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-16T00:00:00.000,06 QUEENS,4031680067,QUEENS,1024636,203133,PHONE,Unspecified,QUEENS,40.72413767814166,-73.85429700867543,"{'latitude': '40.72413767814166', 'longitude': '-73.85429700867543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970179,2023-09-30T06:50:41.000,2023-10-08T15:10:22.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11204,1776 68 STREET,68 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971395,2023-09-30T06:50:41.000,2023-10-08T15:10:21.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11204,1776 68 STREET,68 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973906,2023-09-30T06:50:41.000,2023-10-08T15:10:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11204,1776 68 STREET,68 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975194,2023-09-30T06:50:41.000,2023-10-08T15:10:22.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11204,1776 68 STREET,68 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972212,2023-09-30T06:50:40.000,2023-09-30T09:35:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,1712 GROVE STREET,GROVE STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,GROVE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T09:36:03.000,05 QUEENS,4034410001,QUEENS,1008986,195505,PHONE,Unspecified,QUEENS,40.70325825445074,-73.91078642748299,"{'latitude': '40.70325825445074', 'longitude': '-73.91078642748299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973246,2023-09-30T06:50:30.000,2023-09-30T08:31:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,97 AVENUE O,AVENUE O,SEA BEACH LINE,WEST    7 STREET,SEA BEACH LINE,WEST    7 STREET,ADDRESS,BROOKLYN,AVENUE O,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T08:32:06.000,11 BROOKLYN,3065770053,BROOKLYN,989433,161703,PHONE,Unspecified,BROOKLYN,40.610512244132366,-73.98133281582044,"{'latitude': '40.610512244132366', 'longitude': '-73.98133281582044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974600,2023-09-30T06:50:12.000,2023-09-30T07:20:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,2011 KIMBALL STREET,KIMBALL STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,KIMBALL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T07:20:48.000,18 BROOKLYN,3085260034,BROOKLYN,1004227,161982,ONLINE,Unspecified,BROOKLYN,40.61125703841984,-73.92804967432275,"{'latitude': '40.61125703841984', 'longitude': '-73.92804967432275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59438786,2023-09-30T06:49:14.000,,HPD,Department of Housing Preservation and Development,Safety,Window Guard Broken/Missing,Apartment,11375,99-15 67 ROAD,67 ROAD,AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,ADDRESS,FOREST HILLS,67 ROAD,In Progress,,,06 QUEENS,4031680067,QUEENS,1024636,203133,PHONE,Unspecified,QUEENS,40.72413767814166,-73.85429700867543,"{'latitude': '40.72413767814166', 'longitude': '-73.85429700867543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446578,2023-09-30T06:49:12.000,,HPD,Department of Housing Preservation and Development,Door/Window,Window Pane,Apartment,11375,99-15 67 ROAD,67 ROAD,AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,ADDRESS,FOREST HILLS,67 ROAD,In Progress,,,06 QUEENS,4031680067,QUEENS,1024636,203133,PHONE,Unspecified,QUEENS,40.72413767814166,-73.85429700867543,"{'latitude': '40.72413767814166', 'longitude': '-73.85429700867543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970823,2023-09-30T06:48:41.000,2023-09-30T08:47:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,101-54 123 STREET,123 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,123 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T08:47:42.000,09 QUEENS,4094890031,QUEENS,1033419,190883,ONLINE,Unspecified,QUEENS,40.69046993330766,-73.82269958482927,"{'latitude': '40.69046993330766', 'longitude': '-73.82269958482927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969654,2023-09-30T06:48:32.000,2023-09-30T08:31:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11204,46 AVENUE O,AVENUE O,WEST   10 STREET,WEST    9 STREET,WEST   10 STREET,WEST    9 STREET,ADDRESS,BROOKLYN,AVENUE O,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T08:31:51.000,11 BROOKLYN,3065970006,BROOKLYN,988840,161612,PHONE,Unspecified,BROOKLYN,40.610262794850286,-73.98346863687392,"{'latitude': '40.610262794850286', 'longitude': '-73.98346863687392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59443090,2023-09-30T06:48:25.000,2023-10-08T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,11204,1776 68 STREET,68 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,68 STREET,Closed,,2023-10-08T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59436305,2023-09-30T06:48:24.000,2023-10-08T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,11204,1776 68 STREET,68 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,68 STREET,Closed,,2023-10-08T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59435701,2023-09-30T06:48:20.000,2023-10-08T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11204,1776 68 STREET,68 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,68 STREET,Closed,,2023-10-08T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973814,2023-09-30T06:48:16.000,2023-10-02T18:35:00.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11223,1628 OCEAN PARKWAY,OCEAN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-02T00:00:00.000,15 BROOKLYN,3066370019,BROOKLYN,993247,161116,MOBILE,Unspecified,BROOKLYN,40.60889799802224,-73.96759702920683,"{'latitude': '40.60889799802224', 'longitude': '-73.96759702920683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971021,2023-09-30T06:48:11.000,2023-09-30T06:52:32.000,NYPD,New York City Police Department,Graffiti,Police Report Not Requested,Store/Commercial,10305,1832 HYLAN BOULEVARD,HYLAN BOULEVARD,DONGAN HILLS AVENUE,NAUGHTON AVENUE,DONGAN HILLS AVENUE,NAUGHTON AVENUE,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T06:52:39.000,02 STATEN ISLAND,5036520008,STATEN ISLAND,958063,152251,ONLINE,Unspecified,STATEN ISLAND,40.58453124877369,-74.09427888675309,"{'latitude': '40.58453124877369', 'longitude': '-74.09427888675309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975107,2023-09-30T06:47:50.000,2023-10-17T20:38:14.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10002,109 ELDRIDGE STREET,ELDRIDGE STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-17T00:00:00.000,03 MANHATTAN,1004180047,MANHATTAN,986469,200909,ONLINE,Unspecified,MANHATTAN,40.71812524637479,-73.99199510664727,"{'latitude': '40.71812524637479', 'longitude': '-73.99199510664727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969002,2023-09-30T06:47:50.000,2023-10-17T20:38:13.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10002,109 ELDRIDGE STREET,ELDRIDGE STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-17T00:00:00.000,03 MANHATTAN,1004180047,MANHATTAN,986469,200909,ONLINE,Unspecified,MANHATTAN,40.71812524637479,-73.99199510664727,"{'latitude': '40.71812524637479', 'longitude': '-73.99199510664727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975031,2023-09-30T06:47:50.000,2023-10-17T20:38:13.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10002,109 ELDRIDGE STREET,ELDRIDGE STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-17T00:00:00.000,03 MANHATTAN,1004180047,MANHATTAN,986469,200909,ONLINE,Unspecified,MANHATTAN,40.71812524637479,-73.99199510664727,"{'latitude': '40.71812524637479', 'longitude': '-73.99199510664727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976197,2023-09-30T06:47:50.000,2023-10-17T20:38:13.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10002,109 ELDRIDGE STREET,ELDRIDGE STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-17T00:00:00.000,03 MANHATTAN,1004180047,MANHATTAN,986469,200909,ONLINE,Unspecified,MANHATTAN,40.71812524637479,-73.99199510664727,"{'latitude': '40.71812524637479', 'longitude': '-73.99199510664727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969760,2023-09-30T06:46:43.000,2023-09-30T08:38:56.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11433,108-22 171 PLACE,171 PLACE,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,171 PLACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T08:39:02.000,12 QUEENS,4102540016,QUEENS,1044075,193920,PHONE,Unspecified,QUEENS,40.6987401545687,-73.78424786742258,"{'latitude': '40.6987401545687', 'longitude': '-73.78424786742258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974454,2023-09-30T06:46:03.000,2023-09-30T08:06:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11366,73-20 193 STREET,193 STREET,73 AVENUE,75 AVENUE,73 AVENUE,75 AVENUE,ADDRESS,FRESH MEADOWS,193 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T08:06:28.000,08 QUEENS,4071790014,QUEENS,1045394,206750,PHONE,Unspecified,QUEENS,40.73394630392099,-73.77937452530402,"{'latitude': '40.73394630392099', 'longitude': '-73.77937452530402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59457373,2023-09-30T06:45:22.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11223,1640 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE P,ESTATE ROAD,AVENUE P,ESTATE ROAD,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,,2023-10-02T00:00:00.000,15 BROOKLYN,3066370019,BROOKLYN,993261,161023,MOBILE,Unspecified,BROOKLYN,40.608642717880464,-73.96754673187344,"{'latitude': '40.608642717880464', 'longitude': '-73.96754673187344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971827,2023-09-30T06:45:05.000,2023-09-30T07:05:16.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,11220,52 68 STREET,68 STREET,OWLS HEAD COURT,NARROWS AVENUE,OWLS HEAD COURT,NARROWS AVENUE,ADDRESS,BROOKLYN,68 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-30T07:05:19.000,10 BROOKLYN,3058590148,BROOKLYN,974914,172127,MOBILE,N/A,BROOKLYN,40.63912053496037,-74.03363911843232,"{'latitude': '40.63912053496037', 'longitude': '-74.03363911843232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59459179,2023-09-30T06:45:04.000,2023-10-17T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,10002,109 ELDRIDGE STREET,ELDRIDGE STREET,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,,2023-10-17T00:00:00.000,03 MANHATTAN,1004180047,MANHATTAN,986469,200909,ONLINE,Unspecified,MANHATTAN,40.71812524637479,-73.99199510664727,"{'latitude': '40.71812524637479', 'longitude': '-73.99199510664727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452213,2023-09-30T06:45:03.000,2023-10-17T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,10002,109 ELDRIDGE STREET,ELDRIDGE STREET,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,,2023-10-17T00:00:00.000,03 MANHATTAN,1004180047,MANHATTAN,986469,200909,ONLINE,Unspecified,MANHATTAN,40.71812524637479,-73.99199510664727,"{'latitude': '40.71812524637479', 'longitude': '-73.99199510664727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59436452,2023-09-30T06:45:02.000,2023-10-17T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,10002,109 ELDRIDGE STREET,ELDRIDGE STREET,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,,2023-10-17T00:00:00.000,03 MANHATTAN,1004180047,MANHATTAN,986469,200909,ONLINE,Unspecified,MANHATTAN,40.71812524637479,-73.99199510664727,"{'latitude': '40.71812524637479', 'longitude': '-73.99199510664727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972463,2023-09-30T06:45:01.000,2023-09-30T06:54:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,187 SHERIDAN AVENUE,SHERIDAN AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,SHERIDAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T06:54:09.000,05 BROOKLYN,3042030007,BROOKLYN,1021188,186332,ONLINE,Unspecified,BROOKLYN,40.67803798974677,-73.86682869417714,"{'latitude': '40.67803798974677', 'longitude': '-73.86682869417714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59439563,2023-09-30T06:45:01.000,2023-10-17T00:00:00.000,HPD,Department of Housing Preservation and Development,Appliance,Electric/Gas Range,Apartment,10002,109 ELDRIDGE STREET,ELDRIDGE STREET,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,,2023-10-17T00:00:00.000,03 MANHATTAN,1004180047,MANHATTAN,986469,200909,ONLINE,Unspecified,MANHATTAN,40.71812524637479,-73.99199510664727,"{'latitude': '40.71812524637479', 'longitude': '-73.99199510664727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973179,2023-09-30T06:44:00.000,2023-10-07T11:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10035,1664 PARK AVENUE,PARK AVENUE,E 117 ST,E 118 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-07T11:30:00.000,11 MANHATTAN,1016230035,MANHATTAN,1000152,230825,ONLINE,Unspecified,MANHATTAN,40.80022297080219,-73.94256385044501,"{'latitude': '40.80022297080219', 'longitude': '-73.94256385044501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
