unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,due_date,taxi_pick_up_location
58809193,2023-09-13T06:41:00.000,2023-09-13T09:15:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10458,2595 BRIGGS AVENUE,BRIGGS AVENUE,COLES LN,E 194 ST,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T09:15:00.000,07 BRONX,2032930146,BRONX,1013730,254079,PHONE,Unspecified,BRONX,40.864013597216896,-73.89341955987146,"{'latitude': '40.864013597216896', 'longitude': '-73.89341955987146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58810316,2023-09-13T06:40:50.000,2023-09-14T11:54:52.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10036,318 WEST   47 STREET,WEST   47 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   47 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T11:54:56.000,04 MANHATTAN,1010377502,MANHATTAN,987499,216432,ONLINE,Unspecified,MANHATTAN,40.760731708843394,-73.98827195354022,"{'latitude': '40.760731708843394', 'longitude': '-73.98827195354022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58800123,2023-09-13T06:40:42.000,2023-09-13T14:24:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,1319 CROSBY AVENUE,CROSBY AVENUE,WATERBURY AVENUE,LA SALLE AVENUE,WATERBURY AVENUE,LA SALLE AVENUE,ADDRESS,BRONX,CROSBY AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T14:24:15.000,10 BRONX,2053590031,BRONX,1031532,244938,MOBILE,Unspecified,BRONX,40.83884691121786,-73.82912374534556,"{'latitude': '40.83884691121786', 'longitude': '-73.82912374534556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58805003,2023-09-13T06:40:42.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11385,59-20 GROVE STREET,GROVE STREET,FOREST AVENUE,60 PLACE,FOREST AVENUE,60 PLACE,ADDRESS,RIDGEWOOD,GROVE STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-13T10:33:25.000,05 QUEENS,4034960014,QUEENS,1010942,197697,MOBILE,Unspecified,QUEENS,40.7092690897301,-73.90372317775524,"{'latitude': '40.7092690897301', 'longitude': '-73.90372317775524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58809419,2023-09-13T06:40:39.000,2023-09-13T11:34:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,2795 SEXTON PLACE,SEXTON PLACE,ADEE AVENUE,FISH AVENUE,ADEE AVENUE,FISH AVENUE,ADDRESS,BRONX,SEXTON PLACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T11:35:03.000,11 BRONX,2045900010,BRONX,1026458,256069,MOBILE,Unspecified,BRONX,40.86942385309997,-73.84739096367524,"{'latitude': '40.86942385309997', 'longitude': '-73.84739096367524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58806655,2023-09-13T06:40:19.000,2023-09-13T07:03:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10467,RESERVOIR OVAL EAST,RESERVOIR OVAL EAST,HOLT PLACE,RESERVOIR OVAL EAST,HOLT PLACE,RESERVOIR OVAL EAST,INTERSECTION,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T07:03:08.000,07 BRONX,,BRONX,1018391,258671,MOBILE,Unspecified,BRONX,40.876600424829995,-73.87654504910392,"{'latitude': '40.876600424829995', 'longitude': '-73.87654504910392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58806787,2023-09-13T06:40:16.000,2023-09-13T07:25:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10033,600 WEST  186 STREET,WEST  186 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  186 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T07:25:56.000,12 MANHATTAN,1021660044,MANHATTAN,1003149,249856,PHONE,Unspecified,MANHATTAN,40.85245172595602,-73.93168543718501,"{'latitude': '40.85245172595602', 'longitude': '-73.93168543718501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58804338,2023-09-13T06:40:09.000,2023-09-13T07:03:35.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,3042 AVENUE V,AVENUE V,FORD STREET,COYLE STREET,FORD STREET,COYLE STREET,ADDRESS,BROOKLYN,AVENUE V,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T07:03:39.000,15 BROOKLYN,3073890001,BROOKLYN,1001769,157438,MOBILE,Unspecified,BROOKLYN,40.59878988925375,-73.93691433327626,"{'latitude': '40.59878988925375', 'longitude': '-73.93691433327626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58809403,2023-09-13T06:40:05.000,2023-09-13T07:33:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11201,157 HICKS STREET,HICKS STREET,CLARK STREET,LOVE LANE,CLARK STREET,LOVE LANE,ADDRESS,BROOKLYN,HICKS STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T07:33:08.000,02 BROOKLYN,3002360086,BROOKLYN,985627,193201,ONLINE,Unspecified,BROOKLYN,40.69696877946139,-73.99503414136316,"{'latitude': '40.69696877946139', 'longitude': '-73.99503414136316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58808996,2023-09-13T06:40:04.000,2023-09-13T07:32:41.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10009,165 AVENUE A,AVENUE A,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,ADDRESS,NEW YORK,AVENUE A,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T07:32:46.000,03 MANHATTAN,1004380031,MANHATTAN,989220,204536,ONLINE,Unspecified,MANHATTAN,40.728079365574025,-73.98206838085586,"{'latitude': '40.728079365574025', 'longitude': '-73.98206838085586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58809238,2023-09-13T06:39:41.000,2023-09-13T09:59:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11414,80-03 153 AVENUE,153 AVENUE,80 STREET,81 STREET,80 STREET,81 STREET,ADDRESS,HOWARD BEACH,153 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T09:59:46.000,10 QUEENS,4114270042,QUEENS,1024757,181881,ONLINE,Unspecified,QUEENS,40.66580539709218,-73.85398827157903,"{'latitude': '40.66580539709218', 'longitude': '-73.85398827157903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58805640,2023-09-13T06:39:29.000,2023-09-13T06:49:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11203,751 TROY AVENUE,TROY AVENUE,LENOX ROAD,LINDEN BOULEVARD,LENOX ROAD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,TROY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T06:49:32.000,17 BROOKLYN,3048650001,BROOKLYN,1001866,177825,ONLINE,Unspecified,BROOKLYN,40.654747711387884,-73.93651182977864,"{'latitude': '40.654747711387884', 'longitude': '-73.93651182977864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58808228,2023-09-13T06:39:22.000,2023-09-13T07:03:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,3042 AVENUE V,AVENUE V,FORD STREET,COYLE STREET,FORD STREET,COYLE STREET,ADDRESS,BROOKLYN,AVENUE V,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T07:03:34.000,15 BROOKLYN,3073890001,BROOKLYN,1001769,157438,MOBILE,Unspecified,BROOKLYN,40.59878988925375,-73.93691433327626,"{'latitude': '40.59878988925375', 'longitude': '-73.93691433327626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58809234,2023-09-13T06:39:11.000,2023-09-13T07:45:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,212 WAKEMAN PLACE,WAKEMAN PLACE,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,WAKEMAN PLACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T07:46:01.000,10 BROOKLYN,3058410020,BROOKLYN,976921,172122,MOBILE,Unspecified,BROOKLYN,40.63910869912817,-74.02640756779518,"{'latitude': '40.63910869912817', 'longitude': '-74.02640756779518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58805742,2023-09-13T06:39:11.000,2023-09-13T07:11:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10474,665 CASANOVA STREET,CASANOVA STREET,RANDALL AVENUE,SPOFFORD AVENUE,RANDALL AVENUE,SPOFFORD AVENUE,ADDRESS,BRONX,CASANOVA STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T07:11:08.000,02 BRONX,2027650079,BRONX,1014717,235496,ONLINE,Unspecified,BRONX,40.813005350264916,-73.88993563118831,"{'latitude': '40.813005350264916', 'longitude': '-73.88993563118831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58806808,2023-09-13T06:38:58.000,2023-09-13T08:17:53.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10453,1908 OSBOURNE PLACE,OSBOURNE PLACE,WEST BURNSIDE AVENUE,WEST  179 STREET,WEST BURNSIDE AVENUE,WEST  179 STREET,ADDRESS,BRONX,OSBORNE PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T08:18:02.000,05 BRONX,2032280017,BRONX,1007496,250789,PHONE,Unspecified,BRONX,40.855002157136184,-73.91596902986187,"{'latitude': '40.855002157136184', 'longitude': '-73.91596902986187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58805770,2023-09-13T06:38:53.000,2023-09-13T07:03:46.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10458,EAST FORDHAM ROAD,EAST FORDHAM ROAD,EAST FORDHAM ROAD,GRAND CONCOURSE,EAST FORDHAM ROAD,GRAND CONCOURSE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T07:03:49.000,05 BRONX,,BRONX,1012701,253506,PHONE,Unspecified,BRONX,40.862444262870824,-73.89714218131373,"{'latitude': '40.862444262870824', 'longitude': '-73.89714218131373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58808119,2023-09-13T06:38:30.000,2023-09-13T07:28:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,393 LINWOOD STREET,LINWOOD STREET,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,LINWOOD STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-13T07:28:31.000,05 BROOKLYN,3039870008,BROOKLYN,1016679,185541,PHONE,Unspecified,BROOKLYN,40.67588454201907,-73.88308862283913,"{'latitude': '40.67588454201907', 'longitude': '-73.88308862283913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58803079,2023-09-13T06:38:10.000,2023-09-13T06:59:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11693,616 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,EAST    6 ROAD,EAST    7 ROAD,EAST    6 ROAD,EAST    7 ROAD,ADDRESS,FAR ROCKAWAY,CROSS BAY BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T06:59:28.000,14 QUEENS,4154510005,QUEENS,1034485,161321,ONLINE,Unspecified,QUEENS,40.609322854086955,-73.81907583448783,"{'latitude': '40.609322854086955', 'longitude': '-73.81907583448783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58806406,2023-09-13T06:37:38.000,2023-09-13T13:06:43.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10010,115 EAST   22 STREET,EAST   22 STREET,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   22 STREET,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-13T13:06:43.000,05 MANHATTAN,1008780065,MANHATTAN,988163,208559,ONLINE,Unspecified,MANHATTAN,40.73912204159911,-73.98587966708362,"{'latitude': '40.73912204159911', 'longitude': '-73.98587966708362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58800444,2023-09-13T06:36:31.000,2023-09-13T06:52:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,141 BAY   32 STREET,BAY   32 STREET,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY   32 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T06:52:53.000,11 BROOKLYN,3064170020,BROOKLYN,985582,157241,MOBILE,Unspecified,BROOKLYN,40.59826637929664,-73.99520352520015,"{'latitude': '40.59826637929664', 'longitude': '-73.99520352520015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58804031,2023-09-13T06:35:54.000,2023-09-13T16:20:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10462,1937 HUNT AVENUE,HUNT AVENUE,SAGAMORE STREET,HOLLAND AVENUE,SAGAMORE STREET,HOLLAND AVENUE,ADDRESS,BRONX,HUNT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T16:20:52.000,11 BRONX,2042580050,BRONX,1021312,248564,PHONE,Unspecified,BRONX,40.84884801256049,-73.86603852649364,"{'latitude': '40.84884801256049', 'longitude': '-73.86603852649364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58806780,2023-09-13T06:35:45.000,2023-09-13T07:29:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,393 LINWOOD STREET,LINWOOD STREET,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,LINWOOD STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-13T07:29:23.000,05 BROOKLYN,3039870008,BROOKLYN,1016679,185541,PHONE,Unspecified,BROOKLYN,40.67588454201907,-73.88308862283913,"{'latitude': '40.67588454201907', 'longitude': '-73.88308862283913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58804146,2023-09-13T06:35:43.000,2023-09-13T07:06:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10030,333 WEST  142 STREET,WEST  142 STREET,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,ADDRESS,NEW YORK,WEST  142 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T07:06:48.000,10 MANHATTAN,,MANHATTAN,999804,238443,ONLINE,Unspecified,MANHATTAN,40.821132879900034,-73.94380313298291,"{'latitude': '40.821132879900034', 'longitude': '-73.94380313298291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58805336,2023-09-13T06:35:08.000,2023-09-13T07:03:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10032,66 ST NICHOLAS PLACE,ST NICHOLAS PLACE,WEST  153 STREET,EDGECOMBE AVENUE,WEST  153 STREET,EDGECOMBE AVENUE,ADDRESS,NEW YORK,ST NICHOLAS PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T07:03:44.000,09 MANHATTAN,1020540082,MANHATTAN,1000590,241396,ONLINE,Unspecified,MANHATTAN,40.829236604562965,-73.94095611095504,"{'latitude': '40.829236604562965', 'longitude': '-73.94095611095504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58802700,2023-09-13T06:35:00.000,2023-09-13T11:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10312,200 BARCLAY AVENUE,BARCLAY AVENUE,AMBOY RD,FINGAL ST,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-13T11:00:00.000,03 STATEN ISLAND,,STATEN ISLAND,935872,135222,ONLINE,Unspecified,STATEN ISLAND,40.537696688339956,-74.17404932900506,"{'latitude': '40.537696688339956', 'longitude': '-74.17404932900506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58808036,2023-09-13T06:34:05.000,2023-09-13T06:44:22.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,QUINCY STREET,QUINCY STREET,QUINCY STREET,STUYVESANT AVENUE,QUINCY STREET,STUYVESANT AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T06:44:27.000,03 BROOKLYN,,BROOKLYN,1002762,190291,ONLINE,Unspecified,BROOKLYN,40.688962249655034,-73.9332484055321,"{'latitude': '40.688962249655034', 'longitude': '-73.9332484055321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58802857,2023-09-13T06:33:43.000,2023-09-13T07:16:40.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10459,940 TIFFANY STREET,TIFFANY STREET,BECK STREET,EAST  163 STREET,BECK STREET,EAST  163 STREET,ADDRESS,BRONX,TIFFANY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T07:16:45.000,02 BRONX,2027120023,BRONX,1013341,238349,ONLINE,Unspecified,BRONX,40.820840667468154,-73.89489416485996,"{'latitude': '40.820840667468154', 'longitude': '-73.89489416485996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58808899,2023-09-13T06:33:33.000,2023-09-13T08:56:32.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10452,108 MARCY PLACE,MARCY PLACE,WALTON AVENUE,GRAND CONCOURSE,WALTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,MARCY PLACE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-13T08:56:35.000,04 BRONX,2028400049,BRONX,1007430,244616,MOBILE,Unspecified,BRONX,40.83805926972089,-73.91622895011635,"{'latitude': '40.83805926972089', 'longitude': '-73.91622895011635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58801117,2023-09-13T06:32:45.000,2023-09-13T07:11:56.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11220,150 55 STREET,55 STREET,1 AVENUE,2 AVENUE,1 AVENUE,2 AVENUE,ADDRESS,BROOKLYN,55 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-13T07:11:59.000,07 BROOKLYN,3008280001,BROOKLYN,978442,174975,ONLINE,Unspecified,BROOKLYN,40.64694069858286,-74.02092961613677,"{'latitude': '40.64694069858286', 'longitude': '-74.02092961613677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58803875,2023-09-13T06:32:02.000,2023-09-16T12:55:51.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10312,1520 DRUMGOOLE ROAD WEST,DRUMGOOLE ROAD WEST,HUGUENOT AVENUE,CARLTON COURT,HUGUENOT AVENUE,CARLTON COURT,ADDRESS,STATEN ISLAND,DRUMGOOLE ROAD WEST,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T09:56:48.000,03 STATEN ISLAND,5068280040,STATEN ISLAND,930151,134472,ONLINE,Unspecified,STATEN ISLAND,40.535605038184244,-74.1946256876309,"{'latitude': '40.535605038184244', 'longitude': '-74.1946256876309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58806577,2023-09-13T06:32:00.000,2023-09-13T06:32:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11206,173 HART STREET,HART STREET,TOMPKINS AVE,THROOP AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T06:32:00.000,03 BROOKLYN,3017680064,BROOKLYN,999651,192006,PHONE,Unspecified,BROOKLYN,40.69367548833815,-73.94446229749806,"{'latitude': '40.69367548833815', 'longitude': '-73.94446229749806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58805412,2023-09-13T06:31:21.000,2023-09-13T07:27:49.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11434,167 STREET,167 STREET,120 AVENUE,BAISLEY BOULEVARD,120 AVENUE,BAISLEY BOULEVARD,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T07:27:53.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,
58806321,2023-09-13T06:30:43.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11220,150 55 STREET,55 STREET,1 AVENUE,2 AVENUE,1 AVENUE,2 AVENUE,ADDRESS,BROOKLYN,55 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-13T16:54:35.000,07 BROOKLYN,3008280001,BROOKLYN,978442,174975,ONLINE,Unspecified,BROOKLYN,40.64694069858286,-74.02092961613677,"{'latitude': '40.64694069858286', 'longitude': '-74.02092961613677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58803106,2023-09-13T06:30:43.000,2023-09-13T06:43:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,78 CATHERINE STREET,CATHERINE STREET,MONROE STREET,CATHERINE SLIP,MONROE STREET,CATHERINE SLIP,ADDRESS,NEW YORK,CATHERINE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T06:43:25.000,03 MANHATTAN,1001110150,MANHATTAN,985181,198229,MOBILE,Unspecified,MANHATTAN,40.71076951579472,-73.99664185070007,"{'latitude': '40.71076951579472', 'longitude': '-73.99664185070007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58800936,2023-09-13T06:30:24.000,2023-09-13T06:30:24.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10027,303 WEST  120 STREET,WEST  120 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,ADDRESS,NEW YORK,WEST  120 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-13T06:30:24.000,10 MANHATTAN,1019470128,MANHATTAN,996971,233373,MOBILE,Unspecified,MANHATTAN,40.80722168212653,-73.95404841738333,"{'latitude': '40.80722168212653', 'longitude': '-73.95404841738333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58806136,2023-09-13T06:29:36.000,2023-09-13T08:16:43.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10027,430 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 130 STREET,WEST 133 STREET,WEST  130 STREET,WEST  133 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-13T06:29:36.000,10 MANHATTAN,1019580055,MANHATTAN,998327,236132,PHONE,Unspecified,MANHATTAN,40.81479231266717,-73.94914440539172,"{'latitude': '40.81479231266717', 'longitude': '-73.94914440539172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58805154,2023-09-13T06:29:22.000,2023-09-18T11:01:46.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Unsafe Driving,Street,10024,BROADWAY,BROADWAY,BROADWAY,WEST   87 STREET,BROADWAY,WEST   87 STREET,INTERSECTION,,,Closed,This Service Request is not within the Department of Sanitationâs jurisdiction and/or was found to be unsubstantiated.,2023-09-18T10:19:46.000,07 MANHATTAN,,MANHATTAN,990912,226717,PHONE,Unspecified,MANHATTAN,40.78895942111809,-73.97594171353965,"{'latitude': '40.78895942111809', 'longitude': '-73.97594171353965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58803882,2023-09-13T06:28:17.000,2023-09-13T15:24:12.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Unsafe Driving,Street,10002,ELDRIDGE STREET,ELDRIDGE STREET,ELDRIDGE STREET,HESTER STREET,ELDRIDGE STREET,HESTER STREET,INTERSECTION,,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-13T15:24:12.000,03 MANHATTAN,,MANHATTAN,986240,200309,PHONE,Unspecified,MANHATTAN,40.716478444788585,-73.9928213861294,"{'latitude': '40.716478444788585', 'longitude': '-73.9928213861294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
