unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58876377,2023-09-20T21:39:13.000,2023-09-20T22:52:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10466,773 EAST  233 STREET,EAST  233 STREET,BYRON AVENUE,BARNES AVENUE,BYRON AVENUE,BARNES AVENUE,ADDRESS,BRONX,EAST  233 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T22:52:49.000,12 BRONX,2049970001,BRONX,1024321,264534,PHONE,Unspecified,BRONX,40.89266757255148,-73.85506693764022,"{'latitude': '40.89266757255148', 'longitude': '-73.85506693764022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873800,2023-09-20T21:38:41.000,2023-09-20T21:53:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11102,3-04 27 AVENUE,27 AVENUE,3 STREET,4 STREET,3 STREET,4 STREET,ADDRESS,ASTORIA,27 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T21:53:43.000,01 QUEENS,4004900101,QUEENS,1002470,221625,MOBILE,Unspecified,QUEENS,40.77496696541085,-73.93421646508578,"{'latitude': '40.77496696541085', 'longitude': '-73.93421646508578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878546,2023-09-20T21:38:40.000,2023-09-22T12:19:36.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tobacco Sales,Business,11432,179-40 HILLSIDE AVENUE,HILLSIDE AVENUE,179 PLACE,180 STREET,179 PLACE,180 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-22T12:19:39.000,12 QUEENS,4099150037,QUEENS,1044328,199031,ONLINE,Unspecified,QUEENS,40.71276688790686,-73.78328985494953,"{'latitude': '40.71276688790686', 'longitude': '-73.78328985494953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58874346,2023-09-20T21:38:34.000,2023-09-27T08:09:12.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11223,1752 EAST    3 STREET,EAST    3 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,EAST    3 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-27T08:09:18.000,15 BROOKLYN,3066340028,BROOKLYN,992400,160680,ONLINE,Unspecified,BROOKLYN,40.60770208691752,-73.97064805154622,"{'latitude': '40.60770208691752', 'longitude': '-73.97064805154622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872994,2023-09-20T21:38:20.000,2023-09-21T02:29:04.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11419,107-30 118 STREET,118 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,ADDRESS,SOUTH RICHMOND HILL,118 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T02:29:10.000,10 QUEENS,4095970020,QUEENS,1033076,188442,ONLINE,Unspecified,QUEENS,40.683771860232845,-73.82395410829264,"{'latitude': '40.683771860232845', 'longitude': '-73.82395410829264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58874849,2023-09-20T21:38:15.000,2023-09-20T21:40:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10004,44 BEAVER STREET,BEAVER STREET,BROAD STREET,SOUTH WILLIAM STREET,BROAD STREET,SOUTH WILLIAM STREET,ADDRESS,NEW YORK,BEAVER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T21:40:08.000,01 MANHATTAN,1000290073,MANHATTAN,981217,196151,MOBILE,Unspecified,MANHATTAN,40.70506542638845,-74.010939200142,"{'latitude': '40.70506542638845', 'longitude': '-74.010939200142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876076,2023-09-20T21:38:03.000,2023-09-20T22:11:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,184 ETNA STREET,ETNA STREET,RICHMOND STREET,CHESTNUT STREET,RICHMOND STREET,CHESTNUT STREET,ADDRESS,BROOKLYN,ETNA STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T22:11:18.000,05 BROOKLYN,3041150026,BROOKLYN,1018413,189241,ONLINE,Unspecified,BROOKLYN,40.68603366963854,-73.87681854478991,"{'latitude': '40.68603366963854', 'longitude': '-73.87681854478991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877770,2023-09-20T21:37:58.000,2023-09-20T22:11:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11418,113-11 BABBAGE STREET,BABBAGE STREET,84 AVENUE,115 STREET,84 AVENUE,115 STREET,ADDRESS,RICHMOND HILL,BABBAGE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:11:13.000,09 QUEENS,4092140039,QUEENS,1029328,195414,MOBILE,Unspecified,QUEENS,40.702928235478275,-73.83742112196647,"{'latitude': '40.702928235478275', 'longitude': '-73.83742112196647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879465,2023-09-20T21:37:49.000,2023-09-21T12:05:47.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206,301 WALLABOUT STREET,WALLABOUT STREET,HARRISON AVENUE,THROOP AVENUE,HARRISON AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,WALLABOUT STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-20T21:37:49.000,01 BROOKLYN,3022500043,BROOKLYN,998735,195127,PHONE,Unspecified,BROOKLYN,40.70224345138861,-73.94775878153551,"{'latitude': '40.70224345138861', 'longitude': '-73.94775878153551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879734,2023-09-20T21:37:49.000,2023-09-25T07:32:28.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11238,500 ST MARKS AVENUE,ST MARKS AVENUE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,ST MARKS AVENUE,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-21T12:58:04.000,08 BROOKLYN,3011560025,BROOKLYN,995883,185687,ONLINE,Unspecified,BROOKLYN,40.676337034200984,-73.95806102789794,"{'latitude': '40.676337034200984', 'longitude': '-73.95806102789794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873747,2023-09-20T21:37:38.000,2023-09-21T01:40:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,655 BURKE AVENUE,BURKE AVENUE,BARKER AVENUE,OLINVILLE AVENUE,BARKER AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,BURKE AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-21T01:40:37.000,12 BRONX,2045940001,BRONX,1020428,256812,MOBILE,Unspecified,BRONX,40.871489932698715,-73.86918924081932,"{'latitude': '40.871489932698715', 'longitude': '-73.86918924081932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58880071,2023-09-20T21:37:36.000,2023-09-20T21:51:50.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11220,330 49 STREET,49 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,49 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T21:51:53.000,07 BROOKLYN,3007820019,BROOKLYN,980591,175265,ONLINE,Unspecified,BROOKLYN,40.64773783445796,-74.01318567147986,"{'latitude': '40.64773783445796', 'longitude': '-74.01318567147986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878862,2023-09-20T21:37:18.000,2023-09-20T22:11:02.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11208,215 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,HIGHLAND PLACE,HALE AVENUE,HIGHLAND PLACE,HALE AVENUE,ADDRESS,BROOKLYN,RIDGEWOOD AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T22:11:08.000,05 BROOKLYN,3039130037,BROOKLYN,1017292,188278,PHONE,Unspecified,BROOKLYN,40.683394712829525,-73.88086524940356,"{'latitude': '40.683394712829525', 'longitude': '-73.88086524940356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872149,2023-09-20T21:37:08.000,2023-09-20T21:55:50.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11203,586 SCHENECTADY AVENUE,SCHENECTADY AVENUE,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,SCHENECTADY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:55:53.000,09 BROOKLYN,3048260024,BROOKLYN,1002525,179491,ONLINE,Unspecified,BROOKLYN,40.65931917922258,-73.93413227584045,"{'latitude': '40.65931917922258', 'longitude': '-73.93413227584045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879066,2023-09-20T21:37:07.000,2023-09-20T22:32:19.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,2075 GRAND CONCOURSE,GRAND CONCOURSE,EAST BURNSIDE AVENUE,EAST  180 STREET,EAST BURNSIDE AVENUE,EAST  180 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:32:23.000,05 BRONX,2031600020,BRONX,1011113,250179,ONLINE,Unspecified,BRONX,40.85331762554519,-73.90289654577124,"{'latitude': '40.85331762554519', 'longitude': '-73.90289654577124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873645,2023-09-20T21:37:00.000,2023-09-29T08:03:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11218,330 EAST   12 STREET,EAST   12 STREET,CORTELYOU RD,SLOCUM PL,EAST 12 STREET,CORTELYOU ROAD,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T08:03:00.000,14 BROOKLYN,3051420075,BROOKLYN,993396,172462,UNKNOWN,Unspecified,BROOKLYN,40.640040236465445,-73.96704502813374,"{'latitude': '40.640040236465445', 'longitude': '-73.96704502813374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58880032,2023-09-20T21:36:57.000,2023-09-20T22:46:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11370,30-22 84 STREET,84 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,84 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T22:46:14.000,03 QUEENS,4013810016,QUEENS,1016272,216424,MOBILE,Unspecified,QUEENS,40.760652357762716,-73.88440899840293,"{'latitude': '40.760652357762716', 'longitude': '-73.88440899840293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58874763,2023-09-20T21:36:54.000,2023-09-20T21:41:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,805 71 STREET,71 STREET,8 AVENUE,FORT HAMILTON PARKWAY,8 AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,71 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T21:41:17.000,10 BROOKLYN,3058960087,BROOKLYN,979916,168428,MOBILE,Unspecified,BROOKLYN,40.62897142525617,-74.0156137281216,"{'latitude': '40.62897142525617', 'longitude': '-74.0156137281216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878925,2023-09-20T21:36:53.000,2023-09-20T22:21:44.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10474,331 TIFFANY STREET,TIFFANY STREET,VIELE AVENUE,EAST BAY AVENUE,VIELE AVENUE,EAST BAY AVENUE,ADDRESS,BRONX,TIFFANY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T22:21:49.000,02 BRONX,2027710045,BRONX,1014895,233240,MOBILE,Unspecified,BRONX,40.80681264539077,-73.88930289241087,"{'latitude': '40.80681264539077', 'longitude': '-73.88930289241087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58871040,2023-09-20T21:36:48.000,2023-09-20T21:40:50.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,10024,2219 BROADWAY,BROADWAY,WEST   78 STREET,WEST   79 STREET,WEST   78 STREET,WEST   79 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T21:40:54.000,07 MANHATTAN,1011707502,MANHATTAN,989769,224817,PHONE,Unspecified,MANHATTAN,40.78374521662625,-73.98007095699842,"{'latitude': '40.78374521662625', 'longitude': '-73.98007095699842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878946,2023-09-20T21:36:44.000,2023-09-20T21:45:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,585 BLAKE AVENUE,BLAKE AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,ADDRESS,BROOKLYN,BLAKE AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T21:45:18.000,05 BROOKLYN,3037690001,BROOKLYN,1012738,182472,ONLINE,Unspecified,BROOKLYN,40.667474390214934,-73.89730947175362,"{'latitude': '40.667474390214934', 'longitude': '-73.89730947175362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58880444,2023-09-20T21:36:42.000,2023-09-20T22:02:33.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10009,347 EAST   10 STREET,EAST   10 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,EAST   10 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:02:37.000,03 MANHATTAN,1003930001,MANHATTAN,989919,204043,ONLINE,Unspecified,MANHATTAN,40.72672578035935,-73.97954682407006,"{'latitude': '40.72672578035935', 'longitude': '-73.97954682407006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879801,2023-09-20T21:36:34.000,2023-09-23T13:52:48.000,DSNY,Department of Sanitation,Dead Animal,Other,Sidewalk,11221,86 PALMETTO STREET,PALMETTO STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,PALMETTO STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-21T13:01:15.000,04 BROOKLYN,3033490025,BROOKLYN,1006762,191252,ONLINE,Unspecified,BROOKLYN,40.691590701959576,-73.918821780308,"{'latitude': '40.691590701959576', 'longitude': '-73.918821780308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873726,2023-09-20T21:36:34.000,2023-09-21T00:48:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10475,3450 BOLLER AVENUE,BOLLER AVENUE,TILLOTSON AVENUE,DYRE AVENUE LINE,TILLOTSON AVENUE,DYRE AVENUE LINE,ADDRESS,BRONX,BOLLER AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T00:48:57.000,12 BRONX,2052600048,BRONX,1029790,260211,ONLINE,Unspecified,BRONX,40.88077578523252,-73.83531551527294,"{'latitude': '40.88077578523252', 'longitude': '-73.83531551527294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872962,2023-09-20T21:36:29.000,2023-09-21T08:39:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,64-35 ADMIRAL AVENUE,ADMIRAL AVENUE,BEND,65 STREET,BEND,65 STREET,ADDRESS,MIDDLE VILLAGE,ADMIRAL AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T08:39:39.000,05 QUEENS,4036010037,QUEENS,1012858,198662,MOBILE,Unspecified,QUEENS,40.711911796254654,-73.89680815926744,"{'latitude': '40.711911796254654', 'longitude': '-73.89680815926744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58870905,2023-09-20T21:36:23.000,2023-09-20T21:47:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10012,160 BLEECKER STREET,BLEECKER STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,ADDRESS,NEW YORK,BLEECKER STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T21:47:47.000,02 MANHATTAN,1005257501,MANHATTAN,984257,204710,PHONE,Unspecified,MANHATTAN,40.72855834935655,-73.99997474401702,"{'latitude': '40.72855834935655', 'longitude': '-73.99997474401702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58874644,2023-09-20T21:36:19.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tobacco Sales,Business,11432,179-40 HILLSIDE AVENUE,HILLSIDE AVENUE,179 PLACE,180 STREET,179 PLACE,180 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-11-08T14:09:59.000,12 QUEENS,4099150037,QUEENS,1044328,199031,ONLINE,Unspecified,QUEENS,40.71276688790686,-73.78328985494953,"{'latitude': '40.71276688790686', 'longitude': '-73.78328985494953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58875023,2023-09-20T21:36:16.000,2023-09-20T23:07:15.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10454,400 WALNUT AVENUE,WALNUT AVENUE,EAST  141 STREET,DEAD END,EAST  141 STREET,DEAD END,ADDRESS,BRONX,WALNUT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T23:07:19.000,01 BRONX,2025990089,BRONX,1010269,232641,MOBILE,Unspecified,BRONX,40.805183390795676,-73.90601542412152,"{'latitude': '40.805183390795676', 'longitude': '-73.90601542412152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877546,2023-09-20T21:36:15.000,2023-09-20T21:37:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10459,1201 VYSE AVENUE,VYSE AVENUE,HOME STREET,FREEMAN STREET,HOME STREET,FREEMAN STREET,ADDRESS,BRONX,VYSE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:37:52.000,03 BRONX,2029860035,BRONX,1014708,241294,ONLINE,Unspecified,BRONX,40.828919241523174,-73.88994182791369,"{'latitude': '40.828919241523174', 'longitude': '-73.88994182791369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873201,2023-09-20T21:35:58.000,2023-09-20T23:00:56.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11230,915 EAST    7 STREET,EAST    7 STREET,AVENUE H,DEAD END,AVENUE H,DEAD END,ADDRESS,BROOKLYN,EAST    7 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T23:01:04.000,14 BROOKLYN,3065100001,BROOKLYN,992598,168358,ONLINE,Unspecified,BROOKLYN,40.62877641678185,-73.96992546761086,"{'latitude': '40.62877641678185', 'longitude': '-73.96992546761086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873152,2023-09-20T21:35:54.000,2023-09-21T13:52:45.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11101,48-17 VERNON BOULEVARD,VERNON BOULEVARD,48 AVENUE,49 AVENUE,48 AVENUE,49 AVENUE,ADDRESS,LONG ISLAND CITY,VERNON BOULEVARD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T12:31:38.000,02 QUEENS,4000440002,QUEENS,997083,210313,ONLINE,Unspecified,QUEENS,40.743927889275085,-73.9536878836708,"{'latitude': '40.743927889275085', 'longitude': '-73.9536878836708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58871162,2023-09-20T21:35:51.000,2023-09-20T21:59:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,601 OLMSTEAD AVENUE,OLMSTEAD AVENUE,RANDALL AVENUE,SEWARD AVENUE,RANDALL AVENUE,SEWARD AVENUE,ADDRESS,BRONX,OLMSTEAD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:59:22.000,09 BRONX,2035670001,BRONX,1025454,237609,MOBILE,Unspecified,BRONX,40.81876138180378,-73.85113448966159,"{'latitude': '40.81876138180378', 'longitude': '-73.85113448966159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878935,2023-09-20T21:35:48.000,2023-09-20T23:06:54.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10454,920 EAST  134 STREET,EAST  134 STREET,LOCUST AVENUE,DEAD END,LOCUST AVENUE,DEAD END,ADDRESS,BRONX,EAST  134 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T23:06:59.000,01 BRONX,2025830368,BRONX,1009289,230636,MOBILE,Unspecified,BRONX,40.79968304995048,-73.90956280741662,"{'latitude': '40.79968304995048', 'longitude': '-73.90956280741662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873756,2023-09-20T21:35:32.000,2023-09-20T22:02:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11419,101-20 131 STREET,131 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,131 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:02:14.000,09 QUEENS,4094980009,QUEENS,1035259,191592,ONLINE,Unspecified,QUEENS,40.69240555703248,-73.81605930772184,"{'latitude': '40.69240555703248', 'longitude': '-73.81605930772184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877634,2023-09-20T21:35:07.000,2023-09-20T22:55:36.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10454,900 EAST  132 STREET,EAST  132 STREET,WALNUT AVENUE,LOCUST AVENUE,WALNUT AVENUE,LOCUST AVENUE,ADDRESS,BRONX,EAST  132 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:55:44.000,01 BRONX,2025830030,BRONX,1008857,230280,MOBILE,Unspecified,BRONX,40.798707141139616,-73.91112443150786,"{'latitude': '40.798707141139616', 'longitude': '-73.91112443150786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876642,2023-09-20T21:35:06.000,2023-09-23T17:27:23.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11212,119 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,17 BROOKLYN,3046160067,BROOKLYN,1005646,181056,PHONE,Unspecified,BROOKLYN,40.66360776564844,-73.92287844142228,"{'latitude': '40.66360776564844', 'longitude': '-73.92287844142228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873870,2023-09-20T21:35:06.000,2023-09-23T17:27:23.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11212,119 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,17 BROOKLYN,3046160067,BROOKLYN,1005646,181056,PHONE,Unspecified,BROOKLYN,40.66360776564844,-73.92287844142228,"{'latitude': '40.66360776564844', 'longitude': '-73.92287844142228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873711,2023-09-20T21:35:03.000,2023-09-20T22:05:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11385,66-67 FRESH POND ROAD,FRESH POND ROAD,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,RIDGEWOOD,FRESH POND ROAD,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-20T22:05:49.000,05 QUEENS,4036190020,QUEENS,1012779,196818,ONLINE,Unspecified,QUEENS,40.70685071188409,-73.89710093308737,"{'latitude': '40.70685071188409', 'longitude': '-73.89710093308737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
