unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location,taxi_company_borough,due_date,vehicle_type
58792520,2023-09-12T10:23:44.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,11232,GONZALO PLASENCIA PLAYGROUND,GONZALO PLASENCIA PLAYGROUND,UNRECOGNIZED,BROOKLYN,,In Progress,,,07 BROOKLYN,3007130010,BROOKLYN,981889,177055,PHONE,Unspecified,BROOKLYN,40.65265143686679,-74.00850879014064,"{'latitude': '40.65265143686679', 'longitude': '-74.00850879014064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,GONZALO PLASENCIA PLAYGROUND,,,,,,,,
58788782,2023-09-12T10:23:43.000,2023-09-12T12:00:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10461,1849 HERING AVENUE,HERING AVENUE,ADDRESS,BRONX,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T12:00:19.000,11 BRONX,2042010015,BRONX,1025592,249779,ONLINE,Unspecified,BRONX,40.852163820548284,-73.85056090191244,"{'latitude': '40.852163820548284', 'longitude': '-73.85056090191244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,LAKEWOOD PLACE,RHINELANDER AVENUE,LAKEWOOD PLACE,RHINELANDER AVENUE,HERING AVENUE,,,,,,,,
58790931,2023-09-12T10:23:38.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11370,71-06 31 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-13T10:09:16.000,03 QUEENS,4011420001,QUEENS,1013039,215515,PHONE,Unspecified,QUEENS,40.75816850574411,-73.8960831594566,"{'latitude': '40.75816850574411', 'longitude': '-73.8960831594566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,71 STREET,72 STREET,71 STREET,72 STREET,31 AVENUE,,,,,,,,
58793273,2023-09-12T10:23:37.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Adult Establishment,10001,38 WEST   32 STREET,WEST   32 STREET,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,05 MANHATTAN,1008330018,MANHATTAN,987782,211753,UNKNOWN,Unspecified,MANHATTAN,40.74788893406422,-73.98725285485801,"{'latitude': '40.74788893406422', 'longitude': '-73.98725285485801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58789275,2023-09-12T10:23:13.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10453,1805 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,05 BRONX,2028790123,BRONX,1007694,249209,PHONE,Unspecified,BRONX,40.8506650052446,-73.91525881383795,"{'latitude': '40.8506650052446', 'longitude': '-73.91525881383795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58795032,2023-09-12T10:23:12.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10453,1805 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,05 BRONX,2028790123,BRONX,1007694,249209,PHONE,Unspecified,BRONX,40.8506650052446,-73.91525881383795,"{'latitude': '40.8506650052446', 'longitude': '-73.91525881383795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58792106,2023-09-12T10:23:12.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10453,1805 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,05 BRONX,2028790123,BRONX,1007694,249209,PHONE,Unspecified,BRONX,40.8506650052446,-73.91525881383795,"{'latitude': '40.8506650052446', 'longitude': '-73.91525881383795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58796394,2023-09-12T10:23:11.000,2023-09-14T20:36:28.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10468,2344 DAVIDSON AVENUE,DAVIDSON AVENUE,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-14T00:00:00.000,07 BRONX,2031980055,BRONX,1010769,252572,PHONE,Unspecified,BRONX,40.85988673093513,-73.90413055721098,"{'latitude': '40.85988673093513', 'longitude': '-73.90413055721098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58797943,2023-09-12T10:23:11.000,2023-11-14T17:28:39.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10468,2344 DAVIDSON AVENUE,DAVIDSON AVENUE,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-14T00:00:00.000,07 BRONX,2031980055,BRONX,1010769,252572,PHONE,Unspecified,BRONX,40.85988673093513,-73.90413055721098,"{'latitude': '40.85988673093513', 'longitude': '-73.90413055721098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58798457,2023-09-12T10:23:04.000,2023-10-05T09:26:48.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11249,52 BROADWAY,BROADWAY,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-05T09:26:51.000,01 BROOKLYN,,BROOKLYN,993424,198181,PHONE,Unspecified,BROOKLYN,40.71063306007211,-73.96690913068171,"{'latitude': '40.71063306007211', 'longitude': '-73.96690913068171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,DUNHAM PLACE,WYTHE AVENUE,DUNHAM PLACE,WYTHE AVENUE,BROADWAY,,,,,,,,
58795329,2023-09-12T10:23:04.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,11375,71-75 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-13T09:44:33.000,06 QUEENS,4031890006,QUEENS,1024350,201889,ONLINE,Unspecified,QUEENS,40.720724504663394,-73.85533623798032,"{'latitude': '40.720724504663394', 'longitude': '-73.85533623798032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Restaurant/Bar/Deli/Bakery,DANE PLACE,EXETER STREET,DANE PLACE,EXETER STREET,YELLOWSTONE BOULEVARD,,,,,,,,
58789916,2023-09-12T10:23:02.000,2023-09-18T12:10:27.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,11211,230 POWERS STREET,POWERS STREET,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-16T07:18:03.000,01 BROOKLYN,3027840010,BROOKLYN,1000404,198897,PHONE,Unspecified,BROOKLYN,40.71258831879535,-73.94173036732457,"{'latitude': '40.71258831879535', 'longitude': '-73.94173036732457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HUMBOLDT STREET,BUSHWICK AVENUE,HUMBOLDT STREET,BUSHWICK AVENUE,POWERS STREET,,,,,,,,
58790056,2023-09-12T10:23:00.000,2023-09-12T12:35:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11357,22-02 150 STREET,150 STREET,ADDRESS,WHITESTONE,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-12T12:35:00.000,07 QUEENS,4046730044,QUEENS,1035607,223042,PHONE,Unspecified,QUEENS,40.77872583373722,-73.81456432932642,"{'latitude': '40.77872583373722', 'longitude': '-73.81456432932642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,22 AVE,23 AVE,,,,,,,,,
58790071,2023-09-12T10:23:00.000,2023-09-12T11:52:00.000,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),11418,104-19 89 AVENUE,89 AVENUE,ADDRESS,RICHMOND HILL,,Closed,The Department of Environmental Protection scheduled an inspection.,2023-09-12T11:52:00.000,09 QUEENS,4092900064,QUEENS,1028080,192081,PHONE,Unspecified,QUEENS,40.693786211884024,-73.84194385423959,"{'latitude': '40.693786211884024', 'longitude': '-73.84194385423959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,104 ST,107 ST,,,,,,,,,
58790020,2023-09-12T10:23:00.000,2023-09-13T06:23:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",10036,640 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-13T06:23:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,W 41 ST,W 42 ST,,,,,,,,,
58798148,2023-09-12T10:22:48.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,10016,225 EAST   27 STREET,EAST   27 STREET,ADDRESS,NEW YORK,,In Progress,,,06 MANHATTAN,1009080017,MANHATTAN,989760,209189,PHONE,Unspecified,MANHATTAN,40.7408503842815,-73.98011626553267,"{'latitude': '40.7408503842815', 'longitude': '-73.98011626553267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,EAST   27 STREET,,,,,,,,
58798176,2023-09-12T10:22:41.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,11416,94-21 75 STREET,75 STREET,ADDRESS,OZONE PARK,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-13T06:17:24.000,09 QUEENS,4089970037,QUEENS,1021937,188265,ONLINE,Unspecified,QUEENS,40.68334047241163,-73.86411754402707,"{'latitude': '40.68334047241163', 'longitude': '-73.86411754402707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,ATLANTIC AVENUE,95 AVENUE,ATLANTIC AVENUE,95 AVENUE,75 STREET,,,,,,,,
58796455,2023-09-12T10:22:35.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11216,119 ROGERS AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,08 BROOKLYN,3012400009,BROOKLYN,997303,184612,ONLINE,Unspecified,BROOKLYN,40.673384421653346,-73.95294376573602,"{'latitude': '40.673384421653346', 'longitude': '-73.95294376573602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58789699,2023-09-12T10:22:35.000,2023-09-25T09:53:13.000,DOT,Department of Transportation,Street Condition,Cave-in,11367,76-26 VLEIGH PLACE,VLEIGH PLACE,ADDRESS,FLUSHING,,Closed,This request required re-assignment to a new DOT unit.,2023-09-25T09:53:21.000,08 QUEENS,4066060134,QUEENS,1034085,202267,ONLINE,Unspecified,QUEENS,40.72171253740141,-73.82021378444512,"{'latitude': '40.72171253740141', 'longitude': '-73.82021378444512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,76 ROAD,77 AVENUE,76 ROAD,77 AVENUE,VLEIGH PLACE,,,,,,,,
58799393,2023-09-12T10:22:21.000,2023-11-19T09:13:18.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,10031,454 WEST  146 STREET,WEST  146 STREET,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-19T00:00:00.000,09 MANHATTAN,1020600052,MANHATTAN,999146,240034,PHONE,Unspecified,MANHATTAN,40.82550085725062,-73.94617696560513,"{'latitude': '40.82550085725062', 'longitude': '-73.94617696560513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58793763,2023-09-12T10:22:17.000,2023-09-12T12:36:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11210,ALTON PLACE,ALTON PLACE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T12:36:37.000,18 BROOKLYN,,BROOKLYN,1001924,166875,PHONE,Unspecified,BROOKLYN,40.62469219695237,-73.93633148112008,"{'latitude': '40.62469219695237', 'longitude': '-73.93633148112008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ALTON PLACE,EAST   40 STREET,ALTON PLACE,EAST   40 STREET,,,,,,,,,
58797324,2023-09-12T10:22:01.000,2023-09-12T10:52:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11226,249 MARLBOROUGH ROAD,MARLBOROUGH ROAD,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T10:52:50.000,14 BROOKLYN,3051460058,BROOKLYN,993999,173762,MOBILE,Unspecified,BROOKLYN,40.6436078140091,-73.96487041333916,"{'latitude': '40.6436078140091', 'longitude': '-73.96487041333916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BEVERLEY ROAD,CORTELYOU ROAD,BEVERLEY ROAD,CORTELYOU ROAD,MARLBOROUGH ROAD,,,,,,,,
58792169,2023-09-12T10:21:52.000,2023-09-22T10:05:12.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10031,1780 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 MANHATTAN,1020800028,MANHATTAN,999155,240671,PHONE,Unspecified,MANHATTAN,40.82724922529948,-73.94614303121817,"{'latitude': '40.82724922529948', 'longitude': '-73.94614303121817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58792154,2023-09-12T10:21:52.000,2023-09-22T10:05:12.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,10031,1780 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 MANHATTAN,1020800028,MANHATTAN,999155,240671,PHONE,Unspecified,MANHATTAN,40.82724922529948,-73.94614303121817,"{'latitude': '40.82724922529948', 'longitude': '-73.94614303121817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58799210,2023-09-12T10:21:47.000,,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,11207,421 ASHFORD STREET,ASHFORD STREET,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,05 BROOKLYN,3040320015,BROOKLYN,1016266,184059,PHONE,Unspecified,BROOKLYN,40.67181829193939,-73.88458458719006,"{'latitude': '40.67181829193939', 'longitude': '-73.88458458719006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58792053,2023-09-12T10:21:47.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,11207,421 ASHFORD STREET,ASHFORD STREET,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,05 BROOKLYN,3040320015,BROOKLYN,1016266,184059,PHONE,Unspecified,BROOKLYN,40.67181829193939,-73.88458458719006,"{'latitude': '40.67181829193939', 'longitude': '-73.88458458719006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58788904,2023-09-12T10:21:31.000,2023-09-12T11:22:58.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,11222,99 OAK STREET,OAK STREET,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T11:23:01.000,01 BROOKLYN,3025690081,BROOKLYN,996245,204441,PHONE,Unspecified,BROOKLYN,40.72781187707853,-73.95672255220897,"{'latitude': '40.72781187707853', 'longitude': '-73.95672255220897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FRANKLIN STREET,GUERNSEY STREET,FRANKLIN STREET,GUERNSEY STREET,OAK STREET,,,,,,,,
58795511,2023-09-12T10:21:30.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10010,25 EAST   22 STREET,EAST   22 STREET,ADDRESS,NEW YORK,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-12T11:07:30.000,05 MANHATTAN,1008510022,MANHATTAN,987405,208978,PHONE,Unspecified,MANHATTAN,40.740272395437735,-73.98861476630255,"{'latitude': '40.740272395437735', 'longitude': '-73.98861476630255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BROADWAY,PARK AVENUE SOUTH,BROADWAY,PARK AVENUE SOUTH,EAST   22 STREET,,,,,,,,
58799782,2023-09-12T10:21:10.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,10023,51 WEST   66 STREET,WEST   66 STREET,ADDRESS,NEW YORK,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-11-27T11:01:49.000,07 MANHATTAN,1011190021,MANHATTAN,989744,220912,ONLINE,Unspecified,MANHATTAN,40.77302703776958,-73.98016442471541,"{'latitude': '40.77302703776958', 'longitude': '-73.98016442471541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,WEST   66 STREET,,,,,"51 WEST   66 STREET, MANHATTAN (NEW YORK), NY, 10023",,,
58799987,2023-09-12T10:21:10.000,2023-09-14T15:22:14.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Spilled Garbage,11228,1369 76 STREET,76 STREET,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T12:19:29.000,10 BROOKLYN,3062220049,BROOKLYN,982404,164744,PHONE,Unspecified,BROOKLYN,40.61886048418026,-74.00664941762874,"{'latitude': '40.61886048418026', 'longitude': '-74.00664941762874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,76 STREET,,,,,,,,
58792564,2023-09-12T10:20:47.000,2023-09-18T16:45:55.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,11429,100-30 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,ADDRESS,QUEENS VILLAGE,,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-09-18T16:45:58.000,12 QUEENS,4108730020,QUEENS,1052704,198694,PHONE,Unspecified,QUEENS,40.71178106594133,-73.75307997301292,"{'latitude': '40.71178106594133', 'longitude': '-73.75307997301292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,100 AVENUE,104 AVENUE,100 AVENUE,104 AVENUE,FRANCIS LEWIS BOULEVARD,,,,,,,,
58793687,2023-09-12T10:20:45.000,2023-09-13T08:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,10032,AUDUBON AVENUE,AUDUBON AVENUE,BLOCKFACE,MANHATTAN,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-13T08:20:00.000,12 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,WILSON BATISTA CORNER,WEST  172 STREET,,,,,,,,,
58796007,2023-09-12T10:20:43.000,2023-09-12T12:44:07.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10468,RESERVOIR AVENUE,RESERVOIR AVENUE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T12:44:10.000,08 BRONX,,BRONX,1012518,256571,MOBILE,Unspecified,BRONX,40.870857338454016,-73.89779084451898,"{'latitude': '40.870857338454016', 'longitude': '-73.89779084451898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,GOULDEN AVENUE,RESERVOIR AVENUE,GOULDEN AVENUE,RESERVOIR AVENUE,,,,,,,,,
58790959,2023-09-12T10:20:43.000,2023-11-03T14:43:29.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,11379,61-42 82 STREET,82 STREET,ADDRESS,MIDDLE VILLAGE,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-11-03T14:43:34.000,05 QUEENS,4029390026,QUEENS,1018375,203400,PHONE,Unspecified,QUEENS,40.72489689614252,-73.87688380707567,"{'latitude': '40.72489689614252', 'longitude': '-73.87688380707567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,CALDWELL AVENUE,62 AVENUE,CALDWELL AVENUE,62 AVENUE,82 STREET,,,,,,,,
58797408,2023-09-12T10:20:43.000,2023-09-12T12:43:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10468,RESERVOIR AVENUE,RESERVOIR AVENUE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T12:43:47.000,08 BRONX,,BRONX,1012518,256571,MOBILE,Unspecified,BRONX,40.870857338454016,-73.89779084451898,"{'latitude': '40.870857338454016', 'longitude': '-73.89779084451898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,GOULDEN AVENUE,RESERVOIR AVENUE,GOULDEN AVENUE,RESERVOIR AVENUE,,,,,,,,,
58793126,2023-09-12T10:20:43.000,2023-09-12T11:15:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11215,701 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T11:15:26.000,06 BROOKLYN,3010890007,BROOKLYN,990276,182235,MOBILE,Unspecified,BROOKLYN,40.66686766032023,-73.97827831511727,"{'latitude': '40.66686766032023', 'longitude': '-73.97827831511727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,7 STREET,8 STREET,7 STREET,8 STREET,8 AVENUE,,,,,,,,
58790227,2023-09-12T10:20:35.000,2023-09-12T10:45:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10023,51 WEST   66 STREET,WEST   66 STREET,ADDRESS,NEW YORK,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-12T10:45:38.000,07 MANHATTAN,1011190021,MANHATTAN,989744,220912,ONLINE,Unspecified,MANHATTAN,40.77302703776958,-73.98016442471541,"{'latitude': '40.77302703776958', 'longitude': '-73.98016442471541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,WEST   66 STREET,,,,,,,,
58791715,2023-09-12T10:20:35.000,2023-09-12T11:06:09.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10451,335 EAST  152 STREET,EAST  152 STREET,ADDRESS,BRONX,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T11:06:13.000,01 BRONX,2024110119,BRONX,1006667,237604,PHONE,Unspecified,BRONX,40.81881531169147,-73.91900981169836,"{'latitude': '40.81881531169147', 'longitude': '-73.91900981169836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DEAD END,COURTLANDT AVENUE,DEAD END,COURTLANDT AVENUE,EAST  152 STREET,,,,,,,,
58789957,2023-09-12T10:20:31.000,2023-10-02T09:45:58.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Spilled Garbage,10461,3039 ROBERTS AVENUE,ROBERTS AVENUE,ADDRESS,BRONX,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T06:48:28.000,10 BRONX,2041750032,BRONX,1031320,247467,PHONE,Unspecified,BRONX,40.84578939659277,-73.82987215655804,"{'latitude': '40.84578939659277', 'longitude': '-73.82987215655804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HOBART AVENUE,JARVIS AVENUE,HOBART AVENUE,JARVIS AVENUE,ROBERTS AVENUE,,,,,,,,
