unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction,road_ramp,taxi_pick_up_location
58786169,2023-09-11T18:34:36.000,2023-09-11T18:34:36.000,DOT,Department of Transportation,Street Condition,Pothole,,10466,,,INTERSECTION,BRONX,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-11T18:34:36.000,12 BRONX,,BRONX,1023304,261658,UNKNOWN,Unspecified,BRONX,40.88477842849173,-73.85876209721303,"{'latitude': '40.88477842849173', 'longitude': '-73.85876209721303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BARNES AVENUE,EAST 222 STREET,,N/A,,,,,,
58783451,2023-09-11T18:34:03.000,2023-09-11T19:01:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,312 EAST    8 STREET,EAST    8 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-11T19:01:45.000,03 MANHATTAN,1003900011,MANHATTAN,989937,203464,ONLINE,Unspecified,MANHATTAN,40.725136554593945,-73.97948237119525,"{'latitude': '40.725136554593945', 'longitude': '-73.97948237119525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE B,AVENUE C,AVENUE B,AVENUE C,EAST    8 STREET,,,,,,,
58787381,2023-09-11T18:33:45.000,2023-09-11T21:45:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1794 WEST   12 STREET,WEST   12 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-11T21:45:27.000,11 BROOKLYN,3066440045,BROOKLYN,988540,159073,ONLINE,Unspecified,BROOKLYN,40.60329390942182,-73.98455073088493,"{'latitude': '40.60329390942182', 'longitude': '-73.98455073088493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUENTIN ROAD,HIGHLAWN AVENUE,QUENTIN ROAD,HIGHLAWN AVENUE,WEST   12 STREET,,,,,,,
58780548,2023-09-11T18:33:06.000,2023-09-11T18:34:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-11T18:34:44.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,WASHINGTON AVENUE,,,,,,,
58788350,2023-09-11T18:33:00.000,2023-09-13T11:16:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10303,60 AMADOR STREET,AMADOR STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-13T11:16:00.000,01 STATEN ISLAND,5016700304,STATEN ISLAND,938610,166482,PHONE,Unspecified,STATEN ISLAND,40.62351356322427,-74.16440994332585,"{'latitude': '40.62351356322427', 'longitude': '-74.16440994332585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KNOLLWOOD COURT,BRIARWOOD ROAD,,,,,,,,,,
58779165,2023-09-11T18:32:45.000,2023-09-11T19:04:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10001,264 10 AVENUE,10 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T19:04:28.000,04 MANHATTAN,1007230001,MANHATTAN,983381,212192,MOBILE,Unspecified,MANHATTAN,40.7490945412246,-74.00313631640996,"{'latitude': '40.7490945412246', 'longitude': '-74.00313631640996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   25 STREET,WEST   26 STREET,WEST   25 STREET,WEST   26 STREET,10 AVENUE,,,,,,,
58783915,2023-09-11T18:32:28.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Mixed Use Building,11220,5017 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,In Progress,,,12 BROOKLYN,3056440003,BROOKLYN,983180,172796,ONLINE,Unspecified,BROOKLYN,40.64096165244673,-74.00385548939386,"{'latitude': '40.64096165244673', 'longitude': '-74.00385548939386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50 STREET,51 STREET,50 STREET,51 STREET,8 AVENUE,,,,,,,
58787582,2023-09-11T18:32:23.000,2023-09-11T19:08:25.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10026,1350 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T19:08:30.000,10 MANHATTAN,1015960001,MANHATTAN,998623,230180,ONLINE,Unspecified,MANHATTAN,40.79845524146068,-73.94808779746673,"{'latitude': '40.79845524146068', 'longitude': '-73.94808779746673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  112 STREET,EAST  115 STREET,EAST  112 STREET,EAST  115 STREET,5 AVENUE,,,,,,,
58788192,2023-09-11T18:32:23.000,2023-09-19T15:49:15.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,10302,210 PORT RICHMOND AVENUE,PORT RICHMOND AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2023-09-19T15:49:18.000,01 STATEN ISLAND,5010800034,STATEN ISLAND,946877,171093,MOBILE,Unspecified,STATEN ISLAND,40.636208501777666,-74.13465513884444,"{'latitude': '40.636208501777666', 'longitude': '-74.13465513884444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HARRISON AVENUE,CASTLETON AVENUE,HARRISON AVENUE,CASTLETON AVENUE,PORT RICHMOND AVENUE,,,,,,,
58786704,2023-09-11T18:32:08.000,2023-09-12T05:12:36.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11691,515 MEEHAN AVENUE,MEEHAN AVENUE,ADDRESS,FAR ROCKAWAY,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-12T05:12:42.000,14 QUEENS,4155910020,QUEENS,1056438,157852,ONLINE,Unspecified,QUEENS,40.599649550389074,-73.74004834556592,"{'latitude': '40.599649550389074', 'longitude': '-73.74004834556592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",READS LANE,BEACH    6 STREET,READS LANE,BEACH    6 STREET,MEEHAN AVENUE,,,,,,,
58783490,2023-09-11T18:32:01.000,2023-10-02T18:43:24.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10028,509 EAST   81 STREET,EAST   81 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,08 MANHATTAN,1015780006,MANHATTAN,998400,220716,PHONE,Unspecified,MANHATTAN,40.772479451134046,-73.94891316055735,"{'latitude': '40.772479451134046', 'longitude': '-73.94891316055735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58777732,2023-09-11T18:32:00.000,2023-09-11T20:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10306,,,INTERSECTION,STATEN ISLAND,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-11T20:45:00.000,03 STATEN ISLAND,,STATEN ISLAND,948925,146086,UNKNOWN,Unspecified,STATEN ISLAND,40.56757784743258,-74.12714541490105,"{'latitude': '40.56757784743258', 'longitude': '-74.12714541490105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,AMBOY ROAD,AMBER STREET,,N/A,,,,,,
58781527,2023-09-11T18:32:00.000,2023-09-11T21:50:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,10473,2348 QUIMBY AVENUE,QUIMBY AVENUE,ADDRESS,BRONX,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-11T21:50:00.000,09 BRONX,2036990032,BRONX,1027135,240539,PHONE,Unspecified,BRONX,40.826795388569806,-73.84504250840831,"{'latitude': '40.826795388569806', 'longitude': '-73.84504250840831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAVEMEYER AVE,ZEREGA AVE,,,,,,,,,,
58785843,2023-09-11T18:32:00.000,2023-09-12T09:55:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11204,,,INTERSECTION,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-09-12T09:55:00.000,12 BROOKLYN,,BROOKLYN,989613,164450,PHONE,Unspecified,BROOKLYN,40.61805208444055,-73.9806823428405,"{'latitude': '40.61805208444055', 'longitude': '-73.9806823428405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,21 AVENUE,60 STREET,,,,,,,,
58782928,2023-09-11T18:32:00.000,2023-09-12T16:29:00.000,DEP,Department of Environmental Protection,Industrial Waste,Concrete In Catch Basin (IEA),,11222,74 JEWEL STREET,JEWEL STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated the complaint and issued a violation or order.,2023-09-12T16:29:00.000,01 BROOKLYN,3026260046,BROOKLYN,998911,204436,ONLINE,Unspecified,BROOKLYN,40.727794136317925,-73.9471037510713,"{'latitude': '40.727794136317925', 'longitude': '-73.9471037510713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORMAN AVE,MESEROLE AVE,,,,N/A,,,,,,
58780000,2023-09-11T18:31:58.000,2023-09-11T20:03:47.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11209,7115 3 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,Closed,N/A,2023-09-11T20:03:50.000,10 BROOKLYN,3058917501,BROOKLYN,976810,170206,ONLINE,Unspecified,BROOKLYN,40.633849594911894,-74.02680540608351,"{'latitude': '40.633849594911894', 'longitude': '-74.02680540608351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",71 STREET,72 STREET,71 STREET,72 STREET,3 AVENUE,,,,,,,
58782296,2023-09-11T18:31:46.000,2023-09-30T23:38:32.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11233,420 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,16 BROOKLYN,3015150027,BROOKLYN,1007671,187755,PHONE,Unspecified,BROOKLYN,40.68198988372131,-73.91555608664196,"{'latitude': '40.68198988372131', 'longitude': '-73.91555608664196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58779489,2023-09-11T18:31:45.000,2023-09-12T22:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11204,BAY PARKWAY,BAY PARKWAY,BLOCKFACE,BROOKLYN,Closed,The Department of Transportation inspected this complaint and found that the problem was fixed.,2023-09-12T22:00:00.000,11 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,64 STREET,65 STREET,,,,N/A,,,,,,
58783660,2023-09-11T18:31:44.000,2023-09-12T20:10:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11691,10-11 NAMEOKE STREET,NAMEOKE STREET,ADDRESS,FAR ROCKAWAY,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-12T00:00:00.000,14 QUEENS,4155577501,QUEENS,1053966,159135,ONLINE,Unspecified,QUEENS,40.603190901113365,-73.74893681750441,"{'latitude': '40.603190901113365', 'longitude': '-73.74893681750441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58786244,2023-09-11T18:31:44.000,2023-09-11T19:24:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10002,69 COLUMBIA STREET,COLUMBIA STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T19:24:55.000,03 MANHATTAN,1003330001,MANHATTAN,989766,200628,ONLINE,Unspecified,MANHATTAN,40.71735252752486,-73.9801016313048,"{'latitude': '40.71735252752486', 'longitude': '-73.9801016313048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,COLUMBIA STREET,,,,,,,
58786069,2023-09-11T18:31:44.000,2023-09-11T18:55:17.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11375,92-00 METROPOLITAN AVENUE,METROPOLITAN AVENUE,ADDRESS,FOREST HILLS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-11T18:55:20.000,06 QUEENS,,QUEENS,1023978,198479,ONLINE,Unspecified,QUEENS,40.71136656206018,-73.85669837824832,"{'latitude': '40.71136656206018', 'longitude': '-73.85669837824832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TROTTING COURSE LANE,SELFRIDGE STREET,TROTTING COURSE LANE,SELFRIDGE STREET,METROPOLITAN AVENUE,,,,,,,
58782215,2023-09-11T18:31:44.000,2023-09-12T20:10:14.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11691,10-11 NAMEOKE STREET,NAMEOKE STREET,ADDRESS,FAR ROCKAWAY,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-12T00:00:00.000,14 QUEENS,4155577501,QUEENS,1053966,159135,ONLINE,Unspecified,QUEENS,40.603190901113365,-73.74893681750441,"{'latitude': '40.603190901113365', 'longitude': '-73.74893681750441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58778917,2023-09-11T18:31:38.000,2023-09-11T20:11:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T20:11:06.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,GOLD STREET,,,,,,,
58782472,2023-09-11T18:31:34.000,2023-10-30T16:06:39.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10301,104 PROSPECT AVENUE,PROSPECT AVENUE,ADDRESS,STATEN ISLAND,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-30T16:06:44.000,01 STATEN ISLAND,5000840048,STATEN ISLAND,958892,172353,UNKNOWN,Unspecified,STATEN ISLAND,40.639709477014904,-74.09136979730471,"{'latitude': '40.639709477014904', 'longitude': '-74.09136979730471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN AVENUE,PENDLETON PLACE,FRANKLIN AVENUE,PENDLETON PLACE,PROSPECT AVENUE,,,,,,,
58788151,2023-09-11T18:31:32.000,2023-10-30T16:06:41.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10301,104 PROSPECT AVENUE,PROSPECT AVENUE,ADDRESS,STATEN ISLAND,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-30T16:06:49.000,01 STATEN ISLAND,5000840048,STATEN ISLAND,958892,172353,UNKNOWN,Unspecified,STATEN ISLAND,40.639709477014904,-74.09136979730471,"{'latitude': '40.639709477014904', 'longitude': '-74.09136979730471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN AVENUE,PENDLETON PLACE,FRANKLIN AVENUE,PENDLETON PLACE,PROSPECT AVENUE,,,,,,,
58781075,2023-09-11T18:31:31.000,2023-10-30T16:06:39.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10301,114 PROSPECT AVENUE,PROSPECT AVENUE,ADDRESS,STATEN ISLAND,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-30T16:06:44.000,01 STATEN ISLAND,5000840043,STATEN ISLAND,958829,172340,UNKNOWN,Unspecified,STATEN ISLAND,40.63967361422296,-74.09159674939082,"{'latitude': '40.63967361422296', 'longitude': '-74.09159674939082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN AVENUE,PENDLETON PLACE,FRANKLIN AVENUE,PENDLETON PLACE,PROSPECT AVENUE,,,,,,,
58781003,2023-09-11T18:31:29.000,2023-09-12T11:49:53.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10312,41 LORING AVENUE,LORING AVENUE,ADDRESS,STATEN ISLAND,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-09-12T11:49:57.000,03 STATEN ISLAND,5056800248,STATEN ISLAND,934345,141388,MOBILE,Unspecified,STATEN ISLAND,40.55461269587465,-74.17958847486247,"{'latitude': '40.55461269587465', 'longitude': '-74.17958847486247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FORRESTAL COURT,MC ARTHUR AVENUE,FORRESTAL COURT,MC ARTHUR AVENUE,LORING AVENUE,,,,,,,
58779059,2023-09-11T18:31:28.000,2023-09-11T19:16:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,25 JEROME STREET,JEROME STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T19:16:54.000,05 BROOKLYN,3039220018,BROOKLYN,1015087,187572,MOBILE,Unspecified,BROOKLYN,40.68146486163352,-73.8888187203455,"{'latitude': '40.68146486163352', 'longitude': '-73.8888187203455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA AVENUE,ARLINGTON AVENUE,JAMAICA AVENUE,ARLINGTON AVENUE,JEROME STREET,,,,,,,
58786694,2023-09-11T18:31:07.000,2023-09-20T12:26:21.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11238,263 PROSPECT PLACE,PROSPECT PLACE,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-20T12:26:24.000,08 BROOKLYN,3011527503,BROOKLYN,993225,186079,MOBILE,Unspecified,BROOKLYN,40.67741607951044,-73.96764305347328,"{'latitude': '40.67741607951044', 'longitude': '-73.96764305347328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VANDERBILT AVENUE,UNDERHILL AVENUE,VANDERBILT AVENUE,UNDERHILL AVENUE,PROSPECT PLACE,,,,,,,
58783309,2023-09-11T18:31:00.000,2023-09-11T21:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,10306,,,INTERSECTION,STATEN ISLAND,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-11T21:00:00.000,03 STATEN ISLAND,,STATEN ISLAND,948649,142063,UNKNOWN,Unspecified,STATEN ISLAND,40.556534396904766,-74.12811764331059,"{'latitude': '40.556534396904766', 'longitude': '-74.12811764331059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,HYLAN BOULEVARD,BUFFALO STREET,,N/A,,,,,,
58781912,2023-09-11T18:31:00.000,2023-09-11T21:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10306,,,INTERSECTION,STATEN ISLAND,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-11T21:00:00.000,03 STATEN ISLAND,,STATEN ISLAND,948649,142063,UNKNOWN,Unspecified,STATEN ISLAND,40.556534396904766,-74.12811764331059,"{'latitude': '40.556534396904766', 'longitude': '-74.12811764331059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,HYLAN BOULEVARD,BUFFALO STREET,,N/A,,,,,,
58781911,2023-09-11T18:31:00.000,2023-09-11T21:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10306,,,INTERSECTION,STATEN ISLAND,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-11T21:15:00.000,03 STATEN ISLAND,,STATEN ISLAND,949044,142543,UNKNOWN,Unspecified,STATEN ISLAND,40.55785348035161,-74.12669865364474,"{'latitude': '40.55785348035161', 'longitude': '-74.12669865364474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,HYLAN BOULEVARD,CHESTERTON AVENUE,,N/A,,,,,,
58780105,2023-09-11T18:30:48.000,2023-09-11T20:38:00.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11214,1633 82 STREET,82 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T20:38:05.000,11 BROOKLYN,3062950065,BROOKLYN,983138,162173,ONLINE,Unspecified,BROOKLYN,40.611803743515374,-74.00400507625864,"{'latitude': '40.611803743515374', 'longitude': '-74.00400507625864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16 AVENUE,17 AVENUE,16 AVENUE,17 AVENUE,82 STREET,,,,,,,
58777687,2023-09-11T18:30:36.000,2023-09-11T19:03:34.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11375,91-71 71 ROAD,71 ROAD,ADDRESS,FOREST HILLS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-11T19:03:40.000,06 QUEENS,4039000041,QUEENS,1025820,198006,ONLINE,Unspecified,QUEENS,40.71005982861287,-73.85005709101532,"{'latitude': '40.71005982861287', 'longitude': '-73.85005709101532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION TURNPIKE,METROPOLITAN AVENUE,UNION TURNPIKE,METROPOLITAN AVENUE,71 ROAD,,,,,,,
58780483,2023-09-11T18:30:00.000,2023-09-11T21:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10308,,,INTERSECTION,STATEN ISLAND,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-11T21:30:00.000,03 STATEN ISLAND,,STATEN ISLAND,945477,138897,UNKNOWN,Unspecified,STATEN ISLAND,40.5478310405004,-74.13951458388155,"{'latitude': '40.5478310405004', 'longitude': '-74.13951458388155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,HYLAN BOULEVARD,FIELDWAY AVENUE,,N/A,,,,,,
58780958,2023-09-11T18:29:40.000,2023-09-11T20:35:44.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10305,86 RODERICK AVENUE,RODERICK AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T20:35:50.000,02 STATEN ISLAND,5030420030,STATEN ISLAND,963873,158190,ONLINE,Unspecified,STATEN ISLAND,40.60084786583203,-74.07337954751291,"{'latitude': '40.60084786583203', 'longitude': '-74.07337954751291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VISTA PLACE,POUCH TERRACE,VISTA PLACE,POUCH TERRACE,RODERICK AVENUE,,,,,,,
58784565,2023-09-11T18:29:38.000,2023-09-11T18:47:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11207,654 LIBERTY AVENUE,LIBERTY AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T18:47:43.000,05 BROOKLYN,3039840010,BROOKLYN,1015997,185590,ONLINE,Unspecified,BROOKLYN,40.67602150795972,-73.88554710082339,"{'latitude': '40.67602150795972', 'longitude': '-73.88554710082339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASHFORD STREET,CLEVELAND STREET,ASHFORD STREET,CLEVELAND STREET,LIBERTY AVENUE,,,,,,,
58778017,2023-09-11T18:29:20.000,2023-09-16T16:07:33.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10462,1980 UNIONPORT ROAD,UNIONPORT ROAD,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-16T00:00:00.000,11 BRONX,2042560014,BRONX,1020596,249064,PHONE,Unspecified,BRONX,40.85022333953028,-73.8686238109841,"{'latitude': '40.85022333953028', 'longitude': '-73.8686238109841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58778266,2023-09-11T18:29:19.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11422,240-08 NEWHALL AVENUE,NEWHALL AVENUE,ADDRESS,ROSEDALE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-12T08:59:33.000,13 QUEENS,4135410054,QUEENS,1055458,179694,ONLINE,Unspecified,QUEENS,40.65960890116653,-73.74334689241431,"{'latitude': '40.65960890116653', 'longitude': '-73.74334689241431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKVILLE BOULEVARD,HUXLEY STREET,BROOKVILLE BOULEVARD,HUXLEY STREET,NEWHALL AVENUE,,,,,,,
