unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction
58827138,2023-09-16T12:49:10.000,2023-10-10T08:44:37.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10458,2300 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,05 BRONX,BRONX,1011958,251743,PHONE,Unspecified,BRONX,40.85760772449226,-73.89983560670379,"{'latitude': '40.85760772449226', 'longitude': '-73.89983560670379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031590001,,,,,,
58827754,2023-09-16T12:49:08.000,2023-09-16T18:18:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11370,80-08 19 AVENUE,19 AVENUE,80 STREET,BOWERY BAY BOULEVARD,80 STREET,BOWERY BAY BOULEVARD,ADDRESS,EAST ELMHURST,19 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T18:18:59.000,01 QUEENS,QUEENS,1014667,220991,MOBILE,Unspecified,QUEENS,40.773193247006404,-73.89018195264448,"{'latitude': '40.773193247006404', 'longitude': '-73.89018195264448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4009497501,,,,,,
58833506,2023-09-16T12:49:00.000,2023-09-16T13:32:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,5706 FARRAGUT ROAD,FARRAGUT ROAD,EAST   57 STREET,EAST   58 STREET,EAST   57 STREET,EAST   58 STREET,ADDRESS,BROOKLYN,FARRAGUT ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:32:58.000,18 BROOKLYN,BROOKLYN,1005961,171046,ONLINE,Unspecified,BROOKLYN,40.63613173289055,-73.92177524968736,"{'latitude': '40.63613173289055', 'longitude': '-73.92177524968736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3079780001,,,,,,
58832047,2023-09-16T12:48:52.000,2023-09-16T12:53:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11366,158-39 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:53:07.000,08 QUEENS,QUEENS,1037049,202520,ONLINE,Unspecified,QUEENS,40.72238976571024,-73.80951881866362,"{'latitude': '40.72238976571024', 'longitude': '-73.80951881866362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068280012,,,,,,
58828874,2023-09-16T12:48:50.000,2023-09-16T13:21:44.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10468,75 EAST  190 STREET,EAST  190 STREET,MORRIS AVENUE,CRESTON AVENUE,MORRIS AVENUE,CRESTON AVENUE,ADDRESS,BRONX,EAST  190 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T13:21:48.000,07 BRONX,BRONX,1012393,253684,ONLINE,Unspecified,BRONX,40.862933806053356,-73.89825493354691,"{'latitude': '40.862933806053356', 'longitude': '-73.89825493354691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031750001,,,,,,
58831888,2023-09-16T12:48:41.000,2023-09-16T18:30:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11417,98-05 103 AVENUE,103 AVENUE,98 STREET,99 STREET,98 STREET,99 STREET,ADDRESS,OZONE PARK,103 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T18:30:12.000,09 QUEENS,QUEENS,1028010,188177,MOBILE,Unspecified,QUEENS,40.68307099224839,-73.84222163943662,"{'latitude': '40.68307099224839', 'longitude': '-73.84222163943662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4091050039,,,,,,
58826471,2023-09-16T12:48:38.000,2023-09-16T13:32:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11221,985 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:32:51.000,04 BROOKLYN,BROOKLYN,1003826,193805,PHONE,Unspecified,BROOKLYN,40.698605073616356,-73.9294015649518,"{'latitude': '40.698605073616356', 'longitude': '-73.9294015649518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3031840062,,,,,,
58831251,2023-09-16T12:48:34.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11358,45-67 193 STREET,193 STREET,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,ADDRESS,FLUSHING,193 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-18T10:29:22.000,11 QUEENS,QUEENS,1042952,214229,PHONE,Unspecified,QUEENS,40.75449077307766,-73.78812066766338,"{'latitude': '40.75449077307766', 'longitude': '-73.78812066766338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4055350062,,,,,,
58831450,2023-09-16T12:48:28.000,2023-09-16T12:53:46.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019,9 AVENUE,9 AVENUE,9 AVENUE,WEST   51 STREET,9 AVENUE,WEST 51 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-16T12:53:46.000,04 MANHATTAN,MANHATTAN,987437,217664,PHONE,Unspecified,MANHATTAN,40.764113254415264,-73.98849517335509,"{'latitude': '40.764113254415264', 'longitude': '-73.98849517335509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834101,2023-09-16T12:48:12.000,2023-09-16T13:56:24.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11436,114-11 148 STREET,148 STREET,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,JAMAICA,148 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:56:27.000,12 QUEENS,QUEENS,1041030,189079,MOBILE,Unspecified,QUEENS,40.685472825201614,-73.79527007982908,"{'latitude': '40.685472825201614', 'longitude': '-73.79527007982908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4119790060,,,,,,
58829306,2023-09-16T12:48:05.000,2023-09-16T17:09:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11415,84-70 129 STREET,129 STREET,KEW GARDENS ROAD,METROPOLITAN AVENUE,KEW GARDENS ROAD,METROPOLITAN AVENUE,ADDRESS,KEW GARDENS,129 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T17:09:48.000,09 QUEENS,QUEENS,1033141,196138,ONLINE,Unspecified,QUEENS,40.70489519545206,-73.82366388782683,"{'latitude': '40.70489519545206', 'longitude': '-73.82366388782683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4092490040,,,,,,
58827462,2023-09-16T12:47:44.000,2023-09-16T13:10:58.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-16T13:11:02.000,10 MANHATTAN,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020260029,,,,,,
58836497,2023-09-16T12:47:42.000,2023-10-10T06:10:51.000,DOT,Department of Transportation,Broken Parking Meter,No Receipt,Street,10023,WEST   69 STREET,WEST   69 STREET,COLUMBUS AVENUE,BROADWAY,COLUMBUS AVENUE,BROADWAY,BLOCKFACE,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-10T06:11:02.000,Unspecified MANHATTAN,MANHATTAN,989627,221849,PHONE,Unspecified,MANHATTAN,40.775598929023005,-73.9805860925508,"{'latitude': '40.775598929023005', 'longitude': '-73.9805860925508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827844,2023-09-16T12:47:41.000,2023-09-16T13:50:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,6501 SIXTH AVENUE,SIXTH AVENUE,65 STREET,66 STREET,65 STREET,66 STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T13:50:21.000,10 BROOKLYN,BROOKLYN,979518,170682,MOBILE,Unspecified,BROOKLYN,40.63515797436722,-74.01704914883283,"{'latitude': '40.63515797436722', 'longitude': '-74.01704914883283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3058290001,,,,,,
58831416,2023-09-16T12:47:37.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,10466,4119 EDSON AVENUE,EDSON AVENUE,EDENWALD AVENUE,BUSSING AVENUE,EDENWALD AVENUE,BUSSING AVENUE,ADDRESS,BRONX,EDSON AVENUE,In Progress,"NYC Parks created a work order for the tree condition and  expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T16:30:44.000,12 BRONX,BRONX,1027153,264809,ONLINE,Unspecified,BRONX,40.89340904404958,-73.8448221170008,"{'latitude': '40.89340904404958', 'longitude': '-73.8448221170008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2050150044,,,,,,
58827227,2023-09-16T12:47:02.000,2023-09-16T12:54:20.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:54:22.000,08 QUEENS,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068580001,,,,,,
58831700,2023-09-16T12:47:00.000,2023-09-16T12:47:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10009,184 1 AVENUE,1 AVENUE,E 11 ST,E 12 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-16T12:47:00.000,03 MANHATTAN,MANHATTAN,988720,205063,ONLINE,Unspecified,MANHATTAN,40.72952611867896,-73.98387201656533,"{'latitude': '40.72952611867896', 'longitude': '-73.98387201656533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004390002,,,,,,
58831609,2023-09-16T12:46:59.000,2023-09-18T10:52:26.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,10026,114 WEST  111 STREET,WEST  111 STREET,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  111 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T14:37:23.000,10 MANHATTAN,MANHATTAN,997261,230466,PHONE,Unspecified,MANHATTAN,40.79924234384647,-73.95300649506828,"{'latitude': '40.79924234384647', 'longitude': '-73.95300649506828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018200043,,,,,,
58836450,2023-09-16T12:46:58.000,2023-09-16T13:02:33.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T13:02:37.000,08 QUEENS,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068580001,,,,,,
58832563,2023-09-16T12:46:54.000,2023-09-16T12:55:12.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:55:15.000,08 QUEENS,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068540028,,,,,,
58830431,2023-09-16T12:46:42.000,2023-09-16T13:12:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10012,530 BROADWAY,BROADWAY,SPRING STREET,PRINCE STREET,SPRING STREET,PRINCE STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:12:42.000,02 MANHATTAN,MANHATTAN,984624,202758,ONLINE,Unspecified,MANHATTAN,40.72320057591545,-73.99865071739235,"{'latitude': '40.72320057591545', 'longitude': '-73.99865071739235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004970001,,,,,,
58836452,2023-09-16T12:46:41.000,2023-09-16T13:03:02.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T13:03:05.000,08 QUEENS,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068540028,,,,,,
58836748,2023-09-16T12:46:32.000,2023-09-20T08:50:45.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11233,FULTON STREET,FULTON STREET,FULTON STREET,ROCHESTER AVENUE,FULTON STREET,ROCHESTER AVENUE,INTERSECTION,,,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-18T12:39:58.000,03 BROOKLYN,BROOKLYN,1004399,186729,PHONE,Unspecified,BROOKLYN,40.67918180043749,-73.9273562743782,"{'latitude': '40.67918180043749', 'longitude': '-73.9273562743782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829879,2023-09-16T12:46:24.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11357,143-20 21 AVENUE,21 AVENUE,WHITESTONE EXPRESSWAY,144 STREET,WHITESTONE EXPRESSWAY,144 STREET,ADDRESS,WHITESTONE,21 AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-18T10:28:56.000,07 QUEENS,QUEENS,1032798,223747,ONLINE,Unspecified,QUEENS,40.78067674342487,-73.82470171564479,"{'latitude': '40.78067674342487', 'longitude': '-73.82470171564479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4041920068,,,,,,
58828443,2023-09-16T12:46:15.000,2023-09-16T14:19:46.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11433,112-49 DILLON STREET,DILLON STREET,MATHIAS AVENUE,112 ROAD,MATHIAS AVENUE,112 ROAD,ADDRESS,JAMAICA,DILLON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T14:19:49.000,12 QUEENS,QUEENS,1043098,190597,ONLINE,Unspecified,QUEENS,40.689625867016844,-73.78780032472993,"{'latitude': '40.689625867016844', 'longitude': '-73.78780032472993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4121830003,,,,,,
58828735,2023-09-16T12:46:00.000,2023-09-18T12:28:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10304,313 BRITTON AVENUE,BRITTON AVENUE,DEAD END,SAUNDER STREET,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:28:00.000,01 STATEN ISLAND,STATEN ISLAND,960893,161786,PHONE,Unspecified,STATEN ISLAND,40.61071079407582,-74.08412324549003,"{'latitude': '40.61071079407582', 'longitude': '-74.08412324549003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5028880033,,,,,,
58834488,2023-09-16T12:45:49.000,2023-09-16T13:03:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10069,46 RIVERSIDE BOULEVARD,RIVERSIDE BOULEVARD,WEST   61 STREET,WEST   62 STREET,WEST   61 STREET,WEST   62 STREET,ADDRESS,NEW YORK,RIVERSIDE BOULEVARD,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T13:03:07.000,07 MANHATTAN,MANHATTAN,986555,221366,MOBILE,Unspecified,MANHATTAN,40.77427455566878,-73.99167785634782,"{'latitude': '40.77427455566878', 'longitude': '-73.99167785634782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1011717509,,,,,,
58831073,2023-09-16T12:45:38.000,2023-09-16T13:23:27.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11226,957 FLATBUSH AVENUE,FLATBUSH AVENUE,SNYDER AVENUE,ALBEMARLE ROAD,SNYDER AVENUE,ALBEMARLE ROAD,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:23:31.000,14 BROOKLYN,BROOKLYN,995849,175434,MOBILE,Unspecified,BROOKLYN,40.64819486298503,-73.95820124177172,"{'latitude': '40.64819486298503', 'longitude': '-73.95820124177172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3051090007,,,,,,
58826585,2023-09-16T12:45:29.000,2023-09-16T13:05:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,41-51 150 STREET,150 STREET,BARCLAY AVENUE,SANFORD AVENUE,BARCLAY AVENUE,SANFORD AVENUE,ADDRESS,FLUSHING,150 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T13:05:38.000,07 QUEENS,QUEENS,1035943,216767,MOBILE,Unspecified,QUEENS,40.761500673291984,-73.81339939623913,"{'latitude': '40.761500673291984', 'longitude': '-73.81339939623913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4050590010,,,,,,
58828051,2023-09-16T12:45:25.000,2023-09-16T13:21:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,516 WEST  136 STREET,WEST  136 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  136 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T13:21:14.000,09 MANHATTAN,MANHATTAN,997292,238045,ONLINE,Unspecified,MANHATTAN,40.82004454841862,-73.95287980338107,"{'latitude': '40.82004454841862', 'longitude': '-73.95287980338107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1019880120,,,,,,
58831138,2023-09-16T12:45:13.000,2023-09-21T19:36:32.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11226,2302 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,14 BROOKLYN,BROOKLYN,996537,175191,PHONE,Unspecified,BROOKLYN,40.64752695284903,-73.95572237231673,"{'latitude': '40.64752695284903', 'longitude': '-73.95572237231673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3051260047,,,,,,
58832525,2023-09-16T12:45:13.000,2023-09-21T19:36:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,2302 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,14 BROOKLYN,BROOKLYN,996537,175191,PHONE,Unspecified,BROOKLYN,40.64752695284903,-73.95572237231673,"{'latitude': '40.64752695284903', 'longitude': '-73.95572237231673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3051260047,,,,,,
58833828,2023-09-16T12:45:13.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,2302 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-16T00:00:00.000,14 BROOKLYN,BROOKLYN,996537,175191,PHONE,Unspecified,BROOKLYN,40.64752695284903,-73.95572237231673,"{'latitude': '40.64752695284903', 'longitude': '-73.95572237231673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3051260047,,,,,,
58829850,2023-09-16T12:45:12.000,2023-09-17T00:25:16.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10463,3441 KINGSBRIDGE AVENUE,KINGSBRIDGE AVENUE,WEST  234 STREET,WEST  236 STREET,WEST  234 STREET,WEST  236 STREET,ADDRESS,BRONX,KINGSBRIDGE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T00:25:21.000,08 BRONX,BRONX,1010895,260925,ONLINE,Unspecified,BRONX,40.8828127643775,-73.90364183486102,"{'latitude': '40.8828127643775', 'longitude': '-73.90364183486102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2057610441,,,,,,
58833959,2023-09-16T12:45:01.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted Less Than 2 Years Ago,Street,11378,69-95 QUEENS MIDTOWN EXPRESSWAY,QUEENS MIDTOWN EXPRESSWAY,69 LANE,LONG ISLAND EXPWY ET   19 WB,69 LANE,LONG ISLAND EXPWY ET   19 WB,ADDRESS,MASPETH,QUEENS MIDTOWN EXPRESSWAY,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-18T09:27:10.000,05 QUEENS,QUEENS,1014348,203791,ONLINE,Unspecified,QUEENS,40.72598471368842,-73.89141065520883,"{'latitude': '40.72598471368842', 'longitude': '-73.89141065520883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4027990152,,,,,,
58836475,2023-09-16T12:44:38.000,2023-09-16T12:51:09.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11436,114-11 148 STREET,148 STREET,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,JAMAICA,148 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T12:51:12.000,12 QUEENS,QUEENS,1041030,189079,MOBILE,Unspecified,QUEENS,40.685472825201614,-73.79527007982908,"{'latitude': '40.685472825201614', 'longitude': '-73.79527007982908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4119790060,,,,,,
58827851,2023-09-16T12:44:22.000,2023-09-16T13:21:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11222,69 RUSSELL STREET,RUSSELL STREET,ENGERT AVENUE,DRIGGS AVENUE,ENGERT AVENUE,DRIGGS AVENUE,ADDRESS,BROOKLYN,RUSSELL STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T13:21:54.000,01 BROOKLYN,BROOKLYN,999758,202631,MOBILE,Unspecified,BROOKLYN,40.72283840627475,-73.94405197222096,"{'latitude': '40.72283840627475', 'longitude': '-73.94405197222096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3027020025,,,,,,
58830124,2023-09-16T12:44:21.000,2023-09-18T15:34:28.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11220,402 53 STREET,53 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,53 STREET,Closed,The Department of Sanitation removed the items.,2023-09-18T10:14:36.000,07 BROOKLYN,BROOKLYN,980389,174096,PHONE,Unspecified,BROOKLYN,40.644529096138086,-74.01391293505056,"{'latitude': '40.644529096138086', 'longitude': '-74.01391293505056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3008150010,,,,,,
