unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough,taxi_pick_up_location,road_ramp,due_date
58865989,2023-09-19T09:59:24.000,2023-09-29T02:03:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11211,695 GRAND STREET,GRAND STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,01 BROOKLYN,3027827502,BROOKLYN,999554,198524,PHONE,Unspecified,BROOKLYN,40.711566033878675,-73.94479727775924,"{'latitude': '40.711566033878675', 'longitude': '-73.94479727775924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863952,2023-09-19T09:59:23.000,2023-11-13T08:49:34.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10462,2044 WESTCHESTER AVENUE,WESTCHESTER AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-13T00:00:00.000,09 BRONX,2038057502,BRONX,1024015,243051,PHONE,Unspecified,BRONX,40.833704696908896,-73.8563011751409,"{'latitude': '40.833704696908896', 'longitude': '-73.8563011751409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856191,2023-09-19T09:59:19.000,2023-09-23T18:32:20.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11412,120-60 200 STREET,200 STREET,,,,,ADDRESS,SAINT ALBANS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,12 QUEENS,4126870065,QUEENS,1053532,190773,PHONE,Unspecified,QUEENS,40.69003341801341,-73.75017480095937,"{'latitude': '40.69003341801341', 'longitude': '-73.75017480095937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861427,2023-09-19T09:59:19.000,2023-09-19T10:59:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10310,151 SOUTH ST AUSTINS PLACE,SOUTH ST AUSTINS PLACE,BARD AVENUE,ST AUSTINS PLACE,BARD AVENUE,ST AUSTINS PLACE,ADDRESS,STATEN ISLAND,SOUTH ST AUSTINS PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T10:59:17.000,01 STATEN ISLAND,5001400001,STATEN ISLAND,954360,170869,ONLINE,Unspecified,STATEN ISLAND,40.63562208213382,-74.10769288417086,"{'latitude': '40.63562208213382', 'longitude': '-74.10769288417086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867910,2023-09-19T09:59:19.000,2023-09-23T18:32:20.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11412,120-60 200 STREET,200 STREET,,,,,ADDRESS,SAINT ALBANS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,12 QUEENS,4126870065,QUEENS,1053532,190773,PHONE,Unspecified,QUEENS,40.69003341801341,-73.75017480095937,"{'latitude': '40.69003341801341', 'longitude': '-73.75017480095937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858742,2023-09-19T09:59:07.000,2023-09-19T10:19:42.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10010,200 EAST   24 STREET,EAST   24 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   24 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-19T10:19:46.000,06 MANHATTAN,1009040050,MANHATTAN,989071,208682,ONLINE,Unspecified,MANHATTAN,40.73945919772029,-73.98260299779788,"{'latitude': '40.73945919772029', 'longitude': '-73.98260299779788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861032,2023-09-19T09:59:00.000,2023-09-19T12:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11356,18-43 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,18 AVE,20 AVE,,,ADDRESS,COLLEGE POINT,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-19T12:00:00.000,07 QUEENS,4041280004,QUEENS,1026937,224564,PHONE,Unspecified,QUEENS,40.78294943780583,-73.84585951748385,"{'latitude': '40.78294943780583', 'longitude': '-73.84585951748385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855353,2023-09-19T09:59:00.000,2023-09-20T18:40:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10308,358 DOANE AVENUE,DOANE AVENUE,LEVERETT AVE,BARLOW AVE,,,ADDRESS,STATEN ISLAND,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T18:40:00.000,03 STATEN ISLAND,5054460036,STATEN ISLAND,940762,142677,PHONE,Unspecified,STATEN ISLAND,40.558184536892334,-74.15650455496716,"{'latitude': '40.558184536892334', 'longitude': '-74.15650455496716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862974,2023-09-19T09:59:00.000,2023-09-20T06:10:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T06:10:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58862975,2023-09-19T09:59:00.000,2023-09-20T06:10:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T06:10:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58860895,2023-09-19T09:58:49.000,2023-09-20T11:59:39.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,10306,29 DALTON AVENUE,DALTON AVENUE,MORLEY AVENUE,BISHOP STREET,MORLEY AVENUE,BISHOP STREET,ADDRESS,STATEN ISLAND,DALTON AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T11:59:44.000,03 STATEN ISLAND,5043110072,STATEN ISLAND,949038,148695,PHONE,Unspecified,STATEN ISLAND,40.57473948508612,-74.12675228218241,"{'latitude': '40.57473948508612', 'longitude': '-74.12675228218241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864451,2023-09-19T09:58:45.000,2023-09-29T11:41:08.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11235,3145 BRIGHTON    4 STREET,BRIGHTON    4 STREET,BRIGHTWATER COURT,BOARDWALK EAST,BRIGHTWATER COURT,BOARDWALK EAST,ADDRESS,BROOKLYN,BRIGHTON    4 STREET,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-29T11:41:13.000,13 BROOKLYN,3086907501,BROOKLYN,994536,148980,PHONE,Unspecified,BROOKLYN,40.575585712997906,-73.96297313198868,"{'latitude': '40.575585712997906', 'longitude': '-73.96297313198868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865370,2023-09-19T09:58:42.000,2023-09-19T13:50:49.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10457,455 EAST  179 STREET,EAST  179 STREET,EAST  179 ST FOOTBRIDGE,WASHINGTON AVENUE,EAST  179 ST FOOTBRIDGE,WASHINGTON AVENUE,ADDRESS,BRONX,EAST  179 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T13:50:54.000,06 BRONX,2030360065,BRONX,1012668,248926,PHONE,Unspecified,BRONX,40.84987364647574,-73.89728090112318,"{'latitude': '40.84987364647574', 'longitude': '-73.89728090112318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864520,2023-09-19T09:58:37.000,2023-10-02T09:31:50.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11101,JACKSON AVENUE,JACKSON AVENUE,JACKSON AVENUE,QUEENS BOULEVARD,JACKSON AVENUE,QUEENS BOULEVARD,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-02T09:31:53.000,02 QUEENS,,QUEENS,1001596,212133,UNKNOWN,Unspecified,QUEENS,40.74891563083155,-73.93739654434637,"{'latitude': '40.74891563083155', 'longitude': '-73.93739654434637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859434,2023-09-19T09:58:10.000,2023-09-19T10:21:57.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,1 AVENUE,1 AVENUE,1 AVENUE,EAST   34 STREET,1 AVENUE,EAST   34 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T10:22:02.000,06 MANHATTAN,,MANHATTAN,991591,210258,PHONE,Unspecified,MANHATTAN,40.743783192311035,-73.97350763680087,"{'latitude': '40.743783192311035', 'longitude': '-73.97350763680087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863480,2023-09-19T09:58:00.000,2023-09-25T14:30:00.000,DOT,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,10455,,,,,BROOK AVENUE,EAST 148 STREET,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T14:30:00.000,01 BRONX,,BRONX,1007684,235949,UNKNOWN,Unspecified,BRONX,40.814270163450345,-73.9153412820544,"{'latitude': '40.814270163450345', 'longitude': '-73.9153412820544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868640,2023-09-19T09:58:00.000,2023-09-20T07:51:51.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,10459,857 EAST  164 STREET,EAST  164 STREET,PROSPECT AVENUE,REV JAMES A POLITE AVENUE,PROSPECT AVENUE,REV JAMES A POLITE AVENUE,ADDRESS,BRONX,EAST  164 STREET,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-20T07:51:51.000,02 BRONX,2026900204,BRONX,1012020,239281,ONLINE,Unspecified,BRONX,40.82340299383332,-73.89966307891245,"{'latitude': '40.82340299383332', 'longitude': '-73.89966307891245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863245,2023-09-19T09:58:00.000,2023-09-19T10:14:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,267 7 STREET,7 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,7 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T10:14:36.000,06 BROOKLYN,3009930001,BROOKLYN,987789,183862,MOBILE,Unspecified,BROOKLYN,40.67133475556333,-73.98724225174955,"{'latitude': '40.67133475556333', 'longitude': '-73.98724225174955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857321,2023-09-19T09:57:54.000,2023-09-19T10:35:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11221,819 JEFFERSON AVENUE,JEFFERSON AVENUE,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,JEFFERSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T10:35:55.000,03 BROOKLYN,3016530084,BROOKLYN,1004939,189259,MOBILE,Unspecified,BROOKLYN,40.68612482623418,-73.92540163103777,"{'latitude': '40.68612482623418', 'longitude': '-73.92540163103777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856043,2023-09-19T09:57:29.000,2023-09-19T12:14:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,94-15 NORTHERN BOULEVARD,NORTHERN BOULEVARD,JUNCTION BOULEVARD,95 STREET,JUNCTION BOULEVARD,95 STREET,ADDRESS,JACKSON HEIGHTS,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T12:14:24.000,03 QUEENS,4014240033,QUEENS,1019285,215033,ONLINE,Unspecified,QUEENS,40.756822996393886,-73.87354012374385,"{'latitude': '40.756822996393886', 'longitude': '-73.87354012374385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858891,2023-09-19T09:57:28.000,2023-09-20T15:42:47.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11101,42-60 CRESCENT STREET,CRESCENT STREET,ED KOCH BR UPPER RDWY ET THOMSON,43 AVENUE,ED KOCH BR UPPER RDWY ET THOMSON,43 AVENUE,ADDRESS,LONG ISLAND CITY,CRESCENT STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-20T04:59:15.000,02 QUEENS,4004297501,QUEENS,1000352,212228,ONLINE,Unspecified,QUEENS,40.74917873456659,-73.94188603642,"{'latitude': '40.74917873456659', 'longitude': '-73.94188603642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858505,2023-09-19T09:57:27.000,2023-09-19T10:46:13.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,11419,101-23 121 STREET,121 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,121 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-19T09:57:27.000,09 QUEENS,4094890067,QUEENS,1033130,190791,PHONE,Unspecified,QUEENS,40.69021901583526,-73.82374236590026,"{'latitude': '40.69021901583526', 'longitude': '-73.82374236590026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864772,2023-09-19T09:57:23.000,2023-09-19T10:26:38.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11216,247 TOMPKINS AVENUE,TOMPKINS AVENUE,LAFAYETTE AVENUE,VAN BUREN STREET,LAFAYETTE AVENUE,VAN BUREN STREET,ADDRESS,BROOKLYN,TOMPKINS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T10:26:42.000,03 BROOKLYN,3017910009,BROOKLYN,999415,190834,MOBILE,Unspecified,BROOKLYN,40.69045902712983,-73.94531597764747,"{'latitude': '40.69045902712983', 'longitude': '-73.94531597764747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869012,2023-09-19T09:57:20.000,2023-09-19T11:37:23.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11238,1040 PACIFIC STREET,PACIFIC STREET,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T11:37:26.000,08 BROOKLYN,3011340009,BROOKLYN,995851,186642,MOBILE,Unspecified,BROOKLYN,40.67895833505748,-73.95817474949328,"{'latitude': '40.67895833505748', 'longitude': '-73.95817474949328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861088,2023-09-19T09:57:05.000,2023-09-19T11:40:29.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11220,452 48 STREET,48 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,48 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T11:40:33.000,07 BROOKLYN,3007740028,BROOKLYN,981417,174942,ONLINE,Unspecified,BROOKLYN,40.64685157207051,-74.01020893988999,"{'latitude': '40.64685157207051', 'longitude': '-74.01020893988999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861306,2023-09-19T09:56:56.000,2023-09-19T10:36:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,1392 EAST   12 STREET,EAST   12 STREET,ELM AVENUE,AVENUE N,ELM AVENUE,AVENUE N,ADDRESS,BROOKLYN,EAST   12 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T10:36:52.000,14 BROOKLYN,3067400049,BROOKLYN,994678,163579,MOBILE,Unspecified,BROOKLYN,40.61565685657654,-73.96243943592305,"{'latitude': '40.61565685657654', 'longitude': '-73.96243943592305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864354,2023-09-19T09:56:38.000,2023-09-19T09:56:38.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11694,428 BEACH  139 STREET,BEACH  139 STREET,NEWPORT AVENUE,CRONSTON AVENUE,NEWPORT AVENUE,CRONSTON AVENUE,ADDRESS,FAR ROCKAWAY,BEACH  139 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-19T09:56:38.000,14 QUEENS,4162610057,QUEENS,1023783,149056,ONLINE,Unspecified,QUEENS,40.57571214323474,-73.85769137233747,"{'latitude': '40.57571214323474', 'longitude': '-73.85769137233747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864158,2023-09-19T09:56:34.000,2023-11-15T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10470,69 EAST  233 STREET,EAST  233 STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-15T00:00:00.000,12 BRONX,2033650071,BRONX,1019146,265724,UNKNOWN,Unspecified,BRONX,40.895955724045756,-73.87377819926193,"{'latitude': '40.895955724045756', 'longitude': '-73.87377819926193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867407,2023-09-19T09:56:34.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11201,281 BALTIC STREET,BALTIC STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T00:00:00.000,06 BROOKLYN,3003960070,BROOKLYN,986077,189009,UNKNOWN,Unspecified,BROOKLYN,40.685462624770985,-73.99341244863048,"{'latitude': '40.685462624770985', 'longitude': '-73.99341244863048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58856618,2023-09-19T09:56:33.000,2023-10-10T16:00:59.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11219,1167 59 STREET,59 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,59 STREET,Closed,"NYC Parks inspected the requested repair site. This site meets the criteria for repair under the Trees & Sidewalks Program. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district.",2023-10-10T16:01:07.000,12 BROOKLYN,,BROOKLYN,983980,169264,ONLINE,Unspecified,BROOKLYN,40.631267124853565,-74.00097273917572,"{'latitude': '40.631267124853565', 'longitude': '-74.00097273917572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870615,2023-09-19T09:56:28.000,2023-09-19T11:02:23.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11354,39-01 MAIN STREET,MAIN STREET,39 AVENUE,ROOSEVELT AVENUE,39 AVENUE,ROOSEVELT AVENUE,ADDRESS,FLUSHING,MAIN STREET,Closed,N/A,2023-09-19T11:02:27.000,07 QUEENS,4049800005,QUEENS,1031228,216272,ONLINE,Unspecified,QUEENS,40.76016833864922,-73.83042294583589,"{'latitude': '40.76016833864922', 'longitude': '-73.83042294583589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870326,2023-09-19T09:56:23.000,2023-09-25T16:00:05.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10025,340 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-25T16:00:09.000,07 MANHATTAN,1018920001,MANHATTAN,992631,231578,PHONE,Unspecified,MANHATTAN,40.80230008417179,-73.96972787287669,"{'latitude': '40.80230008417179', 'longitude': '-73.96972787287669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858083,2023-09-19T09:56:22.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10036,417 WEST   43 STREET,WEST   43 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,04 MANHATTAN,1010530023,MANHATTAN,986181,215978,ONLINE,Unspecified,MANHATTAN,40.759485981329895,-73.99302972172418,"{'latitude': '40.759485981329895', 'longitude': '-73.99302972172418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864054,2023-09-19T09:56:20.000,2023-09-29T02:03:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11211,695 GRAND STREET,GRAND STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,01 BROOKLYN,3027827502,BROOKLYN,999554,198524,PHONE,Unspecified,BROOKLYN,40.711566033878675,-73.94479727775924,"{'latitude': '40.711566033878675', 'longitude': '-73.94479727775924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864427,2023-09-19T09:56:17.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10168,122 EAST   42 STREET,EAST   42 STREET,DE PEW PLACE,LEXINGTON AVENUE,DE PEW PLACE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   42 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:49.000,05 MANHATTAN,1012960014,MANHATTAN,990775,213106,ONLINE,Unspecified,MANHATTAN,40.75160087571556,-73.97644967230369,"{'latitude': '40.75160087571556', 'longitude': '-73.97644967230369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863942,2023-09-19T09:56:16.000,2023-09-20T19:20:00.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11213,712 CROWN STREET,CROWN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,09 BROOKLYN,3014190006,BROOKLYN,1002613,181687,PHONE,Unspecified,BROOKLYN,40.665346530124594,-73.93380912094888,"{'latitude': '40.665346530124594', 'longitude': '-73.93380912094888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858166,2023-09-19T09:56:16.000,2023-09-22T17:16:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10466,4137 WHITE PLAINS ROAD,WHITE PLAINS ROAD,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 BRONX,2048330006,BRONX,1023419,264178,ONLINE,Unspecified,BRONX,40.89169451663871,-73.85833146402156,"{'latitude': '40.89169451663871', 'longitude': '-73.85833146402156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864044,2023-09-19T09:56:16.000,2023-09-20T19:20:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11213,712 CROWN STREET,CROWN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,09 BROOKLYN,3014190006,BROOKLYN,1002613,181687,PHONE,Unspecified,BROOKLYN,40.665346530124594,-73.93380912094888,"{'latitude': '40.665346530124594', 'longitude': '-73.93380912094888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
