unique_key,created_date,agency,agency_name,complaint_type,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,descriptor,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough
58835805,2023-09-16T10:46:54.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),,10017,222 EAST   44 STREET,EAST   44 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-06T00:00:00.000,06 MANHATTAN,1013177501,MANHATTAN,991780,213167,UNKNOWN,Unspecified,MANHATTAN,40.751767506554096,-73.97282231236136,"{'latitude': '40.751767506554096', 'longitude': '-73.97282231236136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T00:00:00.000,Illegal Hotel Rooms In Residential Building,N/A,,,,,,,
58828167,2023-09-16T10:46:44.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T11:27:15.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:27:11.000,Loud Music/Party,,,,,,,,
58826426,2023-09-16T10:46:39.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11421,91-42 97 STREET,97 STREET,91 ROAD,91 DRIVE,91 ROAD,91 DRIVE,ADDRESS,WOODHAVEN,97 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T20:17:47.000,09 QUEENS,4089930031,QUEENS,1026870,190635,PHONE,Unspecified,QUEENS,40.68982319158737,-73.84631639616292,"{'latitude': '40.68982319158737', 'longitude': '-73.84631639616292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T20:17:43.000,Blocked Hydrant,,,,,,,,
58829188,2023-09-16T10:46:35.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11223,33 AVENUE S,AVENUE S,WEST   13 STREET,WEST   12 STREET,WEST   13 STREET,WEST   12 STREET,ADDRESS,BROOKLYN,AVENUE S,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T11:42:34.000,11 BROOKLYN,3066680050,BROOKLYN,988534,158047,ONLINE,Unspecified,BROOKLYN,40.600477750782254,-73.98457298896678,"{'latitude': '40.600477750782254', 'longitude': '-73.98457298896678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:42:31.000,No Access,,,,,,,,
58828829,2023-09-16T10:46:19.000,DSNY,Department of Sanitation,Missed Collection,Street,11214,8874 24 AVENUE,24 AVENUE,CROPSEY AVENUE,SHORE PARKWAY,CROPSEY AVENUE,SHORE PARKWAY,ADDRESS,BROOKLYN,24 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T10:02:51.000,11 BROOKLYN,3069250072,BROOKLYN,985445,155773,ONLINE,Unspecified,BROOKLYN,40.594237034815166,-73.99569711598102,"{'latitude': '40.594237034815166', 'longitude': '-73.99569711598102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:31:21.000,Bulky Recycling,,,,,,,,
58836550,2023-09-16T10:46:14.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,11226,2831 CHURCH AVENUE,CHURCH AVENUE,LLOYD STREET,NOSTRAND AVENUE,LLOYD STREET,NOSTRAND AVENUE,ADDRESS,BROOKLYN,CHURCH AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:17:27.000,17 BROOKLYN,3050910059,BROOKLYN,997946,176370,PHONE,Unspecified,BROOKLYN,40.650760984746114,-73.95064248468343,"{'latitude': '40.650760984746114', 'longitude': '-73.95064248468343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Odor,,,,,,,,
58828493,2023-09-16T10:45:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10467,2911 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,11 BRONX,2045470052,BRONX,1021499,255628,PHONE,Unspecified,BRONX,40.868235763584245,-73.86532335588927,"{'latitude': '40.868235763584245', 'longitude': '-73.86532335588927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T16:54:17.000,BATHTUB/SHOWER,,,,,,,,
58829756,2023-09-16T10:45:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10467,2911 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,11 BRONX,2045470052,BRONX,1021499,255628,PHONE,Unspecified,BRONX,40.868235763584245,-73.86532335588927,"{'latitude': '40.868235763584245', 'longitude': '-73.86532335588927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T12:30:40.000,TOILET,,,,,,,,
58832481,2023-09-16T10:45:51.000,HPD,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10019,120 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 MANHATTAN,1010107502,MANHATTAN,990471,218112,PHONE,Unspecified,MANHATTAN,40.76534128436759,-73.97754225076864,"{'latitude': '40.76534128436759', 'longitude': '-73.97754225076864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T10:27:19.000,WIRING,,,,,,,,
58827171,2023-09-16T10:45:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,10019,120 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 MANHATTAN,1010107502,MANHATTAN,990471,218112,PHONE,Unspecified,MANHATTAN,40.76534128436759,-73.97754225076864,"{'latitude': '40.76534128436759', 'longitude': '-73.97754225076864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T10:27:19.000,CEILING,,,,,,,,
58836409,2023-09-16T10:45:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,RESIDENTIAL BUILDING,10019,120 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 MANHATTAN,1010107502,MANHATTAN,990471,218112,PHONE,Unspecified,MANHATTAN,40.76534128436759,-73.97754225076864,"{'latitude': '40.76534128436759', 'longitude': '-73.97754225076864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T10:27:18.000,MOLD,,,,,,,,
58831131,2023-09-16T10:45:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,10019,120 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 MANHATTAN,1010107502,MANHATTAN,990471,218112,PHONE,Unspecified,MANHATTAN,40.76534128436759,-73.97754225076864,"{'latitude': '40.76534128436759', 'longitude': '-73.97754225076864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T10:27:18.000,WALL,,,,,,,,
58836533,2023-09-16T10:45:35.000,DOHMH,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,11211,120 AINSLIE STREET,AINSLIE STREET,UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,AINSLIE STREET,In Progress,,,01 BROOKLYN,3027730019,BROOKLYN,998071,198866,MOBILE,Unspecified,BROOKLYN,40.712507183223565,-73.9501458711781,"{'latitude': '40.712507183223565', 'longitude': '-73.9501458711781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Rat Sighting,,,,,,,,
58833707,2023-09-16T10:44:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10457,500 EAST  171 STREET,EAST  171 STREET,WASHINGTON AVENUE,3 AVENUE,WASHINGTON AVENUE,3 AVENUE,ADDRESS,BRONX,EAST  171 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T11:27:54.000,03 BRONX,2029110001,BRONX,1011114,244412,ONLINE,Unspecified,BRONX,40.83748891098481,-73.90291603500285,"{'latitude': '40.83748891098481', 'longitude': '-73.90291603500285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:27:51.000,Loud Music/Party,,,,,,,,
58835793,2023-09-16T10:44:24.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:16:25.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T13:16:23.000,Posted Parking Sign Violation,,,,,,,,
58835162,2023-09-16T10:44:16.000,DOT,Department of Transportation,Street Condition,,11209,95 STREET,95 STREET,MARINE AVENUE,SHORE ROAD,,,BLOCKFACE,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T14:35:00.000,10 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,2023-09-18T14:35:00.000,Pothole,N/A,,,,,,,
58836647,2023-09-16T10:44:02.000,DOT,Department of Transportation,Street Condition,Street,10019,8 AVENUE,8 AVENUE,8 AVENUE,WEST   57 STREET,8 AVENUE,WEST   57 STREET,INTERSECTION,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-18T06:57:32.000,04 MANHATTAN,,MANHATTAN,988993,218612,ONLINE,Unspecified,MANHATTAN,40.76671457146749,-73.98287746335355,"{'latitude': '40.76671457146749', 'longitude': '-73.98287746335355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T06:57:16.000,Plate Condition - Shifted,,,,,,,,
58836484,2023-09-16T10:43:51.000,NYPD,New York City Police Department,Abandoned Vehicle,Street/Sidewalk,10470,4367 WEBSTER AVENUE,WEBSTER AVENUE,EAST  236 STREET,EAST  240 STREET,EAST  236 STREET,EAST  240 STREET,ADDRESS,BRONX,WEBSTER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:16:59.000,12 BRONX,2033980064,BRONX,1022481,267425,ONLINE,Unspecified,BRONX,40.900610599232316,-73.86170552617834,"{'latitude': '40.900610599232316', 'longitude': '-73.86170552617834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:16:57.000,With License Plate,,,,,,,,
58827801,2023-09-16T10:43:32.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11224,3088 CROPSEY AVENUE,CROPSEY AVENUE,HART PLACE,NEPTUNE AVENUE,HART PLACE,NEPTUNE AVENUE,ADDRESS,BROOKLYN,CROPSEY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T11:08:06.000,13 BROOKLYN,3069940086,BROOKLYN,988268,150583,MOBILE,Unspecified,BROOKLYN,40.579990688847545,-73.98553531361554,"{'latitude': '40.579990688847545', 'longitude': '-73.98553531361554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:08:03.000,Blocked Sidewalk,,,,,,,,
58831345,2023-09-16T10:43:30.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-10-24T09:45:52.000,64 MANHATTAN,1011110001,MANHATTAN,994623,222956,PHONE,Unspecified,MANHATTAN,40.77863290127972,-73.96254609596876,"{'latitude': '40.77863290127972', 'longitude': '-73.96254609596876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-24T09:45:43.000,Structure - Outdoors,,,,,,,,
58834230,2023-09-16T10:43:26.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10011,321 WEST   24 STREET,WEST   24 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   24 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T11:00:58.000,04 MANHATTAN,1007480001,MANHATTAN,984647,211084,ONLINE,Unspecified,MANHATTAN,40.74605339352792,-73.99856724881818,"{'latitude': '40.74605339352792', 'longitude': '-73.99856724881818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:00:54.000,Blocked Crosswalk,,,,,,,,
58833076,2023-09-16T10:43:25.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:16:13.000,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,ONLINE,Unspecified,BROOKLYN,40.655078823851085,-73.87248959993701,"{'latitude': '40.655078823851085', 'longitude': '-73.87248959993701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T13:16:11.000,Blocked Hydrant,,,,,,,,
58835605,2023-09-16T10:43:11.000,DSNY,Department of Sanitation,Litter Basket Request,Street,10302,421 PORT RICHMOND AVENUE,PORT RICHMOND AVENUE,CLINTON PLACE,BLACKFORD AVENUE,CLINTON PLACE,BLACKFORD AVENUE,ADDRESS,STATEN ISLAND,PORT RICHMOND AVENUE,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-16T11:50:35.000,01 STATEN ISLAND,5010470004,STATEN ISLAND,945960,169554,ONLINE,Unspecified,STATEN ISLAND,40.63198036213489,-74.13795035739946,"{'latitude': '40.63198036213489', 'longitude': '-74.13795035739946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:50:36.000,Replacement Basket,,,,,,,,
58827965,2023-09-16T10:43:08.000,NYPD,New York City Police Department,Noise - Commercial,Store/Commercial,11372,85-05 35 AVENUE,35 AVENUE,85 STREET,86 STREET,85 STREET,86 STREET,ADDRESS,JACKSON HEIGHTS,35 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T11:06:54.000,03 QUEENS,4014460033,QUEENS,1017019,213311,ONLINE,Unspecified,QUEENS,40.7521052367948,-73.88172770017415,"{'latitude': '40.7521052367948', 'longitude': '-73.88172770017415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:06:51.000,Banging/Pounding,,,,,,,,
58828124,2023-09-16T10:43:04.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11373,42-31 GLEANE STREET,GLEANE STREET,WHITNEY AVENUE,LAMONT AVENUE,WHITNEY AVENUE,LAMONT AVENUE,ADDRESS,ELMHURST,GLEANE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T11:06:43.000,04 QUEENS,4015680061,QUEENS,1018741,210558,ONLINE,Unspecified,QUEENS,40.7445424029987,-73.87552665775218,"{'latitude': '40.7445424029987', 'longitude': '-73.87552665775218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:06:41.000,Loud Music/Party,,,,,,,,
58829048,2023-09-16T10:43:03.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11223,1927 WEST    3 STREET,WEST    3 STREET,APPLEGATE COURT,AVENUE T,APPLEGATE COURT,AVENUE T,ADDRESS,BROOKLYN,WEST    3 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T11:40:49.000,11 BROOKLYN,3070850159,BROOKLYN,991092,158061,ONLINE,Unspecified,BROOKLYN,40.60051457225173,-73.97536142190816,"{'latitude': '40.60051457225173', 'longitude': '-73.97536142190816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:40:46.000,Blocked Hydrant,,,,,,,,
58831924,2023-09-16T10:43:03.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11223,1761 WEST   12 STREET,WEST   12 STREET,QUENTIN ROAD,HIGHLAWN AVENUE,QUENTIN ROAD,HIGHLAWN AVENUE,ADDRESS,BROOKLYN,WEST   12 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T11:35:25.000,11 BROOKLYN,3066450066,BROOKLYN,988514,159291,PHONE,Unspecified,BROOKLYN,40.60389228757707,-73.98464422519484,"{'latitude': '40.60389228757707', 'longitude': '-73.98464422519484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:35:21.000,Partial Access,,,,,,,,
58827285,2023-09-16T10:42:56.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Bus Stop Shelter,11358,46 AVENUE,46 AVENUE,46 AVENUE,AUBURNDALE LANE,46 AVENUE,AUBURNDALE LANE,INTERSECTION,,,Closed,The contractor has reported that the requested work has been completed.,2023-09-22T11:06:43.000,07 QUEENS,,QUEENS,1041164,213887,ONLINE,Unspecified,QUEENS,40.75356376217573,-73.79457715579518,"{'latitude': '40.75356376217573', 'longitude': '-73.79457715579518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T11:06:35.000,Broken Glass,,,,,,,,
58828538,2023-09-16T10:42:42.000,NYPD,New York City Police Department,Drug Activity,Street/Sidewalk,10466,4178 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  232 STREET,EAST  233 STREET,EAST  232 STREET,EAST  233 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T12:16:21.000,12 BRONX,2048460042,BRONX,1023618,264637,ONLINE,Unspecified,BRONX,40.89295343896774,-73.8576090128531,"{'latitude': '40.89295343896774', 'longitude': '-73.8576090128531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:16:16.000,Use Outside,,,,,,,,
58833835,2023-09-16T10:42:41.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,RESIDENTIAL BUILDING,11205,252 ADELPHI STREET,ADELPHI STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-17T00:00:00.000,02 BROOKLYN,3020900059,BROOKLYN,992209,190764,PHONE,Unspecified,BROOKLYN,40.69027630697202,-73.97130043384533,"{'latitude': '40.69027630697202', 'longitude': '-73.97130043384533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T18:51:23.000,APARTMENT ONLY,,,,,,,,
58835993,2023-09-16T10:42:35.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11249,103 GRAND STREET,GRAND STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,GRAND STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T10:59:18.000,01 BROOKLYN,3023790036,BROOKLYN,994349,199921,MOBILE,Unspecified,BROOKLYN,40.71540793751569,-73.96357002054823,"{'latitude': '40.71540793751569', 'longitude': '-73.96357002054823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T10:59:14.000,Banging/Pounding,,,,,,,,
58829781,2023-09-16T10:42:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,RESIDENTIAL BUILDING,10029,158 EAST  100 STREET,EAST  100 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,11 MANHATTAN,1016277501,MANHATTAN,998472,226459,ONLINE,Unspecified,MANHATTAN,40.788242347878956,-73.94864105670956,"{'latitude': '40.788242347878956', 'longitude': '-73.94864105670956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T15:08:41.000,PESTS,,,,,,,,
58836836,2023-09-16T10:42:31.000,DSNY,Department of Sanitation,Dead Animal,Street,11231,DEGRAW STREET,DEGRAW STREET,DEGRAW STREET,TOMPKINS PLACE,DEGRAW STREET,TOMPKINS PLACE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T11:04:46.000,06 BROOKLYN,,BROOKLYN,985295,188483,PHONE,Unspecified,BROOKLYN,40.68401900177931,-73.99623216083918,"{'latitude': '40.68401900177931', 'longitude': '-73.99623216083918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T13:49:14.000,Rat or Mouse,,,,,,,,
58828879,2023-09-16T10:42:29.000,DSNY,Department of Sanitation,Dead Animal,Street,10305,1693 HYLAN BOULEVARD,HYLAN BOULEVARD,CROMWELL AVENUE,GARRETSON AVENUE,CROMWELL AVENUE,GARRETSON AVENUE,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T13:27:06.000,02 STATEN ISLAND,5033410058,STATEN ISLAND,958911,153341,PHONE,Unspecified,STATEN ISLAND,40.587525544867646,-74.0912299918244,"{'latitude': '40.587525544867646', 'longitude': '-74.0912299918244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T08:13:17.000,Raccoon,,,,,,,,
58827512,2023-09-16T10:42:13.000,DSNY,Department of Sanitation,Dirty Condition,Sidewalk,11225,72 SULLIVAN PLACE,SULLIVAN PLACE,MC KEEVER PLACE,BEDFORD AVENUE,MC KEEVER PLACE,BEDFORD AVENUE,ADDRESS,BROOKLYN,SULLIVAN PLACE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T04:50:55.000,09 BROOKLYN,3013060037,BROOKLYN,995682,181266,MOBILE,Unspecified,BROOKLYN,40.664202640829245,-73.95879316512408,"{'latitude': '40.664202640829245', 'longitude': '-73.95879316512408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T04:50:46.000,Trash,,,,,,,,
58828136,2023-09-16T10:41:54.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11374,92-29 QUEENS BOULEVARD,QUEENS BOULEVARD,ELIOT AVENUE,LIE WB ENTRANCE QUEENS BLVD,ELIOT AVENUE,LIE WB ENTRANCE QUEENS BLVD,ADDRESS,REGO PARK,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T11:39:37.000,06 QUEENS,4020757501,QUEENS,1020930,206137,ONLINE,Unspecified,QUEENS,40.73239905905272,-73.86765097100877,"{'latitude': '40.73239905905272', 'longitude': '-73.86765097100877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:39:33.000,Loud Music/Party,,,,,,,,
58827799,2023-09-16T10:41:52.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11385,65-00 MYRTLE AVENUE,MYRTLE AVENUE,CYPRESS HILLS STREET,65 STREET,CYPRESS HILLS STREET,65 STREET,ADDRESS,RIDGEWOOD,MYRTLE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T11:14:14.000,05 QUEENS,4036000001,QUEENS,1014536,194726,MOBILE,Unspecified,QUEENS,40.70110282871888,-73.89077315922817,"{'latitude': '40.70110282871888', 'longitude': '-73.89077315922817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:14:09.000,Blocked Sidewalk,,,,,,,,
58829181,2023-09-16T10:41:30.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11378,61-41 56 AVENUE,56 AVENUE,61 STREET,64 STREET,61 STREET,64 STREET,ADDRESS,MASPETH,56 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T12:38:56.000,05 QUEENS,4027080054,QUEENS,1010892,203447,PHONE,Unspecified,QUEENS,40.7250516018139,-73.90388076762947,"{'latitude': '40.7250516018139', 'longitude': '-73.90388076762947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:38:53.000,No Access,,,,,,,,
58832893,2023-09-16T10:41:11.000,DSNY,Department of Sanitation,Missed Collection,Street,11215,585 6 STREET,6 STREET,8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,ADDRESS,BROOKLYN,6 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-18T09:22:20.000,06 BROOKLYN,3010850061,BROOKLYN,990764,182284,ONLINE,Unspecified,BROOKLYN,40.66700180881783,-73.97651919347089,"{'latitude': '40.66700180881783', 'longitude': '-73.97651919347089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T14:08:10.000,Compost,,,,,,,,
