unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,bridge_highway_direction,road_ramp,taxi_company_borough
58853076,2023-09-18T12:13:50.000,2023-09-19T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11211,505 UNION AVENUE,UNION AVENUE,ADDRESS,BROOKLYN,Closed,"The City inspected the property for cleaning, but no graffiti was found.",2023-09-19T15:51:01.000,01 BROOKLYN,3023150021,BROOKLYN,997585,200029,UNKNOWN,Unspecified,BROOKLYN,40.71570008595353,-73.95189663177223,"{'latitude': '40.71570008595353', 'longitude': '-73.95189663177223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,N/A,2023-10-18T12:13:50.000,,,
58849511,2023-09-18T12:13:41.000,2023-09-18T12:16:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T12:16:07.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,7 AVENUE,,,,,,,,
58845624,2023-09-18T12:13:33.000,2023-09-18T12:24:08.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,8701 SHORE ROAD,SHORE ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T12:24:14.000,10 BROOKLYN,3060400001,BROOKLYN,972961,166912,ONLINE,Unspecified,BROOKLYN,40.62480419136853,-74.04066736891629,"{'latitude': '40.62480419136853', 'longitude': '-74.04066736891629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",87 STREET,88 STREET,87 STREET,88 STREET,SHORE ROAD,,,,,,,,
58851788,2023-09-18T12:13:28.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10029,332 EAST  116 STREET,EAST  116 STREET,ADDRESS,NEW YORK,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T00:00:00.000,11 MANHATTAN,1016870137,MANHATTAN,1001739,229506,UNKNOWN,Unspecified,MANHATTAN,40.79659967738961,-73.93683523069464,"{'latitude': '40.79659967738961', 'longitude': '-73.93683523069464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58846003,2023-09-18T12:13:14.000,2023-11-21T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460,986 EAST  181 STREET,EAST  181 STREET,ADDRESS,BRONX,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-21T00:00:00.000,06 BRONX,2031330018,BRONX,1017614,246968,UNKNOWN,Unspecified,BRONX,40.84448221416345,-73.87941295826978,"{'latitude': '40.84448221416345', 'longitude': '-73.87941295826978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58850200,2023-09-18T12:13:09.000,2023-10-10T09:44:34.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10035,1 EAST  117 STREET,EAST  117 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation cleaned the location.,2023-09-19T06:55:18.000,11 MANHATTAN,1016230102,MANHATTAN,999279,231197,PHONE,Unspecified,MANHATTAN,40.801245536900815,-73.94571619007125,"{'latitude': '40.801245536900815', 'longitude': '-73.94571619007125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,EAST  117 STREET,,,,,,,,
58849321,2023-09-18T12:13:08.000,2023-09-18T13:46:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,635 TROY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T13:46:31.000,09 BROOKLYN,3048240047,BROOKLYN,1001767,179030,PHONE,Unspecified,BROOKLYN,40.658055367891194,-73.93686549621897,"{'latitude': '40.658055367891194', 'longitude': '-73.93686549621897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAWTHORNE STREET,WINTHROP STREET,HAWTHORNE STREET,WINTHROP STREET,TROY AVENUE,,,,,,,,
58849944,2023-09-18T12:13:07.000,2023-10-02T11:58:47.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11212,538 AMBOY STREET,AMBOY STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2023-10-02T11:58:51.000,16 BROOKLYN,3036210042,BROOKLYN,1008842,178578,ONLINE,Unspecified,BROOKLYN,40.65679790501567,-73.91136755255259,"{'latitude': '40.65679790501567', 'longitude': '-73.91136755255259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LOTT AVENUE,HEGEMAN AVENUE,LOTT AVENUE,HEGEMAN AVENUE,AMBOY STREET,,,,,,,,
58848613,2023-09-18T12:12:59.000,2023-09-29T11:19:49.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11420,135-56 121 STREET,121 STREET,ADDRESS,SOUTH OZONE PARK,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T07:19:26.000,10 QUEENS,4118070001,QUEENS,1034428,183402,PHONE,Unspecified,QUEENS,40.66993066632307,-73.81911690643517,"{'latitude': '40.66993066632307', 'longitude': '-73.81911690643517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",135 AVENUE,149 AVENUE,135 AVENUE,149 AVENUE,121 STREET,,,,,,,,
58847518,2023-09-18T12:12:57.000,2023-09-18T14:42:03.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,11423,191-21 JAMAICA AVENUE,JAMAICA AVENUE,ADDRESS,HOLLIS,Closed,The Police Department visited the location and no Encampment was found.,2023-09-18T14:42:07.000,12 QUEENS,,QUEENS,1048431,198984,PHONE,Unspecified,QUEENS,40.71260907232125,-73.76849024780083,"{'latitude': '40.71260907232125', 'longitude': '-73.76849024780083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",191 STREET,192 STREET,191 STREET,192 STREET,JAMAICA AVENUE,,,,,,,,
58847067,2023-09-18T12:12:52.000,2023-09-21T12:12:56.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,172 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,12 MANHATTAN,1022250028,MANHATTAN,1005661,254375,ONLINE,Unspecified,MANHATTAN,40.864849285919924,-73.92259083397953,"{'latitude': '40.864849285919924', 'longitude': '-73.92259083397953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58848299,2023-09-18T12:12:52.000,2023-09-21T12:13:05.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10034,172 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,12 MANHATTAN,1022250028,MANHATTAN,1005661,254375,ONLINE,Unspecified,MANHATTAN,40.864849285919924,-73.92259083397953,"{'latitude': '40.864849285919924', 'longitude': '-73.92259083397953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58853449,2023-09-18T12:12:52.000,2023-09-21T12:12:32.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10034,172 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,12 MANHATTAN,1022250028,MANHATTAN,1005661,254375,ONLINE,Unspecified,MANHATTAN,40.864849285919924,-73.92259083397953,"{'latitude': '40.864849285919924', 'longitude': '-73.92259083397953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58848361,2023-09-18T12:12:52.000,2023-09-21T12:12:49.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10034,172 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,12 MANHATTAN,1022250028,MANHATTAN,1005661,254375,ONLINE,Unspecified,MANHATTAN,40.864849285919924,-73.92259083397953,"{'latitude': '40.864849285919924', 'longitude': '-73.92259083397953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58845935,2023-09-18T12:12:52.000,2023-09-21T12:12:52.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10034,172 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,12 MANHATTAN,1022250028,MANHATTAN,1005661,254375,ONLINE,Unspecified,MANHATTAN,40.864849285919924,-73.92259083397953,"{'latitude': '40.864849285919924', 'longitude': '-73.92259083397953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58850870,2023-09-18T12:12:52.000,2023-09-21T12:12:42.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,172 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,12 MANHATTAN,1022250028,MANHATTAN,1005661,254375,ONLINE,Unspecified,MANHATTAN,40.864849285919924,-73.92259083397953,"{'latitude': '40.864849285919924', 'longitude': '-73.92259083397953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58850568,2023-09-18T12:12:47.000,2023-10-03T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11379,78-02 METROPOLITAN AVENUE,METROPOLITAN AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The City has removed the graffiti from this property.,2023-10-04T06:59:07.000,05 QUEENS,4037760006,QUEENS,1018868,199116,UNKNOWN,Unspecified,QUEENS,40.71313644290824,-73.87512719658329,"{'latitude': '40.71313644290824', 'longitude': '-73.87512719658329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,N/A,2023-10-18T12:12:47.000,,,
58854562,2023-09-18T12:12:34.000,2023-09-28T19:33:45.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10009,521 EAST   12 STREET,EAST   12 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,03 MANHATTAN,1004060054,MANHATTAN,989616,204801,PHONE,Unspecified,MANHATTAN,40.72880649452668,-73.98063941280547,"{'latitude': '40.72880649452668', 'longitude': '-73.98063941280547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58854863,2023-09-18T12:12:30.000,2023-09-18T12:33:05.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11237,538 JOHNSON AVENUE,JOHNSON AVENUE,ADDRESS,BROOKLYN,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-18T12:33:05.000,01 BROOKLYN,3029940011,BROOKLYN,1004545,197459,PHONE,Unspecified,BROOKLYN,40.70863282186277,-73.92679756889977,"{'latitude': '40.70863282186277', 'longitude': '-73.92679756889977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VARICK AVENUE,STEWART AVENUE,VARICK AVENUE,STEWART AVENUE,JOHNSON AVENUE,,,,,,,,
58849249,2023-09-18T12:12:13.000,2023-09-18T15:45:30.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T15:45:33.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,,,,,,,,
58854995,2023-09-18T12:12:07.000,2023-09-28T16:19:46.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11231,381 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-28T16:19:49.000,06 BROOKLYN,3004290063,BROOKLYN,986221,187475,ONLINE,Unspecified,BROOKLYN,40.68125211353006,-73.99289368147053,"{'latitude': '40.68125211353006', 'longitude': '-73.99289368147053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,UNION STREET,,,,,,,,
58852992,2023-09-18T12:11:46.000,2023-09-18T12:42:25.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10006,71 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T12:42:29.000,01 MANHATTAN,1000210006,MANHATTAN,980898,196963,ONLINE,Unspecified,MANHATTAN,40.7072940597528,-74.01209014995464,"{'latitude': '40.7072940597528', 'longitude': '-74.01209014995464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EXCHANGE ALLEY,RECTOR STREET,EXCHANGE ALLEY,RECTOR STREET,BROADWAY,,,,,,,,
58848037,2023-09-18T12:11:44.000,2023-09-18T13:47:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11104,45-17 BARNETT AVENUE,BARNETT AVENUE,ADDRESS,SUNNYSIDE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T13:47:49.000,02 QUEENS,,QUEENS,1007086,212425,PHONE,Unspecified,QUEENS,40.749704623477676,-73.91758160184978,"{'latitude': '40.749704623477676', 'longitude': '-73.91758160184978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39 AVENUE,48 STREET,39 AVENUE,48 STREET,BARNETT AVENUE,,,,,,,,
58850400,2023-09-18T12:11:38.000,2023-09-21T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10009,179 AVENUE B,AVENUE B,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-09-25T08:32:33.000,03 MANHATTAN,1003940003,MANHATTAN,989983,204383,UNKNOWN,Unspecified,MANHATTAN,40.72765895627703,-73.97931562892437,"{'latitude': '40.72765895627703', 'longitude': '-73.97931562892437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,N/A,2023-10-18T12:11:38.000,,,
58846044,2023-09-18T12:11:33.000,2023-09-19T07:44:19.000,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,11218,221 CHURCH AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-19T07:44:23.000,12 BROOKLYN,3053350034,BROOKLYN,990335,173679,MOBILE,Unspecified,BROOKLYN,40.64338327213926,-73.97807336014178,"{'latitude': '40.64338327213926', 'longitude': '-73.97807336014178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST    2 STREET,EAST    3 STREET,EAST    2 STREET,EAST    3 STREET,CHURCH AVENUE,,,,,,,,
58849322,2023-09-18T12:11:30.000,2023-09-18T12:52:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10027,573 WEST  131 STREET,WEST  131 STREET,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T12:52:08.000,09 MANHATTAN,1019860006,MANHATTAN,996297,237066,PHONE,Unspecified,MANHATTAN,40.81735888220282,-73.95647645328735,"{'latitude': '40.81735888220282', 'longitude': '-73.95647645328735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OLD BROADWAY,BROADWAY,OLD BROADWAY,BROADWAY,WEST  131 STREET,,,,,,,,
58846066,2023-09-18T12:11:28.000,2023-09-21T07:42:13.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11209,655 77 STREET,77 STREET,ADDRESS,BROOKLYN,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-21T07:42:19.000,10 BROOKLYN,3059530071,BROOKLYN,978815,167264,PHONE,Unspecified,BROOKLYN,40.6257758830427,-74.0195792684784,"{'latitude': '40.6257758830427', 'longitude': '-74.0195792684784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,77 STREET,,,,,,,,
58845507,2023-09-18T12:11:19.000,2023-09-18T13:16:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,253 EAST FOURTH STREET,EAST FOURTH STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T13:17:03.000,12 BROOKLYN,3053270060,BROOKLYN,990637,174708,MOBILE,Unspecified,BROOKLYN,40.64620744265115,-73.97698416159558,"{'latitude': '40.64620744265115', 'longitude': '-73.97698416159558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CATON AVENUE,ALBEMARLE ROAD,CATON AVENUE,ALBEMARLE ROAD,EAST    4 STREET,,,,,,,,
58854268,2023-09-18T12:11:06.000,2023-09-18T12:46:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10009,504 EAST   14 STREET,EAST   14 STREET,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T12:46:28.000,03 MANHATTAN,1004077503,MANHATTAN,989847,205309,MOBILE,Unspecified,MANHATTAN,40.730200687172065,-73.97980553974068,"{'latitude': '40.730200687172065', 'longitude': '-73.97980553974068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE A,AVENUE B,AVENUE A,AVENUE B,EAST   14 STREET,,,,,,,,
58853992,2023-09-18T12:11:05.000,2023-09-19T12:47:08.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Alley,11385,719 SENECA AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-19T12:36:02.000,05 QUEENS,4034580001,QUEENS,1009931,195279,PHONE,Unspecified,QUEENS,40.702635245718795,-73.90737902750834,"{'latitude': '40.702635245718795', 'longitude': '-73.90737902750834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PALMETTO STREET,WOODBINE STREET,PALMETTO STREET,WOODBINE STREET,SENECA AVENUE,,,,,,,,
58845297,2023-09-18T12:11:01.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10009,167 AVENUE B,AVENUE B,ADDRESS,NEW YORK,Open,,2023-10-05T13:07:18.000,03 MANHATTAN,1003930005,MANHATTAN,989888,204213,UNKNOWN,Unspecified,MANHATTAN,40.727192408770144,-73.97965852648792,"{'latitude': '40.727192408770144', 'longitude': '-73.97965852648792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,N/A,2023-09-25T09:46:31.000,,,
58851608,2023-09-18T12:11:00.000,2023-09-18T12:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11217,275 BERGEN STREET,BERGEN STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T12:30:00.000,02 BROOKLYN,3001970028,BROOKLYN,989016,188385,PHONE,Unspecified,BROOKLYN,40.68374879269776,-73.98281583848336,"{'latitude': '40.68374879269776', 'longitude': '-73.98281583848336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEVINS ST,3 AVE,,,,,,,,,,,
58845252,2023-09-18T12:11:00.000,2023-09-19T12:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11214,1930 82 STREET,82 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-09-19T12:05:00.000,11 BROOKLYN,3063160019,BROOKLYN,985003,160687,PHONE,Unspecified,BROOKLYN,40.607725016357875,-73.99728809516974,"{'latitude': '40.607725016357875', 'longitude': '-73.99728809516974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 AVE,20 AVE,,,,,,,,,,,
58851239,2023-09-18T12:10:41.000,2023-09-22T09:40:08.000,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,11422,154-68 BROOKVILLE BOULEVARD,BROOKVILLE BOULEVARD,ADDRESS,ROSEDALE,Closed,See notes for information.,2023-09-22T09:40:11.000,13 QUEENS,4142600001,QUEENS,1055433,172690,ONLINE,Unspecified,QUEENS,40.6403847253126,-73.7435109151948,"{'latitude': '40.6403847253126', 'longitude': '-73.7435109151948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY BOULEVARD,BROAD STREET,ROCKAWAY BOULEVARD,BROAD STREET,BROOKVILLE BOULEVARD,,,"154-68 BROOKVILLE BOULEVARD, QUEENS (ROSEDALE), NY, 11422",,,,,
58848842,2023-09-18T12:10:41.000,2023-09-18T12:15:30.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10011,131 WEST   14 STREET,WEST   14 STREET,ADDRESS,NEW YORK,Closed,The Department of Homeless Services has reviewed your Service Request and determined that the issue is not within its jurisdiction.,2023-09-18T12:15:30.000,04 MANHATTAN,1007900018,MANHATTAN,984840,208078,MOBILE,Unspecified,MANHATTAN,40.7378026617673,-73.99787098609319,"{'latitude': '40.7378026617673', 'longitude': '-73.99787098609319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,WEST   14 STREET,,,,,,,,
58852407,2023-09-18T12:10:21.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11210,857 EAST   37 STREET,EAST   37 STREET,ADDRESS,BROOKLYN,In Progress,,,17 BROOKLYN,3050120032,BROOKLYN,1000575,170936,PHONE,Unspecified,BROOKLYN,40.63584137052379,-73.9411812713099,"{'latitude': '40.63584137052379', 'longitude': '-73.9411812713099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,EAST   37 STREET,,,,,,,,
58848917,2023-09-18T12:10:14.000,2023-09-18T12:10:14.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11355,132-38 59 AVENUE,59 AVENUE,ADDRESS,FLUSHING,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-18T00:00:00.000,07 QUEENS,4063670085,QUEENS,1030550,210588,UNKNOWN,Unspecified,QUEENS,40.74457080313224,-73.83290946165089,"{'latitude': '40.74457080313224', 'longitude': '-73.83290946165089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58853062,2023-09-18T12:10:14.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10466,4381 BARNES AVENUE,BARNES AVENUE,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-28T00:00:00.000,12 BRONX,2050480008,BRONX,1025190,266203,UNKNOWN,Unspecified,BRONX,40.89724445089134,-73.85191364665852,"{'latitude': '40.89724445089134', 'longitude': '-73.85191364665852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,N/A,,,,
58848486,2023-09-18T12:10:00.000,2023-09-18T16:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller Cabinet,,11220,,,INTERSECTION,BROOKLYN,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T16:30:00.000,07 BROOKLYN,,BROOKLYN,980525,175652,UNKNOWN,Unspecified,BROOKLYN,40.64880003811811,-74.01342372457758,"{'latitude': '40.64880003811811', 'longitude': '-74.01342372457758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,3 AVENUE,48 STREET,,,,,N/A,,,,
