unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,facility_type,bridge_highway_direction,due_date
58905323,2023-09-23T13:55:33.000,2023-09-25T13:19:20.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10021,310 EAST   70 STREET,EAST   70 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   70 STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-23T15:32:50.000,08 MANHATTAN,1014440043,MANHATTAN,995684,218803,ONLINE,Unspecified,MANHATTAN,40.767232695034465,-73.95872219837511,"{'latitude': '40.767232695034465', 'longitude': '-73.95872219837511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58908123,2023-09-23T13:55:30.000,2023-09-29T10:55:01.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10473,955 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,2036490001,BRONX,1017562,238916,PHONE,Unspecified,BRONX,40.82238201112621,-73.87964088752405,"{'latitude': '40.82238201112621', 'longitude': '-73.87964088752405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58908116,2023-09-23T13:55:30.000,2023-09-29T10:55:00.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10473,955 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,09 BRONX,2036490001,BRONX,1017562,238916,PHONE,Unspecified,BRONX,40.82238201112621,-73.87964088752405,"{'latitude': '40.82238201112621', 'longitude': '-73.87964088752405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906561,2023-09-23T13:55:30.000,2023-09-29T10:55:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10473,955 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,09 BRONX,2036490001,BRONX,1017562,238916,PHONE,Unspecified,BRONX,40.82238201112621,-73.87964088752405,"{'latitude': '40.82238201112621', 'longitude': '-73.87964088752405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58907091,2023-09-23T13:55:30.000,2023-09-29T10:55:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10473,955 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,09 BRONX,2036490001,BRONX,1017562,238916,PHONE,Unspecified,BRONX,40.82238201112621,-73.87964088752405,"{'latitude': '40.82238201112621', 'longitude': '-73.87964088752405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58907574,2023-09-23T13:55:30.000,2023-09-29T10:54:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10473,955 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,2036490001,BRONX,1017562,238916,PHONE,Unspecified,BRONX,40.82238201112621,-73.87964088752405,"{'latitude': '40.82238201112621', 'longitude': '-73.87964088752405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909765,2023-09-23T13:55:30.000,2023-09-29T10:55:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10473,955 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-29T00:00:00.000,09 BRONX,2036490001,BRONX,1017562,238916,PHONE,Unspecified,BRONX,40.82238201112621,-73.87964088752405,"{'latitude': '40.82238201112621', 'longitude': '-73.87964088752405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906520,2023-09-23T13:55:30.000,2023-09-29T10:54:59.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10473,955 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,09 BRONX,2036490001,BRONX,1017562,238916,PHONE,Unspecified,BRONX,40.82238201112621,-73.87964088752405,"{'latitude': '40.82238201112621', 'longitude': '-73.87964088752405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58907622,2023-09-23T13:55:30.000,2023-09-29T10:54:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10473,955 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,09 BRONX,2036490001,BRONX,1017562,238916,PHONE,Unspecified,BRONX,40.82238201112621,-73.87964088752405,"{'latitude': '40.82238201112621', 'longitude': '-73.87964088752405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905039,2023-09-23T13:55:23.000,2023-09-28T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10025,248 WEST  106 STREET,WEST  106 STREET,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-30T11:52:56.000,07 MANHATTAN,1018770050,MANHATTAN,993305,231140,UNKNOWN,Unspecified,MANHATTAN,40.80109722916129,-73.96729397939201,"{'latitude': '40.80109722916129', 'longitude': '-73.96729397939201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,2023-10-23T13:55:23.000
58904946,2023-09-23T13:55:07.000,2023-09-23T14:56:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,67-25 DARTMOUTH STREET,DARTMOUTH STREET,67 AVENUE,YELLOWSTONE BOULEVARD,67 AVENUE,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,DARTMOUTH STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T14:56:24.000,06 QUEENS,4031640038,QUEENS,1024120,202143,ONLINE,Unspecified,QUEENS,40.72142271200957,-73.8561644741486,"{'latitude': '40.72142271200957', 'longitude': '-73.8561644741486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909239,2023-09-23T13:55:02.000,2023-09-30T10:43:28.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11233,145 ROCKAWAY AVENUE,ROCKAWAY AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,16 BROOKLYN,3015520004,BROOKLYN,1008997,186234,ONLINE,Unspecified,BROOKLYN,40.67781147792155,-73.91078081076115,"{'latitude': '40.67781147792155', 'longitude': '-73.91078081076115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58908160,2023-09-23T13:55:02.000,2023-09-30T10:43:28.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11233,145 ROCKAWAY AVENUE,ROCKAWAY AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,16 BROOKLYN,3015520004,BROOKLYN,1008997,186234,ONLINE,Unspecified,BROOKLYN,40.67781147792155,-73.91078081076115,"{'latitude': '40.67781147792155', 'longitude': '-73.91078081076115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58907066,2023-09-23T13:54:59.000,2023-09-24T15:39:39.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11208,735 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021411,183791,ONLINE,Unspecified,BROOKLYN,40.67106259123944,-73.86603873092076,"{'latitude': '40.67106259123944', 'longitude': '-73.86603873092076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905986,2023-09-23T13:54:59.000,2023-09-30T13:53:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10028,509 EAST   81 STREET,EAST   81 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,08 MANHATTAN,1015780006,MANHATTAN,998400,220716,ONLINE,Unspecified,MANHATTAN,40.772479451134046,-73.94891316055735,"{'latitude': '40.772479451134046', 'longitude': '-73.94891316055735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909216,2023-09-23T13:54:59.000,2023-09-24T15:39:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11208,735 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021411,183791,ONLINE,Unspecified,BROOKLYN,40.67106259123944,-73.86603873092076,"{'latitude': '40.67106259123944', 'longitude': '-73.86603873092076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906478,2023-09-23T13:54:59.000,2023-09-24T15:39:40.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11208,735 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021411,183791,ONLINE,Unspecified,BROOKLYN,40.67106259123944,-73.86603873092076,"{'latitude': '40.67106259123944', 'longitude': '-73.86603873092076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905984,2023-09-23T13:54:59.000,2023-09-24T15:39:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11208,735 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021407,183814,ONLINE,Unspecified,BROOKLYN,40.67112573780655,-73.86605302366982,"{'latitude': '40.67112573780655', 'longitude': '-73.86605302366982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905959,2023-09-23T13:54:59.000,2023-09-24T15:39:40.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11208,735 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021407,183814,ONLINE,Unspecified,BROOKLYN,40.67112573780655,-73.86605302366982,"{'latitude': '40.67112573780655', 'longitude': '-73.86605302366982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906580,2023-09-23T13:54:59.000,2023-09-24T15:39:39.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11208,735 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021407,183814,ONLINE,Unspecified,BROOKLYN,40.67112573780655,-73.86605302366982,"{'latitude': '40.67112573780655', 'longitude': '-73.86605302366982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906556,2023-09-23T13:54:59.000,2023-09-24T15:39:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11208,735 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021411,183791,ONLINE,Unspecified,BROOKLYN,40.67106259123944,-73.86603873092076,"{'latitude': '40.67106259123944', 'longitude': '-73.86603873092076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58908640,2023-09-23T13:54:55.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10065,783 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,08 MANHATTAN,1013960022,MANHATTAN,993338,217468,ONLINE,Unspecified,MANHATTAN,40.76357118836603,-73.96719328028105,"{'latitude': '40.76357118836603', 'longitude': '-73.96719328028105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905179,2023-09-23T13:54:49.000,2023-09-23T14:54:25.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11105,47-01 19 AVENUE,19 AVENUE,47 STREET,48 STREET,47 STREET,48 STREET,ADDRESS,ASTORIA,19 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-23T14:54:29.000,80 QUEENS,4007670001,QUEENS,1013326,221708,MOBILE,Unspecified,QUEENS,40.77516573533489,-73.89502041446107,"{'latitude': '40.77516573533489', 'longitude': '-73.89502041446107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904919,2023-09-23T13:54:31.000,2023-09-27T15:37:37.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11233,766 MACON STREET,MACON STREET,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,MACON STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-26T12:25:52.000,03 BROOKLYN,3014970009,BROOKLYN,1006482,188667,ONLINE,Unspecified,BROOKLYN,40.68449618103563,-73.91983998917318,"{'latitude': '40.68449618103563', 'longitude': '-73.91983998917318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905502,2023-09-23T13:54:21.000,2023-09-23T14:18:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10035,2010 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST  122 STREET,EAST  123 STREET,EAST  122 STREET,EAST  123 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T14:18:48.000,11 MANHATTAN,1017710056,MANHATTAN,1001227,231716,ONLINE,Unspecified,MANHATTAN,40.802666521307415,-73.93867882554382,"{'latitude': '40.802666521307415', 'longitude': '-73.93867882554382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905199,2023-09-23T13:53:56.000,2023-09-28T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10025,201 WEST  106 STREET,WEST  106 STREET,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-30T11:52:56.000,07 MANHATTAN,1018780029,MANHATTAN,993699,230928,UNKNOWN,Unspecified,MANHATTAN,40.80051493461435,-73.96587117769042,"{'latitude': '40.80051493461435', 'longitude': '-73.96587117769042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,2023-10-23T13:53:56.000
58905047,2023-09-23T13:53:53.000,2023-09-23T14:04:35.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,10019,744 5 AVENUE,5 AVENUE,EAST   57 STREET,EAST   58 STREET,EAST   57 STREET,EAST   58 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T14:04:43.000,05 MANHATTAN,1012730033,MANHATTAN,991511,217343,MOBILE,Unspecified,MANHATTAN,40.76322978488524,-73.97378869180984,"{'latitude': '40.76322978488524', 'longitude': '-73.97378869180984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909742,2023-09-23T13:53:50.000,2023-10-04T16:22:42.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10036,351 WEST   42 STREET,WEST   42 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 MANHATTAN,1010330006,MANHATTAN,986680,215381,PHONE,Unspecified,MANHATTAN,40.75784724596427,-73.99122871076422,"{'latitude': '40.75784724596427', 'longitude': '-73.99122871076422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58907040,2023-09-23T13:53:50.000,2023-10-04T16:22:43.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10036,351 WEST   42 STREET,WEST   42 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 MANHATTAN,1010330006,MANHATTAN,986680,215381,PHONE,Unspecified,MANHATTAN,40.75784724596427,-73.99122871076422,"{'latitude': '40.75784724596427', 'longitude': '-73.99122871076422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58907532,2023-09-23T13:53:50.000,2023-10-04T16:22:43.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10036,351 WEST   42 STREET,WEST   42 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 MANHATTAN,1010330006,MANHATTAN,986680,215381,PHONE,Unspecified,MANHATTAN,40.75784724596427,-73.99122871076422,"{'latitude': '40.75784724596427', 'longitude': '-73.99122871076422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905951,2023-09-23T13:53:50.000,2023-10-04T16:22:42.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10036,351 WEST   42 STREET,WEST   42 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 MANHATTAN,1010330006,MANHATTAN,986680,215381,PHONE,Unspecified,MANHATTAN,40.75784724596427,-73.99122871076422,"{'latitude': '40.75784724596427', 'longitude': '-73.99122871076422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905895,2023-09-23T13:53:50.000,2023-10-04T16:22:43.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10036,351 WEST   42 STREET,WEST   42 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 MANHATTAN,1010330006,MANHATTAN,986680,215381,PHONE,Unspecified,MANHATTAN,40.75784724596427,-73.99122871076422,"{'latitude': '40.75784724596427', 'longitude': '-73.99122871076422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909168,2023-09-23T13:53:50.000,2023-10-04T16:22:43.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10036,351 WEST   42 STREET,WEST   42 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 MANHATTAN,1010330006,MANHATTAN,986680,215381,PHONE,Unspecified,MANHATTAN,40.75784724596427,-73.99122871076422,"{'latitude': '40.75784724596427', 'longitude': '-73.99122871076422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58908181,2023-09-23T13:53:50.000,2023-10-04T16:22:43.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10036,351 WEST   42 STREET,WEST   42 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 MANHATTAN,1010330006,MANHATTAN,986680,215381,PHONE,Unspecified,MANHATTAN,40.75784724596427,-73.99122871076422,"{'latitude': '40.75784724596427', 'longitude': '-73.99122871076422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909692,2023-09-23T13:53:49.000,2023-10-04T16:22:42.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10036,351 WEST   42 STREET,WEST   42 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 MANHATTAN,1010330006,MANHATTAN,986680,215381,PHONE,Unspecified,MANHATTAN,40.75784724596427,-73.99122871076422,"{'latitude': '40.75784724596427', 'longitude': '-73.99122871076422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909144,2023-09-23T13:53:49.000,2023-10-04T16:22:42.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10036,351 WEST   42 STREET,WEST   42 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 MANHATTAN,1010330006,MANHATTAN,986680,215381,PHONE,Unspecified,MANHATTAN,40.75784724596427,-73.99122871076422,"{'latitude': '40.75784724596427', 'longitude': '-73.99122871076422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906484,2023-09-23T13:53:49.000,2023-10-04T16:22:42.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10036,351 WEST   42 STREET,WEST   42 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 MANHATTAN,1010330006,MANHATTAN,986680,215381,PHONE,Unspecified,MANHATTAN,40.75784724596427,-73.99122871076422,"{'latitude': '40.75784724596427', 'longitude': '-73.99122871076422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905208,2023-09-23T13:53:38.000,2023-09-23T16:04:23.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,10465,2851 LAFAYETTE AVENUE,LAFAYETTE AVENUE,CALHOUN AVENUE,REVERE AVENUE,CALHOUN AVENUE,REVERE AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T16:04:26.000,10 BRONX,2055320316,BRONX,1032172,241325,ONLINE,Unspecified,BRONX,40.828926837384806,-73.8268366152641,"{'latitude': '40.828926837384806', 'longitude': '-73.8268366152641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905491,2023-09-23T13:53:30.000,2023-09-23T13:55:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10029,1590 PARK AVENUE,PARK AVENUE,EAST  112 STREET,EAST  115 STREET,EAST  112 STREET,EAST  115 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T13:55:48.000,11 MANHATTAN,1200929999,MANHATTAN,999805,230195,ONLINE,Unspecified,MANHATTAN,40.79849441067989,-73.94381863260045,"{'latitude': '40.79849441067989', 'longitude': '-73.94381863260045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905217,2023-09-23T13:53:10.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,10025,2 WEST  105 STREET,WEST  105 STREET,,,,,ADDRESS,NEW YORK,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:42:06.000,07 MANHATTAN,1018400035,MANHATTAN,995118,229813,UNKNOWN,Unspecified,MANHATTAN,40.797452932500164,-73.96074769997085,"{'latitude': '40.797452932500164', 'longitude': '-73.96074769997085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,2023-11-14T07:42:06.000
