unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date
58857941,2023-09-19T16:26:53.000,2023-09-19T17:16:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11220,4717 FIFTH AVENUE,FIFTH AVENUE,47 STREET,48 STREET,47 STREET,48 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T17:16:49.000,07 BROOKLYN,3007660003,BROOKLYN,981832,174863,MOBILE,Unspecified,BROOKLYN,40.646634857173765,-74.00871342621247,"{'latitude': '40.646634857173765', 'longitude': '-74.00871342621247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856173,2023-09-19T16:26:40.000,2023-10-05T06:59:15.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11418,129-11 JAMAICA AVENUE,JAMAICA AVENUE,,,,,ADDRESS,RICHMOND HILL,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,09 QUEENS,4092810044,QUEENS,1033287,194943,PHONE,Unspecified,QUEENS,40.70161439985189,-73.82314600994204,"{'latitude': '40.70161439985189', 'longitude': '-73.82314600994204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868523,2023-09-19T16:26:37.000,2023-09-20T11:37:42.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10019,701 11 AVENUE,11 AVENUE,WEST   49 STREET,WEST   50 STREET,WEST   49 STREET,WEST   50 STREET,ADDRESS,NEW YORK,11 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T11:37:45.000,04 MANHATTAN,1010970011,MANHATTAN,985716,218276,ONLINE,Unspecified,MANHATTAN,40.76579348922136,-73.99470771844219,"{'latitude': '40.76579348922136', 'longitude': '-73.99470771844219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856302,2023-09-19T16:26:33.000,2023-10-01T13:39:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,1468 HOE AVENUE,HOE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,03 BRONX,2029880004,BRONX,1014818,242596,PHONE,Unspecified,BRONX,40.83249247522133,-73.88953841717216,"{'latitude': '40.83249247522133', 'longitude': '-73.88953841717216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869876,2023-09-19T16:26:33.000,2023-10-01T13:39:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,1468 HOE AVENUE,HOE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,03 BRONX,2029880004,BRONX,1014818,242596,PHONE,Unspecified,BRONX,40.83249247522133,-73.88953841717216,"{'latitude': '40.83249247522133', 'longitude': '-73.88953841717216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867766,2023-09-19T16:26:33.000,2023-10-01T13:39:56.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10460,1468 HOE AVENUE,HOE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,03 BRONX,2029880004,BRONX,1014818,242596,PHONE,Unspecified,BRONX,40.83249247522133,-73.88953841717216,"{'latitude': '40.83249247522133', 'longitude': '-73.88953841717216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865816,2023-09-19T16:26:33.000,2023-10-01T13:39:56.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10460,1468 HOE AVENUE,HOE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,03 BRONX,2029880004,BRONX,1014818,242596,PHONE,Unspecified,BRONX,40.83249247522133,-73.88953841717216,"{'latitude': '40.83249247522133', 'longitude': '-73.88953841717216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861295,2023-09-19T16:26:24.000,2023-09-19T17:49:28.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,31 KOSCIUSZKO STREET,KOSCIUSZKO STREET,SPENCER COURT,NOSTRAND AVENUE,SPENCER COURT,NOSTRAND AVENUE,ADDRESS,BROOKLYN,KOSCIUSZKO STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T17:49:33.000,03 BROOKLYN,3017780031,BROOKLYN,997065,190795,ONLINE,Unspecified,BROOKLYN,40.690355695788206,-73.95379000016959,"{'latitude': '40.690355695788206', 'longitude': '-73.95379000016959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870704,2023-09-19T16:26:21.000,2023-10-25T00:01:20.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Mobile Food Vendor,Business,11201,30 WASHINGTON STREET,WASHINGTON STREET,PLYMOUTH STREET,WATER STREET,PLYMOUTH STREET,WATER STREET,ADDRESS,BROOKLYN,WASHINGTON STREET,Closed,The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.,2023-10-25T00:01:30.000,02 BROOKLYN,3000270040,BROOKLYN,987142,195592,ONLINE,Unspecified,BROOKLYN,40.70353115007899,-73.9895695882966,"{'latitude': '40.70353115007899', 'longitude': '-73.9895695882966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869254,2023-09-19T16:26:11.000,2023-09-19T17:10:15.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,558 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T17:10:18.000,05 BROOKLYN,3044520926,BROOKLYN,1020032,178199,ONLINE,Unspecified,BROOKLYN,40.65571948667194,-73.87103954245387,"{'latitude': '40.65571948667194', 'longitude': '-73.87103954245387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858219,2023-09-19T16:26:11.000,2023-10-06T18:06:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10031,856 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,09 MANHATTAN,1020670036,MANHATTAN,1000300,241405,PHONE,Unspecified,MANHATTAN,40.82926183873341,-73.94200399167417,"{'latitude': '40.82926183873341', 'longitude': '-73.94200399167417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862147,2023-09-19T16:26:11.000,2023-10-06T18:06:00.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10031,856 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,09 MANHATTAN,1020670036,MANHATTAN,1000300,241405,PHONE,Unspecified,MANHATTAN,40.82926183873341,-73.94200399167417,"{'latitude': '40.82926183873341', 'longitude': '-73.94200399167417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861963,2023-09-19T16:26:11.000,2023-10-06T18:06:01.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10031,856 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,09 MANHATTAN,1020670036,MANHATTAN,1000300,241405,PHONE,Unspecified,MANHATTAN,40.82926183873341,-73.94200399167417,"{'latitude': '40.82926183873341', 'longitude': '-73.94200399167417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862034,2023-09-19T16:26:11.000,2023-10-06T18:06:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10031,856 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,09 MANHATTAN,1020670036,MANHATTAN,1000300,241405,PHONE,Unspecified,MANHATTAN,40.82926183873341,-73.94200399167417,"{'latitude': '40.82926183873341', 'longitude': '-73.94200399167417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866008,2023-09-19T16:26:08.000,2023-10-05T21:28:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10451,453 EAST  160 STREET,EAST  160 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,03 BRONX,2023820039,BRONX,1008546,239126,ONLINE,Unspecified,BRONX,40.82298780169889,-73.91221568241377,"{'latitude': '40.82298780169889', 'longitude': '-73.91221568241377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856967,2023-09-19T16:26:03.000,2023-09-20T09:11:06.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10001,400 WEST   25 STREET,WEST   25 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-20T05:56:46.000,04 MANHATTAN,1007220043,MANHATTAN,984117,211718,PHONE,Unspecified,MANHATTAN,40.74779357223366,-74.00048000222851,"{'latitude': '40.74779357223366', 'longitude': '-74.00048000222851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864978,2023-09-19T16:26:00.000,2023-09-20T11:42:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Vehicular (AA4)",,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVE,78 RD,,,ADDRESS,FRESH MEADOWS,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T11:42:00.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58857215,2023-09-19T16:26:00.000,2023-09-21T11:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,11413,,,,,138 AVENUE,225 STREET,INTERSECTION,QUEENS,,Closed,The Department of Environmental Protection has investigated this complaint and has performed repair work.,2023-09-21T11:05:00.000,13 QUEENS,,QUEENS,1054190,184462,PHONE,Unspecified,QUEENS,40.6727060537706,-73.74786762154517,"{'latitude': '40.6727060537706', 'longitude': '-73.74786762154517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866859,2023-09-19T16:26:00.000,2023-09-20T07:34:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11219,5214 13 AVENUE,13 AVENUE,52 ST,53 ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-20T07:34:00.000,12 BROOKLYN,3056620064,BROOKLYN,985910,169973,ONLINE,Unspecified,BROOKLYN,40.633213028313094,-73.9940192810491,"{'latitude': '40.633213028313094', 'longitude': '-73.9940192810491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58866759,2023-09-19T16:25:59.000,2023-09-19T18:02:17.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11362,250-01 NORTHERN BOULEVARD,NORTHERN BOULEVARD,MARATHON PARKWAY,251 STREET,MARATHON PARKWAY,251 STREET,ADDRESS,LITTLE NECK,NORTHERN BOULEVARD,Closed,N/A,2023-09-19T18:02:21.000,11 QUEENS,4081290001,QUEENS,1056968,219359,PHONE,Unspecified,QUEENS,40.768467081744305,-73.73747601929479,"{'latitude': '40.768467081744305', 'longitude': '-73.73747601929479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857004,2023-09-19T16:25:49.000,2023-09-19T22:54:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11366,73 AVENUE,73 AVENUE,170 STREET,171 STREET,170 STREET,171 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T22:54:43.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
58860344,2023-09-19T16:25:42.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11223,27 PARKWAY COURT,PARKWAY COURT,EAST    3 STREET,OCEAN PARKWAY,EAST    3 STREET,OCEAN PARKWAY,ADDRESS,BROOKLYN,PARKWAY COURT,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-21T08:12:54.000,15 BROOKLYN,3071990028,BROOKLYN,993604,154070,ONLINE,Unspecified,BROOKLYN,40.589557786109616,-73.966321039497,"{'latitude': '40.589557786109616', 'longitude': '-73.966321039497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858644,2023-09-19T16:25:03.000,2023-09-26T16:29:29.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11416,85 STREET,85 STREET,85 STREET,101 AVENUE,85 STREET,101 AVENUE,INTERSECTION,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-26T16:29:36.000,09 QUEENS,,QUEENS,1024607,187727,UNKNOWN,Unspecified,QUEENS,40.681852016070906,-73.85449395819192,"{'latitude': '40.681852016070906', 'longitude': '-73.85449395819192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860886,2023-09-19T16:24:57.000,2023-10-25T00:01:21.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Mobile Food Vendor,Business,11201,30 WASHINGTON STREET,WASHINGTON STREET,PLYMOUTH STREET,WATER STREET,PLYMOUTH STREET,WATER STREET,ADDRESS,BROOKLYN,WASHINGTON STREET,Closed,The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.,2023-10-25T00:01:28.000,02 BROOKLYN,3000270040,BROOKLYN,987142,195592,ONLINE,Unspecified,BROOKLYN,40.70353115007899,-73.9895695882966,"{'latitude': '40.70353115007899', 'longitude': '-73.9895695882966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868855,2023-09-19T16:24:38.000,2023-09-19T16:24:38.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11229,1901 EAST   29 STREET,EAST   29 STREET,,,,,ADDRESS,BROOKLYN,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-19T00:00:00.000,15 BROOKLYN,3073080001,BROOKLYN,999872,159658,UNKNOWN,Unspecified,BROOKLYN,40.6048868839293,-73.94374026666263,"{'latitude': '40.6048868839293', 'longitude': '-73.94374026666263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870274,2023-09-19T16:24:21.000,2023-09-28T13:14:44.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,10457,1980 RYER AVENUE,RYER AVENUE,EAST  178 STREET,EAST BURNSIDE AVENUE,EAST  178 STREET,EAST BURNSIDE AVENUE,ADDRESS,BRONX,RYER AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-28T13:14:50.000,05 BRONX,2028140100,BRONX,1011510,249102,PHONE,Unspecified,BRONX,40.850360365196565,-73.90146586411461,"{'latitude': '40.850360365196565', 'longitude': '-73.90146586411461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867964,2023-09-19T16:24:18.000,2023-09-19T17:17:12.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11368,55-16 97 STREET,97 STREET,55 AVENUE,57 AVENUE,55 AVENUE,57 AVENUE,ADDRESS,CORONA,97 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T17:17:10.000,04 QUEENS,4019040034,QUEENS,1021782,208323,PHONE,Unspecified,QUEENS,40.73839550840944,-73.86456458853904,"{'latitude': '40.73839550840944', 'longitude': '-73.86456458853904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858502,2023-09-19T16:24:02.000,2023-11-03T15:03:42.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10002,179 BOWERY,BOWERY,DELANCEY STREET,SPRING STREET,DELANCEY STREET,SPRING STREET,ADDRESS,NEW YORK,BOWERY,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-03T15:03:46.000,03 MANHATTAN,,MANHATTAN,985913,201736,ONLINE,Unspecified,MANHATTAN,40.720395284373,-73.99400063494546,"{'latitude': '40.720395284373', 'longitude': '-73.99400063494546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"179 BOWERY, MANHATTAN (NEW YORK), NY, 10002",,,,,
58856450,2023-09-19T16:23:52.000,2023-09-20T01:51:12.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10473,209 NEWMAN AVENUE,NEWMAN AVENUE,GILDERSLEEVE AVENUE,O'BRIEN AVENUE,GILDERSLEEVE AVENUE,O'BRIEN AVENUE,ADDRESS,BRONX,NEWMAN AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T01:51:17.000,09 BRONX,2034560001,BRONX,1024572,234386,ONLINE,Unspecified,BRONX,40.80991922952883,-73.85434041508906,"{'latitude': '40.80991922952883', 'longitude': '-73.85434041508906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862320,2023-09-19T16:23:45.000,2023-09-20T09:09:01.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11379,84-41 DANA COURT,DANA COURT,84 PLACE,WOODHAVEN BOULEVARD,84 PLACE,WOODHAVEN BOULEVARD,ADDRESS,MIDDLE VILLAGE,DANA COURT,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-20T09:09:06.000,05 QUEENS,4029990036,QUEENS,1020575,202681,ONLINE,Unspecified,QUEENS,40.72291465706926,-73.86895053815742,"{'latitude': '40.72291465706926', 'longitude': '-73.86895053815742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867270,2023-09-19T16:23:28.000,2023-09-19T16:57:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,88-35 53 AVENUE,53 AVENUE,JUSTICE AVENUE,90 STREET,JUSTICE AVENUE,90 STREET,ADDRESS,ELMHURST,53 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T16:58:03.000,04 QUEENS,4018380059,QUEENS,1018924,208088,PHONE,Unspecified,QUEENS,40.73776215899106,-73.87487896877059,"{'latitude': '40.73776215899106', 'longitude': '-73.87487896877059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864119,2023-09-19T16:23:26.000,2023-09-19T17:48:51.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11230,1080 MCDONALD AVENUE,MCDONALD AVENUE,ELMWOOD AVENUE,20 AVENUE,ELMWOOD AVENUE,20 AVENUE,ADDRESS,BROOKLYN,MCDONALD AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T17:48:54.000,12 BROOKLYN,3054570110,BROOKLYN,990793,167656,PHONE,Unspecified,BROOKLYN,40.62685109164096,-73.97642884674384,"{'latitude': '40.62685109164096', 'longitude': '-73.97642884674384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862078,2023-09-19T16:23:21.000,2023-09-26T14:55:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10027,257 WEST  122 STREET,WEST  122 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 MANHATTAN,1019280010,MANHATTAN,997721,233556,PHONE,Unspecified,MANHATTAN,40.80772285478087,-73.95133885434338,"{'latitude': '40.80772285478087', 'longitude': '-73.95133885434338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869814,2023-09-19T16:23:21.000,2023-09-26T14:55:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10027,257 WEST  122 STREET,WEST  122 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 MANHATTAN,1019280010,MANHATTAN,997721,233556,PHONE,Unspecified,MANHATTAN,40.80772285478087,-73.95133885434338,"{'latitude': '40.80772285478087', 'longitude': '-73.95133885434338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858126,2023-09-19T16:23:21.000,2023-09-26T14:55:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10027,257 WEST  122 STREET,WEST  122 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 MANHATTAN,1019280010,MANHATTAN,997721,233556,PHONE,Unspecified,MANHATTAN,40.80772285478087,-73.95133885434338,"{'latitude': '40.80772285478087', 'longitude': '-73.95133885434338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858050,2023-09-19T16:23:21.000,2023-09-26T14:55:48.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10027,257 WEST  122 STREET,WEST  122 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 MANHATTAN,1019280010,MANHATTAN,997721,233556,PHONE,Unspecified,MANHATTAN,40.80772285478087,-73.95133885434338,"{'latitude': '40.80772285478087', 'longitude': '-73.95133885434338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856267,2023-09-19T16:23:15.000,2023-09-21T00:16:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11230,1397 EAST    2 STREET,EAST    2 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,12 BROOKLYN,3065650073,BROOKLYN,991700,163550,PHONE,Unspecified,BROOKLYN,40.615580262023926,-73.97316591128765,"{'latitude': '40.615580262023926', 'longitude': '-73.97316591128765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868128,2023-09-19T16:23:15.000,2023-09-20T11:53:30.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),Commercial Building,10174,405 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 42 STREET,EAST 43 STREET,EAST   42 STREET,EAST   43 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-20T11:53:30.000,06 MANHATTAN,1012970023,MANHATTAN,990966,213187,PHONE,Unspecified,MANHATTAN,40.75182305720897,-73.97576022552585,"{'latitude': '40.75182305720897', 'longitude': '-73.97576022552585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865947,2023-09-19T16:23:14.000,2023-10-04T14:44:15.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11692,7600 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,,,,,ADDRESS,ARVERNE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 QUEENS,4161280001,QUEENS,1038827,153034,PHONE,Unspecified,QUEENS,40.58655109189846,-73.80350487836685,"{'latitude': '40.58655109189846', 'longitude': '-73.80350487836685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
