unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,due_date,taxi_pick_up_location,road_ramp,bridge_highway_direction,taxi_company_borough
58931283,2023-09-26T09:00:09.000,2023-10-06T07:44:46.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11208,233 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,05 BROOKLYN,3042220008,BROOKLYN,1021268,185910,PHONE,Unspecified,BROOKLYN,40.67687936225538,-73.8665425913014,"{'latitude': '40.67687936225538', 'longitude': '-73.8665425913014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931142,2023-09-26T09:00:09.000,2023-09-30T18:27:18.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10304,191 BROAD STREET,BROAD STREET,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,01 STATEN ISLAND,5005410011,STATEN ISLAND,961763,166684,PHONE,Unspecified,STATEN ISLAND,40.62415703282506,-74.08100614362155,"{'latitude': '40.62415703282506', 'longitude': '-74.08100614362155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933770,2023-09-26T09:00:09.000,2023-09-30T18:27:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10304,191 BROAD STREET,BROAD STREET,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,01 STATEN ISLAND,5005410011,STATEN ISLAND,961763,166684,PHONE,Unspecified,STATEN ISLAND,40.62415703282506,-74.08100614362155,"{'latitude': '40.62415703282506', 'longitude': '-74.08100614362155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935158,2023-09-26T09:00:09.000,2023-09-30T18:27:18.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10304,191 BROAD STREET,BROAD STREET,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,01 STATEN ISLAND,5005410011,STATEN ISLAND,961763,166684,PHONE,Unspecified,STATEN ISLAND,40.62415703282506,-74.08100614362155,"{'latitude': '40.62415703282506', 'longitude': '-74.08100614362155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928766,2023-09-26T09:00:08.000,2023-10-05T10:31:11.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10304,191 BROAD STREET,BROAD STREET,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,01 STATEN ISLAND,5005410011,STATEN ISLAND,961763,166684,PHONE,Unspecified,STATEN ISLAND,40.62415703282506,-74.08100614362155,"{'latitude': '40.62415703282506', 'longitude': '-74.08100614362155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933523,2023-09-26T09:00:00.000,2023-09-26T11:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10451,,,,,GRAND CONCOURSE,EAST 149 STREET,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T11:15:00.000,01 BRONX,,BRONX,1004368,237509,UNKNOWN,Unspecified,BRONX,40.81856009851,-73.92731612997096,"{'latitude': '40.81856009851', 'longitude': '-73.92731612997096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58928939,2023-09-26T08:59:57.000,2023-09-26T08:59:57.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10463,233 WEST  238 STREET,WEST  238 STREET,REVIEW PLACE,BROADWAY,REVIEW PLACE,BROADWAY,ADDRESS,BRONX,WEST  238 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-26T08:59:57.000,08 BRONX,2032710185,BRONX,1011900,261692,PHONE,Unspecified,BRONX,40.88491484679214,-73.90000422026799,"{'latitude': '40.88491484679214', 'longitude': '-73.90000422026799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926961,2023-09-26T08:59:57.000,2023-09-26T09:56:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,420 95 STREET,95 STREET,4 AVENUE,FORT HAMILTON PARKWAY,4 AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,95 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T09:55:44.000,10 BROOKLYN,3061230028,BROOKLYN,975735,163498,PHONE,Unspecified,BROOKLYN,40.615436573305786,-74.03067003686449,"{'latitude': '40.615436573305786', 'longitude': '-74.03067003686449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926952,2023-09-26T08:59:51.000,2023-09-26T09:40:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11226,377 EAST   32 STREET,EAST   32 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   32 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T09:40:10.000,17 BROOKLYN,3049490055,BROOKLYN,999049,173095,MOBILE,Unspecified,BROOKLYN,40.64177004410386,-73.94667468944245,"{'latitude': '40.64177004410386', 'longitude': '-73.94667468944245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927076,2023-09-26T08:59:46.000,2023-09-26T09:27:23.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11204,2315 64 STREET,64 STREET,23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,ADDRESS,BROOKLYN,64 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T09:27:28.000,11 BROOKLYN,3065580076,BROOKLYN,990354,162527,ONLINE,Unspecified,BROOKLYN,40.61277336789594,-73.97801498127436,"{'latitude': '40.61277336789594', 'longitude': '-73.97801498127436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926627,2023-09-26T08:59:27.000,2023-09-29T15:36:37.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11228,8224 15 AVENUE,15 AVENUE,82 STREET,83 STREET,82 STREET,83 STREET,ADDRESS,BROOKLYN,15 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T11:50:55.000,11 BROOKLYN,3063040049,BROOKLYN,982165,162735,ONLINE,Unspecified,BROOKLYN,40.61334614216823,-74.00750969150155,"{'latitude': '40.61334614216823', 'longitude': '-74.00750969150155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926974,2023-09-26T08:59:15.000,2023-09-26T09:52:15.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11215,6 STREET,6 STREET,6 STREET,8 AVENUE,6 STREET,8 AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T09:52:21.000,06 BROOKLYN,,BROOKLYN,990432,182491,PHONE,Unspecified,BROOKLYN,40.667570215765565,-73.97771575333141,"{'latitude': '40.667570215765565', 'longitude': '-73.97771575333141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927255,2023-09-26T08:58:50.000,2023-09-26T10:11:05.000,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,10034,570 WEST  214 STREET,WEST  214 STREET,SEAMAN AVENUE,INDIAN ROAD,SEAMAN AVENUE,INDIAN ROAD,ADDRESS,NEW YORK,WEST  214 STREET,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-26T10:11:09.000,12 MANHATTAN,1022550001,MANHATTAN,1006555,256695,PHONE,Unspecified,MANHATTAN,40.87121476286591,-73.91935095259326,"{'latitude': '40.87121476286591', 'longitude': '-73.91935095259326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931072,2023-09-26T08:58:44.000,2023-09-26T09:17:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T09:17:28.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930415,2023-09-26T08:58:35.000,2023-09-27T08:00:43.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10016,737 2 AVENUE,2 AVENUE,EAST 39 STREET,EAST 40 STREET,EAST   39 STREET,EAST   40 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-26T12:07:11.000,06 MANHATTAN,1009200032,MANHATTAN,991629,211889,ONLINE,Unspecified,MANHATTAN,40.74825984648786,-73.97336871211186,"{'latitude': '40.74825984648786', 'longitude': '-73.97336871211186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930505,2023-09-26T08:58:24.000,2023-10-02T09:51:01.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10461,2474 BUTLER PLACE,BUTLER PLACE,ROWE STREET,SEABURY AVENUE,ROWE STREET,SEABURY AVENUE,ADDRESS,BRONX,BUTLER PLACE,Unspecified,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T04:10:15.000,10 BRONX,2038470003,BRONX,1027464,244489,PHONE,Unspecified,BRONX,40.83763538209719,-73.8438282808339,"{'latitude': '40.83763538209719', 'longitude': '-73.8438282808339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927832,2023-09-26T08:58:23.000,2023-09-27T08:00:41.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T10:32:05.000,Unspecified MANHATTAN,,MANHATTAN,987495,214281,PHONE,Unspecified,MANHATTAN,40.75482776475314,-73.98828743069473,"{'latitude': '40.75482776475314', 'longitude': '-73.98828743069473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,1,Entrance,,,W 40 St & 7 Av,,
58934929,2023-09-26T08:58:20.000,2023-09-26T09:09:32.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11374,98-51 67 AVENUE,67 AVENUE,WETHEROLE STREET,BOOTH STREET,WETHEROLE STREET,BOOTH STREET,ADDRESS,REGO PARK,67 AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-26T09:09:37.000,06 QUEENS,,QUEENS,1024501,203614,ONLINE,Unspecified,QUEENS,40.72545851991117,-73.85478117853384,"{'latitude': '40.72545851991117', 'longitude': '-73.85478117853384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934336,2023-09-26T08:58:02.000,2023-09-26T11:48:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11232,170 33 STREET,33 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,33 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T11:48:56.000,07 BROOKLYN,3006850008,BROOKLYN,983627,178172,ONLINE,Unspecified,BROOKLYN,40.655717650722785,-74.00224532820489,"{'latitude': '40.655717650722785', 'longitude': '-74.00224532820489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926184,2023-09-26T08:57:55.000,2023-10-05T13:57:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10031,3341 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,09 MANHATTAN,1020020033,MANHATTAN,996702,238102,PHONE,Unspecified,MANHATTAN,40.820201848717986,-73.95501134237715,"{'latitude': '40.820201848717986', 'longitude': '-73.95501134237715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932692,2023-09-26T08:57:55.000,2023-09-26T09:37:38.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11230,1135 EAST    4 STREET,EAST    4 STREET,BAY PARKWAY,DEAD END,BAY PARKWAY,DEAD END,ADDRESS,BROOKLYN,EAST    4 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T09:37:40.000,12 BROOKLYN,3054950828,BROOKLYN,991847,166336,PHONE,Unspecified,BROOKLYN,40.62322712734414,-73.97263329828488,"{'latitude': '40.62322712734414', 'longitude': '-73.97263329828488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929352,2023-09-26T08:57:49.000,2023-10-23T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11208,28 KIELY PLACE,KIELY PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-23T00:00:00.000,05 BROOKLYN,3041190028,BROOKLYN,1019755,189315,UNKNOWN,Unspecified,BROOKLYN,40.686231500942654,-73.871979315101,"{'latitude': '40.686231500942654', 'longitude': '-73.871979315101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58935373,2023-09-26T08:57:45.000,2023-10-10T15:09:33.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11215,311 6 AVENUE,6 AVENUE,2 STREET,3 STREET,2 STREET,3 STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2023-10-10T15:09:38.000,06 BROOKLYN,3009760006,BROOKLYN,989642,184129,ONLINE,Unspecified,BROOKLYN,40.672066676062606,-73.98056215490627,"{'latitude': '40.672066676062606', 'longitude': '-73.98056215490627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927484,2023-09-26T08:57:28.000,2023-10-01T10:40:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10031,3341 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,09 MANHATTAN,1020020033,MANHATTAN,996702,238102,PHONE,Unspecified,MANHATTAN,40.820201848717986,-73.95501134237715,"{'latitude': '40.820201848717986', 'longitude': '-73.95501134237715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929574,2023-09-26T08:57:24.000,2023-09-26T09:13:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,2156 67 STREET,67 STREET,21 AVENUE,BAY PARKWAY,21 AVENUE,BAY PARKWAY,ADDRESS,BROOKLYN,67 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T09:13:20.000,11 BROOKLYN,3055720024,BROOKLYN,988787,162714,PHONE,Unspecified,BROOKLYN,40.61328758524889,-73.98365878148141,"{'latitude': '40.61328758524889', 'longitude': '-73.98365878148141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929152,2023-09-26T08:57:19.000,2023-10-11T13:12:36.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10016,309 5 AVENUE,5 AVENUE,EAST   31 STREET,EAST   32 STREET,EAST   31 STREET,EAST   32 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-26T22:10:58.000,05 MANHATTAN,1008610004,MANHATTAN,988208,211371,PHONE,Unspecified,MANHATTAN,40.746840259656935,-73.98571562674624,"{'latitude': '40.746840259656935', 'longitude': '-73.98571562674624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932783,2023-09-26T08:57:17.000,2023-09-27T11:23:59.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10306,315 BURBANK AVENUE,BURBANK AVENUE,CLAWSON STREET,HYLAN BOULEVARD,CLAWSON STREET,HYLAN BOULEVARD,ADDRESS,STATEN ISLAND,BURBANK AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-27T11:24:03.000,02 STATEN ISLAND,5036460009,STATEN ISLAND,954017,147885,PHONE,Unspecified,STATEN ISLAND,40.57253457242024,-74.10882582357094,"{'latitude': '40.57253457242024', 'longitude': '-74.10882582357094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932028,2023-09-26T08:57:16.000,2023-09-26T09:28:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10451,918 MORRIS AVENUE,MORRIS AVENUE,EAST  162 STREET,EAST  163 STREET,EAST  162 STREET,EAST  163 STREET,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T09:28:19.000,04 BRONX,2024220004,BRONX,1007027,240561,ONLINE,Unspecified,BRONX,40.826930514672284,-73.91769913415006,"{'latitude': '40.826930514672284', 'longitude': '-73.91769913415006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929161,2023-09-26T08:57:08.000,2023-10-02T12:09:54.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10465,188 KEARNEY AVENUE,KEARNEY AVENUE,HARDING AVENUE,LAWTON AVENUE,HARDING AVENUE,LAWTON AVENUE,ADDRESS,BRONX,KEARNEY AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-28T03:27:59.000,10 BRONX,2055010037,BRONX,1036448,237063,ONLINE,Unspecified,BRONX,40.817204646287855,-73.81141873599786,"{'latitude': '40.817204646287855', 'longitude': '-73.81141873599786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933706,2023-09-26T08:57:04.000,2023-09-27T19:00:45.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11385,1887 DE KALB AVENUE,DE KALB AVENUE,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,05 QUEENS,4033990143,QUEENS,1008050,197703,PHONE,Unspecified,QUEENS,40.70929381004757,-73.91415446108806,"{'latitude': '40.70929381004757', 'longitude': '-73.91415446108806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929606,2023-09-26T08:57:04.000,2023-09-26T19:08:08.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11379,67-36 80 STREET,80 STREET,67 ROAD,67 DRIVE,67 ROAD,67 DRIVE,ADDRESS,MIDDLE VILLAGE,80 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T19:08:16.000,05 QUEENS,4037810037,QUEENS,1019887,198825,PHONE,Unspecified,QUEENS,40.71233367231903,-73.8714530420546,"{'latitude': '40.71233367231903', 'longitude': '-73.8714530420546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932579,2023-09-26T08:57:01.000,2023-10-12T06:57:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11212,54 BRISTOL STREET,BRISTOL STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,16 BROOKLYN,3034970051,BROOKLYN,1008442,183428,ONLINE,Unspecified,BROOKLYN,40.6701111766495,-73.91279179609562,"{'latitude': '40.6701111766495', 'longitude': '-73.91279179609562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934788,2023-09-26T08:57:00.000,2023-09-26T09:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10016,,,,,1 AVENUE,EAST 40 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T09:40:00.000,06 MANHATTAN,,MANHATTAN,992346,211628,UNKNOWN,Unspecified,MANHATTAN,40.74754283979385,-73.97078132715654,"{'latitude': '40.74754283979385', 'longitude': '-73.97078132715654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58929048,2023-09-26T08:56:53.000,2023-09-26T09:52:14.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10029,WILSON HOUSES,WILSON HOUSES,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,UNRECOGNIZED,NEW YORK,WILSON HOUSES,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T09:52:18.000,11 MANHATTAN,1016990001,MANHATTAN,1000992,226710,ONLINE,Unspecified,MANHATTAN,40.78892686080077,-73.93954012881242,"{'latitude': '40.78892686080077', 'longitude': '-73.93954012881242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926669,2023-09-26T08:56:41.000,2023-09-26T09:40:44.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11203,844 MIDWOOD STREET,MIDWOOD STREET,EAST   48 STREET,UTICA AVENUE,EAST   48 STREET,UTICA AVENUE,ADDRESS,BROOKLYN,MIDWOOD STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T09:40:48.000,09 BROOKLYN,3045900051,BROOKLYN,1003024,180201,ONLINE,Unspecified,BROOKLYN,40.661266928245844,-73.93233177745982,"{'latitude': '40.661266928245844', 'longitude': '-73.93233177745982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931972,2023-09-26T08:56:15.000,2023-09-26T12:08:41.000,NYPD,New York City Police Department,Panhandling,N/A,Park/Playground,11220,504 44 STREET,44 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,44 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T12:08:46.000,07 BROOKLYN,3007390009,BROOKLYN,982464,175441,MOBILE,N/A,BROOKLYN,40.64822149214479,-74.00643612459912,"{'latitude': '40.64822149214479', 'longitude': '-74.00643612459912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927041,2023-09-26T08:56:11.000,2023-09-26T09:47:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,2255 COLEMAN STREET,COLEMAN STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,COLEMAN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T09:47:14.000,18 BROOKLYN,3085580010,BROOKLYN,1005593,160775,PHONE,Unspecified,BROOKLYN,40.6079408874717,-73.92313362633755,"{'latitude': '40.6079408874717', 'longitude': '-73.92313362633755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926933,2023-09-26T08:56:08.000,2023-09-26T09:16:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10128,309 EAST   94 STREET,EAST   94 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   94 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T09:16:04.000,08 MANHATTAN,1015570008,MANHATTAN,998777,224456,PHONE,Unspecified,MANHATTAN,40.78274415222784,-73.94754396270264,"{'latitude': '40.78274415222784', 'longitude': '-73.94754396270264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929740,2023-09-26T08:56:07.000,2023-09-26T09:17:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T09:17:48.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934023,2023-09-26T08:56:03.000,2023-09-27T08:37:49.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11229,1841 EAST   27 STREET,EAST   27 STREET,AVENUE R,AVENUE S,AVENUE R,AVENUE S,ADDRESS,BROOKLYN,EAST   27 STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-27T08:37:55.000,15 BROOKLYN,3068330072,BROOKLYN,999284,160090,ONLINE,Unspecified,BROOKLYN,40.60607365258016,-73.94585687736462,"{'latitude': '40.60607365258016', 'longitude': '-73.94585687736462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
