unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58861695,2023-09-19T22:50:39.000,2023-09-19T23:06:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10473,740 BEACH AVENUE,BEACH AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,BEACH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T23:06:16.000,09 BRONX,2035980017,BRONX,1022009,238046,PHONE,Unspecified,BRONX,40.819976219579004,-73.86357841506774,"{'latitude': '40.819976219579004', 'longitude': '-73.86357841506774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869367,2023-09-19T22:50:25.000,2023-09-20T00:55:26.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10305,139 ST MARYS AVENUE,ST MARYS AVENUE,VERMONT AVENUE,TOMPKINS AVENUE,VERMONT AVENUE,TOMPKINS AVENUE,ADDRESS,STATEN ISLAND,ST MARYS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:55:31.000,01 STATEN ISLAND,5028460001,STATEN ISLAND,964303,163117,MOBILE,Unspecified,STATEN ISLAND,40.61437244599014,-74.07184562878456,"{'latitude': '40.61437244599014', 'longitude': '-74.07184562878456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860971,2023-09-19T22:50:23.000,2023-09-20T04:13:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11218,132 DITMAS AVENUE,DITMAS AVENUE,MCDONALD AVENUE,EAST    2 STREET,MCDONALD AVENUE,EAST    2 STREET,ADDRESS,BROOKLYN,DITMAS AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T04:13:29.000,12 BROOKLYN,3053950008,BROOKLYN,990470,170840,MOBILE,Unspecified,BROOKLYN,40.635590730849216,-73.97758951945762,"{'latitude': '40.635590730849216', 'longitude': '-73.97758951945762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855889,2023-09-19T22:49:41.000,2023-09-20T00:15:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,827 EAST  215 STREET,EAST  215 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  215 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:15:27.000,12 BRONX,2046740030,BRONX,1022822,259743,ONLINE,Unspecified,BRONX,40.87952447685724,-73.8605162640467,"{'latitude': '40.87952447685724', 'longitude': '-73.8605162640467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856105,2023-09-19T22:49:30.000,2023-09-19T22:58:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11204,5709 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:58:05.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860102,2023-09-19T22:49:24.000,2023-11-08T20:38:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11211,101 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-08T00:00:00.000,01 BROOKLYN,3022910001,BROOKLYN,996705,201704,ONLINE,Unspecified,BROOKLYN,40.72029884073234,-73.95506795739985,"{'latitude': '40.72029884073234', 'longitude': '-73.95506795739985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861629,2023-09-19T22:49:19.000,2023-09-20T00:13:52.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11357,145-04 14 AVENUE,14 AVENUE,PARSONS BOULEVARD,145 PLACE,PARSONS BOULEVARD,145 PLACE,ADDRESS,WHITESTONE,14 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:14:00.000,07 QUEENS,4046220013,QUEENS,1033512,226015,ONLINE,Unspecified,QUEENS,40.786897836426725,-73.82210696337218,"{'latitude': '40.786897836426725', 'longitude': '-73.82210696337218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869341,2023-09-19T22:49:06.000,2023-09-19T22:50:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,96 WYTHE AVENUE,WYTHE AVENUE,NORTH   11 STREET,NORTH   10 STREET,NORTH   11 STREET,NORTH   10 STREET,ADDRESS,BROOKLYN,WYTHE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T22:50:51.000,01 BROOKLYN,3022950021,BROOKLYN,995800,202137,ONLINE,Unspecified,BROOKLYN,40.72148854900699,-73.95833204713233,"{'latitude': '40.72148854900699', 'longitude': '-73.95833204713233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867108,2023-09-19T22:48:38.000,2023-09-19T22:57:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11208,144 LINCOLN AVENUE,LINCOLN AVENUE,ETNA STREET,O'BRIEN PLACE,ETNA STREET,O'BRIEN PLACE,ADDRESS,BROOKLYN,LINCOLN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:57:18.000,05 BROOKLYN,3041210045,BROOKLYN,1020278,189542,PHONE,Unspecified,BROOKLYN,40.686852449859835,-73.87009231839481,"{'latitude': '40.686852449859835', 'longitude': '-73.87009231839481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870193,2023-09-19T22:48:32.000,,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Passenger,,10022,805 3 AVENUE,3 AVENUE,EAST   49 STREET,EAST   50 STREET,EAST   49 STREET,EAST   50 STREET,ADDRESS,NEW YORK,3 AVENUE,In Progress,,,06 MANHATTAN,1013230047,MANHATTAN,992290,214529,PHONE,Unspecified,MANHATTAN,40.75550540171795,-73.97097996405773,"{'latitude': '40.75550540171795', 'longitude': '-73.97097996405773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"805 3 AVENUE, MANHATTAN (NEW YORK), NY, 10022",,
58866783,2023-09-19T22:48:30.000,2023-09-20T11:12:30.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Street,11237,3 RIDGEWOOD PLACE,RIDGEWOOD PLACE,PALMETTO STREET,WOODBINE STREET,PALMETTO STREET,WOODBINE STREET,ADDRESS,BROOKLYN,RIDGEWOOD PLACE,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-20T09:27:11.000,04 BROOKLYN,3033547501,BROOKLYN,1008762,193841,ONLINE,Unspecified,BROOKLYN,40.69869158951615,-73.91160036820827,"{'latitude': '40.69869158951615', 'longitude': '-73.91160036820827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866670,2023-09-19T22:48:16.000,2023-09-20T19:21:26.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,10012,242 LAFAYETTE STREET,LAFAYETTE STREET,CLEVELAND PLACE,PRINCE STREET,CLEVELAND PLACE,PRINCE STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T19:21:29.000,02 MANHATTAN,1004960030,MANHATTAN,985096,202601,ONLINE,Unspecified,MANHATTAN,40.722769616360004,-73.99694789918512,"{'latitude': '40.722769616360004', 'longitude': '-73.99694789918512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865054,2023-09-19T22:47:57.000,2023-09-20T00:24:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,WHITNEY AVENUE,WHITNEY AVENUE,JUDGE STREET,WHITNEY AVENUE,JUDGE STREET,WHITNEY AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T00:24:37.000,04 QUEENS,,QUEENS,1018144,210017,MOBILE,Unspecified,QUEENS,40.74305980291726,-73.87768387319761,"{'latitude': '40.74305980291726', 'longitude': '-73.87768387319761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857305,2023-09-19T22:47:51.000,2023-09-19T23:39:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,1433 OVERING STREET,OVERING STREET,TRATMAN AVENUE,FRISBY AVENUE,TRATMAN AVENUE,FRISBY AVENUE,ADDRESS,BRONX,OVERING STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T23:39:14.000,10 BRONX,2039820038,BRONX,1027213,245410,PHONE,Unspecified,BRONX,40.84016448012643,-73.8447294717931,"{'latitude': '40.84016448012643', 'longitude': '-73.8447294717931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865506,2023-09-19T22:47:51.000,2023-09-19T22:53:32.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,65 EAST  193 STREET,EAST  193 STREET,MORRIS AVENUE,CRESTON AVENUE,MORRIS AVENUE,CRESTON AVENUE,ADDRESS,BRONX,EAST  193 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T22:53:35.000,07 BRONX,2031770041,BRONX,1012873,254829,ONLINE,Unspecified,BRONX,40.86607493877005,-73.89651470631901,"{'latitude': '40.86607493877005', 'longitude': '-73.89651470631901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879988,2023-09-19T22:47:41.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,11369,32-15 93 STREET,93 STREET,,,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,03 QUEENS,4014230071,QUEENS,1018767,215523,UNKNOWN,Unspecified,QUEENS,40.758169957315744,-73.87540734199543,"{'latitude': '40.758169957315744', 'longitude': '-73.87540734199543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58861000,2023-09-19T22:47:00.000,2023-09-20T10:38:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11385,2025 MENAHAN STREET,MENAHAN STREET,FAIRVIEW AVE,GRANDVIEW AVE,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-20T10:38:00.000,05 QUEENS,4033830065,QUEENS,1010008,197257,ONLINE,Unspecified,QUEENS,40.70806416290875,-73.90709375367798,"{'latitude': '40.70806416290875', 'longitude': '-73.90709375367798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58861587,2023-09-19T22:47:00.000,2023-09-20T01:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11223,,,,,CONEY ISLAND AVENUE,QUENTIN ROAD,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T01:30:00.000,15 BROOKLYN,,BROOKLYN,994811,160732,UNKNOWN,Unspecified,BROOKLYN,40.60784227081624,-73.9619648365069,"{'latitude': '40.60784227081624', 'longitude': '-73.9619648365069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58861060,2023-09-19T22:46:59.000,2023-09-20T01:23:45.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,11231,118 KANE STREET,KANE STREET,HICKS STREET,CHEEVER PLACE,HICKS STREET,CHEEVER PLACE,ADDRESS,BROOKLYN,KANE STREET,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-20T01:23:49.000,06 BROOKLYN,3003210033,BROOKLYN,984409,189605,ONLINE,Unspecified,BROOKLYN,40.687098695466524,-73.99942668507599,"{'latitude': '40.687098695466524', 'longitude': '-73.99942668507599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863657,2023-09-19T22:46:59.000,2023-09-20T00:37:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,315 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-20T00:37:06.000,08 BROOKLYN,3011760072,BROOKLYN,993755,184616,PHONE,Unspecified,BROOKLYN,40.673399921160446,-73.96573434455547,"{'latitude': '40.673399921160446', 'longitude': '-73.96573434455547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859925,2023-09-19T22:46:56.000,2023-09-20T00:07:50.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11206,54 NOLL STREET,NOLL STREET,STANWIX STREET,EVERGREEN AVENUE,STANWIX STREET,EVERGREEN AVENUE,ADDRESS,BROOKLYN,NOLL STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T00:07:56.000,04 BROOKLYN,3031520001,BROOKLYN,1002491,194514,ONLINE,Unspecified,BROOKLYN,40.70055396499139,-73.93421415603811,"{'latitude': '40.70055396499139', 'longitude': '-73.93421415603811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856009,2023-09-19T22:46:37.000,2023-09-19T22:49:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,241 WEST  113 STREET,WEST  113 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  113 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:49:46.000,10 MANHATTAN,1018290017,MANHATTAN,996737,231362,ONLINE,Unspecified,MANHATTAN,40.801702374716804,-73.954897426762,"{'latitude': '40.801702374716804', 'longitude': '-73.954897426762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869930,2023-09-19T22:46:34.000,2023-10-05T15:49:37.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10039,2807 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,10 MANHATTAN,1020450091,MANHATTAN,1000884,240076,PHONE,Unspecified,MANHATTAN,40.8256130332234,-73.93989702756856,"{'latitude': '40.8256130332234', 'longitude': '-73.93989702756856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856348,2023-09-19T22:46:34.000,2023-10-05T15:49:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10039,2807 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,10 MANHATTAN,1020450091,MANHATTAN,1000884,240076,PHONE,Unspecified,MANHATTAN,40.8256130332234,-73.93989702756856,"{'latitude': '40.8256130332234', 'longitude': '-73.93989702756856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862118,2023-09-19T22:46:34.000,2023-10-05T15:49:38.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10039,2807 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,10 MANHATTAN,1020450091,MANHATTAN,1000884,240076,PHONE,Unspecified,MANHATTAN,40.8256130332234,-73.93989702756856,"{'latitude': '40.8256130332234', 'longitude': '-73.93989702756856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869817,2023-09-19T22:46:34.000,2023-10-05T15:49:37.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10039,2807 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,10 MANHATTAN,1020450091,MANHATTAN,1000884,240076,PHONE,Unspecified,MANHATTAN,40.8256130332234,-73.93989702756856,"{'latitude': '40.8256130332234', 'longitude': '-73.93989702756856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862011,2023-09-19T22:46:33.000,2023-10-21T10:14:55.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10028,1660 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-21T00:00:00.000,08 MANHATTAN,1015490001,MANHATTAN,997638,222717,ONLINE,Unspecified,MANHATTAN,40.77797285690986,-73.951660280822,"{'latitude': '40.77797285690986', 'longitude': '-73.951660280822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860087,2023-09-19T22:46:31.000,2023-09-21T16:25:51.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11355,136-04 CHERRY AVENUE,CHERRY AVENUE,,,,,ADDRESS,FLUSHING,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,07 QUEENS,4051407501,QUEENS,1032265,213498,ONLINE,Unspecified,QUEENS,40.752548859600175,-73.82669949422701,"{'latitude': '40.752548859600175', 'longitude': '-73.82669949422701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869762,2023-09-19T22:46:30.000,2023-09-21T16:25:51.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11355,136-04 CHERRY AVENUE,CHERRY AVENUE,,,,,ADDRESS,FLUSHING,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-21T00:00:00.000,07 QUEENS,4051407501,QUEENS,1032265,213498,ONLINE,Unspecified,QUEENS,40.752548859600175,-73.82669949422701,"{'latitude': '40.752548859600175', 'longitude': '-73.82669949422701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869749,2023-09-19T22:46:30.000,2023-09-21T11:30:24.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10454,535 EAST  142 STREET,EAST  142 STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-21T00:00:00.000,01 BRONX,2022690001,BRONX,1007312,234414,ONLINE,Unspecified,BRONX,40.81005799667466,-73.916690459071,"{'latitude': '40.81005799667466', 'longitude': '-73.916690459071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867895,2023-09-19T22:46:30.000,2023-09-24T10:26:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10454,535 EAST  142 STREET,EAST  142 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,01 BRONX,2022690001,BRONX,1007312,234414,ONLINE,Unspecified,BRONX,40.81005799667466,-73.916690459071,"{'latitude': '40.81005799667466', 'longitude': '-73.916690459071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863931,2023-09-19T22:46:30.000,2023-09-20T14:22:36.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10454,535 EAST  142 STREET,EAST  142 STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,01 BRONX,2022690001,BRONX,1007312,234414,ONLINE,Unspecified,BRONX,40.81005799667466,-73.916690459071,"{'latitude': '40.81005799667466', 'longitude': '-73.916690459071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861852,2023-09-19T22:46:26.000,2023-09-19T23:02:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,180 EAST  174 STREET,EAST  174 STREET,MORRIS AVENUE,EASTBURN AVENUE,MORRIS AVENUE,EASTBURN AVENUE,ADDRESS,BRONX,EAST  174 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T23:02:05.000,04 BRONX,2027940049,BRONX,1009455,247074,MOBILE,Unspecified,BRONX,40.84480021135542,-73.90890149549972,"{'latitude': '40.84480021135542', 'longitude': '-73.90890149549972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862464,2023-09-19T22:46:21.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,Restaurant/Bar/Deli/Bakery,10006,94 1/2 GREENWICH STREET,GREENWICH STREET,RECTOR STREET,CARLISLE STREET,RECTOR STREET,CARLISLE STREET,ADDRESS,NEW YORK,GREENWICH STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:02:34.000,01 MANHATTAN,1000530040,MANHATTAN,980493,197251,ONLINE,Unspecified,MANHATTAN,40.70808438896342,-74.01355108351943,"{'latitude': '40.70808438896342', 'longitude': '-74.01355108351943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869382,2023-09-19T22:46:20.000,2023-09-19T23:04:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11239,17 VANDALIA AVENUE,VANDALIA AVENUE,LOUISIANA AVENUE,PENNSYLVANIA AVENUE,LOUISIANA AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,VANDALIA AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T23:04:49.000,05 BROOKLYN,3044310100,BROOKLYN,1015515,175901,PHONE,Unspecified,BROOKLYN,40.64942908314659,-73.88732971275293,"{'latitude': '40.64942908314659', 'longitude': '-73.88732971275293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857835,2023-09-19T22:46:19.000,2023-09-19T23:18:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,3500 PARK AVENUE,PARK AVENUE,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T23:18:04.000,03 BRONX,2023890020,BRONX,1009638,242177,ONLINE,Unspecified,BRONX,40.83135885083257,-73.90825861512309,"{'latitude': '40.83135885083257', 'longitude': '-73.90825861512309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862609,2023-09-19T22:46:01.000,2023-09-20T01:35:15.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11691,10-31 GIPSON STREET,GIPSON STREET,CORNAGA AVENUE,HEALY AVENUE,CORNAGA AVENUE,HEALY AVENUE,ADDRESS,FAR ROCKAWAY,GIPSON STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T01:35:22.000,14 QUEENS,4157170113,QUEENS,1051063,159132,MOBILE,Unspecified,QUEENS,40.60320502881317,-73.75939115714053,"{'latitude': '40.60320502881317', 'longitude': '-73.75939115714053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856120,2023-09-19T22:45:50.000,2023-09-19T23:13:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10029,131 EAST  110 STREET,EAST  110 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST  110 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T23:13:40.000,11 MANHATTAN,1016380112,MANHATTAN,999502,228930,MOBILE,Unspecified,MANHATTAN,40.79502285819394,-73.94491587725891,"{'latitude': '40.79502285819394', 'longitude': '-73.94491587725891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
