unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,bbl,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date,taxi_pick_up_location
59445759,2023-09-29T08:38:44.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11219,13 AVENUE,13 AVENUE,13 AVENUE,47 STREET,13 AVENUE,47 STREET,INTERSECTION,,,Closed,12 BROOKLYN,BROOKLYN,986760,171042,PHONE,Unspecified,BROOKLYN,40.63614700611716,-73.99095646711457,"{'latitude': '40.63614700611716', 'longitude': '-73.99095646711457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T11:05:00.000,,2023-09-30T11:05:00.000,,,,,,,,
59449896,2023-09-29T08:38:43.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,N/A,11214,1973 81 STREET,81 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,81 STREET,Closed,11 BROOKLYN,BROOKLYN,985351,160750,PHONE,Unspecified,BROOKLYN,40.60789790205374,-73.99603477430168,"{'latitude': '40.60789790205374', 'longitude': '-73.99603477430168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:50:00.000,,2023-09-29T08:50:00.000,,,,,,,,
59449195,2023-09-29T08:38:41.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11228,1501 85 STREET,85 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,85 STREET,Closed,11 BROOKLYN,BROOKLYN,981877,162177,PHONE,Unspecified,BROOKLYN,40.6118144747138,-74.0085468053069,"{'latitude': '40.6118144747138', 'longitude': '-74.0085468053069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T14:45:00.000,,2023-10-01T14:45:00.000,,,,,,,,
58959390,2023-09-29T08:38:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,1661 SUMMERFIELD STREET,SUMMERFIELD STREET,WYCKOFF AVENUE,CYPRESS AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,ADDRESS,RIDGEWOOD,SUMMERFIELD STREET,Closed,05 QUEENS,QUEENS,1011603,192821,PHONE,Unspecified,QUEENS,40.69588360331768,-73.9013587878803,"{'latitude': '40.69588360331768', 'longitude': '-73.9013587878803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T21:07:55.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T21:08:00.000,4035540061,,,,,,,
59438360,2023-09-29T08:38:30.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11223,2097 EAST    7 STREET,EAST    7 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST    7 STREET,In Progress,15 BROOKLYN,BROOKLYN,994153,157618,PHONE,Unspecified,BROOKLYN,40.59929573528564,-73.96433917153648,"{'latitude': '40.59929573528564', 'longitude': '-73.96433917153648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,3071100073,,,,,,,
59459034,2023-09-29T08:38:29.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11223,2097 EAST    7 STREET,EAST    7 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST    7 STREET,In Progress,15 BROOKLYN,BROOKLYN,994153,157618,PHONE,Unspecified,BROOKLYN,40.59929573528564,-73.96433917153648,"{'latitude': '40.59929573528564', 'longitude': '-73.96433917153648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,3071100073,,,,,,,
59435601,2023-09-29T08:38:29.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11214,1973 81 STREET,81 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,81 STREET,Closed,11 BROOKLYN,BROOKLYN,985351,160750,ONLINE,Unspecified,BROOKLYN,40.60789790205374,-73.99603477430168,"{'latitude': '40.60789790205374', 'longitude': '-73.99603477430168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T11:35:00.000,,2023-09-30T11:35:00.000,,,,,,,,
59435975,2023-09-29T08:38:28.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11223,2097 EAST    7 STREET,EAST    7 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST    7 STREET,In Progress,15 BROOKLYN,BROOKLYN,994153,157618,PHONE,Unspecified,BROOKLYN,40.59929573528564,-73.96433917153648,"{'latitude': '40.59929573528564', 'longitude': '-73.96433917153648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,3071100073,,,,,,,
59446265,2023-09-29T08:38:25.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11223,2097 EAST    7 STREET,EAST    7 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST    7 STREET,In Progress,15 BROOKLYN,BROOKLYN,994153,157618,PHONE,Unspecified,BROOKLYN,40.59929573528564,-73.96433917153648,"{'latitude': '40.59929573528564', 'longitude': '-73.96433917153648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,3071100073,,,,,,,
59445551,2023-09-29T08:38:24.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11214,8810 16 AVENUE,16 AVENUE,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,16 AVENUE,Closed,11 BROOKLYN,BROOKLYN,980990,159999,PHONE,Unspecified,BROOKLYN,40.60583602938195,-74.01174045103461,"{'latitude': '40.60583602938195', 'longitude': '-74.01174045103461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:25:00.000,,2023-09-29T10:25:00.000,3064290059,,,,,,,
59456032,2023-09-29T08:38:18.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11204,105 AVENUE P,AVENUE P,WEST   11 STREET,WEST   10 STREET,WEST   11 STREET,WEST   10 STREET,ADDRESS,BROOKLYN,AVENUE P,Closed,11 BROOKLYN,BROOKLYN,988619,160636,PHONE,Unspecified,BROOKLYN,40.60758398675019,-73.98426522279388,"{'latitude': '40.60758398675019', 'longitude': '-73.98426522279388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:15:00.000,,2023-09-29T10:15:00.000,,,,,,,,
58966318,2023-09-29T08:38:12.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:50:53.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T08:50:56.000,4068290001,,,,,,,
59459668,2023-09-29T08:38:09.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11204,6620 BAY PARKWAY,BAY PARKWAY,SEA BEACH LINE,67 STREET,SEA BEACH LINE,67 STREET,ADDRESS,BROOKLYN,BAY PARKWAY,Closed,11 BROOKLYN,BROOKLYN,989094,162537,ONLINE,Unspecified,BROOKLYN,40.61280159424161,-73.98255316590391,"{'latitude': '40.61280159424161', 'longitude': '-73.98255316590391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T10:10:00.000,,2023-09-30T10:10:00.000,3055640049,,,,,,,
59452727,2023-09-29T08:38:08.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11223,416 QUENTIN ROAD,QUENTIN ROAD,EAST    2 STREET,EAST    3 STREET,EAST    2 STREET,EAST    3 STREET,ADDRESS,BROOKLYN,QUENTIN ROAD,Closed,15 BROOKLYN,BROOKLYN,992424,160384,ONLINE,Unspecified,BROOKLYN,40.606889605421436,-73.97056197461966,"{'latitude': '40.606889605421436', 'longitude': '-73.97056197461966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T07:35:00.000,,2023-09-30T07:35:00.000,,,,,,,,
59449140,2023-09-29T08:38:07.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11236,458 EAST  101 STREET,EAST  101 STREET,AVENUE D,FOSTER AVENUE,AVENUE D,FOSTER AVENUE,ADDRESS,BROOKLYN,EAST  101 STREET,Closed,18 BROOKLYN,BROOKLYN,1011015,176453,ONLINE,Unspecified,BROOKLYN,40.650958945953974,-73.90354424545139,"{'latitude': '40.650958945953974', 'longitude': '-73.90354424545139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T09:10:00.000,,2023-09-29T09:10:00.000,3081330064,,,,,,,
58958652,2023-09-29T08:38:07.000,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10469,2255 BRONXWOOD AVENUE,BRONXWOOD AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,ADDRESS,BRONX,BRONXWOOD AVENUE,Closed,11 BRONX,BRONX,1022486,252382,PHONE,Unspecified,BRONX,40.85932226653669,-73.86177330622242,"{'latitude': '40.85932226653669', 'longitude': '-73.86177330622242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T16:12:55.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T16:13:00.000,2043490001,,,,,,,
59449253,2023-09-29T08:38:05.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11218,1221 CHURCH AVENUE,CHURCH AVENUE,WESTMINSTER ROAD,ARGYLE ROAD,WESTMINSTER ROAD,ARGYLE ROAD,ADDRESS,BROOKLYN,CHURCH AVENUE,Closed,14 BROOKLYN,BROOKLYN,993081,175160,PHONE,Unspecified,BROOKLYN,40.64744598508772,-73.96817650789362,"{'latitude': '40.64744598508772', 'longitude': '-73.96817650789362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T10:00:00.000,,2023-09-30T10:00:00.000,3050730035,,,,,,,
59452993,2023-09-29T08:38:03.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11216,283 NOSTRAND AVENUE,NOSTRAND AVENUE,CLIFTON PLACE,GREENE AVENUE,CLIFTON PLACE,GREENE AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,03 BROOKLYN,BROOKLYN,997764,190284,PHONE,Unspecified,BROOKLYN,40.688952078857184,-73.95127048026887,"{'latitude': '40.688952078857184', 'longitude': '-73.95127048026887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T00:00:00.000,,2023-10-04T00:00:00.000,3017940005,,,,,,,
59008673,2023-09-29T08:38:01.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,10308,630 ARTHUR KILL ROAD,ARTHUR KILL ROAD,ARMSTRONG AVENUE,CORTELYOU AVENUE,ARMSTRONG AVENUE,CORTELYOU AVENUE,ADDRESS,STATEN ISLAND,ARTHUR KILL ROAD,Closed,03 STATEN ISLAND,STATEN ISLAND,938993,143596,ONLINE,Unspecified,STATEN ISLAND,40.56069815913683,-74.16287696489238,"{'latitude': '40.56069815913683', 'longitude': '-74.16287696489238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T12:29:44.000,The Department of Sanitation observed illegal postings at the location. The Department will issue a Summons to the responsible party once it is identified.,2023-10-03T12:29:47.000,5054940088,,,,,,,
58966659,2023-09-29T08:38:00.000,DEP,Department of Environmental Protection,Industrial Waste,Wastewater Into Catch Basin (IEB),,11237,386 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,STANHOPE ST,HIMROD ST,,,ADDRESS,BROOKLYN,,Closed,04 BROOKLYN,BROOKLYN,1006218,194379,ONLINE,Unspecified,BROOKLYN,40.70017495428032,-73.92077324349847,"{'latitude': '40.70017495428032', 'longitude': '-73.92077324349847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T13:00:00.000,The Department of Environmental Protection investigated this complaint and resolved the issue during a field inspection.,2023-09-30T13:00:00.000,3032680036,,,,,N/A,,
58962231,2023-09-29T08:38:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11214,69 BAY   40 STREET,BAY   40 STREET,86 ST,BENSON AVE,,,ADDRESS,BROOKLYN,,Closed,11 BROOKLYN,BROOKLYN,987611,156443,PHONE,Unspecified,BROOKLYN,40.59607549320174,-73.98789758040763,"{'latitude': '40.59607549320174', 'longitude': '-73.98789758040763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T14:35:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T14:35:00.000,3068680012,,,,,,,
58966944,2023-09-29T08:38:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11249,800 WYTHE AVENUE,WYTHE AVENUE,RUTLEDGE ST,HEYWARD ST,,,ADDRESS,BROOKLYN,,Closed,01 BROOKLYN,BROOKLYN,995524,194216,ONLINE,Unspecified,BROOKLYN,40.699747643425795,-73.95934101246901,"{'latitude': '40.699747643425795', 'longitude': '-73.95934101246901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T17:15:00.000,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023-09-29T17:15:00.000,3022230023,,,,,,,
58965080,2023-09-29T08:38:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11215,394 19 STREET,19 STREET,PROSPECT EXPWY EB EN 19 ST,8 AVE,,,ADDRESS,BROOKLYN,,Closed,07 BROOKLYN,BROOKLYN,987979,179376,PHONE,Unspecified,BROOKLYN,40.65902160325053,-73.9865598016119,"{'latitude': '40.65902160325053', 'longitude': '-73.9865598016119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:45:00.000,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-29T08:45:00.000,3008870027,,,,,,,
58965205,2023-09-29T08:38:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11211,195 GRAND STREET,GRAND STREET,BEDFORD AVE,DRIGGS AVE,,,ADDRESS,BROOKLYN,,Closed,01 BROOKLYN,BROOKLYN,995190,199482,ONLINE,Unspecified,BROOKLYN,40.71420198758122,-73.96053700699106,"{'latitude': '40.71420198758122', 'longitude': '-73.96053700699106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:38:00.000,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T08:38:00.000,3023810009,,,,,,,
58963129,2023-09-29T08:38:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,10461,2419 FRISBY AVENUE,FRISBY AVENUE,ZEREGA AVE,ROWLAND ST,,,ADDRESS,BRONX,,Closed,10 BRONX,BRONX,1026292,244774,ONLINE,Unspecified,BRONX,40.83842328047003,-73.84806199402075,"{'latitude': '40.83842328047003', 'longitude': '-73.84806199402075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T10:45:00.000,"The Department of Environmental Protection has investigated this complaint and a leak, not a city issue, has been resolved by homeowner.",2023-10-09T10:45:00.000,2039770040,,,,,,,
58961985,2023-09-29T08:38:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11201,15 HANOVER PLACE,HANOVER PLACE,GROVE PL,LIVINGSTON ST,,,ADDRESS,BROOKLYN,,Closed,02 BROOKLYN,BROOKLYN,989116,190235,ONLINE,Unspecified,BROOKLYN,40.68882656468004,-73.98245394509212,"{'latitude': '40.68882656468004', 'longitude': '-73.98245394509212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T20:45:00.000,The Department of Environmental Protection (DEP) observed a violation of the NYC Air or Noise Code during the inspection. DEP issued a summons.,2023-10-04T20:45:00.000,3001610003,,,,,N/A,,
58959427,2023-09-29T08:38:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10474,,,,,HUNTS POINT AVENUE,RANDALL AVENUE,INTERSECTION,BRONX,,Assigned,02 BRONX,BRONX,1016425,235327,UNKNOWN,Unspecified,BRONX,40.81253543729488,-73.88376616765709,"{'latitude': '40.81253543729488', 'longitude': '-73.88376616765709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:35:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T10:35:00.000,,,,,,N/A,,
58967184,2023-09-29T08:38:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11223,,,,,STILLWELL AVENUE,86 STREET,INTERSECTION,BROOKLYN,,Closed,11 BROOKLYN,BROOKLYN,988342,156687,UNKNOWN,Unspecified,BROOKLYN,40.59674491662976,-73.98526521941558,"{'latitude': '40.59674491662976', 'longitude': '-73.98526521941558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T11:55:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T11:55:00.000,,,,,,N/A,,
58956099,2023-09-29T08:38:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11235,BRIGHTON BEACH,BRIGHTON BEACH,CONEY ISLAND BEACH SHORELINE,CONEY ISLAND BEACH SHORELINE,,,PLACENAME,BROOKLYN,,Closed,13 BROOKLYN,BROOKLYN,995791,148616,ONLINE,Unspecified,BROOKLYN,40.57458505962574,-73.95845608738573,"{'latitude': '40.57458505962574', 'longitude': '-73.95845608738573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T21:25:00.000,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T21:25:00.000,3087250001,,,,,,,
58964213,2023-09-29T08:38:00.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11226,55 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Open,14 BROOKLYN,BROOKLYN,995201,177258,ONLINE,Unspecified,BROOKLYN,40.65320217107313,-73.96053344640458,"{'latitude': '40.65320217107313', 'longitude': '-73.96053344640458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,3050630009,,,,,,,
58963580,2023-09-29T08:38:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11215,293 15 STREET,15 STREET,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,,Closed,06 BROOKLYN,BROOKLYN,988073,181219,PHONE,Unspecified,BROOKLYN,40.664080191261235,-73.98621995841647,"{'latitude': '40.664080191261235', 'longitude': '-73.98621995841647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:45:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T10:45:00.000,3010430079,,,,,,,
58962023,2023-09-29T08:38:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11233,1583 ST MARKS AVENUE,ST MARKS AVENUE,SARATOGA AVE,THOMAS S BOYLAND ST,,,ADDRESS,BROOKLYN,,Closed,16 BROOKLYN,BROOKLYN,1007876,184586,PHONE,Unspecified,BROOKLYN,40.6732911542588,-73.91482807341411,"{'latitude': '40.6732911542588', 'longitude': '-73.91482807341411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T16:00:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-10-01T16:00:00.000,3014530154,,,,,,,
58956023,2023-09-29T08:38:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11426,244-29 90 AVENUE,90 AVENUE,CROSS IS PKWY NB EN BRADDOCK AVE,247 ST,,,ADDRESS,BELLEROSE,,Closed,13 QUEENS,QUEENS,1060933,204222,ONLINE,Unspecified,QUEENS,40.72688652590607,-73.72333440353097,"{'latitude': '40.72688652590607', 'longitude': '-73.72333440353097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T13:15:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-29T13:15:00.000,4086560059,,,,,,,
59448480,2023-09-29T08:37:43.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11206,257 HART STREET,HART STREET,THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,HART STREET,Closed,03 BROOKLYN,BROOKLYN,1000623,192153,ONLINE,Unspecified,BROOKLYN,40.69407722434395,-73.94095680215494,"{'latitude': '40.69407722434395', 'longitude': '-73.94095680215494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T00:00:00.000,,2023-10-06T00:00:00.000,,,,,,,,
58969433,2023-09-29T08:37:36.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,11377,41-18 60 STREET,60 STREET,41 AVENUE,41 DRIVE,41 AVENUE,41 DRIVE,ADDRESS,WOODSIDE,60 STREET,Closed,02 QUEENS,QUEENS,1010759,210202,ONLINE,Unspecified,QUEENS,40.74359280183799,-73.90433399018903,"{'latitude': '40.74359280183799', 'longitude': '-73.90433399018903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T08:52:13.000,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-30T08:52:13.000,,,,,,,,
58962291,2023-09-29T08:37:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1645 66 STREET,66 STREET,OVINGTON COURT,CAMERON COURT,OVINGTON COURT,CAMERON COURT,ADDRESS,BROOKLYN,66 STREET,Closed,11 BROOKLYN,BROOKLYN,985794,165425,MOBILE,Unspecified,BROOKLYN,40.620729745230314,-73.99443825117342,"{'latitude': '40.620729745230314', 'longitude': '-73.99443825117342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T13:44:01.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T13:44:04.000,3055520065,,,,,,,
58957093,2023-09-29T08:37:09.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10019,811 10 AVENUE,10 AVENUE,WEST   53 STREET,WEST   54 STREET,WEST   53 STREET,WEST   54 STREET,ADDRESS,NEW YORK,10 AVENUE,Closed,04 MANHATTAN,MANHATTAN,987001,218738,ONLINE,Unspecified,MANHATTAN,40.76706125312422,-73.99006866048654,"{'latitude': '40.76706125312422', 'longitude': '-73.99006866048654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:48:44.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T08:48:41.000,,,,,,,,
59436304,2023-09-29T08:37:08.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Public Area,11226,55 KENMORE PLACE,KENMORE PLACE,WOODRUFF AVENUE,CATON AVENUE,WOODRUFF AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,KENMORE PLACE,In Progress,14 BROOKLYN,BROOKLYN,995201,177258,ONLINE,Unspecified,BROOKLYN,40.65320217107313,-73.96053344640458,"{'latitude': '40.65320217107313', 'longitude': '-73.96053344640458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58958370,2023-09-29T08:37:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11368,34-12 109 STREET,109 STREET,,,,,ADDRESS,CORONA,,Closed,03 QUEENS,QUEENS,1023144,214800,ONLINE,Unspecified,QUEENS,40.75616733836248,-73.85961231880552,"{'latitude': '40.75616733836248', 'longitude': '-73.85961231880552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:04:16.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,4017500016,,,,,,,
58967595,2023-09-29T08:37:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11368,34-12 109 STREET,109 STREET,,,,,ADDRESS,CORONA,,Closed,03 QUEENS,QUEENS,1023144,214800,ONLINE,Unspecified,QUEENS,40.75616733836248,-73.85961231880552,"{'latitude': '40.75616733836248', 'longitude': '-73.85961231880552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:04:16.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,4017500016,,,,,,,
59449306,2023-09-29T08:37:07.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11249,800 WYTHE AVENUE,WYTHE AVENUE,RUTLEDGE STREET,HEYWARD STREET,RUTLEDGE STREET,HEYWARD STREET,ADDRESS,BROOKLYN,WYTHE AVENUE,Closed,01 BROOKLYN,BROOKLYN,995524,194216,ONLINE,Unspecified,BROOKLYN,40.699747643425795,-73.95934101246901,"{'latitude': '40.699747643425795', 'longitude': '-73.95934101246901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T17:15:00.000,,2023-09-29T17:15:00.000,3022230023,,,,,,,
