unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58927843,2023-09-26T10:26:59.000,2023-09-27T12:31:34.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,11413,230-19 EDGEWOOD AVENUE,EDGEWOOD AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T12:31:40.000,13 QUEENS,4135130028,QUEENS,1054319,181149,PHONE,Unspecified,QUEENS,40.663611624908135,-73.74743701675315,"{'latitude': '40.663611624908135', 'longitude': '-73.74743701675315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",230 STREET,230 PLACE,230 STREET,230 PLACE,EDGEWOOD AVENUE,,,,,,,
58933014,2023-09-26T10:26:50.000,2023-10-05T09:44:32.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11432,169-19 JAMAICA AVENUE,JAMAICA AVENUE,ADDRESS,JAMAICA,Closed,The Department of Sanitation removed the items.,2023-09-28T09:57:44.000,12 QUEENS,4098020003,QUEENS,1042332,196911,PHONE,Unspecified,QUEENS,40.70696133580999,-73.79050797976639,"{'latitude': '40.70696133580999', 'longitude': '-73.79050797976639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",169 STREET,170 STREET,169 STREET,170 STREET,JAMAICA AVENUE,,,,,,,
58929028,2023-09-26T10:26:47.000,2023-10-06T11:08:17.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11413,130-24 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,ADDRESS,SPRINGFIELD GARDENS,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-10-06T11:08:21.000,13 QUEENS,4129080002,QUEENS,1057232,187411,PHONE,Unspecified,QUEENS,40.680775801248544,-73.73686939930714,"{'latitude': '40.680775801248544', 'longitude': '-73.73686939930714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",130 AVENUE,131 AVENUE,130 AVENUE,131 AVENUE,FRANCIS LEWIS BOULEVARD,,,,,,,
58930387,2023-09-26T10:26:31.000,2023-09-26T10:47:01.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-26T10:47:04.000,Unspecified MANHATTAN,,MANHATTAN,988132,217060,MOBILE,Unspecified,MANHATTAN,40.76245515218484,-73.98598662527205,"{'latitude': '40.76245515218484', 'longitude': '-73.98598662527205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,E,E Downtown & Brooklyn,,Platform,
58933618,2023-09-26T10:26:27.000,2023-09-26T10:52:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,179 WATER STREET,WATER STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T10:52:09.000,01 MANHATTAN,1000717501,MANHATTAN,982836,196773,ONLINE,Unspecified,MANHATTAN,40.70677307656518,-74.00510004128367,"{'latitude': '40.70677307656518', 'longitude': '-74.00510004128367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,WATER STREET,,,,,,,
58934717,2023-09-26T10:26:26.000,2023-09-26T13:13:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,59 MONTAUK AVENUE,MONTAUK AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T13:13:20.000,05 BROOKLYN,3039760012,BROOKLYN,1017840,186344,MOBILE,Unspecified,BROOKLYN,40.678084264376885,-73.87889904791099,"{'latitude': '40.678084264376885', 'longitude': '-73.87889904791099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ATLANTIC AVENUE,LIBERTY AVENUE,ATLANTIC AVENUE,LIBERTY AVENUE,MONTAUK AVENUE,,,,,,,
58930208,2023-09-26T10:26:14.000,2023-09-27T11:03:10.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10462,O'DELL STREET,O'DELL STREET,INTERSECTION,,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-27T11:03:14.000,09 BRONX,,BRONX,1024523,244460,ONLINE,Unspecified,BRONX,40.837569687311216,-73.8544569584572,"{'latitude': '40.837569687311216', 'longitude': '-73.8544569584572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",O'DELL STREET,ST RAYMOND AVENUE,O'DELL STREET,ST RAYMOND AVENUE,,,,,,,,
58929454,2023-09-26T10:26:11.000,2023-09-26T12:27:31.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10471,POST ROAD,POST ROAD,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T12:27:37.000,08 BRONX,,BRONX,1012569,268104,MOBILE,Unspecified,BRONX,40.90251161719962,-73.89755767601868,"{'latitude': '40.90251161719962', 'longitude': '-73.89755767601868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",POST ROAD,WEST  255 STREET,POST ROAD,WEST  255 STREET,,,,,,,,
58934173,2023-09-26T10:25:53.000,2023-10-02T10:20:38.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11234,1837 EAST   38 STREET,EAST   38 STREET,ADDRESS,BROOKLYN,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-10-02T10:20:40.000,18 BROOKLYN,3084820025,BROOKLYN,1002936,162696,PHONE,Unspecified,BROOKLYN,40.613219637299274,-73.93269743735918,"{'latitude': '40.613219637299274', 'longitude': '-73.93269743735918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,EAST   38 STREET,,,,,,,
58932762,2023-09-26T10:25:38.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Street/Curbside,11355,142-19 SANFORD AVENUE,SANFORD AVENUE,ADDRESS,FLUSHING,In Progress,,,07 QUEENS,,QUEENS,1032835,215415,PHONE,Unspecified,QUEENS,40.75780741287261,-73.82462834706108,"{'latitude': '40.75780741287261', 'longitude': '-73.82462834706108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION STREET,BOWNE STREET,UNION STREET,BOWNE STREET,SANFORD AVENUE,,,,,,,
58926981,2023-09-26T10:25:38.000,2023-09-26T11:32:57.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11104,52 STREET,52 STREET,INTERSECTION,,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-26T11:33:01.000,02 QUEENS,,QUEENS,1008736,212527,UNKNOWN,Unspecified,QUEENS,40.74998017257995,-73.91162614778652,"{'latitude': '40.74998017257995', 'longitude': '-73.91162614778652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52 STREET,BARNETT AVENUE,52 STREET,BARNETT AVENUE,,,,,,,,
58934062,2023-09-26T10:25:38.000,2023-11-02T10:33:39.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11361,32-35 213 STREET,213 STREET,ADDRESS,BAYSIDE,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-11-02T10:33:42.000,11 QUEENS,4060630008,QUEENS,1046408,220932,ONLINE,Unspecified,QUEENS,40.77286510009806,-73.77558463259022,"{'latitude': '40.77286510009806', 'longitude': '-73.77558463259022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 AVENUE,33 AVENUE,32 AVENUE,33 AVENUE,213 STREET,,,,,,,
58935375,2023-09-26T10:25:37.000,2023-10-05T16:49:25.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11217,577 WARREN STREET,WARREN STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-05T16:49:28.000,02 BROOKLYN,3003950049,BROOKLYN,989392,187609,ONLINE,Unspecified,BROOKLYN,40.681618638997094,-73.98146073518589,"{'latitude': '40.681618638997094', 'longitude': '-73.98146073518589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,WARREN STREET,,,,,,,
58928918,2023-09-26T10:25:34.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11222,105 FREEMAN STREET,FREEMAN STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,3025040071,BROOKLYN,996080,206781,ONLINE,Unspecified,BROOKLYN,40.73423482522869,-73.95731375096838,"{'latitude': '40.73423482522869', 'longitude': '-73.95731375096838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,FREEMAN STREET,,,,,,,
58927581,2023-09-26T10:25:24.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11234,1618 KIMBALL STREET,KIMBALL STREET,ADDRESS,BROOKLYN,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-11T10:40:31.000,18 BROOKLYN,3078630051,BROOKLYN,1002229,164321,UNKNOWN,Unspecified,BROOKLYN,40.617681387672434,-73.93523955657062,"{'latitude': '40.617681387672434', 'longitude': '-73.93523955657062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,KIMBALL STREET,,,,,,,
58928511,2023-09-26T10:25:17.000,2023-09-26T10:30:42.000,NYPD,New York City Police Department,Posting Advertisement,Building,Residential Building/House,10016,109 EAST   31 STREET,EAST   31 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T10:30:40.000,05 MANHATTAN,1008870008,MANHATTAN,989197,210681,ONLINE,Unspecified,MANHATTAN,40.74494588472217,-73.98214684554252,"{'latitude': '40.74494588472217', 'longitude': '-73.98214684554252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,EAST   31 STREET,,,,,,,
58925725,2023-09-26T10:25:09.000,2023-09-26T11:26:38.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10456,1005 BOSTON ROAD,BOSTON ROAD,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T11:26:45.000,03 BRONX,2026070095,BRONX,1009904,240080,ONLINE,Unspecified,BRONX,40.82560241973484,-73.9073054240952,"{'latitude': '40.82560241973484', 'longitude': '-73.9073054240952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  164 STREET,EAST  165 STREET,EAST  164 STREET,EAST  165 STREET,BOSTON ROAD,,,,,,,
58928933,2023-09-26T10:25:08.000,2023-09-26T10:25:08.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10314,27 RADFORD STREET,RADFORD STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-26T10:25:08.000,02 STATEN ISLAND,5023820043,STATEN ISLAND,939702,154315,PHONE,Unspecified,STATEN ISLAND,40.590123250888354,-74.16039596305073,"{'latitude': '40.590123250888354', 'longitude': '-74.16039596305073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KLONDIKE AVENUE,BEND,KLONDIKE AVENUE,BEND,RADFORD STREET,,,,,,,
58931640,2023-09-26T10:25:05.000,2023-10-02T16:15:34.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10460,1957 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-02T16:15:38.000,06 BRONX,2031170001,BRONX,1015893,246390,MOBILE,Unspecified,BRONX,40.842902109690165,-73.88563586480699,"{'latitude': '40.842902109690165', 'longitude': '-73.88563586480699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST TREMONT AVENUE,EAST  178 STREET,EAST TREMONT AVENUE,EAST  178 STREET,SOUTHERN BOULEVARD,,,,,,,
58935326,2023-09-26T10:25:01.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11211,157 WILSON STREET,WILSON STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,3021770001,BROOKLYN,994931,196502,ONLINE,Unspecified,BROOKLYN,40.70602291192894,-73.96147600447811,"{'latitude': '40.70602291192894', 'longitude': '-73.96147600447811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,LEE AVENUE,BEDFORD AVENUE,LEE AVENUE,WILSON STREET,,,,,,,
58928373,2023-09-26T10:25:00.000,2023-10-03T00:00:00.000,DOT,Department of Transportation,Street Light Condition,Traffic Signal Light,,11215,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-03T00:00:00.000,55 BROOKLYN,,BROOKLYN,992075,176553,UNKNOWN,Unspecified,BROOKLYN,40.6512704137436,-73.97180012465965,"{'latitude': '40.6512704137436', 'longitude': '-73.97180012465965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,PROSPECT PARK CIRCLE,PARKSIDE AVENUE,,,,,,,,
58928991,2023-09-26T10:24:58.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,Restaurant/Bar/Deli/Bakery,10309,185 BRICKTOWN WAY,BRICKTOWN WAY,ADDRESS,STATEN ISLAND,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-28T08:54:47.000,03 STATEN ISLAND,5074520100,STATEN ISLAND,920029,132285,ONLINE,Unspecified,STATEN ISLAND,40.529534648034165,-74.23101952565438,"{'latitude': '40.529534648034165', 'longitude': '-74.23101952565438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TYRELLAN AVENUE,VETERANS ROAD WEST,TYRELLAN AVENUE,VETERANS ROAD WEST,BRICKTOWN WAY,,,,,,,
58933368,2023-09-26T10:24:56.000,2023-09-26T11:31:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11210,2902 FARRAGUT ROAD,FARRAGUT ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T11:31:21.000,14 BROOKLYN,3052520037,BROOKLYN,998453,171069,MOBILE,Unspecified,BROOKLYN,40.63621008389567,-73.94882652348161,"{'latitude': '40.63621008389567', 'longitude': '-73.94882652348161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   29 STREET,NOSTRAND AVENUE,EAST   29 STREET,NOSTRAND AVENUE,FARRAGUT ROAD,,,,,,,
58935550,2023-09-26T10:24:49.000,2023-09-28T03:22:33.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10461,1401 FERRIS PLACE,FERRIS PLACE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T03:22:40.000,10 BRONX,2038570033,BRONX,1028239,244979,PHONE,Unspecified,BRONX,40.838976461241664,-73.84102428910627,"{'latitude': '40.838976461241664', 'longitude': '-73.84102428910627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BUTLER PLACE,WESTCHESTER AVENUE,BUTLER PLACE,WESTCHESTER AVENUE,FERRIS PLACE,,,,,,,
58941873,2023-09-26T10:24:42.000,2023-09-27T06:54:18.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10006,20 MORRIS STREET,MORRIS STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T06:54:22.000,01 MANHATTAN,1000170045,MANHATTAN,979866,196729,MOBILE,Unspecified,MANHATTAN,40.70665133388467,-74.01581226326947,"{'latitude': '40.70665133388467', 'longitude': '-74.01581226326947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WASHINGTON STREET,WEST STREET,WASHINGTON STREET,WEST STREET,MORRIS STREET,,,,,,,
58928754,2023-09-26T10:24:34.000,2023-09-28T14:50:16.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11221,132A STANHOPE STREET,STANHOPE STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,04 BROOKLYN,3032660019,BROOKLYN,1005584,193591,ONLINE,Unspecified,BROOKLYN,40.69801363018174,-73.9230622352618,"{'latitude': '40.69801363018174', 'longitude': '-73.9230622352618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59002525,2023-09-26T10:24:22.000,2023-11-13T11:57:32.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11201,268 LIVINGSTON STREET,LIVINGSTON STREET,ADDRESS,BROOKLYN,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-13T11:57:32.000,02 BROOKLYN,3001650029,BROOKLYN,988733,190254,ONLINE,Unspecified,BROOKLYN,40.68887891759485,-73.98383497208559,"{'latitude': '40.68887891759485', 'longitude': '-73.98383497208559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELM PLACE,BOND STREET,ELM PLACE,BOND STREET,LIVINGSTON STREET,,,,,,,
58927807,2023-09-26T10:24:20.000,2023-09-26T10:41:35.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10023,346 WEST   72 STREET,WEST   72 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-26T10:41:39.000,07 MANHATTAN,,MANHATTAN,988144,223600,MOBILE,Unspecified,MANHATTAN,40.780405739980225,-73.98593951782959,"{'latitude': '40.780405739980225', 'longitude': '-73.98593951782959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIVERSIDE DRIVE,RIVERSIDE BOULEVARD,RIVERSIDE DRIVE,RIVERSIDE BOULEVARD,WEST   72 STREET,,,,,,,
58944430,2023-09-26T10:24:19.000,2023-10-13T05:38:35.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11356,13-11 123 STREET,123 STREET,ADDRESS,COLLEGE POINT,Closed,The Department of Sanitation collected the requested items.,2023-09-27T12:23:05.000,07 QUEENS,4039980018,QUEENS,1027245,225799,ONLINE,Unspecified,QUEENS,40.78633768546257,-73.84473944400804,"{'latitude': '40.78633768546257', 'longitude': '-73.84473944400804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,123 STREET,,,,,,,
58930046,2023-09-26T10:24:07.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11102,27-20 23 STREET,23 STREET,ADDRESS,ASTORIA,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,01 QUEENS,4005430084,QUEENS,1004983,220154,PHONE,Unspecified,QUEENS,40.7709239195593,-73.92514779003933,"{'latitude': '40.7709239195593', 'longitude': '-73.92514779003933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58925726,2023-09-26T10:23:59.000,2023-09-26T11:31:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11210,2902 FARRAGUT ROAD,FARRAGUT ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T11:31:16.000,14 BROOKLYN,3052520037,BROOKLYN,998453,171069,MOBILE,Unspecified,BROOKLYN,40.63621008389567,-73.94882652348161,"{'latitude': '40.63621008389567', 'longitude': '-73.94882652348161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   29 STREET,NOSTRAND AVENUE,EAST   29 STREET,NOSTRAND AVENUE,FARRAGUT ROAD,,,,,,,
58929908,2023-09-26T10:23:58.000,2023-09-29T08:26:00.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10305,196 ST MARYS AVENUE,ST MARYS AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,01 STATEN ISLAND,5029720054,STATEN ISLAND,963819,162816,PHONE,Unspecified,STATEN ISLAND,40.61354516061168,-74.07358800112918,"{'latitude': '40.61354516061168', 'longitude': '-74.07358800112918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58930930,2023-09-26T10:23:58.000,2023-09-26T12:08:03.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11204,1599 WEST   10 STREET,WEST   10 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T12:08:07.000,11 BROOKLYN,3065970052,BROOKLYN,988821,160805,MOBILE,Unspecified,BROOKLYN,40.60804775524316,-73.98353761357693,"{'latitude': '40.60804775524316', 'longitude': '-73.98353761357693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,AVENUE O,AVENUE P,WEST   10 STREET,,,,,,,
58929973,2023-09-26T10:23:46.000,2023-10-01T17:50:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11432,175-27 87 DRIVE,87 DRIVE,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,08 QUEENS,4098450001,QUEENS,1043206,199036,PHONE,Unspecified,QUEENS,40.71278815932131,-73.78733701343833,"{'latitude': '40.71278815932131', 'longitude': '-73.78733701343833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58932544,2023-09-26T10:23:46.000,2023-10-01T17:50:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11432,175-27 87 DRIVE,87 DRIVE,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,08 QUEENS,4098450001,QUEENS,1043206,199036,PHONE,Unspecified,QUEENS,40.71278815932131,-73.78733701343833,"{'latitude': '40.71278815932131', 'longitude': '-73.78733701343833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58935131,2023-09-26T10:23:46.000,2023-10-01T17:50:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11432,175-27 87 DRIVE,87 DRIVE,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,08 QUEENS,4098450001,QUEENS,1043206,199036,PHONE,Unspecified,QUEENS,40.71278815932131,-73.78733701343833,"{'latitude': '40.71278815932131', 'longitude': '-73.78733701343833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58928700,2023-09-26T10:23:46.000,2023-10-01T17:50:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11432,175-27 87 DRIVE,87 DRIVE,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,08 QUEENS,4098450001,QUEENS,1043206,199036,PHONE,Unspecified,QUEENS,40.71278815932131,-73.78733701343833,"{'latitude': '40.71278815932131', 'longitude': '-73.78733701343833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58928548,2023-09-26T10:23:46.000,2023-10-01T17:50:54.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11432,175-27 87 DRIVE,87 DRIVE,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,08 QUEENS,4098450001,QUEENS,1043206,199036,PHONE,Unspecified,QUEENS,40.71278815932131,-73.78733701343833,"{'latitude': '40.71278815932131', 'longitude': '-73.78733701343833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58929847,2023-09-26T10:23:46.000,2023-10-01T17:50:55.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11432,175-27 87 DRIVE,87 DRIVE,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,08 QUEENS,4098450001,QUEENS,1043206,199036,PHONE,Unspecified,QUEENS,40.71278815932131,-73.78733701343833,"{'latitude': '40.71278815932131', 'longitude': '-73.78733701343833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
