unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,landmark,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date,taxi_pick_up_location,taxi_company_borough
58873108,2023-09-20T17:14:19.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10128,1642 THIRD AVENUE,THIRD AVENUE,EAST 91 STREET,EAST 92 STREET,EAST   91 STREET,EAST   92 STREET,ADDRESS,NEW YORK,Closed,The individual was found and outreach assistance was offered.,2023-09-20T20:20:47.000,08 MANHATTAN,1015200038,MANHATTAN,997743,224382,PHONE,Unspecified,MANHATTAN,40.78254268094986,-73.95127781621709,"{'latitude': '40.78254268094986', 'longitude': '-73.95127781621709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,3 AVENUE,,,,,,,,
58874815,2023-09-20T17:14:18.000,2023-09-20T20:19:29.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,10461,1539 SEMINOLE STREET,SEMINOLE STREET,EASTCHESTER ROAD,STILLWELL AVENUE,EASTCHESTER ROAD,STILLWELL AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:19:32.000,11 BRONX,2042200032,BRONX,1027814,250640,MOBILE,Unspecified,BRONX,40.85451632170364,-73.8425234511907,"{'latitude': '40.85451632170364', 'longitude': '-73.8425234511907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SEMINOLE STREET,,,,,,,,
58876070,2023-09-20T17:13:59.000,2023-09-20T18:38:54.000,NYPD,New York City Police Department,Traffic,Truck Route Violation,11222,65 ECKFORD STREET,ECKFORD STREET,ENGERT AVENUE,DRIGGS AVENUE,ENGERT AVENUE,DRIGGS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T18:38:59.000,01 BROOKLYN,3026980026,BROOKLYN,998645,202331,PHONE,Unspecified,BROOKLYN,40.722016860099544,-73.94806796979645,"{'latitude': '40.722016860099544', 'longitude': '-73.94806796979645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ECKFORD STREET,,,,,,,,
58875633,2023-09-20T17:13:54.000,2023-09-25T14:04:08.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,10022,205 EAST   60 STREET,EAST   60 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,See notes for information.,2023-09-25T14:04:09.000,08 MANHATTAN,1014150105,MANHATTAN,993746,216902,PHONE,Unspecified,MANHATTAN,40.762017235368724,-73.96572124308932,"{'latitude': '40.762017235368724', 'longitude': '-73.96572124308932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Taxi,EAST   60 STREET,,,,,,,"205 EAST   60 STREET, MANHATTAN (NEW YORK), NY, 10022",
58879464,2023-09-20T17:13:49.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11201,135 ASHLAND PLACE,ASHLAND PLACE,MYRTLE AVENUE,WILLOUGHBY STREET,MYRTLE AVENUE,WILLOUGHBY STREET,ADDRESS,BROOKLYN,In Progress,,,02 BROOKLYN,3020680001,BROOKLYN,990085,191419,ONLINE,Unspecified,BROOKLYN,40.692075786066155,-73.97895885328833,"{'latitude': '40.692075786066155', 'longitude': '-73.97895885328833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,ASHLAND PLACE,,,,,,,,
58872857,2023-09-20T17:13:41.000,2023-09-25T14:04:18.000,DOHMH,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Leak,10013,30 HOWARD STREET,HOWARD STREET,CROSBY STREET,BROADWAY,CROSBY STREET,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene has investigated the complaint. No Health Code violations or health hazards noted. No further action needed.,2023-09-25T14:04:22.000,02 MANHATTAN,1002320021,MANHATTAN,984046,201453,ONLINE,Unspecified,MANHATTAN,40.71961867149901,-74.00073593277754,"{'latitude': '40.71961867149901', 'longitude': '-74.00073593277754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Commercial Building,HOWARD STREET,,,,,,,,
58877658,2023-09-20T17:13:38.000,2023-09-20T20:29:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10463,49 WEST  225 STREET,WEST  225 STREET,EXTERIOR STREET,BROADWAY,EXTERIOR STREET,BROADWAY,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:30:01.000,08 BRONX,1022150116,BRONX,1009652,257603,ONLINE,Unspecified,BRONX,40.87369857353044,-73.90814957564673,"{'latitude': '40.87369857353044', 'longitude': '-73.90814957564673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,WEST  225 STREET,,,,,,,,
58877474,2023-09-20T17:13:12.000,2023-09-20T22:00:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11365,158-05 71 AVENUE,71 AVENUE,PARSONS BOULEVARD,PARK AVENUE,PARSONS BOULEVARD,PARK AVENUE,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T22:00:17.000,08 QUEENS,4067890065,QUEENS,1036741,205409,MOBILE,Unspecified,QUEENS,40.730321182383555,-73.81060744207164,"{'latitude': '40.730321182383555', 'longitude': '-73.81060744207164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,71 AVENUE,,,,,,,,
58879803,2023-09-20T17:13:12.000,2023-09-22T13:59:31.000,DSNY,Department of Sanitation,Obstruction,Cone,11412,185-40 JORDAN AVENUE,JORDAN AVENUE,DUNKIRK STREET,WOOD STREET,DUNKIRK STREET,WOOD STREET,ADDRESS,SAINT ALBANS,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-22T13:59:34.000,12 QUEENS,4104080011,QUEENS,1048223,193499,ONLINE,Unspecified,QUEENS,40.69755559756226,-73.7692926377338,"{'latitude': '40.69755559756226', 'longitude': '-73.7692926377338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,JORDAN AVENUE,,,,,,,,
58880835,2023-09-20T17:13:12.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,11220,6817 BLISS TERRACE,BLISS TERRACE,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,In Progress,,,10 BROOKLYN,3058600211,BROOKLYN,975416,171746,ONLINE,Unspecified,BROOKLYN,40.63807528632803,-74.03182983254943,"{'latitude': '40.63807528632803', 'longitude': '-74.03182983254943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BLISS TERRACE,,,,,,,,
58873691,2023-09-20T17:13:09.000,2023-09-20T17:41:43.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10027,2 WEST  125 STREET,WEST  125 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T17:41:48.000,10 MANHATTAN,1017220039,MANHATTAN,1000167,233115,ONLINE,Unspecified,MANHATTAN,40.80650836377572,-73.94250424329658,"{'latitude': '40.80650836377572', 'longitude': '-73.94250424329658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,WEST  125 STREET,,,,,,,,
58902781,2023-09-20T17:12:54.000,2023-09-22T07:18:00.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,10025,51 WEST  105 STREET,WEST  105 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,MANHATTAN AVENUE,COLUMBUS AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T07:18:06.000,07 MANHATTAN,1018410013,MANHATTAN,994710,230048,ONLINE,Unspecified,MANHATTAN,40.79809843588449,-73.96222092026161,"{'latitude': '40.79809843588449', 'longitude': '-73.96222092026161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,WEST  105 STREET,,,,,,,,
58877826,2023-09-20T17:12:53.000,2023-09-29T12:57:19.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,11216,277 GATES AVENUE,GATES AVENUE,,,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,03 BROOKLYN,3019740051,BROOKLYN,996389,189054,ONLINE,Unspecified,BROOKLYN,40.68557800392962,-73.95623074565354,"{'latitude': '40.68557800392962', 'longitude': '-73.95623074565354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58880636,2023-09-20T17:12:46.000,2023-10-02T17:02:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10451,960 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,04 BRONX,2024610058,BRONX,1006017,241425,PHONE,Unspecified,BRONX,40.82930449373355,-73.9213457943975,"{'latitude': '40.82930449373355', 'longitude': '-73.9213457943975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58873864,2023-09-20T17:12:44.000,2023-10-11T20:16:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,11216,277 GATES AVENUE,GATES AVENUE,,,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,03 BROOKLYN,3019740051,BROOKLYN,996389,189054,ONLINE,Unspecified,BROOKLYN,40.68557800392962,-73.95623074565354,"{'latitude': '40.68557800392962', 'longitude': '-73.95623074565354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58872691,2023-09-20T17:12:26.000,2023-11-01T19:50:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10458,2509 HOFFMAN STREET,HOFFMAN STREET,,,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-01T00:00:00.000,06 BRONX,2030670022,BRONX,1015754,252141,PHONE,Unspecified,BRONX,40.85868738454152,-73.88611121429152,"{'latitude': '40.85868738454152', 'longitude': '-73.88611121429152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58874028,2023-09-20T17:12:26.000,2023-11-01T19:50:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10458,2509 HOFFMAN STREET,HOFFMAN STREET,,,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-01T00:00:00.000,06 BRONX,2030670022,BRONX,1015754,252141,PHONE,Unspecified,BRONX,40.85868738454152,-73.88611121429152,"{'latitude': '40.85868738454152', 'longitude': '-73.88611121429152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58872577,2023-09-20T17:12:26.000,2023-11-01T22:36:19.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,10458,2509 HOFFMAN STREET,HOFFMAN STREET,,,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-01T00:00:00.000,06 BRONX,2030670022,BRONX,1015754,252141,PHONE,Unspecified,BRONX,40.85868738454152,-73.88611121429152,"{'latitude': '40.85868738454152', 'longitude': '-73.88611121429152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58879107,2023-09-20T17:12:07.000,2023-10-14T18:57:59.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10455,923 AVENUE ST JOHN,AVENUE ST JOHN,,,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,02 BRONX,2026860009,BRONX,1011155,236458,PHONE,Unspecified,BRONX,40.81565733601963,-73.90279976120536,"{'latitude': '40.81565733601963', 'longitude': '-73.90279976120536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58881130,2023-09-20T17:12:02.000,2023-09-20T17:24:21.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,10027,258 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  123 STREET,MANHATTAN AVENUE,WEST  123 STREET,MANHATTAN AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T17:24:24.000,10 MANHATTAN,1019507501,MANHATTAN,997259,234155,MOBILE,Unspecified,MANHATTAN,40.809367636079095,-73.95300657075758,"{'latitude': '40.809367636079095', 'longitude': '-73.95300657075758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ST NICHOLAS AVENUE,,,,,,,,
58879157,2023-09-20T17:12:01.000,2023-09-22T13:45:26.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11419,121-20 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,SOUTH RICHMOND HILL,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-22T00:00:00.000,10 QUEENS,4095750010,QUEENS,1033602,189638,MOBILE,Unspecified,QUEENS,40.6870516828661,-73.82204881986134,"{'latitude': '40.6870516828661', 'longitude': '-73.82204881986134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58878875,2023-09-20T17:12:00.000,2023-09-20T18:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Lamp,10003,,,,,4 AVENUE,EAST 14 STREET,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T18:10:00.000,05 MANHATTAN,,MANHATTAN,987048,206851,UNKNOWN,Unspecified,MANHATTAN,40.734434426864034,-73.98990393253564,"{'latitude': '40.734434426864034', 'longitude': '-73.98990393253564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58875533,2023-09-20T17:11:27.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,11230,424 AVENUE I,AVENUE I,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,In Progress,,,12 BROOKLYN,3065170008,BROOKLYN,991767,167472,UNKNOWN,Unspecified,BROOKLYN,40.62634527739358,-73.97292021750096,"{'latitude': '40.62634527739358', 'longitude': '-73.97292021750096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,AVENUE I,,,,,,,,
58874080,2023-09-20T17:11:27.000,2023-09-20T18:19:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,10468,2399 GRAND CONCOURSE,GRAND CONCOURSE,EAST  184 STREET,EAST  187 STREET,EAST  184 STREET,EAST  187 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T18:19:48.000,05 BRONX,2031650053,BRONX,1012340,252635,MOBILE,Unspecified,BRONX,40.86005478797851,-73.89845094013648,"{'latitude': '40.86005478797851', 'longitude': '-73.89845094013648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,GRAND CONCOURSE,,,,,,,,
58877755,2023-09-20T17:11:23.000,2023-09-20T17:37:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10012,325 LAFAYETTE STREET,LAFAYETTE STREET,EAST HOUSTON STREET,BLEECKER STREET,EAST HOUSTON STREET,BLEECKER STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T17:37:28.000,02 MANHATTAN,1005220038,MANHATTAN,985654,203618,MOBILE,Unspecified,MANHATTAN,40.72556096384707,-73.99493459925263,"{'latitude': '40.72556096384707', 'longitude': '-73.99493459925263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,LAFAYETTE STREET,,,,,,,,
58870990,2023-09-20T17:11:10.000,2023-09-20T18:04:16.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,10466,4174 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  232 STREET,EAST  233 STREET,EAST  232 STREET,EAST  233 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T18:04:20.000,12 BRONX,2048460042,BRONX,1023607,264612,ONLINE,Unspecified,BRONX,40.89288487105655,-73.85764894586862,"{'latitude': '40.89288487105655', 'longitude': '-73.85764894586862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,WHITE PLAINS ROAD,,,,,,,,
58877388,2023-09-20T17:11:05.000,2023-09-20T21:02:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11421,87-32 97 STREET,97 STREET,JAMAICA AVENUE,89 AVENUE,JAMAICA AVENUE,89 AVENUE,ADDRESS,WOODHAVEN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T21:02:51.000,09 QUEENS,4089370022,QUEENS,1026272,192225,PHONE,Unspecified,QUEENS,40.694190227427626,-73.84846280372156,"{'latitude': '40.694190227427626', 'longitude': '-73.84846280372156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,97 STREET,,,,,,,,
58875005,2023-09-20T17:11:00.000,2023-09-20T18:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11210,,,,,AVENUE J,EAST 38 STREET,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T18:40:00.000,18 BROOKLYN,,BROOKLYN,1001084,167882,UNKNOWN,Unspecified,BROOKLYN,40.62745783588224,-73.93935497048399,"{'latitude': '40.62745783588224', 'longitude': '-73.93935497048399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58878915,2023-09-20T17:11:00.000,2023-09-20T18:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10458,,,,,VAN CORTLANDT AVENUE EAST,MOSHOLU PARKWAY,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T18:20:00.000,07 BRONX,,BRONX,1016648,258585,UNKNOWN,Unspecified,BRONX,40.87637095180376,-73.88284820118412,"{'latitude': '40.87637095180376', 'longitude': '-73.88284820118412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58881174,2023-09-20T17:10:47.000,2023-09-21T12:06:45.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11216,277 GATES AVENUE,GATES AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T12:06:50.000,03 BROOKLYN,3019740051,BROOKLYN,996389,189054,ONLINE,Unspecified,BROOKLYN,40.68557800392962,-73.95623074565354,"{'latitude': '40.68557800392962', 'longitude': '-73.95623074565354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,GATES AVENUE,,,,,,,,
58877554,2023-09-20T17:10:39.000,2023-09-20T18:18:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11222,131 HURON STREET,HURON STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T18:18:58.000,01 BROOKLYN,3025220063,BROOKLYN,996371,206293,ONLINE,Unspecified,BROOKLYN,40.73289499141823,-73.95626461351945,"{'latitude': '40.73289499141823', 'longitude': '-73.95626461351945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HURON STREET,,,,,,,,
58878235,2023-09-20T17:10:33.000,2023-09-21T05:25:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11357,10-24 150 STREET,150 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,WHITESTONE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T05:25:19.000,07 QUEENS,4045020034,QUEENS,1035441,227925,ONLINE,Unspecified,QUEENS,40.792129299060065,-73.81512649644537,"{'latitude': '40.792129299060065', 'longitude': '-73.81512649644537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,150 STREET,,,,,,,,
58880028,2023-09-20T17:10:24.000,2023-09-20T20:08:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10451,534 WALTON AVENUE,WALTON AVENUE,EAST  149 STREET,EAST  150 STREET,EAST  149 STREET,EAST  150 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:09:00.000,04 BRONX,,BRONX,1004107,237608,MOBILE,Unspecified,BRONX,40.81883241611994,-73.92825879764845,"{'latitude': '40.81883241611994', 'longitude': '-73.92825879764845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WALTON AVENUE,,,,,,,,
58877157,2023-09-20T17:10:06.000,2023-09-20T17:34:52.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,11238,230 PARK PLACE,PARK PLACE,CARLTON AVENUE,VANDERBILT AVENUE,CARLTON AVENUE,VANDERBILT AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T17:34:58.000,08 BROOKLYN,3011640042,BROOKLYN,992466,185937,ONLINE,Unspecified,BROOKLYN,40.67702705859689,-73.97037959655036,"{'latitude': '40.67702705859689', 'longitude': '-73.97037959655036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PARK PLACE,,,,,,,,
58878281,2023-09-20T17:10:06.000,2023-09-29T11:03:36.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,11204,4801 19 AVENUE,19 AVENUE,48 STREET,DEAD END,48 STREET,DEAD END,ADDRESS,BROOKLYN,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-29T11:03:34.000,12 BROOKLYN,3054570150,BROOKLYN,990298,167821,PHONE,Unspecified,BROOKLYN,40.627304333711905,-73.978211935998,"{'latitude': '40.627304333711905', 'longitude': '-73.978211935998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,19 AVENUE,,,,,,,,
58877264,2023-09-20T17:10:00.000,2023-09-21T09:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,Base Door,10458,,,,,PARK AVENUE,EAST 187 STREET,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T09:25:00.000,06 BRONX,,BRONX,1013910,251999,UNKNOWN,Unspecified,BRONX,40.8583040251567,-73.89277800263207,"{'latitude': '40.8583040251567', 'longitude': '-73.89277800263207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58876315,2023-09-20T17:10:00.000,2023-09-20T18:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11210,,,,,ALBANY AVENUE,AVENUE J,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T18:30:00.000,18 BROOKLYN,,BROOKLYN,1001871,167946,UNKNOWN,Unspecified,BROOKLYN,40.62763197190859,-73.9365196114132,"{'latitude': '40.62763197190859', 'longitude': '-73.9365196114132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58872084,2023-09-20T17:09:56.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,11218,1359 41 STREET,41 STREET,,,,,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T00:00:00.000,12 BROOKLYN,3052970053,BROOKLYN,988120,171961,UNKNOWN,Unspecified,BROOKLYN,40.638668975303524,-73.98605585853359,"{'latitude': '40.638668975303524', 'longitude': '-73.98605585853359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58873404,2023-09-20T17:09:41.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,11218,1359 41 STREET,41 STREET,,,,,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T00:00:00.000,12 BROOKLYN,3052970053,BROOKLYN,988120,171961,UNKNOWN,Unspecified,BROOKLYN,40.638668975303524,-73.98605585853359,"{'latitude': '40.638668975303524', 'longitude': '-73.98605585853359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58876174,2023-09-20T17:09:06.000,2023-09-20T17:38:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11211,403 HEWES STREET,HEWES STREET,SOUTH    3 STREET,STAGG STREET,SOUTH    3 STREET,STAGG STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T17:38:18.000,01 BROOKLYN,3024250029,BROOKLYN,997790,197490,MOBILE,Unspecified,BROOKLYN,40.70873082504776,-73.95116224142369,"{'latitude': '40.70873082504776', 'longitude': '-73.95116224142369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HEWES STREET,,,,,,,,
