unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,vehicle_type,taxi_company_borough
58925580,2023-09-26T20:20:00.000,2023-10-25T08:04:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11373,86-27 57 ROAD,57 ROAD,VAN HORN ST,SEABURY ST,,,ADDRESS,ELMHURST,,Closed,,2023-10-25T08:04:00.000,04 QUEENS,4028700030,QUEENS,1018801,206071,ONLINE,Unspecified,QUEENS,40.732226478167995,-73.87533317171936,"{'latitude': '40.732226478167995', 'longitude': '-73.87533317171936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58925729,2023-09-26T20:19:41.000,2023-09-26T20:46:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,61-62 71 STREET,71 STREET,ELIOT AVENUE,DEAD END,ELIOT AVENUE,DEAD END,ADDRESS,MIDDLE VILLAGE,71 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T20:46:36.000,05 QUEENS,4029270041,QUEENS,1015741,201680,MOBILE,Unspecified,QUEENS,40.72018568508068,-73.88639479038336,"{'latitude': '40.72018568508068', 'longitude': '-73.88639479038336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928211,2023-09-26T20:19:36.000,2023-09-26T21:59:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10304,27 RIDGEFIELD AVENUE,RIDGEFIELD AVENUE,DEAD END,CUNARD PLACE,DEAD END,CUNARD PLACE,ADDRESS,STATEN ISLAND,RIDGEFIELD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T21:59:16.000,01 STATEN ISLAND,,STATEN ISLAND,959666,162614,MOBILE,Unspecified,STATEN ISLAND,40.61298016320698,-74.08854545560604,"{'latitude': '40.61298016320698', 'longitude': '-74.08854545560604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926556,2023-09-26T20:19:20.000,2023-11-09T12:00:23.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10009,167 AVENUE A,AVENUE A,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,ADDRESS,NEW YORK,AVENUE A,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-09T12:00:29.000,03 MANHATTAN,1004380030,MANHATTAN,989234,204562,ONLINE,Unspecified,MANHATTAN,40.72815072135389,-73.98201784999708,"{'latitude': '40.72815072135389', 'longitude': '-73.98201784999708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","167 AVENUE A, MANHATTAN (NEW YORK), NY, 10009",,,,,,,
58934865,2023-09-26T20:19:13.000,2023-09-26T20:55:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11101,40-04 12 STREET,12 STREET,40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,ADDRESS,LONG ISLAND CITY,12 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T20:55:36.000,01 QUEENS,4004700200,QUEENS,1000055,214679,ONLINE,Unspecified,QUEENS,40.75590664306597,-73.94295218222582,"{'latitude': '40.75590664306597', 'longitude': '-73.94295218222582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927876,2023-09-26T20:19:12.000,2023-09-27T11:56:20.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11216,1313 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-27T11:56:24.000,03 BROOKLYN,3018670062,BROOKLYN,998902,186420,PHONE,Unspecified,BROOKLYN,40.67834447112692,-73.94717542079441,"{'latitude': '40.67834447112692', 'longitude': '-73.94717542079441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933726,2023-09-26T20:18:52.000,2023-10-02T10:46:52.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11232,225 23 STREET,23 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-02T00:00:00.000,07 BROOKLYN,3006460052,BROOKLYN,985572,179961,PHONE,Unspecified,BROOKLYN,40.66062798595389,-73.99523508445206,"{'latitude': '40.66062798595389', 'longitude': '-73.99523508445206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928519,2023-09-26T20:18:27.000,2023-10-08T11:16:45.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10033,731 WEST  183 STREET,WEST  183 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,12 MANHATTAN,1021800085,MANHATTAN,1001617,249688,ONLINE,Unspecified,MANHATTAN,40.85199376231592,-73.93722361897643,"{'latitude': '40.85199376231592', 'longitude': '-73.93722361897643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929997,2023-09-26T20:18:27.000,2023-10-08T11:16:46.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10033,731 WEST  183 STREET,WEST  183 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,12 MANHATTAN,1021800085,MANHATTAN,1001617,249688,ONLINE,Unspecified,MANHATTAN,40.85199376231592,-73.93722361897643,"{'latitude': '40.85199376231592', 'longitude': '-73.93722361897643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928555,2023-09-26T20:18:20.000,2023-10-10T10:05:45.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10029,124 EAST  103 STREET,EAST  103 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-10T00:00:00.000,11 MANHATTAN,1016300063,MANHATTAN,998541,227319,PHONE,Unspecified,MANHATTAN,40.79060270525623,-73.94839005197896,"{'latitude': '40.79060270525623', 'longitude': '-73.94839005197896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929511,2023-09-26T20:18:08.000,2023-09-26T21:11:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11231,53 WOODHULL STREET,WOODHULL STREET,COLUMBIA STREET,HICKS STREET,COLUMBIA STREET,HICKS STREET,ADDRESS,BROOKLYN,WOODHULL STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T21:11:51.000,06 BROOKLYN,3003580037,BROOKLYN,983333,187543,ONLINE,Unspecified,BROOKLYN,40.68143893001904,-74.00330619601286,"{'latitude': '40.68143893001904', 'longitude': '-74.00330619601286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930816,2023-09-26T20:18:07.000,2023-09-26T21:00:51.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,991 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T21:00:57.000,04 BROOKLYN,3031840060,BROOKLYN,1003867,193838,MOBILE,Unspecified,BROOKLYN,40.6986955600991,-73.92925360744465,"{'latitude': '40.6986955600991', 'longitude': '-73.92925360744465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928731,2023-09-26T20:18:05.000,2023-10-17T02:03:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10314,27 KATHY PLACE,KATHY PLACE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-17T00:00:00.000,02 STATEN ISLAND,5024507501,STATEN ISLAND,939062,150161,PHONE,Unspecified,STATEN ISLAND,40.57871812561187,-74.16267251550092,"{'latitude': '40.57871812561187', 'longitude': '-74.16267251550092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926242,2023-09-26T20:18:04.000,2023-10-11T20:55:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10002,14 ORCHARD STREET,ORCHARD STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,03 MANHATTAN,1002987501,MANHATTAN,986547,199851,ONLINE,Unspecified,MANHATTAN,40.715221270038704,-73.99171408791376,"{'latitude': '40.715221270038704', 'longitude': '-73.99171408791376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926097,2023-09-26T20:18:01.000,2023-09-27T19:34:07.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11106,11-15 BROADWAY,BROADWAY,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,01 QUEENS,4005020041,QUEENS,1002064,218884,ONLINE,Unspecified,QUEENS,40.76744446499667,-73.93568959811724,"{'latitude': '40.76744446499667', 'longitude': '-73.93568959811724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932522,2023-09-26T20:18:00.000,2023-10-09T11:10:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11238,147 GREENE AVENUE,GREENE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-09T00:00:00.000,02 BROOKLYN,3019450150,BROOKLYN,993633,189453,ONLINE,Unspecified,BROOKLYN,40.68667651821694,-73.96616742133907,"{'latitude': '40.68667651821694', 'longitude': '-73.96616742133907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932572,2023-09-26T20:18:00.000,2023-10-09T11:10:05.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11238,147 GREENE AVENUE,GREENE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,02 BROOKLYN,3019450150,BROOKLYN,993633,189453,ONLINE,Unspecified,BROOKLYN,40.68667651821694,-73.96616742133907,"{'latitude': '40.68667651821694', 'longitude': '-73.96616742133907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932706,2023-09-26T20:17:45.000,2023-09-27T00:03:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,53-11 62 STREET,62 STREET,53 AVENUE,53 DRIVE,53 AVENUE,53 DRIVE,ADDRESS,MASPETH,62 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:03:06.000,05 QUEENS,4023720145,QUEENS,1011413,205771,ONLINE,Unspecified,QUEENS,40.73142882640153,-73.90199171992977,"{'latitude': '40.73142882640153', 'longitude': '-73.90199171992977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929113,2023-09-26T20:17:36.000,2023-09-28T10:54:53.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Electronics Store,Business,10032,2094 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  163 STREET,WEST  164 STREET,WEST  163 STREET,WEST  164 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,"Your NYC311 Service Request was closed because it's a duplicate of a complaint you already reported.  For information about the original complaint, contact the Department of Consumer and Worker Protection (DCWP).  You can check the status of your complaint at nyc.gov/dcwp or call DCWP Consumer Services at (212) 487-4110. You must provide your original NYC311 Service Request number.",2023-09-28T10:54:58.000,12 MANHATTAN,1021210053,MANHATTAN,1001122,244223,PHONE,Unspecified,MANHATTAN,40.83699490344081,-73.93902664191671,"{'latitude': '40.83699490344081', 'longitude': '-73.93902664191671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926879,2023-09-26T20:17:34.000,2023-09-26T20:43:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11211,23 HOPE STREET,HOPE STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,ADDRESS,BROOKLYN,HOPE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T20:43:54.000,01 BROOKLYN,3023680035,BROOKLYN,996149,199283,PHONE,Unspecified,BROOKLYN,40.7136545423335,-73.95707803473266,"{'latitude': '40.7136545423335', 'longitude': '-73.95707803473266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930317,2023-09-26T20:17:21.000,2023-10-02T10:52:21.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10023,150 WEST   75 STREET,WEST   75 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   75 STREET,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-10-02T10:52:25.000,07 MANHATTAN,1011460056,MANHATTAN,990045,223479,ONLINE,Unspecified,MANHATTAN,40.78007258506098,-73.97907547844625,"{'latitude': '40.78007258506098', 'longitude': '-73.97907547844625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929645,2023-09-26T20:17:00.000,2023-09-26T21:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,ROSEDALE AVE,BRUCKNER EXPY E S/R,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T21:15:00.000,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,N/A,,,,,,
58933209,2023-09-26T20:17:00.000,2023-09-28T23:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11217,120 5 AVENUE,5 AVENUE,BALTIC ST,STERLING PL,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T23:00:00.000,06 BROOKLYN,3009430240,BROOKLYN,990202,186754,ONLINE,Unspecified,BROOKLYN,40.679271350507854,-73.9785410695189,"{'latitude': '40.679271350507854', 'longitude': '-73.9785410695189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58928826,2023-09-26T20:17:00.000,2023-09-26T20:17:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11236,1264 EAST   84 STREET,EAST   84 STREET,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-26T20:17:00.000,18 BROOKLYN,3080620068,BROOKLYN,1010953,169356,PHONE,Unspecified,BROOKLYN,40.63147940165387,-73.90379577017826,"{'latitude': '40.63147940165387', 'longitude': '-73.90379577017826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929648,2023-09-26T20:17:00.000,2023-10-04T08:42:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11230,,,,,AVENUE J,BAY PARKWAY,INTERSECTION,BROOKLYN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-10-04T08:42:00.000,12 BROOKLYN,,BROOKLYN,991899,166604,UNKNOWN,Unspecified,BROOKLYN,40.623962686499084,-73.9724456748225,"{'latitude': '40.623962686499084', 'longitude': '-73.9724456748225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932843,2023-09-26T20:16:50.000,2023-09-27T04:57:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10465,1526 KENNELWORTH PLACE,KENNELWORTH PLACE,GRISWOLD AVENUE,AMPERE AVENUE,GRISWOLD AVENUE,AMPERE AVENUE,ADDRESS,BRONX,KENNELLWORTH PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T04:57:09.000,10 BRONX,2054120067,BRONX,1033442,247149,PHONE,Unspecified,BRONX,40.844905015150296,-73.82220484178643,"{'latitude': '40.844905015150296', 'longitude': '-73.82220484178643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934918,2023-09-26T20:16:34.000,2023-09-26T20:27:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11385,490 RICARD STREET,RICARD STREET,HARMAN STREET,GREENE AVENUE,HARMAN STREET,GREENE AVENUE,ADDRESS,RIDGEWOOD,RICARD STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T20:27:50.000,05 QUEENS,4033690029,QUEENS,1009918,198078,ONLINE,Unspecified,QUEENS,40.71031787366224,-73.90741524358413,"{'latitude': '40.71031787366224', 'longitude': '-73.90741524358413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932053,2023-09-26T20:16:12.000,2023-09-26T21:52:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T21:52:19.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925871,2023-09-26T20:16:00.000,2023-10-04T14:03:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11427,82-30 210 STREET,210 STREET,82 AVE,85 AVE,,,ADDRESS,QUEENS VILLAGE,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-04T14:03:00.000,11 QUEENS,4078010049,QUEENS,1050871,205630,UNKNOWN,Unspecified,QUEENS,40.73083263204666,-73.75962308874135,"{'latitude': '40.73083263204666', 'longitude': '-73.75962308874135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928078,2023-09-26T20:16:00.000,2023-09-26T22:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,10452,,,,,GRAND CONCOURSE,EAST 172 STREET,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T22:00:00.000,04 BRONX,,BRONX,1008406,245663,UNKNOWN,Unspecified,BRONX,40.84093036295469,-73.91269797926567,"{'latitude': '40.84093036295469', 'longitude': '-73.91269797926567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58932291,2023-09-26T20:15:27.000,2023-09-26T20:31:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,5706 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T20:31:54.000,12 BROOKLYN,3054940091,BROOKLYN,988836,165984,ONLINE,Unspecified,BROOKLYN,40.6222630312178,-73.98348007371827,"{'latitude': '40.6222630312178', 'longitude': '-73.98348007371827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935015,2023-09-26T20:15:17.000,2023-09-28T12:35:17.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,645 WEST  160 STREET,WEST  160 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,12 MANHATTAN,1021360090,MANHATTAN,999363,244122,MOBILE,Unspecified,MANHATTAN,40.83672087313633,-73.9453836800344,"{'latitude': '40.83672087313633', 'longitude': '-73.9453836800344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933578,2023-09-26T20:15:12.000,2023-09-26T20:32:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11221,150 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,GATES AVENUE,MONROE STREET,GATES AVENUE,MONROE STREET,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T20:32:44.000,03 BROOKLYN,3016360024,BROOKLYN,1003623,190063,ONLINE,Unspecified,BROOKLYN,40.688334599490894,-73.93014442097454,"{'latitude': '40.688334599490894', 'longitude': '-73.93014442097454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933748,2023-09-26T20:15:06.000,2023-09-30T09:24:01.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11232,225 23 STREET,23 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,07 BROOKLYN,3006460052,BROOKLYN,985572,179961,PHONE,Unspecified,BROOKLYN,40.66062798595389,-73.99523508445206,"{'latitude': '40.66062798595389', 'longitude': '-73.99523508445206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939726,2023-09-26T20:15:04.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,10001,17 WEST   32 STREET,WEST   32 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,05 MANHATTAN,1008340029,MANHATTAN,988071,211599,UNKNOWN,Unspecified,MANHATTAN,40.747466122632645,-73.98620992851289,"{'latitude': '40.747466122632645', 'longitude': '-73.98620992851289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929581,2023-09-26T20:14:59.000,2023-09-26T20:45:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,146-05 105 AVENUE,105 AVENUE,LIVERPOOL STREET,WALTHAM STREET,LIVERPOOL STREET,WALTHAM STREET,ADDRESS,JAMAICA,105 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T20:45:31.000,12 QUEENS,4100520025,QUEENS,1038258,192311,PHONE,Unspecified,QUEENS,40.69436124768823,-73.80523905215503,"{'latitude': '40.69436124768823', 'longitude': '-73.80523905215503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928302,2023-09-26T20:14:55.000,2023-09-26T21:05:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11356,22-14 128 STREET,128 STREET,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,ADDRESS,COLLEGE POINT,128 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T21:06:02.000,07 QUEENS,4042030029,QUEENS,1028389,223409,PHONE,Unspecified,QUEENS,40.77977214212444,-73.8406240223669,"{'latitude': '40.77977214212444', 'longitude': '-73.8406240223669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934985,2023-09-26T20:14:55.000,2023-10-16T07:59:46.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11206,417 LORIMER STREET,LORIMER STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,01 BROOKLYN,3030220025,BROOKLYN,998497,197731,ONLINE,Unspecified,BROOKLYN,40.70939120268948,-73.94861163637752,"{'latitude': '40.70939120268948', 'longitude': '-73.94861163637752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931529,2023-09-26T20:14:47.000,2023-10-04T12:11:57.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11203,842 MAPLE STREET,MAPLE STREET,EAST 48 STREET,UTICA AVENUE,EAST   48 STREET,UTICA AVENUE,ADDRESS,BROOKLYN,MAPLE STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T20:14:47.000,09 BROOKLYN,3045890088,BROOKLYN,1003114,180472,MOBILE,Unspecified,BROOKLYN,40.66201057190495,-73.93200662716185,"{'latitude': '40.66201057190495', 'longitude': '-73.93200662716185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
