unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,due_date,road_ramp
58845505,2023-09-18T17:41:42.000,2023-09-18T19:40:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,111-29 113 STREET,113 STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,ADDRESS,SOUTH OZONE PARK,113 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T19:40:58.000,10 QUEENS,4116180051,QUEENS,1032460,186635,PHONE,Unspecified,QUEENS,40.678815442160904,-73.82618806542833,"{'latitude': '40.678815442160904', 'longitude': '-73.82618806542833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849817,2023-09-18T17:41:25.000,2023-09-18T19:35:27.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11213,307 BROOKLYN AVENUE,BROOKLYN AVENUE,EASTERN PARKWAY,UNION STREET,EASTERN PARKWAY,UNION STREET,ADDRESS,BROOKLYN,BROOKLYN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T19:35:31.000,09 BROOKLYN,3012710001,BROOKLYN,999500,182914,PHONE,Unspecified,BROOKLYN,40.66872028062008,-73.9450273956725,"{'latitude': '40.66872028062008', 'longitude': '-73.9450273956725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851370,2023-09-18T17:41:14.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-20T00:29:36.000,Unspecified BRONX,,BRONX,1008046,232705,MOBILE,Unspecified,BRONX,40.8053653198604,-73.91404500517991,"{'latitude': '40.8053653198604', 'longitude': '-73.91404500517991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,6,6 to Manhattan,Platform,,,
58853007,2023-09-18T17:41:10.000,2023-09-18T17:51:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11208,218 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,HALE AVENUE,FORCE TUBE AVENUE,HALE AVENUE,FORCE TUBE AVENUE,ADDRESS,BROOKLYN,RIDGEWOOD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T17:51:29.000,05 BROOKLYN,3039310020,BROOKLYN,1017370,188293,MOBILE,Unspecified,BROOKLYN,40.68343559285693,-73.8805839427277,"{'latitude': '40.68343559285693', 'longitude': '-73.8805839427277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58848743,2023-09-18T17:41:09.000,2023-10-03T15:30:43.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11361,33-36 200 STREET,200 STREET,33 AVENUE,34 AVENUE,33 AVENUE,34 AVENUE,ADDRESS,BAYSIDE,200 STREET,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-03T15:30:50.000,11 QUEENS,4060750023,QUEENS,1042968,218850,PHONE,Unspecified,QUEENS,40.767174088773096,-73.78802255563777,"{'latitude': '40.767174088773096', 'longitude': '-73.78802255563777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851603,2023-09-18T17:41:00.000,2023-09-20T02:19:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11375,63-55 108 STREET,108 STREET,63 DR,64 AVE,,,ADDRESS,FOREST HILLS,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-20T02:19:00.000,06 QUEENS,4021690001,QUEENS,1025859,206536,ONLINE,Unspecified,QUEENS,40.733472400474064,-73.84986368446634,"{'latitude': '40.733472400474064', 'longitude': '-73.84986368446634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849060,2023-09-18T17:41:00.000,2023-09-22T13:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11102,26-45 9 STREET,9 STREET,26 AVE,27 AVE,,,ADDRESS,ASTORIA,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T13:00:00.000,01 QUEENS,4009030007,QUEENS,1003468,221558,ONLINE,Unspecified,QUEENS,40.77478095459539,-73.93061336684899,"{'latitude': '40.77478095459539', 'longitude': '-73.93061336684899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58854362,2023-09-18T17:40:52.000,2023-09-18T23:09:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10473,2108 HOMER AVENUE,HOMER AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,ADDRESS,BRONX,HOMER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T23:09:25.000,09 BRONX,2036100038,BRONX,1025458,238614,MOBILE,Unspecified,BRONX,40.82151980075507,-73.8511138667227,"{'latitude': '40.82151980075507', 'longitude': '-73.8511138667227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851459,2023-09-18T17:40:46.000,2023-09-18T19:01:29.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11226,NEWKIRK AVENUE,NEWKIRK AVENUE,NEWKIRK AVENUE,NOSTRAND AVENUE,NEWKIRK AVENUE,NOSTRAND AVENUE,INTERSECTION,,,Closed,N/A,2023-09-18T19:01:32.000,17 BROOKLYN,,BROOKLYN,998567,172445,PHONE,Unspecified,BROOKLYN,40.63998672597449,-73.94841286136077,"{'latitude': '40.63998672597449', 'longitude': '-73.94841286136077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851677,2023-09-18T17:40:35.000,2023-09-18T17:58:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10024,117 WEST   79 STREET,WEST   79 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   79 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T17:59:03.000,07 MANHATTAN,1012100026,MANHATTAN,990833,224282,MOBILE,Unspecified,MANHATTAN,40.782276055411614,-73.97622939013507,"{'latitude': '40.782276055411614', 'longitude': '-73.97622939013507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58846316,2023-09-18T17:40:35.000,2023-09-19T20:45:02.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10453,124 EAST  176 STREET,EAST  176 STREET,WALTON AVENUE,MORRIS AVENUE,WALTON AVENUE,MORRIS AVENUE,ADDRESS,BRONX,EAST  176 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-19T20:45:08.000,05 BRONX,2028260027,BRONX,1009410,248279,ONLINE,Unspecified,BRONX,40.84810770841058,-73.90905961756198,"{'latitude': '40.84810770841058', 'longitude': '-73.90905961756198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850193,2023-09-18T17:40:22.000,2023-09-20T07:27:39.000,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11422,146-50 HUXLEY STREET,HUXLEY STREET,241 STREET,147 AVENUE,241 STREET,147 AVENUE,ADDRESS,ROSEDALE,HUXLEY STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-19T08:41:35.000,13 QUEENS,4135410020,QUEENS,1055772,179213,PHONE,Unspecified,QUEENS,40.65828613691403,-73.74222025881349,"{'latitude': '40.65828613691403', 'longitude': '-73.74222025881349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853595,2023-09-18T17:39:19.000,2023-09-18T17:51:15.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11208,220 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,HALE AVENUE,FORCE TUBE AVENUE,HALE AVENUE,FORCE TUBE AVENUE,ADDRESS,BROOKLYN,RIDGEWOOD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T17:51:19.000,05 BROOKLYN,3039310021,BROOKLYN,1017385,188298,MOBILE,Unspecified,BROOKLYN,40.68344926056494,-73.88052983484816,"{'latitude': '40.68344926056494', 'longitude': '-73.88052983484816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854277,2023-09-18T17:39:07.000,2023-09-18T20:57:21.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11207,89 VANDERVEER STREET,VANDERVEER STREET,BUSHWICK AVENUE,DEAD END,BUSHWICK AVENUE,DEAD END,ADDRESS,BROOKLYN,VANDERVEER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T20:57:26.000,04 BROOKLYN,3034710037,BROOKLYN,1010963,187753,PHONE,Unspecified,BROOKLYN,40.681975071494925,-73.90368686812667,"{'latitude': '40.681975071494925', 'longitude': '-73.90368686812667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853557,2023-09-18T17:39:01.000,2023-09-20T13:13:37.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11235,3111 BRIGHTON    1 PLACE,BRIGHTON    1 PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,13 BROOKLYN,3086830080,BROOKLYN,993771,149165,PHONE,Unspecified,BROOKLYN,40.57609435618814,-73.96572666795011,"{'latitude': '40.57609435618814', 'longitude': '-73.96572666795011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845809,2023-09-18T17:38:58.000,2023-09-19T16:59:24.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459,900 FOX STREET,FOX STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-19T00:00:00.000,02 BRONX,2027220048,BRONX,1013578,237936,ONLINE,Unspecified,BRONX,40.819706316090034,-73.89403968924076,"{'latitude': '40.819706316090034', 'longitude': '-73.89403968924076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849598,2023-09-18T17:38:58.000,2023-10-02T08:17:54.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10459,900 FOX STREET,FOX STREET,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-02T00:00:00.000,02 BRONX,2027220048,BRONX,1013578,237936,ONLINE,Unspecified,BRONX,40.819706316090034,-73.89403968924076,"{'latitude': '40.819706316090034', 'longitude': '-73.89403968924076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849789,2023-09-18T17:38:00.000,2023-09-19T14:15:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11355,59-12 KISSENA BOULEVARD,KISSENA BOULEVARD,59 AVE,60 AVE,,,ADDRESS,FLUSHING,,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-19T14:15:00.000,07 QUEENS,4064400016,QUEENS,1035500,209111,PHONE,Unspecified,QUEENS,40.74048951409842,-73.8150568747103,"{'latitude': '40.74048951409842', 'longitude': '-73.8150568747103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849086,2023-09-18T17:38:00.000,2023-09-18T17:42:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10314,328 BRYSON AVENUE,BRYSON AVENUE,CASWELL AVE,AUBURN AVE,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-18T17:42:00.000,01 STATEN ISLAND,5004830059,STATEN ISLAND,944076,162679,PHONE,Unspecified,STATEN ISLAND,40.61310160506583,-74.14469706381323,"{'latitude': '40.61310160506583', 'longitude': '-74.14469706381323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852887,2023-09-18T17:38:00.000,2023-09-21T10:45:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10457,16 WADE SQUARE,WADE SQUARE,OAK TREE PL,QUARRY RD,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-21T10:45:00.000,06 BRONX,2030630152,BRONX,1014382,249677,ONLINE,Unspecified,BRONX,40.85192923445205,-73.89108214410054,"{'latitude': '40.85192923445205', 'longitude': '-73.89108214410054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854145,2023-09-18T17:38:00.000,2023-09-21T10:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10457,,,,,QUARRY ROAD,EAST 182 STREET,INTERSECTION,BRONX,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-21T10:30:00.000,06 BRONX,,BRONX,1014547,249808,ONLINE,Unspecified,BRONX,40.852288225634524,-73.89048512877385,"{'latitude': '40.852288225634524', 'longitude': '-73.89048512877385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851753,2023-09-18T17:37:55.000,2023-09-18T17:47:09.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10022,5 AVENUE,5 AVENUE,5 AVENUE,EAST   56 STREET,5 AVENUE,EAST   56 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T17:47:13.000,05 MANHATTAN,,MANHATTAN,991326,217002,PHONE,Unspecified,MANHATTAN,40.76229397770745,-73.97445687774159,"{'latitude': '40.76229397770745', 'longitude': '-73.97445687774159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58846560,2023-09-18T17:37:45.000,2023-09-18T18:08:56.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10039,356 WEST  145 STREET,WEST  145 STREET,EDGECOMBE AVENUE,ST NICHOLAS AVENUE,EDGECOMBE AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T18:09:01.000,09 MANHATTAN,1020510054,MANHATTAN,999669,239423,PHONE,Unspecified,MANHATTAN,40.823822938643275,-73.94428863824933,"{'latitude': '40.823822938643275', 'longitude': '-73.94428863824933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853601,2023-09-18T17:37:39.000,2023-09-18T21:17:41.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11379,65-18 78 STREET,78 STREET,FURMANVILLE AVENUE,JUNIPER VALLEY ROAD,FURMANVILLE AVENUE,JUNIPER VALLEY ROAD,ADDRESS,MIDDLE VILLAGE,78 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T21:17:45.000,05 QUEENS,4030390011,QUEENS,1018800,200512,PHONE,Unspecified,QUEENS,40.71696839109822,-73.87536531867872,"{'latitude': '40.71696839109822', 'longitude': '-73.87536531867872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852284,2023-09-18T17:37:10.000,2023-09-18T17:37:10.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,221 EAST  173 STREET,EAST  173 STREET,,,,,ADDRESS,BRONX,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-18T00:00:00.000,04 BRONX,2027940062,BRONX,1009461,246694,UNKNOWN,Unspecified,BRONX,40.84375720619114,-73.90888123834658,"{'latitude': '40.84375720619114', 'longitude': '-73.90888123834658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849905,2023-09-18T17:37:07.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11426,89-02 GETTYSBURG STREET,GETTYSBURG STREET,89 AVENUE,92 AVENUE,89 AVENUE,92 AVENUE,ADDRESS,BELLEROSE,GETTYSBURG STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T07:26:04.000,13 QUEENS,4079740050,QUEENS,1058720,204904,ONLINE,Unspecified,QUEENS,40.728777348457754,-73.73131111687165,"{'latitude': '40.728777348457754', 'longitude': '-73.73131111687165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851944,2023-09-18T17:36:50.000,2023-09-18T18:06:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,3055 VALENTINE AVENUE,VALENTINE AVENUE,EAST  203 STREET,EAST  204 STREET,EAST  203 STREET,EAST  204 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T18:06:29.000,07 BRONX,2033090023,BRONX,1016073,257690,ONLINE,Unspecified,BRONX,40.87391654664631,-73.88493166123948,"{'latitude': '40.87391654664631', 'longitude': '-73.88493166123948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853284,2023-09-18T17:36:28.000,2023-09-18T17:52:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,1693 VYSE AVENUE,VYSE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,VYSE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T17:53:01.000,03 BRONX,2029900034,BRONX,1015631,243777,ONLINE,Unspecified,BRONX,40.83573112559209,-73.88659501042915,"{'latitude': '40.83573112559209', 'longitude': '-73.88659501042915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853234,2023-09-18T17:36:17.000,2023-09-18T18:22:08.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11432,175-39 DALNY ROAD,DALNY ROAD,HIGHLAND AVENUE,DEVONSHIRE ROAD,HIGHLAND AVENUE,DEVONSHIRE ROAD,ADDRESS,JAMAICA,DALNY ROAD,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T18:22:12.000,08 QUEENS,4098840001,QUEENS,1043158,199445,MOBILE,Unspecified,QUEENS,40.713911083213944,-73.7875065770043,"{'latitude': '40.713911083213944', 'longitude': '-73.7875065770043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852686,2023-09-18T17:36:11.000,2023-09-19T07:23:03.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11210,1069 EAST   42 STREET,EAST   42 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   42 STREET,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T07:23:03.000,18 BROOKLYN,3077680025,BROOKLYN,1002108,168394,PHONE,Unspecified,BROOKLYN,40.628861162661885,-73.93566462396838,"{'latitude': '40.628861162661885', 'longitude': '-73.93566462396838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849204,2023-09-18T17:36:07.000,2023-09-18T17:51:06.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11208,220 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,HALE AVENUE,FORCE TUBE AVENUE,HALE AVENUE,FORCE TUBE AVENUE,ADDRESS,BROOKLYN,RIDGEWOOD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T17:51:09.000,05 BROOKLYN,3039310021,BROOKLYN,1017385,188298,MOBILE,Unspecified,BROOKLYN,40.68344926056494,-73.88052983484816,"{'latitude': '40.68344926056494', 'longitude': '-73.88052983484816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845800,2023-09-18T17:36:03.000,2023-09-19T10:15:52.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031,45 HAMILTON TERRACE,HAMILTON TERRACE,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-19T00:00:00.000,09 MANHATTAN,1020500109,MANHATTAN,999069,239062,PHONE,Unspecified,MANHATTAN,40.82283312314735,-73.946457332823,"{'latitude': '40.82283312314735', 'longitude': '-73.946457332823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849539,2023-09-18T17:36:03.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10453,2170 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,05 BRONX,2032110009,BRONX,1009393,251920,PHONE,Unspecified,BRONX,40.85810121375355,-73.90910740831123,"{'latitude': '40.85810121375355', 'longitude': '-73.90910740831123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850802,2023-09-18T17:36:03.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10453,2170 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,05 BRONX,2032110009,BRONX,1009393,251920,PHONE,Unspecified,BRONX,40.85810121375355,-73.90910740831123,"{'latitude': '40.85810121375355', 'longitude': '-73.90910740831123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850936,2023-09-18T17:35:58.000,2023-09-19T20:13:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,3444 KNOX PLACE,KNOX PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,07 BRONX,2033240117,BRONX,1016532,260680,ONLINE,Unspecified,BRONX,40.88212149688681,-73.88325756286221,"{'latitude': '40.88212149688681', 'longitude': '-73.88325756286221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847111,2023-09-18T17:35:58.000,2023-09-19T20:13:06.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,10467,3444 KNOX PLACE,KNOX PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,07 BRONX,2033240117,BRONX,1016532,260680,ONLINE,Unspecified,BRONX,40.88212149688681,-73.88325756286221,"{'latitude': '40.88212149688681', 'longitude': '-73.88325756286221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850992,2023-09-18T17:35:58.000,2023-09-19T22:01:35.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,10467,3444 KNOX PLACE,KNOX PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,07 BRONX,2033240117,BRONX,1016532,260680,ONLINE,Unspecified,BRONX,40.88212149688681,-73.88325756286221,"{'latitude': '40.88212149688681', 'longitude': '-73.88325756286221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847109,2023-09-18T17:35:58.000,2023-09-19T20:13:07.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10467,3444 KNOX PLACE,KNOX PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,07 BRONX,2033240117,BRONX,1016532,260680,ONLINE,Unspecified,BRONX,40.88212149688681,-73.88325756286221,"{'latitude': '40.88212149688681', 'longitude': '-73.88325756286221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
