unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58836942,2023-09-17T10:41:30.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11223,1651 WEST   10 STREET,WEST   10 STREET,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings reviewed this complaint and assigned it to the Construction Division for further action.,2023-09-18T00:00:00.000,11 BROOKLYN,3066220058,BROOKLYN,988899,160265,UNKNOWN,Unspecified,BROOKLYN,40.606565525181416,-73.98325706949993,"{'latitude': '40.606565525181416', 'longitude': '-73.98325706949993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844393,2023-09-17T10:41:30.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11372,35-64 84 STREET,84 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T00:00:00.000,03 QUEENS,4014570034,QUEENS,1016732,213124,UNKNOWN,Unspecified,QUEENS,40.75159302851327,-73.8827644638668,"{'latitude': '40.75159302851327', 'longitude': '-73.8827644638668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58844992,2023-09-17T10:41:30.000,2023-09-26T09:38:36.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11205,319 CARLTON AVENUE,CARLTON AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,CARLTON AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-26T09:38:40.000,02 BROOKLYN,3021030004,BROOKLYN,992055,190018,ONLINE,Unspecified,BROOKLYN,40.68822884575745,-73.97185661068693,"{'latitude': '40.68822884575745', 'longitude': '-73.97185661068693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840786,2023-09-17T10:41:25.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11225,801 NOSTRAND AVENUE,NOSTRAND AVENUE,EASTERN PARKWAY,UNION STREET,EASTERN PARKWAY,UNION STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,In Progress,,,09 BROOKLYN,3012690004,BROOKLYN,997969,183114,MOBILE,Unspecified,BROOKLYN,40.66927174069452,-73.95054587641015,"{'latitude': '40.66927174069452', 'longitude': '-73.95054587641015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838049,2023-09-17T10:41:25.000,2023-09-17T11:29:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T11:29:18.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840065,2023-09-17T10:41:00.000,2023-09-18T15:08:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11211,330 SOUTH    3 STREET,SOUTH    3 STREET,KEAP ST,HOOPER ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-18T15:08:00.000,01 BROOKLYN,3024370007,BROOKLYN,997020,197722,ONLINE,Unspecified,BROOKLYN,40.70936875480989,-73.9539391327952,"{'latitude': '40.70936875480989', 'longitude': '-73.9539391327952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58843182,2023-09-17T10:41:00.000,2023-09-24T09:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11218,311 EAST    3 STREET,EAST    3 STREET,ALBEMARLE RD,CHURCH AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-24T09:30:00.000,12 BROOKLYN,3053360050,BROOKLYN,990473,174027,ONLINE,Unspecified,BROOKLYN,40.644338361324316,-73.97757577106825,"{'latitude': '40.644338361324316', 'longitude': '-73.97757577106825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58843176,2023-09-17T10:41:00.000,2023-10-26T12:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11418,91-39 111 STREET,111 STREET,91 AVE,ATLANTIC AVE,,,ADDRESS,RICHMOND HILL,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-26T12:00:00.000,09 QUEENS,4093180045,QUEENS,1029867,191974,ONLINE,Unspecified,QUEENS,40.693483491592986,-73.83550046107777,"{'latitude': '40.693483491592986', 'longitude': '-73.83550046107777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58838712,2023-09-17T10:40:46.000,2023-09-18T12:57:47.000,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,10001,448 WEST   33 STREET,WEST   33 STREET,LINCOLN TUNNEL EXIT WEST   33 ST,10 AVENUE,LINCOLN TUNNEL EXIT WEST   33 ST,10 AVENUE,ADDRESS,NEW YORK,WEST   33 STREET,Closed,See notes for information.,2023-09-18T12:57:50.000,04 MANHATTAN,1007297503,MANHATTAN,984587,213816,ONLINE,Unspecified,MANHATTAN,40.75355204688534,-73.99878364861243,"{'latitude': '40.75355204688534', 'longitude': '-73.99878364861243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"448 WEST   33 STREET, MANHATTAN (NEW YORK), NY, 10001",,,,,
58844308,2023-09-17T10:40:36.000,2023-09-17T11:09:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T11:09:47.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842884,2023-09-17T10:40:34.000,2023-09-25T11:06:05.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10310,163 BEMENT COURT,BEMENT COURT,BEND,OAKLAND AVENUE,BEND,OAKLAND AVENUE,ADDRESS,STATEN ISLAND,BEMENT COURT,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-25T07:05:52.000,01 STATEN ISLAND,5001500333,STATEN ISLAND,953218,172309,UNKNOWN,Unspecified,STATEN ISLAND,40.63957064447463,-74.11181409837549,"{'latitude': '40.63957064447463', 'longitude': '-74.11181409837549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841143,2023-09-17T10:40:33.000,2023-09-17T16:49:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,239 WEST  230 STREET,WEST  230 STREET,GODWIN TERRACE,KINGSBRIDGE AVENUE,GODWIN TERRACE,KINGSBRIDGE AVENUE,ADDRESS,BRONX,WEST  230 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T16:49:55.000,08 BRONX,2057030165,BRONX,1009812,259114,ONLINE,Unspecified,BRONX,40.87784533822506,-73.90756527097298,"{'latitude': '40.87784533822506', 'longitude': '-73.90756527097298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840805,2023-09-17T10:40:29.000,2023-09-18T09:14:54.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10457,1521 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST 172 STREET,MOUNT EDEN PARKWAY,EAST  172 STREET,MOUNT EDEN PARKWAY,ADDRESS,BRONX,SHERIDAN AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-17T10:40:29.000,04 BRONX,2028210068,BRONX,1008804,245748,MOBILE,Unspecified,BRONX,40.841162565364776,-73.91125926018088,"{'latitude': '40.841162565364776', 'longitude': '-73.91125926018088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844416,2023-09-17T10:40:25.000,2023-09-17T11:06:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11222,158 FREEMAN STREET,FREEMAN STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,FREEMAN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T11:06:36.000,01 BROOKLYN,3025120041,BROOKLYN,996527,206831,PHONE,Unspecified,BROOKLYN,40.73437145373129,-73.95570074763133,"{'latitude': '40.73437145373129', 'longitude': '-73.95570074763133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841906,2023-09-17T10:39:50.000,2023-11-24T13:41:14.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10473,SOUNDVIEW PARK,SOUNDVIEW PARK,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,UNRECOGNIZED,BRONX,SOUNDVIEW PARK,Closed,NYC Parks reviewed your complaint and determined that the issue needs to be handled by the Department of Transportation (DOT). Please report it to DOT by contacting 311.,2023-11-24T13:41:18.000,09 BRONX,2035430105,BRONX,1018772,237244,MOBILE,Soundview Park,BRONX,40.81778820113692,-73.87527766095268,"{'latitude': '40.81778820113692', 'longitude': '-73.87527766095268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844790,2023-09-17T10:39:41.000,2023-09-17T11:38:26.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,CRESTON AVENUE,CRESTON AVENUE,CRESTON AVENUE,EAST  180 STREET,CRESTON AVENUE,EAST  180 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T11:38:32.000,05 BRONX,,BRONX,1010872,250396,ONLINE,Unspecified,BRONX,40.85391395557359,-73.90376684189413,"{'latitude': '40.85391395557359', 'longitude': '-73.90376684189413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842322,2023-09-17T10:39:26.000,2023-09-17T23:40:26.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10456,979 GRANT AVENUE,GRANT AVENUE,EAST  163 STREET,EAST  164 STREET,EAST  163 STREET,EAST  164 STREET,ADDRESS,BRONX,GRANT AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T23:40:33.000,04 BRONX,2024460021,BRONX,1006962,241147,PHONE,Unspecified,BRONX,40.82853908407012,-73.91793201684236,"{'latitude': '40.82853908407012', 'longitude': '-73.91793201684236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842302,2023-09-17T10:39:17.000,2023-09-17T11:25:53.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10456,307 EAST  170 STREET,EAST  170 STREET,COLLEGE AVENUE,FINDLAY AVENUE,COLLEGE AVENUE,FINDLAY AVENUE,ADDRESS,BRONX,EAST  170 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T11:25:58.000,04 BRONX,2027840037,BRONX,1009054,244385,PHONE,Unspecified,BRONX,40.837420830027206,-73.91036077535611,"{'latitude': '40.837420830027206', 'longitude': '-73.91036077535611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843349,2023-09-17T10:39:12.000,2023-09-17T11:43:39.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10451,698 COURTLANDT AVENUE,COURTLANDT AVENUE,EAST  154 STREET,EAST  155 STREET,EAST  154 STREET,EAST  155 STREET,ADDRESS,BRONX,COURTLANDT AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T11:43:43.000,01 BRONX,2024010003,BRONX,1006974,238114,PHONE,Unspecified,BRONX,40.82021433299557,-73.9178989276947,"{'latitude': '40.82021433299557', 'longitude': '-73.9178989276947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841848,2023-09-17T10:38:53.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11203,1284 SCHENECTADY AVENUE,SCHENECTADY AVENUE,AVENUE D,FOSTER AVENUE,AVENUE D,FOSTER AVENUE,ADDRESS,BROOKLYN,SCHENECTADY AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T14:35:59.000,17 BROOKLYN,3049800015,BROOKLYN,1003069,172869,ONLINE,Unspecified,BROOKLYN,40.64114209342371,-73.93219003894323,"{'latitude': '40.64114209342371', 'longitude': '-73.93219003894323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838869,2023-09-17T10:38:44.000,2023-09-17T16:40:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10463,GODWIN TERRACE,GODWIN TERRACE,GODWIN TERRACE,WEST  230 STREET,GODWIN TERRACE,WEST  230 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:41:05.000,08 BRONX,,BRONX,1009915,258973,ONLINE,Unspecified,BRONX,40.87745803815036,-73.90719335322021,"{'latitude': '40.87745803815036', 'longitude': '-73.90719335322021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837964,2023-09-17T10:38:37.000,2023-09-17T21:49:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,79-26 60 LANE,60 LANE,COOPER AVENUE,80 AVENUE,COOPER AVENUE,80 AVENUE,ADDRESS,RIDGEWOOD,60 LANE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T21:49:45.000,05 QUEENS,4037120034,QUEENS,1013598,192835,PHONE,Unspecified,QUEENS,40.69591563898892,-73.89416430458105,"{'latitude': '40.69591563898892', 'longitude': '-73.89416430458105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843268,2023-09-17T10:38:31.000,2023-09-17T17:43:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10471,5425 VALLES AVENUE,VALLES AVENUE,WEST  254 STREET,WEST  256 STREET,WEST  254 STREET,WEST  256 STREET,ADDRESS,BRONX,VALLES AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T17:43:50.000,08 BRONX,2058451863,BRONX,1012000,267896,ONLINE,Unspecified,BRONX,40.90194253257628,-73.89961686062802,"{'latitude': '40.90194253257628', 'longitude': '-73.89961686062802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841288,2023-09-17T10:38:31.000,2023-09-17T10:38:31.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,11103,32-78 43 STREET,43 STREET,,,,,ADDRESS,ASTORIA,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-17T00:00:00.000,01 QUEENS,4006900091,QUEENS,1006975,214784,UNKNOWN,Unspecified,QUEENS,40.75617976362854,-73.9179742440796,"{'latitude': '40.75617976362854', 'longitude': '-73.9179742440796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837812,2023-09-17T10:38:26.000,2023-09-23T13:33:24.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11362,240-30 65 AVENUE,65 AVENUE,240 STREET,242 STREET,240 STREET,242 STREET,ADDRESS,LITTLE NECK,65 AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-18T12:07:41.000,11 QUEENS,4082880016,QUEENS,1056673,213763,ONLINE,Unspecified,QUEENS,40.753109987922365,-73.73860129764984,"{'latitude': '40.753109987922365', 'longitude': '-73.73860129764984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842946,2023-09-17T10:38:10.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Broken Glass,Park,11385,751 WOODWARD AVENUE,WOODWARD AVENUE,WOODBINE STREET,MYRTLE AVENUE LINE,WOODBINE STREET,MYRTLE AVENUE LINE,ADDRESS,RIDGEWOOD,WOODWARD AVENUE,In Progress,,,05 QUEENS,4034800004,QUEENS,1010650,195912,MOBILE,Rosemary's Playground,QUEENS,40.70437056511764,-73.90478340599073,"{'latitude': '40.70437056511764', 'longitude': '-73.90478340599073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840972,2023-09-17T10:38:01.000,2023-09-23T14:14:34.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11433,180-01 110 AVENUE,110 AVENUE,180 STREET,DEAD END,180 STREET,DEAD END,ADDRESS,JAMAICA,110 AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-22T12:37:29.000,12 QUEENS,4103430227,QUEENS,1046941,194328,PHONE,Unspecified,QUEENS,40.69984017632154,-73.77390820793552,"{'latitude': '40.69984017632154', 'longitude': '-73.77390820793552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842308,2023-09-17T10:37:44.000,2023-09-17T11:12:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11694,206 BEACH  123 STREET,BEACH  123 STREET,ROCKAWAY BEACH BOULEVARD,NEWPORT AVENUE,ROCKAWAY BEACH BOULEVARD,NEWPORT AVENUE,ADDRESS,FAR ROCKAWAY,BEACH  123 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T11:12:36.000,14 QUEENS,4162180039,QUEENS,1027797,149968,ONLINE,Unspecified,QUEENS,40.57819659217144,-73.84323615943565,"{'latitude': '40.57819659217144', 'longitude': '-73.84323615943565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837558,2023-09-17T10:37:39.000,2023-10-16T07:59:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10456,1363 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,03 BRONX,2029310073,BRONX,1011685,242852,PHONE,Unspecified,BRONX,40.83320540910321,-73.90085887719049,"{'latitude': '40.83320540910321', 'longitude': '-73.90085887719049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839657,2023-09-17T10:37:38.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11207,1171 HALSEY STREET,HALSEY STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,04 BROOKLYN,3034040055,BROOKLYN,1009116,190936,ONLINE,Unspecified,BROOKLYN,40.6907170545042,-73.91033443382695,"{'latitude': '40.6907170545042', 'longitude': '-73.91033443382695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841142,2023-09-17T10:37:37.000,2023-09-17T10:52:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11222,200 MONITOR STREET,MONITOR STREET,NASSAU AVENUE,NORMAN AVENUE,NASSAU AVENUE,NORMAN AVENUE,ADDRESS,BROOKLYN,MONITOR STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T10:52:27.000,01 BROOKLYN,3026570049,BROOKLYN,1000126,203920,ONLINE,Unspecified,BROOKLYN,40.726375745038155,-73.94272130257978,"{'latitude': '40.726375745038155', 'longitude': '-73.94272130257978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843227,2023-09-17T10:37:01.000,2023-09-17T16:45:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,130 WEST  228 STREET,WEST  228 STREET,MARBLE HILL LANE,MARBLE HILL AVENUE,MARBLE HILL LANE,MARBLE HILL AVENUE,ADDRESS,BRONX,WEST  228 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T16:45:15.000,08 BRONX,1022150586,BRONX,1009554,258607,ONLINE,Unspecified,BRONX,40.876454524183956,-73.90850013893893,"{'latitude': '40.876454524183956', 'longitude': '-73.90850013893893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842905,2023-09-17T10:37:00.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11216,818 NOSTRAND AVENUE,NOSTRAND AVENUE,LINCOLN PLACE,EASTERN PARKWAY,LINCOLN PLACE,EASTERN PARKWAY,ADDRESS,BROOKLYN,NOSTRAND AVENUE,In Progress,,,08 BROOKLYN,3012610033,BROOKLYN,997998,183615,MOBILE,Unspecified,BROOKLYN,40.670646828530444,-73.95044031572573,"{'latitude': '40.670646828530444', 'longitude': '-73.95044031572573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840112,2023-09-17T10:36:50.000,2023-09-17T11:05:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,31 72 STREET,72 STREET,72 COURT,NARROWS AVENUE,72 COURT,NARROWS AVENUE,ADDRESS,BROOKLYN,72 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T11:05:17.000,10 BROOKLYN,3058870043,BROOKLYN,974239,170877,MOBILE,Unspecified,BROOKLYN,40.63568881462261,-74.03606939780619,"{'latitude': '40.63568881462261', 'longitude': '-74.03606939780619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843899,2023-09-17T10:36:48.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,3+ Family Apartment Building,11204,2402 65 STREET,65 STREET,AVENUE O,WEST    2 STREET,AVENUE O,WEST    2 STREET,ADDRESS,BROOKLYN,65 STREET,In Progress,,,11 BROOKLYN,3066040001,BROOKLYN,990728,161865,PHONE,Unspecified,BROOKLYN,40.61095604871221,-73.97666856578279,"{'latitude': '40.61095604871221', 'longitude': '-73.97666856578279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838905,2023-09-17T10:36:47.000,2023-09-20T05:03:40.000,DSNY,Department of Sanitation,Dirty Condition,Dirt or Gravel,Street,11365,61-00 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,HORACE HARDING EXPRESSWAY,73 AVENUE,HORACE HARDING EXPRESSWAY,73 AVENUE,ADDRESS,FRESH MEADOWS,FRANCIS LEWIS BOULEVARD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T14:44:59.000,08 QUEENS,4071280002,QUEENS,1046476,209932,PHONE,Unspecified,QUEENS,40.7426725307322,-73.77544093564363,"{'latitude': '40.7426725307322', 'longitude': '-73.77544093564363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839668,2023-09-17T10:36:27.000,,DOT,Department of Transportation,Street Condition,Pothole,,11220,,,,,2 AVENUE,55 STREET,INTERSECTION,BROOKLYN,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2023-09-17T10:36:27.000,07 BROOKLYN,,BROOKLYN,978745,174739,UNKNOWN,Unspecified,BROOKLYN,40.64629312311747,-74.01983753761475,"{'latitude': '40.64629312311747', 'longitude': '-74.01983753761475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58841476,2023-09-17T10:36:09.000,2023-09-17T16:25:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1355 GRAND CONCOURSE,GRAND CONCOURSE,MARCY PLACE,ELLIOT PLACE,MARCY PLACE,ELLIOT PLACE,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T16:25:23.000,04 BRONX,2028410070,BRONX,1007872,244481,ONLINE,Unspecified,BRONX,40.83768756283412,-73.9146320666157,"{'latitude': '40.83768756283412', 'longitude': '-73.9146320666157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
