unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,vehicle_type,bridge_highway_direction,road_ramp
58851984,2023-09-18T14:00:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10065,643 PARK AVENUE,PARK AVENUE,EAST   66 STREET,EAST   67 STREET,EAST   66 STREET,EAST   67 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T14:06:54.000,08 MANHATTAN,1014010001,MANHATTAN,993544,218896,PHONE,Unspecified,MANHATTAN,40.7674904647281,-73.96644766762955,"{'latitude': '40.7674904647281', 'longitude': '-73.96644766762955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:06:49.000,,,,,,,
58850120,2023-09-18T14:00:34.000,NYPD,New York City Police Department,Panhandling,N/A,Subway,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T16:03:59.000,Unspecified MANHATTAN,,MANHATTAN,989336,217208,MOBILE,Unspecified,MANHATTAN,40.76286076343741,-73.98164027353906,"{'latitude': '40.76286076343741', 'longitude': '-73.98164027353906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T16:03:54.000,,D,Mezzanine,,,,
58847648,2023-09-18T14:00:01.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,11204,99 AVENUE P,AVENUE P,WEST   12 STREET,WEST   11 STREET,WEST   12 STREET,WEST   11 STREET,ADDRESS,BROOKLYN,AVENUE P,Closed,The Department of Sanitation removed the items.,2023-09-19T11:14:46.000,11 BROOKLYN,3065950033,BROOKLYN,988509,160620,ONLINE,Unspecified,BROOKLYN,40.60754012357719,-73.98466139343714,"{'latitude': '40.60754012357719', 'longitude': '-73.98466139343714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:14:41.000,,,,,,,
58850614,2023-09-18T13:59:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,418 EAST    3 STREET,EAST    3 STREET,BEVERLEY ROAD,AVENUE C,BEVERLEY ROAD,AVENUE C,ADDRESS,BROOKLYN,EAST    3 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T16:22:41.000,12 BROOKLYN,3053540030,BROOKLYN,990612,173026,MOBILE,Unspecified,BROOKLYN,40.64159073281823,-73.97707583640653,"{'latitude': '40.64159073281823', 'longitude': '-73.97707583640653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T16:22:36.000,,,,,,,
58852543,2023-09-18T13:59:44.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10470,414 EAST  236 STREET,EAST  236 STREET,MARTHA AVENUE,VIREO AVENUE,MARTHA AVENUE,VIREO AVENUE,ADDRESS,BRONX,EAST  236 STREET,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-19T10:31:52.000,12 BRONX,2033840069,BRONX,1021664,266673,PHONE,Unspecified,BRONX,40.89855010513557,-73.8646650897769,"{'latitude': '40.89855010513557', 'longitude': '-73.8646650897769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:31:47.000,,,,,,,
58849472,2023-09-18T13:59:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,280 WYCKOFF AVENUE,WYCKOFF AVENUE,LINDEN STREET,GATES AVENUE,LINDEN STREET,GATES AVENUE,ADDRESS,BROOKLYN,WYCKOFF AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T18:51:17.000,04 BROOKLYN,3033370029,BROOKLYN,1008671,194315,PHONE,Unspecified,BROOKLYN,40.69999285980173,-73.91192683002241,"{'latitude': '40.69999285980173', 'longitude': '-73.91192683002241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T18:51:13.000,,,,,,,
58854920,2023-09-18T13:59:32.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11234,1461 EAST   70 STREET,EAST   70 STREET,AVENUE N,AVENUE T,AVENUE N,AVENUE T,ADDRESS,BROOKLYN,EAST   70 STREET,Closed,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2023-10-02T11:53:43.000,18 BROOKLYN,3083920010,BROOKLYN,1009116,165690,ONLINE,Unspecified,BROOKLYN,40.6214223540134,-73.91042752240685,"{'latitude': '40.6214223540134', 'longitude': '-73.91042752240685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T11:53:40.000,,,,,,,
58854568,2023-09-18T13:59:25.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T20:24:41.000,,,,,,,
58852142,2023-09-18T13:59:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T20:24:40.000,,,,,,,
58851925,2023-09-18T13:59:11.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T14:02:11.000,03 BRONX,2029010001,BRONX,1010561,243449,PHONE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:02:06.000,,,,,,,
58851661,2023-09-18T13:59:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11224,1509 NEPTUNE AVENUE,NEPTUNE AVENUE,WEST   15 STREET,WEST   16 STREET,WEST   15 STREET,WEST   16 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T14:20:11.000,13 BROOKLYN,3069960100,BROOKLYN,988886,150276,ONLINE,Unspecified,BROOKLYN,40.57914773279117,-73.98331074170477,"{'latitude': '40.57914773279117', 'longitude': '-73.98331074170477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:20:08.000,,,,,,,
58852891,2023-09-18T13:59:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11372,77-02 34 AVENUE,34 AVENUE,77 ST,78 ST,,,ADDRESS,JACKSON HEIGHTS,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-21T11:10:00.000,03 QUEENS,4012640001,QUEENS,1014857,213726,PHONE,Unspecified,QUEENS,40.753252053603966,-73.88952905303273,"{'latitude': '40.753252053603966', 'longitude': '-73.88952905303273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T11:10:00.000,,,,,,,
58851564,2023-09-18T13:59:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11215,374 8 STREET,8 STREET,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-19T11:16:00.000,06 BROOKLYN,3010060020,BROOKLYN,989132,182696,ONLINE,Unspecified,BROOKLYN,40.668133707374096,-73.98240171289468,"{'latitude': '40.668133707374096', 'longitude': '-73.98240171289468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:16:00.000,N/A,,,,,,
58851029,2023-09-18T13:59:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11220,454 51 STREET,51 STREET,4 AVE,5 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T14:01:00.000,07 BROOKLYN,3007990028,BROOKLYN,980940,174324,PHONE,Unspecified,BROOKLYN,40.64515513006298,-74.01192754391371,"{'latitude': '40.64515513006298', 'longitude': '-74.01192754391371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:01:00.000,,,,,,,
58850362,2023-09-18T13:59:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,10462,1557 METROPOLITAN AVENUE,METROPOLITAN AVENUE,PINE DR,MAPLE DR,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-18T16:35:00.000,09 BRONX,2039447501,BRONX,1023504,245219,PHONE,Unspecified,BRONX,40.83965750729127,-73.85813508508579,"{'latitude': '40.83965750729127', 'longitude': '-73.85813508508579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T16:35:00.000,,,,,,,
58850351,2023-09-18T13:59:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11423,,,,,100 AVENUE,202 STREET,INTERSECTION,QUEENS,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-19T12:50:00.000,12 QUEENS,,QUEENS,1051436,198399,PHONE,Unspecified,QUEENS,40.71098108377019,-73.75765668878427,"{'latitude': '40.71098108377019', 'longitude': '-73.75765668878427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:50:00.000,,,,,,,
58850747,2023-09-18T13:59:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11215,513 8 AVENUE,8 AVENUE,5 STREET,6 STREET,5 STREET,6 STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T14:37:50.000,06 BROOKLYN,3010850004,BROOKLYN,990542,182656,MOBILE,Unspecified,BROOKLYN,40.66802302650282,-73.97731908250348,"{'latitude': '40.66802302650282', 'longitude': '-73.97731908250348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:37:45.000,,,,,,,
58848761,2023-09-18T13:58:54.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11236,1397 EAST   98 STREET,EAST   98 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST   98 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-12T11:37:10.000,18 BROOKLYN,3082630031,BROOKLYN,1013781,171983,PHONE,Unspecified,BROOKLYN,40.63868097654667,-73.8935957066592,"{'latitude': '40.63868097654667', 'longitude': '-73.8935957066592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T11:37:00.000,,,,,,,
58853098,2023-09-18T13:58:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,22-34 93 STREET,93 STREET,DITMARS BOULEVARD,23 AVENUE,DITMARS BOULEVARD,23 AVENUE,ADDRESS,EAST ELMHURST,93 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T17:07:03.000,03 QUEENS,4010690027,QUEENS,1018193,219589,PHONE,Unspecified,QUEENS,40.769332290337225,-73.8774587198477,"{'latitude': '40.769332290337225', 'longitude': '-73.8774587198477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T17:07:00.000,,,,,,,
58854886,2023-09-18T13:58:50.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10454,235 CYPRESS AVENUE,CYPRESS AVENUE,EAST  137 STREET,EAST  138 STREET,EAST  137 STREET,EAST  138 STREET,ADDRESS,BRONX,CYPRESS AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-19T10:06:06.000,01 BRONX,2025500038,BRONX,1007872,232694,PHONE,Unspecified,BRONX,40.80533559481925,-73.91467355958392,"{'latitude': '40.80533559481925', 'longitude': '-73.91467355958392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:06:01.000,,,,,,,
58854282,2023-09-18T13:58:36.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11223,16 AVENUE T,AVENUE T,STILLWELL AVENUE,WEST   13 STREET,STILLWELL AVENUE,WEST   13 STREET,ADDRESS,BROOKLYN,AVENUE T,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T15:00:02.000,11 BROOKLYN,3070920007,BROOKLYN,988445,157139,MOBILE,Unspecified,BROOKLYN,40.59798551719006,-73.98489404862043,"{'latitude': '40.59798551719006', 'longitude': '-73.98489404862043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:59:59.000,,,,,,,
58849654,2023-09-18T13:58:30.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10452,60 WEST  162 STREET,WEST  162 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,04 BRONX,2025040021,BRONX,1004081,241982,PHONE,Unspecified,BRONX,40.83083785771131,-73.928339805105,"{'latitude': '40.83083785771131', 'longitude': '-73.928339805105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T16:26:31.000,,,,,,,
58854738,2023-09-18T13:58:30.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10452,60 WEST  162 STREET,WEST  162 STREET,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,04 BRONX,2025040021,BRONX,1004081,241982,PHONE,Unspecified,BRONX,40.83083785771131,-73.928339805105,"{'latitude': '40.83083785771131', 'longitude': '-73.928339805105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58848381,2023-09-18T13:58:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10452,60 WEST  162 STREET,WEST  162 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,04 BRONX,2025040021,BRONX,1004081,241982,PHONE,Unspecified,BRONX,40.83083785771131,-73.928339805105,"{'latitude': '40.83083785771131', 'longitude': '-73.928339805105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T16:26:31.000,,,,,,,
58849356,2023-09-18T13:58:29.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11691,12-64 AUGUSTINA AVENUE,AUGUSTINA AVENUE,MINTON STREET,WHEATLEY STREET,MINTON STREET,WHEATLEY STREET,ADDRESS,FAR ROCKAWAY,AUGUSTINA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T14:53:05.000,14 QUEENS,4155320042,QUEENS,1053984,161100,PHONE,Unspecified,QUEENS,40.60858426102859,-73.74885170717656,"{'latitude': '40.60858426102859', 'longitude': '-73.74885170717656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:53:00.000,,,,,,,
58847060,2023-09-18T13:58:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10456,1224 CLAY AVENUE,CLAY AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,04 BRONX,2024270001,BRONX,1009035,242660,ONLINE,Unspecified,BRONX,40.83268625908744,-73.91043581340573,"{'latitude': '40.83268625908744', 'longitude': '-73.91043581340573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T15:37:15.000,,,,,,,
58848265,2023-09-18T13:58:16.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10456,1224 CLAY AVENUE,CLAY AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,04 BRONX,2024270001,BRONX,1009035,242660,ONLINE,Unspecified,BRONX,40.83268625908744,-73.91043581340573,"{'latitude': '40.83268625908744', 'longitude': '-73.91043581340573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58854251,2023-09-18T13:58:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11218,422 EAST    3 STREET,EAST    3 STREET,BEVERLEY ROAD,AVENUE C,BEVERLEY ROAD,AVENUE C,ADDRESS,BROOKLYN,EAST    3 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T14:11:51.000,12 BROOKLYN,3053540032,BROOKLYN,990616,173000,MOBILE,Unspecified,BROOKLYN,40.6415193655239,-73.97706144775957,"{'latitude': '40.6415193655239', 'longitude': '-73.97706144775957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:11:48.000,,,,,,,
58849411,2023-09-18T13:58:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11692,,,,,ROCKAWAY FREEWAY,BEACH 62 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T12:30:00.000,14 QUEENS,,QUEENS,1042194,155066,UNKNOWN,Unspecified,QUEENS,40.59210713987104,-73.79136519269986,"{'latitude': '40.59210713987104', 'longitude': '-73.79136519269986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:30:00.000,,,,,,,
58852746,2023-09-18T13:57:56.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10453,1 EAST BURNSIDE AVENUE,EAST BURNSIDE AVENUE,JEROME AVENUE,WALTON AVENUE,JEROME AVENUE,WALTON AVENUE,ADDRESS,BRONX,EAST BURNSIDE AVENUE,Closed,N/A,2023-09-18T15:01:30.000,05 BRONX,2031790001,BRONX,1009924,250343,ONLINE,Unspecified,BRONX,40.8537712940369,-73.90719387096783,"{'latitude': '40.8537712940369', 'longitude': '-73.90719387096783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:01:26.000,,,,,,,
58849119,2023-09-18T13:57:51.000,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,Street/Sidewalk,11225,BROOKLYN AVENUE,BROOKLYN AVENUE,BROOKLYN AVENUE,LEFFERTS AVENUE,BROOKLYN AVENUE,LEFFERTS AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T15:54:39.000,09 BROOKLYN,,BROOKLYN,999339,180712,PHONE,Unspecified,BROOKLYN,40.6626765566761,-73.94561269037685,"{'latitude': '40.6626765566761', 'longitude': '-73.94561269037685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:54:35.000,,,,,,,
58845522,2023-09-18T13:57:48.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,1007 EAST   59 STREET,EAST   59 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,EAST   59 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T15:08:30.000,18 BROOKLYN,3078070041,BROOKLYN,1006681,168176,PHONE,Unspecified,BROOKLYN,40.62825239979508,-73.91919062988292,"{'latitude': '40.62825239979508', 'longitude': '-73.91919062988292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:08:25.000,,,,,,,
58847576,2023-09-18T13:57:28.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11385,90-45 MYRTLE AVENUE,MYRTLE AVENUE,WOODHAVEN BOULEVARD,FOREST PARK DRIVE,WOODHAVEN BOULEVARD,FOREST PARK DRIVE,ADDRESS,RIDGEWOOD,MYRTLE AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T05:29:54.000,06 QUEENS,4038830001,QUEENS,1024728,195237,ONLINE,Unspecified,QUEENS,40.70246465051451,-73.85401257086819,"{'latitude': '40.70246465051451', 'longitude': '-73.85401257086819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T05:29:49.000,,,,,,,
58847875,2023-09-18T13:57:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11433,165-07 SOUTH ROAD,SOUTH ROAD,165 STREET,MERRICK BOULEVARD,165 STREET,MERRICK BOULEVARD,ADDRESS,JAMAICA,SOUTH ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T15:18:45.000,12 QUEENS,4101580001,QUEENS,1041985,194910,ONLINE,Unspecified,QUEENS,40.70147134786604,-73.79177670157176,"{'latitude': '40.70147134786604', 'longitude': '-73.79177670157176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:18:41.000,,,,,,,
58848766,2023-09-18T13:57:10.000,DOT,Department of Transportation,Street Sign - Damaged,Other/Unknown,Street,11215,200 10 STREET,10 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,10 STREET,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-28T06:11:25.000,06 BROOKLYN,3010140044,BROOKLYN,986463,183774,PHONE,Unspecified,BROOKLYN,40.6710936460328,-73.9920223806851,"{'latitude': '40.6710936460328', 'longitude': '-73.9920223806851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T06:11:18.000,,,,,,,
58850506,2023-09-18T13:57:07.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10065,583 PARK AVENUE,PARK AVENUE,EAST   63 STREET,EAST   64 STREET,EAST   63 STREET,EAST   64 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T14:31:15.000,08 MANHATTAN,1013980001,MANHATTAN,993153,218189,MOBILE,Unspecified,MANHATTAN,40.76555033534767,-73.96786015571703,"{'latitude': '40.76555033534767', 'longitude': '-73.96786015571703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:31:12.000,,,,,,,
58849364,2023-09-18T13:57:00.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11208,1210 SUTTER AVENUE,SUTTER AVENUE,CRYSTAL STREET,CHESTNUT STREET,CRYSTAL STREET,CHESTNUT STREET,ADDRESS,BROOKLYN,SUTTER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T14:26:36.000,05 BROOKLYN,3042920061,BROOKLYN,1019434,184342,ONLINE,Unspecified,BROOKLYN,40.67258303899206,-73.87316270957298,"{'latitude': '40.67258303899206', 'longitude': '-73.87316270957298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:26:32.000,,,,,,,
58854763,2023-09-18T13:56:53.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T15:16:37.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:16:34.000,,,,,,,
58845336,2023-09-18T13:56:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11224,1602 NEPTUNE AVENUE,NEPTUNE AVENUE,WEST   16 STREET,CROPSEY AVENUE,WEST   16 STREET,CROPSEY AVENUE,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T14:17:39.000,13 BROOKLYN,3070210009,BROOKLYN,988605,150231,ONLINE,Unspecified,BROOKLYN,40.57902435916109,-73.9843223499641,"{'latitude': '40.57902435916109', 'longitude': '-73.9843223499641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:17:34.000,,,,,,,
