unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58822273,2023-09-15T19:21:31.000,2023-09-15T20:01:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11104,38-19 50 STREET,50 STREET,BARNETT AVENUE,39 AVENUE,BARNETT AVENUE,39 AVENUE,ADDRESS,SUNNYSIDE,50 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T20:01:18.000,02 QUEENS,4001170001,QUEENS,1008204,212476,PHONE,Unspecified,QUEENS,40.74984164766279,-73.91354640045054,"{'latitude': '40.74984164766279', 'longitude': '-73.91354640045054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819698,2023-09-15T19:21:16.000,2023-09-15T19:29:29.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10469,ELY AVENUE,ELY AVENUE,ELY AVENUE,WARING AVENUE,ELY AVENUE,WARING AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T19:29:33.000,11 BRONX,,BRONX,1031009,253017,MOBILE,Unspecified,BRONX,40.86102411938875,-73.83095750864531,"{'latitude': '40.86102411938875', 'longitude': '-73.83095750864531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826184,2023-09-15T19:20:50.000,2023-09-18T12:50:02.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,Street,11219,1165 63 STREET,63 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,63 STREET,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-18T12:50:04.000,10 BROOKLYN,3057310048,BROOKLYN,983313,168439,MOBILE,Unspecified,BROOKLYN,40.629002628574014,-74.00337565067288,"{'latitude': '40.629002628574014', 'longitude': '-74.00337565067288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824040,2023-09-15T19:20:32.000,2023-09-15T20:17:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11219,1323 49 STREET,49 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,49 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T20:17:29.000,12 BROOKLYN,3056350067,BROOKLYN,986627,170487,PHONE,Unspecified,BROOKLYN,40.63462368583968,-73.99143586176609,"{'latitude': '40.63462368583968', 'longitude': '-73.99143586176609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825794,2023-09-15T19:20:27.000,2023-09-15T20:17:34.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11212,344 CHESTER STREET,CHESTER STREET,DUMONT AVENUE,LIVONIA AVENUE,DUMONT AVENUE,LIVONIA AVENUE,ADDRESS,BROOKLYN,CHESTER STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T20:17:39.000,16 BROOKLYN,3035740001,BROOKLYN,1009198,180923,MOBILE,Unspecified,BROOKLYN,40.66323341427075,-73.91007581160015,"{'latitude': '40.66323341427075', 'longitude': '-73.91007581160015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820051,2023-09-15T19:20:19.000,2023-09-27T10:02:33.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10452,1360 OGDEN AVENUE,OGDEN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-27T00:00:00.000,04 BRONX,2025220043,BRONX,1005118,245993,ONLINE,Unspecified,BRONX,40.841844498389676,-73.92458008252996,"{'latitude': '40.841844498389676', 'longitude': '-73.92458008252996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820879,2023-09-15T19:20:10.000,2023-10-11T20:31:46.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10467,733 ARNOW AVENUE,ARNOW AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,11 BRONX,2045470001,BRONX,1021384,255496,PHONE,Unspecified,BRONX,40.86787394875313,-73.86573987813205,"{'latitude': '40.86787394875313', 'longitude': '-73.86573987813205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822752,2023-09-15T19:20:08.000,2023-10-13T13:56:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10468,2518 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,07 BRONX,2032200010,BRONX,1010841,255022,PHONE,Unspecified,BRONX,40.86661101974232,-73.90386054781428,"{'latitude': '40.86661101974232', 'longitude': '-73.90386054781428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822229,2023-09-15T19:20:07.000,2023-09-15T20:32:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,163 SENATOR STREET,SENATOR STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,SENATOR STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T20:32:09.000,10 BROOKLYN,3058480059,BROOKLYN,976185,171895,ONLINE,Unspecified,BROOKLYN,40.63848499307875,-74.02905922285514,"{'latitude': '40.63848499307875', 'longitude': '-74.02905922285514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822535,2023-09-15T19:20:04.000,2023-09-15T19:46:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1 WEST  182 STREET,WEST  182 STREET,WEST  182 STREET,EAST  182 STREET,WEST  182 STREET,EAST  182 STREET,ADDRESS,BRONX,WEST  182 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T19:46:43.000,05 BRONX,2031960038,BRONX,1010555,251659,ONLINE,Unspecified,BRONX,40.8573814615761,-73.90490777590232,"{'latitude': '40.8573814615761', 'longitude': '-73.90490777590232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822139,2023-09-15T19:20:00.000,2023-09-15T19:33:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,10465,1121 VINCENT AVENUE,VINCENT AVENUE,LAYTON AVE,FAIRMOUNT AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T19:33:00.000,10 BRONX,2053210036,BRONX,1033815,243733,PHONE,Unspecified,BRONX,40.83552702383303,-73.82088195369134,"{'latitude': '40.83552702383303', 'longitude': '-73.82088195369134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823967,2023-09-15T19:19:56.000,2023-09-15T21:11:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10473,1535 STORY AVENUE,STORY AVENUE,ELDER AVENUE,BOYNTON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,STORY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T21:12:00.000,09 BRONX,2036520001,BRONX,1018316,238696,PHONE,Unspecified,BRONX,40.821775298246386,-73.8769177412932,"{'latitude': '40.821775298246386', 'longitude': '-73.8769177412932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819892,2023-09-15T19:19:42.000,2023-09-15T20:48:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11436,117-19 147 STREET,147 STREET,FOCH BOULEVARD,119 AVENUE,FOCH BOULEVARD,119 AVENUE,ADDRESS,JAMAICA,147 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T20:48:59.000,12 QUEENS,4120220050,QUEENS,1041500,187085,ONLINE,Unspecified,QUEENS,40.67999673693487,-73.79359236262077,"{'latitude': '40.67999673693487', 'longitude': '-73.79359236262077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824639,2023-09-15T19:19:15.000,2023-09-16T11:31:05.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,11229,1780 EAST   13 STREET,EAST   13 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST   13 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T05:15:05.000,15 BROOKLYN,3067950040,BROOKLYN,995436,160162,PHONE,Unspecified,BROOKLYN,40.60627697065257,-73.95971485984956,"{'latitude': '40.60627697065257', 'longitude': '-73.95971485984956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826270,2023-09-15T19:19:04.000,2023-09-15T21:54:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11368,105-20 OTIS AVENUE,OTIS AVENUE,GRANGER STREET,PENROD STREET,GRANGER STREET,PENROD STREET,ADDRESS,CORONA,OTIS AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T21:54:10.000,04 QUEENS,4019580010,QUEENS,1024443,208555,MOBILE,Unspecified,QUEENS,40.73902059721367,-73.85496091651744,"{'latitude': '40.73902059721367', 'longitude': '-73.85496091651744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820149,2023-09-15T19:19:02.000,2023-10-04T20:26:32.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10019,1691 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,05 MANHATTAN,1010250019,MANHATTAN,989029,217449,ONLINE,Unspecified,MANHATTAN,40.76352241762585,-73.98274832789612,"{'latitude': '40.76352241762585', 'longitude': '-73.98274832789612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820760,2023-09-15T19:18:50.000,2023-09-15T19:19:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,150 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,GATES AVENUE,MONROE STREET,GATES AVENUE,MONROE STREET,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T19:19:59.000,03 BROOKLYN,3016360024,BROOKLYN,1003623,190063,ONLINE,Unspecified,BROOKLYN,40.688334599490894,-73.93014442097454,"{'latitude': '40.688334599490894', 'longitude': '-73.93014442097454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822875,2023-09-15T19:18:21.000,2023-09-16T11:31:51.000,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,10028,130 EAST   82 STREET,EAST   82 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   82 STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-16T11:31:55.000,08 MANHATTAN,1015100057,MANHATTAN,995903,222396,ONLINE,Unspecified,MANHATTAN,40.77709425423743,-73.95792535790984,"{'latitude': '40.77709425423743', 'longitude': '-73.95792535790984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825903,2023-09-15T19:18:16.000,2023-09-15T20:28:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1259 GRANT AVENUE,GRANT AVENUE,EAST  167 STREET,EAST  169 STREET,EAST  167 STREET,EAST  169 STREET,ADDRESS,BRONX,GRANT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T20:28:14.000,04 BRONX,2024530081,BRONX,1007905,243277,ONLINE,Unspecified,BRONX,40.8343828443825,-73.91451705358259,"{'latitude': '40.8343828443825', 'longitude': '-73.91451705358259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825700,2023-09-15T19:17:44.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,11370,32-08A 76 STREET,76 STREET,,,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.,2023-10-03T00:00:00.000,03 QUEENS,4011710009,QUEENS,1014368,215014,UNKNOWN,Unspecified,QUEENS,40.75678896246642,-73.89128824713099,"{'latitude': '40.75678896246642', 'longitude': '-73.89128824713099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820254,2023-09-15T19:17:39.000,2023-09-15T20:07:41.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,5100 AVENUE O,AVENUE O,EAST   51 STREET,EAST   52 STREET,EAST   51 STREET,EAST   52 STREET,ADDRESS,BROOKLYN,AVENUE O,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T20:07:45.000,18 BROOKLYN,,BROOKLYN,1004938,163956,MOBILE,Unspecified,BROOKLYN,40.616673627424824,-73.92548284851269,"{'latitude': '40.616673627424824', 'longitude': '-73.92548284851269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825479,2023-09-15T19:17:16.000,2023-09-15T19:52:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10040,4413 BROADWAY,BROADWAY,WEST  189 STREET,WEST  190 STREET,WEST  189 STREET,WEST  190 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T19:52:08.000,12 MANHATTAN,1021800480,MANHATTAN,1002727,250996,MOBILE,Unspecified,MANHATTAN,40.855581578767655,-73.93320770568137,"{'latitude': '40.855581578767655', 'longitude': '-73.93320770568137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822561,2023-09-15T19:17:14.000,2023-09-15T20:21:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,14 MARCY PLACE,MARCY PLACE,JEROME AVENUE,WALTON AVENUE,JEROME AVENUE,WALTON AVENUE,ADDRESS,BRONX,MARCY PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T20:21:54.000,04 BRONX,2028400008,BRONX,1006903,244884,MOBILE,Unspecified,BRONX,40.838796219127325,-73.91813258838923,"{'latitude': '40.838796219127325', 'longitude': '-73.91813258838923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819765,2023-09-15T19:17:09.000,2023-09-15T21:15:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,1619 WEST NINTH STREET,WEST NINTH STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,WEST    9 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T21:15:05.000,11 BROOKLYN,3066230071,BROOKLYN,989138,160427,MOBILE,Unspecified,BROOKLYN,40.60701005343967,-73.98239621654946,"{'latitude': '40.60701005343967', 'longitude': '-73.98239621654946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823183,2023-09-15T19:17:09.000,2023-09-15T19:17:09.000,DOT,Department of Transportation,Street Condition,Pothole,,10029,EAST  111 STREET,EAST  111 STREET,PETRA ALLENDE WAY,3 AVENUE,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T19:17:09.000,11 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,N/A,,,,,,,
58820443,2023-09-15T19:17:00.000,2023-09-15T21:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10011,,,,,9 AVENUE,WEST 19 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-15T21:00:00.000,04 MANHATTAN,,MANHATTAN,983386,210348,PHONE,Unspecified,MANHATTAN,40.744033224511604,-74.00311803396842,"{'latitude': '40.744033224511604', 'longitude': '-74.00311803396842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58819979,2023-09-15T19:16:54.000,2023-09-15T20:45:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10469,EDSON AVENUE,EDSON AVENUE,EAST GUNHILL ROAD,EDSON AVENUE,EAST GUNHILL ROAD,EDSON AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T20:45:46.000,12 BRONX,,BRONX,1030831,253607,MOBILE,Unspecified,BRONX,40.86264442946923,-73.83159690965239,"{'latitude': '40.86264442946923', 'longitude': '-73.83159690965239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823220,2023-09-15T19:16:45.000,2023-09-15T19:41:24.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10029,1615 MADISON AVENUE,MADISON AVENUE,EAST  108 STREET,EAST  109 STREET,EAST  108 STREET,EAST  109 STREET,ADDRESS,NEW YORK,MADISON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T19:41:28.000,11 MANHATTAN,1016140021,MANHATTAN,998546,228974,MOBILE,Unspecified,MANHATTAN,40.79514522457591,-73.94836847233883,"{'latitude': '40.79514522457591', 'longitude': '-73.94836847233883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825893,2023-09-15T19:16:43.000,2023-09-15T20:36:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11421,88-28 75 STREET,75 STREET,88 ROAD,90 AVENUE,88 ROAD,90 AVENUE,ADDRESS,WOODHAVEN,75 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T20:37:00.000,09 QUEENS,4088950024,QUEENS,1021456,190135,ONLINE,Unspecified,QUEENS,40.68847522345276,-73.86584148582635,"{'latitude': '40.68847522345276', 'longitude': '-73.86584148582635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820163,2023-09-15T19:16:30.000,2023-09-22T09:42:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10468,2518 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted an inspection for the following conditions and identified potential lead-based paint conditions. HPD will attempt to contact you to schedule a follow-up inspection to test the paint for lead.,2023-09-22T00:00:00.000,07 BRONX,2032200010,BRONX,1010841,255022,PHONE,Unspecified,BRONX,40.86661101974232,-73.90386054781428,"{'latitude': '40.86661101974232', 'longitude': '-73.90386054781428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821936,2023-09-15T19:16:30.000,2023-09-22T09:42:16.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10468,2518 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 BRONX,2032200010,BRONX,1010841,255022,PHONE,Unspecified,BRONX,40.86661101974232,-73.90386054781428,"{'latitude': '40.86661101974232', 'longitude': '-73.90386054781428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825305,2023-09-15T19:16:30.000,2023-09-22T09:42:16.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10468,2518 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted an inspection for the following conditions and identified potential lead-based paint conditions. HPD will attempt to contact you to schedule a follow-up inspection to test the paint for lead.,2023-09-22T00:00:00.000,07 BRONX,2032200010,BRONX,1010841,255022,PHONE,Unspecified,BRONX,40.86661101974232,-73.90386054781428,"{'latitude': '40.86661101974232', 'longitude': '-73.90386054781428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821035,2023-09-15T19:16:30.000,2023-09-22T09:42:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10468,2518 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,07 BRONX,2032200010,BRONX,1010841,255022,PHONE,Unspecified,BRONX,40.86661101974232,-73.90386054781428,"{'latitude': '40.86661101974232', 'longitude': '-73.90386054781428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824364,2023-09-15T19:16:30.000,2023-09-22T09:42:15.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10468,2518 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,07 BRONX,2032200010,BRONX,1010841,255022,PHONE,Unspecified,BRONX,40.86661101974232,-73.90386054781428,"{'latitude': '40.86661101974232', 'longitude': '-73.90386054781428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825814,2023-09-15T19:16:29.000,2023-09-15T19:24:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,14 MARCY PLACE,MARCY PLACE,JEROME AVENUE,WALTON AVENUE,JEROME AVENUE,WALTON AVENUE,ADDRESS,BRONX,MARCY PLACE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T19:24:23.000,04 BRONX,2028400008,BRONX,1006903,244884,MOBILE,Unspecified,BRONX,40.838796219127325,-73.91813258838923,"{'latitude': '40.838796219127325', 'longitude': '-73.91813258838923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825839,2023-09-15T19:16:02.000,2023-09-15T22:38:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,287 BLEECKER STREET,BLEECKER STREET,MYRTLE AVENUE,IRVING AVENUE,MYRTLE AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,BLEECKER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:39:01.000,04 BROOKLYN,3033000044,BROOKLYN,1007345,194220,ONLINE,Unspecified,BROOKLYN,40.699735667101876,-73.91670930848704,"{'latitude': '40.699735667101876', 'longitude': '-73.91670930848704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819875,2023-09-15T19:15:59.000,2023-09-15T19:17:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11216,43 BROOKLYN AVENUE,BROOKLYN AVENUE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,BROOKLYN AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T19:17:38.000,03 BROOKLYN,3018690001,BROOKLYN,999755,186502,ONLINE,Unspecified,BROOKLYN,40.67856808953683,-73.94409992813941,"{'latitude': '40.67856808953683', 'longitude': '-73.94409992813941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819999,2023-09-15T19:15:55.000,2023-09-15T20:45:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10469,EAST GUNHILL ROAD,EAST GUNHILL ROAD,EAST GUNHILL ROAD,EDSON AVENUE,EAST GUNHILL ROAD,EDSON AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T20:45:56.000,12 BRONX,,BRONX,1030831,253607,ONLINE,Unspecified,BRONX,40.86264442946923,-73.83159690965239,"{'latitude': '40.86264442946923', 'longitude': '-73.83159690965239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826183,2023-09-15T19:15:17.000,2023-09-16T08:02:40.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10457,367 EAST  176 STREET,EAST  176 STREET,ANTHONY AVENUE,EAST TREMONT AVENUE,ANTHONY AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,EAST  176 STREET,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-16T08:02:44.000,05 BRONX,,BRONX,1011116,248089,UNKNOWN,Unspecified,BRONX,40.847581188771194,-73.90289407642113,"{'latitude': '40.847581188771194', 'longitude': '-73.90289407642113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
