unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,vehicle_type,taxi_company_borough,due_date
58953904,2023-09-28T22:13:32.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10459,1327 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,03 BRONX,2029760092,BRONX,1014280,242088,PHONE,Unspecified,BRONX,40.83110000795265,-73.89148482467765,"{'latitude': '40.83110000795265', 'longitude': '-73.89148482467765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58949993,2023-09-28T22:13:25.000,2023-09-28T22:29:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10473,744 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T22:29:41.000,09 BRONX,2035970036,BRONX,1021732,238126,ONLINE,Unspecified,BRONX,40.820196976465844,-73.86457875529112,"{'latitude': '40.820196976465844', 'longitude': '-73.86457875529112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUNDVIEW AVENUE,DEAD END,SOUNDVIEW AVENUE,DEAD END,ST LAWRENCE AVENUE,,,,,,,,,
58950106,2023-09-28T22:13:20.000,2023-10-11T20:10:48.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10039,26 MACOMBS PLACE,MACOMBS PLACE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001189,240276,PHONE,Unspecified,MANHATTAN,40.82616139651722,-73.93879447859352,"{'latitude': '40.82616139651722', 'longitude': '-73.93879447859352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58946501,2023-09-28T22:13:20.000,2023-10-11T20:10:50.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10039,26 MACOMBS PLACE,MACOMBS PLACE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001189,240276,PHONE,Unspecified,MANHATTAN,40.82616139651722,-73.93879447859352,"{'latitude': '40.82616139651722', 'longitude': '-73.93879447859352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58953812,2023-09-28T22:13:20.000,2023-10-11T20:10:49.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10039,26 MACOMBS PLACE,MACOMBS PLACE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001189,240276,PHONE,Unspecified,MANHATTAN,40.82616139651722,-73.93879447859352,"{'latitude': '40.82616139651722', 'longitude': '-73.93879447859352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58952641,2023-09-28T22:13:20.000,2023-10-11T20:10:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10039,26 MACOMBS PLACE,MACOMBS PLACE,ADDRESS,NEW YORK,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001189,240276,PHONE,Unspecified,MANHATTAN,40.82616139651722,-73.93879447859352,"{'latitude': '40.82616139651722', 'longitude': '-73.93879447859352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58953900,2023-09-28T22:13:20.000,2023-10-11T20:10:48.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10039,26 MACOMBS PLACE,MACOMBS PLACE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001189,240276,PHONE,Unspecified,MANHATTAN,40.82616139651722,-73.93879447859352,"{'latitude': '40.82616139651722', 'longitude': '-73.93879447859352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58951364,2023-09-28T22:13:20.000,2023-10-11T20:10:46.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10039,26 MACOMBS PLACE,MACOMBS PLACE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001189,240276,PHONE,Unspecified,MANHATTAN,40.82616139651722,-73.93879447859352,"{'latitude': '40.82616139651722', 'longitude': '-73.93879447859352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58947671,2023-09-28T22:13:20.000,2023-10-11T20:10:46.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10039,26 MACOMBS PLACE,MACOMBS PLACE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001189,240276,PHONE,Unspecified,MANHATTAN,40.82616139651722,-73.93879447859352,"{'latitude': '40.82616139651722', 'longitude': '-73.93879447859352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58948578,2023-09-28T22:13:19.000,2023-09-28T22:49:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,2605 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T22:49:36.000,07 BRONX,,BRONX,1012315,254814,MOBILE,Unspecified,BRONX,40.86603556004148,-73.89853219364673,"{'latitude': '40.86603556004148', 'longitude': '-73.89853219364673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  192 STREET,EAST  193 STREET,WEST  192 STREET,EAST  193 STREET,JEROME AVENUE,,,,,,,,,
59439707,2023-09-28T22:13:06.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,10039,295 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Closed,,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001160,240114,PHONE,Unspecified,MANHATTAN,40.825716808303696,-73.93889967226517,"{'latitude': '40.825716808303696', 'longitude': '-73.93889967226517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  150 STREET,,,,,,,,,
59460540,2023-09-28T22:13:05.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,10039,295 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Closed,,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001160,240114,PHONE,Unspecified,MANHATTAN,40.825716808303696,-73.93889967226517,"{'latitude': '40.825716808303696', 'longitude': '-73.93889967226517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  150 STREET,,,,,,,,,
59455587,2023-09-28T22:13:04.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,10039,295 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Closed,,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001160,240114,PHONE,Unspecified,MANHATTAN,40.825716808303696,-73.93889967226517,"{'latitude': '40.825716808303696', 'longitude': '-73.93889967226517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  150 STREET,,,,,,,,,
59448502,2023-09-28T22:13:04.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,10039,295 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Closed,,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001160,240114,PHONE,Unspecified,MANHATTAN,40.825716808303696,-73.93889967226517,"{'latitude': '40.825716808303696', 'longitude': '-73.93889967226517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  150 STREET,,,,,,,,,
59458845,2023-09-28T22:13:03.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10039,295 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Closed,,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001160,240114,PHONE,Unspecified,MANHATTAN,40.825716808303696,-73.93889967226517,"{'latitude': '40.825716808303696', 'longitude': '-73.93889967226517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  150 STREET,,,,,,,,,
59457071,2023-09-28T22:12:59.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,10039,295 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Closed,,2023-10-11T00:00:00.000,10 MANHATTAN,1020360001,MANHATTAN,1001160,240114,PHONE,Unspecified,MANHATTAN,40.825716808303696,-73.93889967226517,"{'latitude': '40.825716808303696', 'longitude': '-73.93889967226517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  150 STREET,,,,,,,,,
58952733,2023-09-28T22:12:51.000,2023-10-29T16:55:53.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10031,3580 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-29T00:00:00.000,09 MANHATTAN,1020790001,MANHATTAN,998246,240877,ONLINE,Unspecified,MANHATTAN,40.82781612360048,-73.94942713508522,"{'latitude': '40.82781612360048', 'longitude': '-73.94942713508522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
59449971,2023-09-28T22:12:36.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,Boiler,No Permit/Not Registered,Street Address,11385,1877 GATES AVENUE,GATES AVENUE,ADDRESS,RIDGEWOOD,Closed,,2023-10-31T00:00:00.000,05 QUEENS,4034670055,QUEENS,1010062,196053,ONLINE,Unspecified,QUEENS,40.704759311490065,-73.90690359713759,"{'latitude': '40.704759311490065', 'longitude': '-73.90690359713759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ONDERDONK AVENUE,WOODWARD AVENUE,ONDERDONK AVENUE,WOODWARD AVENUE,GATES AVENUE,,,,,,,,,
58953715,2023-09-28T22:12:04.000,2023-09-28T22:17:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10314,64 VASSAR STREET,VASSAR STREET,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T22:17:53.000,02 STATEN ISLAND,,STATEN ISLAND,939842,153647,ONLINE,Unspecified,STATEN ISLAND,40.58829042990966,-74.15988750136977,"{'latitude': '40.58829042990966', 'longitude': '-74.15988750136977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KLONDIKE AVENUE,NOME AVENUE,KLONDIKE AVENUE,NOME AVENUE,VASSAR STREET,,,,,,,,,
59445233,2023-09-28T22:11:59.000,,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,10459,1327 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,In Progress,,,03 BRONX,,BRONX,1014280,242088,PHONE,Unspecified,BRONX,40.83110000795265,-73.89148482467765,"{'latitude': '40.83110000795265', 'longitude': '-73.89148482467765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LOUIS NINE BOULEVARD,JENNINGS STREET,LOUIS NINE BOULEVARD,JENNINGS STREET,SOUTHERN BOULEVARD,,,,,,,,,
59439541,2023-09-28T22:11:58.000,,HPD,Department of Housing Preservation and Development,Appliance,Electric/Gas Range,Apartment,10459,1327 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,In Progress,,,03 BRONX,,BRONX,1014280,242088,PHONE,Unspecified,BRONX,40.83110000795265,-73.89148482467765,"{'latitude': '40.83110000795265', 'longitude': '-73.89148482467765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LOUIS NINE BOULEVARD,JENNINGS STREET,LOUIS NINE BOULEVARD,JENNINGS STREET,SOUTHERN BOULEVARD,,,,,,,,,
59450109,2023-09-28T22:11:54.000,,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,10459,1327 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,In Progress,,,03 BRONX,,BRONX,1014280,242088,PHONE,Unspecified,BRONX,40.83110000795265,-73.89148482467765,"{'latitude': '40.83110000795265', 'longitude': '-73.89148482467765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LOUIS NINE BOULEVARD,JENNINGS STREET,LOUIS NINE BOULEVARD,JENNINGS STREET,SOUTHERN BOULEVARD,,,,,,,,,
58951004,2023-09-28T22:11:45.000,2023-09-28T23:00:51.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11225,243 SULLIVAN PLACE,SULLIVAN PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T23:00:55.000,09 BROOKLYN,,BROOKLYN,997345,181405,ONLINE,Unspecified,BROOKLYN,40.664581861556336,-73.9527985849674,"{'latitude': '40.664581861556336', 'longitude': '-73.9527985849674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,SULLIVAN PLACE,,,,,,,,,
58949744,2023-09-28T22:11:24.000,2023-09-28T23:23:37.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11361,214-18 40 AVENUE,40 AVENUE,ADDRESS,BAYSIDE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T23:23:43.000,11 QUEENS,4062880026,QUEENS,1048023,217892,ONLINE,Unspecified,QUEENS,40.76450961500045,-73.76978270521916,"{'latitude': '40.76450961500045', 'longitude': '-73.76978270521916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORPORAL STONE STREET,214 PLACE,CORPORAL STONE STREET,214 PLACE,40 AVENUE,,,,,,,,,
58955045,2023-09-28T22:11:12.000,2023-09-28T22:46:59.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,602 WEST  184 STREET,WEST  184 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-28T22:47:03.000,12 MANHATTAN,1021650063,MANHATTAN,1002877,249395,MOBILE,Unspecified,MANHATTAN,40.85118699615938,-73.93266992103403,"{'latitude': '40.85118699615938', 'longitude': '-73.93266992103403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,WEST  184 STREET,,,,,,,,,
58946283,2023-09-28T22:11:05.000,2023-09-28T22:39:04.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10075,508 EAST   79 STREET,EAST   79 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T22:39:08.000,08 MANHATTAN,1014900044,MANHATTAN,998165,220213,ONLINE,Unspecified,MANHATTAN,40.77109922074331,-73.94976264054044,"{'latitude': '40.77109922074331', 'longitude': '-73.94976264054044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",YORK AVENUE,EAST END AVENUE,YORK AVENUE,EAST END AVENUE,EAST   79 STREET,,,,,,,,,
58945897,2023-09-28T22:11:00.000,2023-09-29T10:32:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10065,1175 YORK AVENUE,YORK AVENUE,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-29T10:32:00.000,08 MANHATTAN,1014587502,MANHATTAN,995946,216664,ONLINE,Unspecified,MANHATTAN,40.76136134990866,-73.95778007602088,"{'latitude': '40.76136134990866', 'longitude': '-73.95778007602088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 63 ST,E 64 ST,,,,N/A,,,,,,,,
59453328,2023-09-28T22:10:59.000,2023-10-29T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10031,3580 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,,2023-10-29T00:00:00.000,09 MANHATTAN,1020790001,MANHATTAN,998246,240877,ONLINE,Unspecified,MANHATTAN,40.82781612360048,-73.94942713508522,"{'latitude': '40.82781612360048', 'longitude': '-73.94942713508522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  147 STREET,WEST  148 STREET,WEST  147 STREET,WEST  148 STREET,BROADWAY,,,,,,,,,
58946333,2023-09-28T22:10:21.000,2023-09-28T22:29:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10024,335 WEST   88 STREET,WEST   88 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T22:29:56.000,07 MANHATTAN,,MANHATTAN,990402,227303,ONLINE,Unspecified,MANHATTAN,40.79056820338182,-73.97778292486738,"{'latitude': '40.79056820338182', 'longitude': '-73.97778292486738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,WEST   88 STREET,,,,,,,,,
58953694,2023-09-28T22:10:13.000,2023-09-28T23:34:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11237,1405 JEFFERSON AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T23:35:03.000,04 BROOKLYN,,BROOKLYN,1009328,192525,ONLINE,Unspecified,BROOKLYN,40.69507789164612,-73.90956405731555,"{'latitude': '40.69507789164612', 'longitude': '-73.90956405731555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,JEFFERSON AVENUE,,,,,,,,,
58952317,2023-09-28T22:10:11.000,2023-09-28T23:11:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,41-09 31 AVENUE,31 AVENUE,ADDRESS,ASTORIA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T23:11:21.000,01 QUEENS,4006820005,QUEENS,1007486,216495,PHONE,Unspecified,QUEENS,40.76087469083426,-73.91612388015895,"{'latitude': '40.76087469083426', 'longitude': '-73.91612388015895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41 STREET,42 STREET,41 STREET,42 STREET,31 AVENUE,,,,,,,,,
58952165,2023-09-28T22:10:09.000,2023-09-28T23:11:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11417,107-59 100 STREET,100 STREET,ADDRESS,OZONE PARK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T23:11:19.000,10 QUEENS,,QUEENS,1028830,186872,PHONE,Unspecified,QUEENS,40.679484977887206,-73.83927373781606,"{'latitude': '40.679484977887206', 'longitude': '-73.83927373781606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY BOULEVARD,133 AVENUE,ROCKAWAY BOULEVARD,133 AVENUE,100 STREET,,,,,,,,,
58955244,2023-09-28T22:10:00.000,2023-09-28T22:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Underground,,,,,INTERSECTION,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-28T22:10:00.000,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,NAPLES TERRACE,GOODWIN TERRACE,,N/A,,,,,,,,
58950294,2023-09-28T22:10:00.000,2023-09-30T07:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Underground,,,,,INTERSECTION,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-30T07:35:00.000,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,AVE V,12 ST,,N/A,,,,,,,,
58951579,2023-09-28T22:09:55.000,2023-10-12T06:57:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,11212,54 BRISTOL STREET,BRISTOL STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,16 BROOKLYN,3034970051,BROOKLYN,1008442,183428,ONLINE,Unspecified,BROOKLYN,40.6701111766495,-73.91279179609562,"{'latitude': '40.6701111766495', 'longitude': '-73.91279179609562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58947816,2023-09-28T22:09:55.000,2023-10-12T06:57:44.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11212,54 BRISTOL STREET,BRISTOL STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,16 BROOKLYN,3034970051,BROOKLYN,1008442,183428,ONLINE,Unspecified,BROOKLYN,40.6701111766495,-73.91279179609562,"{'latitude': '40.6701111766495', 'longitude': '-73.91279179609562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58953806,2023-09-28T22:09:45.000,2023-11-15T12:55:45.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10468,2895 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-15T00:00:00.000,07 BRONX,2033190103,BRONX,1014783,256616,ONLINE,Unspecified,BRONX,40.8709733052473,-73.88960104340956,"{'latitude': '40.8709733052473', 'longitude': '-73.88960104340956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58949044,2023-09-28T22:09:41.000,2023-10-01T18:51:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58954934,2023-09-28T22:08:47.000,2023-09-28T22:31:25.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10012,11 MINETTA STREET,MINETTA STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T22:31:31.000,02 MANHATTAN,1005420049,MANHATTAN,983893,205212,MOBILE,Unspecified,MANHATTAN,40.72993620950281,-74.00128808176443,"{'latitude': '40.72993620950281', 'longitude': '-74.00128808176443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,MINETTA LANE,AVENUE OF THE AMERICAS,MINETTA LANE,MINETTA STREET,,,,,,,,,
58955561,2023-09-28T22:08:37.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10016,560 3 AVENUE,3 AVENUE,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-29T01:15:22.000,06 MANHATTAN,1008930041,MANHATTAN,990703,211677,PHONE,Unspecified,MANHATTAN,40.74767868405495,-73.9767109092079,"{'latitude': '40.74767868405495', 'longitude': '-73.9767109092079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST 37 STREET,EAST 38 STREET,EAST   37 STREET,EAST   38 STREET,3 AVENUE,,,,,,,,,
