unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,taxi_pick_up_location,latitude,longitude,location,bbl,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date
58946168,2023-09-28T19:19:34.000,2023-09-28T19:46:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10128,225 EAST   93 STREET,EAST   93 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   93 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T19:46:45.000,08 MANHATTAN,MANHATTAN,998214,224469,PHONE,Unspecified,MANHATTAN,,40.782780741203254,-73.94957689102979,"{'latitude': '40.782780741203254', 'longitude': '-73.94957689102979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58947530,2023-09-28T19:19:04.000,2023-09-28T21:01:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,3210 ARLINGTON AVENUE,ARLINGTON AVENUE,WEST  232 STREET,WEST  235 STREET,WEST  232 STREET,WEST  235 STREET,ADDRESS,BRONX,ARLINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T21:01:23.000,08 BRONX,BRONX,1008484,261519,ONLINE,Unspecified,BRONX,,40.88445005793645,-73.9123587463983,"{'latitude': '40.88445005793645', 'longitude': '-73.9123587463983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58952196,2023-09-28T19:18:52.000,2023-09-28T19:34:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11368,108-28 49 AVENUE,49 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,ADDRESS,CORONA,49 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T19:34:50.000,04 QUEENS,QUEENS,1024451,210941,ONLINE,Unspecified,QUEENS,,40.745569527013,-73.85491778775075,"{'latitude': '40.745569527013', 'longitude': '-73.85491778775075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58947387,2023-09-28T19:18:04.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,,11215,326 7 STREET,7 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-29T00:00:00.000,06 BROOKLYN,BROOKLYN,988426,183451,UNKNOWN,Unspecified,BROOKLYN,,40.670206374976,-73.98494618382367,"{'latitude': '40.670206374976', 'longitude': '-73.98494618382367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3009990010,N/A,,,,,
58950011,2023-09-28T19:17:50.000,2023-09-28T19:34:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,131 MOORE STREET,MOORE STREET,HUMBOLDT STREET,BUSHWICK AVENUE,HUMBOLDT STREET,BUSHWICK AVENUE,ADDRESS,BROOKLYN,MOORE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T19:34:45.000,01 BROOKLYN,BROOKLYN,1000760,195750,ONLINE,Unspecified,BROOKLYN,,40.70394989326451,-73.94045394475171,"{'latitude': '40.70394989326451', 'longitude': '-73.94045394475171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58955391,2023-09-28T19:17:47.000,2023-10-03T17:08:37.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11104,43-17 48 STREET,48 STREET,43 AVENUE,QUEENS BOULEVARD,43 AVENUE,QUEENS BOULEVARD,ADDRESS,SUNNYSIDE,48 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-28T19:17:47.000,02 QUEENS,QUEENS,1007369,210445,MOBILE,Unspecified,QUEENS,,40.74426928782768,-73.91656702127406,"{'latitude': '40.74426928782768', 'longitude': '-73.91656702127406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4001390011,,,,,,
58947902,2023-09-28T19:17:22.000,2023-09-28T20:18:53.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10303,348 VAN NAME AVENUE,VAN NAME AVENUE,AVALON COURT,FOREST AVENUE,AVALON COURT,FOREST AVENUE,ADDRESS,STATEN ISLAND,VAN NAME AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T20:19:01.000,01 STATEN ISLAND,STATEN ISLAND,941406,167737,MOBILE,Unspecified,STATEN ISLAND,,40.62697223254798,-74.15434584036234,"{'latitude': '40.62697223254798', 'longitude': '-74.15434584036234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58948932,2023-09-28T19:17:08.000,2023-10-16T07:59:47.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11218,114 ALBEMARLE ROAD,ALBEMARLE ROAD,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,12 BROOKLYN,BROOKLYN,989989,174327,PHONE,Unspecified,BROOKLYN,,40.645162123509614,-73.97931958244115,"{'latitude': '40.645162123509614', 'longitude': '-73.97931958244115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3053340006,,,,,,
58952091,2023-09-28T19:17:00.000,2023-09-29T10:31:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10044,10 RIVER ROAD,RIVER ROAD,MAIN ST,BEND,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-29T10:31:00.000,08 MANHATTAN,MANHATTAN,998780,217989,ONLINE,Unspecified,MANHATTAN,,40.76499392963254,-73.94754711293618,"{'latitude': '40.76499392963254', 'longitude': '-73.94754711293618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013730001,N/A,,,,,
58955390,2023-09-28T19:16:56.000,2023-09-28T19:16:56.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11104,43-17 48 STREET,48 STREET,43 AVENUE,QUEENS BOULEVARD,43 AVENUE,QUEENS BOULEVARD,ADDRESS,SUNNYSIDE,48 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-28T19:16:56.000,02 QUEENS,QUEENS,1007369,210445,MOBILE,Unspecified,QUEENS,,40.74426928782768,-73.91656702127406,"{'latitude': '40.74426928782768', 'longitude': '-73.91656702127406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4001390011,,,,,,
58954940,2023-09-28T19:16:50.000,2023-09-28T19:51:09.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11357,15-30 PETRACCA PLACE,PETRACCA PLACE,DEAD END,20 AVENUE,DEAD END,20 AVENUE,ADDRESS,WHITESTONE,PETRACCA PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T19:51:13.000,07 QUEENS,QUEENS,1031954,224737,ONLINE,Unspecified,QUEENS,,40.78339862101712,-73.8277422136079,"{'latitude': '40.78339862101712', 'longitude': '-73.8277422136079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4041250001,,,,,,
58953003,2023-09-28T19:16:46.000,2023-10-05T08:06:06.000,DOT,Department of Transportation,Outdoor Dining,Sidewalk Zone Blocked,Sidewalk,11222,931 MANHATTAN AVENUE,MANHATTAN AVENUE,KENT STREET,JAVA STREET,KENT STREET,JAVA STREET,ADDRESS,BROOKLYN,MANHATTAN AVENUE,Closed,The Department of Transportation inspected the condition and determined that it is in compliance with its standards.,2023-10-05T08:06:11.000,01 BROOKLYN,BROOKLYN,996878,205673,ONLINE,Unspecified,BROOKLYN,,40.7311925344643,-73.95443640357773,"{'latitude': '40.7311925344643', 'longitude': '-73.95443640357773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946697,2023-09-28T19:16:21.000,2023-09-29T02:57:13.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385,88 STREET,88 STREET,88 STREET,RUTLEDGE AVENUE,88 STREET,RUTLEDGE AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T02:57:18.000,05 QUEENS,QUEENS,1022092,197581,PHONE,Unspecified,QUEENS,,40.70891003563308,-73.86350634558386,"{'latitude': '40.70891003563308', 'longitude': '-73.86350634558386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58951894,2023-09-28T19:16:10.000,2023-09-28T19:56:43.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-28T19:56:46.000,Unspecified BROOKLYN,BROOKLYN,986227,181704,MOBILE,Unspecified,BROOKLYN,,40.66541201333006,-73.99287374154318,"{'latitude': '40.66541201333006', 'longitude': '-73.99287374154318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,R,Other,,,
58954009,2023-09-28T19:15:59.000,,DOT,Department of Transportation,Street Condition,Pothole,,11357,,,,,16 ROAD,150 STREET,INTERSECTION,QUEENS,,Pending,The Department of Transportation inspected this complaint and referred it to the Arterial Division for further action.,2023-10-02T00:00:00.000,07 QUEENS,QUEENS,1035838,225270,UNKNOWN,Unspecified,QUEENS,,40.78483974370039,-73.81371314782915,"{'latitude': '40.78483974370039', 'longitude': '-73.81371314782915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58949893,2023-09-28T19:15:50.000,2023-09-28T19:47:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10451,3065 3 AVENUE,3 AVENUE,EAST  156 STREET,EAST  157 STREET,EAST  156 STREET,EAST  157 STREET,ADDRESS,BRONX,3 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T19:47:40.000,01 BRONX,BRONX,1008408,238279,ONLINE,Unspecified,BRONX,,40.8206634058518,-73.91271734170199,"{'latitude': '40.8206634058518', 'longitude': '-73.91271734170199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58950438,2023-09-28T19:15:43.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11217,716 SACKETT STREET,SACKETT STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,SACKETT STREET,In Progress,,,06 BROOKLYN,BROOKLYN,989528,186072,UNKNOWN,Unspecified,BROOKLYN,,40.67739984238101,-73.98097159669663,"{'latitude': '40.67739984238101', 'longitude': '-73.98097159669663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3009520025,,,,,,
58950439,2023-09-28T19:15:43.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11217,682 SACKETT STREET,SACKETT STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,SACKETT STREET,In Progress,,,06 BROOKLYN,BROOKLYN,989291,186191,UNKNOWN,Unspecified,BROOKLYN,,40.67772660861773,-73.98182594714243,"{'latitude': '40.67772660861773', 'longitude': '-73.98182594714243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946739,2023-09-28T19:15:43.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11217,713 SACKETT STREET,SACKETT STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,SACKETT STREET,In Progress,,,06 BROOKLYN,BROOKLYN,989613,186036,UNKNOWN,Unspecified,BROOKLYN,,40.67730097942799,-73.98066518081416,"{'latitude': '40.67730097942799', 'longitude': '-73.98066518081416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3009490056,,,,,,
58947966,2023-09-28T19:15:43.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11218,40 ARGYLE ROAD,ARGYLE ROAD,CATON AVENUE,CHURCH AVENUE,CATON AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,ARGYLE ROAD,In Progress,,,14 BROOKLYN,BROOKLYN,993204,175582,UNKNOWN,Unspecified,BROOKLYN,,40.648604160143165,-73.96773270356002,"{'latitude': '40.648604160143165', 'longitude': '-73.96773270356002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58949860,2023-09-28T19:15:31.000,2023-09-28T21:15:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,27-17 21 STREET,21 STREET,27 AVENUE,27 ROAD,27 AVENUE,27 ROAD,ADDRESS,ASTORIA,21 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T21:15:22.000,01 QUEENS,QUEENS,1004668,220464,MOBILE,Unspecified,QUEENS,,40.771775521559206,-73.92628409003693,"{'latitude': '40.771775521559206', 'longitude': '-73.92628409003693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946032,2023-09-28T19:15:12.000,2023-09-28T21:56:22.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,65-48 77 PLACE,77 PLACE,FURMANVILLE AVENUE,JUNIPER VALLEY ROAD,FURMANVILLE AVENUE,JUNIPER VALLEY ROAD,ADDRESS,MIDDLE VILLAGE,77 PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T21:56:28.000,05 QUEENS,QUEENS,1018547,200348,ONLINE,Unspecified,QUEENS,,40.71651923527516,-73.8762788180008,"{'latitude': '40.71651923527516', 'longitude': '-73.8762788180008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4030380053,,,,,,
58951116,2023-09-28T19:15:09.000,2023-09-28T19:31:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,41-53 150 STREET,150 STREET,BARCLAY AVENUE,SANFORD AVENUE,BARCLAY AVENUE,SANFORD AVENUE,ADDRESS,FLUSHING,150 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T19:31:50.000,07 QUEENS,QUEENS,1035945,216760,MOBILE,Unspecified,QUEENS,,40.76148144843988,-73.81339223052068,"{'latitude': '40.76148144843988', 'longitude': '-73.81339223052068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4050590009,,,,,,
58950847,2023-09-28T19:15:00.000,2023-09-28T19:47:57.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11238,30 MADISON STREET,MADISON STREET,CLASSON AVENUE,FRANKLIN AVENUE,CLASSON AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,MADISON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T19:48:00.000,03 BROOKLYN,BROOKLYN,995958,188435,ONLINE,Unspecified,BROOKLYN,,40.68387957110925,-73.9577858656934,"{'latitude': '40.68387957110925', 'longitude': '-73.9577858656934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946180,2023-09-28T19:14:58.000,2023-09-28T19:33:56.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,108-28 49 AVENUE,49 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,ADDRESS,CORONA,49 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T19:34:00.000,04 QUEENS,QUEENS,1024451,210941,ONLINE,Unspecified,QUEENS,,40.745569527013,-73.85491778775075,"{'latitude': '40.745569527013', 'longitude': '-73.85491778775075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58950064,2023-09-28T19:14:53.000,2023-09-28T19:33:41.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,703 WEST  180 STREET,WEST  180 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T19:33:45.000,12 MANHATTAN,MANHATTAN,1001743,248825,ONLINE,Unspecified,MANHATTAN,,40.84962483486739,-73.9367704194685,"{'latitude': '40.84962483486739', 'longitude': '-73.9367704194685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58953600,2023-09-28T19:14:39.000,2023-09-28T21:31:59.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11222,125 GREENPOINT AVENUE,GREENPOINT AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,GREENPOINT AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T21:32:04.000,01 BROOKLYN,BROOKLYN,996657,205280,ONLINE,Unspecified,BROOKLYN,,40.73011415859064,-73.95523452710721,"{'latitude': '40.73011415859064', 'longitude': '-73.95523452710721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58948546,2023-09-28T19:14:34.000,2023-09-28T19:34:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11368,108-30 49 AVENUE,49 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,ADDRESS,CORONA,49 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T19:34:35.000,04 QUEENS,QUEENS,1024462,210946,ONLINE,Unspecified,QUEENS,,40.745583200728746,-73.85487805980371,"{'latitude': '40.745583200728746', 'longitude': '-73.85487805980371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58947309,2023-09-28T19:14:26.000,2023-09-28T21:17:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11232,3906 6 AVENUE,6 AVENUE,39 STREET,40 STREET,39 STREET,40 STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T21:17:13.000,07 BROOKLYN,BROOKLYN,983742,176029,MOBILE,Unspecified,BROOKLYN,,40.64983559018456,-74.00183070010809,"{'latitude': '40.64983559018456', 'longitude': '-74.00183070010809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58953533,2023-09-28T19:14:23.000,2023-09-28T20:01:07.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11354,148-36 35 AVENUE,35 AVENUE,148 STREET,149 STREET,148 STREET,149 STREET,ADDRESS,FLUSHING,35 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T20:01:11.000,07 QUEENS,QUEENS,1034676,218587,ONLINE,Unspecified,QUEENS,,40.76650341030366,-73.81795932713746,"{'latitude': '40.76650341030366', 'longitude': '-73.81795932713746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58954939,2023-09-28T19:14:06.000,2023-09-28T19:51:56.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10462,774 LYDIG AVENUE,LYDIG AVENUE,WALLACE AVENUE,BARNES AVENUE,WALLACE AVENUE,BARNES AVENUE,ADDRESS,BRONX,LYDIG AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T19:52:00.000,11 BRONX,BRONX,1021687,250599,ONLINE,Unspecified,BRONX,,40.85443189518886,-73.86467171875933,"{'latitude': '40.85443189518886', 'longitude': '-73.86467171875933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58950881,2023-09-28T19:14:00.000,2023-10-01T09:45:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10462,869 MORRIS PARK AVENUE,MORRIS PARK AVENUE,DELANCEY PL,BRONXDALE AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-10-01T09:45:00.000,11 BRONX,BRONX,1023044,247739,ONLINE,Unspecified,BRONX,,40.84657619381181,-73.85978295534096,"{'latitude': '40.84657619381181', 'longitude': '-73.85978295534096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2040560001,,,,,,
58945952,2023-09-28T19:14:00.000,2023-09-28T19:14:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11205,33 FRANKLIN AVENUE,FRANKLIN AVENUE,FLUSHING AVE,PARK AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T19:14:00.000,03 BROOKLYN,BROOKLYN,995695,193604,PHONE,Unspecified,BROOKLYN,,40.69806762687695,-73.95872535155297,"{'latitude': '40.69806762687695', 'longitude': '-73.95872535155297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3018850023,,,,,,
58955131,2023-09-28T19:13:44.000,2023-09-29T20:06:42.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10461,2805 ST THERESA AVENUE,ST THERESA AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,10 BRONX,BRONX,1029746,248877,ONLINE,Unspecified,BRONX,,40.8496676742776,-73.83555157557247,"{'latitude': '40.8496676742776', 'longitude': '-73.83555157557247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2042300001,,,,,,
58953846,2023-09-28T19:13:44.000,2023-09-29T20:06:42.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10461,2805 ST THERESA AVENUE,ST THERESA AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,10 BRONX,BRONX,1029746,248877,ONLINE,Unspecified,BRONX,,40.8496676742776,-73.83555157557247,"{'latitude': '40.8496676742776', 'longitude': '-73.83555157557247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2042300001,,,,,,
58950989,2023-09-28T19:13:41.000,2023-09-28T19:32:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11360,211-76 23 AVENUE,23 AVENUE,211 STREET,212 STREET,211 STREET,212 STREET,ADDRESS,BAYSIDE,23 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T19:32:45.000,07 QUEENS,QUEENS,1045537,223862,ONLINE,Unspecified,QUEENS,,40.780913234951775,-73.77870255483766,"{'latitude': '40.780913234951775', 'longitude': '-73.77870255483766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4059000050,,,,,,
58953675,2023-09-28T19:13:36.000,2023-09-28T19:38:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,1489 SHORE PARKWAY,SHORE PARKWAY,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,SHORE PARKWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T19:38:55.000,11 BROOKLYN,BROOKLYN,983010,157077,ONLINE,Unspecified,BROOKLYN,,40.597816245791016,-74.00446515664832,"{'latitude': '40.597816245791016', 'longitude': '-74.00446515664832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3064890001,,,,,,
58947250,2023-09-28T19:13:35.000,2023-09-28T23:06:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,1479 53 STREET,53 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,53 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T23:06:04.000,12 BROOKLYN,BROOKLYN,986836,168993,PHONE,Unspecified,BROOKLYN,,40.63052291377585,-73.99068342421481,"{'latitude': '40.63052291377585', 'longitude': '-73.99068342421481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3056640043,,,,,,
58949689,2023-09-28T19:13:22.000,2023-09-28T22:32:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10452,54 FEATHERBED LANE,FEATHERBED LANE,INWOOD AVENUE,BEND,INWOOD AVENUE,BEND,ADDRESS,BRONX,FEATHERBED LANE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T22:32:48.000,05 BRONX,BRONX,1007462,247388,MOBILE,Unspecified,BRONX,,40.84566751269749,-73.91610370963573,"{'latitude': '40.84566751269749', 'longitude': '-73.91610370963573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946382,2023-09-28T19:13:02.000,2023-09-28T19:32:45.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,703 WEST  180 STREET,WEST  180 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T19:32:50.000,12 MANHATTAN,MANHATTAN,1001743,248825,ONLINE,Unspecified,MANHATTAN,,40.84962483486739,-73.9367704194685,"{'latitude': '40.84962483486739', 'longitude': '-73.9367704194685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021760144,,,,,,
58947962,2023-09-28T19:12:43.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11217,682 SACKETT STREET,SACKETT STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,SACKETT STREET,In Progress,,,06 BROOKLYN,BROOKLYN,989291,186191,UNKNOWN,Unspecified,BROOKLYN,,40.67772660861773,-73.98182594714243,"{'latitude': '40.67772660861773', 'longitude': '-73.98182594714243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
