unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58801969,2023-09-13T15:16:06.000,2023-09-16T17:08:14.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11421,74-03 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,,,,,ADDRESS,WOODHAVEN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-16T00:00:00.000,09 QUEENS,4089440048,QUEENS,1021193,189484,PHONE,Unspecified,QUEENS,40.68668948150508,-73.86679338728624,"{'latitude': '40.68668948150508', 'longitude': '-73.86679338728624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808323,2023-09-13T15:16:03.000,2023-09-13T16:15:34.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10034,286 DYCKMAN STREET,DYCKMAN STREET,PAYSON AVENUE,HENSHAW STREET,PAYSON AVENUE,HENSHAW STREET,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T16:15:37.000,12 MANHATTAN,,MANHATTAN,1003827,255209,ONLINE,Unspecified,MANHATTAN,40.8671426197578,-73.92921902416947,"{'latitude': '40.8671426197578', 'longitude': '-73.92921902416947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809211,2023-09-13T15:16:02.000,2023-09-14T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11230,311 WALSH COURT,WALSH COURT,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-14T00:00:00.000,14 BROOKLYN,3065010057,BROOKLYN,991438,168107,UNKNOWN,Unspecified,BROOKLYN,40.62808849186414,-73.97410475449423,"{'latitude': '40.62808849186414', 'longitude': '-73.97410475449423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804751,2023-09-13T15:15:51.000,2023-09-13T22:49:38.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385,57-09 CATALPA AVENUE,CATALPA AVENUE,SENECA AVENUE,ONDERDONK AVENUE,SENECA AVENUE,ONDERDONK AVENUE,ADDRESS,RIDGEWOOD,CATALPA AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T22:49:41.000,05 QUEENS,4034650040,QUEENS,1010886,194646,PHONE,Unspecified,QUEENS,40.700894986957884,-73.90393723536528,"{'latitude': '40.700894986957884', 'longitude': '-73.90393723536528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801275,2023-09-13T15:15:36.000,2023-09-22T12:30:41.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,11211,373 SOUTH    2 STREET,SOUTH    2 STREET,KEAP STREET,HOOPER STREET,KEAP STREET,HOOPER STREET,ADDRESS,BROOKLYN,SOUTH    2 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-22T12:30:44.000,01 BROOKLYN,3024120025,BROOKLYN,997365,197897,PHONE,Unspecified,BROOKLYN,40.70984858359541,-73.95269439127806,"{'latitude': '40.70984858359541', 'longitude': '-73.95269439127806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802300,2023-09-13T15:15:21.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11101,10-39 47 ROAD,47 ROAD,VERNON BOULEVARD,11 STREET,VERNON BOULEVARD,11 STREET,ADDRESS,LONG ISLAND CITY,47 ROAD,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-13T16:37:21.000,02 QUEENS,4000460016,QUEENS,997435,210565,ONLINE,Unspecified,QUEENS,40.74461904834923,-73.95241708173081,"{'latitude': '40.74461904834923', 'longitude': '-73.95241708173081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809441,2023-09-13T15:14:48.000,2023-09-13T17:39:06.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11203,958 NEW YORK AVENUE,NEW YORK AVENUE,CHURCH AVENUE,SNYDER AVENUE,CHURCH AVENUE,SNYDER AVENUE,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T17:39:10.000,17 BROOKLYN,3048860024,BROOKLYN,999072,176096,PHONE,Unspecified,BROOKLYN,40.650007101377575,-73.94658521961377,"{'latitude': '40.650007101377575', 'longitude': '-73.94658521961377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809340,2023-09-13T15:14:37.000,2023-09-13T16:32:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,28-10 JACKSON AVENUE,JACKSON AVENUE,ORCHARD STREET,QUEENS PLAZA SOUTH,ORCHARD STREET,QUEENS PLAZA SOUTH,ADDRESS,LONG ISLAND CITY,JACKSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T16:32:53.000,02 QUEENS,4002640001,QUEENS,1001276,211978,MOBILE,Unspecified,QUEENS,40.74849081688869,-73.93855184851218,"{'latitude': '40.74849081688869', 'longitude': '-73.93855184851218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802211,2023-09-13T15:14:32.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Broken Glass,Park,11356,14-40 136 STREET,136 STREET,14 AVENUE,DEAD END,14 AVENUE,DEAD END,ADDRESS,COLLEGE POINT,136 STREET,Unspecified,,,07 QUEENS,4041030019,QUEENS,1030614,225338,PHONE,Unspecified,QUEENS,40.78505533396379,-73.83257675566568,"{'latitude': '40.78505533396379', 'longitude': '-73.83257675566568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806392,2023-09-13T15:14:18.000,2023-09-18T12:44:38.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10026,162 LENOX AVENUE,LENOX AVENUE,WEST  118 STREET,WEST  119 STREET,WEST  118 STREET,WEST  119 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-14T06:36:21.000,10 MANHATTAN,1017170002,MANHATTAN,998476,232007,ONLINE,Unspecified,MANHATTAN,40.803470093845725,-73.94861485904825,"{'latitude': '40.803470093845725', 'longitude': '-73.94861485904825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802779,2023-09-13T15:14:17.000,2023-09-13T18:47:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,147 PRINCE STREET,PRINCE STREET,FAIR STREET,FLATBUSH AVENUE EXTENSION,FAIR STREET,FLATBUSH AVENUE EXTENSION,ADDRESS,BROOKLYN,PRINCE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T18:47:23.000,02 BROOKLYN,3020620006,BROOKLYN,989094,191627,MOBILE,Unspecified,BROOKLYN,40.69264729589128,-73.98253227283492,"{'latitude': '40.69264729589128', 'longitude': '-73.98253227283492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802736,2023-09-13T15:14:08.000,2023-09-13T17:50:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,728 53 STREET,53 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,53 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T17:50:10.000,07 BROOKLYN,3008180019,BROOKLYN,982336,172552,MOBILE,Unspecified,BROOKLYN,40.64029178254607,-74.00689657254624,"{'latitude': '40.64029178254607', 'longitude': '-74.00689657254624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800342,2023-09-13T15:14:01.000,2023-09-13T22:23:11.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11367,156-10 65 AVENUE,65 AVENUE,156 STREET,157 STREET,156 STREET,157 STREET,ADDRESS,FLUSHING,65 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T22:23:15.000,08 QUEENS,4067470075,QUEENS,1036298,207860,PHONE,Unspecified,QUEENS,40.73705117679519,-73.8121868628186,"{'latitude': '40.73705117679519', 'longitude': '-73.8121868628186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803936,2023-09-13T15:13:51.000,2023-09-14T14:01:23.000,DSNY,Department of Sanitation,Dirty Condition,Broken Glass,Alley,11435,145-57 LAKEWOOD AVENUE,LAKEWOOD AVENUE,PRINCETON STREET,LIVERPOOL STREET,PRINCETON STREET,LIVERPOOL STREET,ADDRESS,JAMAICA,LAKEWOOD AVENUE,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-14T14:01:26.000,12 QUEENS,4100840023,QUEENS,1039088,191147,ONLINE,Unspecified,QUEENS,40.69116124077922,-73.80225543344415,"{'latitude': '40.69116124077922', 'longitude': '-73.80225543344415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806775,2023-09-13T15:13:50.000,2023-09-13T17:47:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,242 HERZL STREET,HERZL STREET,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,HERZL STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T17:47:40.000,16 BROOKLYN,3035550040,BROOKLYN,1008056,181239,PHONE,Unspecified,BROOKLYN,40.66410390803889,-73.9141909919728,"{'latitude': '40.66410390803889', 'longitude': '-73.9141909919728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801927,2023-09-13T15:13:46.000,2023-09-14T08:37:16.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11218,10 STRATFORD ROAD,STRATFORD ROAD,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-14T00:00:00.000,14 BROOKLYN,3050710006,BROOKLYN,992686,175530,ONLINE,Unspecified,BROOKLYN,40.648461940001475,-73.96959947153924,"{'latitude': '40.648461940001475', 'longitude': '-73.96959947153924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802003,2023-09-13T15:13:43.000,2023-09-14T07:30:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807069,2023-09-13T15:13:43.000,2023-09-14T07:30:11.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-14T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803728,2023-09-13T15:13:33.000,2023-09-22T13:09:43.000,DSNY,Department of Sanitation,Illegal Posting,Flyer or Handbill,Sidewalk,10463,3503 JOHNSON AVENUE,JOHNSON AVENUE,WEST  235 STREET,WEST  236 STREET,WEST  235 STREET,WEST  236 STREET,ADDRESS,BRONX,JOHNSON AVENUE,Closed,The Department of Sanitation observed illegal postings at the location. The Department will issue a Summons to the responsible party once it is identified.,2023-09-22T13:09:47.000,08 BRONX,2057940509,BRONX,1009152,262021,ONLINE,Unspecified,BRONX,40.885826030347374,-73.90994108736612,"{'latitude': '40.885826030347374', 'longitude': '-73.90994108736612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800908,2023-09-13T15:13:31.000,2023-11-01T11:56:20.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10014,180 WEST HOUSTON STREET,WEST HOUSTON STREET,AVENUE OF THE AMERICAS,VARICK STREET,AVENUE OF THE AMERICAS,VARICK STREET,ADDRESS,NEW YORK,WEST HOUSTON STREET,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-11-01T11:56:25.000,02 MANHATTAN,1005280001,MANHATTAN,983292,204665,ONLINE,Unspecified,MANHATTAN,40.728434783463726,-74.00345645526072,"{'latitude': '40.728434783463726', 'longitude': '-74.00345645526072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800808,2023-09-13T15:13:01.000,2023-10-30T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11374,97-40 64 AVENUE,64 AVENUE,,,,,ADDRESS,REGO PARK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-30T00:00:00.000,06 QUEENS,4020917501,QUEENS,1023150,205243,UNKNOWN,Unspecified,QUEENS,40.729935766344944,-73.85964593350003,"{'latitude': '40.729935766344944', 'longitude': '-73.85964593350003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803609,2023-09-13T15:12:40.000,2023-09-20T16:16:50.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11360,216-15 27 AVENUE,27 AVENUE,216 STREET,26 AVENUE,216 STREET,26 AVENUE,ADDRESS,BAYSIDE,27 AVENUE,Closed,This request required re-assignment to a new DOT unit.,2023-09-20T16:16:56.000,11 QUEENS,4060050023,QUEENS,1047623,223254,PHONE,Unspecified,QUEENS,40.77922973093046,-73.7711761147488,"{'latitude': '40.77922973093046', 'longitude': '-73.7711761147488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800205,2023-09-13T15:12:39.000,2023-09-13T19:18:41.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11201,140 CADMAN PLAZA WEST,CADMAN PLAZA WEST,BROOKLYN BRIDGE EXIT RAMP,MIDDAGH STREET,BROOKLYN BRIDGE EXIT RAMP,MIDDAGH STREET,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T19:18:46.000,02 BROOKLYN,3002120001,BROOKLYN,986751,194303,MOBILE,Unspecified,BROOKLYN,40.69999326625277,-73.99098026441446,"{'latitude': '40.69999326625277', 'longitude': '-73.99098026441446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804664,2023-09-13T15:12:37.000,2023-09-25T07:44:45.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11413,137-44 224 STREET,224 STREET,,,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,13 QUEENS,4131290053,QUEENS,1054058,184823,PHONE,Unspecified,QUEENS,40.673697955482254,-73.74833973762122,"{'latitude': '40.673697955482254', 'longitude': '-73.74833973762122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801865,2023-09-13T15:12:36.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11369,32-43 107 STREET,107 STREET,,,,,ADDRESS,EAST ELMHURST,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,03 QUEENS,4017020077,QUEENS,1022453,215808,PHONE,Unspecified,QUEENS,40.75893705018619,-73.86210074771323,"{'latitude': '40.75893705018619', 'longitude': '-73.86210074771323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809984,2023-09-13T15:12:34.000,2023-09-20T09:18:32.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11213,1120 ST JOHNS PLACE,ST JOHNS PLACE,KINGSTON AVENUE,HAMPTON PLACE,KINGSTON AVENUE,HAMPTON PLACE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-20T05:18:35.000,08 BROOKLYN,3012580016,BROOKLYN,1000547,183794,PHONE,Unspecified,BROOKLYN,40.6711338180509,-73.94125108456916,"{'latitude': '40.6711338180509', 'longitude': '-73.94125108456916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810122,2023-09-13T15:12:33.000,2023-10-23T12:02:57.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,11235,760 ORIENTAL BOULEVARD,ORIENTAL BOULEVARD,HASTINGS STREET,MANHATTAN BEACH PROMENADE,HASTINGS STREET,MANHATTAN BEACH PROMENADE,ADDRESS,BROOKLYN,ORIENTAL BOULEVARD,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-23T12:03:00.000,15 BROOKLYN,3087600485,BROOKLYN,999793,149806,PHONE,Unspecified,BROOKLYN,40.57784526230184,-73.94404743329734,"{'latitude': '40.57784526230184', 'longitude': '-73.94404743329734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801656,2023-09-13T15:12:33.000,2023-09-13T15:59:27.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11228,12 AVENUE,12 AVENUE,73 STREET,74 STREET,73 STREET,74 STREET,BLOCKFACE,,,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-13T15:59:30.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
58807335,2023-09-13T15:12:02.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11361,42-43 202 STREET,202 STREET,42 AVENUE,43 AVENUE,42 AVENUE,43 AVENUE,ADDRESS,BAYSIDE,202 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-14T07:12:27.000,11 QUEENS,4062600044,QUEENS,1044691,215966,PHONE,Unspecified,QUEENS,40.759246664125676,-73.78182832174208,"{'latitude': '40.759246664125676', 'longitude': '-73.78182832174208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801854,2023-09-13T15:11:52.000,2023-09-13T15:53:06.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,306 WEST   54 STREET,WEST   54 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-13T15:53:10.000,04 MANHATTAN,1010440038,MANHATTAN,988451,217993,ONLINE,Unspecified,MANHATTAN,40.76501585078629,-73.98483450522959,"{'latitude': '40.76501585078629', 'longitude': '-73.98483450522959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808217,2023-09-13T15:11:38.000,2023-09-13T16:43:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,5 WEST  123 STREET,WEST  123 STREET,MOUNT MORRIS PARK WEST,LENOX AVENUE,MOUNT MORRIS PARK WEST,LENOX AVENUE,ADDRESS,NEW YORK,WEST  123 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-13T16:43:41.000,10 MANHATTAN,1017210050,MANHATTAN,999461,232888,ONLINE,Unspecified,MANHATTAN,40.805886555178425,-73.94505498651843,"{'latitude': '40.805886555178425', 'longitude': '-73.94505498651843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802263,2023-09-13T15:11:11.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10023,155 WEST   66 STREET,WEST   66 STREET,BROADWAY,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   66 STREET,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:20:53.000,07 MANHATTAN,1011387503,MANHATTAN,988827,221418,PHONE,Unspecified,MANHATTAN,40.7744163975954,-73.98347482308151,"{'latitude': '40.7744163975954', 'longitude': '-73.98347482308151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"155 WEST   66 STREET, MANHATTAN (NEW YORK), NY, 10023",,,,,
58800155,2023-09-13T15:10:36.000,2023-09-13T16:19:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,2-24 51 AVENUE,51 AVENUE,2 STREET,5 STREET,2 STREET,5 STREET,ADDRESS,LONG ISLAND CITY,51 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T16:19:50.000,02 QUEENS,4000150010,QUEENS,995799,209900,MOBILE,Unspecified,QUEENS,40.74279607758023,-73.95832232988253,"{'latitude': '40.74279607758023', 'longitude': '-73.95832232988253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804923,2023-09-13T15:10:28.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11372,93-11 34 AVENUE,34 AVENUE,93 STREET,94 STREET,93 STREET,94 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,In Progress,,,03 QUEENS,4014410015,QUEENS,1018991,214309,PHONE,Unspecified,QUEENS,40.75483696285618,-73.8746050649676,"{'latitude': '40.75483696285618', 'longitude': '-73.8746050649676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805480,2023-09-13T15:10:24.000,2023-09-13T18:23:22.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11204,21 AVENUE,21 AVENUE,21 AVENUE,66 STREET,21 AVENUE,66 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T18:23:26.000,11 BROOKLYN,,BROOKLYN,988613,163188,ONLINE,Unspecified,BROOKLYN,40.61458870475616,-73.9842851827126,"{'latitude': '40.61458870475616', 'longitude': '-73.9842851827126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806595,2023-09-13T15:09:59.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11435,145-57 LAKEWOOD AVENUE,LAKEWOOD AVENUE,,,,,ADDRESS,JAMAICA,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T00:00:00.000,12 QUEENS,4100840023,QUEENS,1039088,191147,UNKNOWN,Unspecified,QUEENS,40.69116124077922,-73.80225543344415,"{'latitude': '40.69116124077922', 'longitude': '-73.80225543344415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58806731,2023-09-13T15:09:59.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),,10452,97 WEST  169 STREET,WEST  169 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-18T00:00:00.000,04 BRONX,,BRONX,1005507,245153,UNKNOWN,Unspecified,BRONX,40.8395380162751,-73.92317684444384,"{'latitude': '40.8395380162751', 'longitude': '-73.92317684444384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800249,2023-09-13T15:09:51.000,2023-09-13T18:17:19.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11694,319 BEACH   98 STREET,BEACH   98 STREET,BEACH   98 STREET,CROSS BAY BRIDGE EXIT RAMP,BEACH   98 STREET,CROSS BAY BRIDGE EXIT RAMP,ADDRESS,FAR ROCKAWAY,BEACH   98 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T18:17:22.000,14 QUEENS,4161550021,QUEENS,1033949,152893,PHONE,Unspecified,QUEENS,40.58619276761603,-73.82106826587149,"{'latitude': '40.58619276761603', 'longitude': '-73.82106826587149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804467,2023-09-13T15:09:40.000,2023-09-24T16:14:16.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10456,601 EAST  167 STREET,EAST  167 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,03 BRONX,2026140056,BRONX,1010775,241101,PHONE,Unspecified,BRONX,40.828402199245986,-73.90415424045243,"{'latitude': '40.828402199245986', 'longitude': '-73.90415424045243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
