unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough,road_ramp,due_date
58971145,2023-09-30T20:31:16.000,2023-09-30T21:57:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,155 RIVINGTON STREET,RIVINGTON STREET,SUFFOLK STREET,CLINTON STREET,SUFFOLK STREET,CLINTON STREET,ADDRESS,NEW YORK,RIVINGTON STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-30T21:57:15.000,03 MANHATTAN,1003480017,MANHATTAN,988270,201302,MOBILE,Unspecified,MANHATTAN,40.719203301832806,-73.98549788558125,"{'latitude': '40.719203301832806', 'longitude': '-73.98549788558125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976914,2023-09-30T20:31:10.000,2023-09-30T21:06:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11235,311 RIEGELMANN BOARDWALK,RIEGELMANN BOARDWALK,BRIGHTON    2 STREET,BRIGHTON    4 STREET,BRIGHTON    2 STREET,BRIGHTON    4 STREET,ADDRESS,BROOKLYN,BOARDWALK EAST,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T21:06:49.000,13 BROOKLYN,3086870020,BROOKLYN,994160,148709,MOBILE,Unspecified,BROOKLYN,40.574842299501185,-73.96432702924221,"{'latitude': '40.574842299501185', 'longitude': '-73.96432702924221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977403,2023-09-30T20:30:56.000,2023-10-01T18:11:12.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11224,2980 WEST   28 STREET,WEST   28 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,PHONE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971112,2023-09-30T20:30:39.000,2023-09-30T21:27:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,3890 SEDGWICK AVENUE,SEDGWICK AVENUE,STEVENSON PLACE,STEVENSON PLACE,STEVENSON PLACE,STEVENSON PLACE,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T21:27:21.000,08 BRONX,2032460080,BRONX,1013719,260917,ONLINE,Unspecified,BRONX,40.88278182885616,-73.89342925220475,"{'latitude': '40.88278182885616', 'longitude': '-73.89342925220475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59438627,2023-09-30T20:30:37.000,2023-09-30T21:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11223,2302 WEST   11 STREET,WEST   11 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,WEST   11 STREET,Closed,,2023-09-30T21:40:00.000,13 BROOKLYN,3071620008,BROOKLYN,989440,154737,ONLINE,Unspecified,BROOKLYN,40.591391983823506,-73.98131295668487,"{'latitude': '40.591391983823506', 'longitude': '-73.98131295668487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969389,2023-09-30T20:30:29.000,2023-10-07T10:23:33.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11210,1529 BROOKLYN AVENUE,BROOKLYN AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,BROOKLYN AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-07T10:23:37.000,17 BROOKLYN,3050110031,BROOKLYN,1000307,170900,PHONE,Unspecified,BROOKLYN,40.6357430480848,-73.94214695664769,"{'latitude': '40.6357430480848', 'longitude': '-73.94214695664769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974216,2023-09-30T20:30:28.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10025,BROADWAY,BROADWAY,BROADWAY,WEST   98 STREET,BROADWAY,WEST 98 STREET,INTERSECTION,MANHATTAN,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-10-01T01:37:50.000,07 MANHATTAN,,MANHATTAN,992327,229267,PHONE,Unspecified,MANHATTAN,40.79595730280253,-73.97082869895915,"{'latitude': '40.79595730280253', 'longitude': '-73.97082869895915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977337,2023-09-30T20:30:25.000,2023-09-30T21:34:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455,751 EAST  147 STREET,EAST  147 STREET,CONCORD AVENUE,WALES AVENUE,CONCORD AVENUE,WALES AVENUE,ADDRESS,BRONX,EAST  147 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T21:34:49.000,01 BRONX,2025800042,BRONX,1009723,234924,ONLINE,Unspecified,BRONX,40.81145118163981,-73.90797899449959,"{'latitude': '40.81145118163981', 'longitude': '-73.90797899449959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976900,2023-09-30T20:30:10.000,2023-09-30T22:32:34.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11101,38-58 11 STREET,11 STREET,38 AVENUE,40 AVENUE,38 AVENUE,40 AVENUE,ADDRESS,LONG ISLAND CITY,11 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T22:32:38.000,01 QUEENS,4004740055,QUEENS,1000312,215455,MOBILE,Unspecified,QUEENS,40.75803610152529,-73.94202269250923,"{'latitude': '40.75803610152529', 'longitude': '-73.94202269250923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974616,2023-09-30T20:30:02.000,2023-09-30T20:31:06.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T20:31:08.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968905,2023-09-30T20:30:01.000,2023-10-01T18:11:13.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11224,2970 WEST   27 STREET,WEST   27 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,986240,148216,ONLINE,Unspecified,BROOKLYN,40.573494426424446,-73.99283675303543,"{'latitude': '40.573494426424446', 'longitude': '-73.99283675303543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970308,2023-09-30T20:29:58.000,2023-10-08T15:40:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11220,5608 6 AVENUE,6 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,07 BROOKLYN,3008400040,BROOKLYN,980992,172557,PHONE,Unspecified,BROOKLYN,40.64030511406781,-74.01173930924179,"{'latitude': '40.64030511406781', 'longitude': '-74.01173930924179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971508,2023-09-30T20:29:58.000,2023-10-08T15:40:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11220,5608 6 AVENUE,6 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,07 BROOKLYN,3008400040,BROOKLYN,980992,172557,PHONE,Unspecified,BROOKLYN,40.64030511406781,-74.01173930924179,"{'latitude': '40.64030511406781', 'longitude': '-74.01173930924179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968964,2023-09-30T20:29:55.000,2023-10-02T16:58:14.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11214,2409 84 STREET,84 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,11 BROOKLYN,3068540070,BROOKLYN,987659,157925,ONLINE,Unspecified,BROOKLYN,40.600143265290576,-73.98772399228478,"{'latitude': '40.600143265290576', 'longitude': '-73.98772399228478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976961,2023-09-30T20:29:44.000,2023-09-30T21:38:11.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,97-10 41 AVENUE,41 AVENUE,97 PLACE,98 STREET,97 PLACE,98 STREET,ADDRESS,CORONA,41 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T21:38:15.000,04 QUEENS,4016140007,QUEENS,1021113,211626,PHONE,Unspecified,QUEENS,40.74746422239176,-73.86696059040632,"{'latitude': '40.74746422239176', 'longitude': '-73.86696059040632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973059,2023-09-30T20:29:39.000,2023-10-07T13:43:59.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11217,396 BUTLER STREET,BUTLER STREET,4 AVENUE,GREGORY PLACE,4 AVENUE,GREGORY PLACE,ADDRESS,BROOKLYN,BUTLER STREET,Closed,The Department of Sanitation collected the requested items.,2023-10-04T12:22:32.000,06 BROOKLYN,3009430139,BROOKLYN,989764,186833,ONLINE,Unspecified,BROOKLYN,40.6794884712744,-73.9801201398286,"{'latitude': '40.6794884712744', 'longitude': '-73.9801201398286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972296,2023-09-30T20:29:30.000,2023-09-30T20:31:57.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11220,4715 FIFTH AVENUE,FIFTH AVENUE,47 STREET,48 STREET,47 STREET,48 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-30T20:31:59.000,07 BROOKLYN,3007660103,BROOKLYN,981834,174866,MOBILE,Unspecified,BROOKLYN,40.646643092071336,-74.008706220152,"{'latitude': '40.646643092071336', 'longitude': '-74.008706220152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446666,2023-09-30T20:29:29.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,Building-Wide,11224,2727 SURF AVENUE,SURF AVENUE,WEST   27 STREET,WEST   28 STREET,WEST   27 STREET,WEST   28 STREET,ADDRESS,BROOKLYN,SURF AVENUE,Closed,,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,986159,148088,ONLINE,Unspecified,BROOKLYN,40.573143109292104,-73.99312835852709,"{'latitude': '40.573143109292104', 'longitude': '-73.99312835852709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973054,2023-09-30T20:29:26.000,2023-10-03T14:38:08.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11385,1833 PALMETTO STREET,PALMETTO STREET,MYRTLE AVENUE LINE,ONDERDONK AVENUE,MYRTLE AVENUE LINE,ONDERDONK AVENUE,ADDRESS,RIDGEWOOD,PALMETTO STREET,Closed,The Department of Sanitation cleaned the location.,2023-10-02T12:29:29.000,05 QUEENS,4034550032,QUEENS,1010028,195582,ONLINE,Unspecified,QUEENS,40.70346662707825,-73.90702802818255,"{'latitude': '40.70346662707825', 'longitude': '-73.90702802818255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968468,2023-09-30T20:29:16.000,2023-10-01T00:53:39.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11418,87-19 129 STREET,129 STREET,JAMAICA AVENUE,87 ROAD,JAMAICA AVENUE,87 ROAD,ADDRESS,RICHMOND HILL,129 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T00:53:43.000,09 QUEENS,4093370072,QUEENS,1033291,194758,PHONE,Unspecified,QUEENS,40.701106597037935,-73.82313293097259,"{'latitude': '40.701106597037935', 'longitude': '-73.82313293097259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971735,2023-09-30T20:29:10.000,2023-10-01T02:27:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,135 STREET,135 STREET,105 AVENUE,107 AVENUE,105 AVENUE,107 AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T02:27:55.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,
58969548,2023-09-30T20:29:00.000,2023-10-01T10:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11691,24-07 MOTT AVENUE,MOTT AVENUE,BAY 24 ST,BAY 25 ST,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-10-01T10:55:00.000,14 QUEENS,4156910033,QUEENS,1050166,160622,ONLINE,Unspecified,QUEENS,40.607301477114746,-73.76260690104166,"{'latitude': '40.607301477114746', 'longitude': '-73.76260690104166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976924,2023-09-30T20:28:26.000,2023-09-30T22:09:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,3215 NETHERLAND AVENUE,NETHERLAND AVENUE,WEST  232 STREET,WEST  235 STREET,WEST  232 STREET,WEST  235 STREET,ADDRESS,BRONX,NETHERLAND AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T22:09:30.000,08 BRONX,2057880119,BRONX,1008725,261417,ONLINE,Unspecified,BRONX,40.88416943488641,-73.91148755323957,"{'latitude': '40.88416943488641', 'longitude': '-73.91148755323957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973884,2023-09-30T20:28:05.000,2023-10-01T18:11:13.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11224,2980 WEST   28 STREET,WEST   28 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,PHONE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976695,2023-09-30T20:27:54.000,2023-09-30T23:55:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10467,891 BURKE AVENUE,BURKE AVENUE,MATTHEWS AVENUE,BRONXWOOD AVENUE,MATTHEWS AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,BURKE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T23:55:06.000,12 BRONX,,BRONX,1022524,256764,PHONE,Unspecified,BRONX,40.87134934781702,-73.86161090625455,"{'latitude': '40.87134934781702', 'longitude': '-73.86161090625455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969882,2023-09-30T20:27:35.000,2023-09-30T20:38:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10026,92 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  114 STREET,WEST  115 STREET,WEST  114 STREET,WEST  115 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T20:38:20.000,10 MANHATTAN,1018240055,MANHATTAN,997382,231508,ONLINE,Unspecified,MANHATTAN,40.802102169601845,-73.9525674259727,"{'latitude': '40.802102169601845', 'longitude': '-73.9525674259727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59460930,2023-09-30T20:27:29.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11214,2409 84 STREET,84 STREET,24 AVENUE,25 AVENUE,24 AVENUE,25 AVENUE,ADDRESS,BROOKLYN,84 STREET,Closed,,2023-10-02T00:00:00.000,11 BROOKLYN,3068540070,BROOKLYN,987659,157925,ONLINE,Unspecified,BROOKLYN,40.600143265290576,-73.98772399228478,"{'latitude': '40.600143265290576', 'longitude': '-73.98772399228478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972571,2023-09-30T20:27:27.000,2023-09-30T21:04:43.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10468,2349 ANDREWS AVENUE,ANDREWS AVENUE,WEST  183 STREET,WEST FORDHAM ROAD,WEST  183 STREET,WEST FORDHAM ROAD,ADDRESS,BRONX,ANDREWS AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T21:04:48.000,07 BRONX,2032250227,BRONX,1010094,253463,ONLINE,Unspecified,BRONX,40.862334257971206,-73.90656732760742,"{'latitude': '40.862334257971206', 'longitude': '-73.90656732760742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446668,2023-09-30T20:27:10.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,Building-Wide,11224,2980 WEST   28 STREET,WEST   28 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,WEST   28 STREET,Closed,,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,PHONE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970838,2023-09-30T20:27:09.000,2023-09-30T21:49:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,90-34 51 AVENUE,51 AVENUE,90 STREET,92 STREET,90 STREET,92 STREET,ADDRESS,ELMHURST,51 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T21:49:50.000,04 QUEENS,4018530024,QUEENS,1019264,208751,ONLINE,Unspecified,QUEENS,40.739580588222374,-73.87364863054813,"{'latitude': '40.739580588222374', 'longitude': '-73.87364863054813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59455987,2023-09-30T20:27:08.000,2023-10-01T10:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11691,24-07 MOTT AVENUE,MOTT AVENUE,BAY   24 STREET,BAY   25 STREET,BAY   24 STREET,BAY   25 STREET,ADDRESS,FAR ROCKAWAY,MOTT AVENUE,Closed,,2023-10-01T10:55:00.000,14 QUEENS,4156910033,QUEENS,1050166,160622,ONLINE,Unspecified,QUEENS,40.607301477114746,-73.76260690104166,"{'latitude': '40.607301477114746', 'longitude': '-73.76260690104166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975257,2023-09-30T20:27:07.000,2023-10-01T08:22:18.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,90-32 78 STREET,78 STREET,90 ROAD,91 AVENUE,90 ROAD,91 AVENUE,ADDRESS,WOODHAVEN,78 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-10-01T08:22:21.000,09 QUEENS,4089560019,QUEENS,1022319,189589,MOBILE,Unspecified,QUEENS,40.686972910667755,-73.86273274463348,"{'latitude': '40.686972910667755', 'longitude': '-73.86273274463348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972251,2023-09-30T20:27:00.000,2023-10-01T17:05:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10025,2929 BROADWAY,BROADWAY,114 ST W,115 ST W,,,ADDRESS,NEW YORK,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-01T17:05:00.000,09 MANHATTAN,1018960023,MANHATTAN,994030,233277,UNKNOWN,Unspecified,MANHATTAN,40.806961933681436,-73.96467221792632,"{'latitude': '40.806961933681436', 'longitude': '-73.96467221792632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975143,2023-09-30T20:26:59.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11220,5608 6 AVENUE,6 AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,07 BROOKLYN,3008400040,BROOKLYN,980992,172557,PHONE,Unspecified,BROOKLYN,40.64030511406781,-74.01173930924179,"{'latitude': '40.64030511406781', 'longitude': '-74.01173930924179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970003,2023-09-30T20:26:55.000,2023-09-30T20:52:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,875 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST  103 STREET,WEST  104 STREET,WEST  103 STREET,WEST  104 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T20:52:28.000,07 MANHATTAN,1018360001,MANHATTAN,994148,229772,ONLINE,Unspecified,MANHATTAN,40.79734153843309,-73.96425113973666,"{'latitude': '40.79734153843309', 'longitude': '-73.96425113973666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971283,2023-09-30T20:26:50.000,2023-09-30T20:54:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,25 PARADE PLACE,PARADE PLACE,WOODRUFF AVENUE,CROOKE AVENUE,WOODRUFF AVENUE,CROOKE AVENUE,ADDRESS,BROOKLYN,PARADE PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T20:54:37.000,14 BROOKLYN,3050580007,BROOKLYN,993777,176961,MOBILE,Unspecified,BROOKLYN,40.652388617370235,-73.96566585079294,"{'latitude': '40.652388617370235', 'longitude': '-73.96566585079294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972224,2023-09-30T20:26:46.000,2023-09-30T20:41:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11429,102-02 216 STREET,216 STREET,102 AVENUE,104 AVENUE,102 AVENUE,104 AVENUE,ADDRESS,QUEENS VILLAGE,216 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T20:41:50.000,13 QUEENS,4110900029,QUEENS,1055589,199238,ONLINE,Unspecified,QUEENS,40.713251418475956,-73.74266780041566,"{'latitude': '40.713251418475956', 'longitude': '-73.74266780041566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973476,2023-09-30T20:26:37.000,2023-09-30T20:32:50.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10472,1528 WATSON AVENUE,WATSON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T20:32:53.000,09 BRONX,2037140030,BRONX,1017972,240263,ONLINE,Unspecified,BRONX,40.82607758447021,-73.87815275454255,"{'latitude': '40.82607758447021', 'longitude': '-73.87815275454255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58983055,2023-09-30T20:26:30.000,2023-10-11T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,,11215,328 6 AVENUE,6 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-11T00:00:00.000,06 BROOKLYN,3009820042,BROOKLYN,989465,183862,UNKNOWN,Unspecified,BROOKLYN,40.67133392693349,-73.98120043611893,"{'latitude': '40.67133392693349', 'longitude': '-73.98120043611893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969722,2023-09-30T20:26:16.000,2023-09-30T20:55:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,39-72 65 STREET,65 STREET,65 PLACE,WOODSIDE AVENUE,65 PLACE,WOODSIDE AVENUE,ADDRESS,WOODSIDE,65 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T20:55:33.000,02 QUEENS,4012960064,QUEENS,1012177,210955,PHONE,Unspecified,QUEENS,40.745655232813796,-73.89921357191676,"{'latitude': '40.745655232813796', 'longitude': '-73.89921357191676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
