unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,taxi_pick_up_location,latitude,longitude,location,closed_date,resolution_description,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,road_ramp,vehicle_type,taxi_company_borough
58968729,2023-09-30T16:19:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,1 TENNIS PLACE,TENNIS PLACE,DARTMOUTH STREET,BURNS STREET,DARTMOUTH STREET,BURNS STREET,ADDRESS,FOREST HILLS,TENNIS PLACE,Closed,2023-09-30T16:21:09.000,06 QUEENS,QUEENS,1026762,201267,ONLINE,Unspecified,QUEENS,,40.719006004974794,-73.84663871262093,"{'latitude': '40.719006004974794', 'longitude': '-73.84663871262093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:21:05.000,The Police Department responded to the complaint and determined that police action was not necessary.,4032190001,,,,,,,,
58970080,2023-09-30T16:19:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11210,1688 FLATBUSH AVENUE,FLATBUSH AVENUE,AVENUE I,EAST   34 STREET,AVENUE I,EAST   34 STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,2023-09-30T16:23:39.000,18 BROOKLYN,BROOKLYN,999843,168509,ONLINE,Unspecified,BROOKLYN,,40.62918108980317,-73.9438242633002,"{'latitude': '40.62918108980317', 'longitude': '-73.9438242633002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:23:32.000,The Police Department responded to the complaint and took action to fix the condition.,3075970044,,,,,,,,
58972834,2023-09-30T16:19:07.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11357,10-18 150 STREET,150 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,WHITESTONE,150 STREET,Closed,2023-10-04T06:29:25.000,07 QUEENS,QUEENS,1035436,227939,PHONE,Unspecified,QUEENS,,40.792167754161554,-73.81514444692237,"{'latitude': '40.792167754161554', 'longitude': '-73.81514444692237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T10:31:51.000,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,4045020033,,,,,,,,
58977738,2023-09-30T16:19:03.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10038,PEARL ST PLAYGROUND,PEARL ST PLAYGROUND,FULTON STREET,BEEKMAN STREET,FULTON STREET,BEEKMAN STREET,UNRECOGNIZED,NEW YORK,PEARL STREET PLAYGROUND,Closed,2023-10-10T15:33:05.000,01 MANHATTAN,MANHATTAN,983141,197168,ONLINE,Unspecified,MANHATTAN,,40.70785730172115,-74.00400002671614,"{'latitude': '40.70785730172115', 'longitude': '-74.00400002671614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T15:33:01.000,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",1201169999,,,,,,,,
58975027,2023-09-30T16:19:02.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,11105,21-24 31 STREET,31 STREET,,,,,ADDRESS,ASTORIA,,Open,2023-09-30T00:00:00.000,01 QUEENS,QUEENS,1009400,222510,ONLINE,Unspecified,QUEENS,,40.777379055532506,-73.9091923175842,"{'latitude': '40.777379055532506', 'longitude': '-73.9091923175842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,4008460042,,,,,,,,
58969365,2023-09-30T16:19:01.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10003,60 2 AVENUE,2 AVENUE,EAST 3 STREET,EAST 4 STREET,EAST    3 STREET,EAST    4 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,2023-10-01T03:36:55.000,03 MANHATTAN,MANHATTAN,987111,203715,ONLINE,Unspecified,MANHATTAN,,40.72582685403088,-73.98967794203345,"{'latitude': '40.72582685403088', 'longitude': '-73.98967794203345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The mobile outreach response team went to the location provided but could not find the individual that you reported.,1004450004,,,,,,,,
58969095,2023-09-30T16:18:52.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,11101,38-43 12 STREET,12 STREET,,,,,ADDRESS,LONG ISLAND CITY,,Closed,2023-11-05T00:00:00.000,01 QUEENS,QUEENS,1000541,215349,ONLINE,Unspecified,QUEENS,,40.75774473969213,-73.94119635245545,"{'latitude': '40.75774473969213', 'longitude': '-73.94119635245545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-05T17:11:55.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,4004720642,,,,,,,,
59436347,2023-09-30T16:18:38.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,Apartment,10458,373 EAST  188 STREET,EAST  188 STREET,MARION AVENUE,WEBSTER AVENUE,MARION AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,EAST  188 STREET,Closed,2023-10-27T00:00:00.000,05 BRONX,BRONX,1013693,252636,ONLINE,Unspecified,BRONX,,40.86005312394812,-73.89355966675613,"{'latitude': '40.86005312394812', 'longitude': '-73.89355966675613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-27T00:00:00.000,,2030260059,,,,,,,,
59446468,2023-09-30T16:18:38.000,HPD,Department of Housing Preservation and Development,Appliance,Electric/Gas Range,Apartment,10458,373 EAST  188 STREET,EAST  188 STREET,MARION AVENUE,WEBSTER AVENUE,MARION AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,EAST  188 STREET,Closed,2023-10-27T00:00:00.000,05 BRONX,BRONX,1013693,252636,ONLINE,Unspecified,BRONX,,40.86005312394812,-73.89355966675613,"{'latitude': '40.86005312394812', 'longitude': '-73.89355966675613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-27T00:00:00.000,,2030260059,,,,,,,,
58971857,2023-09-30T16:18:26.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10032,1014 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,SYLVAN TERRACE,WEST  161 STREET,SYLVAN TERRACE,WEST  161 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,2023-10-01T13:06:35.000,12 MANHATTAN,MANHATTAN,1000907,243494,ONLINE,Unspecified,MANHATTAN,,40.834994417932386,-73.93980543592076,"{'latitude': '40.834994417932386', 'longitude': '-73.93980543592076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T08:03:05.000,The Department of Sanitation cleaned the location.,,,,,,,,,
58975928,2023-09-30T16:18:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11237,1317 DECATUR STREET,DECATUR STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,DECATUR STREET,Closed,2023-09-30T17:45:36.000,04 BROOKLYN,BROOKLYN,1010647,191247,MOBILE,Unspecified,BROOKLYN,,40.69156624340375,-73.90481250914392,"{'latitude': '40.69156624340375', 'longitude': '-73.90481250914392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T17:45:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,3034310001,,,,,,,,
59441914,2023-09-30T16:18:11.000,HPD,Department of Housing Preservation and Development,Safety,Window Guard Broken/Missing,Apartment,11101,38-43 12 STREET,12 STREET,38 AVENUE,40 AVENUE,38 AVENUE,40 AVENUE,ADDRESS,LONG ISLAND CITY,12 STREET,Closed,2023-11-05T00:00:00.000,01 QUEENS,QUEENS,1000541,215349,ONLINE,Unspecified,QUEENS,,40.75774473969213,-73.94119635245545,"{'latitude': '40.75774473969213', 'longitude': '-73.94119635245545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-05T00:00:00.000,,4004720642,,,,,,,,
58977803,2023-09-30T16:18:07.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10473,BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,WARD AVENUE,BRUCKNER BOULEVARD,WARD AVENUE,INTERSECTION,,,Closed,2023-10-02T16:17:28.000,09 BRONX,BRONX,1018510,239538,PHONE,Unspecified,BRONX,,40.8240855971261,-73.87621251091896,"{'latitude': '40.8240855971261', 'longitude': '-73.87621251091896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T16:17:23.000,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",,,,,,,,,
58974075,2023-09-30T16:17:59.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11373,90-23 56 AVENUE,56 AVENUE,JUSTICE AVENUE,92 STREET,JUSTICE AVENUE,92 STREET,ADDRESS,ELMHURST,56 AVENUE,Closed,2023-09-30T16:17:59.000,04 QUEENS,QUEENS,1019782,207478,ONLINE,Unspecified,QUEENS,,40.73608445618274,-73.8717861043737,"{'latitude': '40.73608445618274', 'longitude': '-73.8717861043737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:17:59.000,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,4018570070,,,,,,,,
58971330,2023-09-30T16:17:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,STANTON STREET,STANTON STREET,ESSEX STREET,NORFOLK STREET,ESSEX STREET,NORFOLK STREET,BLOCKFACE,,,Closed,2023-09-30T16:57:05.000,Unspecified MANHATTAN,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,2023-09-30T16:57:00.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,,
58976938,2023-09-30T16:17:48.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10128,350 EAST   91 STREET,EAST   91 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   91 STREET,Closed,2023-09-30T16:41:06.000,08 MANHATTAN,MANHATTAN,998589,223656,MOBILE,Unspecified,MANHATTAN,,40.78054867177627,-73.94822452555469,"{'latitude': '40.78054867177627', 'longitude': '-73.94822452555469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:41:02.000,The Police Department responded to the complaint and took action to fix the condition.,1015530032,,,,,,,,
58972860,2023-09-30T16:17:21.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,Restaurant/Bar/Deli/Bakery,11435,113-18 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,113 AVENUE,LINDEN BOULEVARD,113 AVENUE,LINDEN BOULEVARD,ADDRESS,JAMAICA,SUTPHIN BOULEVARD,In Progress,2023-10-02T09:39:37.000,12 QUEENS,QUEENS,1041311,189541,ONLINE,Unspecified,QUEENS,,40.68673909889515,-73.79425297774362,"{'latitude': '40.68673909889515', 'longitude': '-73.79425297774362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",4119660017,,,,,,,,
58974474,2023-09-30T16:17:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,103-14 109 STREET,109 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,SOUTH RICHMOND HILL,109 STREET,Closed,2023-09-30T19:49:27.000,10 QUEENS,QUEENS,1030495,188958,ONLINE,Unspecified,QUEENS,,40.68520202091877,-73.83325653738714,"{'latitude': '40.68520202091877', 'longitude': '-73.83325653738714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T19:49:22.000,The Police Department responded to the complaint and determined that police action was not necessary.,4095130011,,,,,,,,
58969551,2023-09-30T16:17:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11238,34 BUTLER PLACE,BUTLER PLACE,PLAZA ST E,STERLING PL,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T22:00:00.000,08 BROOKLYN,BROOKLYN,993089,185256,ONLINE,Unspecified,BROOKLYN,,40.675157267134466,-73.96813444417421,"{'latitude': '40.675157267134466', 'longitude': '-73.96813444417421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T22:00:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,3011717502,,,,,,,,
58968215,2023-09-30T16:17:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11201,4 METROTECH CENTER,METROTECH CENTER,DUFFIELD ST,GOLD ST,,,ADDRESS,BROOKLYN,,Closed,2023-10-12T08:38:00.000,02 BROOKLYN,BROOKLYN,988773,191993,ONLINE,Unspecified,BROOKLYN,,40.69365205109836,-73.98368957049944,"{'latitude': '40.69365205109836', 'longitude': '-73.98368957049944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T08:38:00.000,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. The complaint was closed because attempts made to contact the complainant by phone and/or letter received no response.,3020590001,N/A,,,,,,,
58970785,2023-09-30T16:17:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,10305,164 JACKSON AVENUE,JACKSON AVENUE,ROBIN RD,DEAD END,,,ADDRESS,STATEN ISLAND,,Closed,2023-09-30T20:35:00.000,02 STATEN ISLAND,STATEN ISLAND,966330,155729,PHONE,Unspecified,STATEN ISLAND,,40.59409822844069,-74.06452512826415,"{'latitude': '40.59409822844069', 'longitude': '-74.06452512826415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T20:35:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",5031240516,,,,,,,,
58976329,2023-09-30T16:16:47.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,10458,373 EAST  188 STREET,EAST  188 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,05 BRONX,BRONX,1013693,252636,PHONE,Unspecified,BRONX,,40.86005312394812,-73.89355966675613,"{'latitude': '40.86005312394812', 'longitude': '-73.89355966675613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T19:56:56.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2030260059,,,,,,,,
58970305,2023-09-30T16:16:47.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10458,373 EAST  188 STREET,EAST  188 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,05 BRONX,BRONX,1013693,252636,PHONE,Unspecified,BRONX,,40.86005312394812,-73.89355966675613,"{'latitude': '40.86005312394812', 'longitude': '-73.89355966675613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T19:56:56.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2030260059,,,,,,,,
58977413,2023-09-30T16:16:47.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10458,373 EAST  188 STREET,EAST  188 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,05 BRONX,BRONX,1013693,252636,PHONE,Unspecified,BRONX,,40.86005312394812,-73.89355966675613,"{'latitude': '40.86005312394812', 'longitude': '-73.89355966675613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T19:56:57.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2030260059,,,,,,,,
58975024,2023-09-30T16:16:47.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10458,373 EAST  188 STREET,EAST  188 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,05 BRONX,BRONX,1013693,252636,PHONE,Unspecified,BRONX,,40.86005312394812,-73.89355966675613,"{'latitude': '40.86005312394812', 'longitude': '-73.89355966675613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T19:56:56.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2030260059,,,,,,,,
58975004,2023-09-30T16:16:47.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10458,373 EAST  188 STREET,EAST  188 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,05 BRONX,BRONX,1013693,252636,PHONE,Unspecified,BRONX,,40.86005312394812,-73.89355966675613,"{'latitude': '40.86005312394812', 'longitude': '-73.89355966675613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T19:56:56.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2030260059,,,,,,,,
58973838,2023-09-30T16:16:47.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,373 EAST  188 STREET,EAST  188 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,05 BRONX,BRONX,1013693,252636,PHONE,Unspecified,BRONX,,40.86005312394812,-73.89355966675613,"{'latitude': '40.86005312394812', 'longitude': '-73.89355966675613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T19:56:56.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2030260059,,,,,,,,
58969869,2023-09-30T16:16:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11358,189-16 37 AVENUE,37 AVENUE,UTOPIA PARKWAY,190 STREET,UTOPIA PARKWAY,190 STREET,ADDRESS,FLUSHING,37 AVENUE,Closed,2023-09-30T16:56:45.000,11 QUEENS,QUEENS,1041607,217078,PHONE,Unspecified,QUEENS,,40.76231935495347,-73.7929509942034,"{'latitude': '40.76231935495347', 'longitude': '-73.7929509942034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:56:36.000,The Police Department responded to the complaint and took action to fix the condition.,4053100026,,,,,,,,
58969649,2023-09-30T16:16:39.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11208,3443 ATLANTIC AVENUE,ATLANTIC AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,2023-09-30T19:28:46.000,05 BROOKLYN,BROOKLYN,1020391,187858,MOBILE,Unspecified,BROOKLYN,,40.68222979878838,-73.86969390268031,"{'latitude': '40.68222979878838', 'longitude': '-73.86969390268031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T19:28:42.000,The Police Department issued a summons in response to the complaint.,3041490050,,,,,,,,
58971560,2023-09-30T16:16:24.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10031,1627 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,2023-10-06T00:00:00.000,09 MANHATTAN,MANHATTAN,998176,238895,PHONE,Unspecified,MANHATTAN,,40.822376208524275,-73.94968418530969,"{'latitude': '40.822376208524275', 'longitude': '-73.94968418530969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T17:29:58.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1020570056,,,,,,,,
58975932,2023-09-30T16:16:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10469,3117 TIEMANN AVENUE,TIEMANN AVENUE,HAMMERSLEY AVENUE,DEAD END,HAMMERSLEY AVENUE,DEAD END,ADDRESS,BRONX,TIEMANN AVENUE,Closed,2023-09-30T19:09:34.000,12 BRONX,BRONX,1028211,257233,MOBILE,Unspecified,BRONX,,40.87261011513736,-73.84104511912773,"{'latitude': '40.87261011513736', 'longitude': '-73.84104511912773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T19:09:32.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2047650029,,,,,,,,
59442836,2023-09-30T16:16:18.000,DEP,Department of Environmental Protection,Water Maintenance,Leak,N/A,10305,164 JACKSON AVENUE,JACKSON AVENUE,ROBIN ROAD,DEAD END,ROBIN ROAD,DEAD END,ADDRESS,STATEN ISLAND,JACKSON AVENUE,Closed,2023-09-30T20:35:00.000,02 STATEN ISLAND,STATEN ISLAND,966330,155729,PHONE,Unspecified,STATEN ISLAND,,40.59409822844069,-74.06452512826415,"{'latitude': '40.59409822844069', 'longitude': '-74.06452512826415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T20:35:00.000,,5031240516,,,,,,,,
58972173,2023-09-30T16:16:11.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10305,544 DONGAN HILLS AVENUE,DONGAN HILLS AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,2023-10-02T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,960577,150651,UNKNOWN,Unspecified,STATEN ISLAND,,40.580146637946335,-74.0852223426549,"{'latitude': '40.580146637946335', 'longitude': '-74.0852223426549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T00:00:00.000,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",5037507501,,,,,,,,
58970164,2023-09-30T16:16:08.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11222,114 INDIA STREET,INDIA STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,INDIA STREET,Closed,2023-09-30T17:03:30.000,01 BROOKLYN,BROOKLYN,996488,206039,ONLINE,Unspecified,BROOKLYN,,40.73219766277234,-73.9558429123808,"{'latitude': '40.73219766277234', 'longitude': '-73.9558429123808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T17:03:26.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,3025407502,,,,,,,,
58977372,2023-09-30T16:16:08.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10456,1051 COLLEGE AVENUE,COLLEGE AVENUE,EAST  165 STREET,EAST  166 STREET,EAST  165 STREET,EAST  166 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,2023-09-30T16:37:05.000,04 BRONX,BRONX,1007734,241596,ONLINE,Unspecified,BRONX,,40.82976944112112,-73.91514088701179,"{'latitude': '40.82976944112112', 'longitude': '-73.91514088701179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:36:59.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024370024,,,,,,,,
58969170,2023-09-30T16:15:57.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,,11101,29-27 41 AVENUE,41 AVENUE,29 STREET,QUEENS PLAZA NORTH,29 STREET,QUEENS PLAZA NORTH,ADDRESS,LONG ISLAND CITY,41 AVENUE,In Progress,2023-10-19T14:34:42.000,01 QUEENS,QUEENS,1001804,212783,MOBILE,Unspecified,QUEENS,"29-27 41 AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",40.75069930594701,-73.93664415500837,"{'latitude': '40.75069930594701', 'longitude': '-73.93664415500837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",4004030009,,,,,,,,
58975057,2023-09-30T16:15:51.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462,2265 WESTCHESTER AVENUE,WESTCHESTER AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-03T00:00:00.000,10 BRONX,BRONX,1025938,243377,MOBILE,Unspecified,BRONX,,40.8345906037867,-73.84935001524146,"{'latitude': '40.8345906037867', 'longitude': '-73.84935001524146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T11:02:56.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2039640045,,,,,,,,
58974180,2023-09-30T16:15:42.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11365,174-22 GLADWIN AVENUE,GLADWIN AVENUE,FRESH MEADOW LANE,186 STREET,FRESH MEADOW LANE,186 STREET,ADDRESS,FRESH MEADOWS,GLADWIN AVENUE,Closed,2023-10-02T11:49:41.000,11 QUEENS,QUEENS,1041343,211999,PHONE,Unspecified,QUEENS,,40.74838053964613,-73.79394711305608,"{'latitude': '40.74838053964613', 'longitude': '-73.79394711305608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T11:49:34.000,This request required re-assignment to a new DOT unit.,4055880015,,,,,,,,
59435402,2023-09-30T16:15:42.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11238,34 BUTLER PLACE,BUTLER PLACE,PLAZA ST EAST,STERLING PLACE,PLAZA ST EAST,STERLING PLACE,ADDRESS,BROOKLYN,BUTLER PLACE,Closed,2023-09-30T22:00:00.000,08 BROOKLYN,BROOKLYN,993089,185256,ONLINE,Unspecified,BROOKLYN,,40.675157267134466,-73.96813444417421,"{'latitude': '40.675157267134466', 'longitude': '-73.96813444417421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T22:00:00.000,,3011717502,,,,,,,,
