unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date,taxi_company_borough
58876090,2023-09-20T11:49:22.000,2023-09-20T12:26:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10031,514 WEST  136 STREET,WEST  136 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  136 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T12:26:35.000,09 MANHATTAN,1019880118,MANHATTAN,997300,238040,ONLINE,Unspecified,MANHATTAN,40.82003081301524,-73.952850909447,"{'latitude': '40.82003081301524', 'longitude': '-73.952850909447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874931,2023-09-20T11:49:11.000,2023-09-20T12:05:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10023,49 WEST   72 STREET,WEST   72 STREET,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   72 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T12:06:04.000,07 MANHATTAN,1011250002,MANHATTAN,990342,222391,PHONE,Unspecified,MANHATTAN,40.777086112580974,-73.97800406066145,"{'latitude': '40.777086112580974', 'longitude': '-73.97800406066145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880718,2023-09-20T11:49:00.000,2023-09-20T18:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,APS,,11218,,,,,CONEY ISLAND AVENUE,DITMAS AVENUE,INTERSECTION,BROOKLYN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-20T18:25:00.000,12 BROOKLYN,,BROOKLYN,993121,171227,UNKNOWN,Unspecified,BROOKLYN,40.63665070511987,-73.96803753489446,"{'latitude': '40.63665070511987', 'longitude': '-73.96803753489446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58874186,2023-09-20T11:48:56.000,,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,Street,11004,260-50 75 AVENUE,75 AVENUE,260 STREET,263 STREET,260 STREET,263 STREET,ADDRESS,GLEN OAKS,75 AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-17T09:23:35.000,13 QUEENS,4085350002,QUEENS,1063828,212482,MOBILE,Unspecified,QUEENS,40.749532487268155,-73.71279185828766,"{'latitude': '40.749532487268155', 'longitude': '-73.71279185828766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878247,2023-09-20T11:48:50.000,2023-09-20T12:28:25.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11209,420 95 STREET,95 STREET,4 AVENUE,FORT HAMILTON PARKWAY,4 AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,95 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T12:28:29.000,10 BROOKLYN,3061230028,BROOKLYN,975735,163498,MOBILE,Unspecified,BROOKLYN,40.615436573305786,-74.03067003686449,"{'latitude': '40.615436573305786', 'longitude': '-74.03067003686449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872984,2023-09-20T11:48:44.000,2023-09-20T12:30:37.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10029,1505 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   97 STREET,EAST   98 STREET,EAST   97 STREET,EAST   98 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T12:30:39.000,11 MANHATTAN,1016250022,MANHATTAN,998006,225888,MOBILE,Unspecified,MANHATTAN,40.78667584359189,-73.95032505984685,"{'latitude': '40.78667584359189', 'longitude': '-73.95032505984685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875752,2023-09-20T11:48:28.000,2023-09-20T11:52:43.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10107,250 WEST   57 STREET,WEST   57 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-20T11:52:43.000,05 MANHATTAN,1010280056,MANHATTAN,989203,218494,ONLINE,Unspecified,MANHATTAN,40.76639057686906,-73.98211943675079,"{'latitude': '40.76639057686906', 'longitude': '-73.98211943675079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875188,2023-09-20T11:48:27.000,2023-10-09T19:04:58.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10467,3301 PERRY AVENUE,PERRY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-09T00:00:00.000,07 BRONX,2033430126,BRONX,1018715,258823,ONLINE,Unspecified,BRONX,40.877016358193174,-73.87537267430177,"{'latitude': '40.877016358193174', 'longitude': '-73.87537267430177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874227,2023-09-20T11:48:18.000,2023-09-22T09:12:36.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10466,3913 PROVOST AVENUE,PROVOST AVENUE,EAST 233 STREET,BX-WESTCHESTER CNTY BOUNDARY,EAST  233 STREET,BX-WESTCHESTER CNTY BOUNDARY,ADDRESS,BRONX,PROVOST AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-20T11:48:18.000,12 BRONX,2049730005,BRONX,1031859,263348,ONLINE,Unspecified,BRONX,40.889374932615176,-73.82781119284603,"{'latitude': '40.889374932615176', 'longitude': '-73.82781119284603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879396,2023-09-20T11:48:17.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11230,760 EAST   10 STREET,EAST   10 STREET,FOSTER AVENUE,AVENUE H,FOSTER AVENUE,AVENUE H,ADDRESS,BROOKLYN,EAST   10 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T10:05:47.000,14 BROOKLYN,3064970030,BROOKLYN,993329,168992,PHONE,Unspecified,BROOKLYN,40.630515893885175,-73.96729111196335,"{'latitude': '40.630515893885175', 'longitude': '-73.96729111196335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878177,2023-09-20T11:48:15.000,2023-09-20T11:48:15.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),10003,60 ST MARKS PLACE,ST MARKS PLACE,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,ST MARKS PLACE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-20T11:48:15.000,03 MANHATTAN,1004490019,MANHATTAN,987967,204554,ONLINE,Unspecified,MANHATTAN,40.728129386455635,-73.98658915931914,"{'latitude': '40.728129386455635', 'longitude': '-73.98658915931914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880478,2023-09-20T11:48:10.000,2023-10-02T10:06:57.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,1424 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,04 BRONX,2028430079,BRONX,1007617,245356,PHONE,Unspecified,BRONX,40.8400898608299,-73.91555056618213,"{'latitude': '40.8400898608299', 'longitude': '-73.91555056618213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872979,2023-09-20T11:48:07.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11367,ABE WOLFSON TRIANGLE,ABE WOLFSON TRIANGLE,71 AVENUE,72 ROAD,71 AVENUE,72 ROAD,UNRECOGNIZED,FLUSHING,ABE WOLFSON TRIANGLE,In Progress,,,08 QUEENS,4201289999,QUEENS,1035506,204643,ONLINE,Unspecified,QUEENS,40.72822594698246,-73.81506926180076,"{'latitude': '40.72822594698246', 'longitude': '-73.81506926180076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872595,2023-09-20T11:48:06.000,2023-09-27T16:43:52.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10019,346 WEST   52 STREET,WEST   52 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,04 MANHATTAN,1010420050,MANHATTAN,987865,217722,ONLINE,Unspecified,MANHATTAN,40.764272284800676,-73.98695009486613,"{'latitude': '40.764272284800676', 'longitude': '-73.98695009486613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875213,2023-09-20T11:48:06.000,2023-09-27T16:43:52.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10019,346 WEST   52 STREET,WEST   52 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,04 MANHATTAN,1010420050,MANHATTAN,987865,217722,ONLINE,Unspecified,MANHATTAN,40.764272284800676,-73.98695009486613,"{'latitude': '40.764272284800676', 'longitude': '-73.98695009486613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873928,2023-09-20T11:48:03.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,163 LINDEN BOULEVARD,LINDEN BOULEVARD,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,17 BROOKLYN,3050850001,BROOKLYN,997505,177011,PHONE,Unspecified,BROOKLYN,40.652521061050535,-73.95223049626266,"{'latitude': '40.652521061050535', 'longitude': '-73.95223049626266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878220,2023-09-20T11:48:01.000,2023-09-28T15:17:03.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,10017,788 SECOND AVENUE,SECOND AVENUE,EAST   42 STREET,EAST   43 STREET,EAST   42 STREET,EAST   43 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-09-28T15:17:07.000,06 MANHATTAN,1013357501,MANHATTAN,991986,212513,MOBILE,Unspecified,MANHATTAN,40.749972264062336,-73.97207955831229,"{'latitude': '40.749972264062336', 'longitude': '-73.97207955831229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"788 SECOND AVENUE, MANHATTAN (NEW YORK), NY, 10017",,,,,,
58875697,2023-09-20T11:47:52.000,2023-09-20T12:16:26.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Street/Curbside,11375,71 AVENUE,71 AVENUE,71 AVENUE,UNION TURNPIKE,71 AVENUE,UNION TURNPIKE,INTERSECTION,,,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-20T12:16:29.000,06 QUEENS,,QUEENS,1025532,197219,UNKNOWN,Unspecified,QUEENS,40.70790105157003,-73.85110072972483,"{'latitude': '40.70790105157003', 'longitude': '-73.85110072972483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878363,2023-09-20T11:47:43.000,2023-10-21T00:01:57.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Home Improvement Contractor,Business,11366,76-23 170 STREET,170 STREET,76 AVENUE,77 ROAD,76 AVENUE,77 ROAD,ADDRESS,FRESH MEADOWS,170 STREET,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-21T00:02:02.000,08 QUEENS,4070000031,QUEENS,1039955,203818,PHONE,Unspecified,QUEENS,40.72593462989302,-73.79902423207058,"{'latitude': '40.72593462989302', 'longitude': '-73.79902423207058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873075,2023-09-20T11:47:40.000,2023-09-20T11:48:46.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,11215,416 9 STREET,9 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,9 STREET,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-20T11:48:46.000,06 BROOKLYN,3010120026,BROOKLYN,989076,182419,ONLINE,Unspecified,BROOKLYN,40.66737343479354,-73.98260377601221,"{'latitude': '40.66737343479354', 'longitude': '-73.98260377601221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877788,2023-09-20T11:47:38.000,2023-09-20T12:03:06.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Store/Commercial,10019,777 7 AVENUE,7 AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T12:03:05.000,05 MANHATTAN,1010037501,MANHATTAN,988987,216738,ONLINE,Unspecified,MANHATTAN,40.76157092822629,-73.98290044436438,"{'latitude': '40.76157092822629', 'longitude': '-73.98290044436438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872803,2023-09-20T11:47:28.000,2023-09-20T13:30:18.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11364,58-57 217 STREET,217 STREET,58 AVENUE,HORACE HARDING EXPRESSWAY,58 AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,OAKLAND GARDENS,217 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T13:30:23.000,11 QUEENS,4074680034,QUEENS,1050471,212189,MOBILE,Unspecified,QUEENS,40.748838394706816,-73.76100176288809,"{'latitude': '40.748838394706816', 'longitude': '-73.76100176288809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877305,2023-09-20T11:47:00.000,2023-09-26T13:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11237,86 STARR STREET,STARR STREET,WILSON AVE,KNICKERBOCKER AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T13:30:00.000,04 BROOKLYN,3031970016,BROOKLYN,1004739,195067,ONLINE,Unspecified,BROOKLYN,40.70206690057138,-73.9261051050084,"{'latitude': '40.70206690057138', 'longitude': '-73.9261051050084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58870757,2023-09-20T11:47:00.000,2023-09-20T13:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11355,149-11 41 AVENUE,41 AVENUE,149 ST,149 PL,,,ADDRESS,FLUSHING,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-20T13:30:00.000,07 QUEENS,4050297501,QUEENS,1035369,217015,ONLINE,Unspecified,QUEENS,40.7621847055099,-73.81546952066613,"{'latitude': '40.7621847055099', 'longitude': '-73.81546952066613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870731,2023-09-20T11:47:00.000,2023-10-12T17:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10470,251 EAST  237 STREET,EAST  237 STREET,KEPLER AVE,KATONAH AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-12T17:00:00.000,12 BRONX,2033780078,BRONX,1020430,266755,ONLINE,Unspecified,BRONX,40.89878031504758,-73.8691282973112,"{'latitude': '40.89878031504758', 'longitude': '-73.8691282973112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58872325,2023-09-20T11:47:00.000,2023-09-25T13:22:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Lamp Missing,,11411,CROSS ISL PKWY,CROSS ISL PKWY,,,237 STREET,CROSS ISLAND PARKWAY,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T13:22:00.000,13 QUEENS,,QUEENS,1060005,189935,UNKNOWN,Unspecified,QUEENS,40.68768027401799,-73.72684326250346,"{'latitude': '40.68768027401799', 'longitude': '-73.72684326250346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879956,2023-09-20T11:47:00.000,2023-09-25T14:15:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10312,152 BARCLAY AVENUE,BARCLAY AVENUE,MOSELY AVE,SUMMIT PL,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-25T14:15:00.000,03 STATEN ISLAND,5062420038,STATEN ISLAND,935649,135719,ONLINE,Unspecified,STATEN ISLAND,40.53905963837945,-74.17485518222908,"{'latitude': '40.53905963837945', 'longitude': '-74.17485518222908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873347,2023-09-20T11:47:00.000,2023-09-25T18:13:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10003,18 EAST   16 STREET,EAST   16 STREET,5 AVE,UNION SQUARE W,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T18:13:00.000,05 MANHATTAN,1008430037,MANHATTAN,986425,207826,ONLINE,Unspecified,MANHATTAN,40.73711073636504,-73.9921515980232,"{'latitude': '40.73711073636504', 'longitude': '-73.9921515980232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58878035,2023-09-20T11:46:48.000,2023-11-15T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11238,545 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-15T00:00:00.000,08 BROOKLYN,3011560080,BROOKLYN,995761,185382,UNKNOWN,Unspecified,BROOKLYN,40.6755000375337,-73.95850137979879,"{'latitude': '40.6755000375337', 'longitude': '-73.95850137979879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879626,2023-09-20T11:46:44.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Street,11203,1311 BROOKLYN AVENUE,BROOKLYN AVENUE,AVENUE D,NEWKIRK AVENUE,AVENUE D,NEWKIRK AVENUE,ADDRESS,BROOKLYN,BROOKLYN AVENUE,In Progress,,,17 BROOKLYN,3049700001,BROOKLYN,1000142,172907,ONLINE,Unspecified,BROOKLYN,40.64125213080085,-73.94273672100883,"{'latitude': '40.64125213080085', 'longitude': '-73.94273672100883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880062,2023-09-20T11:46:42.000,2023-09-20T13:13:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10306,18 GARIBALDI AVENUE,GARIBALDI AVENUE,ROMA AVENUE,CEDAR GROVE AVENUE,ROMA AVENUE,CEDAR GROVE AVENUE,ADDRESS,STATEN ISLAND,GARIBALDI AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T13:13:30.000,02 STATEN ISLAND,5040870046,STATEN ISLAND,955935,144203,MOBILE,Unspecified,STATEN ISLAND,40.562434537667585,-74.10190643462342,"{'latitude': '40.562434537667585', 'longitude': '-74.10190643462342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875475,2023-09-20T11:46:28.000,2023-09-20T19:06:36.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,64-44 60 ROAD,60 ROAD,MOUNT OLIVET CRESCENT,65 STREET,MOUNT OLIVET CRESCENT,65 STREET,ADDRESS,MASPETH,60 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T19:06:39.000,05 QUEENS,4027610093,QUEENS,1012378,200852,MOBILE,Unspecified,QUEENS,40.71792435778292,-73.89853041387717,"{'latitude': '40.71792435778292', 'longitude': '-73.89853041387717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880298,2023-09-20T11:46:27.000,2023-09-20T12:06:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10025,2606 BROADWAY,BROADWAY,WEST   98 STREET,WEST   99 STREET,WEST   98 STREET,WEST   99 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T12:06:51.000,07 MANHATTAN,1018707502,MANHATTAN,992378,229355,MOBILE,Unspecified,MANHATTAN,40.796198792146804,-73.97064439828804,"{'latitude': '40.796198792146804', 'longitude': '-73.97064439828804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873169,2023-09-20T11:46:24.000,2023-09-21T12:53:44.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11230,1134 EAST   13 STREET,EAST   13 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   13 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-21T05:59:00.000,14 BROOKLYN,3067230020,BROOKLYN,994625,165760,ONLINE,Unspecified,BROOKLYN,40.62164331007389,-73.96262698473238,"{'latitude': '40.62164331007389', 'longitude': '-73.96262698473238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875614,2023-09-20T11:46:18.000,2023-10-17T19:19:24.000,DOT,Department of Transportation,Highway Condition,Graffiti - Highway,Highway,,,,,,,,,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-17T19:19:28.000,Unspecified BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,,,Cross Bronx Expwy,South/East (To Throgs Neck Br),Roadway,Third Ave (Exit 3) - Jerome Ave (Exit 2A),,
58880946,2023-09-20T11:46:18.000,2023-09-26T11:12:11.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11232,290 24 STREET,24 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,24 STREET,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-26T11:12:15.000,07 BROOKLYN,3006520023,BROOKLYN,985276,179857,MOBILE,Unspecified,BROOKLYN,40.66034256812301,-73.99630198000467,"{'latitude': '40.66034256812301', 'longitude': '-73.99630198000467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871461,2023-09-20T11:46:00.000,2023-09-20T18:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,APS,,11230,,,,,CONEY ISLAND AVENUE,18 AVENUE,INTERSECTION,BROOKLYN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-20T18:10:00.000,14 BROOKLYN,,BROOKLYN,993235,170713,UNKNOWN,Unspecified,BROOKLYN,40.63523976970185,-73.9676274741029,"{'latitude': '40.63523976970185', 'longitude': '-73.9676274741029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58874221,2023-09-20T11:45:58.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11230,410 AVENUE L,AVENUE L,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,AVENUE L,In Progress,,,12 BROOKLYN,3065400004,BROOKLYN,992118,164856,PHONE,Unspecified,BROOKLYN,40.6191645996201,-73.97165879895483,"{'latitude': '40.6191645996201', 'longitude': '-73.97165879895483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
