unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58933605,2023-09-26T13:44:06.000,2023-09-26T13:50:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,47-56 45 STREET,45 STREET,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,WOODSIDE,45 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T13:50:09.000,02 QUEENS,4001710061,QUEENS,1006352,208979,ONLINE,Unspecified,QUEENS,40.74024808519835,-73.92024203568081,"{'latitude': '40.74024808519835', 'longitude': '-73.92024203568081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934691,2023-09-26T13:44:03.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,,10017,295 MADISON AVENUE,MADISON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-04T00:00:00.000,05 MANHATTAN,1012750050,MANHATTAN,989829,213250,UNKNOWN,Unspecified,MANHATTAN,40.751996766736994,-73.97986389906207,"{'latitude': '40.751996766736994', 'longitude': '-73.97986389906207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925607,2023-09-26T13:44:00.000,2023-09-28T13:35:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10018,497 10 AVENUE,10 AVENUE,W 37 ST,W 38 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-28T13:35:00.000,04 MANHATTAN,1007090031,MANHATTAN,984964,215057,ONLINE,Unspecified,MANHATTAN,40.75695825376582,-73.99742279139028,"{'latitude': '40.75695825376582', 'longitude': '-73.99742279139028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933915,2023-09-26T13:44:00.000,2023-09-27T09:15:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,10451,344 GRAND CONCOURSE,GRAND CONCOURSE,E 140 ST,E 144 ST,,,ADDRESS,BRONX,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T09:15:00.000,01 BRONX,2023410037,BRONX,1003989,236316,PHONE,Unspecified,BRONX,40.81528650430179,-73.92868891875486,"{'latitude': '40.81528650430179', 'longitude': '-73.92868891875486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926373,2023-09-26T13:43:59.000,2023-10-26T11:32:54.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11238,58 DOWNING STREET,DOWNING STREET,GATES AVENUE,PUTNAM AVENUE,GATES AVENUE,PUTNAM AVENUE,ADDRESS,BROOKLYN,DOWNING STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-26T11:32:59.000,02 BROOKLYN,3019820055,BROOKLYN,995074,188488,ONLINE,Unspecified,BROOKLYN,40.68402616916083,-73.96097311311303,"{'latitude': '40.68402616916083', 'longitude': '-73.96097311311303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926343,2023-09-26T13:43:49.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11209,105 BAYRIDGE PARKWAY,BAYRIDGE PARKWAY,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,BAY RIDGE PARKWAY,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-27T11:33:13.000,10 BROOKLYN,3059270076,BROOKLYN,975181,169762,PHONE,Unspecified,BROOKLYN,40.632629391105745,-74.03267389580253,"{'latitude': '40.632629391105745', 'longitude': '-74.03267389580253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928537,2023-09-26T13:43:41.000,2023-10-01T17:30:50.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10472,1265 MORRISON AVENUE,MORRISON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,2037770040,BRONX,1018832,242150,PHONE,Unspecified,BRONX,40.83125352949455,-73.87503560556581,"{'latitude': '40.83125352949455', 'longitude': '-73.87503560556581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935454,2023-09-26T13:43:24.000,2023-10-02T13:43:37.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11413,131-49 222 STREET,222 STREET,131 AVENUE,133 AVENUE,131 AVENUE,133 AVENUE,ADDRESS,SPRINGFIELD GARDENS,222 STREET,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-10-02T13:43:42.000,13 QUEENS,4129320071,QUEENS,1054685,187396,PHONE,Unspecified,QUEENS,40.68075526322009,-73.74605250280341,"{'latitude': '40.68075526322009', 'longitude': '-73.74605250280341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929358,2023-09-26T13:43:21.000,2023-09-26T13:56:05.000,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,Street/Sidewalk,11354,138-12 28 ROAD,28 ROAD,WHITESTONE EXPRESSWAY,139 STREET,WHITESTONE EXPRESSWAY,139 STREET,ADDRESS,FLUSHING,28 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T13:56:08.000,07 QUEENS,4043420010,QUEENS,1031255,220764,PHONE,Unspecified,QUEENS,40.772497549171206,-73.83029407020271,"{'latitude': '40.772497549171206', 'longitude': '-73.83029407020271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925791,2023-09-26T13:43:20.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10474,644 WHITTIER STREET,WHITTIER STREET,,,,,ADDRESS,BRONX,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,02 BRONX,2027660295,BRONX,1016528,235750,UNKNOWN,Unspecified,BRONX,40.813696077590876,-73.88339204113845,"{'latitude': '40.813696077590876', 'longitude': '-73.88339204113845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-11-14T07:49:19.000,,,,,
58928296,2023-09-26T13:43:13.000,2023-09-26T13:55:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,41-51 150 STREET,150 STREET,BARCLAY AVENUE,SANFORD AVENUE,BARCLAY AVENUE,SANFORD AVENUE,ADDRESS,FLUSHING,150 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T13:55:16.000,07 QUEENS,4050590010,QUEENS,1035943,216767,MOBILE,Unspecified,QUEENS,40.761500673291984,-73.81339939623913,"{'latitude': '40.761500673291984', 'longitude': '-73.81339939623913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932789,2023-09-26T13:43:09.000,2023-09-26T13:43:09.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11213,935 EASTERN PARKWAY,EASTERN PARKWAY,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-26T13:43:09.000,08 BROOKLYN,3013880048,BROOKLYN,1001578,183074,MOBILE,Unspecified,BROOKLYN,40.66915562155348,-73.93753629355082,"{'latitude': '40.66915562155348', 'longitude': '-73.93753629355082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931671,2023-09-26T13:42:59.000,2023-09-27T10:01:43.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11432,85-32 151 STREET,151 STREET,85 AVENUE,85 DRIVE,85 AVENUE,85 DRIVE,ADDRESS,JAMAICA,151 STREET,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-27T10:01:46.000,08 QUEENS,4097330022,QUEENS,1037505,198247,PHONE,Unspecified,QUEENS,40.71065869937099,-73.80790753282375,"{'latitude': '40.71065869937099', 'longitude': '-73.80790753282375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933753,2023-09-26T13:42:51.000,2023-09-29T08:22:05.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10002,7 ALLEN STREET,ALLEN STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,03 MANHATTAN,1002930018,MANHATTAN,986293,199705,PHONE,Unspecified,MANHATTAN,40.714820597241975,-73.9926303802237,"{'latitude': '40.714820597241975', 'longitude': '-73.9926303802237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933767,2023-09-26T13:42:49.000,2023-09-29T15:21:32.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11385,1668 PUTNAM AVENUE,PUTNAM AVENUE,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,05 QUEENS,4035460047,QUEENS,1009926,194174,PHONE,Unspecified,QUEENS,40.69960229556621,-73.90740127330336,"{'latitude': '40.69960229556621', 'longitude': '-73.90740127330336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933895,2023-09-26T13:42:49.000,2023-09-29T15:21:33.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11385,1668 PUTNAM AVENUE,PUTNAM AVENUE,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-29T00:00:00.000,05 QUEENS,4035460047,QUEENS,1009926,194174,PHONE,Unspecified,QUEENS,40.69960229556621,-73.90740127330336,"{'latitude': '40.69960229556621', 'longitude': '-73.90740127330336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932512,2023-09-26T13:42:48.000,2023-10-10T09:44:12.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11434,174-03 143 ROAD,143 ROAD,,,,,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,12 QUEENS,4125930112,QUEENS,1049102,183174,PHONE,Unspecified,QUEENS,40.66920952932132,-73.76622206659295,"{'latitude': '40.66920952932132', 'longitude': '-73.76622206659295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58939196,2023-09-26T13:42:47.000,2023-09-28T09:43:45.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11211,187 PENN STREET,PENN STREET,LEE AVENUE,MARCY AVENUE,LEE AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,PENN STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-28T09:43:50.000,01 BROOKLYN,3022120052,BROOKLYN,996454,195668,ONLINE,Unspecified,BROOKLYN,40.7037318090455,-73.95598439397095,"{'latitude': '40.7037318090455', 'longitude': '-73.95598439397095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932690,2023-09-26T13:42:44.000,2023-09-27T00:03:07.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,60-01 56 DRIVE,56 DRIVE,60 STREET,61 STREET,60 STREET,61 STREET,ADDRESS,MASPETH,56 DRIVE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T00:03:11.000,05 QUEENS,4027040104,QUEENS,1010291,203000,MOBILE,Unspecified,QUEENS,40.72382648559469,-73.90605078844946,"{'latitude': '40.72382648559469', 'longitude': '-73.90605078844946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930781,2023-09-26T13:42:33.000,2023-09-26T14:20:08.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10033,2420 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  180 STREET,CBE SB ENTRANCE AMSTERDAM AVE,WEST  180 STREET,CBE SB ENTRANCE AMSTERDAM AVE,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T14:20:11.000,12 MANHATTAN,1021520083,MANHATTAN,1003253,248071,MOBILE,Unspecified,MANHATTAN,40.84755220737575,-73.93131456588488,"{'latitude': '40.84755220737575', 'longitude': '-73.93131456588488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927604,2023-09-26T13:42:26.000,2023-09-27T12:11:55.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10308,164 KEEGANS LANE,KEEGANS LANE,MAYBURY AVENUE,GREENCROFT AVENUE,MAYBURY AVENUE,GREENCROFT AVENUE,ADDRESS,STATEN ISLAND,KEEGANS LANE,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-27T12:11:58.000,03 STATEN ISLAND,5051170047,STATEN ISLAND,945773,139813,PHONE,Unspecified,STATEN ISLAND,40.55034657236242,-74.13845471601601,"{'latitude': '40.55034657236242', 'longitude': '-74.13845471601601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929217,2023-09-26T13:42:14.000,2023-10-02T15:46:17.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Street,11235,EAST   15 STREET,EAST   15 STREET,EAST   15 STREET,SHEEPSHEAD BAY ROAD,EAST   15 STREET,SHEEPSHEAD BAY ROAD,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T10:54:46.000,15 BROOKLYN,,BROOKLYN,996967,153279,ONLINE,Unspecified,BROOKLYN,40.58738246229696,-73.95421409039864,"{'latitude': '40.58738246229696', 'longitude': '-73.95421409039864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934780,2023-09-26T13:42:00.000,2023-09-26T15:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Cable,,10014,,,,,HUDSON STREET,GANSEVOORT STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T15:10:00.000,02 MANHATTAN,,MANHATTAN,982756,208664,UNKNOWN,Unspecified,MANHATTAN,40.73941097999583,-74.00539122636924,"{'latitude': '40.73941097999583', 'longitude': '-74.00539122636924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58929493,2023-09-26T13:41:41.000,2023-09-26T14:14:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10128,309 EAST   94 STREET,EAST   94 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   94 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T14:14:27.000,08 MANHATTAN,1015570008,MANHATTAN,998777,224456,MOBILE,Unspecified,MANHATTAN,40.78274415222784,-73.94754396270264,"{'latitude': '40.78274415222784', 'longitude': '-73.94754396270264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930014,2023-09-26T13:41:34.000,2023-10-11T10:08:21.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11226,251 EAST   29 STREET,EAST   29 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,17 BROOKLYN,3051730045,BROOKLYN,998184,173850,PHONE,Unspecified,BROOKLYN,40.64384375960936,-73.94978998819022,"{'latitude': '40.64384375960936', 'longitude': '-73.94978998819022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927416,2023-09-26T13:41:34.000,2023-10-11T10:08:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,251 EAST   29 STREET,EAST   29 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,17 BROOKLYN,3051730045,BROOKLYN,998184,173850,PHONE,Unspecified,BROOKLYN,40.64384375960936,-73.94978998819022,"{'latitude': '40.64384375960936', 'longitude': '-73.94978998819022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927369,2023-09-26T13:41:34.000,2023-10-11T10:08:21.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11226,251 EAST   29 STREET,EAST   29 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,17 BROOKLYN,3051730045,BROOKLYN,998184,173850,PHONE,Unspecified,BROOKLYN,40.64384375960936,-73.94978998819022,"{'latitude': '40.64384375960936', 'longitude': '-73.94978998819022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934278,2023-09-26T13:41:30.000,2023-10-11T13:36:01.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,10012,132 THOMPSON STREET,THOMPSON STREET,PRINCE STREET,WEST HOUSTON STREET,PRINCE STREET,WEST HOUSTON STREET,ADDRESS,NEW YORK,THOMPSON STREET,Closed,The owner claimed the bicycle was not abandoned.,2023-09-29T05:21:14.000,02 MANHATTAN,1005160004,MANHATTAN,983894,203953,PHONE,Unspecified,MANHATTAN,40.72648056165973,-74.00128440708626,"{'latitude': '40.72648056165973', 'longitude': '-74.00128440708626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925686,2023-09-26T13:41:29.000,2023-09-26T14:06:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11234,3226 KINGS HIGHWAY,KINGS HIGHWAY,EAST   32 STREET,NEW YORK AVENUE,EAST   32 STREET,NEW YORK AVENUE,ADDRESS,BROOKLYN,KINGS HIGHWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T14:07:02.000,18 BROOKLYN,3076680010,BROOKLYN,1000101,164437,ONLINE,Unspecified,BROOKLYN,40.61800384615623,-73.94290434802323,"{'latitude': '40.61800384615623', 'longitude': '-73.94290434802323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926038,2023-09-26T13:41:18.000,2023-10-01T17:30:50.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10472,1265 MORRISON AVENUE,MORRISON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,09 BRONX,2037770040,BRONX,1018832,242150,PHONE,Unspecified,BRONX,40.83125352949455,-73.87503560556581,"{'latitude': '40.83125352949455', 'longitude': '-73.87503560556581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926788,2023-09-26T13:41:00.000,2023-10-02T08:42:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11224,2975 WEST   33 STREET,WEST   33 STREET,MERMAID AVE,SURF AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-02T08:42:00.000,13 BROOKLYN,3070480015,BROOKLYN,984474,148060,ONLINE,Unspecified,BROOKLYN,40.573066457463426,-73.99919368993085,"{'latitude': '40.573066457463426', 'longitude': '-73.99919368993085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58930646,2023-09-26T13:41:00.000,2023-09-28T07:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11234,3424 AVENUE R,AVENUE R,E 34 ST,E 35 ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T07:00:00.000,18 BROOKLYN,3084780052,BROOKLYN,1001964,162328,ONLINE,Unspecified,BROOKLYN,40.612211549929036,-73.93619931610225,"{'latitude': '40.612211549929036', 'longitude': '-73.93619931610225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58933639,2023-09-26T13:40:40.000,2023-09-26T13:43:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3495 BROADWAY,BROADWAY,WEST  142 STREET,WEST  143 STREET,WEST  142 STREET,WEST  143 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T13:43:16.000,09 MANHATTAN,1020890033,MANHATTAN,997661,239832,ONLINE,Unspecified,MANHATTAN,40.82494880432053,-73.95154305067291,"{'latitude': '40.82494880432053', 'longitude': '-73.95154305067291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935255,2023-09-26T13:40:26.000,2023-09-26T14:20:11.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11377,50-54 44 STREET,44 STREET,50 AVENUE,LAUREL HILL BOULEVARD,50 AVENUE,LAUREL HILL BOULEVARD,ADDRESS,WOODSIDE,44 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T14:20:16.000,02 QUEENS,4022930073,QUEENS,1005885,207618,PHONE,Unspecified,QUEENS,40.736513633697555,-73.921931642584,"{'latitude': '40.736513633697555', 'longitude': '-73.921931642584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931139,2023-09-26T13:40:25.000,2023-10-01T17:30:50.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10472,1265 MORRISON AVENUE,MORRISON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-01T00:00:00.000,09 BRONX,2037770040,BRONX,1018832,242150,PHONE,Unspecified,BRONX,40.83125352949455,-73.87503560556581,"{'latitude': '40.83125352949455', 'longitude': '-73.87503560556581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926189,2023-09-26T13:40:10.000,2023-10-01T11:54:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934996,2023-09-26T13:40:10.000,2023-10-01T11:54:31.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934956,2023-09-26T13:40:10.000,2023-10-01T11:54:31.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
