unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58857299,2023-09-19T05:10:18.000,2023-09-19T16:24:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,8734 25 AVENUE,25 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T16:24:57.000,11 BROOKLYN,3068780069,BROOKLYN,987003,156108,MOBILE,Unspecified,BROOKLYN,40.5951561954063,-73.99008702695626,"{'latitude': '40.5951561954063', 'longitude': '-73.99008702695626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,25 AVENUE,,,,,,,
58858736,2023-09-19T05:10:13.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10019,790 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T09:06:06.000,05 MANHATTAN,1010230029,MANHATTAN,989067,216896,ONLINE,Unspecified,MANHATTAN,40.76200455438324,-73.9826115482865,"{'latitude': '40.76200455438324', 'longitude': '-73.9826115482865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 51 STREET,WEST 52 STREET,WEST   51 STREET,WEST   52 STREET,7 AVENUE,,,,,,,
58855706,2023-09-19T05:10:07.000,2023-09-19T05:42:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10454,383 CONCORD AVENUE,CONCORD AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T05:42:11.000,01 BRONX,2025730056,BRONX,1009188,233792,ONLINE,Unspecified,BRONX,40.80834568369169,-73.90991588171056,"{'latitude': '40.80834568369169', 'longitude': '-73.90991588171056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  142 STREET,ST MARYS STREET,EAST  142 STREET,ST MARYS STREET,CONCORD AVENUE,,,,,,,
58869304,2023-09-19T05:10:02.000,2023-09-19T05:10:02.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11232,837 41 STREET,41 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T00:00:00.000,12 BROOKLYN,3009200061,BROOKLYN,984926,174494,UNKNOWN,Unspecified,BROOKLYN,40.64562233613618,-73.99756402534113,"{'latitude': '40.64562233613618', 'longitude': '-73.99756402534113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58860688,2023-09-19T05:09:56.000,2023-09-19T06:28:07.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,727 11 AVENUE,11 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-19T06:28:15.000,04 MANHATTAN,1010990032,MANHATTAN,985924,218651,MOBILE,Unspecified,MANHATTAN,40.76682273021,-73.99395674199131,"{'latitude': '40.76682273021', 'longitude': '-73.99395674199131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   51 STREET,WEST   52 STREET,WEST   51 STREET,WEST   52 STREET,11 AVENUE,,,,,,,
58860696,2023-09-19T05:09:56.000,2023-10-01T08:58:03.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10019,727 11 AVENUE,11 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-10-01T08:58:07.000,04 MANHATTAN,1010990032,MANHATTAN,985924,218651,MOBILE,Unspecified,MANHATTAN,40.76682273021,-73.99395674199131,"{'latitude': '40.76682273021', 'longitude': '-73.99395674199131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   51 STREET,WEST   52 STREET,WEST   51 STREET,WEST   52 STREET,11 AVENUE,,,,,,,
58869654,2023-09-19T05:09:37.000,2023-09-19T05:23:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11224,3028 WEST   29 STREET,WEST   29 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T05:23:54.000,13 BROOKLYN,3070670001,BROOKLYN,985678,147838,ONLINE,Unspecified,BROOKLYN,40.572456998718664,-73.99485982020654,"{'latitude': '40.572456998718664', 'longitude': '-73.99485982020654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SURF AVENUE,BOARDWALK WEST,SURF AVENUE,BOARDWALK WEST,WEST   29 STREET,,,,,,,
58858950,2023-09-19T05:09:16.000,2023-09-19T07:01:35.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10010,60 WEST   23 STREET,WEST   23 STREET,ADDRESS,NEW YORK,Closed,N/A,2023-09-19T07:01:37.000,05 MANHATTAN,1008240011,MANHATTAN,986625,209724,ONLINE,Unspecified,MANHATTAN,40.74232022359292,-73.99142923577988,"{'latitude': '40.74232022359292', 'longitude': '-73.99142923577988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,WEST   23 STREET,,,,,,,
58860708,2023-09-19T05:09:12.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10036,1516 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-19T08:36:02.000,05 MANHATTAN,1009970001,MANHATTAN,988200,215227,ONLINE,Unspecified,MANHATTAN,40.75742400688699,-73.98574223356721,"{'latitude': '40.75742400688699', 'longitude': '-73.98574223356721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 44 STREET,7 AVENUE,WEST   44 STREET,7 AVENUE,BROADWAY,,,,,,,
58866993,2023-09-19T05:08:45.000,2023-09-19T05:24:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,273 VAN CORTLANDT AVENUE EAST,VAN CORTLANDT AVENUE EAST,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T05:24:29.000,07 BRONX,2033360006,BRONX,1017346,258701,MOBILE,Unspecified,BRONX,40.876686745915336,-73.8803236496327,"{'latitude': '40.876686745915336', 'longitude': '-73.8803236496327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCHAMBEAU AVENUE,BAINBRIDGE AVENUE,ROCHAMBEAU AVENUE,BAINBRIDGE AVENUE,VAN CORTLANDT AVENUE EAST,,,,,,,
58863459,2023-09-19T05:08:21.000,2023-09-19T06:47:07.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11201,172 CADMAN PLAZA EAST,CADMAN PLAZA EAST,ADDRESS,BROOKLYN,Closed,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,2023-09-19T06:47:12.000,02 BROOKLYN,3000580050,BROOKLYN,987049,193760,ONLINE,Unspecified,BROOKLYN,40.69850276876315,-73.98990576749503,"{'latitude': '40.69850276876315', 'longitude': '-73.98990576749503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RED CROSS PLACE,TILLARY STREET,RED CROSS PLACE,TILLARY STREET,CADMAN PLAZA EAST,,,,,,,
58863778,2023-09-19T05:07:14.000,2023-09-19T05:12:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10014,CHRISTOPHER STREET,CHRISTOPHER STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T05:12:29.000,02 MANHATTAN,,MANHATTAN,982474,206348,ONLINE,Unspecified,MANHATTAN,40.73305407988208,-74.00640823601,"{'latitude': '40.73305407988208', 'longitude': '-74.00640823601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHRISTOPHER STREET,HUDSON STREET,CHRISTOPHER STREET,HUDSON STREET,,,,,,,,
58863330,2023-09-19T05:07:01.000,2023-10-25T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10461,2824 ROEBLING AVENUE,ROEBLING AVENUE,ADDRESS,BRONX,Closed,The Department of Buildings has investigated this complaint and found evidence of conditions that present an imminent danger duing occupancy of a portion of the property. A partial vacate order has been issued.,2023-10-25T00:00:00.000,10 BRONX,2053850018,BRONX,1029672,246352,UNKNOWN,Unspecified,BRONX,40.84273768496588,-73.83583615730926,"{'latitude': '40.84273768496588', 'longitude': '-73.83583615730926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,
58863337,2023-09-19T05:07:01.000,2023-09-26T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11209,222 89 STREET,89 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T00:00:00.000,10 BROOKLYN,3060630015,BROOKLYN,974887,165811,UNKNOWN,Unspecified,BROOKLYN,40.62178442173011,-74.0337276414235,"{'latitude': '40.62178442173011', 'longitude': '-74.0337276414235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58857453,2023-09-19T05:07:00.000,2023-09-19T06:43:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,23 PIERREPONT STREET,PIERREPONT STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T06:43:36.000,02 BROOKLYN,3002340002,BROOKLYN,985204,192914,MOBILE,Unspecified,BROOKLYN,40.69618108689035,-73.99655964185348,"{'latitude': '40.69618108689035', 'longitude': '-73.99655964185348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PIERREPONT PLACE,WILLOW STREET,PIERREPONT PLACE,WILLOW STREET,PIERREPONT STREET,,,,,,,
58857333,2023-09-19T05:06:13.000,2023-09-19T16:23:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,184 BAY   26 STREET,BAY   26 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T16:23:57.000,11 BROOKLYN,3064430042,BROOKLYN,984053,157861,MOBILE,Unspecified,BROOKLYN,40.59996825172298,-74.00070940662158,"{'latitude': '40.59996825172298', 'longitude': '-74.00070940662158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,BAY   26 STREET,,,,,,,
58866682,2023-09-19T05:04:58.000,2023-09-20T01:21:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10465,950 HUNTINGTON AVENUE,HUNTINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T01:21:36.000,10 BRONX,2055360067,BRONX,1031093,240977,ONLINE,Unspecified,BRONX,40.82797746713423,-73.8307379395448,"{'latitude': '40.82797746713423', 'longitude': '-73.8307379395448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAFAYETTE AVENUE,BARKLEY AVENUE,LAFAYETTE AVENUE,BARKLEY AVENUE,HUNTINGTON AVENUE,,,,,,,
58867043,2023-09-19T05:04:16.000,2023-09-19T05:24:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10467,101 EAST  208 STREET,EAST  208 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T05:24:10.000,07 BRONX,,BRONX,1017075,259240,MOBILE,Unspecified,BRONX,40.878167144898065,-73.8813009533123,"{'latitude': '40.878167144898065', 'longitude': '-73.8813009533123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STEUBEN AVENUE,ROCHAMBEAU AVENUE,STEUBEN AVENUE,ROCHAMBEAU AVENUE,EAST  208 STREET,,,,,,,
58866566,2023-09-19T05:03:42.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10036,208 WEST   41 STREET,WEST   41 STREET,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T16:52:48.000,05 MANHATTAN,1010120038,MANHATTAN,987564,214568,MOBILE,Unspecified,MANHATTAN,40.75561548114431,-73.98803823923103,"{'latitude': '40.75561548114431', 'longitude': '-73.98803823923103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,WEST   41 STREET,,,,,,,
58870453,2023-09-19T05:02:57.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10036,234 WEST   42 STREET,WEST   42 STREET,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T16:52:00.000,05 MANHATTAN,1010130012,MANHATTAN,987392,214980,MOBILE,Unspecified,MANHATTAN,40.75674637896318,-73.98865887434677,"{'latitude': '40.75674637896318', 'longitude': '-73.98865887434677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,WEST   42 STREET,,,,,,,
58863320,2023-09-19T05:02:30.000,2023-09-19T05:26:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11238,906 BERGEN STREET,BERGEN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T05:26:54.000,08 BROOKLYN,3011497502,BROOKLYN,996041,185986,ONLINE,Unspecified,BROOKLYN,40.67715751257689,-73.9574908876212,"{'latitude': '40.67715751257689', 'longitude': '-73.9574908876212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,BERGEN STREET,,,,,,,
58865053,2023-09-19T05:02:13.000,2023-09-19T17:00:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,61-01 60 DRIVE,60 DRIVE,ADDRESS,MASPETH,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T17:00:07.000,05 QUEENS,4027440051,QUEENS,1011335,199983,MOBILE,Unspecified,QUEENS,40.71554241721695,-73.90229644911274,"{'latitude': '40.71554241721695', 'longitude': '-73.90229644911274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",61 STREET,FRESH POND ROAD,61 STREET,FRESH POND ROAD,60 DRIVE,,,,,,,
58855511,2023-09-19T05:01:34.000,2023-09-19T21:18:55.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11385,58-02 METROPOLITAN AVENUE,METROPOLITAN AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T21:18:58.000,05 QUEENS,4034920034,QUEENS,1010317,199016,MOBILE,Unspecified,QUEENS,40.71289129259772,-73.90597241557977,"{'latitude': '40.71289129259772', 'longitude': '-73.90597241557977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOREST AVENUE,60 STREET,FOREST AVENUE,60 STREET,METROPOLITAN AVENUE,,,,,,,
58869099,2023-09-19T05:00:21.000,2023-09-19T05:11:51.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10456,1166 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T05:11:55.000,04 BRONX,2024560150,BRONX,1006794,243004,ONLINE,Unspecified,BRONX,40.833636444317925,-73.91853283041966,"{'latitude': '40.833636444317925', 'longitude': '-73.91853283041966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MCCLELLAN STREET,TUDOR PLACE,MCCLELLAN STREET,TUDOR PLACE,GRAND CONCOURSE,,,,,,,
58870400,2023-09-19T04:59:26.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10036,714 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T08:36:54.000,05 MANHATTAN,1010197501,MANHATTAN,988581,216013,ONLINE,Unspecified,MANHATTAN,40.75958119745315,-73.98436648446643,"{'latitude': '40.75958119745315', 'longitude': '-73.98436648446643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 47 STREET BIKE PATH,WEST 48 STREET,WEST   47 STREET BIKE PATH,WEST   48 STREET,7 AVENUE,,,,,,,
58861450,2023-09-19T04:59:02.000,2023-09-19T05:38:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457,3820 PARK AVENUE,PARK AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T05:38:31.000,03 BRONX,2029030107,BRONX,1010776,244842,PHONE,Unspecified,BRONX,40.838670157187025,-73.90413583354186,"{'latitude': '40.838670157187025', 'longitude': '-73.90413583354186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  171 STREET,CLAREMONT PARKWAY,EAST  171 STREET,CLAREMONT PARKWAY,PARK AVENUE,,,,,,,
58857291,2023-09-19T04:58:19.000,2023-09-19T06:03:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,333 86 STREET,86 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T06:03:51.000,10 BROOKLYN,3060340070,BROOKLYN,975935,166327,MOBILE,Unspecified,BROOKLYN,40.62320177943716,-74.0299531445407,"{'latitude': '40.62320177943716', 'longitude': '-74.0299531445407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,86 STREET,,,,,,,
58859647,2023-09-19T04:57:58.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,,11209,631 71 STREET,71 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,10 BROOKLYN,3058940060,BROOKLYN,979162,169025,UNKNOWN,Unspecified,BROOKLYN,40.63060966327369,-74.01833054890507,"{'latitude': '40.63060966327369', 'longitude': '-74.01833054890507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58867146,2023-09-19T04:56:51.000,2023-09-19T05:14:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10027,406 WEST  127 STREET,WEST  127 STREET,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T05:14:40.000,09 MANHATTAN,1019670024,MANHATTAN,997113,235424,PHONE,Unspecified,MANHATTAN,40.812850901650926,-73.9535315461183,"{'latitude': '40.812850901650926', 'longitude': '-73.9535315461183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CONVENT AVENUE,WEST  126 STREET,CONVENT AVENUE,WEST  126 STREET,WEST  127 STREET,,,,,,,
58859189,2023-09-19T04:56:45.000,2023-09-19T05:04:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,2544 EAST   19 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T05:04:25.000,15 BROOKLYN,3074390027,BROOKLYN,997923,154057,ONLINE,Unspecified,BROOKLYN,40.589516493592676,-73.95077056284912,"{'latitude': '40.589516493592676', 'longitude': '-73.95077056284912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE Y,AVENUE Z,AVENUE Y,AVENUE Z,EAST   19 STREET,,,,,,,
58859118,2023-09-19T04:56:00.000,2023-09-26T21:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10014,,,INTERSECTION,MANHATTAN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T21:30:00.000,02 MANHATTAN,,MANHATTAN,983478,206559,ONLINE,Unspecified,MANHATTAN,40.73363336761636,-74.00278558626394,"{'latitude': '40.73363336761636', 'longitude': '-74.00278558626394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,7 AVENUE SOUTH,WEST 4 STREET,,N/A,,,,,,
58856181,2023-09-19T04:54:12.000,2023-09-25T20:42:41.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58868996,2023-09-19T04:53:55.000,2023-09-19T05:47:30.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11209,BATTERY AVENUE,BATTERY AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T05:47:36.000,10 BROOKLYN,,BROOKLYN,976917,162576,PHONE,Unspecified,BROOKLYN,40.61290693091757,-74.02641160970238,"{'latitude': '40.61290693091757', 'longitude': '-74.02641160970238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BATTERY AVENUE,FT HILL PLACE,BATTERY AVENUE,FT HILL PLACE,,,,,,,,
58859220,2023-09-19T04:53:26.000,2023-09-19T05:13:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,1114 41 STREET,41 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T05:13:45.000,12 BROOKLYN,3055920012,BROOKLYN,986637,173128,MOBILE,Unspecified,BROOKLYN,40.64187266421624,-73.99139889827676,"{'latitude': '40.64187266421624', 'longitude': '-73.99139889827676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FORT HAMILTON PARKWAY,12 AVENUE,FORT HAMILTON PARKWAY,12 AVENUE,41 STREET,,,,,,,
58867156,2023-09-19T04:53:16.000,2023-09-19T06:17:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11208,528 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T06:17:35.000,05 BROOKLYN,3041340020,BROOKLYN,1020408,189297,PHONE,Unspecified,BROOKLYN,40.68617945158653,-73.86962488740929,"{'latitude': '40.68617945158653', 'longitude': '-73.86962488740929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINCOLN AVENUE,NICHOLS AVENUE,LINCOLN AVENUE,NICHOLS AVENUE,RIDGEWOOD AVENUE,,,,,,,
58869330,2023-09-19T04:52:18.000,2023-09-19T05:20:19.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11101,41-11 28 STREET,28 STREET,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T05:20:24.000,01 QUEENS,4004170014,QUEENS,1001486,212947,MOBILE,Unspecified,QUEENS,40.7511500699606,-73.93779145892752,"{'latitude': '40.7511500699606', 'longitude': '-73.93779145892752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41 AVENUE,QUEENS PLAZA NORTH,41 AVENUE,QUEENS PLAZA NORTH,28 STREET,,,,,,,
58866306,2023-09-19T04:52:11.000,2023-09-19T04:52:11.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10458,2954 MARION AVENUE,MARION AVENUE,ADDRESS,BRONX,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-19T04:52:11.000,07 BRONX,2032850001,BRONX,1016233,255866,MOBILE,Unspecified,BRONX,40.86890965135531,-73.88436182678842,"{'latitude': '40.86890965135531', 'longitude': '-73.88436182678842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD PARK BOULEVARD,EAST 201 STREET,BEDFORD PARK BOULEVARD,EAST  201 STREET,MARION AVENUE,,,,,,,
58867147,2023-09-19T04:52:08.000,2023-09-19T05:31:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11231,401 COLUMBIA STREET,COLUMBIA STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T05:31:20.000,06 BROOKLYN,3005250001,BROOKLYN,982616,186426,MOBILE,Unspecified,BROOKLYN,40.678372915004,-74.00589103153631,"{'latitude': '40.678372915004', 'longitude': '-74.00589103153631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DELAVAN STREET,HUNTINGTON STREET,DELAVAN STREET,HUNTINGTON STREET,COLUMBIA STREET,,,,,,,
