unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
58942587,2023-09-27T10:24:54.000,2023-10-02T18:34:58.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11235,2305 AVENUE Y,AVENUE Y,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,15 BROOKLYN,3074220438,BROOKLYN,999053,154590,PHONE,Unspecified,BROOKLYN,40.59097765656521,-73.94670084762541,"{'latitude': '40.59097765656521', 'longitude': '-73.94670084762541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938900,2023-09-27T10:24:54.000,2023-10-02T18:34:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11235,2305 AVENUE Y,AVENUE Y,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,15 BROOKLYN,3074220438,BROOKLYN,999053,154590,PHONE,Unspecified,BROOKLYN,40.59097765656521,-73.94670084762541,"{'latitude': '40.59097765656521', 'longitude': '-73.94670084762541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941457,2023-09-27T10:24:54.000,2023-10-02T18:34:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11235,2305 AVENUE Y,AVENUE Y,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,15 BROOKLYN,3074220438,BROOKLYN,999053,154590,PHONE,Unspecified,BROOKLYN,40.59097765656521,-73.94670084762541,"{'latitude': '40.59097765656521', 'longitude': '-73.94670084762541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58936263,2023-09-27T10:24:54.000,2023-10-02T18:34:58.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11235,2305 AVENUE Y,AVENUE Y,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,15 BROOKLYN,3074220438,BROOKLYN,999053,154590,PHONE,Unspecified,BROOKLYN,40.59097765656521,-73.94670084762541,"{'latitude': '40.59097765656521', 'longitude': '-73.94670084762541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938795,2023-09-27T10:24:52.000,2023-09-27T19:28:42.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459,900 FOX STREET,FOX STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-27T00:00:00.000,02 BRONX,2027220048,BRONX,1013578,237936,ONLINE,Unspecified,BRONX,40.819706316090034,-73.89403968924076,"{'latitude': '40.819706316090034', 'longitude': '-73.89403968924076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58943903,2023-09-27T10:24:52.000,2023-09-27T19:28:42.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459,900 FOX STREET,FOX STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-27T00:00:00.000,02 BRONX,2027220048,BRONX,1013578,237936,ONLINE,Unspecified,BRONX,40.819706316090034,-73.89403968924076,"{'latitude': '40.819706316090034', 'longitude': '-73.89403968924076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58939709,2023-09-27T10:24:50.000,2023-09-27T14:39:52.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11220,4823 4 AVENUE,4 AVENUE,48 STREET,49 STREET,48 STREET,49 STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-27T14:39:55.000,07 BROOKLYN,3007740001,BROOKLYN,981035,175146,PHONE,Unspecified,BROOKLYN,40.64741137752101,-74.01158560435977,"{'latitude': '40.64741137752101', 'longitude': '-74.01158560435977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58937310,2023-09-27T10:24:45.000,2023-09-27T10:47:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10038,180 WATER STREET,WATER STREET,FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,ADDRESS,NEW YORK,WATER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T10:47:28.000,01 MANHATTAN,1000700032,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58942348,2023-09-27T10:24:24.000,2023-09-27T11:20:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11356,22-03 128 STREET,128 STREET,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,ADDRESS,COLLEGE POINT,128 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T11:20:26.000,07 QUEENS,4042040021,QUEENS,1028397,223457,PHONE,Unspecified,QUEENS,40.77990384925891,-73.84059482084048,"{'latitude': '40.77990384925891', 'longitude': '-73.84059482084048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58942241,2023-09-27T10:24:11.000,2023-09-27T11:28:24.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10028,920 PARK AVENUE,PARK AVENUE,EAST   80 STREET,HARLEM MEER SHORELINE,EAST   80 STREET,HARLEM MEER SHORELINE,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T11:28:22.000,08 MANHATTAN,1014920036,MANHATTAN,995362,222187,MOBILE,Unspecified,MANHATTAN,40.776521300972995,-73.9598790527284,"{'latitude': '40.776521300972995', 'longitude': '-73.9598790527284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58944272,2023-09-27T10:24:09.000,2023-09-29T07:29:10.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11205,648 MYRTLE AVENUE,MYRTLE AVENUE,KENT AVENUE,FRANKLIN AVENUE,KENT AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-29T07:29:14.000,03 BROOKLYN,3019120034,BROOKLYN,995843,192244,PHONE,Unspecified,BROOKLYN,40.694334550639205,-73.95819395293744,"{'latitude': '40.694334550639205', 'longitude': '-73.95819395293744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58937764,2023-09-27T10:23:37.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11377,47-38 46 STREET,46 STREET,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,WOODSIDE,46 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T09:22:05.000,02 QUEENS,4001700045,QUEENS,1006623,209028,PHONE,Unspecified,QUEENS,40.74038189654967,-73.91926393423329,"{'latitude': '40.74038189654967', 'longitude': '-73.91926393423329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938446,2023-09-27T10:23:25.000,2023-11-08T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,11106,31-16 35 AVENUE,35 AVENUE,,,,,ADDRESS,ASTORIA,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-08T00:00:00.000,01 QUEENS,4006040026,QUEENS,1004115,215452,UNKNOWN,Unspecified,QUEENS,40.75802014071654,-73.92829541888537,"{'latitude': '40.75802014071654', 'longitude': '-73.92829541888537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58940378,2023-09-27T10:23:24.000,2023-09-28T09:41:22.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,10314,65 STURGES STREET,STURGES STREET,DEAD END,BEECHWOOD PLACE,DEAD END,BEECHWOOD PLACE,ADDRESS,STATEN ISLAND,STURGES STREET,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-28T09:41:24.000,01 STATEN ISLAND,5003460242,STATEN ISLAND,950855,163823,PHONE,Unspecified,STATEN ISLAND,40.6162697882896,-74.12028643178763,"{'latitude': '40.6162697882896', 'longitude': '-74.12028643178763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945008,2023-09-27T10:23:13.000,2023-09-27T10:53:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10467,3445 HOLLAND AVENUE,HOLLAND AVENUE,MAGENTA STREET,EAST GUN HILL ROAD,MAGENTA STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,HOLLAND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T10:53:52.000,12 BRONX,2046290050,BRONX,1021650,258500,MOBILE,Unspecified,BRONX,40.87611787495612,-73.86476137313596,"{'latitude': '40.87611787495612', 'longitude': '-73.86476137313596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938374,2023-09-27T10:23:01.000,2023-09-27T17:14:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11223,277 KINGS HIGHWAY,KINGS HIGHWAY,SEA BEACH LINE,WEST    7 STREET,SEA BEACH LINE,WEST    7 STREET,ADDRESS,BROOKLYN,KINGS HIGHWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T17:14:15.000,11 BROOKLYN,3066490008,BROOKLYN,989701,159771,PHONE,Unspecified,BROOKLYN,40.6052091390575,-73.98036914171297,"{'latitude': '40.6052091390575', 'longitude': '-73.98036914171297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938332,2023-09-27T10:22:27.000,2023-09-27T10:42:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11691,798 EMPIRE AVENUE,EMPIRE AVENUE,BALSAM COURT,BEACH    9 STREET,BALSAM COURT,BEACH    9 STREET,ADDRESS,FAR ROCKAWAY,EMPIRE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T10:42:41.000,14 QUEENS,4155510081,QUEENS,1055049,159775,ONLINE,Unspecified,QUEENS,40.604938977289805,-73.74503000134632,"{'latitude': '40.604938977289805', 'longitude': '-73.74503000134632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58939312,2023-09-27T10:22:25.000,2023-10-11T13:27:40.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10029,233 EAST  116 STREET,EAST  116 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST  116 STREET,Closed,The Department of Sanitation removed the items.,2023-09-28T11:37:48.000,11 MANHATTAN,1016660015,MANHATTAN,1001212,229803,ONLINE,Unspecified,MANHATTAN,40.79741588878869,-73.93873783818617,"{'latitude': '40.79741588878869', 'longitude': '-73.93873783818617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935956,2023-09-27T10:22:12.000,2023-09-27T13:56:56.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11101,37-21 31 STREET,31 STREET,37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,ADDRESS,LONG ISLAND CITY,31 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T13:56:52.000,01 QUEENS,4003730012,QUEENS,1003275,214214,PHONE,Unspecified,QUEENS,40.75462399462054,-73.93133097949391,"{'latitude': '40.75462399462054', 'longitude': '-73.93133097949391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941012,2023-09-27T10:21:58.000,2023-10-11T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11218,1258 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The City inspected the property for cleaning, but no graffiti was found.",2023-10-12T07:08:16.000,07 BROOKLYN,3052740028,BROOKLYN,990900,176987,UNKNOWN,Unspecified,BROOKLYN,40.652462609522324,-73.97603418259118,"{'latitude': '40.652462609522324', 'longitude': '-73.97603418259118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-10-27T10:21:58.000,,,,,
58939648,2023-09-27T10:21:54.000,2023-09-27T13:03:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11223,936 AVENUE S,AVENUE S,EAST    9 STREET,CONEY ISLAND AVENUE,EAST    9 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,AVENUE S,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T13:03:51.000,15 BROOKLYN,3070910015,BROOKLYN,994691,158933,ONLINE,Unspecified,BROOKLYN,40.60290452561779,-73.9623997943602,"{'latitude': '40.60290452561779', 'longitude': '-73.9623997943602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945154,2023-09-27T10:21:51.000,2023-09-28T08:01:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453,1669 MACOMBS ROAD,MACOMBS ROAD,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,05 BRONX,2028760184,BRONX,1007434,248250,PHONE,Unspecified,BRONX,40.84803352142331,-73.91620193092773,"{'latitude': '40.84803352142331', 'longitude': '-73.91620193092773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938082,2023-09-27T10:21:50.000,2023-09-27T12:24:06.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11378,60-34 60 DRIVE,60 DRIVE,60 STREET,60 PLACE,60 STREET,60 PLACE,ADDRESS,MASPETH,60 DRIVE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T12:24:10.000,05 QUEENS,4027340022,QUEENS,1010649,199859,ONLINE,Unspecified,QUEENS,40.715204140622255,-73.90477153691398,"{'latitude': '40.715204140622255', 'longitude': '-73.90477153691398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938931,2023-09-27T10:21:25.000,2023-09-27T20:18:20.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11207,41 ELDERT STREET,ELDERT STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,04 BROOKLYN,3034080046,BROOKLYN,1008209,189284,PHONE,Unspecified,BROOKLYN,40.68618519792275,-73.91361090367694,"{'latitude': '40.68618519792275', 'longitude': '-73.91361090367694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58942653,2023-09-27T10:21:25.000,2023-09-27T20:18:18.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11207,41 ELDERT STREET,ELDERT STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,04 BROOKLYN,3034080046,BROOKLYN,1008209,189284,PHONE,Unspecified,BROOKLYN,40.68618519792275,-73.91361090367694,"{'latitude': '40.68618519792275', 'longitude': '-73.91361090367694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58940223,2023-09-27T10:21:25.000,2023-09-27T20:18:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11207,41 ELDERT STREET,ELDERT STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,04 BROOKLYN,3034080046,BROOKLYN,1008209,189284,PHONE,Unspecified,BROOKLYN,40.68618519792275,-73.91361090367694,"{'latitude': '40.68618519792275', 'longitude': '-73.91361090367694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941491,2023-09-27T10:21:25.000,2023-09-27T20:18:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11207,41 ELDERT STREET,ELDERT STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,04 BROOKLYN,3034080046,BROOKLYN,1008209,189284,PHONE,Unspecified,BROOKLYN,40.68618519792275,-73.91361090367694,"{'latitude': '40.68618519792275', 'longitude': '-73.91361090367694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941425,2023-09-27T10:21:24.000,2023-10-05T09:02:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11105,22-75 35 STREET,35 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,01 QUEENS,4008220001,QUEENS,1009069,221145,PHONE,Unspecified,QUEENS,40.773633426599616,-73.91039248135459,"{'latitude': '40.773633426599616', 'longitude': '-73.91039248135459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58942328,2023-09-27T10:21:17.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,,10011,636 6 AVENUE,6 AVENUE,,,,,ADDRESS,NEW YORK,,Open,The graffiti has been reported. The property owner will be notified that the City will remove the graffiti after 35 days unless the property owner requests to keep the graffiti or remove it himself or herself.,2023-09-27T10:21:18.000,05 MANHATTAN,1008217506,MANHATTAN,985777,209085,UNKNOWN,Unspecified,MANHATTAN,40.7405665147728,-73.99448959474978,"{'latitude': '40.7405665147728', 'longitude': '-73.99448959474978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58938053,2023-09-27T10:21:17.000,2023-10-14T13:27:03.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,10003,326 EAST   18 STREET,EAST   18 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   18 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-29T11:01:56.000,06 MANHATTAN,1009230050,MANHATTAN,989148,206873,ONLINE,Unspecified,MANHATTAN,40.73449389781092,-73.98232645360905,"{'latitude': '40.73449389781092', 'longitude': '-73.98232645360905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945440,2023-09-27T10:21:16.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10312,52 ROCHELLE PLACE,ROCHELLE PLACE,WAINWRIGHT AVENUE,POMPEY AVENUE,WAINWRIGHT AVENUE,POMPEY AVENUE,ADDRESS,STATEN ISLAND,ROCHELLE PLACE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-11-06T13:30:30.000,03 STATEN ISLAND,5056270036,STATEN ISLAND,936959,138200,ONLINE,Unspecified,STATEN ISLAND,40.54587658351808,-74.17015945560753,"{'latitude': '40.54587658351808', 'longitude': '-74.17015945560753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58936771,2023-09-27T10:21:03.000,2023-10-05T08:33:53.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11412,109-10 203 STREET,203 STREET,109 AVENUE,HOLLIS AVENUE,109 AVENUE,HOLLIS AVENUE,ADDRESS,SAINT ALBANS,203 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T10:46:28.000,12 QUEENS,4109050018,QUEENS,1052106,197145,PHONE,Unspecified,QUEENS,40.70753405131528,-73.75525261524402,"{'latitude': '40.70753405131528', 'longitude': '-73.75525261524402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945586,2023-09-27T10:20:52.000,2023-10-02T10:58:09.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11201,CHAPEL STREET,CHAPEL STREET,CHAPEL STREET,JAY STREET,CHAPEL STREET,JAY STREET,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-02T10:58:15.000,02 BROOKLYN,,BROOKLYN,987844,193315,PHONE,Unspecified,BROOKLYN,40.697281060268594,-73.98703894002024,"{'latitude': '40.697281060268594', 'longitude': '-73.98703894002024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58944576,2023-09-27T10:20:47.000,2023-09-27T11:24:38.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11206,34 MELROSE STREET,MELROSE STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,MELROSE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T11:24:18.000,04 BROOKLYN,3031600019,BROOKLYN,1002183,193618,ONLINE,Unspecified,BROOKLYN,40.69809528434809,-73.93532733791935,"{'latitude': '40.69809528434809', 'longitude': '-73.93532733791935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58939335,2023-09-27T10:20:44.000,2023-10-11T08:19:17.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11413,144-40 224 STREET,224 STREET,144 AVENUE,145 AVENUE,144 AVENUE,145 AVENUE,ADDRESS,SPRINGFIELD GARDENS,224 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T13:06:51.000,13 QUEENS,4134930067,QUEENS,1052365,181404,ONLINE,Unspecified,QUEENS,40.66432678865574,-73.75447757583237,"{'latitude': '40.66432678865574', 'longitude': '-73.75447757583237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938049,2023-09-27T10:20:38.000,2023-09-27T12:04:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11201,83 MONTAGUE STREET,MONTAGUE STREET,MONTAGUE TERRACE,HICKS STREET,MONTAGUE TERRACE,HICKS STREET,ADDRESS,BROOKLYN,MONTAGUE STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T12:04:29.000,02 BROOKLYN,3002410001,BROOKLYN,985306,192601,MOBILE,Unspecified,BROOKLYN,40.69532196298106,-73.99619185389015,"{'latitude': '40.69532196298106', 'longitude': '-73.99619185389015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58937122,2023-09-27T10:20:28.000,2023-09-27T12:35:30.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,29 FORT GREENE PLACE,FORT GREENE PLACE,DEKALB AVENUE,FULTON STREET,DEKALB AVENUE,FULTON STREET,ADDRESS,BROOKLYN,FORT GREENE PLACE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T12:35:35.000,02 BROOKLYN,3020980013,BROOKLYN,990655,190238,ONLINE,Unspecified,BROOKLYN,40.68883381906261,-73.97690454285608,"{'latitude': '40.68883381906261', 'longitude': '-73.97690454285608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58936800,2023-09-27T10:20:06.000,2023-09-28T14:52:12.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11204,2142 60 STREET,60 STREET,21 AVENUE,BAY PARKWAY,21 AVENUE,BAY PARKWAY,ADDRESS,BROOKLYN,60 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-28T13:49:33.000,12 BROOKLYN,3055220023,BROOKLYN,989890,164227,ONLINE,Unspecified,BROOKLYN,40.61743982373599,-73.97968476838813,"{'latitude': '40.61743982373599', 'longitude': '-73.97968476838813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945464,2023-09-27T10:20:01.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11356,123-06 9 AVENUE,9 AVENUE,123 STREET,124 STREET,123 STREET,124 STREET,ADDRESS,COLLEGE POINT,9 AVENUE,In Progress,,,07 QUEENS,4039670027,QUEENS,1027316,226914,ONLINE,Unspecified,QUEENS,40.789397711316504,-73.84447590561635,"{'latitude': '40.789397711316504', 'longitude': '-73.84447590561635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
