unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58809307,2023-09-13T08:51:14.000,2023-09-13T09:27:03.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10033,500 WEST  178 STREET,WEST  178 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T09:27:06.000,12 MANHATTAN,1021320037,MANHATTAN,1002912,247592,MOBILE,Unspecified,MANHATTAN,40.84623822107599,-73.93254842672656,"{'latitude': '40.84623822107599', 'longitude': '-73.93254842672656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,WEST  178 STREET,,,,,,,
58808335,2023-09-13T08:51:12.000,2023-09-13T10:21:14.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10039,319 WEST  145 STREET,WEST  145 STREET,ADDRESS,NEW YORK,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-13T10:21:17.000,10 MANHATTAN,1020520001,MANHATTAN,1000010,239242,ONLINE,Unspecified,MANHATTAN,40.82332554323123,-73.94305697510212,"{'latitude': '40.82332554323123', 'longitude': '-73.94305697510212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRADHURST AVENUE,EDGECOMBE AVENUE,BRADHURST AVENUE,EDGECOMBE AVENUE,WEST  145 STREET,,,,,,,
58805512,2023-09-13T08:51:10.000,2023-09-13T12:19:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,2803 BATCHELDER STREET,BATCHELDER STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T12:19:19.000,15 BROOKLYN,3088017501,BROOKLYN,1001999,152511,PHONE,Unspecified,BROOKLYN,40.58526580814735,-73.93609904945897,"{'latitude': '40.58526580814735', 'longitude': '-73.93609904945897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LOSEE TERRACE,GUNNISON COURT,LOSEE TERRACE,GUNNISON COURT,BATCHELDER STREET,,,,,,,
58810147,2023-09-13T08:50:58.000,2023-09-14T13:27:35.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Grating - Defective,Sidewalk,10022,948 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-14T13:27:39.000,06 MANHATTAN,1013640001,MANHATTAN,993911,214443,PHONE,Unspecified,MANHATTAN,40.755267731046004,-73.96512915806167,"{'latitude': '40.755267731046004', 'longitude': '-73.96512915806167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   52 STREET,EAST   53 STREET,EAST   52 STREET,EAST   53 STREET,1 AVENUE,,,,,,,
58807597,2023-09-13T08:50:58.000,2023-09-13T12:11:01.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11385,1611 PALMETTO STREET,PALMETTO STREET,ADDRESS,RIDGEWOOD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T12:11:04.000,05 QUEENS,4034440033,QUEENS,1009006,194265,MOBILE,Unspecified,QUEENS,40.69985469072184,-73.91071885314443,"{'latitude': '40.69985469072184', 'longitude': '-73.91071885314443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WYCKOFF AVENUE,ST NICHOLAS AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,PALMETTO STREET,,,,,,,
58804128,2023-09-13T08:50:55.000,2023-09-13T09:14:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10278,26 FEDERAL PLAZA,FEDERAL PLAZA,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T09:14:05.000,01 MANHATTAN,1001560050,MANHATTAN,982935,200140,MOBILE,Unspecified,MANHATTAN,40.716014706345376,-74.00474362389673,"{'latitude': '40.716014706345376', 'longitude': '-74.00474362389673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",THOMAS STREET,WORTH STREET,THOMAS STREET,WORTH STREET,FEDERAL PLAZA,,,,,,,
58808870,2023-09-13T08:50:46.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11201,55 TILLARY STREET,TILLARY STREET,ADDRESS,BROOKLYN,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-11-27T11:14:50.000,02 BROOKLYN,,BROOKLYN,987444,192919,ONLINE,Unspecified,BROOKLYN,40.696194285767284,-73.98848164976495,"{'latitude': '40.696194285767284', 'longitude': '-73.98848164976495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAMS STREET,JAY STREET,ADAMS STREET,JAY STREET,TILLARY STREET,,,,,"55 TILLARY STREET, BROOKLYN, NY, 11201",,
58810040,2023-09-13T08:50:20.000,2023-09-13T08:50:20.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11211,207 WOODPOINT ROAD,WOODPOINT ROAD,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-13T08:50:20.000,01 BROOKLYN,3028930008,BROOKLYN,1000295,200030,ONLINE,Unspecified,BROOKLYN,40.71569833097145,-73.9421208443749,"{'latitude': '40.71569833097145', 'longitude': '-73.9421208443749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SKILLMAN AVENUE,CONSELYEA STREET,SKILLMAN AVENUE,CONSELYEA STREET,WOODPOINT ROAD,,,,,,,
58802444,2023-09-13T08:50:19.000,2023-09-13T09:20:04.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019,438 WEST   51 STREET,WEST   51 STREET,ADDRESS,NEW YORK,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-13T09:20:04.000,04 MANHATTAN,1010600051,MANHATTAN,987104,217845,MOBILE,Unspecified,MANHATTAN,40.76461016647374,-73.98969720106635,"{'latitude': '40.76461016647374', 'longitude': '-73.98969720106635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,WEST   51 STREET,,,,,,,
58810314,2023-09-13T08:50:11.000,2023-09-16T12:55:12.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10309,175 WEST CASTOR PLACE,WEST CASTOR PLACE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T09:49:05.000,03 STATEN ISLAND,5061090035,STATEN ISLAND,927131,137421,ONLINE,Unspecified,STATEN ISLAND,40.543680535257046,-74.20551524277123,"{'latitude': '40.543680535257046', 'longitude': '-74.20551524277123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALVERSON LOOP,ALVERSON AVENUE,ALVERSON LOOP,ALVERSON AVENUE,WEST CASTOR PLACE,,,,,,,
58806721,2023-09-13T08:50:07.000,2023-09-13T09:34:51.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10028,5 AVENUE,5 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T09:34:56.000,08 MANHATTAN,,MANHATTAN,994949,223538,PHONE,Unspecified,MANHATTAN,40.78022994872377,-73.96136807760064,"{'latitude': '40.78022994872377', 'longitude': '-73.96136807760064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,EAST   84 STREET,5 AVENUE,EAST   84 STREET,,,,,,,,
58807373,2023-09-13T08:50:05.000,2023-10-24T10:01:49.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11229,1730 EAST   17 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,Closed,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-24T10:01:56.000,15 BROOKLYN,3067990019,BROOKLYN,996428,160637,UNKNOWN,Unspecified,BROOKLYN,40.60757944061716,-73.9561414257855,"{'latitude': '40.60757944061716', 'longitude': '-73.9561414257855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,EAST   17 STREET,,,,,,,
58800907,2023-09-13T08:50:04.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11229,1748 EAST   17 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,In Progress,,,15 BROOKLYN,3067990026,BROOKLYN,996445,160524,UNKNOWN,Unspecified,BROOKLYN,40.60726925540177,-73.95608040502817,"{'latitude': '40.60726925540177', 'longitude': '-73.95608040502817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,EAST   17 STREET,,,,,,,
58807811,2023-09-13T08:50:00.000,2023-09-13T11:50:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,10303,107 WINANT STREET,WINANT STREET,ADDRESS,STATEN ISLAND,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-13T11:50:00.000,01 STATEN ISLAND,5011520050,STATEN ISLAND,943504,170728,PHONE,Unspecified,STATEN ISLAND,40.6351917818971,-74.14680585187739,"{'latitude': '40.6351917818971', 'longitude': '-74.14680585187739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LA SALLE ST,DEAD END,,,,,,,,,,
58805268,2023-09-13T08:50:00.000,2023-09-13T13:16:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11101,27-19 THOMSON AVENUE,THOMSON AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T13:16:00.000,02 QUEENS,4000810001,QUEENS,1000196,211180,ONLINE,Unspecified,QUEENS,40.74630252137764,-73.94245154301639,"{'latitude': '40.74630252137764', 'longitude': '-73.94245154301639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COURT SQ,44 DR,,,,N/A,,,,,,
58801386,2023-09-13T08:50:00.000,2023-09-13T11:10:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10471,6015 RIVERDALE AVENUE,RIVERDALE AVENUE,ADDRESS,BRONX,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-13T11:10:00.000,08 BRONX,2059570180,BRONX,1010912,270454,ONLINE,Unspecified,BRONX,40.90896676547329,-73.90354241063139,"{'latitude': '40.90896676547329', 'longitude': '-73.90354241063139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",W 260 ST,W 261 ST,,,,,,,,,,
58802474,2023-09-13T08:49:56.000,2023-09-15T10:59:14.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11692,69-46 ALMEDA AVENUE,ALMEDA AVENUE,ADDRESS,ARVERNE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T10:56:35.000,14 QUEENS,4160470053,QUEENS,1040078,156792,MOBILE,Unspecified,QUEENS,40.596858230809616,-73.79896983267868,"{'latitude': '40.596858230809616', 'longitude': '-73.79896983267868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH   69 STREET,BEACH   72 STREET,BEACH   69 STREET,BEACH   72 STREET,ALMEDA AVENUE,,,,,,,
58800120,2023-09-13T08:49:54.000,2023-09-13T09:11:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10029,167 EAST  107 STREET,EAST  107 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T09:11:25.000,11 MANHATTAN,1016350028,MANHATTAN,999463,228056,PHONE,Unspecified,MANHATTAN,40.79262403220514,-73.94505870941245,"{'latitude': '40.79262403220514', 'longitude': '-73.94505870941245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,EAST  107 STREET,,,,,,,
58802510,2023-09-13T08:49:33.000,2023-09-15T12:14:12.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11230,1223 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-15T05:11:45.000,14 BROOKLYN,3066950056,BROOKLYN,993763,167993,ONLINE,Unspecified,BROOKLYN,40.62777339425615,-73.96572894961646,"{'latitude': '40.62777339425615', 'longitude': '-73.96572894961646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIRR BAY RIDGE LINE,AVENUE I,LIRR BAY RIDGE LINE,AVENUE I,CONEY ISLAND AVENUE,,,,,,,
58803689,2023-09-13T08:49:31.000,2023-09-13T13:48:18.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,11237,JEFFERSON STREET,JEFFERSON STREET,INTERSECTION,,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-13T13:48:23.000,04 BROOKLYN,,BROOKLYN,1005435,196875,MOBILE,Unspecified,BROOKLYN,40.70702779439195,-73.92358924958616,"{'latitude': '40.70702779439195', 'longitude': '-73.92358924958616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JEFFERSON STREET,WYCKOFF AVENUE,JEFFERSON STREET,WYCKOFF AVENUE,,,,,,,,
58808893,2023-09-13T08:49:31.000,2023-09-13T09:46:20.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11237,JEFFERSON STREET,JEFFERSON STREET,INTERSECTION,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-13T09:46:26.000,04 BROOKLYN,,BROOKLYN,1005435,196875,MOBILE,Unspecified,BROOKLYN,40.70702779439195,-73.92358924958616,"{'latitude': '40.70702779439195', 'longitude': '-73.92358924958616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JEFFERSON STREET,WYCKOFF AVENUE,JEFFERSON STREET,WYCKOFF AVENUE,,,,,,,,
58804034,2023-09-13T08:49:23.000,2023-09-13T09:21:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,527 81 STREET,81 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T09:21:15.000,10 BROOKLYN,3059900074,BROOKLYN,977685,166828,PHONE,Unspecified,BROOKLYN,40.624578389172434,-74.02364960291948,"{'latitude': '40.624578389172434', 'longitude': '-74.02364960291948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,81 STREET,,,,,,,
58804191,2023-09-13T08:49:14.000,2023-09-14T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,11228,7612 12 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-14T00:00:00.000,10 BROOKLYN,3062310042,BROOKLYN,981362,165489,UNKNOWN,Unspecified,BROOKLYN,40.62090507572672,-74.01040309121134,"{'latitude': '40.62090507572672', 'longitude': '-74.01040309121134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58806696,2023-09-13T08:49:06.000,2023-09-13T09:00:53.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10013,75 LAFAYETTE STREET,LAFAYETTE STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T09:00:57.000,01 MANHATTAN,1001690010,MANHATTAN,983724,200471,MOBILE,Unspecified,MANHATTAN,40.716923304134625,-74.00189747542441,"{'latitude': '40.716923304134625', 'longitude': '-74.00189747542441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN STREET,WHITE STREET,FRANKLIN STREET,WHITE STREET,LAFAYETTE STREET,,,,,,,
58805595,2023-09-13T08:49:02.000,2023-09-13T09:01:23.000,TLC,Taxi and Limousine Commission,Lost Property,Jewelry,Taxi,10016,333 EAST   38 STREET,EAST   38 STREET,ADDRESS,NEW YORK,Closed,See notes for information.,2023-09-13T09:01:25.000,06 MANHATTAN,1009447502,MANHATTAN,991807,211341,UNKNOWN,Unspecified,MANHATTAN,40.74675557397083,-73.97272691441997,"{'latitude': '40.74675557397083', 'longitude': '-73.97272691441997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS MIDTOWN TUNNEL APPROACH,1 AVENUE,QUEENS MIDTOWN TUNNEL APPROACH,1 AVENUE,EAST   38 STREET,,,,,"333 EAST   38 STREET, MANHATTAN (NEW YORK), NY, 10016",,
58805588,2023-09-13T08:49:00.000,2023-09-26T07:39:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11204,1817 70 STREET,70 STREET,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T07:39:00.000,11 BROOKLYN,3061610067,BROOKLYN,986745,163342,UNKNOWN,Unspecified,BROOKLYN,40.61501212583889,-73.99101335831023,"{'latitude': '40.61501212583889', 'longitude': '-73.99101335831023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18 AVE,19 AVE,70 STREET,19 AVENUE,,,,,,,,
58802069,2023-09-13T08:48:42.000,2023-09-25T20:21:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10460,1801 MARMION AVENUE,MARMION AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2029520053,BRONX,1014762,245451,ONLINE,Unspecified,BRONX,40.84032881122739,-73.88972779298895,"{'latitude': '40.84032881122739', 'longitude': '-73.88972779298895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58803200,2023-09-13T08:48:42.000,2023-09-25T20:21:00.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10460,1801 MARMION AVENUE,MARMION AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2029520053,BRONX,1014762,245451,ONLINE,Unspecified,BRONX,40.84032881122739,-73.88972779298895,"{'latitude': '40.84032881122739', 'longitude': '-73.88972779298895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58809976,2023-09-13T08:48:31.000,2023-09-15T12:00:02.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11218,1107 PROSPECT AVENUE,PROSPECT AVENUE,ADDRESS,BROOKLYN,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-15T12:00:07.000,07 BROOKLYN,3052567502,BROOKLYN,990662,178250,MOBILE,Unspecified,BROOKLYN,40.65592944406817,-73.97689070574332,"{'latitude': '40.65592944406817', 'longitude': '-73.97689070574332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11 AVENUE,TERRACE PLACE,11 AVENUE,TERRACE PLACE,PROSPECT AVENUE,,,,,,,
58805346,2023-09-13T08:48:24.000,2023-09-13T09:08:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,137-25 MULBERRY AVENUE,MULBERRY AVENUE,ADDRESS,FLUSHING,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T09:08:15.000,07 QUEENS,4051510039,QUEENS,1034545,211803,MOBILE,Unspecified,QUEENS,40.74788384773321,-73.81848299192438,"{'latitude': '40.74788384773321', 'longitude': '-73.81848299192438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLDEN STREET,KISSENA BOULEVARD,COLDEN STREET,KISSENA BOULEVARD,MULBERRY AVENUE,,,,,,,
58806660,2023-09-13T08:48:24.000,2023-09-13T09:49:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10463,2678 BAILEY AVENUE,BAILEY AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T09:49:46.000,07 BRONX,2032390029,BRONX,1010088,256739,MOBILE,Unspecified,BRONX,40.87132589442316,-73.9065763877971,"{'latitude': '40.87132589442316', 'longitude': '-73.9065763877971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  193 STREET,WEST KINGSBRIDGE ROAD,WEST  193 STREET,WEST KINGSBRIDGE ROAD,BAILEY AVENUE,,,,,,,
58804480,2023-09-13T08:48:15.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11207,726 STANLEY AVENUE,STANLEY AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,05 BROOKLYN,3043770001,BROOKLYN,1017027,179836,PHONE,Unspecified,BROOKLYN,40.66022432098694,-73.88186177072448,"{'latitude': '40.66022432098694', 'longitude': '-73.88186177072448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58803784,2023-09-13T08:48:15.000,2023-09-14T09:02:00.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11230,913 EAST   12 STREET,EAST   12 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-14T05:10:39.000,14 BROOKLYN,3067050086,BROOKLYN,994099,167620,ONLINE,Unspecified,BROOKLYN,40.62674922058029,-73.96451903750263,"{'latitude': '40.62674922058029', 'longitude': '-73.96451903750263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE I,AVENUE J,AVENUE I,AVENUE J,EAST   12 STREET,,,,,,,
58802335,2023-09-13T08:48:12.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,ADDRESS,HOWARD BEACH,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",88 STREET,89 STREET,88 STREET,89 STREET,151 AVENUE,,,,,,,
58804633,2023-09-13T08:48:10.000,2023-10-10T12:37:18.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11226,2913 TILDEN AVENUE,TILDEN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,17 BROOKLYN,3051310019,BROOKLYN,998223,174954,PHONE,Unspecified,BROOKLYN,40.64687393955949,-73.94964716821855,"{'latitude': '40.64687393955949', 'longitude': '-73.94964716821855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58806705,2023-09-13T08:48:05.000,2023-09-13T09:00:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10013,99 LAFAYETTE STREET,LAFAYETTE STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T09:00:30.000,01 MANHATTAN,1001977502,MANHATTAN,983931,200768,MOBILE,Unspecified,MANHATTAN,40.71773850776999,-74.00115076437986,"{'latitude': '40.71773850776999', 'longitude': '-74.00115076437986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WHITE STREET,WALKER STREET,WHITE STREET,WALKER STREET,LAFAYETTE STREET,,,,,,,
58808642,2023-09-13T08:48:01.000,2023-09-14T15:51:57.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11217,99 STERLING PLACE,STERLING PLACE,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-14T15:52:01.000,06 BROOKLYN,3009420068,BROOKLYN,991153,186164,ONLINE,Unspecified,BROOKLYN,40.67765124354654,-73.9751130041878,"{'latitude': '40.67765124354654', 'longitude': '-73.9751130041878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,STERLING PLACE,,,,,,,
58805847,2023-09-13T08:47:52.000,2023-09-21T15:52:55.000,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,ROOFING,RESIDENTIAL BUILDING,10019,340 WEST   55 STREET,WEST   55 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,04 MANHATTAN,1010450051,MANHATTAN,988292,218380,PHONE,Unspecified,MANHATTAN,40.766078139840566,-73.98540825813865,"{'latitude': '40.766078139840566', 'longitude': '-73.98540825813865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
