unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction
58852445,2023-09-18T10:25:23.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,11358,45-38 196 PLACE,196 PLACE,45 ROAD,45 DRIVE,ADDRESS,FLUSHING,,In Progress,,,11 QUEENS,4055400006,QUEENS,1043970,214459,UNKNOWN,Unspecified,QUEENS,40.755115245634485,-73.7844442645574,"{'latitude': '40.755115245634485', 'longitude': '-73.7844442645574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,45 ROAD,45 DRIVE,196 PLACE,,,,,
58850989,2023-09-18T10:25:21.000,2023-09-21T07:30:28.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,10474,1320 LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,02 BRONX,2027630275,BRONX,1015795,236931,PHONE,Unspecified,BRONX,40.8169402371459,-73.886034533491,"{'latitude': '40.8169402371459', 'longitude': '-73.886034533491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58848248,2023-09-18T10:25:21.000,2023-09-21T07:30:28.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10474,1320 LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,02 BRONX,2027630275,BRONX,1015795,236931,PHONE,Unspecified,BRONX,40.8169402371459,-73.886034533491,"{'latitude': '40.8169402371459', 'longitude': '-73.886034533491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58853825,2023-09-18T10:25:11.000,2023-09-19T07:20:08.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",10017,224 EAST   47 STREET,EAST   47 STREET,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,,Closed,"The Department of Transportation inspected the condition and made the determination that the street meets resurfacing standards and will be planned for either the next or future resurfacing seasons (2 - 3 years). The Department of Transportation works with Community Boards and elected officials to determine resurfacing priority. For specific scheduling information regarding your street, contact your Community Board.",2023-09-19T07:20:13.000,06 MANHATTAN,1013200034,MANHATTAN,992169,213847,ONLINE,Unspecified,MANHATTAN,40.7536335943313,-73.97141751157112,"{'latitude': '40.7536335943313', 'longitude': '-73.97141751157112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,3 AVENUE,2 AVENUE,EAST   47 STREET,,,,,
58849242,2023-09-18T10:25:05.000,2023-09-18T11:03:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11223,1650 OCEAN PARKWAY,OCEAN PARKWAY,ESTATE ROAD,QUENTIN ROAD,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T11:03:22.000,15 BROOKLYN,3066370027,BROOKLYN,993285,160860,MOBILE,Unspecified,BROOKLYN,40.60819529187468,-73.96746051354626,"{'latitude': '40.60819529187468', 'longitude': '-73.96746051354626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ESTATE ROAD,QUENTIN ROAD,OCEAN PARKWAY,,,,,
58854847,2023-09-18T10:25:04.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11365,56-37 188 STREET,188 STREET,56 AVENUE,58 AVENUE,ADDRESS,FRESH MEADOWS,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-18T13:11:05.000,11 QUEENS,4056740002,QUEENS,1042958,210374,ONLINE,Unspecified,QUEENS,40.74390976069182,-73.78813266501713,"{'latitude': '40.74390976069182', 'longitude': '-73.78813266501713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,56 AVENUE,58 AVENUE,188 STREET,,,,,
58845833,2023-09-18T10:25:01.000,2023-09-26T11:11:30.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10456,1253 FRANKLIN AVENUE,FRANKLIN AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 BRONX,2026120053,BRONX,1011119,241991,PHONE,Unspecified,BRONX,40.83084395312983,-73.90290766312782,"{'latitude': '40.83084395312983', 'longitude': '-73.90290766312782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58846315,2023-09-18T10:24:52.000,2023-09-19T07:09:22.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10469,FISH AVENUE,FISH AVENUE,FISH AVENUE,HICKS STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T07:09:28.000,12 BRONX,,BRONX,1025477,259153,ONLINE,Unspecified,BRONX,40.87789310915845,-73.8509189248091,"{'latitude': '40.87789310915845', 'longitude': '-73.8509189248091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,FISH AVENUE,HICKS STREET,,,,,,
58847655,2023-09-18T10:24:46.000,2023-09-20T13:30:07.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,10305,34 MARYLAND LANE,MARYLAND LANE,BEND,BEND,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation periodically conducted surveillance at the location and during those times no violations were observed.,2023-09-20T13:30:10.000,01 STATEN ISLAND,5029850015,STATEN ISLAND,963481,161212,ONLINE,Unspecified,STATEN ISLAND,40.609141726388735,-74.07480046946581,"{'latitude': '40.609141726388735', 'longitude': '-74.07480046946581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BEND,BEND,MARYLAND LANE,,,,,
58848236,2023-09-18T10:24:45.000,2023-11-02T09:01:58.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,10467,3505 WAYNE AVENUE,WAYNE AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-02T00:00:00.000,07 BRONX,2033440001,BRONX,1018112,260237,PHONE,Unspecified,BRONX,40.88089968008407,-73.87754600472174,"{'latitude': '40.88089968008407', 'longitude': '-73.87754600472174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58854692,2023-09-18T10:24:45.000,2023-11-02T09:01:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10467,3505 WAYNE AVENUE,WAYNE AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-02T00:00:00.000,07 BRONX,2033440001,BRONX,1018112,260237,PHONE,Unspecified,BRONX,40.88089968008407,-73.87754600472174,"{'latitude': '40.88089968008407', 'longitude': '-73.87754600472174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58847206,2023-09-18T10:24:37.000,2023-10-02T08:18:03.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,11230,1440 OCEAN PARKWAY,OCEAN PARKWAY,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 BROOKLYN,3065870027,BROOKLYN,993007,162794,PHONE,Unspecified,BROOKLYN,40.61350400300623,-73.96845922046364,"{'latitude': '40.61350400300623', 'longitude': '-73.96845922046364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58849575,2023-09-18T10:24:37.000,2023-09-25T21:34:43.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,11230,1440 OCEAN PARKWAY,OCEAN PARKWAY,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 BROOKLYN,3065870027,BROOKLYN,993007,162794,PHONE,Unspecified,BROOKLYN,40.61350400300623,-73.96845922046364,"{'latitude': '40.61350400300623', 'longitude': '-73.96845922046364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58849662,2023-09-18T10:24:37.000,2023-10-02T08:18:03.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,11230,1440 OCEAN PARKWAY,OCEAN PARKWAY,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 BROOKLYN,3065870027,BROOKLYN,993007,162794,PHONE,Unspecified,BROOKLYN,40.61350400300623,-73.96845922046364,"{'latitude': '40.61350400300623', 'longitude': '-73.96845922046364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58845912,2023-09-18T10:24:37.000,2023-10-02T08:18:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11230,1440 OCEAN PARKWAY,OCEAN PARKWAY,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 BROOKLYN,3065870027,BROOKLYN,993007,162794,PHONE,Unspecified,BROOKLYN,40.61350400300623,-73.96845922046364,"{'latitude': '40.61350400300623', 'longitude': '-73.96845922046364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58853429,2023-09-18T10:24:37.000,2023-10-02T08:18:03.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,11230,1440 OCEAN PARKWAY,OCEAN PARKWAY,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 BROOKLYN,3065870027,BROOKLYN,993007,162794,PHONE,Unspecified,BROOKLYN,40.61350400300623,-73.96845922046364,"{'latitude': '40.61350400300623', 'longitude': '-73.96845922046364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58852451,2023-09-18T10:24:31.000,2023-09-21T10:36:50.000,DOT,Department of Transportation,Street Sign - Missing,School Crossing,10032,930 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  155 STREET,WEST  157 STREET,ADDRESS,NEW YORK,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-21T10:36:56.000,12 MANHATTAN,1021070014,MANHATTAN,1000576,242395,MOBILE,Unspecified,MANHATTAN,40.83197859834107,-73.94100426815116,"{'latitude': '40.83197859834107', 'longitude': '-73.94100426815116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WEST  155 STREET,WEST  157 STREET,ST NICHOLAS AVENUE,,,,,
58846016,2023-09-18T10:24:18.000,2023-09-18T11:04:26.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T11:04:31.000,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,ONLINE,Unspecified,BROOKLYN,40.655078823851085,-73.87248959993701,"{'latitude': '40.655078823851085', 'longitude': '-73.87248959993701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ELTON STREET,ESSEX STREET,SCHROEDERS AVENUE,,,,,
58851733,2023-09-18T10:24:15.000,2023-09-18T11:17:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11215,225 11 STREET,11 STREET,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T11:17:18.000,06 BROOKLYN,3010150054,BROOKLYN,986885,183206,PHONE,Unspecified,BROOKLYN,40.66953449749288,-73.99050133957638,"{'latitude': '40.66953449749288', 'longitude': '-73.99050133957638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,3 AVENUE,4 AVENUE,11 STREET,,,,,
58846785,2023-09-18T10:24:03.000,2023-09-18T11:58:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11369,25-61 98 STREET,98 STREET,25 AVENUE,ASTORIA BOULEVARD,ADDRESS,EAST ELMHURST,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T11:58:18.000,03 QUEENS,4013720060,QUEENS,1019839,217407,ONLINE,Unspecified,QUEENS,40.76333679829594,-73.87152787956506,"{'latitude': '40.76333679829594', 'longitude': '-73.87152787956506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,25 AVENUE,ASTORIA BOULEVARD,98 STREET,,,,,
58847455,2023-09-18T10:23:51.000,2023-09-19T07:19:51.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",10017,301 EAST   47 STREET,EAST   47 STREET,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,,Closed,The request submitted did not have sufficient information for the Department of Transportation to respond.,2023-09-19T07:19:56.000,06 MANHATTAN,1013400001,MANHATTAN,992631,213598,ONLINE,Unspecified,MANHATTAN,40.75294972668894,-73.96975029968496,"{'latitude': '40.75294972668894', 'longitude': '-73.96975029968496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,2 AVENUE,1 AVENUE,EAST   47 STREET,,,,,
58853821,2023-09-18T10:23:50.000,2023-09-26T09:19:34.000,DOT,Department of Transportation,Street Condition,Cave-in,11377,51 AVENUE,51 AVENUE,51 AVENUE,72 STREET,INTERSECTION,,,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-26T09:19:38.000,02 QUEENS,,QUEENS,1014094,207402,UNKNOWN,Unspecified,QUEENS,40.73589687720886,-73.89231103437326,"{'latitude': '40.73589687720886', 'longitude': '-73.89231103437326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,51 AVENUE,72 STREET,,,,,,
58851880,2023-09-18T10:23:49.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,11370,30-09 82 STREET,82 STREET,,,ADDRESS,EAST ELMHURST,N/A,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T00:00:00.000,03 QUEENS,4013800073,QUEENS,1015739,216518,UNKNOWN,Unspecified,QUEENS,40.76091227782506,-73.88633254580196,"{'latitude': '40.76091227782506', 'longitude': '-73.88633254580196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58846972,2023-09-18T10:23:46.000,2023-09-18T10:31:21.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),10019,306 WEST   54 STREET,WEST   54 STREET,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T10:31:31.000,04 MANHATTAN,1010440038,MANHATTAN,988451,217993,ONLINE,Unspecified,MANHATTAN,40.76501585078629,-73.98483450522959,"{'latitude': '40.76501585078629', 'longitude': '-73.98483450522959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,8 AVENUE,9 AVENUE,WEST   54 STREET,,,,,
58851134,2023-09-18T10:23:42.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,11369,25-22 HUMPHREYS STREET,HUMPHREYS STREET,25 AVENUE,27 AVENUE,ADDRESS,EAST ELMHURST,,In Progress,,,03 QUEENS,4016510017,QUEENS,1020597,217906,ONLINE,Unspecified,QUEENS,40.76470333923143,-73.86878889422523,"{'latitude': '40.76470333923143', 'longitude': '-73.86878889422523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1-2 Family Dwelling,25 AVENUE,27 AVENUE,HUMPHREYS STREET,,,,,
58846011,2023-09-18T10:23:30.000,2023-09-18T11:03:48.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T11:03:56.000,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,ONLINE,Unspecified,BROOKLYN,40.655078823851085,-73.87248959993701,"{'latitude': '40.655078823851085', 'longitude': '-73.87248959993701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ELTON STREET,ESSEX STREET,SCHROEDERS AVENUE,,,,,
58853119,2023-09-18T10:23:21.000,2023-09-18T11:52:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11432,80-60 162 STREET,162 STREET,UNION TURNPIKE,GOETHALS AVENUE,ADDRESS,JAMAICA,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T11:52:53.000,08 QUEENS,4068560002,QUEENS,1038247,201627,PHONE,Unspecified,QUEENS,40.719931470873235,-73.80520401252186,"{'latitude': '40.719931470873235', 'longitude': '-73.80520401252186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,UNION TURNPIKE,GOETHALS AVENUE,162 STREET,,,,,
58850522,2023-09-18T10:23:13.000,2023-09-18T12:06:07.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11217,29 FORT GREENE PLACE,FORT GREENE PLACE,DEKALB AVENUE,FULTON STREET,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T12:06:12.000,02 BROOKLYN,3020980013,BROOKLYN,990655,190238,ONLINE,Unspecified,BROOKLYN,40.68883381906261,-73.97690454285608,"{'latitude': '40.68883381906261', 'longitude': '-73.97690454285608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DEKALB AVENUE,FULTON STREET,FORT GREENE PLACE,,,,,
58848026,2023-09-18T10:23:10.000,2023-09-18T11:27:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11201,85 ADAMS STREET,ADAMS STREET,FRONT STREET,YORK STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T11:27:31.000,02 BROOKLYN,3000527501,BROOKLYN,987412,194967,PHONE,Unspecified,BROOKLYN,40.70181557936636,-73.98859608814186,"{'latitude': '40.70181557936636', 'longitude': '-73.98859608814186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FRONT STREET,YORK STREET,ADAMS STREET,,,,,
58850329,2023-09-18T10:23:00.000,2023-09-19T06:46:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-19T06:46:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58852823,2023-09-18T10:23:00.000,2023-11-22T11:34:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Knocked Down,10036,WEST   48 STREET,WEST   48 STREET,5 AVENUE,AVENUE OF THE AMERICAS,BLOCKFACE,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-22T11:34:00.000,05 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,,
58846497,2023-09-18T10:23:00.000,2023-09-19T06:46:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-19T06:46:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58847454,2023-09-18T10:22:45.000,2023-09-19T07:19:29.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",10017,240 EAST   47 STREET,EAST   47 STREET,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,,Closed,The Department of Transportation inspected the condition you reported and determined that it requires general maintenance. The details have been processed into another system and it is expected to be repaired in a future project.,2023-09-19T07:19:33.000,06 MANHATTAN,1013207501,MANHATTAN,992240,213807,ONLINE,Unspecified,MANHATTAN,40.75352374061433,-73.97116129485991,"{'latitude': '40.75352374061433', 'longitude': '-73.97116129485991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,3 AVENUE,2 AVENUE,EAST   47 STREET,,,,,
58845517,2023-09-18T10:22:37.000,2023-09-18T11:03:44.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11220,269 47 STREET,47 STREET,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T11:03:51.000,07 BROOKLYN,3007540048,BROOKLYN,980426,176068,ONLINE,Unspecified,BROOKLYN,40.649941825674,-74.0137807251747,"{'latitude': '40.649941825674', 'longitude': '-74.0137807251747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,2 AVENUE,3 AVENUE,47 STREET,,,,,
58852676,2023-09-18T10:22:30.000,2023-09-23T13:25:03.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11203,EAST   54 STREET,EAST   54 STREET,EAST   54 STREET,LINDEN BOULEVARD,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:28:12.000,17 BROOKLYN,,BROOKLYN,1004583,177571,UNKNOWN,Unspecified,BROOKLYN,40.65404471525116,-73.92672051545146,"{'latitude': '40.65404471525116', 'longitude': '-73.92672051545146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,EAST   54 STREET,LINDEN BOULEVARD,,,,,,
58847465,2023-09-18T10:22:17.000,2023-09-26T13:55:08.000,DOT,Department of Transportation,DEP Street Condition,Defective Catch Basin,11375,67 ROAD,67 ROAD,67 ROAD,QUEENS BOULEVARD,INTERSECTION,,,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-26T13:55:13.000,06 QUEENS,,QUEENS,1025094,204020,UNKNOWN,Unspecified,QUEENS,40.726570171449424,-73.852639274396,"{'latitude': '40.726570171449424', 'longitude': '-73.852639274396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,67 ROAD,QUEENS BOULEVARD,,,,,,
58847802,2023-09-18T10:22:12.000,2023-09-18T12:38:31.000,DOT,Department of Transportation,Street Sign - Missing,Other/Unknown,10013,338 WEST BROADWAY,WEST BROADWAY,GRAND STREET,BROOME STREET,ADDRESS,NEW YORK,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-18T12:38:34.000,02 MANHATTAN,1004760081,MANHATTAN,983236,202513,MOBILE,Unspecified,MANHATTAN,40.722528059982146,-74.00365817849796,"{'latitude': '40.722528059982146', 'longitude': '-74.00365817849796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,GRAND STREET,BROOME STREET,WEST BROADWAY,,,,,
58851057,2023-09-18T10:22:07.000,2023-09-18T12:47:31.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T12:47:35.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,,,,,
58848873,2023-09-18T10:21:55.000,2023-09-23T13:40:38.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11435,92-15 149 STREET,149 STREET,JAMAICA AVENUE,ARCHER AVENUE,ADDRESS,JAMAICA,,Closed,The Department of Sanitation cleaned the location.,2023-09-20T23:09:44.000,12 QUEENS,4099970001,QUEENS,1038196,194986,ONLINE,Unspecified,QUEENS,40.70170385949831,-73.80544120739646,"{'latitude': '40.70170385949831', 'longitude': '-73.80544120739646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,JAMAICA AVENUE,ARCHER AVENUE,149 STREET,,,,,
58850222,2023-09-18T10:21:45.000,2023-09-22T15:21:22.000,DSNY,Department of Sanitation,Dirty Condition,Dirt or Gravel,11101,39-27 NORTHERN BOULEVARD,NORTHERN BOULEVARD,38 STREET,39 STREET,ADDRESS,LONG ISLAND CITY,,Closed,The Department of Sanitation cleaned the location.,2023-09-22T07:17:52.000,01 QUEENS,,QUEENS,1005124,213391,ONLINE,Unspecified,QUEENS,40.75236089751519,-73.92465973890317,"{'latitude': '40.75236089751519', 'longitude': '-73.92465973890317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,38 STREET,39 STREET,NORTHERN BOULEVARD,,,,,
