unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_segment,due_date,vehicle_type,bridge_highway_direction
58886001,2023-09-21T17:15:47.000,2023-09-21T20:21:02.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10467,701 EAST  220 STREET,EAST  220 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  220 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T20:21:07.000,12 BRONX,2046680048,BRONX,1022414,261428,ONLINE,Unspecified,BRONX,40.88415104496098,-73.8619820671469,"{'latitude': '40.88415104496098', 'longitude': '-73.8619820671469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883394,2023-09-21T17:15:40.000,2023-09-21T17:15:40.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11691,22-10 NEW HAVEN AVENUE,NEW HAVEN AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-21T00:00:00.000,14 QUEENS,4157520001,QUEENS,1051991,158354,UNKNOWN,Unspecified,QUEENS,40.601062540127145,-73.75605703714413,"{'latitude': '40.601062540127145', 'longitude': '-73.75605703714413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887942,2023-09-21T17:15:40.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11232,4011 9 AVENUE,9 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T00:00:00.000,12 BROOKLYN,3055860008,BROOKLYN,985415,174361,UNKNOWN,Unspecified,BROOKLYN,40.645257228999725,-73.99580193054841,"{'latitude': '40.645257228999725', 'longitude': '-73.99580193054841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58882877,2023-09-21T17:15:39.000,2023-09-23T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11385,71-11 71 STREET,71 STREET,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-23T00:00:00.000,05 QUEENS,4036870093,QUEENS,1017249,195869,UNKNOWN,Unspecified,QUEENS,40.70423039152028,-73.8809831012546,"{'latitude': '40.70423039152028', 'longitude': '-73.8809831012546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58884152,2023-09-21T17:15:39.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11102,26-38 18 STREET,18 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Transportation for further action.,2023-09-25T00:00:00.000,01 QUEENS,4009010057,QUEENS,1004358,220966,UNKNOWN,Unspecified,QUEENS,40.77315409047242,-73.9274017926763,"{'latitude': '40.77315409047242', 'longitude': '-73.9274017926763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890684,2023-09-21T17:15:37.000,2023-09-24T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11238,85 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-24T00:00:00.000,08 BROOKLYN,3011790076,BROOKLYN,993681,184352,UNKNOWN,Unspecified,BROOKLYN,40.67267537962093,-73.9660014849301,"{'latitude': '40.67267537962093', 'longitude': '-73.9660014849301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58882337,2023-09-21T17:15:37.000,2023-10-11T15:20:55.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11236,643 EAST   89 STREET,EAST   89 STREET,BAY VIEW PLACE,SCHOOL LANE,BAY VIEW PLACE,SCHOOL LANE,ADDRESS,BROOKLYN,EAST   89 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-11T15:21:00.000,18 BROOKLYN,3079940017,BROOKLYN,1009474,173143,ONLINE,Unspecified,BROOKLYN,40.641878239191186,-73.9091100768439,"{'latitude': '40.641878239191186', 'longitude': '-73.9091100768439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885461,2023-09-21T17:15:37.000,2023-11-15T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11363,249-14 38 AVENUE,38 AVENUE,,,,,ADDRESS,LITTLE NECK,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-15T00:00:00.000,11 QUEENS,4081620380,QUEENS,1055368,221738,UNKNOWN,Unspecified,QUEENS,40.77500980409912,-73.74322707432867,"{'latitude': '40.77500980409912', 'longitude': '-73.74322707432867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888121,2023-09-21T17:15:37.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Excessive,,10460,845 CROTONA PARK NORTH,CROTONA PARK NORTH,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-28T00:00:00.000,06 BRONX,2029570016,BRONX,1014695,245245,UNKNOWN,Unspecified,BRONX,40.839763632897025,-73.88997086991876,"{'latitude': '40.839763632897025', 'longitude': '-73.88997086991876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881495,2023-09-21T17:15:36.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,10460,845 CROTONA PARK NORTH,CROTONA PARK NORTH,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,06 BRONX,2029570016,BRONX,1014695,245245,UNKNOWN,Unspecified,BRONX,40.839763632897025,-73.88997086991876,"{'latitude': '40.839763632897025', 'longitude': '-73.88997086991876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58889070,2023-09-21T17:15:33.000,2023-09-22T05:47:10.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Noise,Street,10023,15 WEST   72 STREET,WEST   72 STREET,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   72 STREET,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T05:47:09.000,07 MANHATTAN,1011250024,MANHATTAN,990592,222254,ONLINE,Unspecified,MANHATTAN,40.77670990781583,-73.97710153327209,"{'latitude': '40.77670990781583', 'longitude': '-73.97710153327209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881805,2023-09-21T17:15:26.000,2023-09-21T17:35:31.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10004,BATTERY PARK,BATTERY PARK,BATTERY PARK UNDERPASS,BATTERY PLACE,BATTERY PARK UNDERPASS,BATTERY PLACE,ADDRESS,NEW YORK,THE BATTERY,Closed,NYC Parks couldn't respond to your complaint because they had to devote resources to other critical services at the time. The agency will use your complaint for future planning.,2023-09-21T17:35:34.000,01 MANHATTAN,1000030001,MANHATTAN,979906,195415,ONLINE,Unspecified,MANHATTAN,40.70304473297138,-74.01566714314411,"{'latitude': '40.70304473297138', 'longitude': '-74.01566714314411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884280,2023-09-21T17:15:14.000,2023-09-21T18:06:35.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,58 KENMARE STREET,KENMARE STREET,MOTT STREET,MULBERRY STREET,MOTT STREET,MULBERRY STREET,ADDRESS,NEW YORK,KENMARE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T18:06:39.000,02 MANHATTAN,1004800033,MANHATTAN,985381,201935,ONLINE,Unspecified,MANHATTAN,40.72094157539876,-73.99591982111144,"{'latitude': '40.72094157539876', 'longitude': '-73.99591982111144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885899,2023-09-21T17:15:12.000,2023-10-20T17:15:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11208,3 ESSEX STREET,ESSEX STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,05 BROOKLYN,3039110019,BROOKLYN,1016473,188608,PHONE,Unspecified,BROOKLYN,40.684303506172505,-73.88381661738018,"{'latitude': '40.684303506172505', 'longitude': '-73.88381661738018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883426,2023-09-21T17:15:11.000,2023-09-21T17:53:51.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,86-25 77 STREET,77 STREET,DEAD END,JAMAICA AVENUE,DEAD END,JAMAICA AVENUE,ADDRESS,WOODHAVEN,77 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T17:53:54.000,09 QUEENS,4088410109,QUEENS,1021672,191574,ONLINE,Unspecified,QUEENS,40.692424031658014,-73.86505463432398,"{'latitude': '40.692424031658014', 'longitude': '-73.86505463432398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891169,2023-09-21T17:15:10.000,2023-09-23T08:40:50.000,HPD,Department of Housing Preservation and Development,PLUMBING,STEAM PIPE/RISER,RESIDENTIAL BUILDING,10458,2940 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,07 BRONX,2033200037,BRONX,1015185,256936,ONLINE,Unspecified,BRONX,40.871850206790576,-73.88814604577036,"{'latitude': '40.871850206790576', 'longitude': '-73.88814604577036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889762,2023-09-21T17:15:10.000,2023-09-23T08:40:50.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10458,2940 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,07 BRONX,2033200037,BRONX,1015185,256936,ONLINE,Unspecified,BRONX,40.871850206790576,-73.88814604577036,"{'latitude': '40.871850206790576', 'longitude': '-73.88814604577036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883449,2023-09-21T17:15:10.000,2023-10-28T16:24:52.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10458,2940 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-28T00:00:00.000,07 BRONX,2033200037,BRONX,1015185,256936,ONLINE,Unspecified,BRONX,40.871850206790576,-73.88814604577036,"{'latitude': '40.871850206790576', 'longitude': '-73.88814604577036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889933,2023-09-21T17:15:09.000,2023-09-23T08:40:50.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10458,2940 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,07 BRONX,2033200037,BRONX,1015185,256936,ONLINE,Unspecified,BRONX,40.871850206790576,-73.88814604577036,"{'latitude': '40.871850206790576', 'longitude': '-73.88814604577036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888519,2023-09-21T17:15:04.000,2023-10-03T17:36:16.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10031,470 WEST  141 STREET,WEST  141 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,09 MANHATTAN,1020570053,MANHATTAN,998449,238889,ONLINE,Unspecified,MANHATTAN,40.82235930560437,-73.94869782616193,"{'latitude': '40.82235930560437', 'longitude': '-73.94869782616193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887482,2023-09-21T17:14:54.000,2023-09-22T02:13:15.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10465,3444 EAST TREMONT AVENUE,EAST TREMONT AVENUE,OTIS AVENUE,GREENE PLACE,OTIS AVENUE,GREENE PLACE,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T02:13:20.000,10 BRONX,2055310017,BRONX,1031966,242524,PHONE,Unspecified,BRONX,40.83221885749276,-73.82757245428978,"{'latitude': '40.83221885749276', 'longitude': '-73.82757245428978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891465,2023-09-21T17:14:49.000,2023-09-21T18:06:10.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11102,21-06 30 AVENUE,30 AVENUE,21 STREET,23 STREET,21 STREET,23 STREET,ADDRESS,ASTORIA,30 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T18:06:14.000,01 QUEENS,4005490118,QUEENS,1004302,219739,ONLINE,Unspecified,QUEENS,40.769786424040106,-73.92760763681025,"{'latitude': '40.769786424040106', 'longitude': '-73.92760763681025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888740,2023-09-21T17:14:48.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,10036,546 WEST   44 STREET,WEST   44 STREET,AMTRAK-NORTHEAST LINE,11 AVENUE,AMTRAK-NORTHEAST LINE,11 AVENUE,ADDRESS,NEW YORK,WEST   44 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-25T16:11:36.000,04 MANHATTAN,1010720050,MANHATTAN,985268,216774,MOBILE,Unspecified,MANHATTAN,40.76167094939084,-73.9963252324948,"{'latitude': '40.76167094939084', 'longitude': '-73.9963252324948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886829,2023-09-21T17:14:40.000,2023-09-21T19:00:26.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11222,1155 MANHATTAN AVENUE,MANHATTAN AVENUE,ASH STREET,DEAD END,ASH STREET,DEAD END,ADDRESS,BROOKLYN,MANHATTAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T19:00:30.000,01 BROOKLYN,3024720350,BROOKLYN,996595,208194,MOBILE,Unspecified,BROOKLYN,40.73811245696219,-73.95545288133525,"{'latitude': '40.73811245696219', 'longitude': '-73.95545288133525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883126,2023-09-21T17:14:26.000,2023-09-21T17:47:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,1044 FLATBUSH AVENUE,FLATBUSH AVENUE,REGENT PLACE,DURYEA PLACE,REGENT PLACE,DURYEA PLACE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T17:47:29.000,14 BROOKLYN,3051250065,BROOKLYN,995886,174516,MOBILE,Unspecified,BROOKLYN,40.64567510317057,-73.95806949019844,"{'latitude': '40.64567510317057', 'longitude': '-73.95806949019844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890507,2023-09-21T17:14:00.000,2023-09-22T09:22:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11106,9-03 34 AVENUE,34 AVENUE,9 ST,10 ST,,,ADDRESS,ASTORIA,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-22T09:22:00.000,01 QUEENS,,QUEENS,1001069,218056,PHONE,Unspecified,QUEENS,40.76517376888339,-73.939283722809,"{'latitude': '40.76517376888339', 'longitude': '-73.939283722809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883916,2023-09-21T17:14:00.000,2023-09-25T06:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10035,347 PLEASANT AVENUE,PLEASANT AVENUE,E 118 ST,E 119 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T06:26:00.000,11 MANHATTAN,1018060023,MANHATTAN,1003065,229503,ONLINE,Unspecified,MANHATTAN,40.796588719333506,-73.93204614585964,"{'latitude': '40.796588719333506', 'longitude': '-73.93204614585964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58882080,2023-09-21T17:13:42.000,2023-09-21T20:20:50.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10467,712 EAST  220 STREET,EAST  220 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  220 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T20:20:53.000,12 BRONX,2046670060,BRONX,1022480,261394,ONLINE,Unspecified,BRONX,40.8840574400418,-73.86174357636968,"{'latitude': '40.8840574400418', 'longitude': '-73.86174357636968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891248,2023-09-21T17:13:07.000,2023-09-21T17:37:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,556 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T17:37:06.000,05 BROOKLYN,3044520925,BROOKLYN,1019826,178083,ONLINE,Unspecified,BROOKLYN,40.65540192242009,-73.87178258958672,"{'latitude': '40.65540192242009', 'longitude': '-73.87178258958672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885545,2023-09-21T17:13:00.000,2023-09-22T14:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Sgnl Mult Lamps,,11372,,,,,NORTHERN BOULEVARD,73 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T14:40:00.000,03 QUEENS,,QUEENS,1013691,214245,UNKNOWN,Unspecified,QUEENS,40.75468053497542,-73.8937352621544,"{'latitude': '40.75468053497542', 'longitude': '-73.8937352621544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58888971,2023-09-21T17:12:50.000,2023-09-21T17:53:57.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10128,1642 3 AVENUE,3 AVENUE,EAST   91 STREET,EAST   92 STREET,EAST   91 STREET,EAST   92 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-21T17:54:03.000,08 MANHATTAN,1015200038,MANHATTAN,997743,224382,MOBILE,Unspecified,MANHATTAN,40.78254268094986,-73.95127781621709,"{'latitude': '40.78254268094986', 'longitude': '-73.95127781621709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890316,2023-09-21T17:12:43.000,2023-09-23T14:13:04.000,DSNY,Department of Sanitation,Recycling Basket Complaint,Overflowing,Street,11225,409 KINGSTON AVENUE,KINGSTON AVENUE,CROWN STREET,MONTGOMERY STREET,CROWN STREET,MONTGOMERY STREET,ADDRESS,BROOKLYN,KINGSTON AVENUE,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-22T04:56:30.000,09 BROOKLYN,3013000001,BROOKLYN,1000176,181563,ONLINE,Unspecified,BROOKLYN,40.66501089673395,-73.9425937695012,"{'latitude': '40.66501089673395', 'longitude': '-73.9425937695012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888974,2023-09-21T17:12:39.000,2023-09-21T17:41:25.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11211,106 MARCY AVENUE,MARCY AVENUE,SOUTH    2 STREET,BROOKLYN QUEENS EP WB ET   32 A,SOUTH    2 STREET,BROOKLYN QUEENS EP WB ET   32 A,ADDRESS,BROOKLYN,MARCY AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-21T17:41:29.000,01 BROOKLYN,3024210022,BROOKLYN,996354,198278,MOBILE,Unspecified,BROOKLYN,40.71089577884152,-73.95634036756819,"{'latitude': '40.71089577884152', 'longitude': '-73.95634036756819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887614,2023-09-21T17:12:39.000,2023-09-24T10:21:30.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,11211,106 MARCY AVENUE,MARCY AVENUE,SOUTH    2 STREET,BROOKLYN QUEENS EP WB ET   32 A,SOUTH    2 STREET,BROOKLYN QUEENS EP WB ET   32 A,ADDRESS,BROOKLYN,MARCY AVENUE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-24T10:21:33.000,01 BROOKLYN,3024210022,BROOKLYN,996354,198278,MOBILE,Unspecified,BROOKLYN,40.71089577884152,-73.95634036756819,"{'latitude': '40.71089577884152', 'longitude': '-73.95634036756819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891497,2023-09-21T17:12:30.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10020,1241 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   49 STREET,WEST   50 STREET,WEST   49 STREET,WEST   50 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,In Progress,,,05 MANHATTAN,,MANHATTAN,989562,215936,ONLINE,Unspecified,MANHATTAN,40.759369317205035,-73.98082545126557,"{'latitude': '40.759369317205035', 'longitude': '-73.98082545126557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","1241 AVENUE OF THE AMERICAS, MANHATTAN (NEW YORK), NY, 10020",,,,,,
58883694,2023-09-21T17:12:19.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10456,1410 MORRIS AVENUE,MORRIS AVENUE,EAST 170 STREET,EAST 171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,MORRIS AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T17:45:28.000,04 BRONX,2027860002,BRONX,1008835,244689,MOBILE,Unspecified,BRONX,40.838255833785965,-73.91115110501995,"{'latitude': '40.838255833785965', 'longitude': '-73.91115110501995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881467,2023-09-21T17:12:13.000,2023-09-21T17:35:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10461,1647 YATES AVENUE,YATES AVENUE,PIERCE AVENUE,VAN NEST AVENUE,PIERCE AVENUE,VAN NEST AVENUE,ADDRESS,BRONX,YATES AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T17:36:04.000,11 BRONX,2041110011,BRONX,1026107,248405,PHONE,Unspecified,BRONX,40.84839017642838,-73.84870791094313,"{'latitude': '40.84839017642838', 'longitude': '-73.84870791094313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888473,2023-09-21T17:12:11.000,2023-09-25T17:00:14.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10003,13 EAST    9 STREET,EAST    9 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,02 MANHATTAN,1005670028,MANHATTAN,985607,206151,PHONE,Unspecified,MANHATTAN,40.73251343748707,-73.99510365669622,"{'latitude': '40.73251343748707', 'longitude': '-73.99510365669622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889670,2023-09-21T17:12:07.000,2023-09-21T17:19:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003,EAST   14 STREET,EAST   14 STREET,EAST   14 STREET,UNIVERSITY PLACE,EAST   14 STREET,UNIVERSITY PLACE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T17:19:19.000,02 MANHATTAN,,MANHATTAN,986546,207135,ONLINE,Unspecified,MANHATTAN,40.73521408143234,-73.99171521010928,"{'latitude': '40.73521408143234', 'longitude': '-73.99171521010928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
