unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date,taxi_company_borough
58933070,2023-09-26T15:38:39.000,2023-09-26T16:41:23.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,10019,690 10 AVENUE,10 AVENUE,WEST   48 STREET,WEST   49 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T16:41:27.000,04 MANHATTAN,1010580003,MANHATTAN,986311,217480,ONLINE,Unspecified,MANHATTAN,40.763608556066956,-73.9925600037658,"{'latitude': '40.763608556066956', 'longitude': '-73.9925600037658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST   48 STREET,WEST   49 STREET,10 AVENUE,,,,,,,
58934543,2023-09-26T15:38:31.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,11232,4312 3 AVENUE,3 AVENUE,,,ADDRESS,BROOKLYN,N/A,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,07 BROOKLYN,3007270044,BROOKLYN,981266,176593,UNKNOWN,Unspecified,BROOKLYN,40.65138315945365,-74.01075381073193,"{'latitude': '40.65138315945365', 'longitude': '-74.01075381073193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Mixed Use,,,,,,,,,2023-11-14T07:49:19.000,
58935632,2023-09-26T15:38:01.000,2023-09-26T17:01:34.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,10453,2041 GRAND CONCOURSE,GRAND CONCOURSE,BUSH STREET,EAST BURNSIDE AVENUE,ADDRESS,BRONX,,Closed,N/A,2023-09-26T17:01:39.000,05 BRONX,2028080082,BRONX,1010842,249738,ONLINE,Unspecified,BRONX,40.85210803270259,-73.90387789576651,"{'latitude': '40.85210803270259', 'longitude': '-73.90387789576651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BUSH STREET,EAST BURNSIDE AVENUE,GRAND CONCOURSE,,,,,,,
58928347,2023-09-26T15:38:00.000,2023-09-27T01:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11216,,,,,INTERSECTION,BROOKLYN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T01:25:00.000,03 BROOKLYN,,BROOKLYN,996939,188861,UNKNOWN,Unspecified,BROOKLYN,40.68504749172531,-73.95424798978414,"{'latitude': '40.68504749172531', 'longitude': '-73.95424798978414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BEDFORD AVENUE,MONROE STREET,,,,,,,,
58926521,2023-09-26T15:38:00.000,2023-09-28T11:14:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,10306,439 JEFFERSON AVENUE,JEFFERSON AVENUE,MASON AVENUE,NUGENT AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-28T11:14:00.000,02 STATEN ISLAND,5037170057,STATEN ISLAND,958323,149880,PHONE,Unspecified,STATEN ISLAND,40.578024090575695,-74.0933337358852,"{'latitude': '40.578024090575695', 'longitude': '-74.0933337358852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,,,,,,,,,,
58926503,2023-09-26T15:37:36.000,2023-10-02T10:28:42.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,11411,119-21 233 STREET,233 STREET,119 AVENUE,120 AVENUE,ADDRESS,CAMBRIA HEIGHTS,,Closed,"The Department of Transportation inspected the condition and issued a summons to the responsible party. A re-inspection will be done within 10 days. If the condition still exists, a second summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-10-02T10:28:46.000,13 QUEENS,4127930075,QUEENS,1058926,190023,PHONE,Unspecified,QUEENS,40.687930982159806,-73.73073291149875,"{'latitude': '40.687930982159806', 'longitude': '-73.73073291149875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,119 AVENUE,120 AVENUE,233 STREET,,,,,,,
58927001,2023-09-26T15:37:13.000,2023-10-05T00:00:00.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),11208,1063 HEGEMAN AVENUE,HEGEMAN AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-05T00:00:00.000,05 BROOKLYN,3044570039,BROOKLYN,1019256,182533,UNKNOWN,Unspecified,BROOKLYN,40.66761844912586,-73.87381378771181,"{'latitude': '40.66761844912586', 'longitude': '-73.87381378771181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58927901,2023-09-26T15:37:09.000,2023-09-26T15:45:03.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,11209,385 85 STREET,85 STREET,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T15:45:07.000,10 BROOKLYN,,BROOKLYN,976293,166564,ONLINE,Unspecified,BROOKLYN,40.62385262359744,-74.0286637997369,"{'latitude': '40.62385262359744', 'longitude': '-74.0286637997369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,3 AVENUE,4 AVENUE,85 STREET,,,,,,,
58930613,2023-09-26T15:36:56.000,2023-10-27T00:02:41.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Home Improvement Contractor,11207,617 GEORGIA AVENUE,GEORGIA AVENUE,NEWPORT STREET,NEW LOTS AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-27T00:02:43.000,05 BROOKLYN,,BROOKLYN,1013367,180181,PHONE,Unspecified,BROOKLYN,40.661184061226216,-73.89505201536788,"{'latitude': '40.661184061226216', 'longitude': '-73.89505201536788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Business,NEWPORT STREET,NEW LOTS AVENUE,GEORGIA AVENUE,,,,,,,
58925790,2023-09-26T15:36:50.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,11220,4914 THIRD AVENUE,THIRD AVENUE,,,ADDRESS,BROOKLYN,N/A,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,07 BROOKLYN,3007810044,BROOKLYN,980322,175399,UNKNOWN,Unspecified,BROOKLYN,40.64810552022124,-74.0141551251788,"{'latitude': '40.64810552022124', 'longitude': '-74.0141551251788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Comercial,,,,,,,,,2023-11-14T07:49:19.000,
58929825,2023-09-26T15:36:41.000,2023-10-10T11:52:46.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,10314,195 QUINLAN AVENUE,QUINLAN AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,02 STATEN ISLAND,5007620066,STATEN ISLAND,948540,160466,PHONE,Unspecified,STATEN ISLAND,40.60704649628981,-74.12860713415984,"{'latitude': '40.60704649628981', 'longitude': '-74.12860713415984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58933796,2023-09-26T15:36:41.000,2023-10-10T11:52:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,10314,195 QUINLAN AVENUE,QUINLAN AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,02 STATEN ISLAND,5007620066,STATEN ISLAND,948540,160466,PHONE,Unspecified,STATEN ISLAND,40.60704649628981,-74.12860713415984,"{'latitude': '40.60704649628981', 'longitude': '-74.12860713415984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58930855,2023-09-26T15:36:22.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,11220,5006 3 AVENUE,3 AVENUE,,,ADDRESS,BROOKLYN,N/A,Open,,2023-09-26T15:36:22.000,07 BROOKLYN,3007890040,BROOKLYN,980169,175206,UNKNOWN,Unspecified,BROOKLYN,40.64757570781821,-74.01470636638489,"{'latitude': '40.64757570781821', 'longitude': '-74.01470636638489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58929790,2023-09-26T15:36:00.000,2023-09-27T10:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,11217,,,,,INTERSECTION,BROOKLYN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T10:20:00.000,06 BROOKLYN,,BROOKLYN,990953,187688,UNKNOWN,Unspecified,BROOKLYN,40.68183443158395,-73.97583253698467,"{'latitude': '40.68183443158395', 'longitude': '-73.97583253698467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,FLATBUSH AVENUE,DEAN STREET,,,,,,,,
58926513,2023-09-26T15:35:26.000,2023-10-11T10:01:19.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",11220,5002 3 AVENUE,3 AVENUE,50 STREET,51 STREET,ADDRESS,BROOKLYN,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-11T10:01:25.000,07 BROOKLYN,3007890038,BROOKLYN,980174,175212,ONLINE,Unspecified,BROOKLYN,40.64759217882248,-74.01468835191913,"{'latitude': '40.64759217882248', 'longitude': '-74.01468835191913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,50 STREET,51 STREET,3 AVENUE,,,,,,,
58927716,2023-09-26T15:35:17.000,2023-09-27T04:06:11.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10463,5360 BROADWAY,BROADWAY,WEST  228 STREET,EXTERIOR STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T04:06:18.000,08 BRONX,1022150116,BRONX,1009718,258450,ONLINE,Unspecified,BRONX,40.876023136178674,-73.9079077083527,"{'latitude': '40.876023136178674', 'longitude': '-73.9079077083527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,WEST  228 STREET,EXTERIOR STREET,BROADWAY,,,,,,,
58925936,2023-09-26T15:34:04.000,2023-09-26T15:57:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T15:57:21.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,WEST  162 STREET,WEST  163 STREET,WOODYCREST AVENUE,,,,,,,
58929207,2023-09-26T15:33:56.000,2023-09-30T15:47:44.000,DSNY,Department of Sanitation,Dead Animal,Cat,11229,GERRITSEN AVENUE,GERRITSEN AVENUE,GERRITSEN AVENUE,LOIS AVENUE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T09:16:47.000,15 BROOKLYN,,BROOKLYN,1006546,153506,PHONE,Unspecified,BROOKLYN,40.587986613262714,-73.91972540911834,"{'latitude': '40.587986613262714', 'longitude': '-73.91972540911834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,GERRITSEN AVENUE,LOIS AVENUE,,,,,,,,
58928630,2023-09-26T15:33:53.000,2023-10-01T17:57:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11226,770 OCEAN AVENUE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,14 BROOKLYN,3051500021,BROOKLYN,995390,173892,PHONE,Unspecified,BROOKLYN,40.64396299561199,-73.95985786421359,"{'latitude': '40.64396299561199', 'longitude': '-73.95985786421359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58935117,2023-09-26T15:33:53.000,2023-10-01T17:57:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11226,770 OCEAN AVENUE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,14 BROOKLYN,3051500021,BROOKLYN,995390,173892,PHONE,Unspecified,BROOKLYN,40.64396299561199,-73.95985786421359,"{'latitude': '40.64396299561199', 'longitude': '-73.95985786421359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58931200,2023-09-26T15:33:53.000,2023-10-21T08:30:53.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11226,770 OCEAN AVENUE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-21T00:00:00.000,14 BROOKLYN,3051500021,BROOKLYN,995390,173892,PHONE,Unspecified,BROOKLYN,40.64396299561199,-73.95985786421359,"{'latitude': '40.64396299561199', 'longitude': '-73.95985786421359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58931272,2023-09-26T15:33:53.000,2023-09-28T17:38:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11226,770 OCEAN AVENUE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,14 BROOKLYN,3051500021,BROOKLYN,995390,173892,PHONE,Unspecified,BROOKLYN,40.64396299561199,-73.95985786421359,"{'latitude': '40.64396299561199', 'longitude': '-73.95985786421359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58935145,2023-09-26T15:33:53.000,2023-09-28T17:38:22.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11226,770 OCEAN AVENUE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,14 BROOKLYN,3051500021,BROOKLYN,995390,173892,PHONE,Unspecified,BROOKLYN,40.64396299561199,-73.95985786421359,"{'latitude': '40.64396299561199', 'longitude': '-73.95985786421359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58928763,2023-09-26T15:33:53.000,2023-10-01T17:57:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11226,770 OCEAN AVENUE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,14 BROOKLYN,3051500021,BROOKLYN,995390,173892,PHONE,Unspecified,BROOKLYN,40.64396299561199,-73.95985786421359,"{'latitude': '40.64396299561199', 'longitude': '-73.95985786421359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58929589,2023-09-26T15:33:49.000,2023-09-26T20:26:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10460,1536 THIERIOT AVENUE,THIERIOT AVENUE,ARCHER STREET,GUERLAIN STREET,ADDRESS,BRONX,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T20:26:19.000,09 BRONX,2039220051,BRONX,1021425,244881,PHONE,Unspecified,BRONX,40.83873879328582,-73.86565050325765,"{'latitude': '40.83873879328582', 'longitude': '-73.86565050325765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ARCHER STREET,GUERLAIN STREET,THIERIOT AVENUE,,,,,,,
58931173,2023-09-26T15:33:37.000,2023-09-27T13:06:04.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,11368,47-14 JUNCTION BOULEVARD,JUNCTION BOULEVARD,,,ADDRESS,CORONA,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,04 QUEENS,4016040040,QUEENS,1020968,209942,ONLINE,Unspecified,QUEENS,40.742842672652486,-73.86749309139226,"{'latitude': '40.742842672652486', 'longitude': '-73.86749309139226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58929721,2023-09-26T15:33:04.000,2023-09-26T16:11:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11377,47-56 45 STREET,45 STREET,47 AVENUE,48 AVENUE,ADDRESS,WOODSIDE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T16:11:42.000,02 QUEENS,4001710061,QUEENS,1006352,208979,ONLINE,Unspecified,QUEENS,40.74024808519835,-73.92024203568081,"{'latitude': '40.74024808519835', 'longitude': '-73.92024203568081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,47 AVENUE,48 AVENUE,45 STREET,,,,,,,
58931420,2023-09-26T15:32:57.000,2023-09-26T20:45:19.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11378,60-35 69 PLACE,69 PLACE,60 ROAD,60 DRIVE,ADDRESS,MASPETH,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T20:45:23.000,05 QUEENS,4028390070,QUEENS,1014590,202077,ONLINE,Unspecified,QUEENS,40.72127937581749,-73.89054528108105,"{'latitude': '40.72127937581749', 'longitude': '-73.89054528108105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,60 ROAD,60 DRIVE,69 PLACE,,,,,,,
58930889,2023-09-26T15:32:37.000,2023-09-26T18:01:42.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11416,97-20 92 STREET,92 STREET,97 AVENUE,101 AVENUE,ADDRESS,OZONE PARK,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T18:01:46.000,09 QUEENS,4090650012,QUEENS,1026059,188863,PHONE,Unspecified,QUEENS,40.684963333336654,-73.84925177412123,"{'latitude': '40.684963333336654', 'longitude': '-73.84925177412123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,97 AVENUE,101 AVENUE,92 STREET,,,,,,,
58927623,2023-09-26T15:32:31.000,2023-09-27T11:03:11.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,10475,2222 BOLLER AVENUE,BOLLER AVENUE,ERSKINE PLACE,STILLWELL AVENUE,ADDRESS,BRONX,,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-27T11:03:17.000,10 BRONX,2051350011,BRONX,1032730,252853,ONLINE,Unspecified,BRONX,40.86056470640835,-73.82473697575463,"{'latitude': '40.86056470640835', 'longitude': '-73.82473697575463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,ERSKINE PLACE,STILLWELL AVENUE,BOLLER AVENUE,,,,,,,
58935262,2023-09-26T15:32:25.000,2023-09-26T16:20:17.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,11224,2975 WEST   33 STREET,WEST   33 STREET,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T16:20:21.000,13 BROOKLYN,3070480015,BROOKLYN,984474,148060,ONLINE,Unspecified,BROOKLYN,40.573066457463426,-73.99919368993085,"{'latitude': '40.573066457463426', 'longitude': '-73.99919368993085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,MERMAID AVENUE,SURF AVENUE,WEST   33 STREET,,,,,,,
58925585,2023-09-26T15:32:00.000,2023-09-27T06:49:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10014,35 CHRISTOPHER STREET,CHRISTOPHER STREET,GROVE ST,7 AVE S,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T06:49:00.000,02 MANHATTAN,1006100028,MANHATTAN,983871,206630,ONLINE,Unspecified,MANHATTAN,40.73382827071982,-74.0013675392253,"{'latitude': '40.73382827071982', 'longitude': '-74.0013675392253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58925890,2023-09-26T15:32:00.000,2023-10-06T08:21:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Dayburning,11217,,,,,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-06T08:21:00.000,06 BROOKLYN,,BROOKLYN,991398,187568,UNKNOWN,Unspecified,BROOKLYN,40.68150471071293,-73.97422823037412,"{'latitude': '40.68150471071293', 'longitude': '-73.97422823037412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,DEAN STREET,6 AVENUE,,,,,,,,
58930667,2023-09-26T15:32:00.000,2023-09-28T07:40:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),10024,,,,,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-28T07:40:00.000,07 MANHATTAN,,MANHATTAN,991031,226004,PHONE,Unspecified,MANHATTAN,40.787002336685674,-73.97551269211043,"{'latitude': '40.787002336685674', 'longitude': '-73.97551269211043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WEST 85 STREET,AMSTERDAM AVENUE,,,,,,,,
58930674,2023-09-26T15:32:00.000,2023-09-26T16:14:00.000,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),11210,1828 ALBANY AVENUE,ALBANY AVENUE,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection scheduled an inspection.,2023-09-26T16:14:00.000,18 BROOKLYN,3077660068,BROOKLYN,1001839,168307,PHONE,Unspecified,BROOKLYN,40.628622904247,-73.93663395194196,"{'latitude': '40.628622904247', 'longitude': '-73.93663395194196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58926395,2023-09-26T15:32:00.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,11214,1955 78 STREET,78 STREET,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,,In Progress,,,11 BROOKLYN,3062500055,BROOKLYN,985758,161424,PHONE,Unspecified,BROOKLYN,40.60974783394554,-73.99456882284025,"{'latitude': '40.60974783394554', 'longitude': '-73.99456882284025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,19 AVENUE,20 AVENUE,78 STREET,,,,,,,
58929423,2023-09-26T15:31:57.000,2023-09-26T15:55:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11101,2-17 51 AVENUE,51 AVENUE,2 STREET,5 STREET,ADDRESS,LONG ISLAND CITY,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T15:55:17.000,02 QUEENS,4000167501,QUEENS,995799,209907,MOBILE,Unspecified,QUEENS,40.742815290831494,-73.95832231786349,"{'latitude': '40.742815290831494', 'longitude': '-73.95832231786349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,2 STREET,5 STREET,51 AVENUE,,,,,,,
58931510,2023-09-26T15:31:56.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,10065,226 EAST   67 STREET,EAST   67 STREET,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,,In Progress,,,08 MANHATTAN,1014210021,MANHATTAN,994726,218439,PHONE,Unspecified,MANHATTAN,40.76623479656793,-73.9621812342054,"{'latitude': '40.76623479656793', 'longitude': '-73.9621812342054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,3 AVENUE,2 AVENUE,EAST   67 STREET,,,,,,,
58931108,2023-09-26T15:31:50.000,2023-09-26T16:06:44.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10040,670 WEST  193 STREET,WEST  193 STREET,BROADWAY TERRACE,BROADWAY,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T16:06:47.000,12 MANHATTAN,1021700516,MANHATTAN,1003303,251893,ONLINE,Unspecified,MANHATTAN,40.858042350421705,-73.93112298117089,"{'latitude': '40.858042350421705', 'longitude': '-73.93112298117089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BROADWAY TERRACE,BROADWAY,WEST  193 STREET,,,,,,,
58931501,2023-09-26T15:31:38.000,2023-09-27T09:11:24.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,11230,1825 OCEAN AVENUE,OCEAN AVENUE,AVENUE M,BAY AVENUE,ADDRESS,BROOKLYN,,Closed,,2023-09-27T09:11:24.000,14 BROOKLYN,3076560058,BROOKLYN,996786,164277,ONLINE,Unspecified,BROOKLYN,40.61756998995872,-73.95484534590416,"{'latitude': '40.61756998995872', 'longitude': '-73.95484534590416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apartment Building,AVENUE M,BAY AVENUE,OCEAN AVENUE,,,,,,,
