unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,due_date
58797552,2023-09-12T21:02:00.000,2023-09-13T13:15:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10473,425 OLMSTEAD AVENUE,OLMSTEAD AVENUE,LACOMBE AVE,NORTON AVE,OLMSTEAD AVENUE,NORTON AVENUE,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T13:15:00.000,09 BRONX,2035070052,BRONX,1025739,236027,UNKNOWN,Unspecified,BRONX,40.81441790777678,-73.8501145978729,"{'latitude': '40.81441790777678', 'longitude': '-73.8501145978729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58799159,2023-09-12T21:01:51.000,2023-09-26T13:27:36.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11230,1111 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,14 BROOKLYN,3052410031,BROOKLYN,995874,170602,PHONE,Unspecified,BROOKLYN,40.6349320282981,-73.95811947562665,"{'latitude': '40.6349320282981', 'longitude': '-73.95811947562665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795686,2023-09-12T21:01:42.000,2023-09-13T13:30:40.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11208,LOGAN STREET,LOGAN STREET,LOGAN STREET,PITKIN AVENUE,LOGAN STREET,PITKIN AVENUE,INTERSECTION,,,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-13T13:30:45.000,05 BROOKLYN,,BROOKLYN,1018593,185144,ONLINE,Unspecified,BROOKLYN,40.67478764904835,-73.87619039948657,"{'latitude': '40.67478764904835', 'longitude': '-73.87619039948657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58791652,2023-09-12T21:01:40.000,2023-09-12T23:30:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T23:30:44.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800261,2023-09-12T21:01:34.000,2023-10-05T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10016,201 EAST   36 STREET,EAST   36 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-05T00:00:00.000,06 MANHATTAN,1009177501,MANHATTAN,990609,211415,UNKNOWN,Unspecified,MANHATTAN,40.74695962800711,-73.9770504060355,"{'latitude': '40.74695962800711', 'longitude': '-73.9770504060355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792089,2023-09-12T21:01:25.000,2023-11-21T14:21:51.000,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,10467,96 EAST  208 STREET,EAST  208 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-21T00:00:00.000,07 BRONX,2033260035,BRONX,1016974,259345,PHONE,Unspecified,BRONX,40.87845571217602,-73.88166566778055,"{'latitude': '40.87845571217602', 'longitude': '-73.88166566778055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792667,2023-09-12T21:01:20.000,2023-09-12T23:24:10.000,DHS,Department of Homeless Services,Encampment,N/A,Park/Playground,10014,WEST STREET,WEST STREET,WEST STREET,JANE STREET,WEST STREET,JANE STREET,INTERSECTION,,,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-12T23:24:12.000,02 MANHATTAN,,MANHATTAN,981576,208203,ONLINE,Unspecified,MANHATTAN,40.73814537125583,-74.00964917369463,"{'latitude': '40.73814537125583', 'longitude': '-74.00964917369463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789792,2023-09-12T21:01:20.000,2023-09-12T21:10:06.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,10014,WEST STREET,WEST STREET,WEST STREET,JANE STREET,WEST STREET,JANE STREET,INTERSECTION,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-12T21:10:11.000,02 MANHATTAN,,MANHATTAN,981576,208203,ONLINE,Unspecified,MANHATTAN,40.73814537125583,-74.00964917369463,"{'latitude': '40.73814537125583', 'longitude': '-74.00964917369463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790413,2023-09-12T21:01:17.000,2023-09-12T21:36:13.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10014,108 WASHINGTON PLACE,WASHINGTON PLACE,AVENUE OF THE AMERICAS,BARROW STREET,AVENUE OF THE AMERICAS,BARROW STREET,ADDRESS,NEW YORK,WASHINGTON PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:36:17.000,02 MANHATTAN,1005920015,MANHATTAN,983977,206160,MOBILE,Unspecified,MANHATTAN,40.73253824016009,-74.00098504216567,"{'latitude': '40.73253824016009', 'longitude': '-74.00098504216567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58791747,2023-09-12T21:01:10.000,2023-09-12T21:14:30.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10452,972 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  163 STREET,WEST  164 STREET,WEST  163 STREET,WEST  164 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:14:34.000,04 BRONX,2025070007,BRONX,1004041,242400,ONLINE,Unspecified,BRONX,40.83198523702502,-73.92848311362471,"{'latitude': '40.83198523702502', 'longitude': '-73.92848311362471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790372,2023-09-12T21:01:04.000,2023-09-12T22:01:53.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11212,365 THATFORD AVENUE,THATFORD AVENUE,THATFORD AVENUE,OSBORN STREET,THATFORD AVENUE,OSBORN STREET,ADDRESS,BROOKLYN,THATFORD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:01:57.000,16 BROOKLYN,3035900011,BROOKLYN,1010017,180240,ONLINE,Unspecified,BROOKLYN,40.661356385690354,-73.90712636722496,"{'latitude': '40.661356385690354', 'longitude': '-73.90712636722496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797695,2023-09-12T21:00:37.000,2023-09-12T21:37:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1185 ANDERSON AVENUE,ANDERSON AVENUE,WEST  167 STREET,SHAKESPEARE AVENUE,WEST  167 STREET,SHAKESPEARE AVENUE,ADDRESS,BRONX,ANDERSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:37:05.000,04 BRONX,2025100050,BRONX,1005331,244105,MOBILE,Unspecified,BRONX,40.83666198344934,-73.923816205082,"{'latitude': '40.83666198344934', 'longitude': '-73.923816205082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790414,2023-09-12T21:00:19.000,2023-09-12T21:26:09.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10021,878 MADISON AVENUE,MADISON AVENUE,EAST   71 STREET,EAST   72 STREET,EAST   71 STREET,EAST   72 STREET,ADDRESS,NEW YORK,MADISON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T21:26:15.000,08 MANHATTAN,1013860017,MANHATTAN,993736,220308,MOBILE,Unspecified,MANHATTAN,40.77136583319147,-73.96575253426518,"{'latitude': '40.77136583319147', 'longitude': '-73.96575253426518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793697,2023-09-12T20:59:57.000,2023-09-12T21:23:40.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T21:23:44.000,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,40.72238703289527,-73.8095260418184,"{'latitude': '40.72238703289527', 'longitude': '-73.8095260418184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793777,2023-09-12T20:59:45.000,2023-09-13T06:55:23.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11426,247-17 89 AVENUE,89 AVENUE,247 STREET,COMMONWEALTH BOULEVARD,247 STREET,COMMONWEALTH BOULEVARD,ADDRESS,BELLEROSE,89 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T06:55:30.000,13 QUEENS,4086540057,QUEENS,1061708,204353,ONLINE,Unspecified,QUEENS,40.72723933476939,-73.72053678193751,"{'latitude': '40.72723933476939', 'longitude': '-73.72053678193751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798460,2023-09-12T20:59:39.000,2023-09-13T07:11:24.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11226,1517 CORTELYOU ROAD,CORTELYOU ROAD,BRIGHTON LINE,EAST   16 STREET,BRIGHTON LINE,EAST   16 STREET,ADDRESS,BROOKLYN,CORTELYOU ROAD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T07:11:28.000,14 BROOKLYN,3051460068,BROOKLYN,994296,172997,ONLINE,Unspecified,BROOKLYN,40.6415077216208,-73.96380134157711,"{'latitude': '40.6415077216208', 'longitude': '-73.96380134157711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58796662,2023-09-12T20:59:33.000,2023-09-13T06:34:11.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11411,114-54 211 STREET,211 STREET,MURDOCK AVENUE,115 AVENUE,MURDOCK AVENUE,115 AVENUE,ADDRESS,CAMBRIA HEIGHTS,211 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T06:34:15.000,13 QUEENS,4110290169,QUEENS,1055327,195013,ONLINE,Unspecified,QUEENS,40.70165695029151,-73.74365747341646,"{'latitude': '40.70165695029151', 'longitude': '-73.74365747341646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789104,2023-09-12T20:59:31.000,2023-09-12T21:40:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,260 EAST   93 STREET,EAST   93 STREET,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,EAST   93 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:40:40.000,17 BROOKLYN,3046280034,BROOKLYN,1005424,179564,ONLINE,Unspecified,BROOKLYN,40.65951309025199,-73.92368332199831,"{'latitude': '40.65951309025199', 'longitude': '-73.92368332199831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58796236,2023-09-12T20:59:22.000,2023-09-13T01:23:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,1140 BLAKE AVENUE,BLAKE AVENUE,MILFORD STREET,LOGAN STREET,MILFORD STREET,LOGAN STREET,ADDRESS,BROOKLYN,BLAKE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T01:23:14.000,05 BROOKLYN,3042770021,BROOKLYN,1018757,183638,ONLINE,Unspecified,BROOKLYN,40.670653383377484,-73.87560687541018,"{'latitude': '40.670653383377484', 'longitude': '-73.87560687541018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58791115,2023-09-12T20:59:20.000,2023-09-13T04:59:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11004,70-51 260 STREET,260 STREET,252 STREET,LANGSTON AVENUE,252 STREET,LANGSTON AVENUE,ADDRESS,GLEN OAKS,260 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T04:59:15.000,13 QUEENS,,QUEENS,1061793,213402,ONLINE,Unspecified,QUEENS,40.75207572133908,-73.72012579881019,"{'latitude': '40.75207572133908', 'longitude': '-73.72012579881019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789630,2023-09-12T20:59:06.000,2023-09-13T09:52:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11422,131-25 234 STREET,234 STREET,131 AVENUE,133 AVENUE,131 AVENUE,133 AVENUE,ADDRESS,ROSEDALE,234 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T09:52:21.000,13 QUEENS,4129450002,QUEENS,1057949,186350,ONLINE,Unspecified,QUEENS,40.67785766938212,-73.73429593372784,"{'latitude': '40.67785766938212', 'longitude': '-73.73429593372784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789616,2023-09-12T20:59:01.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Kitchen/Food Prep Area,Restaurant/Bar/Deli/Bakery,10457,168 EAST  174 STREET,EAST  174 STREET,MORRIS AVENUE,EASTBURN AVENUE,MORRIS AVENUE,EASTBURN AVENUE,ADDRESS,BRONX,EAST  174 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-13T09:44:44.000,04 BRONX,2027940042,BRONX,1009399,247078,MOBILE,Unspecified,BRONX,40.8448113498454,-73.90910388131479,"{'latitude': '40.8448113498454', 'longitude': '-73.90910388131479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58794706,2023-09-12T20:59:00.000,2023-10-17T08:08:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10309,,,,,BURTON AVENUE,VAIL AVENUE,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-17T08:08:00.000,03 STATEN ISLAND,,STATEN ISLAND,927019,128031,UNKNOWN,Unspecified,STATEN ISLAND,40.5179060813504,-74.20583882952432,"{'latitude': '40.5179060813504', 'longitude': '-74.20583882952432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795198,2023-09-12T20:58:54.000,2023-09-13T11:07:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11422,241-21 141 AVENUE,141 AVENUE,241 STREET,243 STREET,241 STREET,243 STREET,ADDRESS,ROSEDALE,141 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T11:07:47.000,13 QUEENS,4135610015,QUEENS,1056931,181254,ONLINE,Unspecified,QUEENS,40.66387876919859,-73.73802101309545,"{'latitude': '40.66387876919859', 'longitude': '-73.73802101309545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795343,2023-09-12T20:58:39.000,2023-09-13T02:17:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11422,259-17 CRAFT AVENUE,CRAFT AVENUE,259 STREET,DEAD END,259 STREET,DEAD END,ADDRESS,ROSEDALE,CRAFT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T02:17:53.000,13 QUEENS,,QUEENS,1059192,176619,ONLINE,Unspecified,QUEENS,40.65113792297655,-73.72992278943711,"{'latitude': '40.65113792297655', 'longitude': '-73.72992278943711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789260,2023-09-12T20:58:31.000,2023-09-13T08:24:19.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-13T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58799690,2023-09-12T20:58:22.000,2023-09-13T06:02:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,144-20 153 COURT,153 COURT,SOUTH CONDUIT AVENUE,146 AVENUE,SOUTH CONDUIT AVENUE,146 AVENUE,ADDRESS,JAMAICA,153 COURT,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T06:02:38.000,13 QUEENS,,QUEENS,1044158,181925,ONLINE,Unspecified,QUEENS,40.66581614821712,-73.78405517946486,"{'latitude': '40.66581614821712', 'longitude': '-73.78405517946486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58796182,2023-09-12T20:58:16.000,2023-09-12T21:38:44.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11211,353 BEDFORD AVENUE,BEDFORD AVENUE,SOUTH    4 STREET,SOUTH    5 STREET,SOUTH    4 STREET,SOUTH    5 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T21:38:50.000,01 BROOKLYN,3024440004,BROOKLYN,994502,198593,MOBILE,Unspecified,BROOKLYN,40.71176271864057,-73.96302012822102,"{'latitude': '40.71176271864057', 'longitude': '-73.96302012822102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58799658,2023-09-12T20:58:14.000,2023-09-13T05:00:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11429,216-01 99 AVENUE,99 AVENUE,216 STREET,217 STREET,216 STREET,217 STREET,ADDRESS,QUEENS VILLAGE,99 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T05:00:32.000,13 QUEENS,,QUEENS,1055569,199755,ONLINE,Unspecified,QUEENS,40.71467061520582,-73.74273446642277,"{'latitude': '40.71467061520582', 'longitude': '-73.74273446642277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58796179,2023-09-12T20:57:56.000,2023-09-12T21:35:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,353 BEDFORD AVENUE,BEDFORD AVENUE,SOUTH    4 STREET,SOUTH    5 STREET,SOUTH    4 STREET,SOUTH    5 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T21:35:50.000,01 BROOKLYN,3024440004,BROOKLYN,994502,198593,ONLINE,Unspecified,BROOKLYN,40.71176271864057,-73.96302012822102,"{'latitude': '40.71176271864057', 'longitude': '-73.96302012822102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797089,2023-09-12T20:57:56.000,2023-09-13T13:37:09.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11208,491 WORTMAN AVENUE,WORTMAN AVENUE,LINWOOD STREET,ESSEX STREET,LINWOOD STREET,ESSEX STREET,ADDRESS,BROOKLYN,WORTMAN AVENUE,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-13T13:37:13.000,05 BROOKLYN,3043840036,BROOKLYN,1018729,180095,ONLINE,Unspecified,BROOKLYN,40.66092875421636,-73.8757259311992,"{'latitude': '40.66092875421636', 'longitude': '-73.8757259311992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798256,2023-09-12T20:57:46.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10036,1568 BROADWAY,BROADWAY,WEST   46 STREET,WEST   47 STREET BIKE PATH,WEST   46 STREET,WEST   47 STREET BIKE PATH,ADDRESS,NEW YORK,BROADWAY,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-13T09:44:44.000,05 MANHATTAN,1009997501,MANHATTAN,988486,215821,ONLINE,Unspecified,MANHATTAN,40.75905425264407,-73.98470952484823,"{'latitude': '40.75905425264407', 'longitude': '-73.98470952484823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795205,2023-09-12T20:57:41.000,2023-09-13T09:26:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1229 LELAND AVENUE,LELAND AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,LELAND AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T09:26:13.000,09 BRONX,2037660067,BRONX,1022071,242113,MOBILE,Unspecified,BRONX,40.83113869884703,-73.86333148691953,"{'latitude': '40.83113869884703', 'longitude': '-73.86333148691953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797421,2023-09-12T20:57:35.000,2023-09-12T21:50:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,720 EAST    8 STREET,EAST    8 STREET,NEWKIRK AVENUE,PARKVILLE AVENUE,NEWKIRK AVENUE,PARKVILLE AVENUE,ADDRESS,BROOKLYN,EAST    8 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T21:50:25.000,14 BROOKLYN,3054240050,BROOKLYN,992962,169741,PHONE,Unspecified,BROOKLYN,40.632572108864125,-73.96861233483406,"{'latitude': '40.632572108864125', 'longitude': '-73.96861233483406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793785,2023-09-12T20:57:18.000,2023-09-13T04:02:37.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11208,393 LINWOOD STREET,LINWOOD STREET,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,LINWOOD STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T04:02:42.000,05 BROOKLYN,3039870008,BROOKLYN,1016679,185541,PHONE,Unspecified,BROOKLYN,40.67588454201907,-73.88308862283913,"{'latitude': '40.67588454201907', 'longitude': '-73.88308862283913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58788848,2023-09-12T20:56:54.000,2023-09-13T00:31:34.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11421,93-10 75 STREET,75 STREET,93 AVENUE,ATLANTIC AVENUE,93 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,75 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T00:31:38.000,09 QUEENS,4089410147,QUEENS,1021725,188596,ONLINE,Unspecified,QUEENS,40.684249890940066,-73.86488007904231,"{'latitude': '40.684249890940066', 'longitude': '-73.86488007904231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789164,2023-09-12T20:56:53.000,2023-09-12T22:46:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,184 ATKINS AVENUE,ATKINS AVENUE,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,ATKINS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T22:46:56.000,05 BROOKLYN,3040060034,BROOKLYN,1017801,185108,MOBILE,Unspecified,BROOKLYN,40.6746918743428,-73.8790458061755,"{'latitude': '40.6746918743428', 'longitude': '-73.8790458061755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798929,2023-09-12T20:56:40.000,2023-09-12T23:21:16.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-12T23:21:22.000,05 BROOKLYN,3045860945,BROOKLYN,1020207,178299,ONLINE,Unspecified,BROOKLYN,40.65599325559804,-73.87040829977123,"{'latitude': '40.65599325559804', 'longitude': '-73.87040829977123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58794767,2023-09-12T20:56:30.000,2023-09-12T21:25:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10028,213 EAST   84 STREET,EAST   84 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   84 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:25:40.000,08 MANHATTAN,1015300006,MANHATTAN,996876,222468,ONLINE,Unspecified,MANHATTAN,40.777290538942204,-73.95441208268346,"{'latitude': '40.777290538942204', 'longitude': '-73.95441208268346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
