unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,vehicle_type,taxi_company_borough
58783145,2023-09-11T21:13:34.000,2023-09-11T21:39:53.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,10025,601 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-11T21:39:58.000,09 MANHATTAN,1018960065,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58783056,2023-09-11T21:13:06.000,2023-09-11T21:49:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2535 GRAND AVENUE,GRAND AVENUE,WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,ADDRESS,BRONX,GRAND AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-11T21:49:06.000,07 BRONX,2032140044,BRONX,1011527,254549,MOBILE,Unspecified,BRONX,40.865310686039486,-73.90138225011205,"{'latitude': '40.865310686039486', 'longitude': '-73.90138225011205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58780882,2023-09-11T21:12:58.000,2023-09-12T13:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11432,164 STREET,164 STREET,89 AVENUE,HILLSIDE AVENUE,,,BLOCKFACE,QUEENS,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-12T13:15:00.000,12 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,N/A,,,,,,,
58777552,2023-09-11T21:12:25.000,2023-09-11T22:03:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11373,53-01 94 STREET,94 STREET,53 AVENUE,54 AVENUE,53 AVENUE,54 AVENUE,ADDRESS,ELMHURST,94 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-11T22:03:16.000,04 QUEENS,4018930046,QUEENS,1020644,208577,ONLINE,Unspecified,QUEENS,40.73909743076647,-73.86866971719114,"{'latitude': '40.73909743076647', 'longitude': '-73.86866971719114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58778619,2023-09-11T21:12:18.000,2023-09-14T08:01:59.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11235,290 WEST END AVENUE,WEST END AVENUE,ORIENTAL BOULEVARD,DEAD END,ORIENTAL BOULEVARD,DEAD END,ADDRESS,BROOKLYN,WEST END AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-08T05:03:21.000,15 BROOKLYN,3087240186,BROOKLYN,997437,148783,ONLINE,Unspecified,BROOKLYN,40.5750411463259,-73.95253068861159,"{'latitude': '40.5750411463259', 'longitude': '-73.95253068861159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58786843,2023-09-11T21:12:16.000,2023-09-20T08:27:12.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,11430,JFK AIRPORT,JFK AIRPORT,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,Closed,See notes for information.,2023-09-20T08:27:15.000,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,,,,
58784582,2023-09-11T21:12:05.000,2023-09-11T22:04:16.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11432,87-54 168 PLACE,168 PLACE,HIGHLAND AVENUE,HILLSIDE AVENUE,HIGHLAND AVENUE,HILLSIDE AVENUE,ADDRESS,JAMAICA,168 PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-11T22:04:22.000,08 QUEENS,4098400052,QUEENS,1041317,198326,MOBILE,Unspecified,QUEENS,40.71085176940071,-73.79415690773003,"{'latitude': '40.71085176940071', 'longitude': '-73.79415690773003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58785659,2023-09-11T21:11:54.000,2023-09-11T21:23:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11215,851 8 AVENUE,8 AVENUE,8 STREET,9 STREET,8 STREET,9 STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-11T21:23:16.000,06 BROOKLYN,,BROOKLYN,990085,181936,MOBILE,Unspecified,BROOKLYN,40.666047099760085,-73.97896706405692,"{'latitude': '40.666047099760085', 'longitude': '-73.97896706405692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58788170,2023-09-11T21:11:53.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11215,7 AVENUE,7 AVENUE,7 AVENUE,8 STREET,7 AVENUE,8 STREET,INTERSECTION,,,In Progress,,,06 BROOKLYN,,BROOKLYN,989501,182465,PHONE,Unspecified,BROOKLYN,40.66749945268297,-73.9810717478545,"{'latitude': '40.66749945268297', 'longitude': '-73.9810717478545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58781514,2023-09-11T21:11:49.000,2023-09-13T12:35:02.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tobacco Sales,Business,11229,2636 GERRITSEN AVENUE,GERRITSEN AVENUE,CHANNEL AVENUE,DEVON AVENUE,CHANNEL AVENUE,DEVON AVENUE,ADDRESS,BROOKLYN,GERRITSEN AVENUE,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-13T12:35:07.000,15 BROOKLYN,3089390841,BROOKLYN,1004537,155864,ONLINE,Unspecified,BROOKLYN,40.59446367437809,-73.9269515360188,"{'latitude': '40.59446367437809', 'longitude': '-73.9269515360188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58781961,2023-09-11T21:11:46.000,2023-09-11T21:59:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11233,1864 PROSPECT PLACE,PROSPECT PLACE,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,PROSPECT PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-11T21:59:14.000,16 BROOKLYN,3014640033,BROOKLYN,1007862,184255,ONLINE,Unspecified,BROOKLYN,40.67238267132065,-73.91487970301519,"{'latitude': '40.67238267132065', 'longitude': '-73.91487970301519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58783447,2023-09-11T21:11:41.000,2023-09-11T21:15:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,461 WEST  159 STREET,WEST  159 STREET,EDGECOMBE AVENUE,ST NICHOLAS AVENUE,EDGECOMBE AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  159 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T21:15:11.000,12 MANHATTAN,1021090041,MANHATTAN,1000844,243008,MOBILE,Unspecified,MANHATTAN,40.833660607053794,-73.94003430563872,"{'latitude': '40.833660607053794', 'longitude': '-73.94003430563872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58786106,2023-09-11T21:11:41.000,2023-09-11T23:15:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10466,735 EAST  228 STREET,EAST  228 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  228 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-11T23:15:55.000,12 BRONX,2048420022,BRONX,1023467,263405,PHONE,Unspecified,BRONX,40.88957266545846,-73.85816238236153,"{'latitude': '40.88957266545846', 'longitude': '-73.85816238236153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58782566,2023-09-11T21:11:32.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10011,28 GREENWICH AVENUE,GREENWICH AVENUE,WEST   10 STREET,CHARLES STREET,WEST   10 STREET,CHARLES STREET,ADDRESS,NEW YORK,GREENWICH AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-13T09:44:30.000,02 MANHATTAN,1006060009,MANHATTAN,984195,207083,MOBILE,Unspecified,MANHATTAN,40.735071652096316,-74.00019845926364,"{'latitude': '40.735071652096316', 'longitude': '-74.00019845926364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790276,2023-09-11T21:11:06.000,2023-11-02T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11356,11-21 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,,,,,ADDRESS,COLLEGE POINT,,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-11-02T00:00:00.000,07 QUEENS,4039950008,QUEENS,1026987,226187,UNKNOWN,Unspecified,QUEENS,40.78740389142424,-73.84566864521503,"{'latitude': '40.78740389142424', 'longitude': '-73.84566864521503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58781986,2023-09-11T21:11:02.000,2023-09-11T21:58:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,42 REVERE STREET,REVERE STREET,HART BOULEVARD,LAKEWOOD ROAD,HART BOULEVARD,LAKEWOOD ROAD,ADDRESS,STATEN ISLAND,REVERE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T21:58:44.000,01 STATEN ISLAND,5002390001,STATEN ISLAND,956426,168279,ONLINE,Unspecified,STATEN ISLAND,40.628519815740724,-74.10023846886362,"{'latitude': '40.628519815740724', 'longitude': '-74.10023846886362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58787566,2023-09-11T21:10:41.000,2023-09-12T01:41:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,1813 76 STREET,76 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,76 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T01:41:13.000,11 BROOKLYN,3062270066,BROOKLYN,985327,162427,MOBILE,Unspecified,BROOKLYN,40.61250092552597,-73.99612094228486,"{'latitude': '40.61250092552597', 'longitude': '-73.99612094228486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58780529,2023-09-11T21:10:41.000,2023-09-11T21:25:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11436,123-19 INWOOD STREET,INWOOD STREET,123 AVENUE,ROCKAWAY BOULEVARD,123 AVENUE,ROCKAWAY BOULEVARD,ADDRESS,JAMAICA,INWOOD STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T21:26:01.000,12 QUEENS,4120490006,QUEENS,1041649,185159,ONLINE,Unspecified,QUEENS,40.674709351868664,-73.7930715674165,"{'latitude': '40.674709351868664', 'longitude': '-73.7930715674165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58785415,2023-09-11T21:10:34.000,2023-09-12T03:06:56.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11370,22-60 79 STREET,79 STREET,DITMARS BOULEVARD,GRAND CENTRAL PARKWAY,DITMARS BOULEVARD,GRAND CENTRAL PARKWAY,ADDRESS,EAST ELMHURST,79 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T03:07:05.000,01 QUEENS,4010107501,QUEENS,1014607,218947,MOBILE,Unspecified,QUEENS,40.76758321016468,-73.89040781009366,"{'latitude': '40.76758321016468', 'longitude': '-73.89040781009366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58782820,2023-09-11T21:09:50.000,2023-09-13T21:24:02.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,No Private Carter,Street,11213,112 KINGSTON AVENUE,KINGSTON AVENUE,DEAN STREET,BERGEN STREET,DEAN STREET,BERGEN STREET,ADDRESS,BROOKLYN,KINGSTON AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-13T21:24:05.000,08 BROOKLYN,3012150048,BROOKLYN,1000451,185533,ONLINE,Unspecified,BROOKLYN,40.67590715754083,-73.94159297413725,"{'latitude': '40.67590715754083', 'longitude': '-73.94159297413725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58787210,2023-09-11T21:09:32.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Gas Station Pumps,Business,11433,169 PLACE,169 PLACE,169 PLACE,MERRICK BOULEVARD,169 PLACE,MERRICK BOULEVARD,INTERSECTION,,,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-20T11:35:54.000,12 QUEENS,,QUEENS,1043617,193552,PHONE,Unspecified,QUEENS,40.69773316774137,-73.78590282999133,"{'latitude': '40.69773316774137', 'longitude': '-73.78590282999133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58788559,2023-09-11T21:09:11.000,2023-09-20T14:24:23.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,11249,114 SOUTH    1 STREET,SOUTH    1 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,SOUTH    1 STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-20T14:24:07.000,01 BROOKLYN,3024050011,BROOKLYN,994606,199496,ONLINE,Unspecified,BROOKLYN,40.714241117093316,-73.96264360200338,"{'latitude': '40.714241117093316', 'longitude': '-73.96264360200338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58782327,2023-09-11T21:09:01.000,2023-10-05T06:59:13.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11233,1864 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,16 BROOKLYN,3014640033,BROOKLYN,1007862,184255,ONLINE,Unspecified,BROOKLYN,40.67238267132065,-73.91487970301519,"{'latitude': '40.67238267132065', 'longitude': '-73.91487970301519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58787730,2023-09-11T21:09:01.000,2023-10-05T06:59:13.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11233,1864 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,16 BROOKLYN,3014640033,BROOKLYN,1007862,184255,ONLINE,Unspecified,BROOKLYN,40.67238267132065,-73.91487970301519,"{'latitude': '40.67238267132065', 'longitude': '-73.91487970301519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58777884,2023-09-11T21:09:01.000,2023-10-05T06:59:13.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11233,1864 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,16 BROOKLYN,3014640033,BROOKLYN,1007862,184255,ONLINE,Unspecified,BROOKLYN,40.67238267132065,-73.91487970301519,"{'latitude': '40.67238267132065', 'longitude': '-73.91487970301519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58787356,2023-09-11T21:09:01.000,2023-09-11T23:27:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10473,505 THERIOT AVENUE,THERIOT AVENUE,LACOMBE AVENUE,SOUNDVIEW AVENUE,LACOMBE AVENUE,SOUNDVIEW AVENUE,ADDRESS,BRONX,THIERIOT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-11T23:28:06.000,09 BRONX,2035230001,BRONX,1022833,236364,PHONE,Unspecified,BRONX,40.815356047201874,-73.86061101474343,"{'latitude': '40.815356047201874', 'longitude': '-73.86061101474343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58779241,2023-09-11T21:09:01.000,2023-10-05T06:59:13.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11233,1864 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,16 BROOKLYN,3014640033,BROOKLYN,1007862,184255,ONLINE,Unspecified,BROOKLYN,40.67238267132065,-73.91487970301519,"{'latitude': '40.67238267132065', 'longitude': '-73.91487970301519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58784522,2023-09-11T21:08:58.000,2023-09-11T23:03:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,7333 6 AVENUE,6 AVENUE,74 STREET,74 STREET,74 STREET,74 STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-11T23:03:10.000,10 BROOKLYN,3059210001,BROOKLYN,978738,168463,MOBILE,Unspecified,BROOKLYN,40.62906683822312,-74.01985763560833,"{'latitude': '40.62906683822312', 'longitude': '-74.01985763560833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58784041,2023-09-11T21:08:43.000,2023-10-03T18:33:06.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10036,353 WEST   45 STREET,WEST   45 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   45 STREET,Closed,"UNDER SECTION 2904 OF THE New York City Charter and Section 19-152 of the New York City Administrative Code, the property owner is responsible for maintaining, repairing and installing sidewalks adjoining their properties. The Department of Transportation has inspected the location and issued a violation to the property owner.",2023-10-03T18:33:10.000,04 MANHATTAN,1010360005,MANHATTAN,987057,216089,PHONE,Unspecified,MANHATTAN,40.759790413175594,-73.98986760198423,"{'latitude': '40.759790413175594', 'longitude': '-73.98986760198423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58781962,2023-09-11T21:08:09.000,2023-09-11T22:20:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11225,345 EMPIRE BOULEVARD,EMPIRE BOULEVARD,NOSTRAND AVENUE,CLOVE ROAD,NOSTRAND AVENUE,CLOVE ROAD,ADDRESS,BROOKLYN,EMPIRE BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-11T22:20:44.000,09 BROOKLYN,3013090001,BROOKLYN,997956,181171,ONLINE,Unspecified,BROOKLYN,40.66393865875818,-73.95059668887387,"{'latitude': '40.66393865875818', 'longitude': '-73.95059668887387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794685,2023-09-11T21:08:04.000,2023-09-11T21:08:04.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10036,353 WEST   45 STREET,WEST   45 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Transportation for further action.,2023-09-11T00:00:00.000,04 MANHATTAN,1010360005,MANHATTAN,987057,216089,UNKNOWN,Unspecified,MANHATTAN,40.759790413175594,-73.98986760198423,"{'latitude': '40.759790413175594', 'longitude': '-73.98986760198423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58781546,2023-09-11T21:08:00.000,2023-09-15T00:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10010,251 PARK AVENUE SOUTH,PARK AVENUE SOUTH,E 20 ST,E 21 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T00:00:00.000,05 MANHATTAN,1008760001,MANHATTAN,987668,208295,ONLINE,Unspecified,MANHATTAN,40.738397632221066,-73.98766604315713,"{'latitude': '40.738397632221066', 'longitude': '-73.98766604315713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58779799,2023-09-11T21:07:19.000,2023-09-13T09:18:49.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11214,153 BAY   26 STREET,BAY   26 STREET,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY   26 STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-13T09:18:55.000,11 BROOKLYN,3064117501,BROOKLYN,984299,158166,PHONE,Unspecified,BROOKLYN,40.60080541694496,-73.99982354639438,"{'latitude': '40.60080541694496', 'longitude': '-73.99982354639438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58788488,2023-09-11T21:07:09.000,2023-09-12T10:25:28.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11235,290 WEST END AVENUE,WEST END AVENUE,ORIENTAL BOULEVARD,DEAD END,ORIENTAL BOULEVARD,DEAD END,ADDRESS,BROOKLYN,WEST END AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-12T10:25:32.000,15 BROOKLYN,3087240186,BROOKLYN,997437,148783,ONLINE,Unspecified,BROOKLYN,40.5750411463259,-73.95253068861159,"{'latitude': '40.5750411463259', 'longitude': '-73.95253068861159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58780239,2023-09-11T21:07:07.000,2023-09-11T23:21:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,6714 12 AVENUE,12 AVENUE,67 STREET,OVINGTON AVENUE,67 STREET,OVINGTON AVENUE,ADDRESS,BROOKLYN,12 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-11T23:21:33.000,10 BROOKLYN,3057660047,BROOKLYN,982828,167339,PHONE,Unspecified,BROOKLYN,40.625983295365565,-74.00512268741176,"{'latitude': '40.625983295365565', 'longitude': '-74.00512268741176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58779976,2023-09-11T21:07:01.000,2023-09-11T22:00:28.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10461,1637 HERING AVENUE,HERING AVENUE,PIERCE AVENUE,VAN NEST AVENUE,PIERCE AVENUE,VAN NEST AVENUE,ADDRESS,BRONX,HERING AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-11T22:00:34.000,11 BRONX,2041120020,BRONX,1026363,248483,MOBILE,Unspecified,BRONX,40.84860304581176,-73.84778211111771,"{'latitude': '40.84860304581176', 'longitude': '-73.84778211111771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58777753,2023-09-11T21:06:56.000,2023-09-11T21:15:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10019,611 WEST   56 STREET,WEST   56 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST   56 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T21:15:46.000,04 MANHATTAN,1011047501,MANHATTAN,986354,219758,ONLINE,Unspecified,MANHATTAN,40.769861065846825,-73.9924040651448,"{'latitude': '40.769861065846825', 'longitude': '-73.9924040651448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58785991,2023-09-11T21:06:50.000,2023-09-11T21:23:46.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11220,413 52 STREET,52 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,52 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-11T21:23:51.000,07 BROOKLYN,3007990070,BROOKLYN,980600,174269,MOBILE,Unspecified,BROOKLYN,40.64500403332437,-74.01315269991737,"{'latitude': '40.64500403332437', 'longitude': '-74.01315269991737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
