unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,taxi_pick_up_location
58923909,2023-09-25T09:50:41.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10452,1060 OGDEN AVENUE,OGDEN AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,04 BRONX,2025140001,BRONX,1004056,243351,PHONE,Unspecified,BRONX,40.8345954236246,-73.92842610162573,"{'latitude': '40.8345954236246', 'longitude': '-73.92842610162573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58924932,2023-09-25T09:50:41.000,2023-09-26T06:51:06.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11415,119-61 METROPOLITAN AVENUE,METROPOLITAN AVENUE,ADDRESS,KEW GARDENS,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-26T00:00:00.000,09 QUEENS,,QUEENS,1030995,196554,PHONE,Unspecified,QUEENS,40.70604861238313,-73.83140100002407,"{'latitude': '40.70604861238313', 'longitude': '-73.83140100002407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58918144,2023-09-25T09:50:41.000,2023-09-26T06:51:06.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11415,119-61 METROPOLITAN AVENUE,METROPOLITAN AVENUE,ADDRESS,KEW GARDENS,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-26T00:00:00.000,09 QUEENS,,QUEENS,1030995,196554,PHONE,Unspecified,QUEENS,40.70604861238313,-73.83140100002407,"{'latitude': '40.70604861238313', 'longitude': '-73.83140100002407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58922870,2023-09-25T09:50:40.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10025,961 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,07 MANHATTAN,1018620001,MANHATTAN,993903,231178,ONLINE,Unspecified,MANHATTAN,40.801200895695594,-73.96513399120865,"{'latitude': '40.801200895695594', 'longitude': '-73.96513399120865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58918696,2023-09-25T09:50:39.000,2023-09-26T10:01:48.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11203,893 ALBANY AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-26T10:01:51.000,17 BROOKLYN,3048780046,BROOKLYN,1001143,176849,PHONE,Unspecified,BROOKLYN,40.652070213750285,-73.93911996994832,"{'latitude': '40.652070213750285', 'longitude': '-73.93911996994832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINDEN BOULEVARD,CHURCH AVENUE,LINDEN BOULEVARD,CHURCH AVENUE,ALBANY AVENUE,,,,,,
58917834,2023-09-25T09:50:37.000,2023-09-25T10:31:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T10:31:05.000,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,CLASSON AVENUE,,,,,,
58921900,2023-09-25T09:50:25.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11214,74 BAY   13 STREET,BAY   13 STREET,ADDRESS,BROOKLYN,In Progress,,,11 BROOKLYN,3063630075,BROOKLYN,982071,160891,ONLINE,Unspecified,BROOKLYN,40.60828471866251,-74.00784766291355,"{'latitude': '40.60828471866251', 'longitude': '-74.00784766291355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,BAY   13 STREET,,,,,,
58922444,2023-09-25T09:50:18.000,2023-10-04T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,,10002,133 ALLEN STREET,ALLEN STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-10-05T06:46:32.000,03 MANHATTAN,1004150027,MANHATTAN,987040,201617,UNKNOWN,Unspecified,MANHATTAN,40.72006837440621,-73.98993496907765,"{'latitude': '40.72006837440621', 'longitude': '-73.98993496907765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,2023-10-25T09:50:18.000,
58923388,2023-09-25T09:50:11.000,2023-09-25T10:03:20.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10022,30 SUTTON PLACE,SUTTON PLACE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T10:03:23.000,06 MANHATTAN,1013700021,MANHATTAN,995308,215506,MOBILE,Unspecified,MANHATTAN,40.758183757922616,-73.96008501663512,"{'latitude': '40.758183757922616', 'longitude': '-73.96008501663512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   58 STREET,EAST   59 STREET,EAST   58 STREET,EAST   59 STREET,SUTTON PLACE,,,,,,
58919897,2023-09-25T09:50:00.000,2023-10-02T14:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10002,188 LUDLOW STREET,LUDLOW STREET,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-02T14:15:00.000,03 MANHATTAN,1004120053,MANHATTAN,987749,202318,ONLINE,Unspecified,MANHATTAN,40.72199219824923,-73.98737686026914,"{'latitude': '40.72199219824923', 'longitude': '-73.98737686026914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STANTON ST,E HOUSTON ST,,,,N/A,,,,,
58923034,2023-09-25T09:49:58.000,2023-09-25T09:49:58.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11218,910 CATON AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-25T09:49:58.000,14 BROOKLYN,3050700003,BROOKLYN,992231,175472,PHONE,Unspecified,BROOKLYN,40.64830316430604,-73.9712392081856,"{'latitude': '40.64830316430604', 'longitude': '-73.9712392081856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CONEY ISLAND AVENUE,EAST 10 STREET,CONEY ISLAND AVENUE,EAST   10 STREET,CATON AVENUE,,,,,,
58920608,2023-09-25T09:49:45.000,2023-09-25T11:19:23.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11208,226 NORWOOD AVENUE,NORWOOD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-25T11:19:30.000,05 BROOKLYN,,BROOKLYN,1017841,187286,ONLINE,Unspecified,BROOKLYN,40.68066983466624,-73.87889074722018,"{'latitude': '40.68066983466624', 'longitude': '-73.87889074722018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ARLINGTON AVENUE,ATLANTIC AVENUE,ARLINGTON AVENUE,ATLANTIC AVENUE,NORWOOD AVENUE,,,,,,
58925059,2023-09-25T09:49:20.000,2023-10-04T16:58:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10475,140 DARROW PLACE,DARROW PLACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,10 BRONX,2051410120,BRONX,1030784,259159,PHONE,Unspecified,BRONX,40.87788319184286,-73.83172826943877,"{'latitude': '40.87788319184286', 'longitude': '-73.83172826943877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58922021,2023-09-25T09:49:06.000,2023-09-25T10:30:30.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11237,250 IRVING AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T10:30:34.000,04 BROOKLYN,3033000041,BROOKLYN,1007421,194382,ONLINE,Unspecified,BROOKLYN,40.70018012037408,-73.91643466199412,"{'latitude': '40.70018012037408', 'longitude': '-73.91643466199412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GREENE AVENUE,BLEECKER STREET,GREENE AVENUE,BLEECKER STREET,IRVING AVENUE,,,,,,
58923834,2023-09-25T09:48:59.000,2023-09-26T16:10:29.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10454,370 BROOK AVENUE,BROOK AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,01 BRONX,2022690001,BRONX,1007114,234638,PHONE,Unspecified,BRONX,40.81067332885121,-73.91740495406697,"{'latitude': '40.81067332885121', 'longitude': '-73.91740495406697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58922763,2023-09-25T09:48:59.000,2023-09-26T16:10:29.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10454,370 BROOK AVENUE,BROOK AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,01 BRONX,2022690001,BRONX,1007114,234638,PHONE,Unspecified,BRONX,40.81067332885121,-73.91740495406697,"{'latitude': '40.81067332885121', 'longitude': '-73.91740495406697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58925081,2023-09-25T09:48:59.000,2023-09-26T16:10:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10454,370 BROOK AVENUE,BROOK AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,01 BRONX,2022690001,BRONX,1007114,234638,PHONE,Unspecified,BRONX,40.81067332885121,-73.91740495406697,"{'latitude': '40.81067332885121', 'longitude': '-73.91740495406697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58922777,2023-09-25T09:48:18.000,2023-09-27T16:44:19.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10459,985 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,02 BRONX,2027350028,BRONX,1014402,237986,PHONE,Unspecified,BRONX,40.81984077770232,-73.89106240487143,"{'latitude': '40.81984077770232', 'longitude': '-73.89106240487143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58921730,2023-09-25T09:48:10.000,2023-11-15T20:24:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10032,894 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-15T00:00:00.000,12 MANHATTAN,1021360111,MANHATTAN,998955,244508,PHONE,Unspecified,MANHATTAN,40.83778101984579,-73.94685728972303,"{'latitude': '40.83778101984579', 'longitude': '-73.94685728972303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58917913,2023-09-25T09:48:02.000,2023-10-30T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10022,317 EAST   51 STREET,EAST   51 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-30T00:00:00.000,06 MANHATTAN,1013440008,MANHATTAN,993360,214387,UNKNOWN,Unspecified,MANHATTAN,40.75511461017422,-73.9671180375847,"{'latitude': '40.75511461017422', 'longitude': '-73.9671180375847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58925463,2023-09-25T09:47:53.000,,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10308,121 CLEVELAND AVENUE,CLEVELAND AVENUE,ADDRESS,STATEN ISLAND,In Progress,,2023-09-25T10:44:52.000,03 STATEN ISLAND,5051470001,STATEN ISLAND,942971,138975,ONLINE,Unspecified,STATEN ISLAND,40.54803382610565,-74.14853223403588,"{'latitude': '40.54803382610565', 'longitude': '-74.14853223403588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROWN AVENUE,RUSTIC PLACE,BROWN AVENUE,RUSTIC PLACE,CLEVELAND AVENUE,,,,,,
58923899,2023-09-25T09:47:44.000,2023-10-16T07:59:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11385,63-04 FOREST AVENUE,FOREST AVENUE,ADDRESS,RIDGEWOOD,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,05 QUEENS,4033720042,QUEENS,1010583,198169,PHONE,Unspecified,QUEENS,40.710565692730015,-73.90501622725941,"{'latitude': '40.710565692730015', 'longitude': '-73.90501622725941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58923852,2023-09-25T09:47:44.000,2023-10-01T13:14:07.000,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,ROOFING,RESIDENTIAL BUILDING,10032,2208 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,12 MANHATTAN,1021260042,MANHATTAN,1001900,245627,PHONE,Unspecified,MANHATTAN,40.840846953727265,-73.93621135059149,"{'latitude': '40.840846953727265', 'longitude': '-73.93621135059149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58923016,2023-09-25T09:47:42.000,2023-09-28T10:24:05.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,,,,,,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-28T10:24:09.000,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,
58922814,2023-09-25T09:47:42.000,2023-10-06T10:36:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10017,142 EAST   49 STREET,EAST   49 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,06 MANHATTAN,1013030046,MANHATTAN,991884,214601,PHONE,Unspecified,MANHATTAN,40.75570338323786,-73.97244532183602,"{'latitude': '40.75570338323786', 'longitude': '-73.97244532183602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58925012,2023-09-25T09:47:38.000,2023-09-27T13:38:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11226,2524 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,17 BROOKLYN,3051280006,BROOKLYN,997177,175349,PHONE,Unspecified,BROOKLYN,40.64795971753323,-73.95341575581875,"{'latitude': '40.64795971753323', 'longitude': '-73.95341575581875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58920582,2023-09-25T09:47:35.000,2023-10-26T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10457,2271 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-26T00:00:00.000,06 BRONX,2030380029,BRONX,1013718,250746,UNKNOWN,Unspecified,BRONX,40.85486556034869,-73.89347759730605,"{'latitude': '40.85486556034869', 'longitude': '-73.89347759730605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58924871,2023-09-25T09:47:33.000,2023-09-25T09:49:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,679 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T09:49:54.000,08 BROOKLYN,3011490004,BROOKLYN,995545,185945,ONLINE,Unspecified,BROOKLYN,40.67704562361517,-73.95927914365002,"{'latitude': '40.67704562361517', 'longitude': '-73.95927914365002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,CLASSON AVENUE,,,,,,
58920586,2023-09-25T09:47:33.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10472,2010 POWELL AVENUE,POWELL AVENUE,ADDRESS,BRONX,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-02T00:00:00.000,09 BRONX,2038010001,BRONX,1024038,241876,UNKNOWN,Unspecified,BRONX,40.830479560431925,-73.85622502935952,"{'latitude': '40.830479560431925', 'longitude': '-73.85622502935952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58923625,2023-09-25T09:47:32.000,2023-09-25T09:47:32.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10036,412 WEST   46 STREET,WEST   46 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-25T00:00:00.000,04 MANHATTAN,1010550041,MANHATTAN,986633,216621,UNKNOWN,Unspecified,MANHATTAN,40.76125074115243,-73.99139792167999,"{'latitude': '40.76125074115243', 'longitude': '-73.99139792167999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58924354,2023-09-25T09:47:32.000,2023-10-14T13:18:44.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10022,444 EAST   57 STREET,EAST   57 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T20:48:40.000,06 MANHATTAN,1013687501,MANHATTAN,994810,215389,ONLINE,Unspecified,MANHATTAN,40.7578632316629,-73.96188278216981,"{'latitude': '40.7578632316629', 'longitude': '-73.96188278216981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,SUTTON PLACE,1 AVENUE,SUTTON PLACE,EAST   57 STREET,,,,,,
58920863,2023-09-25T09:47:20.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10458,460 CYRUS PLACE,CYRUS PLACE,ADDRESS,BRONX,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T10:41:58.000,06 BRONX,2030410016,BRONX,1014323,252051,MOBILE,Unspecified,BRONX,40.85844535227457,-73.89128476057375,"{'latitude': '40.85844535227457', 'longitude': '-73.89128476057375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE,3 AVENUE,PARK AVENUE,3 AVENUE,CYRUS PLACE,,,,,,
58920900,2023-09-25T09:46:47.000,2023-10-06T13:42:38.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11355,149-08 41 AVENUE,41 AVENUE,ADDRESS,FLUSHING,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T12:45:06.000,07 QUEENS,4050540026,QUEENS,1035357,217005,UNKNOWN,Unspecified,QUEENS,40.762157327518544,-73.81551291442507,"{'latitude': '40.762157327518544', 'longitude': '-73.81551291442507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",149 STREET,149 PLACE,149 STREET,149 PLACE,41 AVENUE,,,,,,
58919487,2023-09-25T09:46:36.000,2023-09-25T11:55:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11357,21-01 147 STREET,147 STREET,ADDRESS,WHITESTONE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T11:55:46.000,07 QUEENS,4046560001,QUEENS,1034327,223541,MOBILE,Unspecified,QUEENS,40.780102798532,-73.81918231657377,"{'latitude': '40.780102798532', 'longitude': '-73.81918231657377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",21 AVENUE,22 AVENUE,21 AVENUE,22 AVENUE,147 STREET,,,,,,
58917461,2023-09-25T09:46:09.000,2023-09-25T10:10:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,8520 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T10:10:39.000,10 BROOKLYN,3060360037,BROOKLYN,977607,165454,ONLINE,Unspecified,BROOKLYN,40.62080698825143,-74.0239292361697,"{'latitude': '40.62080698825143', 'longitude': '-74.0239292361697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",85 STREET,86 STREET,85 STREET,86 STREET,FORT HAMILTON PARKWAY,,,,,,
58919002,2023-09-25T09:45:43.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10002,39 DELANCEY STREET,DELANCEY STREET,ADDRESS,NEW YORK,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,03 MANHATTAN,1004190049,MANHATTAN,986458,201484,UNKNOWN,Unspecified,MANHATTAN,40.719703485843894,-73.99203459978965,"{'latitude': '40.719703485843894', 'longitude': '-73.99203459978965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,2023-11-14T07:49:19.000,
58921585,2023-09-25T09:45:29.000,2023-09-26T08:15:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,2010 POWELL AVENUE,POWELL AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,09 BRONX,2038010001,BRONX,1024038,241876,PHONE,Unspecified,BRONX,40.830479560431925,-73.85622502935952,"{'latitude': '40.830479560431925', 'longitude': '-73.85622502935952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58922121,2023-09-25T09:45:29.000,2023-09-25T11:01:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T11:01:24.000,0 Unspecified,,Unspecified,995307,184638,ONLINE,Unspecified,Unspecified,40.67345850381596,-73.96013932788456,"{'latitude': '40.67345850381596', 'longitude': '-73.96013932788456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58925250,2023-09-25T09:45:20.000,2023-09-28T10:20:29.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,,,,,,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T06:20:03.000,0 Unspecified,,Unspecified,,209393,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,
58923552,2023-09-25T09:45:03.000,2023-09-25T10:29:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T10:29:10.000,0 Unspecified,,Unspecified,1015337,210375,MOBILE,Unspecified,Unspecified,40.744052735375,-73.88781206384198,"{'latitude': '40.744052735375', 'longitude': '-73.88781206384198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
