unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,intersection_street_1,intersection_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,incident_address,street_name,cross_street_1,cross_street_2,landmark,bbl,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58837022,2023-09-17T20:20:39.000,2023-09-17T20:24:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11231,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:24:09.000,06 BROOKLYN,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,UNION STREET,3003370027,,,,,,
58844671,2023-09-17T20:20:38.000,2023-09-17T20:24:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10033,WEST  177 STREET,WEST  178 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:24:34.000,12 MANHATTAN,MANHATTAN,1002867,247373,MOBILE,Unspecified,MANHATTAN,40.845637225618624,-73.93271168182868,"{'latitude': '40.845637225618624', 'longitude': '-73.93271168182868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,2360 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  177 STREET,WEST  178 STREET,AMSTERDAM AVENUE,1021327501,,,,,,
58841404,2023-09-17T20:20:34.000,2023-09-17T20:32:20.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,10464,,PARK DRIVE,UNRECOGNIZED,BRONX,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T20:32:24.000,28 BRONX,BRONX,1036955,255379,ONLINE,Pelham Bay Park,BRONX,40.86747358275403,-73.8094430998493,"{'latitude': '40.86747358275403', 'longitude': '-73.8094430998493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park/Playground,PELHAM BAY PARK,PELHAM BAY PARK,,PARK DRIVE,PELHAM BAY PARK,2056500001,,,,,,
58844451,2023-09-17T20:20:31.000,2023-09-18T01:35:55.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11214,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T01:36:00.000,11 BROOKLYN,BROOKLYN,985062,159652,PHONE,Unspecified,BROOKLYN,40.60488414763703,-73.99707573303895,"{'latitude': '40.60488414763703', 'longitude': '-73.99707573303895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,2015 85 STREET,85 STREET,20 AVENUE,21 AVENUE,85 STREET,3063340067,,,,,,
58842554,2023-09-17T20:20:29.000,2023-09-17T20:31:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10459,EAST  163 STREET,FIRE ACCESS LANE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:31:52.000,02 BRONX,BRONX,1013897,238781,ONLINE,Unspecified,BRONX,40.82202453592243,-73.89288342923368,"{'latitude': '40.82202453592243', 'longitude': '-73.89288342923368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,995 SIMPSON STREET,SIMPSON STREET,EAST  163 STREET,FIRE ACCESS LANE,SIMPSON STREET,2027247502,,,,,,
58838008,2023-09-17T20:20:25.000,2023-09-17T22:31:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11419,107 AVENUE,109 AVENUE,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T22:32:06.000,10 QUEENS,QUEENS,1035378,189291,ONLINE,Unspecified,QUEENS,40.68608916843288,-73.81564765222016,"{'latitude': '40.68608916843288', 'longitude': '-73.81564765222016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,107-34 128 STREET,128 STREET,107 AVENUE,109 AVENUE,128 STREET,4096070024,,,,,,
58837483,2023-09-17T20:20:15.000,2023-09-17T20:39:38.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10453,EAST BURNSIDE AVENUE,EAST  180 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:39:44.000,05 BRONX,BRONX,1010828,250338,ONLINE,Unspecified,BRONX,40.85375489549983,-73.90392612283449,"{'latitude': '40.85375489549983', 'longitude': '-73.90392612283449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,2087 CRESTON AVENUE,CRESTON AVENUE,EAST BURNSIDE AVENUE,EAST  180 STREET,CRESTON AVENUE,2031690045,,,,,,
58839824,2023-09-17T20:20:14.000,2023-09-18T04:58:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11420,109 AVENUE,111 AVENUE,ADDRESS,SOUTH OZONE PARK,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T04:58:45.000,10 QUEENS,QUEENS,1033133,187609,ONLINE,Unspecified,QUEENS,40.68148515491053,-73.82375463388583,"{'latitude': '40.68148515491053', 'longitude': '-73.82375463388583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,109-15 117 STREET,117 STREET,109 AVENUE,111 AVENUE,117 STREET,4115980060,,,,,,
58841754,2023-09-17T20:20:07.000,2023-09-28T13:02:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10065,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,08 MANHATTAN,MANHATTAN,996026,218274,ONLINE,Unspecified,MANHATTAN,40.76578027822908,-73.95748847362132,"{'latitude': '40.76578027822908', 'longitude': '-73.95748847362132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,1279 1 AVENUE,1 AVENUE,,,,1014430030,,,,,,
58843291,2023-09-17T20:20:01.000,2023-09-17T21:50:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11433,DILLON STREET,GUY R BREWER BOULEVARD,ADDRESS,JAMAICA,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T21:50:35.000,12 QUEENS,QUEENS,1043244,190547,PHONE,Unspecified,QUEENS,40.68948765695737,-73.78727430404702,"{'latitude': '40.68948765695737', 'longitude': '-73.78727430404702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,162-04 112 ROAD,112 ROAD,DILLON STREET,GUY R BREWER BOULEVARD,112 ROAD,4121800001,,,,,,
58844196,2023-09-17T20:20:00.000,2023-09-18T15:14:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),11222,,,ADDRESS,BROOKLYN,N/A,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-18T15:14:00.000,01 BROOKLYN,BROOKLYN,997545,204257,ONLINE,Unspecified,BROOKLYN,40.72730498360316,-73.95203257213896,"{'latitude': '40.72730498360316', 'longitude': '-73.95203257213896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,118 MESEROLE AVENUE,MESEROLE AVENUE,MANHATTAN AVE,LEONARD ST,,3026200007,,,,,,
58844515,2023-09-17T20:19:47.000,2023-09-17T20:26:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11231,IMLAY STREET,CONOVER STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:26:34.000,06 BROOKLYN,BROOKLYN,980980,186806,MOBILE,Unspecified,BROOKLYN,40.67941547578501,-74.01178945796946,"{'latitude': '40.67941547578501', 'longitude': '-74.01178945796946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,159 PIONEER STREET,PIONEER STREET,IMLAY STREET,CONOVER STREET,PIONEER STREET,3005450010,,,,,,
58840272,2023-09-17T20:19:28.000,2023-09-17T21:20:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11229,KINGS HIGHWAY,AVENUE P,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T21:20:18.000,15 BROOKLYN,BROOKLYN,999382,162998,MOBILE,Unspecified,BROOKLYN,40.61405534700504,-73.94549742624373,"{'latitude': '40.61405534700504', 'longitude': '-73.94549742624373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,1504 EAST   29 STREET,EAST   29 STREET,KINGS HIGHWAY,AVENUE P,EAST   29 STREET,3076890084,,,,,,
58842414,2023-09-17T20:19:10.000,2023-09-18T00:26:56.000,NYPD,New York City Police Department,Disorderly Youth,Playing in Unsuitable Place,11365,,BEND,ADDRESS,FRESH MEADOWS,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:27:04.000,08 QUEENS,QUEENS,1044652,208486,ONLINE,Unspecified,QUEENS,40.7387162786924,-73.78203628133136,"{'latitude': '40.7387162786924', 'longitude': '-73.78203628133136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,64-02A 192 STREET,192 STREET,,BEND,192 STREET,4071170003,,,,,,
58841443,2023-09-17T20:19:09.000,2023-09-17T20:38:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11692,ARVERNE BOULEVARD,BEACH CHANNEL DRIVE,ADDRESS,ARVERNE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:38:59.000,14 QUEENS,QUEENS,1044133,155571,ONLINE,Unspecified,QUEENS,40.59348037116083,-73.78437912634871,"{'latitude': '40.59348037116083', 'longitude': '-73.78437912634871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,334 BEACH   54 STREET,BEACH   54 STREET,ARVERNE BOULEVARD,BEACH CHANNEL DRIVE,BEACH   54 STREET,4158900030,,,,,,
58838228,2023-09-17T20:19:08.000,2023-09-17T21:28:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10463,FORT INDEPENDENCE STREET,CANNON PLACE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T21:28:45.000,08 BRONX,BRONX,1012308,259477,ONLINE,Unspecified,BRONX,40.878834078108085,-73.89853797455142,"{'latitude': '40.878834078108085', 'longitude': '-73.89853797455142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,3311 GILES PLACE,GILES PLACE,FORT INDEPENDENCE STREET,CANNON PLACE,GILES PLACE,2032580013,,,,,,
58838467,2023-09-17T20:19:06.000,2023-09-17T21:52:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10451,EAST  153 STREET,EAST  156 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T21:52:15.000,04 BRONX,BRONX,1005104,239088,MOBILE,Unspecified,BRONX,40.822892299365904,-73.92465214640484,"{'latitude': '40.822892299365904', 'longitude': '-73.92465214640484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,750 GRAND CONCOURSE,GRAND CONCOURSE,EAST  153 STREET,EAST  156 STREET,GRAND CONCOURSE,2024580026,,,,,,
58843443,2023-09-17T20:19:00.000,2023-09-22T09:12:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,10473,BOYNTON AVENUE,LAFAYETTE AVENUE,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T09:12:00.000,09 BRONX,BRONX,1018534,237920,UNKNOWN,Unspecified,BRONX,40.81964455597936,-73.87613406139727,"{'latitude': '40.81964455597936', 'longitude': '-73.87613406139727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58842477,2023-09-17T20:18:56.000,2023-09-17T20:32:58.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,10464,,PARK DRIVE,UNRECOGNIZED,BRONX,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T20:33:02.000,28 BRONX,BRONX,1036955,255379,ONLINE,Pelham Bay Park,BRONX,40.86747358275403,-73.8094430998493,"{'latitude': '40.86747358275403', 'longitude': '-73.8094430998493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park/Playground,PELHAM BAY PARK,PELHAM BAY PARK,,PARK DRIVE,PELHAM BAY PARK,2056500001,,,,,,
58843114,2023-09-17T20:18:55.000,2023-09-19T06:16:35.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10027,WEST  131 STREET,WEST  132 STREET,ADDRESS,NEW YORK,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T06:16:40.000,10 MANHATTAN,MANHATTAN,999416,235573,PHONE,Unspecified,MANHATTAN,40.813256211644095,-73.94521146883807,"{'latitude': '40.813256211644095', 'longitude': '-73.94521146883807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Yard,2240 ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,WEST  131 STREET,WEST  132 STREET,7 AVENUE,1019370036,,,,,,
58842949,2023-09-17T20:18:35.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,11101,BORDEN AVENUE,54 AVENUE,ADDRESS,LONG ISLAND CITY,,In Progress,An inspection is currently in progress to determine whether the reported condition requires further action.,2023-11-17T09:46:00.000,02 QUEENS,QUEENS,995269,209572,ONLINE,Unspecified,QUEENS,40.741896475708394,-73.96023551436888,"{'latitude': '40.741896475708394', 'longitude': '-73.96023551436888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,52-10 CENTER BOULEVARD,CENTER BOULEVARD,BORDEN AVENUE,54 AVENUE,CENTER BOULEVARD,4000060001,,,,,,
58843417,2023-09-17T20:18:30.000,2023-09-17T21:01:57.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11373,WHITNEY AVENUE,LAMONT AVENUE,ADDRESS,ELMHURST,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T21:02:00.000,04 QUEENS,QUEENS,1018619,210630,MOBILE,Unspecified,QUEENS,40.74474049976937,-73.87596657070216,"{'latitude': '40.74474049976937', 'longitude': '-73.87596657070216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,42-01 GLEANE STREET,GLEANE STREET,WHITNEY AVENUE,LAMONT AVENUE,GLEANE STREET,4015680001,,,,,,
58839536,2023-09-17T20:18:30.000,2023-09-17T20:40:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10009,AVENUE B,AVENUE C,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:40:47.000,03 MANHATTAN,MANHATTAN,989305,202067,MOBILE,Unspecified,MANHATTAN,40.72130251158671,-73.98176355780399,"{'latitude': '40.72130251158671', 'longitude': '-73.98176355780399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,247 EAST    2 STREET,EAST    2 STREET,AVENUE B,AVENUE C,EAST    2 STREET,1003840028,,,,,,
58838748,2023-09-17T20:18:23.000,2023-09-28T15:56:12.000,DOT,Department of Transportation,Street Sign - Damaged,St Name - Attached to Pole,10013,WEST BROADWAY,CHURCH STREET,ADDRESS,NEW YORK,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-28T15:56:14.000,01 MANHATTAN,MANHATTAN,982350,200931,MOBILE,Unspecified,MANHATTAN,40.71818570535183,-74.00685412850888,"{'latitude': '40.71818570535183', 'longitude': '-74.00685412850888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,35 LEONARD STREET,LEONARD STREET,WEST BROADWAY,CHURCH STREET,LEONARD STREET,,,,,,,
58839496,2023-09-17T20:18:04.000,2023-09-17T20:37:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10025,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:37:32.000,07 MANHATTAN,MANHATTAN,993732,231824,MOBILE,Unspecified,MANHATTAN,40.80297417373674,-73.96575071974307,"{'latitude': '40.80297417373674', 'longitude': '-73.96575071974307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,242 WEST  109 STREET,WEST  109 STREET,AMSTERDAM AVENUE,BROADWAY,WEST  109 STREET,1018800053,,,,,,
58848087,2023-09-17T20:18:03.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11230,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T00:00:00.000,14 BROOKLYN,BROOKLYN,992633,169409,UNKNOWN,Unspecified,BROOKLYN,40.631661156662695,-73.9697980710455,"{'latitude': '40.631661156662695', 'longitude': '-73.9697980710455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,254 PARKVILLE AVENUE,PARKVILLE AVENUE,,,,,,,,,,
58850564,2023-09-17T20:18:02.000,2023-09-17T20:18:02.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,11355,,,ADDRESS,FLUSHING,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-17T00:00:00.000,07 QUEENS,QUEENS,1030555,210593,UNKNOWN,Unspecified,QUEENS,40.74458450067705,-73.83289138293708,"{'latitude': '40.74458450067705', 'longitude': '-73.83289138293708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,132-55 59 AVENUE,59 AVENUE,,,,4063660035,,,,,,
58844516,2023-09-17T20:18:02.000,2023-09-17T20:26:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11231,IMLAY STREET,CONOVER STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:26:29.000,06 BROOKLYN,BROOKLYN,980980,186806,MOBILE,Unspecified,BROOKLYN,40.67941547578501,-74.01178945796946,"{'latitude': '40.67941547578501', 'longitude': '-74.01178945796946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,159 PIONEER STREET,PIONEER STREET,IMLAY STREET,CONOVER STREET,PIONEER STREET,3005450010,,,,,,
58852281,2023-09-17T20:18:02.000,2023-11-01T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,11222,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-01T00:00:00.000,01 BROOKLYN,BROOKLYN,996320,206543,UNKNOWN,Unspecified,BROOKLYN,40.73358124961755,-73.95644818486049,"{'latitude': '40.73358124961755', 'longitude': '-73.95644818486049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,130 GREEN STREET,GREEN STREET,,,,3025220016,,,,,,
58838603,2023-09-17T20:17:55.000,2023-09-17T20:27:53.000,NYPD,New York City Police Department,Drug Activity,Use Outside,10014,AVENUE OF THE AMERICAS,BARROW STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:27:57.000,02 MANHATTAN,MANHATTAN,983940,206191,ONLINE,Unspecified,MANHATTAN,40.732623326327484,-74.0011185474772,"{'latitude': '40.732623326327484', 'longitude': '-74.0011185474772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,113 WASHINGTON PLACE,WASHINGTON PLACE,AVENUE OF THE AMERICAS,BARROW STREET,WASHINGTON PLACE,1005920074,,,,,,
58836987,2023-09-17T20:17:49.000,2023-09-17T22:19:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11228,7 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T22:19:51.000,10 BROOKLYN,BROOKLYN,978970,166137,MOBILE,Unspecified,BROOKLYN,40.62268259782637,-74.0190200085561,"{'latitude': '40.62268259782637', 'longitude': '-74.0190200085561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,901 80 STREET,80 STREET,7 AVENUE,10 AVENUE,80 STREET,3059830001,,,,,,
58842916,2023-09-17T20:17:46.000,2023-09-18T09:30:43.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10459,UNION AVENUE,PROSPECT AVENUE,ADDRESS,BRONX,,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-17T20:17:46.000,03 BRONX,BRONX,1012303,242334,ONLINE,Unspecified,BRONX,40.83178170766655,-73.89862779539902,"{'latitude': '40.83178170766655', 'longitude': '-73.89862779539902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,741 JENNINGS STREET,JENNINGS STREET,UNION AVENUE,PROSPECT AVENUE,JENNINGS STREET,2029620064,,,,,,
58838476,2023-09-17T20:17:36.000,2023-09-17T22:12:33.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11207,14 STREET/CANARSIE LINE,PILLING STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T22:12:41.000,04 BROOKLYN,BROOKLYN,1010517,189503,MOBILE,Unspecified,BROOKLYN,40.68677975394621,-73.90528808796765,"{'latitude': '40.68677975394621', 'longitude': '-73.90528808796765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,722 CENTRAL AVENUE,CENTRAL AVENUE,14 STREET/CANARSIE LINE,PILLING STREET,CENTRAL AVENUE,3034520041,,,,,,
58837206,2023-09-17T20:17:15.000,2023-09-17T20:28:44.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,10464,,PARK DRIVE,UNRECOGNIZED,BRONX,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T20:28:49.000,28 BRONX,BRONX,1036955,255379,ONLINE,Pelham Bay Park,BRONX,40.86747358275403,-73.8094430998493,"{'latitude': '40.86747358275403', 'longitude': '-73.8094430998493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park/Playground,PELHAM BAY PARK,PELHAM BAY PARK,,PARK DRIVE,PELHAM BAY PARK,2056500001,,,,,,
58837968,2023-09-17T20:17:14.000,2023-09-18T00:53:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11385,MYRTLE AVENUE,COOPER AVENUE,ADDRESS,RIDGEWOOD,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T00:53:44.000,05 QUEENS,QUEENS,1015093,194569,ONLINE,Unspecified,QUEENS,40.70066997693598,-73.88876505286159,"{'latitude': '40.70066997693598', 'longitude': '-73.88876505286159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,72-29 65 PLACE,65 PLACE,MYRTLE AVENUE,COOPER AVENUE,65 PLACE,4036980015,,,,,,
58839031,2023-09-17T20:17:09.000,2023-09-17T22:18:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11228,7 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T22:18:56.000,10 BROOKLYN,BROOKLYN,979179,165972,MOBILE,Unspecified,BROOKLYN,40.62222982939392,-74.01826700929219,"{'latitude': '40.62222982939392', 'longitude': '-74.01826700929219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,945 80 STREET,80 STREET,7 AVENUE,10 AVENUE,80 STREET,3059830070,,,,,,
58838222,2023-09-17T20:17:09.000,2023-09-17T20:42:58.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,10463,PUTNAM AVENUE WEST,REVIEW PLACE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:43:02.000,08 BRONX,BRONX,1012460,262158,ONLINE,Unspecified,BRONX,40.886192097550165,-73.89797702828217,"{'latitude': '40.886192097550165', 'longitude': '-73.89797702828217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park/Playground,166 VAN CORTLANDT PARK SOUTH,VAN CORTLANDT PARK SOUTH,PUTNAM AVENUE WEST,REVIEW PLACE,VAN CORTLANDT PARK SOUTH,,,,,,,
58839482,2023-09-17T20:17:03.000,2023-09-17T22:10:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11419,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T22:10:36.000,10 QUEENS,QUEENS,1035043,190198,ONLINE,Unspecified,QUEENS,40.68858059882031,-73.81684872116726,"{'latitude': '40.68858059882031', 'longitude': '-73.81684872116726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,104-41 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,128 STREET,4095820066,,,,,,
58840062,2023-09-17T20:17:00.000,2023-09-18T15:14:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),11215,,,ADDRESS,BROOKLYN,N/A,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-18T15:14:00.000,06 BROOKLYN,BROOKLYN,989121,184768,ONLINE,Unspecified,BROOKLYN,40.67382088959714,-73.98243986764412,"{'latitude': '40.67382088959714', 'longitude': '-73.98243986764412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,290 5 AVENUE,5 AVENUE,1 ST,2 ST,,3009690040,,,,,,
