unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58970627,2023-09-28T11:11:43.000,2023-10-07T13:17:46.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11205,138 TAAFFE PLACE,TAAFFE PLACE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,TAAFFE PLACE,Closed,The Department of Sanitation collected the requested items.,2023-10-05T05:49:42.000,03 BROOKLYN,BROOKLYN,995244,192487,ONLINE,Unspecified,BROOKLYN,40.695002293630154,-73.96035363729784,"{'latitude': '40.695002293630154', 'longitude': '-73.96035363729784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58946214,2023-09-28T11:11:30.000,2023-09-28T11:11:30.000,DOT,Department of Transportation,Street Condition,Pothole,,11234,,,,,AVENUE O,UTICA AVENUE,INTERSECTION,BROOKLYN,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T11:11:30.000,18 BROOKLYN,BROOKLYN,1004620,163933,UNKNOWN,Unspecified,BROOKLYN,40.61661123401656,-73.9266283376158,"{'latitude': '40.61661123401656', 'longitude': '-73.9266283376158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,,
58946924,2023-09-28T11:11:19.000,2023-09-28T11:34:35.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10023,2025 BROADWAY,BROADWAY,WEST   69 STREET,WEST   70 STREET,WEST   69 STREET,WEST   70 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department visited the location and no Encampment was found.,2023-09-28T11:34:38.000,07 MANHATTAN,MANHATTAN,989198,222223,ONLINE,Unspecified,MANHATTAN,40.77662571123505,-73.98213474146851,"{'latitude': '40.77662571123505', 'longitude': '-73.98213474146851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1011417502,,,,,,,,,
58950937,2023-09-28T11:11:10.000,2023-09-28T14:23:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10452,1183 GRAND CONCOURSE,GRAND CONCOURSE,TUDOR PLACE,EAST  167 STREET,TUDOR PLACE,EAST  167 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T14:23:46.000,04 BRONX,BRONX,1006866,243117,MOBILE,Unspecified,BRONX,40.833946412527574,-73.91827226345016,"{'latitude': '40.833946412527574', 'longitude': '-73.91827226345016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947401,2023-09-28T11:11:07.000,2023-09-28T11:50:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11693,734 CHURCH ROAD,CHURCH ROAD,NOEL ROAD,EAST    8 ROAD,NOEL ROAD,EAST    8 ROAD,ADDRESS,FAR ROCKAWAY,CHURCH ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T11:50:09.000,14 QUEENS,QUEENS,1034704,160593,PHONE,Unspecified,QUEENS,40.60732340330251,-73.81829253478517,"{'latitude': '40.60732340330251', 'longitude': '-73.81829253478517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4154560001,,,,,,,,,
58953535,2023-09-28T11:11:03.000,2023-09-28T11:25:32.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10001,111 WEST   25 STREET,WEST   25 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T11:25:37.000,04 MANHATTAN,MANHATTAN,986330,210503,ONLINE,Unspecified,MANHATTAN,40.744458458344674,-73.99249357400932,"{'latitude': '40.744458458344674', 'longitude': '-73.99249357400932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008010030,,,,,,,,,
58954516,2023-09-28T11:11:02.000,2023-10-02T12:13:44.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11238,477 WASHINGTON AVENUE,WASHINGTON AVENUE,GATES AVENUE,FULTON STREET,GATES AVENUE,FULTON STREET,ADDRESS,BROOKLYN,WASHINGTON AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-30T12:17:09.000,02 BROOKLYN,BROOKLYN,993967,188485,PHONE,Unspecified,BROOKLYN,40.68401921933732,-73.9649645031483,"{'latitude': '40.68401921933732', 'longitude': '-73.9649645031483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3019790014,,,,,,,,,
58945922,2023-09-28T11:11:00.000,2023-09-29T08:45:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10310,,,,,MARTLING AVENUE,SLOSSON AVENUE,INTERSECTION,STATEN ISLAND,,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-09-29T08:45:00.000,01 STATEN ISLAND,STATEN ISLAND,951029,165818,PHONE,Unspecified,STATEN ISLAND,40.621746297560215,-74.1196695136799,"{'latitude': '40.621746297560215', 'longitude': '-74.1196695136799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58946232,2023-09-28T11:11:00.000,,DOT,Department of Transportation,Street Light Condition,Foreign Attachment On Lamppost,,10013,,,,,AVENUE OF THE AMERICAS,BROOME STREET,INTERSECTION,MANHATTAN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-06T07:56:00.000,02 MANHATTAN,MANHATTAN,982982,203112,UNKNOWN,Unspecified,MANHATTAN,40.72417213718814,-74.00457463981134,"{'latitude': '40.72417213718814', 'longitude': '-74.00457463981134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58948855,2023-09-28T11:10:58.000,2023-09-28T11:58:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,1101 PRESIDENT STREET,PRESIDENT STREET,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,PRESIDENT STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T11:58:46.000,09 BROOKLYN,BROOKLYN,996937,182751,ONLINE,Unspecified,BROOKLYN,40.668276925846094,-73.95426670287726,"{'latitude': '40.668276925846094', 'longitude': '-73.95426670287726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58948334,2023-09-28T11:10:52.000,2023-09-28T13:01:18.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10025,601 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,N/A,2023-09-28T13:01:21.000,09 MANHATTAN,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018960065,,,,,,,,,
58954170,2023-09-28T11:10:34.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11209,7208 COLONIAL ROAD,COLONIAL ROAD,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,BROOKLYN,COLONIAL ROAD,In Progress,,,10 BROOKLYN,BROOKLYN,975261,170499,MOBILE,Unspecified,BROOKLYN,40.63465238116443,-74.03238665263711,"{'latitude': '40.63465238116443', 'longitude': '-74.03238665263711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3059050039,,,,,,,,,
58954256,2023-09-28T11:10:34.000,,DOE,Department of Education,School Maintenance,Unclean Condition,School,11433,108-35 167 STREET,167 STREET,108 ROAD,108 DRIVE,108 ROAD,108 DRIVE,ADDRESS,JAMAICA,167 STREET,In Progress,,,12 QUEENS,QUEENS,1043260,193353,ONLINE,J.H.S. 008 Richard S. Grossley,QUEENS,40.69718934841131,-73.78719202925842,"{'latitude': '40.69718934841131', 'longitude': '-73.78719202925842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58949238,2023-09-28T11:10:16.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10027,10 CONVENT AVENUE,CONVENT AVENUE,MORNINGSIDE AVENUE,WEST  128 STREET,MORNINGSIDE AVENUE,WEST  128 STREET,ADDRESS,NEW YORK,CONVENT AVENUE,In Progress,,,09 MANHATTAN,MANHATTAN,997224,235501,UNKNOWN,Unspecified,MANHATTAN,40.81306208284052,-73.95313040238231,"{'latitude': '40.81306208284052', 'longitude': '-73.95313040238231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58954134,2023-09-28T11:10:15.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11230,1180 EAST   15 STREET,EAST   15 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   15 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-29T12:33:36.000,14 BROOKLYN,BROOKLYN,995182,165549,UNKNOWN,Unspecified,BROOKLYN,40.62106348935074,-73.96062089106759,"{'latitude': '40.62106348935074', 'longitude': '-73.96062089106759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3067250039,,,,,,,,,
58947916,2023-09-28T11:10:14.000,2023-09-28T16:59:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11414,149-11 85 STREET,85 STREET,149 AVENUE,151 AVENUE,149 AVENUE,151 AVENUE,ADDRESS,HOWARD BEACH,85 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T16:59:07.000,10 QUEENS,QUEENS,1025849,183165,ONLINE,Unspecified,QUEENS,40.66932462260182,-73.85004412757392,"{'latitude': '40.66932462260182', 'longitude': '-73.85004412757392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952677,2023-09-28T11:10:11.000,2023-09-29T20:48:57.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10456,1212 GRANT AVENUE,GRANT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,04 BRONX,BRONX,1007804,243034,PHONE,Unspecified,BRONX,40.83371614971809,-73.91488289405471,"{'latitude': '40.83371614971809', 'longitude': '-73.91488289405471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024500001,,,,,,,,,
58950650,2023-09-28T11:10:03.000,2023-09-28T14:21:48.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,3+ Family Apt. Building,10454,597 EAST  139 STREET,EAST  139 STREET,ST ANNS AVENUE,CYPRESS AVENUE,ST ANNS AVENUE,CYPRESS AVENUE,ADDRESS,BRONX,EAST  139 STREET,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-28T14:21:48.000,01 BRONX,BRONX,1007543,233310,ONLINE,Unspecified,BRONX,40.80702721764942,-73.91585982216866,"{'latitude': '40.80702721764942', 'longitude': '-73.91585982216866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2025520061,,,,,,,,,
58951204,2023-09-28T11:10:00.000,,DOT,Department of Transportation,Street Light Condition,Foreign Attachment On Lamppost,,10013,,,,,AVENUE OF THE AMERICAS,GRAND STREET,INTERSECTION,MANHATTAN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-07T08:56:00.000,02 MANHATTAN,MANHATTAN,982848,202677,UNKNOWN,Unspecified,MANHATTAN,40.7229781473266,-74.00505798904624,"{'latitude': '40.7229781473266', 'longitude': '-74.00505798904624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947076,2023-09-28T11:09:49.000,2023-09-28T13:01:20.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10007,55 CHURCH STREET,CHURCH STREET,DEY STREET,FULTON STREET,DEY STREET,FULTON STREET,ADDRESS,NEW YORK,CHURCH STREET,Closed,N/A,2023-09-28T13:01:23.000,01 MANHATTAN,MANHATTAN,981338,198478,ONLINE,Unspecified,MANHATTAN,40.711452531399594,-74.0105037926806,"{'latitude': '40.711452531399594', 'longitude': '-74.0105037926806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1000800004,,,,,,,,,
58952614,2023-09-28T11:09:47.000,2023-09-29T16:15:28.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11239,1280 CROTON LOOP,CROTON LOOP,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,05 BROOKLYN,BROOKLYN,1016517,175842,PHONE,Unspecified,BROOKLYN,40.64926354691552,-73.88371907232506,"{'latitude': '40.64926354691552', 'longitude': '-73.88371907232506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3044520001,,,,,,,,,
58954173,2023-09-28T11:09:46.000,2023-10-04T16:46:49.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11370,70-17 DITMARS BOULEVARD,DITMARS BOULEVARD,70 STREET,71 STREET,70 STREET,71 STREET,ADDRESS,EAST ELMHURST,DITMARS BOULEVARD,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-28T11:09:46.000,01 QUEENS,QUEENS,1012294,219102,PHONE,Unspecified,QUEENS,40.7680162847369,-73.89875734619122,"{'latitude': '40.7680162847369', 'longitude': '-73.89875734619122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4009660025,,,,,,,,,
58949171,2023-09-28T11:09:45.000,2023-09-28T21:01:19.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10461,1728 JARVIS AVENUE,JARVIS AVENUE,ROBERTS AVENUE,BUHRE AVENUE,ROBERTS AVENUE,BUHRE AVENUE,ADDRESS,BRONX,JARVIS AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T21:01:23.000,10 BRONX,BRONX,1031341,247746,PHONE,Unspecified,BRONX,40.846555056137454,-73.82979429584586,"{'latitude': '40.846555056137454', 'longitude': '-73.82979429584586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2041760045,,,,,,,,,
58946888,2023-09-28T11:09:40.000,2023-09-29T10:12:56.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11421,78-12 90 AVENUE,90 AVENUE,78 STREET,80 STREET,78 STREET,80 STREET,ADDRESS,WOODHAVEN,90 AVENUE,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-29T10:13:03.000,09 QUEENS,QUEENS,1022345,189899,PHONE,Unspecified,QUEENS,40.687823676670995,-73.86263724250294,"{'latitude': '40.687823676670995', 'longitude': '-73.86263724250294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4089580001,,,,,,,,,
58952811,2023-09-28T11:09:33.000,2023-09-28T12:54:59.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10307,11 CHELSEA STREET,CHELSEA STREET,AMBOY ROAD,PITTSVILLE AVENUE,AMBOY ROAD,PITTSVILLE AVENUE,ADDRESS,STATEN ISLAND,CHELSEA STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-28T12:55:06.000,03 STATEN ISLAND,STATEN ISLAND,915886,124712,ONLINE,Unspecified,STATEN ISLAND,40.50871727743742,-74.24584643483077,"{'latitude': '40.50871727743742', 'longitude': '-74.24584643483077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58954796,2023-09-28T11:09:32.000,2023-09-28T11:09:32.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,11210,648 EAST   26 STREET,EAST   26 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-28T00:00:00.000,14 BROOKLYN,BROOKLYN,997504,170528,UNKNOWN,Unspecified,BROOKLYN,40.63472662504155,-73.95224683690111,"{'latitude': '40.63472662504155', 'longitude': '-73.95224683690111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3052460068,N/A,,,,,,,,
58952394,2023-09-28T11:09:32.000,2023-09-28T11:09:32.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11222,285 LOMBARDY STREET,LOMBARDY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-28T00:00:00.000,01 BROOKLYN,BROOKLYN,1003755,203255,UNKNOWN,Unspecified,BROOKLYN,40.724543224567235,-73.92963023980553,"{'latitude': '40.724543224567235', 'longitude': '-73.92963023980553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3028150050,N/A,,,,,,,,
58948397,2023-09-28T11:09:32.000,2023-11-05T23:01:14.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Residential Rental Agency,Business,10462,2160 MATTHEWS AVENUE,MATTHEWS AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,MATTHEWS AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.,2023-11-05T23:01:18.000,11 BRONX,BRONX,1022180,251019,PHONE,Unspecified,BRONX,40.8555825642853,-73.86288723547852,"{'latitude': '40.8555825642853', 'longitude': '-73.86288723547852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2043230018,,,,,,,,,
58952808,2023-09-28T11:09:30.000,2023-09-28T12:20:26.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11219,1184 63 STREET,63 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,63 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T12:20:30.000,10 BROOKLYN,BROOKLYN,983397,168365,MOBILE,Unspecified,BROOKLYN,40.628799522655704,-74.00307302162324,"{'latitude': '40.628799522655704', 'longitude': '-74.00307302162324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3057380040,,,,,,,,,
58946716,2023-09-28T11:09:13.000,,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11219,5824 12 AVENUE,12 AVENUE,58 STREET,59 STREET,58 STREET,59 STREET,ADDRESS,BROOKLYN,12 AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T14:09:03.000,12 BROOKLYN,BROOKLYN,984318,169218,ONLINE,Unspecified,BROOKLYN,40.63114086843258,-73.99975501430072,"{'latitude': '40.63114086843258', 'longitude': '-73.99975501430072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58955394,2023-09-28T11:09:07.000,2023-09-28T11:09:07.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,121 WEST  117 STREET,WEST  117 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  117 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-28T11:09:07.000,10 MANHATTAN,MANHATTAN,998023,231893,ONLINE,Unspecified,MANHATTAN,40.80315791294077,-73.95025135494404,"{'latitude': '40.80315791294077', 'longitude': '-73.95025135494404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1019020120,,,,,,,,,
58948729,2023-09-28T11:09:00.000,2023-09-28T16:35:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10017,214 EAST   48 STREET,EAST   48 STREET,2 AVE,3 AVE,,,ADDRESS,NEW YORK,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T16:35:00.000,06 MANHATTAN,MANHATTAN,992251,214099,UNKNOWN,Unspecified,MANHATTAN,40.75432519649338,-73.97112124455857,"{'latitude': '40.75432519649338', 'longitude': '-73.97112124455857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013210042,,,,,,,,,
58950535,2023-09-28T11:08:48.000,2023-09-28T12:53:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,46-01 67 STREET,67 STREET,LAUREL HILL BOULEVARD,47 AVENUE,LAUREL HILL BOULEVARD,47 AVENUE,ADDRESS,WOODSIDE,67 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T12:53:21.000,02 QUEENS,QUEENS,1012612,208732,MOBILE,Unspecified,QUEENS,40.73955227202879,-73.8976530647712,"{'latitude': '40.73955227202879', 'longitude': '-73.8976530647712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
59008319,2023-09-28T11:08:48.000,2023-10-05T14:45:31.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11220,574 45 STREET,45 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,45 STREET,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-05T14:45:35.000,07 BROOKLYN,BROOKLYN,982607,174995,PHONE,Unspecified,BROOKLYN,40.64699734633156,-74.00592069356189,"{'latitude': '40.64699734633156', 'longitude': '-74.00592069356189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952354,2023-09-28T11:08:44.000,2023-09-28T14:18:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,84-12 164 STREET,164 STREET,84 AVENUE,84 ROAD,84 AVENUE,84 ROAD,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T14:18:29.000,08 QUEENS,QUEENS,1038930,199817,PHONE,Unspecified,QUEENS,40.71495927256725,-73.80275477834992,"{'latitude': '40.71495927256725', 'longitude': '-73.80275477834992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4097920031,,,,,,,,,
58951132,2023-09-28T11:08:41.000,2023-09-28T12:18:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,2615 STILLWELL AVENUE,STILLWELL AVENUE,AVENUE Z,SHORE PARKWAY,AVENUE Z,SHORE PARKWAY,ADDRESS,BROOKLYN,STILLWELL AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T12:19:00.000,13 BROOKLYN,BROOKLYN,989007,152107,MOBILE,Unspecified,BROOKLYN,40.584173401357674,-73.98287386193667,"{'latitude': '40.584173401357674', 'longitude': '-73.98287386193667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3072250087,,,,,,,,,
58949545,2023-09-28T11:08:18.000,2023-09-28T13:01:22.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10025,601 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,N/A,2023-09-28T13:01:26.000,09 MANHATTAN,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58950320,2023-09-28T11:07:55.000,2023-09-29T10:30:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11234,,,,,AVENUE O,UTICA AVENUE,INTERSECTION,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-29T10:30:00.000,18 BROOKLYN,BROOKLYN,1004620,163933,UNKNOWN,Unspecified,BROOKLYN,40.61661123401656,-73.9266283376158,"{'latitude': '40.61661123401656', 'longitude': '-73.9266283376158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,,
58947002,2023-09-28T11:07:51.000,2023-09-30T12:11:35.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11219,1465 54 STREET,54 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,54 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-30T08:18:10.000,12 BROOKLYN,BROOKLYN,986615,168836,ONLINE,Unspecified,BROOKLYN,40.630092043688286,-73.99147967537787,"{'latitude': '40.630092043688286', 'longitude': '-73.99147967537787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
