unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,cross_street_2,facility_type,landmark,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction,taxi_pick_up_location,road_ramp,vehicle_type
58912165,2023-09-24T11:33:36.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11040,76-07 265 STREET,265 STREET,76 AVENUE,ADDRESS,NEW HYDE PARK,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-25T09:06:10.000,13 QUEENS,4085390001,QUEENS,1064679,212785,ONLINE,Unspecified,QUEENS,40.75035644191488,-73.70971687862715,"{'latitude': '40.75035644191488', 'longitude': '-73.70971687862715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",76 AVENUE,77 AVENUE,77 AVENUE,,265 STREET,,,,,,,
58914785,2023-09-24T11:33:35.000,2023-09-25T06:30:50.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11414,164-31 89 STREET,89 STREET,164 AVENUE,ADDRESS,HOWARD BEACH,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-25T06:30:50.000,10 QUEENS,4140830045,QUEENS,1028262,176004,ONLINE,Unspecified,QUEENS,40.64965761912674,-73.84139251525755,"{'latitude': '40.64965761912674', 'longitude': '-73.84139251525755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",164 AVENUE,165 AVENUE,165 AVENUE,,89 STREET,,,,,,,
58912281,2023-09-24T11:33:12.000,2023-09-26T00:56:26.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11356,131-10 11 AVENUE,11 AVENUE,131 STREET,ADDRESS,COLLEGE POINT,Closed,The Department of Sanitation cleaned the location.,2023-09-26T00:56:32.000,07 QUEENS,4040110024,QUEENS,1029348,226316,MOBILE,Unspecified,QUEENS,40.78774622870991,-73.8371417826674,"{'latitude': '40.78774622870991', 'longitude': '-73.8371417826674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",131 STREET,132 STREET,132 STREET,,11 AVENUE,,,,,,,
58916180,2023-09-24T11:33:12.000,2023-09-27T19:26:05.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11209,368 87 STREET,87 STREET,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,10 BROOKLYN,3060490030,BROOKLYN,976023,166003,ONLINE,Unspecified,BROOKLYN,40.622312549346425,-74.02963574708608,"{'latitude': '40.622312549346425', 'longitude': '-74.02963574708608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58911848,2023-09-24T11:32:49.000,2023-09-24T12:01:22.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T12:01:26.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BIKE PATH,,SANDS STREET,,,,,,,
58912994,2023-09-24T11:32:36.000,2023-09-24T11:54:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11230,1176 EAST   15 STREET,EAST   15 STREET,AVENUE K,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T11:54:09.000,14 BROOKLYN,,BROOKLYN,995178,165574,PHONE,Unspecified,BROOKLYN,40.62113211406651,-73.96063525934481,"{'latitude': '40.62113211406651', 'longitude': '-73.96063525934481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE K,AVENUE L,AVENUE L,,EAST   15 STREET,,,,,,,
58911352,2023-09-24T11:32:29.000,2023-09-25T08:49:40.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10032,3878 BROADWAY,BROADWAY,WEST 161 STREET,ADDRESS,NEW YORK,Closed,,2023-09-25T08:49:40.000,12 MANHATTAN,1021200008,MANHATTAN,1000118,244254,PHONE,Unspecified,MANHATTAN,40.83708185050722,-73.9426549015231,"{'latitude': '40.83708185050722', 'longitude': '-73.9426549015231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  161 STREET,WEST  162 STREET,WEST 162 STREET,,BROADWAY,,,,,,,
58912146,2023-09-24T11:31:48.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11374,86-15 63 DRIVE,63 DRIVE,EVERTON STREET,ADDRESS,REGO PARK,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-24T11:40:29.000,06 QUEENS,4031130039,QUEENS,1021166,202758,PHONE,Unspecified,QUEENS,40.72312355663666,-73.86681797227963,"{'latitude': '40.72312355663666', 'longitude': '-73.86681797227963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EVERTON STREET,FITCHETT STREET,FITCHETT STREET,,63 DRIVE,,,,,,,
58910074,2023-09-24T11:31:32.000,2023-09-24T12:00:14.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11238,601 DEAN STREET,DEAN STREET,CARLTON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T12:00:19.000,08 BROOKLYN,3011290050,BROOKLYN,992573,187247,PHONE,Unspecified,BROOKLYN,40.680622611842594,-73.96999222125899,"{'latitude': '40.680622611842594', 'longitude': '-73.96999222125899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CARLTON AVENUE,VANDERBILT AVENUE,VANDERBILT AVENUE,,DEAN STREET,,,,,,,
58914657,2023-09-24T11:31:24.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11375,69-43 EXETER STREET,EXETER STREET,69 AVENUE,ADDRESS,FOREST HILLS,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-26T06:21:33.000,06 QUEENS,4032180045,QUEENS,1025820,201041,ONLINE,Unspecified,QUEENS,40.71839016674846,-73.85003834996117,"{'latitude': '40.71839016674846', 'longitude': '-73.85003834996117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",69 AVENUE,70 AVENUE,70 AVENUE,,EXETER STREET,,,,,,,
58915500,2023-09-24T11:31:22.000,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Puddle on Driveway,1-2 Family Dwelling,11432,161-48 84 ROAD,84 ROAD,161 STREET,ADDRESS,JAMAICA,In Progress,,,08 QUEENS,,QUEENS,1038642,199589,PHONE,Unspecified,QUEENS,40.71433524389342,-73.80379550920972,"{'latitude': '40.71433524389342', 'longitude': '-73.80379550920972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",161 STREET,164 STREET,164 STREET,,84 ROAD,,,,,,,
58910972,2023-09-24T11:31:17.000,2023-09-24T13:13:59.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11229,3993 BEDFORD AVENUE,BEDFORD AVENUE,AVENUE R,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T13:14:04.000,15 BROOKLYN,3068310049,BROOKLYN,998808,159676,PHONE,Unspecified,BROOKLYN,40.60493810205481,-73.94757202542303,"{'latitude': '40.60493810205481', 'longitude': '-73.94757202542303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE R,AVENUE S,AVENUE S,,BEDFORD AVENUE,,,,,,,
58915970,2023-09-24T11:31:03.000,2023-09-24T11:46:18.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,10002,73 ORCHARD STREET,ORCHARD STREET,GRAND STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T11:46:24.000,03 MANHATTAN,1004130050,MANHATTAN,986868,200688,MOBILE,Unspecified,MANHATTAN,40.717518545359404,-73.99055582692947,"{'latitude': '40.717518545359404', 'longitude': '-73.99055582692947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND STREET,BROOME STREET,BROOME STREET,,ORCHARD STREET,,,,,,,
58913271,2023-09-24T11:30:36.000,2023-09-24T11:57:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10303,12 BENJAMIN DRIVE,BENJAMIN DRIVE,ADRIANNE LANE,ADDRESS,STATEN ISLAND,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T11:57:54.000,01 STATEN ISLAND,5016800345,STATEN ISLAND,940308,166274,MOBILE,Unspecified,STATEN ISLAND,40.62295123243563,-74.1582918613776,"{'latitude': '40.62295123243563', 'longitude': '-74.1582918613776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADRIANNE LANE,ELEANOR PLACE,ELEANOR PLACE,,BENJAMIN DRIVE,,,,,,,
58912285,2023-09-24T11:30:34.000,2023-09-25T05:53:35.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11206,18 MESEROLE STREET,MESEROLE STREET,SOUTH    4 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T05:53:42.000,01 BROOKLYN,3030490013,BROOKLYN,998203,197028,MOBILE,Unspecified,BROOKLYN,40.70746210289963,-73.94967353928376,"{'latitude': '40.70746210289963', 'longitude': '-73.94967353928376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH    4 STREET,LORIMER STREET,LORIMER STREET,,MESEROLE STREET,,,,,,,
58910448,2023-09-24T11:30:24.000,2023-10-30T07:51:42.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10032,674 WEST  161 STREET,WEST  161 STREET,,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-30T00:00:00.000,12 MANHATTAN,1021360120,MANHATTAN,999255,244474,PHONE,Unspecified,MANHATTAN,40.83768719509005,-73.94577318972136,"{'latitude': '40.83768719509005', 'longitude': '-73.94577318972136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58912972,2023-09-24T11:30:17.000,2023-09-26T12:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10021,EAST   71 STREET,EAST   71 STREET,1 AVENUE,BLOCKFACE,MANHATTAN,Closed,The Department of Transportation inspected this complaint and did not find the reported problem.,2023-09-26T12:15:00.000,08 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,2 AVENUE,N/A,,,,,,,,
58912699,2023-09-24T11:30:15.000,2023-09-24T17:11:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,765 EAST  214 STREET,EAST  214 STREET,HOLLAND AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T17:11:48.000,12 BRONX,2046620075,BRONX,1022244,259634,ONLINE,Unspecified,BRONX,40.87922781323706,-73.86260703747318,"{'latitude': '40.87922781323706', 'longitude': '-73.86260703747318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOLLAND AVENUE,BARNES AVENUE,BARNES AVENUE,,EAST  214 STREET,,,,,,,
58912037,2023-09-24T11:30:10.000,2023-10-02T02:03:38.000,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,ROOFING,RESIDENTIAL BUILDING,11235,3100 BRIGHTON    3 STREET,BRIGHTON    3 STREET,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,13 BROOKLYN,3086850010,BROOKLYN,994220,149312,PHONE,Unspecified,BROOKLYN,40.57649734870509,-73.9641101582745,"{'latitude': '40.57649734870509', 'longitude': '-73.9641101582745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58913739,2023-09-24T11:30:10.000,2023-09-26T15:49:36.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10461,1960 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,11 BRONX,2042740064,BRONX,1024706,250223,PHONE,Unspecified,BRONX,40.8533865710487,-73.85376084440992,"{'latitude': '40.8533865710487', 'longitude': '-73.85376084440992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58914531,2023-09-24T11:30:04.000,2023-09-25T19:59:48.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10456,631 EAST  168 STREET,EAST  168 STREET,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,03 BRONX,2026150057,BRONX,1011079,241718,PHONE,Unspecified,BRONX,40.83009476845969,-73.90305329659284,"{'latitude': '40.83009476845969', 'longitude': '-73.90305329659284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58913065,2023-09-24T11:29:59.000,2023-09-25T15:54:06.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,10035,56 EAST  119 STREET,EAST  119 STREET,MADISON AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Transportation inspected the condition, sent notice to responsible party, and temporary repairs were made to make the area safe.",2023-09-25T15:54:08.000,11 MANHATTAN,1017450150,MANHATTAN,1000025,231376,PHONE,Unspecified,MANHATTAN,40.80173554244016,-73.94302126482866,"{'latitude': '40.80173554244016', 'longitude': '-73.94302126482866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVENUE,PARK AVENUE,PARK AVENUE,,EAST  119 STREET,,,,,,,
58911471,2023-09-24T11:29:52.000,2023-09-25T05:54:49.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11206,16 MESEROLE STREET,MESEROLE STREET,SOUTH    4 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T05:54:53.000,01 BROOKLYN,3030490012,BROOKLYN,998185,197026,MOBILE,Unspecified,BROOKLYN,40.70745664173951,-73.94973846681523,"{'latitude': '40.70745664173951', 'longitude': '-73.94973846681523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH    4 STREET,LORIMER STREET,LORIMER STREET,,MESEROLE STREET,,,,,,,
58913872,2023-09-24T11:29:52.000,2023-09-25T13:40:43.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11217,62 ST MARKS AVENUE,ST MARKS AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-25T13:40:49.000,06 BROOKLYN,3009350038,BROOKLYN,991022,187061,ONLINE,Unspecified,BROOKLYN,40.68011340653668,-73.97558438968794,"{'latitude': '40.68011340653668', 'longitude': '-73.97558438968794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,6 AVENUE,6 AVENUE,,ST MARKS AVENUE,,,,,,,
58910803,2023-09-24T11:29:41.000,2023-10-20T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11419,108-20 101 AVENUE,101 AVENUE,,ADDRESS,SOUTH RICHMOND HILL,Closed,The City has removed the graffiti from this property.,2023-10-23T06:46:04.000,09 QUEENS,4094260009,QUEENS,1030120,189794,UNKNOWN,Unspecified,QUEENS,40.68749859676433,-73.8346029628515,"{'latitude': '40.68749859676433', 'longitude': '-73.8346029628515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,,,,2023-10-24T11:29:41.000,,,,
58914654,2023-09-24T11:29:28.000,2023-09-24T14:44:49.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10304,247 TOMPKINS AVENUE,TOMPKINS AVENUE,KRISTEN COURT,ADDRESS,STATEN ISLAND,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-09-24T14:44:53.000,01 STATEN ISLAND,5028390003,STATEN ISLAND,963189,164773,PHONE,Unspecified,STATEN ISLAND,40.618915243240636,-74.07586322694357,"{'latitude': '40.618915243240636', 'longitude': '-74.07586322694357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KRISTEN COURT,TOWNSEND AVENUE,TOWNSEND AVENUE,,TOMPKINS AVENUE,,,,,,,
58915513,2023-09-24T11:29:08.000,2023-10-19T10:02:14.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11211,350 MASPETH AVENUE,MASPETH AVENUE,DEBEVOISE AVENUE,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-24T11:29:08.000,01 BROOKLYN,,BROOKLYN,1003725,201055,MOBILE,Unspecified,BROOKLYN,40.718504823786624,-73.9297448389409,"{'latitude': '40.718504823786624', 'longitude': '-73.9297448389409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEBEVOISE AVENUE,MASPETH AVENUE,MASPETH AVENUE,,,,,,,,,
58913987,2023-09-24T11:28:54.000,2023-09-25T05:56:20.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11206,14 MESEROLE STREET,MESEROLE STREET,SOUTH    4 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T05:56:24.000,01 BROOKLYN,3030490011,BROOKLYN,998167,197023,MOBILE,Unspecified,BROOKLYN,40.70744843577952,-73.94980339640293,"{'latitude': '40.70744843577952', 'longitude': '-73.94980339640293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH    4 STREET,LORIMER STREET,LORIMER STREET,,MESEROLE STREET,,,,,,,
58916383,2023-09-24T11:28:51.000,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Puddle on Sidewalk,1-2 Family Dwelling,11414,161-48 84 STREET,84 STREET,161 AVENUE,ADDRESS,HOWARD BEACH,In Progress,,,10 QUEENS,4140390033,QUEENS,1026636,177510,PHONE,Unspecified,QUEENS,40.6537991867292,-73.84724270825944,"{'latitude': '40.6537991867292', 'longitude': '-73.84724270825944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",161 AVENUE,162 AVENUE,162 AVENUE,,84 STREET,,,,,,,
58911477,2023-09-24T11:28:50.000,2023-09-27T13:23:41.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11691,438 BEACH   48 STREET,BEACH   48 STREET,BEACH CHANNEL DRIVE,ADDRESS,FAR ROCKAWAY,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T13:23:41.000,14 QUEENS,4159720015,QUEENS,1045597,156530,ONLINE,Unspecified,QUEENS,40.59610261263929,-73.77909901195122,"{'latitude': '40.59610261263929', 'longitude': '-73.77909901195122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH CHANNEL DRIVE,NORTON AVENUE,NORTON AVENUE,,BEACH   48 STREET,,,,,,,
58912266,2023-09-24T11:28:23.000,2023-09-24T11:55:38.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10011,120 WEST   23 STREET,WEST   23 STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-24T11:55:44.000,04 MANHATTAN,1007980054,MANHATTAN,986012,210063,PHONE,Unspecified,MANHATTAN,40.74325083738835,-73.99364130632112,"{'latitude': '40.74325083738835', 'longitude': '-73.99364130632112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,7 AVENUE,7 AVENUE,,WEST   23 STREET,,,,,,,
58916318,2023-09-24T11:28:21.000,2023-09-24T11:53:36.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11230,1162 EAST   15 STREET,EAST   15 STREET,AVENUE K,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T11:53:40.000,14 BROOKLYN,3067250032,BROOKLYN,995165,165661,PHONE,Unspecified,BROOKLYN,40.621370926926275,-73.96068194715293,"{'latitude': '40.621370926926275', 'longitude': '-73.96068194715293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE K,AVENUE L,AVENUE L,,EAST   15 STREET,,,,,,,
58910605,2023-09-24T11:28:15.000,2023-10-03T13:55:05.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10454,533 EAST  138 STREET,EAST  138 STREET,BROOK AVENUE,ADDRESS,BRONX,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-10-03T13:55:12.000,01 BRONX,2022660035,BRONX,1006916,233333,MOBILE,Unspecified,BRONX,40.80709197704648,-73.91812462496497,"{'latitude': '40.80709197704648', 'longitude': '-73.91812462496497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOK AVENUE,ST ANNS AVENUE,ST ANNS AVENUE,,EAST  138 STREET,,,,,,,
58910701,2023-09-24T11:28:15.000,2023-09-25T13:04:44.000,DSNY,Department of Sanitation,Dead Animal,Other,Street,10314,112 JULES DRIVE,JULES DRIVE,ARLENE COURT,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation cleaned the location.,2023-09-25T02:47:10.000,01 STATEN ISLAND,5016460062,STATEN ISLAND,939807,164895,ONLINE,Unspecified,STATEN ISLAND,40.6191636721362,-74.16008752665404,"{'latitude': '40.6191636721362', 'longitude': '-74.16008752665404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ARLENE COURT,COMSTOCK AVENUE,COMSTOCK AVENUE,,JULES DRIVE,,,,,,,
58912289,2023-09-24T11:28:10.000,2023-09-25T05:58:40.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11206,12 MESEROLE STREET,MESEROLE STREET,SOUTH    4 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T05:58:44.000,01 BROOKLYN,3030490010,BROOKLYN,998149,197021,MOBILE,Unspecified,BROOKLYN,40.707442974546176,-73.94986832391044,"{'latitude': '40.707442974546176', 'longitude': '-73.94986832391044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH    4 STREET,LORIMER STREET,LORIMER STREET,,MESEROLE STREET,,,,,,,
58910195,2023-09-24T11:28:01.000,2023-09-24T11:44:41.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10019,640 FIFTH AVENUE,FIFTH AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T11:44:45.000,05 MANHATTAN,1012670034,MANHATTAN,990588,215959,MOBILE,Unspecified,MANHATTAN,40.759431770352215,-73.97712191185279,"{'latitude': '40.759431770352215', 'longitude': '-73.97712191185279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,ROCKEFELLER PLAZA,ROCKEFELLER PLAZA,,5 AVENUE,,,,,,,
58911374,2023-09-24T11:27:51.000,2023-09-24T11:27:51.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10011,154 SEVENTH AVENUE,SEVENTH AVENUE,WEST 19 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-24T11:27:51.000,04 MANHATTAN,1007690035,MANHATTAN,984995,209544,MOBILE,Unspecified,MANHATTAN,40.74182645598194,-73.99731150652067,"{'latitude': '40.74182645598194', 'longitude': '-73.99731150652067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   19 STREET,WEST   20 STREET,WEST 20 STREET,,7 AVENUE,,,,,,,
58914684,2023-09-24T11:27:45.000,2023-09-24T11:27:45.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Vacant Lot,11208,956 LINCOLN AVENUE,LINCOLN AVENUE,STANLEY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-24T11:27:45.000,05 BROOKLYN,3045310013,BROOKLYN,1021800,181709,ONLINE,Unspecified,BROOKLYN,40.66534633074206,-73.86464802845731,"{'latitude': '40.66534633074206', 'longitude': '-73.86464802845731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STANLEY AVENUE,WORTMAN AVENUE,WORTMAN AVENUE,,LINCOLN AVENUE,,,,,,,
