unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,taxi_pick_up_location,due_date
58882969,2023-09-21T09:08:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11234,,,,,AVENUE U,EAST 73 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T08:21:00.000,18 BROOKLYN,,BROOKLYN,1010341,165449,UNKNOWN,Unspecified,BROOKLYN,40.620757336760356,-73.90601575365103,"{'latitude': '40.620757336760356', 'longitude': '-73.90601575365103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T08:21:00.000,,,,,,,
58883956,2023-09-21T09:08:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11231,572 HENRY STREET,HENRY STREET,CARROLL ST,SUMMIT ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T10:00:00.000,06 BROOKLYN,3003540035,BROOKLYN,984068,187590,PHONE,Unspecified,BROOKLYN,40.68156797996377,-74.00065619284477,"{'latitude': '40.68156797996377', 'longitude': '-74.00065619284477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:00:00.000,,,,,,,
58881296,2023-09-21T09:08:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11422,,,,,149 AVENUE,257 STREET,INTERSECTION,QUEENS,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-26T10:00:00.000,13 QUEENS,,QUEENS,1058603,177271,PHONE,Unspecified,QUEENS,40.652932477531984,-73.73203823629436,"{'latitude': '40.652932477531984', 'longitude': '-73.73203823629436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T10:00:00.000,,,,,,,
58890494,2023-09-21T09:08:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVE,72 AVE,,,ADDRESS,FRESH MEADOWS,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T09:20:00.000,08 QUEENS,4067970040,QUEENS,1036658,205328,ONLINE,Unspecified,QUEENS,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:20:00.000,,,,,,,
58881403,2023-09-21T09:07:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T09:17:55.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:17:50.000,,,,,,,
58888891,2023-09-21T09:07:41.000,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10036,340 WEST   47 STREET,WEST   47 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   47 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:10:25.000,04 MANHATTAN,1010370054,MANHATTAN,987376,216501,PHONE,Unspecified,MANHATTAN,40.760921140478935,-73.98871591951574,"{'latitude': '40.760921140478935', 'longitude': '-73.98871591951574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889981,2023-09-21T09:07:37.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11215,270 14 STREET,14 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,14 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T09:49:36.000,06 BROOKLYN,3010420012,BROOKLYN,987531,181865,PHONE,Unspecified,BROOKLYN,40.66585353536999,-73.98817328841183,"{'latitude': '40.66585353536999', 'longitude': '-73.98817328841183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:49:29.000,,,,,,,
58889918,2023-09-21T09:07:36.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-21T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:00:01.000,,,,,,,
58889019,2023-09-21T09:07:36.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11223,1702 WEST    7 STREET,WEST    7 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    7 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-23T11:49:30.000,11 BROOKLYN,3066490008,BROOKLYN,989725,159947,ONLINE,Unspecified,BROOKLYN,40.60569220832802,-73.98028256708763,"{'latitude': '40.60569220832802', 'longitude': '-73.98028256708763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T11:49:28.000,,,,,,,
58882810,2023-09-21T09:07:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,270 14 STREET,14 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,14 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T09:50:10.000,06 BROOKLYN,3010420012,BROOKLYN,987531,181865,PHONE,Unspecified,BROOKLYN,40.66585353536999,-73.98817328841183,"{'latitude': '40.66585353536999', 'longitude': '-73.98817328841183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:50:05.000,,,,,,,
58886370,2023-09-21T09:07:28.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11218,828 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,CORTELYOU ROAD,DORCHESTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-21T22:50:45.000,12 BROOKLYN,3053930039,BROOKLYN,993042,171569,ONLINE,Unspecified,BROOKLYN,40.637589500919546,-73.96832172849444,"{'latitude': '40.637589500919546', 'longitude': '-73.96832172849444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T10:04:46.000,,,,,,,
58882845,2023-09-21T09:07:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10462,2379 EAST TREMONT AVENUE,EAST TREMONT AVENUE,PURDY STREET,BRONXDALE AVENUE,PURDY STREET,BRONXDALE AVENUE,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T10:59:38.000,11 BRONX,2040420224,BRONX,1024356,246177,MOBILE,Unspecified,BRONX,40.842283106021675,-73.85505021277312,"{'latitude': '40.842283106021675', 'longitude': '-73.85505021277312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:59:43.000,,,,,,,
58883605,2023-09-21T09:07:18.000,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,10036,144 WEST   47 STREET,WEST   47 STREET,AVENUE OF THE AMERICAS,WEST   47 STREET BIKE PATH,AVENUE OF THE AMERICAS,WEST   47 STREET BIKE PATH,ADDRESS,NEW YORK,WEST   47 STREET,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-26T15:25:44.000,05 MANHATTAN,1009990012,MANHATTAN,988929,215642,MOBILE,Unspecified,MANHATTAN,40.758562720102624,-73.98311057474943,"{'latitude': '40.758562720102624', 'longitude': '-73.98311057474943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T15:25:40.000,,,,,,,
58890635,2023-09-21T09:07:03.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11378,58-35 69 STREET,69 STREET,58 ROAD,CALDWELL AVENUE,58 ROAD,CALDWELL AVENUE,ADDRESS,MASPETH,69 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T16:15:53.000,05 QUEENS,4027940067,QUEENS,1013555,202980,MOBILE,Unspecified,QUEENS,40.72376137978315,-73.8942752161803,"{'latitude': '40.72376137978315', 'longitude': '-73.8942752161803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T16:15:47.000,,,,,,,
58890310,2023-09-21T09:06:55.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10305,34 OREGON ROAD,OREGON ROAD,OLD TOWN ROAD,DUMONT AVENUE,OLD TOWN ROAD,DUMONT AVENUE,ADDRESS,STATEN ISLAND,OREGON ROAD,Closed,The Department of Sanitation collected the requested items.,2023-09-22T04:45:49.000,02 STATEN ISLAND,5033220041,STATEN ISLAND,959988,156229,ONLINE,Unspecified,STATEN ISLAND,40.59545553557578,-74.08736275682239,"{'latitude': '40.59545553557578', 'longitude': '-74.08736275682239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T12:35:37.000,,,,,,,
58885898,2023-09-21T09:06:54.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11228,6906 8 AVENUE,8 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,10 BROOKLYN,3058760022,BROOKLYN,980079,168893,ONLINE,Unspecified,BROOKLYN,40.63024783039311,-74.01502678946056,"{'latitude': '40.63024783039311', 'longitude': '-74.01502678946056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T10:23:55.000,,,,,,,
58885896,2023-09-21T09:06:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11220,264 67 STREET,67 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,10 BROOKLYN,3058490032,BROOKLYN,977009,171785,ONLINE,Unspecified,BROOKLYN,40.638183778543564,-74.02609012797703,"{'latitude': '40.638183778543564', 'longitude': '-74.02609012797703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T02:02:42.000,,,,,,,
58888537,2023-09-21T09:06:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11220,264 67 STREET,67 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,10 BROOKLYN,3058490032,BROOKLYN,977009,171785,ONLINE,Unspecified,BROOKLYN,40.638183778543564,-74.02609012797703,"{'latitude': '40.638183778543564', 'longitude': '-74.02609012797703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T02:02:42.000,,,,,,,
58883190,2023-09-21T09:06:51.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10467,2215 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-08T00:00:00.000,11 BRONX,2043430001,BRONX,1021157,252002,PHONE,Unspecified,BRONX,40.85828493776076,-73.86657984952696,"{'latitude': '40.85828493776076', 'longitude': '-73.86657984952696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-08T05:03:13.000,,,,,,,
58886780,2023-09-21T09:06:43.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11201,237 COURT STREET,COURT STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-16T00:00:00.000,06 BROOKLYN,3003960003,BROOKLYN,985869,189184,UNKNOWN,Unspecified,BROOKLYN,40.68594300023372,-73.99416238505891,"{'latitude': '40.68594300023372', 'longitude': '-73.99416238505891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-16T00:00:00.000,,,,,,,
58889415,2023-09-21T09:06:43.000,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,11223,1601 OCEAN PARKWAY,OCEAN PARKWAY,,,,,ADDRESS,BROOKLYN,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-21T00:00:00.000,15 BROOKLYN,3066380001,BROOKLYN,993232,161256,UNKNOWN,Unspecified,BROOKLYN,40.60928228449889,-73.96765086595757,"{'latitude': '40.60928228449889', 'longitude': '-73.96765086595757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:06:43.000,,,,,,,
58882492,2023-09-21T09:06:28.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10466,4313 EDSON AVENUE,EDSON AVENUE,PITMAN AVENUE,NEREID AVENUE,PITMAN AVENUE,NEREID AVENUE,ADDRESS,BRONX,EDSON AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-22T07:58:06.000,12 BRONX,2050550074,BRONX,1026770,266122,ONLINE,Unspecified,BRONX,40.89701465945991,-73.846199066642,"{'latitude': '40.89701465945991', 'longitude': '-73.846199066642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T09:59:48.000,,,,,,,
58890544,2023-09-21T09:06:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,3619 CORLEAR AVENUE,CORLEAR AVENUE,WEST  236 STREET,WEST  238 STREET,WEST  236 STREET,WEST  238 STREET,ADDRESS,BRONX,CORLEAR AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T19:05:33.000,08 BRONX,2057670819,BRONX,1011128,261634,PHONE,Unspecified,BRONX,40.884758040085224,-73.90279637627008,"{'latitude': '40.884758040085224', 'longitude': '-73.90279637627008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T19:05:30.000,,,,,,,
58890358,2023-09-21T09:06:10.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,11216,96 MACON STREET,MACON STREET,VERONA PLACE,MARCY AVENUE,VERONA PLACE,MARCY AVENUE,ADDRESS,BROOKLYN,MACON STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-21T21:14:14.000,03 BROOKLYN,3018500016,BROOKLYN,998936,187523,ONLINE,Unspecified,BROOKLYN,40.681371899128145,-73.94705043753054,"{'latitude': '40.681371899128145', 'longitude': '-73.94705043753054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T21:14:11.000,,,,,,,
58890130,2023-09-21T09:06:09.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,10040,GORMAN PARK,GORMAN PARK,WEST  189 STREET,WEST  190 STREET,WEST  189 STREET,WEST  190 STREET,UNRECOGNIZED,NEW YORK,GORMAN PARK,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-18T15:56:14.000,12 MANHATTAN,1021700048,MANHATTAN,1002906,251063,PHONE,Unspecified,MANHATTAN,40.85576509727858,-73.93256045443562,"{'latitude': '40.85576509727858', 'longitude': '-73.93256045443562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-18T15:56:10.000,,,,,,,
58887329,2023-09-21T09:06:07.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10460,2155 DALY AVENUE,DALY AVENUE,EAST  181 STREET,BRONX PARK SOUTH,EAST  181 STREET,BRONX PARK SOUTH,ADDRESS,BRONX,DALY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T12:51:54.000,06 BRONX,2031257501,BRONX,1017217,247417,ONLINE,Unspecified,BRONX,40.845716077315146,-73.88084562063777,"{'latitude': '40.845716077315146', 'longitude': '-73.88084562063777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:51:48.000,,,,,,,
58888187,2023-09-21T09:05:54.000,NYPD,New York City Police Department,Drinking,Underage - Licensed Est,Club/Bar/Restaurant,10021,1417 2 AVENUE,2 AVENUE,EAST   73 STREET,EAST   74 STREET,EAST   73 STREET,EAST   74 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T09:38:40.000,08 MANHATTAN,1014280028,MANHATTAN,996017,219804,ONLINE,Unspecified,MANHATTAN,40.76997974269068,-73.95751828511808,"{'latitude': '40.76997974269068', 'longitude': '-73.95751828511808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:38:36.000,,,,,,,
58882085,2023-09-21T09:05:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10025,100 DUKE ELLINGTON BOULEVARD,DUKE ELLINGTON BOULEVARD,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,DUKE ELLINGTON BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T09:19:15.000,07 MANHATTAN,1018600036,MANHATTAN,994469,230493,MOBILE,Unspecified,MANHATTAN,40.79932012151422,-73.96309067872028,"{'latitude': '40.79932012151422', 'longitude': '-73.96309067872028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:19:11.000,,,,,,,
58881327,2023-09-21T09:05:53.000,DOT,Department of Transportation,Street Sign - Missing,Other/Unknown,Street,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,This request required re-assignment to a new DOT unit.,2023-09-21T10:03:46.000,08 QUEENS,4067970040,QUEENS,1036658,205328,ONLINE,Unspecified,QUEENS,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:03:37.000,,,,,,,
58890371,2023-09-21T09:05:44.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10037,27 WEST  130 STREET,WEST  130 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  130 STREET,Closed,N/A,2023-09-21T11:01:58.000,10 MANHATTAN,1017280023,MANHATTAN,1000583,234400,PHONE,Unspecified,MANHATTAN,40.81003457320035,-73.94099843244814,"{'latitude': '40.81003457320035', 'longitude': '-73.94099843244814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T11:01:51.000,,,,,,,
58891460,2023-09-21T09:05:36.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T10:17:06.000,08 QUEENS,4067970040,QUEENS,1036658,205328,ONLINE,Unspecified,QUEENS,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:17:02.000,,,,,,,
58888651,2023-09-21T09:05:32.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T09:28:39.000,08 QUEENS,4067970040,QUEENS,1036658,205328,ONLINE,Unspecified,QUEENS,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:28:43.000,,,,,,,
58885581,2023-09-21T09:05:31.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11234,1120 EAST   56 STREET,EAST   56 STREET,FLATLANDS AVENUE,AVENUE J,FLATLANDS AVENUE,AVENUE J,ADDRESS,BROOKLYN,EAST   56 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T09:44:26.000,18 BROOKLYN,3077810001,BROOKLYN,1005869,168341,MOBILE,Unspecified,BROOKLYN,40.628707308712116,-73.92211539106879,"{'latitude': '40.628707308712116', 'longitude': '-73.92211539106879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:44:29.000,,,,,,,
58890622,2023-09-21T09:05:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11236,580 EAST   85 STREET,EAST   85 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   85 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T09:36:25.000,18 BROOKLYN,3079630085,BROOKLYN,1008231,172974,MOBILE,Unspecified,BROOKLYN,40.64141782346417,-73.91358959046478,"{'latitude': '40.64141782346417', 'longitude': '-73.91358959046478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:36:18.000,,,,,,,
58881620,2023-09-21T09:05:04.000,NYPD,New York City Police Department,Panhandling,N/A,Residential Building/House,10306,2488 HYLAN BOULEVARD,HYLAN BOULEVARD,JACQUES AVENUE,NEW DORP LANE,JACQUES AVENUE,NEW DORP LANE,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T09:37:40.000,02 STATEN ISLAND,5039000012,STATEN ISLAND,953823,147214,MOBILE,Unspecified,STATEN ISLAND,40.57069214626468,-74.10952111976175,"{'latitude': '40.57069214626468', 'longitude': '-74.10952111976175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:37:36.000,,,,,,,
58882212,2023-09-21T09:05:02.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10075,338 EAST   78 STREET,EAST   78 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   78 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-21T09:05:02.000,08 MANHATTAN,1014520037,MANHATTAN,996836,220623,ONLINE,Unspecified,MANHATTAN,40.77222655566418,-73.95455996382442,"{'latitude': '40.77222655566418', 'longitude': '-73.95455996382442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:05:02.000,,,,,,,
58887624,2023-09-21T09:05:01.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,11213,1030 PARK PLACE,PARK PLACE,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-21T09:20:20.000,08 BROOKLYN,3012430017,BROOKLYN,999969,184488,MOBILE,N/A,BROOKLYN,40.67303973721813,-73.94333309279837,"{'latitude': '40.67303973721813', 'longitude': '-73.94333309279837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:20:15.000,,,,,,,
58885007,2023-09-21T09:05:01.000,DHS,Department of Homeless Services,Encampment,N/A,Park/Playground,11213,1030 PARK PLACE,PARK PLACE,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-21T09:27:51.000,08 BROOKLYN,3012430017,BROOKLYN,999969,184488,MOBILE,N/A,BROOKLYN,40.67303973721813,-73.94333309279837,"{'latitude': '40.67303973721813', 'longitude': '-73.94333309279837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:27:46.000,,,,,,,
58883931,2023-09-21T09:05:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10024,,,,,BROADWAY,WEST 88 STREET,INTERSECTION,MANHATTAN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T10:00:00.000,07 MANHATTAN,,MANHATTAN,991041,226944,ONLINE,Unspecified,MANHATTAN,40.789582376974515,-73.97547563011733,"{'latitude': '40.789582376974515', 'longitude': '-73.97547563011733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T10:00:00.000,,,,,N/A,,
