unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,vehicle_type
58818234,2023-09-14T13:50:30.000,2023-09-15T04:30:11.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10468,10 WEST  195 STREET,WEST  195 STREET,JEROME AVENUE,RESERVOIR AVENUE,JEROME AVENUE,RESERVOIR AVENUE,ADDRESS,BRONX,WEST  195 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-15T04:30:19.000,07 BRONX,2032470002,BRONX,1012704,255827,MOBILE,Unspecified,BRONX,40.868814689528996,-73.89712148070981,"{'latitude': '40.868814689528996', 'longitude': '-73.89712148070981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818772,2023-09-14T13:50:29.000,2023-09-14T14:15:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,277 EAST    4 STREET,EAST    4 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,EAST    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:15:16.000,03 MANHATTAN,1003870048,MANHATTAN,989470,202582,ONLINE,Unspecified,MANHATTAN,40.72271596629517,-73.98116790360797,"{'latitude': '40.72271596629517', 'longitude': '-73.98116790360797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814460,2023-09-14T13:50:15.000,2023-09-14T14:31:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11691,1052 BEACH   20 STREET,BEACH   20 STREET,CORNAGA AVENUE,CENTRAL AVENUE,CORNAGA AVENUE,CENTRAL AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   20 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-14T14:31:59.000,14 QUEENS,4155610029,QUEENS,1052815,159174,MOBILE,Unspecified,QUEENS,40.60330692777804,-73.75308141242444,"{'latitude': '40.60330692777804', 'longitude': '-73.75308141242444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813006,2023-09-14T13:50:00.000,2023-09-14T15:47:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller Cabinet,,11226,,,,,OCEAN AVENUE,WOODRUFF AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T15:47:00.000,14 BROOKLYN,,BROOKLYN,994860,177574,UNKNOWN,Unspecified,BROOKLYN,40.654069937158276,-73.96176188663708,"{'latitude': '40.654069937158276', 'longitude': '-73.96176188663708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58817517,2023-09-14T13:49:59.000,2023-09-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10454,411 EAST  141 STREET,EAST  141 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-15T00:00:00.000,01 BRONX,2022860113,BRONX,1006190,234657,UNKNOWN,Unspecified,BRONX,40.81072782153203,-73.920742793466,"{'latitude': '40.81072782153203', 'longitude': '-73.920742793466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58818648,2023-09-14T13:49:59.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,11101,37-10 10 STREET,10 STREET,,,,,ADDRESS,LONG ISLAND CITY,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-21T00:00:00.000,01 QUEENS,4003590021,QUEENS,1000367,216082,UNKNOWN,Unspecified,QUEENS,40.75975695563705,-73.94182266176266,"{'latitude': '40.75975695563705', 'longitude': '-73.94182266176266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817939,2023-09-14T13:49:59.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,1520 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-04T00:00:00.000,04 BRONX,2028190005,BRONX,1008819,245780,UNKNOWN,Unspecified,BRONX,40.84125035426411,-73.91120493140677,"{'latitude': '40.84125035426411', 'longitude': '-73.91120493140677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818049,2023-09-14T13:49:56.000,2023-10-30T14:56:49.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11357,163-35 19 AVENUE,19 AVENUE,163 STREET,166 STREET,163 STREET,166 STREET,ADDRESS,WHITESTONE,19 AVENUE,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-10-30T14:56:54.000,07 QUEENS,4057400062,QUEENS,1039700,223834,ONLINE,Unspecified,QUEENS,40.780874929161655,-73.79977917164983,"{'latitude': '40.780874929161655', 'longitude': '-73.79977917164983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816208,2023-09-14T13:49:51.000,2023-09-14T14:27:53.000,DOT,Department of Transportation,Street Sign - Dangling,One Way,Street,11203,532 ALBANY AVENUE,ALBANY AVENUE,EAST NEW YORK AVENUE,MAPLE STREET,EAST NEW YORK AVENUE,MAPLE STREET,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-14T14:27:57.000,09 BROOKLYN,3047940026,BROOKLYN,1000913,180425,MOBILE,Unspecified,BROOKLYN,40.66188598300443,-73.93994002170716,"{'latitude': '40.66188598300443', 'longitude': '-73.93994002170716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818230,2023-09-14T13:49:50.000,2023-09-16T11:01:31.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11216,1268 FULTON STREET,FULTON STREET,ARLINGTON PLACE,NOSTRAND AVENUE,ARLINGTON PLACE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-16T11:01:36.000,03 BROOKLYN,3018600047,BROOKLYN,998103,187172,MOBILE,Unspecified,BROOKLYN,40.68040982684851,-73.95005449394539,"{'latitude': '40.68040982684851', 'longitude': '-73.95005449394539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812616,2023-09-14T13:49:47.000,2023-10-14T13:04:58.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Sidewalk,10022,2 AVENUE,2 AVENUE,2 AVENUE,EAST   50 STREET,2 AVENUE,EAST   50 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T22:22:30.000,06 MANHATTAN,,MANHATTAN,992971,214300,PHONE,Unspecified,MANHATTAN,40.754876209548584,-73.96852222092697,"{'latitude': '40.754876209548584', 'longitude': '-73.96852222092697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818655,2023-09-14T13:49:44.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11249,101 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,01 BROOKLYN,3024170039,BROOKLYN,994368,199001,UNKNOWN,Unspecified,BROOKLYN,40.712882735663364,-73.96350286485367,"{'latitude': '40.712882735663364', 'longitude': '-73.96350286485367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-11-14T07:29:10.000,,,,,
58818496,2023-09-14T13:49:43.000,2023-09-14T14:25:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10023,41 WEST   74 STREET,WEST   74 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   74 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:25:29.000,07 MANHATTAN,1011270012,MANHATTAN,990834,222745,MOBILE,Unspecified,MANHATTAN,40.778057396482616,-73.97622728541329,"{'latitude': '40.778057396482616', 'longitude': '-73.97622728541329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819081,2023-09-14T13:49:41.000,2023-09-14T14:12:05.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10019,333 WEST   57 STREET,WEST   57 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-14T14:12:09.000,04 MANHATTAN,1010487504,MANHATTAN,988697,218780,ONLINE,Unspecified,MANHATTAN,40.76717584178072,-73.9839459313135,"{'latitude': '40.76717584178072', 'longitude': '-73.9839459313135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815605,2023-09-14T13:49:13.000,2023-09-14T14:40:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11215,226 FOURTH AVENUE,FOURTH AVENUE,UNION STREET,PRESIDENT STREET,UNION STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T14:40:59.000,06 BROOKLYN,3004410030,BROOKLYN,988922,186023,MOBILE,Unspecified,BROOKLYN,40.67726568902946,-73.98315639991446,"{'latitude': '40.67726568902946', 'longitude': '-73.98315639991446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818198,2023-09-14T13:49:12.000,2023-09-14T14:36:09.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10011,400 SIXTH AVENUE,SIXTH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,GREENWICH AVENUE,CHRISTOPHER STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-14T14:36:13.000,02 MANHATTAN,1005720001,MANHATTAN,984391,206578,MOBILE,Unspecified,MANHATTAN,40.733685550509804,-73.99949123319853,"{'latitude': '40.733685550509804', 'longitude': '-73.99949123319853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812483,2023-09-14T13:49:12.000,2023-09-14T14:20:44.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10011,400 SIXTH AVENUE,SIXTH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,GREENWICH AVENUE,CHRISTOPHER STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-14T14:20:47.000,02 MANHATTAN,1005720001,MANHATTAN,984391,206578,MOBILE,Unspecified,MANHATTAN,40.733685550509804,-73.99949123319853,"{'latitude': '40.733685550509804', 'longitude': '-73.99949123319853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810888,2023-09-14T13:49:05.000,2023-09-19T20:12:10.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10031,369 EDGECOMBE AVENUE,EDGECOMBE AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,09 MANHATTAN,1020540016,MANHATTAN,1000612,240851,PHONE,Unspecified,MANHATTAN,40.827740694936836,-73.9408779440867,"{'latitude': '40.827740694936836', 'longitude': '-73.9408779440867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812793,2023-09-14T13:48:50.000,2023-09-25T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11249,136 SOUTH    2 STREET,SOUTH    2 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-09-26T06:31:53.000,01 BROOKLYN,3024170021,BROOKLYN,994666,199185,UNKNOWN,Unspecified,BROOKLYN,40.71338742594657,-73.96242764985362,"{'latitude': '40.71338742594657', 'longitude': '-73.96242764985362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-10-14T13:48:50.000,,,,,
58813723,2023-09-14T13:48:39.000,2023-09-14T15:07:35.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11228,1330 78 STREET,78 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,78 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T13:48:48.000,10 BROOKLYN,3062560020,BROOKLYN,981912,164464,PHONE,Unspecified,BROOKLYN,40.61809182617808,-74.00842153813772,"{'latitude': '40.61809182617808', 'longitude': '-74.00842153813772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812618,2023-09-14T13:48:29.000,2023-09-15T10:55:11.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,11220,6702 9 AVENUE,9 AVENUE,67 STREET,68 STREET,67 STREET,68 STREET,ADDRESS,BROOKLYN,9 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T10:54:49.000,10 BROOKLYN,3057630142,BROOKLYN,981027,168832,ONLINE,Unspecified,BROOKLYN,40.63008079391439,-74.01161141719462,"{'latitude': '40.63008079391439', 'longitude': '-74.01161141719462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816808,2023-09-14T13:48:26.000,2023-09-14T14:22:50.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11230,1149 EAST FIFTH STREET,EAST FIFTH STREET,AVENUE J,DEAD END,AVENUE J,DEAD END,ADDRESS,BROOKLYN,EAST    5 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:22:54.000,12 BROOKLYN,3054950880,BROOKLYN,992097,166429,MOBILE,Unspecified,BROOKLYN,40.62348217497587,-73.97173261429654,"{'latitude': '40.62348217497587', 'longitude': '-73.97173261429654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818035,2023-09-14T13:48:04.000,2023-10-10T08:19:32.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10022,941 2 AVENUE,2 AVENUE,2 AVENUE,EAST 50 STREET,2 AVENUE,EAST   50 STREET,ADDRESS,NEW YORK,,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-14T13:48:04.000,06 MANHATTAN,1013230029,MANHATTAN,992960,214287,PHONE,Unspecified,MANHATTAN,40.754840538698694,-73.9685619414181,"{'latitude': '40.754840538698694', 'longitude': '-73.9685619414181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818712,2023-09-14T13:48:00.000,2023-09-19T13:13:00.000,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Hanging,,10469,FENTON AVENUE,FENTON AVENUE,ASTOR AVENUE,WARING AVENUE,FENTON AVENUE,ASTOR AVENUE,INTERSECTION,BRONX,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-19T13:13:00.000,11 BRONX,,BRONX,1027254,252503,UNKNOWN,Unspecified,BRONX,40.8596324365201,-73.84453580093054,"{'latitude': '40.8596324365201', 'longitude': '-73.84453580093054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810543,2023-09-14T13:47:58.000,2023-09-19T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11211,327 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:01.000,01 BROOKLYN,3024180003,BROOKLYN,994682,198968,UNKNOWN,Unspecified,BROOKLYN,40.712791793872874,-73.96237027129142,"{'latitude': '40.712791793872874', 'longitude': '-73.96237027129142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-10-14T13:47:58.000,,,,,
58819214,2023-09-14T13:47:30.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,Restaurant/Bar/Deli/Bakery,11360,211-35 26 AVENUE,26 AVENUE,211 STREET,212 STREET,211 STREET,212 STREET,ADDRESS,BAYSIDE,26 AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-15T14:32:01.000,07 QUEENS,4059000024,QUEENS,1045668,222808,ONLINE,Unspecified,QUEENS,40.77801938345168,-73.77823917183143,"{'latitude': '40.77801938345168', 'longitude': '-73.77823917183143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811670,2023-09-14T13:47:20.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11249,340 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,01 BROOKLYN,3024170028,BROOKLYN,994669,198955,UNKNOWN,Unspecified,BROOKLYN,40.712756127291804,-73.96241718427976,"{'latitude': '40.712756127291804', 'longitude': '-73.96241718427976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-11-14T07:29:10.000,,,,,
58812254,2023-09-14T13:47:19.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10036,332 WEST   43 STREET,WEST   43 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   43 STREET,In Progress,,,04 MANHATTAN,1010330049,MANHATTAN,986916,215565,MOBILE,Unspecified,MANHATTAN,40.758352210931186,-73.99037677597211,"{'latitude': '40.758352210931186', 'longitude': '-73.99037677597211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818420,2023-09-14T13:47:00.000,2023-09-14T15:00:00.000,DEP,Department of Environmental Protection,Asbestos,Asbestos Complaint (B1),,11231,105 3 PLACE,3 PLACE,COURT ST,DEAD END,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate to another service request.,2023-09-14T15:00:00.000,06 BROOKLYN,3004630042,BROOKLYN,984993,186506,ONLINE,Unspecified,BROOKLYN,40.678592616528746,-73.99732126631054,"{'latitude': '40.678592616528746', 'longitude': '-73.99732126631054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58811895,2023-09-14T13:46:59.000,2023-09-14T14:03:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-26 159 STREET,159 STREET,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T14:03:09.000,12 QUEENS,4101460051,QUEENS,1041463,192497,ONLINE,Unspecified,QUEENS,40.694851633900804,-73.79367980321378,"{'latitude': '40.694851633900804', 'longitude': '-73.79367980321378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818718,2023-09-14T13:46:58.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,10032,91 AUDOBON AVENUE,AUDOBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T00:00:00.000,12 MANHATTAN,1021260132,MANHATTAN,1001513,245866,UNKNOWN,Unspecified,MANHATTAN,40.84150370386538,-73.93760938687319,"{'latitude': '40.84150370386538', 'longitude': '-73.93760938687319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58815066,2023-09-14T13:46:58.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11230,342 WALSH COURT,WALSH COURT,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T00:00:00.000,14 BROOKLYN,3065030129,BROOKLYN,991558,168122,UNKNOWN,Unspecified,BROOKLYN,40.628129565523054,-73.97367243034033,"{'latitude': '40.628129565523054', 'longitude': '-73.97367243034033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813608,2023-09-14T13:46:57.000,2023-09-14T13:56:20.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Park/Playground,10024,COLUMBUS AVENUE,COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   81 STREET,COLUMBUS AVENUE,WEST 81 STREET,INTERSECTION,MANHATTAN,,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-14T13:56:20.000,07 MANHATTAN,,MANHATTAN,991301,224634,PHONE,Theodore Roosevelt Park,MANHATTAN,40.78324184088992,-73.97453911566674,"{'latitude': '40.78324184088992', 'longitude': '-73.97453911566674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816219,2023-09-14T13:46:54.000,2023-09-14T14:22:27.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10468,10 WEST  195 STREET,WEST  195 STREET,JEROME AVENUE,RESERVOIR AVENUE,JEROME AVENUE,RESERVOIR AVENUE,ADDRESS,BRONX,WEST  195 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T14:22:34.000,07 BRONX,2032470002,BRONX,1012704,255827,MOBILE,Unspecified,BRONX,40.868814689528996,-73.89712148070981,"{'latitude': '40.868814689528996', 'longitude': '-73.89712148070981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817802,2023-09-14T13:46:53.000,2023-10-05T05:03:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10456,1420 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,04 BRONX,2028320008,BRONX,1008199,245050,PHONE,Unspecified,BRONX,40.83924842108658,-73.9134482849396,"{'latitude': '40.83924842108658', 'longitude': '-73.9134482849396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817533,2023-09-14T13:46:50.000,2023-09-14T14:54:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11232,417 37 STREET,37 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,37 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:54:45.000,07 BROOKLYN,3006970075,BROOKLYN,983041,177318,PHONE,Unspecified,BROOKLYN,40.65337354672939,-74.00435715316154,"{'latitude': '40.65337354672939', 'longitude': '-74.00435715316154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813584,2023-09-14T13:46:44.000,2023-10-26T14:20:56.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10128,340 EAST   96 STREET,EAST   96 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   96 STREET,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-10-26T14:20:58.000,08 MANHATTAN,1015580026,MANHATTAN,999357,224748,ONLINE,Unspecified,MANHATTAN,40.783544642110655,-73.9454489649292,"{'latitude': '40.783544642110655', 'longitude': '-73.9454489649292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"340 EAST   96 STREET, MANHATTAN (NEW YORK), NY, 10128",,,,,,
58815548,2023-09-14T13:46:36.000,2023-09-25T10:47:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10463,150 WEST  225 STREET,WEST  225 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,08 BRONX,1022150042,MANHATTAN,1008459,258120,PHONE,Unspecified,MANHATTAN,40.87512093148135,-73.91246144190357,"{'latitude': '40.87512093148135', 'longitude': '-73.91246144190357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813704,2023-09-14T13:46:25.000,2023-09-14T17:11:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11368,99-01 39 AVENUE,39 AVENUE,99 STREET,102 STREET,99 STREET,102 STREET,ADDRESS,CORONA,39 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T17:11:39.000,03 QUEENS,4017650022,QUEENS,1021239,212430,ONLINE,Unspecified,QUEENS,40.74967047127272,-73.86650143209845,"{'latitude': '40.74967047127272', 'longitude': '-73.86650143209845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
