unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58902649,2023-09-22T18:47:36.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10011,55 WEST    8 STREET,WEST    8 STREET,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST    8 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-22T20:27:59.000,02 MANHATTAN,1005720071,MANHATTAN,984643,206404,MOBILE,Unspecified,MANHATTAN,40.73320795569195,-73.99858195801492,"{'latitude': '40.73320795569195', 'longitude': '-73.99858195801492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892694,2023-09-22T18:47:30.000,2023-09-25T13:51:45.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10474,920 BRYANT AVENUE,BRYANT AVENUE,SENECA AVENUE,GARRISON AVENUE,SENECA AVENUE,GARRISON AVENUE,ADDRESS,BRONX,BRYANT AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-25T13:51:50.000,02 BRONX,2027610164,BRONX,1015512,238170,PHONE,Unspecified,BRONX,40.82034194680385,-73.88705118025781,"{'latitude': '40.82034194680385', 'longitude': '-73.88705118025781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892076,2023-09-22T18:47:29.000,2023-09-22T18:47:29.000,DOT,Department of Transportation,Street Condition,Pothole,,11216,ROGERS AVENUE,ROGERS AVENUE,LINCOLN PLACE,ST JOHNS PLACE,,,BLOCKFACE,BROOKLYN,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-22T18:47:29.000,08 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,N/A,,,,,
58895355,2023-09-22T18:47:27.000,2023-09-23T10:00:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,69 AVENUE,69 AVENUE,69 AVENUE,80 STREET,69 AVENUE,80 STREET,INTERSECTION,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T10:00:30.000,05 QUEENS,,QUEENS,1020202,197938,PHONE,Unspecified,QUEENS,40.70989779638312,-73.87032153725116,"{'latitude': '40.70989779638312', 'longitude': '-73.87032153725116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894629,2023-09-22T18:47:20.000,2023-09-22T20:36:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11435,90-27 143 STREET,143 STREET,90 AVENUE,91 AVENUE,90 AVENUE,91 AVENUE,ADDRESS,JAMAICA,143 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T20:36:47.000,12 QUEENS,4099830037,QUEENS,1036535,194841,ONLINE,Unspecified,QUEENS,40.70131583942497,-73.81143278914502,"{'latitude': '40.70131583942497', 'longitude': '-73.81143278914502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901870,2023-09-22T18:47:18.000,2023-09-22T19:11:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11694,150 BEACH  115 STREET,BEACH  115 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH  115 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:11:55.000,14 QUEENS,4161870057,QUEENS,1029889,150310,ONLINE,Unspecified,QUEENS,40.579124790193184,-73.83570292500706,"{'latitude': '40.579124790193184', 'longitude': '-73.83570292500706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900548,2023-09-22T18:47:10.000,2023-09-22T19:38:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10026,2113 8 AVENUE,8 AVENUE,WEST  114 STREET,WEST  115 STREET,WEST  114 STREET,WEST  115 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:38:24.000,10 MANHATTAN,1018480013,MANHATTAN,996370,231933,ONLINE,Unspecified,MANHATTAN,40.80327012401748,-73.95622198597187,"{'latitude': '40.80327012401748', 'longitude': '-73.95622198597187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900077,2023-09-22T18:47:00.000,,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,11106,31-11 BROADWAY,BROADWAY,31 ST,32 ST,,,ADDRESS,ASTORIA,,Started,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,2023-09-25T15:53:00.000,01 QUEENS,4006130001,QUEENS,1004971,216865,PHONE,Unspecified,QUEENS,40.76189649750308,-73.92520125288917,"{'latitude': '40.76189649750308', 'longitude': '-73.92520125288917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58899217,2023-09-22T18:46:41.000,2023-09-22T18:57:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11215,DETECTIVE JOSEPH MAYROSE PARK,DETECTIVE JOSEPH MAYROSE PARK,CALDER PLACE,7 AVENUE,CALDER PLACE,7 AVENUE,UNRECOGNIZED,BROOKLYN,DETECTIVE JOSEPH MAYROSE PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T18:57:33.000,07 BROOKLYN,3008740046,BROOKLYN,987700,180194,ONLINE,Unspecified,BROOKLYN,40.661266946124734,-73.98756496509048,"{'latitude': '40.661266946124734', 'longitude': '-73.98756496509048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897752,2023-09-22T18:46:24.000,2023-09-22T18:47:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11230,554 WESTMINSTER ROAD,WESTMINSTER ROAD,DITMAS AVENUE,NEWKIRK AVENUE,DITMAS AVENUE,NEWKIRK AVENUE,ADDRESS,BROOKLYN,WESTMINSTER ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T18:47:18.000,14 BROOKLYN,3051970024,BROOKLYN,993656,170643,ONLINE,Unspecified,BROOKLYN,40.63504719754406,-73.96611072892955,"{'latitude': '40.63504719754406', 'longitude': '-73.96611072892955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899571,2023-09-22T18:46:08.000,2023-10-30T10:50:36.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11366,75-03 198 STREET,198 STREET,75 AVENUE,UNION TURNPIKE,75 AVENUE,UNION TURNPIKE,ADDRESS,FRESH MEADOWS,198 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-30T10:50:44.000,08 QUEENS,4072150001,QUEENS,1047112,206517,UNKNOWN,Unspecified,QUEENS,40.73329473494764,-73.77317768201863,"{'latitude': '40.73329473494764', 'longitude': '-73.77317768201863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892186,2023-09-22T18:45:56.000,2023-09-22T19:23:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1128 CROES AVENUE,CROES AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,ADDRESS,BRONX,CROES AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T19:23:08.000,09 BRONX,2037490104,BRONX,1020151,240937,ONLINE,Unspecified,BRONX,40.82791893233155,-73.87027580798822,"{'latitude': '40.82791893233155', 'longitude': '-73.87027580798822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901611,2023-09-22T18:45:51.000,2023-09-22T19:16:49.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10010,2430 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,EAST   23 STREET,EAST   25 STREET PEDESTRIAN OVPS,EAST   23 STREET,EAST   25 STREET PEDESTRIAN OVPS,ADDRESS,NEW YORK,FRANKLIN D ROOSEVELT DRIVE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T19:16:53.000,06 MANHATTAN,1009910050,MANHATTAN,991243,207312,ONLINE,Unspecified,MANHATTAN,40.735697436244294,-73.97476656938484,"{'latitude': '40.735697436244294', 'longitude': '-73.97476656938484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894719,2023-09-22T18:45:41.000,2023-09-22T19:21:02.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11212,CHURCH AVENUE,CHURCH AVENUE,CHURCH AVENUE,EAST   94 STREET,CHURCH AVENUE,EAST   94 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T19:21:05.000,17 BROOKLYN,,BROOKLYN,1007269,177803,PHONE,Unspecified,BROOKLYN,40.654674929467554,-73.91703947056796,"{'latitude': '40.654674929467554', 'longitude': '-73.91703947056796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897829,2023-09-22T18:45:33.000,2023-09-22T19:25:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,825 GERARD AVENUE,GERARD AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:25:05.000,04 BRONX,2024830015,BRONX,1004754,240171,MOBILE,Unspecified,BRONX,40.825865645198235,-73.92591342579004,"{'latitude': '40.825865645198235', 'longitude': '-73.92591342579004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901214,2023-09-22T18:45:32.000,2023-09-22T19:24:21.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10009,AVENUE B,AVENUE B,AVENUE B,EAST    8 STREET,AVENUE B,EAST    8 STREET,INTERSECTION,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-22T19:24:25.000,03 MANHATTAN,,MANHATTAN,989583,203661,PHONE,Unspecified,MANHATTAN,40.725677492234034,-73.98075938060997,"{'latitude': '40.725677492234034', 'longitude': '-73.98075938060997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896995,2023-09-22T18:45:32.000,2023-09-24T08:40:22.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10009,AVENUE B,AVENUE B,AVENUE B,EAST    8 STREET,AVENUE B,EAST    8 STREET,INTERSECTION,,,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-24T08:40:27.000,03 MANHATTAN,,MANHATTAN,989583,203661,PHONE,Unspecified,MANHATTAN,40.725677492234034,-73.98075938060997,"{'latitude': '40.725677492234034', 'longitude': '-73.98075938060997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892256,2023-09-22T18:45:27.000,2023-09-22T20:28:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10462,2155 GLEASON AVENUE,GLEASON AVENUE,EAST  177 STREET,CASTLE HILL AVENUE,EAST  177 STREET,CASTLE HILL AVENUE,ADDRESS,BRONX,GLEASON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:28:27.000,09 BRONX,2038120055,BRONX,1025102,242341,ONLINE,Unspecified,BRONX,40.83175099280666,-73.85237741323664,"{'latitude': '40.83175099280666', 'longitude': '-73.85237741323664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898270,2023-09-22T18:45:10.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contains Foreign Object,Restaurant/Bar/Deli/Bakery,10065,1125 1 AVENUE,1 AVENUE,EAST   61 STREET,EAST   62 STREET,EAST   61 STREET,EAST   62 STREET,ADDRESS,NEW YORK,1 AVENUE,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-25T09:53:21.000,08 MANHATTAN,1014367502,MANHATTAN,995112,216622,PHONE,Unspecified,MANHATTAN,40.761247134673624,-73.96079069550031,"{'latitude': '40.761247134673624', 'longitude': '-73.96079069550031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892352,2023-09-22T18:45:07.000,2023-09-22T19:10:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10021,EAST   74 STREET,EAST   74 STREET,EAST   74 STREET,YORK AVENUE,EAST   74 STREET,YORK AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T19:10:30.000,08 MANHATTAN,,MANHATTAN,997328,219145,ONLINE,Unspecified,MANHATTAN,40.768169116989434,-73.95278654135322,"{'latitude': '40.768169116989434', 'longitude': '-73.95278654135322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892471,2023-09-22T18:44:54.000,2023-10-03T11:17:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10304,185 PARK HILL AVENUE,PARK HILL AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,01 STATEN ISLAND,5029220150,STATEN ISLAND,961374,163026,ONLINE,Unspecified,STATEN ISLAND,40.61411559192989,-74.08239506383015,"{'latitude': '40.61411559192989', 'longitude': '-74.08239506383015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895200,2023-09-22T18:44:54.000,2023-10-03T11:17:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10304,185 PARK HILL AVENUE,PARK HILL AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,01 STATEN ISLAND,5029220150,STATEN ISLAND,961374,163026,ONLINE,Unspecified,STATEN ISLAND,40.61411559192989,-74.08239506383015,"{'latitude': '40.61411559192989', 'longitude': '-74.08239506383015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901753,2023-09-22T18:44:41.000,2023-09-22T19:42:23.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11214,112 BAY   37 STREET,BAY   37 STREET,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY   37 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T19:42:28.000,11 BROOKLYN,3068760058,BROOKLYN,986720,156583,PHONE,Unspecified,BROOKLYN,40.596460058071195,-73.99110587666941,"{'latitude': '40.596460058071195', 'longitude': '-73.99110587666941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892460,2023-09-22T18:44:39.000,2023-09-26T08:13:51.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11692,333 BEACH   67 STREET,BEACH   67 STREET,,,,,ADDRESS,ARVERNE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,14 QUEENS,4159150063,QUEENS,1040892,154945,PHONE,Unspecified,QUEENS,40.59178343612657,-73.79605420798343,"{'latitude': '40.59178343612657', 'longitude': '-73.79605420798343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902495,2023-09-22T18:44:32.000,2023-09-23T10:18:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,60-73 59 DRIVE,59 DRIVE,60 LANE,61 STREET,60 LANE,61 STREET,ADDRESS,MASPETH,59 DRIVE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T10:18:15.000,05 QUEENS,4027410044,QUEENS,1010956,200796,MOBILE,Unspecified,QUEENS,40.71777505819323,-73.90366038690817,"{'latitude': '40.71777505819323', 'longitude': '-73.90366038690817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892429,2023-09-22T18:44:27.000,2023-09-23T10:12:29.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-23T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,ONLINE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900625,2023-09-22T18:44:26.000,2023-09-22T19:21:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,19 CLEVELAND PLACE,CLEVELAND PLACE,KENMARE STREET,LAFAYETTE STREET,KENMARE STREET,LAFAYETTE STREET,ADDRESS,NEW YORK,CLEVELAND PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:21:23.000,02 MANHATTAN,1004810009,MANHATTAN,984989,202181,ONLINE,Unspecified,MANHATTAN,40.72161682745682,-73.99733396750808,"{'latitude': '40.72161682745682', 'longitude': '-73.99733396750808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902135,2023-09-22T18:44:19.000,2023-09-25T14:27:37.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11237,357 LINDEN STREET,LINDEN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,04 BROOKLYN,3033280042,BROOKLYN,1008329,194232,ONLINE,Unspecified,BROOKLYN,40.69976598150636,-73.91316053261822,"{'latitude': '40.69976598150636', 'longitude': '-73.91316053261822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58891981,2023-09-22T18:44:10.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10026,350 MANHATTAN AVENUE,MANHATTAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-04T00:00:00.000,10 MANHATTAN,1018480031,MANHATTAN,996020,232239,UNKNOWN,Unspecified,MANHATTAN,40.804110483039274,-73.95748566590873,"{'latitude': '40.804110483039274', 'longitude': '-73.95748566590873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58891972,2023-09-22T18:44:03.000,2023-09-22T20:49:36.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10456,1384 GRAND CONCOURSE,GRAND CONCOURSE,ELLIOT PLACE,EAST  170 STREET,ELLIOT PLACE,EAST  170 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:49:42.000,04 BRONX,2028310044,BRONX,1008018,244693,ONLINE,Unspecified,BRONX,40.838269049296365,-73.91410368388398,"{'latitude': '40.838269049296365', 'longitude': '-73.91410368388398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900095,2023-09-22T18:44:00.000,2023-09-25T16:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11221,193 VAN BUREN STREET,VAN BUREN STREET,MARCUS GARVEY BLVD,LEWIS AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T16:14:00.000,03 BROOKLYN,3016090070,BROOKLYN,1001325,190894,ONLINE,Unspecified,BROOKLYN,40.690620234446754,-73.93842848958697,"{'latitude': '40.690620234446754', 'longitude': '-73.93842848958697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58894529,2023-09-22T18:44:00.000,2023-09-25T16:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11205,461 MYRTLE AVENUE,MYRTLE AVENUE,WAVERLY AVE,WASHINGTON AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T16:14:00.000,02 BROOKLYN,3018890089,BROOKLYN,993393,191878,ONLINE,Unspecified,BROOKLYN,40.693332835694925,-73.9670295057229,"{'latitude': '40.693332835694925', 'longitude': '-73.9670295057229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58897393,2023-09-22T18:43:54.000,2023-09-22T19:40:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,36-04 STEINWAY STREET,STEINWAY STREET,36 AVENUE,39 STREET,36 AVENUE,39 STREET,ADDRESS,LONG ISLAND CITY,STEINWAY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:40:06.000,01 QUEENS,4006650027,QUEENS,1005426,213765,ONLINE,Unspecified,QUEENS,40.75338671424652,-73.9235685569085,"{'latitude': '40.75338671424652', 'longitude': '-73.9235685569085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898106,2023-09-22T18:43:43.000,2023-09-22T18:43:43.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11691,14-10 NEW HAVEN AVENUE,NEW HAVEN AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-22T00:00:00.000,14 QUEENS,4156220100,QUEENS,1054142,157374,UNKNOWN,Unspecified,QUEENS,40.59835594693631,-73.7483212256282,"{'latitude': '40.59835594693631', 'longitude': '-73.7483212256282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900272,2023-09-22T18:43:43.000,2023-09-22T20:05:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,75-09 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,75 AVENUE,76 AVENUE,75 AVENUE,76 AVENUE,ADDRESS,RIDGEWOOD,WOODHAVEN BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T20:05:11.000,06 QUEENS,4038860074,QUEENS,1023232,197481,PHONE,Unspecified,QUEENS,40.70863061058593,-73.8593950249961,"{'latitude': '40.70863061058593', 'longitude': '-73.8593950249961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897781,2023-09-22T18:43:34.000,2023-09-22T19:16:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10037,MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,WEST  132 STREET,MALCOLM X BOULEVARD,WEST  132 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:16:58.000,10 MANHATTAN,,MANHATTAN,1000236,235189,ONLINE,Unspecified,MANHATTAN,40.81220079312061,-73.94225006090635,"{'latitude': '40.81220079312061', 'longitude': '-73.94225006090635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899724,2023-09-22T18:43:05.000,2023-09-26T14:35:41.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,Closed,See notes for information.,2023-09-26T14:35:43.000,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,
58901135,2023-09-22T18:42:48.000,2023-10-03T11:51:55.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11208,443 ESSEX STREET,ESSEX STREET,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,ADDRESS,BROOKLYN,ESSEX STREET,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-10-03T11:51:58.000,05 BROOKLYN,3040200038,BROOKLYN,1017127,184530,ONLINE,Unspecified,BROOKLYN,40.6731079244994,-73.88147844956458,"{'latitude': '40.6731079244994', 'longitude': '-73.88147844956458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
